('https://image1.ljcdn.com/shfdfs-image/20171209/e819dd92-18cb-4c90-b7ce-8b48f51b336f.jpg.296x216.jpg', '配套齐全的公寓，价格低，采光充足', '派克公寓  | 1室1厅 | 52.32平米 | 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  元和', '52万', '单价9939元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadc289bdf8-cc4b-49b1-b05c-90d25de0c102.jpg.296x216.jpg', '金辉小户型，精装，拎包入住。满二免增值税！', '金辉融侨城  | 3室2厅 | 98.46平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2013年建板楼  -  活力岛', '215万', '单价21837元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e22ba057-2a4a-41af-9021-063cb2fd8e5d.png.296x216.jpg', '香城花园三期精装三房诚意出售，满五年税费少。', '香城花园三区  | 3室2厅 | 112平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2008年建板楼  -  元和', '235万', '单价20983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170916/9e8e00b5-ece8-4ced-ba02-50e121f270cb.jpg.296x216.jpg', '水韵花都地铁口，全新毛坯，房东诚意出售，看房方便', '水韵花都家园  | 5室2厅 | 141平米 | 南 | 毛坯 | 有电梯', '高楼层(共15层)2011年建板楼  -  活力岛', '330万', '单价23405元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170113/06cb9f02-c537-4d34-90c9-1d41314b4510.jpg.296x216.jpg', '精品房源满五唯一配套齐全，邻里素质高。自带幼儿园。', '元和之春  | 3室2厅 | 144.1平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  元和', '270万', '单价18737元/平米')
('https://image1.ljcdn.com/320500-inspection/c99defa0-1321-411a-8a5f-3ee6bb0a3697.jpg.296x216.jpg', '精装三房，诚心出售，随时可看，', '国际服装城B区  | 3室2厅 | 156.7平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  元和', '208万', '单价13274元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160605/d3872025-eef1-4ecd-adb4-80e9d005865f.jpg.296x216.jpg', '合景峰汇三期 177平大户型纯毛坯，送入室花园', '合景峰汇三期  | 4室2厅 | 173平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共23层)2010年建板楼  -  活力岛', '388万', '单价22428元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a63d190c-75eb-4040-88de-8c6b050d7e5e.png.296x216.jpg', '晨曦馨苑 2室2厅 195万', '晨曦馨苑  | 2室2厅 | 95平米 | 南 北 | 精装 | 有电梯', '中楼层(共15层)2008年建板楼  -  元和', '195万', '单价20527元/平米')
('https://image1.ljcdn.com/320500-inspection/9ae642e5-8a61-4041-baee-4325b07d7fe9.jpg.296x216.jpg', '首开春天花园 大四房 精装修 满二年 置换诚售', '首开班芙春天花园  | 4室2厅 | 144平米 | 南 北 | 其他 | 有电梯', '高楼层(共25层)2013年建板楼  -  活力岛', '285万', '单价19792元/平米')
('https://image1.ljcdn.com/320500-inspection/test-4d0b44ee-3112-4d71-9435-e3c32fed55af.png.296x216.jpg', '纯毛坯四房，诚意出售，楼间距大，随时可看，', '首开班芙春天花园  | 4室2厅 | 163平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共25层)2015年建板楼  -  活力岛', '320万', '单价19632元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160807/d93b9355-c4b8-4600-9328-c5bc387fb0d2.jpg.296x216.jpg', '天宇佳缘 5室2厅 205万', '天宇佳缘  | 5室2厅 | 174.24平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)2011年建板楼  -  北桥', '205万', '单价11766元/平米')
('https://image1.ljcdn.com/320500-inspection/2b08d09d-ebbd-4bf6-9eb6-a7047eca834b.jpg.296x216.jpg', '恒基水漾花城 3室2厅 255万', '恒基水漾花城  | 3室2厅 | 115.6平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)2017年建塔楼  -  活力岛', '255万', '单价22059元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9c848173-4abb-419f-b7a4-634fa6d3c151.png.296x216.jpg', '华辰南区 多层洋房 精装3房 满五 看房随时', '华辰嘉园南区  | 3室2厅 | 108平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2008年建板楼  -  活力岛', '240万', '单价22223元/平米')
('https://image1.ljcdn.com/320500-inspection/ca0cfe79-3815-49ed-9c0a-868cf707d5c1.jpg.296x216.jpg', '香城花园二区精装修两房，诚心出售', '香城花园二区  | 2室2厅 | 93平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '185万', '单价19893元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171128/729b826e-1b0e-4819-8a51-ba3aca257b83.jpg.296x216.jpg', '知音别苑 3室2厅 245万', '知音别苑  | 3室2厅 | 132平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2002年建板楼  -  元和', '245万', '单价18561元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160528/673afa20-f81b-41c9-8501-cf8d0dd34f10.jpg.296x216.jpg', '康锦苑 3室2厅 220万', '康锦苑  | 3室2厅 | 142平米 | 南 | 简装 | 有电梯', '低楼层(共19层)2008年建板楼  -  元和', '220万', '单价15493元/平米')
('https://image1.ljcdn.com/320500-inspection/c6337bd4-50da-4716-9597-874fb41235da.jpg.296x216.jpg', '香城颐园 地铁口 超市旁边 诚意出售', '香城颐园  | 2室2厅 | 93平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  元和', '200万', '单价21506元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170218/2cc345a3-390f-4b7c-8729-9c802d362060.jpg.296x216.jpg', '合景峰汇八期 3室2厅 260万', '合景峰汇八期  | 3室2厅 | 105平米 | 南 | 精装 | 有电梯', '中楼层(共15层)板楼  -  活力岛', '260万', '单价24762元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0ed733c7-7412-487c-b9d6-941d3d02d73f.png.296x216.jpg', '大面积 简装两房 南北通透 看房方便', '华美福邸  | 2室2厅 | 107平米 | 南 北 | 其他 | 无电梯', '5层2009年建板楼  -  元和', '205万', '单价19159元/平米')
('https://image1.ljcdn.com/320500-inspection/832f93f2-b9ed-4d8e-9640-6db11ac0c61f.jpg.296x216.jpg', '合景峰汇四期 毛坯正4房 南北通透 满两省税费 随时看', '合景峰汇四期  | 4室2厅 | 126平米 | 南 北 | 简装 | 有电梯', '低楼层(共16层)2016年建板楼  -  活力岛', '285万', '单价22620元/平米')
('https://image1.ljcdn.com/320500-inspection/test-ef6e8d35-df90-4c7a-b5f3-f34673be4c9c.png.296x216.jpg', '御苑家园B、C区 全新毛坯 大户型 南北通透 看房方便', '御苑家园B、C区  | 5室2厅 | 186平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共11层)2006年建板楼  -  活力岛', '250万', '单价13441元/平米')
('https://image1.ljcdn.com/320500-inspection/babc6865-64ee-490f-bb0d-2f18c51d758f.jpg.296x216.jpg', '环境优美，出行方便，交通便利。', '湖沁花园西区  | 3室2厅 | 190平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建塔楼  -  元和', '270万', '单价14211元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160813/7429dc11-f492-4a24-b954-0e81537c17e9.jpg.296x216.jpg', '毛坯两房，随时可看，随时可看。', '尚景湾  | 2室2厅 | 205平米 | 南 | 毛坯 | 有电梯', '低楼层(共24层)2015年建板楼  -  黄桥', '205万', '单价10000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160823/2afd78aa-fb8d-40e1-ae76-6c0a36021a7d.jpg.296x216.jpg', '新尚广场，复式公寓，挑高4.5米，简单装修，民用水电', '新尚商业广场  | 1室1厅 | 47平米 | 南 | 简装 | 有电梯', '低楼层(共16层)2009年建板楼  -  元和', '48万', '单价10213元/平米')
('https://image1.ljcdn.com/320500-inspection/test-03adf037-22a6-418d-a1e4-5033867ea4e7.png.296x216.jpg', '清水毛坯  通透户型两房一卫 中上楼层 视野开阔随时看', '恒基水漾花城  | 2室2厅 | 89.2平米 | 南 | 毛坯 | 有电梯', '高楼层(共15层)2012年建塔楼  -  活力岛', '190万', '单价21301元/平米')
('https://image1.ljcdn.com/320500-inspection/298118d7-a9f8-463a-bcb2-4280f5056ebf.jpg.296x216.jpg', '次新房，新装未住，三房朝南采光刺眼', '合景峰汇八期  | 3室2厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2014年建板楼  -  活力岛', '213万', '单价23933元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160816/5be51c14-87cb-4e0c-a15f-ccfdd7282e1e.jpg.296x216.jpg', '合景峰汇十期 品质小区 全新毛坯 交通便利 诚意出售', '合景峰汇十期  | 2室2厅 | 48平米 | 北 | 毛坯 | 有电梯', '中楼层(共19层)2013年建板楼  -  活力岛', '51万', '单价10625元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160824/e15a356d-8c04-42d7-96ab-895f44c1a45b.jpg.296x216.jpg', '两室明厅，中等装修，有超大阳台', '元和之春  | 3室2厅 | 197平米 | 南 | 简装 | 无电梯', '高楼层(共5层)2006年建板楼  -  元和', '276万', '单价14011元/平米')
('https://image1.ljcdn.com/320500-inspection/1c800e24-864b-4749-9c02-2995fdd4b20a.jpg.296x216.jpg', '锦绣江南，176万，精装两房，8.2平米大阳台', '锦绣江南  | 2室2厅 | 90.21平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2005年建板楼  -  元和', '176万', '单价19511元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/466b47d3-270e-4cc5-ac4b-4ea8dc6cd824.jpg.296x216.jpg', '合景大平层，精装四房，赠送入户花园，湖景房', '合景峰汇三期  | 4室2厅 | 174平米 | 南 北 | 精装 | 有电梯', '中楼层(共23层)2010年建板楼  -  活力岛', '360万', '单价20690元/平米')
('https://image1.ljcdn.com/320500-inspection/test-0972621a-6ae8-4028-b4f7-fda8dc5d394e.png.296x216.jpg', '香城颐园 2室2厅 188万', '香城颐园  | 2室2厅 | 93平米 | 南 | 毛坯 | 有电梯', '低楼层(共18层)2011年建板楼  -  元和', '188万', '单价20216元/平米')
('https://image1.ljcdn.com/320500-inspection/test-bfc739a7-4281-4949-b6c8-5009b14c1030.png.296x216.jpg', '锦绣江南精装修三房，126平，210万，满五唯一', '锦绣江南  | 3室2厅 | 126平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  元和', '210万', '单价16667元/平米')
('https://image1.ljcdn.com/320500-inspection/70696001-3eea-4046-9056-dcf0eb424eb7.jpg.296x216.jpg', '合景峰汇十一期 2室2厅 72万', '合景峰汇十一期  | 2室2厅 | 45平米 | 北 | 精装 | 有电梯', '低楼层(共18层)2016年建板楼  -  活力岛', '72万', '单价16000元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160826/82f52446-3b3e-4592-ab9b-5e573e90576d.jpg.296x216.jpg', '水韵花都家园 4室2厅 307万', '水韵花都家园  | 4室2厅 | 139.8平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2011年建板楼  -  活力岛', '307万', '单价21960元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3944e82d-5a04-43ca-87c9-ca264bff377f.png.296x216.jpg', '嘉和丽园精装修4房，149平，259万', '嘉和丽园  | 4室2厅 | 149平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)2005年建板楼  -  元和', '259万', '单价17383元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180115/f202e079-557a-480a-a35e-e7e7ecd3528c.jpg.296x216.jpg', '御窑大三房，一梯两户，多层洋房', '御窑花园  | 3室2厅 | 127平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  活力岛', '210万', '单价16536元/平米')
('https://image1.ljcdn.com/320500-inspection/test-11551f6a-061c-474a-b4d6-8d68a738996a.png.296x216.jpg', '橡树湾三期 边户 南北正通 业主诚心', '华润橡树湾3期  | 3室2厅 | 110平米 | 暂无数据 | 毛坯 | 有电梯', '中楼层(共22层)2016年建塔楼  -  活力岛', '235万', '单价21364元/平米')
('https://image1.ljcdn.com/320500-inspection/54ab7122-e85b-4f67-a7f0-34967324b1bd.jpg.296x216.jpg', '活力岛景观建筑，4.9米挑高，精装修', '恒基花漾LOFT  | 1室1厅 | 48.7平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2017年建板楼  -  活力岛', '78万', '单价16017元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/1517f863-bde3-479a-8c8a-627be8f0ea8d.jpg.296x216.jpg', '高铁新城圆融广场精装三室公寓  特价出售', '高铁新城圆融广场  | 3室2厅 | 82平米 | 南 | 精装 | 有电梯', '高楼层(共21层)2016年建板塔结合  -  高铁新城', '130万', '单价15854元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170313/9f1a9dd0-948e-4e8a-b394-8c0c893eb09d.jpg.296x216.jpg', '花好月圆 精装三房 交通便利 采光好！', '花好月圆  | 3室2厅 | 138平米 | 暂无数据 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  元和', '260万', '单价18841元/平米')
('https://image1.ljcdn.com/320500-inspection/d778c57f-c4a8-4899-bc7d-b2dc44b4047c.jpg.296x216.jpg', '玉成一期 精装通透三房 业主诚售', '玉成家园  | 3室2厅 | 130.6平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2009年建板楼  -  活力岛', '215万', '单价16463元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/2c0c5eff-a8e3-440c-aa5a-a853aea62943.jpg.296x216.jpg', '合景峰汇六期，精装修，三房朝南，满五唯一', '合景峰汇六期  | 3室2厅 | 96平米 | 南 | 精装 | 有电梯', '低楼层(共21层)2012年建板楼  -  活力岛', '243万', '单价25313元/平米')
('https://image1.ljcdn.com/320500-inspection/test-537189aa-1319-4e50-a7cd-119dbd5f170a.png.296x216.jpg', '房东上门挂房出售，卖掉之后换其他区域房子', '香城花园一区  | 2室1厅 | 97.34平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  元和', '179万', '单价18390元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/1748b75c-eee3-46f9-ad2f-5d4572404ade.jpg.296x216.jpg', '二号线  锦绣江南 精装两房 中楼层采光好 随时看房', '锦绣江南  | 2室2厅 | 101.2平米 | 暂无数据 | 简装 | 有电梯', '中楼层(共11层)2005年建板楼  -  元和', '169万', '单价16700元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160530/85f75ff4-0e73-48a4-8e09-ba823eba5327.jpg.296x216.jpg', '西湖君庭 3室2厅 205万', '西湖君庭  | 3室2厅 | 90.24平米 | 南 | 简装 | 有电梯', '低楼层(共8层)2016年建板楼  -  活力岛', '205万', '单价22718元/平米')
('https://image1.ljcdn.com/320500-inspection/296f155a-8c1c-4bbf-9c94-b9d845792d5b.jpg.296x216.jpg', '太阳花园大四房，精装修，户型方正，单价低，总价低', '太阳花园  | 4室2厅 | 167.84平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  元和', '235万', '单价14002元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160823/4520e8fa-ce38-440c-97f5-e33847398a4a.jpg.296x216.jpg', '新尚广场 精装2房拎包入住 家电全留 诚心出售', '新尚商业广场  | 2室0厅 | 53平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  元和', '52万', '单价9812元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170702/f904020d-422f-429e-b652-c4e3157e8552.jpg.296x216.jpg', '银丽高尔夫 5室2厅 1837万', '银丽高尔夫   | 独栋别墅 | 5室2厅 | 732平米 | 暂无数据 | 毛坯 | 无电梯', '2层2012年建板楼  -  元和', '1837万', '单价25096元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fb2471e7-9ee2-4565-b870-50e1d96d993b.png.296x216.jpg', '香城花园二区 2室2厅 193万', '香城花园二区  | 2室2厅 | 88.8平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2007年建板楼  -  元和', '193万', '单价21735元/平米')
('https://image1.ljcdn.com/320500-inspection/47f5feff-ad9b-40e7-b76a-7dd9e764bfeb.jpg.296x216.jpg', '湖沁花园，正规三房，自住装修，诚心出售。', '湖沁花园西区  | 3室2厅 | 111平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2005年建塔楼  -  元和', '181万', '单价16307元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171226/97195944-de20-4011-ac45-518afe4589fe.jpg.296x216.jpg', '南亚花园 4室2厅 350万', '南亚花园  | 4室2厅 | 208平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共9层)2005年建板楼  -  元和', '350万', '单价16827元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160516/286b9d60-7dac-4630-bf8d-5d2836cc38ff.jpg.296x216.jpg', '康锦苑精装打三房.有车位满五唯一', '康锦苑  | 3室2厅 | 141平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2007年建板楼  -  元和', '272万', '单价19291元/平米')
('https://image1.ljcdn.com/320500-inspection/53c2a1b6-7bad-4965-a0ec-a16487496e31.jpg.296x216.jpg', '永金公寓广场 朝南精装loft公寓 买一层送一层', '永金商业广场  | 2室1厅 | 53平米 | 南 | 其他 | 有电梯', '中楼层(共23层)2015年建板塔结合  -  元和', '85万', '单价16038元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160714/2f7f6dfe-ad1c-49f1-9c07-218b55121f9d.jpg.296x216.jpg', '合景峰汇三期 3室2厅 255万', '合景峰汇三期  | 3室2厅 | 100.7平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2014年建板楼  -  活力岛', '255万', '单价25323元/平米')
('https://image1.ljcdn.com/320500-inspection/test-cc0f7aee-ed58-412d-b911-dd8c50a29f68.png.296x216.jpg', '装修三房两卫，业主自住保养好，附赠车库+车位', '香城花园一区  | 3室2厅 | 139平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2012年建板楼  -  元和', '255万', '单价18346元/平米')
('https://image1.ljcdn.com/320500-inspection/f56b5683-ffb2-41a6-950d-709d6a773eb5.jpg.296x216.jpg', '满5年 南北通透 诚心出售 有钥匙 送自行车库', '太阳花园  | 3室2厅 | 139.99平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2006年建板楼  -  元和', '205万', '单价14644元/平米')
('https://image1.ljcdn.com/320500-inspection/test-1451060e-4aee-4ad2-9652-c1d3245c0679.png.296x216.jpg', '水漾花城花苑 毛坯 配套成熟 出行便利 看房随时诚售', '恒基水漾花城  | 4室2厅 | 183.72平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共29层)2017年建塔楼  -  活力岛', '368万', '单价20031元/平米')
('https://image1.ljcdn.com/320500-inspection/bf4f6858-b10d-48d3-9ee3-622f9814cb56.jpg.296x216.jpg', '橡树湾花园 大平层 带地下车库带院子 满两年', '橡树湾花园  | 4室2厅 | 335平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2012年建板楼  -  活力岛', '592万', '单价17672元/平米')
('https://image1.ljcdn.com/320500-inspection/test-a7922a40-ae14-4525-8299-32d099de32bc.png.296x216.jpg', '合景十期，精装公寓，诚意出售，交通便利', '合景峰汇十期  | 3室2厅 | 45.61平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2013年建板楼  -  活力岛', '67万', '单价14690元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160915/00e807ad-7739-4457-84c6-71997c55d71f.jpg.296x216.jpg', '沿湖资源，高尔夫独栋别墅，占地1.5亩 毛坯出售', '银丽高尔夫   | 独栋别墅 | 5室2厅 | 613平米 | 南 | 毛坯 | 无电梯', '2层2012年建板楼  -  元和', '1633万', '单价26640元/平米')
