('https://image1.ljcdn.com/440600-inspection/test-4dad8e1a-6bfb-4c18-9472-ded3a55f49df.png.296x216.jpg', '依云天汇 3室2厅 265万', '依云天汇  | 3室2厅 | 102.12平米 | 南 | 其他', '低楼层(共45层)2011年建塔楼  -  千灯湖', '265万', '单价25950元/平米')
('https://image1.ljcdn.com/440600-inspection/821806b8-2b74-42e9-a6d7-3a4f11d9c785.JPG.296x216.jpg', '龙光君悦龙庭 5室2厅 227.8万', '龙光君悦龙庭  | 5室2厅 | 134平米 | 南 | 其他', '高楼层(共19层)2014年建塔楼  -  罗村', '227.8万', '单价17000元/平米')
('https://image1.ljcdn.com/440600-inspection/cb5c3606-d433-4752-a1a9-18cb1ae90999.jpg.296x216.jpg', '盐步御景* 户型方正 通风透', '雅居乐御景名门  | 5室2厅 | 230平米 | 南 北 | 毛坯', '低楼层(共28层)2012年建塔楼  -  黄岐', '550万', '单价23914元/平米')
('https://image1.ljcdn.com/440600-inspection/b67ccf6c-bfd4-4217-aec5-ce65905caa8d.jpg.296x216.jpg', '嘉洲花园 交通便利 采光充足', '嘉洲花园  | 5室2厅 | 137.7平米 | 东 西 | 简装', '高楼层(共8层)2010年建塔楼  -  黄岐', '178万', '单价12927元/平米')
('https://image1.ljcdn.com/440600-inspection/6f0178c9-8205-4204-8b7f-a53564a065c9.jpg.296x216.jpg', '文沙东小区 3室1厅 85万', '文沙东小区  | 3室1厅 | 79.91平米 | 南 | 其他', '低楼层(共8层)1988年建板楼  -  叠窖', '85万', '单价10637元/平米')
('https://image1.ljcdn.com/440600-inspection/7a5f5e3d-426c-449d-9154-5daeeb935694.jpg.296x216.jpg', '中南海晖园 晖湖居 环境舒适', '中南海晖园  | 3室2厅 | 135平米 | 南 | 简装', '高楼层(共11层)2005年建塔楼  -  黄岐', '351万', '单价26000元/平米')
('https://image1.ljcdn.com/440600-inspection/703c7dff-0ac8-47a5-82f4-841ba48aeb9e.jpg.296x216.jpg', '南海颐景园 1室2厅 140万', '南海颐景园  | 1室2厅 | 66.5平米 | 西南 | 其他', '中楼层(共19层)2007年建塔楼  -  桂城东（城市广场）', '140万', '单价21053元/平米')
('https://image1.ljcdn.com/440600-inspection/b06993ed-4fa6-4195-9154-85ebe2802fb8.jpg.296x216.jpg', '南港名轩 三房业主自住 采光 视野宽阔', '南港名轩  | 3室2厅 | 109平米 | 北 | 简装', '高楼层(共23层)2008年建塔楼  -  平洲', '238万', '单价21835元/平米')
('https://image1.ljcdn.com/440600-inspection/e00a2383-e4d3-41d1-b47b-59b00c40a812.jpg.296x216.jpg', '中海千灯湖花园 靓层靓向 实用四房 随时看房', '中海千灯湖花园  | 4室2厅 | 169平米 | 东 | 毛坯', '低楼层(共44层)2013年建塔楼  -  千灯湖', '620万', '单价36687元/平米')
('https://image1.ljcdn.com/440600-inspection/31624662-c25d-42d4-95a5-6164548324f9.jpg.296x216.jpg', '万科金色家园金虹 3室2厅 220万', '万科金色家园金虹  | 3室2厅 | 93平米 | 南 | 简装', '高楼层(共11层)2006年建塔楼  -  桂城东（城市广场）', '220万', '单价23656元/平米')
('https://image1.ljcdn.com/440600-inspection/ea66a0a4-1e81-4dbf-b326-7b21cd84041c.JPG.296x216.jpg', '龙光君悦龙庭 3室2厅 145万', '龙光君悦龙庭  | 3室2厅 | 88.2平米 | 南 | 其他', '低楼层(共20层)2014年建塔楼  -  罗村', '145万', '单价16440元/平米')
('https://image1.ljcdn.com/440600-inspection/6ddba6af-7c4f-4a00-89ae-02f1a89ba091.jpg.296x216.jpg', '康怡丽苑 大3房 户型方正 带车位', '康怡丽苑二期  | 3室2厅 | 116平米 | 东 | 精装', '中楼层(共16层)2006年建塔楼  -  平洲', '248万', '单价21380元/平米')
('https://image1.ljcdn.com/440600-inspection/a84d5998-bfed-472f-bf79-ad88e5063bab.jpg.296x216.jpg', '鹿璟村 户型方正 交通方便', '鹿璟村鹿秀居  | 2室2厅 | 90平米 | 南 | 其他', '低楼层(共12层)2003年建塔楼  -  桂城东（城市广场）', '196万', '单价21778元/平米')
('https://image1.ljcdn.com/440600-inspection/9d942394-ddaf-4ac8-89d5-44ff96d2d0bb.jpg.296x216.jpg', '华福御水岸 样板房精装 南北对流', '华福御水岸  | 3室2厅 | 118平米 | 南 北 | 其他', '中楼层(共31层)塔楼  -  平洲', '315万', '单价26695元/平米')
('https://image1.ljcdn.com/440600-inspection/ffd75633-ed61-42a2-ace7-84fd43904993.jpg.296x216.jpg', '汇豪嘉园 2室1厅 125万', '汇豪嘉园  | 2室1厅 | 67平米 | 南 | 其他', '高楼层(共29层)2014年建塔楼  -  大沥', '125万', '单价18657元/平米')
('https://image1.ljcdn.com/440600-inspection/22f1addb-30ac-41d3-9c4c-0fc43eb9c9b3.jpg.296x216.jpg', '怡翠花园 4室2厅 354万', '怡翠花园  | 4室2厅 | 154.9平米 | 西南 | 精装', '高楼层(共27层)2005年建塔楼  -  桂城东（城市广场）', '354万', '单价22854元/平米')
('https://image1.ljcdn.com/440600-inspection/a956edad-53c5-411c-b48f-527739f57759.jpg.296x216.jpg', '万达广场 1室1厅 58万', '万达广场  | 1室1厅 | 40平米 | 南 | 其他', '高楼层(共35层)2012年建塔楼  -  千灯湖', '58万', '单价14500元/平米')
('https://image1.ljcdn.com/440600-inspection/a0a77a87-5c76-4f20-9f64-001568155607.JPG.296x216.jpg', '长信银湾 3室2厅 160万', '长信银湾  | 3室2厅 | 91.5平米 | 北 | 其他', '低楼层(共18层)2013年建塔楼  -  罗村', '160万', '单价17487元/平米')
('https://image1.ljcdn.com/440600-inspection/15f430a0-c4f5-468b-84ca-0634493dd356.jpg.296x216.jpg', '保利壹号公馆 欧式装修新净，送全屋家私家电', '保利壹号公馆  | 5室2厅 | 227.49平米 | 西南 | 精装', '中楼层(共40层)2009年建塔楼  -  千灯湖', '385万', '单价16924元/平米')
('https://image1.ljcdn.com/440600-inspection/4ab7bd6c-c8ef-450c-83e4-4e744ca6ae1b.JPG.296x216.jpg', '奥园公园一号 3室2厅 212万', '奥园公园一号  | 3室2厅 | 120.9平米 | 东南 | 其他', '高楼层(共17层)2016年建塔楼  -  罗村', '212万', '单价17536元/平米')
('https://image1.ljcdn.com/440600-inspection/3a50544b-8017-4c6a-ae9b-d4a4b2cbaa8e.JPG.296x216.jpg', '江南名居 舒适三房', '江南名居  | 3室2厅 | 145.97平米 | 东南 | 精装', '高楼层(共25层)2006年建塔楼  -  桂城北（南海广场）', '280万', '单价19183元/平米')
('https://image1.ljcdn.com/440600-inspection/8e53465b-16ec-43ea-99ad-80b55c36d309.jpg.296x216.jpg', '中海千灯湖花园 4室2厅 674.7万', '中海千灯湖花园  | 4室2厅 | 187.41平米 | 东南 | 毛坯', '中楼层(共44层)2013年建塔楼  -  千灯湖', '674.7万', '单价36002元/平米')
('https://image1.ljcdn.com/440600-inspection/fe86c8dd-526a-423b-9e52-1d6398db0e10.JPG.296x216.jpg', '沙面新城 4室2厅 336万', '沙面新城  | 4室2厅 | 168平米 | 西南 | 其他', '低楼层(共31层)2003年建塔楼  -  黄岐', '336万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/a4adf979-14ce-4102-a87e-c661b467eeaa.jpg.296x216.jpg', '万达广场 1室1厅 99万', '万达广场  | 1室1厅 | 68.96平米 | 南 | 其他', '高楼层(共35层)2012年建塔楼  -  千灯湖', '99万', '单价14357元/平米')
('https://image1.ljcdn.com/440600-inspection/8a7f9947-da25-4fba-80b6-daee2f687eae.jpg.296x216.jpg', '地铁金融城 3室2厅 355万', '地铁金融城  | 3室2厅 | 120平米 | 南 北 | 其他', '中楼层(共40层)2013年建塔楼  -  千灯湖', '355万', '单价29584元/平米')
('https://image1.ljcdn.com/440600-inspection/9b1924fb-bf79-4add-ae17-a11dc89f70e5.jpg.296x216.jpg', '地铁金融城 3房2厅 269万元', '地铁金融城  | 3室2厅 | 92平米 | 北 | 精装', '低楼层(共40层)2013年建塔楼  -  千灯湖', '269万', '单价29240元/平米')
('https://image1.ljcdn.com/440600-inspection/fbbfdb66-551b-483f-8ffe-6eb9255a177b.jpg.296x216.jpg', '汇豪嘉园 成熟小区 带平台', '汇豪嘉园  | 2室2厅 | 66.5平米 | 北 | 其他', '低楼层(共29层)2014年建塔楼  -  大沥', '168万', '单价25264元/平米')
('https://image1.ljcdn.com/440600-inspection/bb85e16e-0e3a-4c09-b64f-7b242db7cf68.jpg.296x216.jpg', '富丰君御 3室2厅 220万', '富丰君御  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  平洲', '220万', '单价24720元/平米')
('https://image1.ljcdn.com/440600-inspection/9f45fac8-1966-40f2-b529-1951ad264a4d.jpg.296x216.jpg', '保利西雅图 南向户型 3房带装修', '保利西雅图  | 3室2厅 | 96平米 | 南 | 精装', '高楼层(共32层)2016年建塔楼  -  平洲', '235万', '单价24480元/平米')
('https://image1.ljcdn.com/440600-inspection/730e1702-2926-4c7b-adc5-2e7fb87f4af1.jpg.296x216.jpg', '康怡花园 3室2厅 140万', '康怡花园  | 3室2厅 | 94.7平米 | 南 | 其他', '高楼层(共8层)2003年建塔楼  -  平洲', '140万', '单价14784元/平米')
('https://image1.ljcdn.com/440600-inspection/77f8e9cf-1007-4db5-a5fe-232d1e069ff6.JPG.296x216.jpg', '罗湖花园 4室1厅 180万', '罗湖花园  | 4室1厅 | 151平米 | 南 | 其他', '中楼层(共9层)2003年建塔楼  -  罗村', '180万', '单价11921元/平米')
('', '碧湖花园 4室2厅 280万', '碧湖花园  | 4室2厅 | 152平米 | 南 | 其他', '中楼层(共12层)2006年建塔楼  -  平洲', '280万', '单价18422元/平米')
('https://image1.ljcdn.com/440600-inspection/8ad247cf-efcf-4166-b35b-e4ad7249263b.jpg.296x216.jpg', '佳兆业滨江一号 3室2厅 250万', '佳兆业滨江一号  | 3室2厅 | 89.9平米 | 东南 | 其他', '高楼层(共31层)2016年建塔楼  -  千灯湖', '250万', '单价27809元/平米')
('https://image1.ljcdn.com/440600-inspection/df0d44bc-2f82-4321-b06d-6a96d039b16e.jpg.296x216.jpg', '星晖.叠翠新城 四房出售', '星晖.叠翠新城  | 4室2厅 | 125平米 | 南 北 | 精装', '中楼层(共16层)2007年建塔楼  -  叠窖', '210万', '单价16800元/平米')
('https://image1.ljcdn.com/440600-inspection/ed1d21fd-95e7-4582-938c-12d574a99a0a.jpg.296x216.jpg', '罗村长信银湾 户型方正', '长信银湾  | 4室2厅 | 141平米 | 南 | 简装', '低楼层(共18层)2014年建塔楼  -  罗村', '232.7万', '单价16500元/平米')
('https://image1.ljcdn.com/440600-inspection/0fec5fa4-3a90-4daa-b281-9b44e643e3bd.JPG.296x216.jpg', '上林苑 物管完善 装修两房', '上林苑  | 2室2厅 | 71.8平米 | 南 | 其他', '高楼层(共18层)2013年建塔楼  -  狮山', '108万', '单价15042元/平米')
('https://image1.ljcdn.com/440600-inspection/14722b13-0230-4f74-be81-c87caaa475f4.jpg.296x216.jpg', '江南名居 2室2厅 145万', '江南名居  | 2室2厅 | 83.42平米 | 北 | 简装', '高楼层(共18层)2006年建塔楼  -  桂城北（南海广场）', '145万', '单价17382元/平米')
('https://image1.ljcdn.com/440600-inspection/c471c2a8-f734-479d-8611-27fb53c2d488.jpg.296x216.jpg', '新荔湾花园 步梯5楼', '新荔湾花园  | 2室1厅 | 71.9平米 | 东南 | 精装', '中楼层(共8层)塔楼  -  黄岐', '100万', '单价13909元/平米')
('https://image1.ljcdn.com/440600-inspection/d5c5fd7c-f07e-489f-9824-bade40d17a10.jpg.296x216.jpg', '江南名居 3室2厅 268万', '江南名居  | 3室2厅 | 128.21平米 | 南 | 其他', '高楼层(共22层)2006年建塔楼  -  桂城北（南海广场）', '268万', '单价20904元/平米')
('https://image1.ljcdn.com/440600-inspection/7ee938a7-4a18-40a9-82a3-b10ac0669fae.JPG.296x216.jpg', '合生君景湾 4室2厅 418.6万', '合生君景湾  | 4室2厅 | 182平米 | 南 | 其他', '中楼层(共32层)塔楼  -  黄岐', '418.6万', '单价23000元/平米')
('', '中恒海晖城 3室2厅 140万', '中恒海晖城  | 3室2厅 | 90.5平米 | 南 | 其他', '中楼层(共15层)2018年建塔楼  -  狮山', '140万', '单价15470元/平米')
('https://image1.ljcdn.com/440600-inspection/0f9ffb53-4868-4a6a-85ba-a778d51fd5cf.JPG.296x216.jpg', '珠江半岛花园 3室2厅 208万', '珠江半岛花园  | 3室2厅 | 107.6平米 | 北 | 其他', '中楼层(共14层)2000年建塔楼  -  黄岐', '208万', '单价19331元/平米')
('https://image1.ljcdn.com/440600-inspection/5cc5a329-adf2-4dc5-8ad0-5dea0d5174e5.jpg.296x216.jpg', '万达华府 3房2厅 270万元', '万达华府  | 3室2厅 | 89平米 | 东 | 精装', '中楼层(共52层)2014年建塔楼  -  千灯湖', '270万', '单价30338元/平米')
('https://image1.ljcdn.com/440600-inspection/5418b05a-e749-4190-8f24-96248a6c00cf.jpg.296x216.jpg', '怡乐花园 南北对流 实用三房，采光通透', '乐安怡乐花园  | 3室2厅 | 125平米 | 南 | 其他', '高楼层(共8层)1998年建塔楼  -  罗村', '125万', '单价10000元/平米')
('https://image1.ljcdn.com/440600-inspection/219ae256-7204-4376-b8dd-0e02b73cecb6.jpg.296x216.jpg', '南海二手房 中海千灯湖花园', '中海千灯湖花园  | 4室2厅 | 191平米 | 南 | 毛坯', '高楼层(共44层)2013年建塔楼  -  千灯湖', '553万', '单价28953元/平米')
('https://image1.ljcdn.com/440600-inspection/a67c764f-1573-4fc7-ae0f-32242c6ec19b.jpg.296x216.jpg', '康怡花园 温馨五房 中层景观房', '康怡花园  | 5室2厅 | 164平米 | 西南 | 其他', '高楼层(共16层)2003年建塔楼  -  平洲', '330万', '单价20122元/平米')
('https://image1.ljcdn.com/440600-inspection/f11808d8-526e-4c33-b833-4297f4f27868.jpg.296x216.jpg', '江南名居 2室2厅 160万', '江南名居  | 2室2厅 | 89.2平米 | 北 | 其他', '中楼层(共17层)2006年建塔楼  -  桂城北（南海广场）', '160万', '单价17938元/平米')
('https://image1.ljcdn.com/440600-inspection/7864bc2a-71cc-4100-b02b-42ef28d57eef.jpg.296x216.jpg', '万科金色家园 公寓出售', '万科金色家园金领  | 1室1厅 | 41.61平米 | 北 | 简装', '中楼层(共18层)2006年建塔楼  -  桂城东（城市广场）', '95万', '单价22832元/平米')
('https://image1.ljcdn.com/440600-inspection/13237cdf-de42-4635-9655-02c586b65ea0.jpg.296x216.jpg', '怡翠花园 4室2厅 255万', '怡翠花园  | 4室2厅 | 126平米 | 南 北 | 其他', '低楼层(共14层)2005年建塔楼  -  桂城东（城市广场）', '255万', '单价20239元/平米')
('https://image1.ljcdn.com/440600-inspection/a7c0a976-1af4-4efb-9a75-ff2cd283b305.JPG.296x216.jpg', '中海千灯湖花园 毛坯 无按揭 望花园', '中海千灯湖花园  | 5室2厅 | 287平米 | 南 | 毛坯', '低楼层(共44层)2013年建塔楼  -  千灯湖', '940万', '单价32753元/平米')
('', '怡翠尊堤 3室2厅 248.4万', '怡翠尊堤  | 3室2厅 | 92平米 | 南 | 精装', '中楼层(共25层)塔楼  -  大沥', '248.4万', '单价27000元/平米')
('https://image1.ljcdn.com/440600-inspection/e048c36e-5ed6-4614-8e6e-35b2b99cc46b.JPG.296x216.jpg', '乐安商场花园 3室2厅 115万', '乐安商场花园  | 3室2厅 | 120.44平米 | 北 | 其他', '高楼层(共9层)1994年建塔楼  -  罗村', '115万', '单价9549元/平米')
('https://image1.ljcdn.com/440600-inspection/069c40ed-a4a6-4816-877c-92c5d882b5b5.jpg.296x216.jpg', '达广场 地铁公寓 新装修一房', '万达广场  | 1室1厅 | 41平米 | 东 | 精装', '中楼层(共35层)2012年建塔楼  -  千灯湖', '70万', '单价17074元/平米')
('https://image1.ljcdn.com/440600-inspection/a8edb225-ffdb-43f2-b683-8ae95c74d620.JPG.296x216.jpg', '利海尖东半岛 电梯南向三房', '利海尖东半岛花园  | 3室2厅 | 103.59平米 | 南 | 简装', '低楼层(共6层)2010年建板楼  -  平洲', '165万', '单价15929元/平米')
('https://image1.ljcdn.com/440600-inspection/0bee76a7-c412-4ca5-bd2c-67b16f6ef258.jpg.296x216.jpg', '海景花园 实用三房 成熟小区', '海景花园  | 3室2厅 | 95平米 | 西 | 简装', '中楼层(共21层)塔楼  -  千灯湖', '210万', '单价22106元/平米')
('https://image1.ljcdn.com/440600-inspection/9dfdc44d-1522-4425-a126-8125a765a1c5.jpg.296x216.jpg', '万科金域花园 3房2厅居住舒', '万科金域中央  | 3室2厅 | 89平米 | 南 北 | 其他', '中楼层(共41层)2016年建塔楼  -  平洲', '218万', '单价24495元/平米')
('https://image1.ljcdn.com/440600-inspection/fa3fb9f9-8ce1-42a4-a719-054a607064d0.JPG.296x216.jpg', '沙面新城 2室2厅 118万', '沙面新城  | 2室2厅 | 79平米 | 北 | 其他', '中楼层(共7层)2003年建塔楼  -  黄岐', '118万', '单价14937元/平米')
('https://image1.ljcdn.com/440600-inspection/f0b3d757-e72d-442f-b255-379ddd5de776.jpg.296x216.jpg', '罗村时代倾城  环境舒适 电梯公寓', '时代倾城  | 1室1厅 | 43平米 | 东 | 简装', '中楼层(共15层)2016年建塔楼  -  罗村', '70万', '单价16280元/平米')
('https://image1.ljcdn.com/440600-inspection/2eb4ec2a-6b2d-491a-a4df-e4f0ade3ab46.jpg.296x216.jpg', '富豪花园 4室2厅 158万', '富豪花园  | 4室2厅 | 121.44平米 | 南 | 其他', '中楼层(共8层)2000年建塔楼  -  天佑', '158万', '单价13011元/平米')
('https://image1.ljcdn.com/440600-inspection/74400537-7425-425e-a121-61646c30735d.JPG.296x216.jpg', '金沙半岛 小区环境好 近广州浔峰岗地铁', '金沙半岛  | 4室2厅 | 113平米 | 北 | 精装', '低楼层(共33层)2017年建塔楼  -  里水', '215万', '单价19027元/平米')
('', '祈福南湾半岛 2室2厅 109万', '祈福南湾半岛  | 2室2厅 | 109.21平米 | 南 | 其他', '高楼层(共5层)2009年建板楼  -  丹灶', '109万', '单价9981元/平米')
('https://image1.ljcdn.com/440600-inspection/cbff140a-1d19-48ac-9a23-cad686c182ca.jpg.296x216.jpg', '雅居乐御景名门 3室2厅 320万', '雅居乐御景名门  | 3室2厅 | 134平米 | 东南 | 其他', '高楼层(共31层)2012年建塔楼  -  黄岐', '320万', '单价23881元/平米')
('https://image1.ljcdn.com/440600-inspection/272d9bf9-8c1a-41b3-9e62-eeaa6d101e94.jpg.296x216.jpg', '兴业新村 格局方正 南北对流', '兴业新村  | 3室2厅 | 125平米 | 南 北 | 简装', '高楼层(共8层)2002年建塔楼  -  桂城北（南海广场）', '165万', '单价13200元/平米')
('https://image1.ljcdn.com/440600-inspection/6d66ec21-5caf-452b-a0ee-c471f6711b70.jpg.296x216.jpg', '基业花园 毛坯房 采光好', '基业花园  | 1室0厅 | 43.47平米 | 东 | 其他', '低楼层(共8层)2005年建塔楼  -  平洲', '40万', '单价9202元/平米')
('https://image1.ljcdn.com/440600-inspection/ff4d9952-4669-4ef3-8f36-141b7c543f17.jpg.296x216.jpg', '中南花园 实用两房', '中南花园华榕居  | 3室1厅 | 72.9平米 | 南 | 简装', '高楼层(共8层)2002年建塔楼  -  黄岐', '146万', '单价20028元/平米')
('https://image1.ljcdn.com/440600-inspection/7b55cee2-f60a-4b18-802b-80e13ca73d9d.jpg.296x216.jpg', '基业花园 带主套三房 通风采光', '基业花园  | 3室2厅 | 118平米 | 北 | 简装', '8层2005年建板塔结合  -  平洲', '150万', '单价12712元/平米')
('https://image1.ljcdn.com/440600-inspection/8711485e-2f44-4f76-ac22-40d73f57a1db.jpg.296x216.jpg', '富丰君御 3室2厅 215万', '富丰君御  | 3室2厅 | 89平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  平洲', '215万', '单价24158元/平米')
('https://image1.ljcdn.com/440600-inspection/b2c6ea5d-0929-4262-aa1b-d3ed748a8c81.jpg.296x216.jpg', '江南名居 2房出租 公寓', '江南名居  | 2室1厅 | 64平米 | 北 | 精装', '中楼层(共22层)2006年建塔楼  -  桂城北（南海广场）', '120万', '单价18750元/平米')
('https://image1.ljcdn.com/440600-inspection/c0283427-e35d-4b14-ba74-d65abc874ac5.jpg.296x216.jpg', '怡丰新村 实用三房', '怡丰新村  | 3室1厅 | 78平米 | 南 | 简装', '高楼层(共8层)2001年建塔楼  -  黄岐', '110万', '单价14103元/平米')
