('https://image1.ljcdn.com/340100-inspection/d29bc567-db84-4449-bd5e-c46d29c0b2d2.JPG.296x216.jpg', '熔安家园，刚需两房，朝南户型，大阳台，采光好，诚售', '熔安家园  | 2室2厅 | 85.76平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  临湖', '115万', '单价13410元/平米')
('https://image1.ljcdn.com/340100-inspection/77fb0e1c-3105-4422-bce7-72198a56c76f.JPG.296x216.jpg', '近滨湖 品质小区 小高层 电梯房 南北通透', '南郡明珠  | 3室2厅 | 100.38平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  锦绣', '138万', '单价13748元/平米')
('', '东海星城 2室2厅 135万', '东海星城  | 2室2厅 | 80.03平米 | 南 | 其他', '高楼层(共28层)2010年建板楼  -  莲花', '135万', '单价16869元/平米')
('https://image1.ljcdn.com/340100-inspection/ea0848f0-4be0-480f-bf50-1b365278d7aa.JPG.296x216.jpg', '金寨路上次新小区 紧凑刚需小三房 两房朝南客厅带阳台', '汇峰苹果小镇  | 3室2厅 | 88平米 | 南 | 其他', '低楼层(共31层)2015年建板楼  -  莲花', '145万', '单价16478元/平米')
('https://image1.ljcdn.com/340100-inspection/20d6c931-0e0f-4eac-96d3-8b10dcba1c24.JPG.296x216.jpg', '东临金寨南路，北依芙蓉路，道路交通出行方便', '上海城市  | 2室1厅 | 108.38平米 | 南 | 其他', '低楼层(共26层)2006年建板楼  -  莲花', '158万', '单价14579元/平米')
('', '政务区南繁华地段，顶楼复式带露台，南北通透', '德信文锦新城  | 6室2厅 | 198.03平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  芙蓉', '237万', '单价11968元/平米')
('https://image1.ljcdn.com/340100-inspection/2ab7d50e-527c-4772-9719-82369a3e9830.JPG.296x216.jpg', '明珠广场旁 精装四房 户型方正 采光刺眼', '尚泽大都会  | 4室2厅 | 124平米 | 南 北 | 其他', '高楼层(共6层)2015年建板楼  -  莲花', '218万', '单价17581元/平米')
('https://image1.ljcdn.com/340100-inspection/5e4c0874-4029-4e4d-9831-a36dde069d70.jpg.296x216.jpg', '居家装修 满五年 中间楼层 带电梯  看房方便', '九溪江南  | 3室2厅 | 131.98平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  芙蓉', '210万', '单价15912元/平米')
('https://image1.ljcdn.com/340100-inspection/cd69171e-ea1c-4fc6-8969-42679f4f1757.JPG.296x216.jpg', '大三房 南郡明珠 居家装修 客厅朝南带阳台', '南郡明珠  | 3室2厅 | 97.84平米 | 南 北 | 精装', '高楼层(共6层)2011年建板楼  -  锦绣', '135万', '单价13799元/平米')
('https://image1.ljcdn.com/340100-inspection/2dc8f325-5ce9-4c2b-aa1a-45698faf7851.JPG.296x216.jpg', '翡翠湖畔 品质电梯洋房，二楼带两个大露台', '世茂翡翠首府  | 3室2厅 | 135.58平米 | 南 北 | 其他', '低楼层(共6层)塔楼  -  芙蓉', '275万', '单价20284元/平米')
('https://image1.ljcdn.com/340100-inspection/test-2f162be7-ece0-4d5d-b18a-2174bf79f09f.png.296x216.jpg', '上湖名院 精装小三房 双卧朝南', '上湖名院  | 3室2厅 | 89.3平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  芙蓉', '155万', '单价17358元/平米')
('https://image1.ljcdn.com/340100-inspection/7d5fd464-f898-4eaf-8048-ba4e4a0693b3.jpg.296x216.jpg', '为你而选为你为家 南湖春城小区 南艳湖畔 业主自住', '南湖春城  | 2室1厅 | 72.94平米 | 南 | 其他', '高楼层(共26层)2008年建塔楼  -  海恒', '106万', '单价14533元/平米')
('https://image1.ljcdn.com/340100-inspection/d6f777f8-5389-4ffa-9817-002c9349a71a.JPG.296x216.jpg', '南北通透 大两房，小区里面位置，安静舒适，单位房', '江汽六村  | 2室2厅 | 100平米 | 南 北 | 其他', '低楼层(共18层)塔楼  -  临湖', '136万', '单价13600元/平米')
('https://image1.ljcdn.com/340100-inspection/73d4fa98-bf50-4f51-b087-baf09661edb5.JPG.296x216.jpg', '绿地滨湖国际花都 纯毛坯 大三房 边套', '绿地滨湖国际花都  | 3室2厅 | 98.77平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  海恒', '176万', '单价17820元/平米')
('https://image1.ljcdn.com/340100-inspection/343e6fad-8424-43db-9982-63174bb5b898.jpg.296x216.jpg', '华邦观筑里 次新小区 正规小三房 高楼层 采光视野好', '华邦观筑里  | 3室1厅 | 86.85平米 | 南 | 其他', '高楼层(共32层)塔楼  -  芙蓉', '160万', '单价18423元/平米')
('https://image1.ljcdn.com/340100-inspection/35014bc2-34a8-4924-9706-48b5e01c24eb.JPG.296x216.jpg', '精装20万带车位 户型方正 三开间朝南户型 采光充足', '华邦观筑里  | 3室2厅 | 88平米 | 南 | 其他', '中楼层(共33层)塔楼  -  芙蓉', '185万', '单价21023元/平米')
('https://image1.ljcdn.com/340100-inspection/9beb3a41-1913-43d9-8fae-67e27b32d76c.jpg.296x216.jpg', '方兴园 3室2厅 113万', '方兴园  | 3室2厅 | 112.75平米 | 南 北 | 其他', '低楼层(共6层)2005年建板楼  -  锦绣', '113万', '单价10023元/平米')
('https://image1.ljcdn.com/340100-inspection/013a5fbf-4f49-4cf9-b9b2-797e680da2e0.jpg.296x216.jpg', '融科城融和园 3室2厅 183万', '融科城融和园  | 3室2厅 | 88.51平米 | 南 | 其他', '高楼层(共34层)2015年建板楼  -  芙蓉', '183万', '单价20676元/平米')
('https://image1.ljcdn.com/340100-inspection/320b28ac-cc0e-4e80-aeda-2e0ef1387e72.JPG.296x216.jpg', '远大尚林苑 精装22万全送 高楼层全天采光12h 随时看房', '远大尚林苑  | 4室2厅 | 130.87平米 | 南 北 | 其他', '高楼层(共26层)板楼  -  临湖', '209万', '单价15971元/平米')
('', '繁华世家 6室2厅 230万', '繁华世家  | 6室2厅 | 177.01平米 | 南 | 其他', '高楼层(共11层)2006年建板楼  -  莲花', '230万', '单价12994元/平米')
('https://image1.ljcdn.com/340100-inspection/6cb7fc34-964b-45cd-a72e-002ff987a771.JPG.296x216.jpg', '满两年刚需经典三房，三个房间都很大有赠送', '汇峰苹果小镇  | 3室2厅 | 88平米 | 南 | 其他', '低楼层(共31层)2015年建板楼  -  莲花', '133万', '单价15114元/平米')
('https://image1.ljcdn.com/340100-inspection/fd696f76-af12-4fe8-bf59-c6ad4ca07805.JPG.296x216.jpg', '东海三房  四开间朝南  中间位置  满五年  景观楼层', '东海星城  | 3室2厅 | 114.56平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  莲花', '172万', '单价15014元/平米')
('https://image1.ljcdn.com/340100-inspection/299cbd51-4af0-4fb3-8e3b-0075c365799a.JPG.296x216.jpg', '名邦锦绣年华 精装三房 户型方正 采光刺眼', '名邦锦绣年华  | 3室2厅 | 99.38平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  锦绣', '143万', '单价14390元/平米')
('https://image1.ljcdn.com/340100-inspection/43bc113c-7fd3-4e8e-af42-1364858b08db.JPG.296x216.jpg', '经开锦绣年华，公摊小，小区环境好，采光好', '名邦锦绣年华  | 3室2厅 | 114.66平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  锦绣', '160万', '单价13955元/平米')
('https://image1.ljcdn.com/340100-inspection/aee23062-f84e-4da7-a252-4d421ab1a91a.JPG.296x216.jpg', '精装修朝南户型   户型方正  交通便利', '丽景碧雅  | 3室2厅 | 110.9平米 | 南 | 其他', '低楼层(共11层)2006年建板楼  -  莲花', '145万', '单价13075元/平米')
('https://image1.ljcdn.com/340100-inspection/e4bd3a1e-0a55-4af5-9893-c04ccd8b5b4a.JPG.296x216.jpg', '精装大三房 中间楼层 东边户 南北通透 满两年 带车位', '港澳花园  | 3室2厅 | 138平米 | 南 北 | 其他', '中楼层(共18层)2006年建塔楼  -  芙蓉', '220万', '单价15943元/平米')
('https://image1.ljcdn.com/340100-inspection/39cc2759-620c-430f-8dc2-711293a817f1.jpg.296x216.jpg', '绿地滨湖印象 毛坯三房 朝南 大阳台 业主诚售', '绿地滨湖印象  | 3室2厅 | 90.14平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  临湖', '141万', '单价15643元/平米')
('https://image1.ljcdn.com/340100-inspection/f4dd0dd8-d0f0-45bb-aee4-821dd6efed1b.JPG.296x216.jpg', '中环湖滨公馆 品质三房带阳台 采光好 业主诚售', '中环湖滨公馆  | 3室2厅 | 95平米 | 南 北 | 其他', '中楼层(共33层)塔楼  -  临湖', '147万', '单价15474元/平米')
('https://image1.ljcdn.com/340100-inspection/770dd578-e08b-4971-b3ce-98236b878ac8.JPG.296x216.jpg', '政务南港澳商圈  满两年，交通便利配套完善', '德信文锦新城  | 3室2厅 | 141平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  芙蓉', '215万', '单价15249元/平米')
('https://image1.ljcdn.com/340100-inspection/975f9be6-12f4-4b32-b126-fa4ddc05981e.JPG.296x216.jpg', '中环紫荆公馆 2室2厅 189万', '中环紫荆公馆  | 2室2厅 | 85平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  芙蓉', '189万', '单价22236元/平米')
('', '熔安家园 2室2厅 160万', '熔安家园  | 2室2厅 | 96平米 | 南 | 其他', '低楼层(共32层)2015年建塔楼  -  临湖', '160万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/3c6ba80a-ebf3-4a71-9683-1ede08ab4a5c.JPG.296x216.jpg', '东海星城 2室2厅 150万', '东海星城  | 2室2厅 | 88平米 | 南 | 其他', '中楼层(共33层)2010年建板楼  -  莲花', '150万', '单价17046元/平米')
('', '明珠广场东海星城 朝南 精装修 视野良好 采光无遮挡', '东海星城  | 3室2厅 | 128.51平米 | 南 北 | 其他', '低楼层(共27层)2010年建板楼  -  莲花', '180万', '单价14007元/平米')
('https://image1.ljcdn.com/340100-inspection/f6502972-64be-47bd-8fac-9176077de217.JPG.296x216.jpg', '绿地滨湖国际花都 户型方正 视野开阔 诚心出售', '绿地滨湖国际花都  | 2室2厅 | 80.76平米 | 南 | 其他', '中楼层(共24层)2013年建塔楼  -  海恒', '155万', '单价19193元/平米')
('https://image1.ljcdn.com/340100-inspection/9bfd3716-32a8-4bc8-b9b8-310b1bc80f00.JPG.296x216.jpg', '观澜华庭 精装三房满两年 肥西产证 合肥户口 居家之选', '观澜华庭  | 3室2厅 | 88.75平米 | 南 | 其他', '中楼层(共28层)2013年建塔楼  -  临湖', '162万', '单价18254元/平米')
('https://image1.ljcdn.com/340100-inspection/6b6364df-96de-470d-a5f9-f3b80c0e78a7.JPG.296x216.jpg', '翡翠湖畔 新毛坯 户型可根据喜好随意改动', '世茂翡翠首府  | 3室2厅 | 135.58平米 | 南 北 | 其他', '中楼层(共6层)塔楼  -  芙蓉', '268万', '单价19767元/平米')
('https://image1.ljcdn.com/340100-inspection/e86ad0bd-2e7b-4a56-93ab-60cd8869c214.jpg.296x216.jpg', '为你而选 为你为满 2年  交通便利 配套设施齐全', '国轩名门  | 4室2厅 | 111.48平米 | 南 北 | 其他', '高楼层(共30层)暂无数据  -  莲花', '130万', '单价11662元/平米')
('https://image1.ljcdn.com/340100-inspection/df1ce615-c548-447c-8a01-29b8d7d1b783.jpg.296x216.jpg', '边套通透 卧室带阳台 公摊小，诚心出售', '御景前城  | 2室1厅 | 66.67平米 | 南 | 其他', '高楼层(共19层)2014年建塔楼  -  临湖', '85万', '单价12750元/平米')
('https://image1.ljcdn.com/340100-inspection/a33034de-67d9-4c9d-9609-ed7c2260e5cd.JPG.296x216.jpg', '米兰阳光花园居家装修三房，南北通透，随时看房', '米兰阳光花园  | 3室2厅 | 125.97平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  锦绣', '162万', '单价12861元/平米')
('https://image1.ljcdn.com/340100-inspection/ae710020-d476-438d-9a7c-8711ee2085ea.jpg.296x216.jpg', '拎包入住 采光无遮挡 小区环境安静', '华宇未来城  | 3室2厅 | 116平米 | 南 北 | 其他', '低楼层(共6层)2006年建板楼  -  莲花', '158万', '单价13621元/平米')
('https://image1.ljcdn.com/340100-inspection/37a308cc-0b03-4557-a1e1-b64c3409ba48.jpg.296x216.jpg', '满两年，中上楼层，采光很棒，房东诚心出售。', '东海星城  | 2室2厅 | 88平米 | 南 | 精装', '高楼层(共24层)2010年建板楼  -  莲花', '142万', '单价16137元/平米')
('https://image1.ljcdn.com/340100-inspection/85750811-b3e4-4192-94a4-b719e7824320.jpg.296x216.jpg', '精装两房 满两年 楼层好 视野好 诚意卖', '名仕豪庭  | 2室1厅 | 70.32平米 | 南 | 其他', '高楼层(共32层)2013年建塔楼  -  芙蓉', '130万', '单价18487元/平米')
('https://image1.ljcdn.com/340100-inspection/a222d946-a82c-4985-b93f-e8f3cd78c316.JPG.296x216.jpg', '南湖春城 3室2厅 183万', '南湖春城  | 3室2厅 | 129.73平米 | 南 北 | 其他', '中楼层(共11层)2008年建板楼  -  海恒', '183万', '单价14107元/平米')
('', '东海星城 3室2厅 230万', '东海星城  | 3室2厅 | 137.8平米 | 南 北 | 其他', '低楼层(共18层)2010年建板楼  -  莲花', '230万', '单价16691元/平米')
('https://image1.ljcdn.com/340100-inspection/507333fc-b73a-4d60-ad9b-becb0bc6c8a2.JPG.296x216.jpg', '锦绣城市之光 3室1厅 130万', '锦绣城市之光  | 3室1厅 | 110.97平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  锦绣', '130万', '单价11715元/平米')
('', '此房楼层好，视野开阔，采光好，70年产权', '桃花社区  | 4室2厅 | 114.67平米 | 南 | 其他', '高楼层(共18层)塔楼  -  莲花', '138万', '单价12035元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploade666138c-a8cf-4bc8-8126-6a8a240c3595.jpg.296x216.jpg', '瑞格花园 附近港澳广场 生活便利  精装修', '瑞格花园  | 2室2厅 | 99.65平米 | 南 | 其他', '中楼层(共11层)2007年建板楼  -  芙蓉', '165万', '单价16558元/平米')
('https://image1.ljcdn.com/340100-inspection/17f3b0fd-cd83-489a-9b01-de194fcff9bd.JPG.296x216.jpg', '御湖观邸 朝阳大两房 三阳台 满两年 精装修拎包住', '御湖观邸  | 2室2厅 | 98.06平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  海恒', '163万', '单价16623元/平米')
('https://image1.ljcdn.com/340100-inspection/57b583e2-9bd2-40cf-ac0d-9fe8619a2e77.JPG.296x216.jpg', '翰林雅居 4室2厅 275万', '翰林雅居  | 4室2厅 | 184.71平米 | 南 | 其他', '高楼层(共18层)2004年建板楼  -  芙蓉', '275万', '单价14889元/平米')
('https://image1.ljcdn.com/340100-inspection/f4da3144-7f3a-4b0d-bf1a-d24ebc7837db.jpg.296x216.jpg', '房子满两年精装修 两室朝南 采光棒 视野开阔 居住舒适', '佳境枫情苑  | 2室2厅 | 82.85平米 | 南 | 其他', '高楼层(共16层)2009年建板楼  -  芙蓉', '150万', '单价18106元/平米')
('https://image1.ljcdn.com/340100-inspection/76759ba7-e861-413a-8b1a-6bbb4beed69e.JPG.296x216.jpg', '东海星城精装3室2厅 拎包即住', '东海星城  | 3室2厅 | 143.79平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  莲花', '235万', '单价16344元/平米')
('https://image1.ljcdn.com/340100-inspection/8c714d7b-5b0d-4612-bedf-d5803d6781e7.JPG.296x216.jpg', '精装修，业主诚心出售，看房提前联系，户型方正', '名筑花园  | 3室2厅 | 138.7平米 | 南 北 | 其他', '低楼层(共12层)2006年建板楼  -  莲花', '193万', '单价13915元/平米')
('https://image1.ljcdn.com/340100-inspection/b78486c6-377c-4ab7-b6d5-24717a3d18e8.jpg.296x216.jpg', '南湖春城 3室的户型 南艳湖商圈', '南湖春城  | 3室2厅 | 121.83平米 | 南 | 其他', '中楼层(共26层)2008年建塔楼  -  海恒', '175万', '单价14365元/平米')
('https://image1.ljcdn.com/340100-inspection/652e97e4-9770-47b7-be49-c84ac0399d63.JPG.296x216.jpg', '纯毛坯  次新小区  小三房  交通便利', '葛洲坝玖珑府  | 3室2厅 | 91平米 | 南 | 其他', '中楼层(共31层)塔楼  -  芙蓉', '170万', '单价18682元/平米')
('https://image1.ljcdn.com/340100-inspection/6768c512-75f1-481e-be49-e2dac82b32db.JPG.296x216.jpg', '国耀花半里 环境优美 物业优质 采光充足', '国耀花半里  | 3室2厅 | 133.11平米 | 南 北 | 其他', '低楼层(共32层)2011年建塔楼  -  芙蓉', '266万', '单价19984元/平米')
('https://image1.ljcdn.com/340100-inspection/1fc612ef-5acf-41ba-8c0c-44f70b010437.JPG.296x216.jpg', '小区中间位置 位置也很好 低楼层高采光，南北通透.', '东海徽园  | 3室2厅 | 134.76平米 | 南 北 | 其他', '低楼层(共18层)2006年建板楼  -  莲花', '196万', '单价14545元/平米')
('', '明珠湖畔 2室2厅 142万', '明珠湖畔  | 2室2厅 | 88.15平米 | 南 | 其他', '高楼层(共11层)2007年建板楼  -  芙蓉', '142万', '单价16109元/平米')
('https://image1.ljcdn.com/340100-inspection/2746e199-08c5-4b1e-b6f5-0be700b81b27.JPG.296x216.jpg', '南湖春城 复式精装三房  两大露台 南北通透', '南湖春城  | 3室2厅 | 121.31平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  海恒', '175万', '单价14426元/平米')
('', '四房两卫   户型方正  多层公摊小', '南郡明珠  | 4室2厅 | 122.98平米 | 南 北 | 其他', '高楼层(共6层)2011年建板楼  -  锦绣', '180万', '单价14637元/平米')
('https://image1.ljcdn.com/340100-inspection/7a820fa0-3da4-48a6-9a83-035e6366f843.jpg.296x216.jpg', '一里洋房，楼层好，采光好，看房随时', '一里洋房  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共20层)2008年建塔楼  -  芙蓉', '180万', '单价17143元/平米')
('https://image1.ljcdn.com/340100-inspection/9efa6898-e796-4afc-b0f1-2c21832a3ff3.JPG.296x216.jpg', '[为你而选 为你为家] 精装修 三房二厅 户型好', '高速翡翠湖畔  | 3室2厅 | 99.09平米 | 南 北 | 其他', '低楼层(共34层)2013年建板楼  -  芙蓉', '198万', '单价19982元/平米')
('https://image1.ljcdn.com/340100-inspection/067e5a36-e831-4ef8-8eb0-a8c1a0d93119.jpg.296x216.jpg', '一里洋房正规一室一厅，居家装修，拎包入住，70年产权', '一里洋房  | 1室1厅 | 45.55平米 | 南 | 其他', '高楼层(共5层)2008年建板楼  -  芙蓉', '69万', '单价15149元/平米')
('https://image1.ljcdn.com/340100-inspection/02a774aa-8cb8-4707-880b-e442b0aee21c.JPG.296x216.jpg', '大三房 户型正气 采光好 楼层佳 繁华商圈', '怡缘  | 3室2厅 | 142.68平米 | 南 北 | 其他', '中楼层(共18层)2006年建板楼  -  莲花', '207万', '单价14508元/平米')
('https://image1.ljcdn.com/340100-inspection/3d8a8f56-beaa-413d-9160-434a19eac852.JPG.296x216.jpg', '徽园旁 明珠广场商业圈   东海星城精装三室', '东海星城  | 3室2厅 | 112.45平米 | 南 西北 | 其他', '中楼层(共33层)2010年建板楼  -  莲花', '178万', '单价15830元/平米')
('https://image1.ljcdn.com/340100-inspection/61c4d88e-580e-44dd-882d-0bacfcc502ba.jpg.296x216.jpg', '多层精装修，南北通透，采光充足，诚心出售', '佳境枫情苑  | 2室2厅 | 88平米 | 南 北 | 其他', '中楼层(共6层)2009年建板楼  -  芙蓉', '165万', '单价18750元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload57d33382-e869-4ce5-8339-fee470889bbb.JPG.296x216.jpg', '时光原著 户型正气 南艳湖畔 诚心出售', '时光原著  | 3室2厅 | 93.42平米 | 南 北 | 其他', '低楼层(共32层)2013年建塔楼  -  海恒', '140万', '单价14987元/平米')
