('https://image1.ljcdn.com/441900-inspection/2aec141c-53b4-4b14-b41e-7dbbb5d6b57b.jpg.296x216.jpg', '未来世界花园 复式两房 带装修 高楼层 朝南向 采光好', '未来世界花园  | 2室2厅 | 53.4平米 | 西南 | 其他', '高楼层(共17层)塔楼  -  东泰', '125万', '单价23409元/平米')
('https://image1.ljcdn.com/441900-inspection/485816b2-12f9-4b9a-a0bc-12ebf3d49579.jpg.296x216.jpg', '金悦香树精装两房  户型方正  诚心出售', '万科金悦香树  | 2室2厅 | 76.77平米 | 西北 | 其他', '高楼层(共30层)塔楼  -  南城车站', '165万', '单价21493元/平米')
('https://image1.ljcdn.com/441900-inspection/6062e182-890a-4484-af64-79cdeab905ad.jpg.296x216.jpg', '国际公馆  大花园 精美装修大三房', '世纪城国际公馆一期  | 3室2厅 | 147平米 | 西 | 其他', '低楼层(共8层)塔楼  -  西平', '412万', '单价28028元/平米')
('https://image1.ljcdn.com/441900-inspection/c384e683-0a23-4fb1-84ee-140281aff5e5.jpg.296x216.jpg', '户型好，业主自住，装修漂亮，拎包入住', '石竹新花园  | 3室2厅 | 116平米 | 东南 | 其他', '高楼层(共11层)塔楼  -  石竹', '238万', '单价20518元/平米')
('https://image1.ljcdn.com/441900-inspection/f70742b6-e35c-43dd-9228-10fc7b5b1296.jpg.296x216.jpg', '南向四房业主诚意出售 通风采光好 户型方正 满五唯一', '万科金域华府一期  | 4室2厅 | 103.75平米 | 南 | 其他', '高楼层(共26层)2010年建塔楼  -  石竹', '380万', '单价36627元/平米')
('https://image1.ljcdn.com/441900-inspection/c26b97e6-374f-4463-bda3-6be73d509d4f.jpg.296x216.jpg', '户型方正实用，装修保养好，家私家电齐全。', '天诚康桥华苑  | 1室1厅 | 47.31平米 | 北 | 其他', '高楼层(共19层)塔楼  -  鸿福路口', '75万', '单价15853元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload13b72d44-48a3-4bec-a4a4-187d097f8ffa.jpg.296x216.jpg', '百悦尚城三期：业主自住三房，精装修诚意出售、', '百悦尚城三期恒大御湖  | 3室2厅 | 93平米 | 西南 | 其他', '低楼层(共18层)塔楼  -  南城车站', '260万', '单价27957元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload773648e2-4bd1-48ab-892e-21e3231a1cf9.jpg.296x216.jpg', '万科物业，诚心出售，看小区，小区新', '万科金悦香树  | 3室2厅 | 96平米 | 东北 | 其他', '低楼层(共24层)塔楼  -  南城车站', '220万', '单价22917元/平米')
('https://image1.ljcdn.com/441900-inspection/f2d402fc-6b87-481b-b417-d57a6ef89029.jpg.296x216.jpg', '此房为三房两卫的，居住舒适南北通透户型方正实用性高', '万科翡丽山  | 3室2厅 | 97平米 | 南 | 其他', '低楼层(共21层)2012年建塔楼  -  水濂山', '205万', '单价21135元/平米')
('https://image1.ljcdn.com/441900-inspection/ca7c90ed-672b-4e5f-b3ad-91f555f14ac4.jpg.296x216.jpg', '房子全新装修。四面采光，户型方正，南北通透。', '中央财津  | 3室2厅 | 90平米 | 东南 | 其他', '26层2010年建塔楼  -  三元里', '168万', '单价18667元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload26bd42c6-2b5a-4b17-8e86-bcfc4d534275.jpg.296x216.jpg', '中高楼层 西南朝向 日晒充足 保养不错', '新中银花园  | 1室0厅 | 32.65平米 | 西南 | 其他', '高楼层(共12层)塔楼  -  东泰', '56万', '单价17152元/平米')
('https://image1.ljcdn.com/441900-inspection/a63d84c1-e06c-4462-bd09-2acc95c82d83.jpg.296x216.jpg', '正南朝向 大三房正对花园中间 满五唯一', '中信凯旋国际  | 3室2厅 | 132平米 | 南 | 其他', '中楼层(共31层)塔楼  -  南城车站', '345万', '单价26137元/平米')
('https://image1.ljcdn.com/441900-inspection/6c5675d3-a726-438c-aa2d-b059dd7609c7.jpg.296x216.jpg', '生态社区 鼎峰力作 全新装修4+1大户人家 拎包入住', '鼎峰源著  | 5室2厅 | 222平米 | 东南 | 精装', '低楼层(共28层)塔楼  -  水濂山', '680万', '单价30631元/平米')
('https://image1.ljcdn.com/441900-inspection/64d8ea6b-526e-405f-9f94-ba9b3ccda7d8.jpg.296x216.jpg', '江南世家大4房出售，使用4房。安静舒适！', '宏远江南世家  | 4室2厅 | 150平米 | 东南 | 其他', '低楼层(共11层)塔楼  -  宏远北', '300万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/558f923e-0a20-4ae3-93a1-0d28480f845b.jpg.296x216.jpg', '石竹新花园，通透大三房 高楼层，视野宽阔，采光充足', '石竹新花园  | 3室2厅 | 133.71平米 | 西北 | 其他', '高楼层(共16层)塔楼  -  石竹', '290万', '单价21689元/平米')
('https://image1.ljcdn.com/441900-inspection/ad520a67-b0ff-4c51-99ca-06edfc6a3839.jpg.296x216.jpg', '中信新天地 精装2房 业主诚心出售 税费低', '中信新天地  | 2室1厅 | 65平米 | 西北 | 其他', '中楼层(共19层)2004年建塔楼  -  石竹', '130万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/3b62ca13-7d58-472e-ad6e-fbf562cc2259.jpg.296x216.jpg', '开发商统一装修，业主诚心出售，小区温馨', '世纪城幸福公馆  | 4室2厅 | 141.79平米 | 南 | 其他', '低楼层(共29层)塔楼  -  南城车站', '400万', '单价28211元/平米')
('https://image1.ljcdn.com/441900-inspection/b0db3715-c0de-4c56-b83e-052f77a155c0.jpg.296x216.jpg', '标准两房一厅一卫 高楼层 采光好', '万科金域华府一期  | 2室1厅 | 60平米 | 西南 | 其他', '高楼层(共27层)2010年建塔楼  -  石竹', '175万', '单价29167元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploada27c26a2-5448-4b4d-83bd-d51ac1b7069a.jpg.296x216.jpg', '户型好，2+1，居住舒适 看房方便', '世纪城国际公馆四期香榭里  | 2室1厅 | 88.77平米 | 西南 | 其他', '中楼层(共18层)塔楼  -  西平', '230万', '单价25910元/平米')
('https://image1.ljcdn.com/441900-inspection/21c5bdde-1bc2-4609-a523-fc3bd9084762.jpg.296x216.jpg', '世纪城国际公馆二期 四房出售 带装修', '世纪城国际公馆二期  | 4室2厅 | 146.23平米 | 南 | 其他', '中楼层(共11层)塔楼  -  西平', '350万', '单价23935元/平米')
('https://image1.ljcdn.com/441900-inspection/c6f8537d-5a35-41e8-b81d-8195e2bd0e4f.jpg.296x216.jpg', '方正户型，朝花园，位置安静，保养好，大社区。', '石竹新花园  | 3室2厅 | 112.09平米 | 东南 | 其他', '低楼层(共15层)塔楼  -  石竹', '220万', '单价19628元/平米')
('https://image1.ljcdn.com/441900-inspection/80afa25f-f96c-4e23-bb42-f892c4aeb482.jpg.296x216.jpg', '深业御泉山 交通便利 超大阳台看小区别墅风景', '深业御泉山  | 4室2厅 | 183.8平米 | 南 | 其他', '高楼层(共15层)塔楼  -  南城车站', '450万', '单价24484元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload77f28c2f-ac8c-4f73-8dd0-4b671c0ba05c.jpg.296x216.jpg', '江南世家，实用三房，户型方正，采光充足。', '宏远江南世家  | 3室2厅 | 134平米 | 东南 | 其他', '中楼层(共15层)塔楼  -  宏远北', '255万', '单价19030元/平米')
('https://image1.ljcdn.com/441900-inspection/3ea17cd4-b676-43de-a184-a191a74455c5.jpg.296x216.jpg', '此房不满五唯一 免双税 中高楼层 朝东南向 实用四房', '万科金域华府一期  | 4室2厅 | 100.01平米 | 东南 | 其他', '高楼层(共18层)2010年建塔楼  -  石竹', '350万', '单价34997元/平米')
('https://image1.ljcdn.com/441900-inspection/b26226e7-85b8-4a1c-b3fe-cda43d4e6a81.jpg.296x216.jpg', '城市假日三期 精装小户型 自住 温馨整洁', '城市假日三期  | 1室1厅 | 46.29平米 | 西南 | 精装', '低楼层(共17层)2008年建塔楼  -  宏远南', '73万', '单价15771元/平米')
('https://image1.ljcdn.com/441900-inspection/dedd90d2-6e20-41dc-8c46-dbf16e0895f3.jpg.296x216.jpg', '房子满五唯一     中高楼层装修保养好', '金域名苑  | 3室2厅 | 111平米 | 东北 | 其他', '低楼层(共12层)塔楼  -  东莞行政中心区', '197万', '单价17748元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadbfd3d177-186d-4ec9-828d-732923f8b407.jpg.296x216.jpg', '香树丽舍，负一楼地下车库，低价诚心出售。', '香树丽舍  | 车位 | 8.4平米 | 南', '暂无数据  -  南城车站', '11万', '单价13096元/平米')
('https://image1.ljcdn.com/441900-inspection/fe123e00-1a60-4346-bd78-f3dbbdad146e.jpg.296x216.jpg', '户型方正，通风。房子保养很好，', '时尚岛蓝钻  | 1室0厅 | 30.17平米 | 东南 | 其他', '低楼层(共23层)塔楼  -  鸿福路口', '55万', '单价18231元/平米')
('https://image1.ljcdn.com/441900-inspection/2d52e51c-5bc0-40ea-91d3-3c7598f79fb0.jpg.296x216.jpg', '公馆跃式标准4房电梯入户送入户花园', '世纪城国际公馆二期  | 4室2厅 | 158.88平米 | 南 | 精装', '中楼层(共18层)塔楼  -  西平', '350万', '单价22030元/平米')
('https://image1.ljcdn.com/441900-inspection/c9d91735-b458-45cf-a011-61de7701eff9.jpg.296x216.jpg', '两室两厅 厅出阳台 户型方正 小区配套成熟 人车分流', '时尚岛蓝钻  | 2室2厅 | 75平米 | 南 | 其他', '低楼层(共24层)塔楼  -  鸿福路口', '180万', '单价24000元/平米')
('https://image1.ljcdn.com/441900-inspection/68cd2415-4937-4c25-8499-d625ce6d570e.jpg.296x216.jpg', '宏远活力康城 3室2厅 180万', '宏远活力康城  | 3室2厅 | 100.75平米 | 东北 | 其他', '中楼层(共12层)塔楼  -  宏远北', '180万', '单价17867元/平米')
('https://image1.ljcdn.com/441900-inspection/736ace88-b5e2-4a4e-bfdd-a20d9ef5eaca.jpg.296x216.jpg', '小区新户型方正实用，格局通透，楼层好，采光好', '汇龙湾  | 2室2厅 | 83.6平米 | 东南 | 其他', '高楼层(共21层)塔楼  -  宏远北', '176万', '单价21053元/平米')
('https://image1.ljcdn.com/441900-inspection/1c2034f2-8b44-4a03-90d1-f808f127a380.jpg.296x216.jpg', '二期高层朝西南大四房，业主保养很好，小区边位', '万科金域华府二期  | 4室2厅 | 150.05平米 | 西南 | 其他', '高楼层(共26层)塔楼  -  石竹', '480万', '单价31990元/平米')
('https://image1.ljcdn.com/441900-inspection/d7d31ce3-7d09-4e7a-b250-af0cb9d9ca28.jpg.296x216.jpg', '光大景湖湾畔 1室0厅 53万', '光大景湖湾畔  | 1室0厅 | 31.59平米 | 北 | 其他', '中楼层(共11层)塔楼  -  宏远南', '53万', '单价16778元/平米')
('', '位置安静，视野开阔，通风好，采光充足', '景湖名郡  | 3室2厅 | 113.16平米 | 东南 | 其他', '高楼层(共18层)塔楼  -  东泰', '285万', '单价25186元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade41b54f6-c7c5-41be-9db1-c9b822ab6846.jpg.296x216.jpg', '可可园正规85平2房，高楼层视野好，南北通。', '新中银·金色华庭  | 2室2厅 | 85平米 | 南 | 其他', '高楼层(共18层)塔楼  -  东泰', '230万', '单价27059元/平米')
('https://image1.ljcdn.com/441900-inspection/e9caa425-2e15-421b-9e5b-b53027868d51.jpg.296x216.jpg', '满五物业，电梯入户，业主诚心出售，东南中层采光佳。', '万科金域华府二期  | 4室1厅 | 169.28平米 | 东南 | 其他', '低楼层(共26层)塔楼  -  石竹', '500万', '单价29537元/平米')
('https://image1.ljcdn.com/441900-inspection/8fe50234-4ce8-4254-a2ed-642fb2ba2d8c.jpg.296x216.jpg', '业主自住复式户型  精装保养好，推荐房源。', '金域中央一期  | 2室2厅 | 122平米 | 东南 | 其他', '中楼层(共5层)暂无数据  -  南城车站', '290万', '单价23771元/平米')
('https://image1.ljcdn.com/441900-inspection/d75ab921-72e5-45fd-86b7-e83ec9a94b4f.jpg.296x216.jpg', '万科金悦香树 2室2厅 190万', '万科金悦香树  | 2室2厅 | 76.77平米 | 西北 | 其他', '高楼层(共30层)塔楼  -  南城车站', '190万', '单价24750元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploaddfa8cb4d-b1de-490c-8dc1-8dd8d6ef2a59.jpg.296x216.jpg', '地铁口站小区 高层三房房 生活方便', '新中银·金色华庭  | 3室2厅 | 85.44平米 | 东北 | 其他', '高楼层(共18层)塔楼  -  东泰', '250万', '单价29261元/平米')
('https://image1.ljcdn.com/441900-inspection/7e6ef624-4b93-495a-9f38-684cd4e5334b.jpg.296x216.jpg', '天利中 央花园 3室2厅2卫，精美装修', '天利中央花园  | 3室2厅 | 130.6平米 | 东南 | 精装', '中楼层(共26层)塔楼  -  东泰', '420万', '单价32160元/平米')
('https://image1.ljcdn.com/441900-inspection/b6468a55-d73a-4f1e-bcc8-8328a4ff6adf.jpg.296x216.jpg', '怡丰昌盛大厦  一房一厨一卫  采光好，业主诚心出售。', '怡丰昌盛大厦  | 1室0厅 | 33平米 | 北 | 其他', '低楼层(共15层)塔楼  -  鸿福路口', '33万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/2a4ab082-6360-4b2c-b72a-95cbb3045cd0.jpg.296x216.jpg', '景湖荣郡方正四房，居住舒适，双阳台，带产权车位', '光大景湖荣郡  | 4室2厅 | 144.06平米 | 东南 | 精装', '中楼层(共17层)塔楼  -  东泰', '490万', '单价34014元/平米')
('https://image1.ljcdn.com/440300-inspection/32fa5036-9da6-434f-81d5-268b59bbed10.jpg.296x216.jpg', '中信新天地 1室0厅 45万', '中信新天地  | 1室0厅 | 28.62平米 | 东北 | 其他', '低楼层(共19层)2004年建塔楼  -  石竹', '45万', '单价15724元/平米')
('https://image1.ljcdn.com/441900-inspection/0f4b0c12-8b89-47ea-853a-51700c7bb627.jpg.296x216.jpg', '兰亭轩是新小区，装修保养好，地段好，配套齐全', '方中兰亭轩  | 1室0厅 | 33平米 | 东 | 其他', '低楼层(共28层)塔楼  -  运河东', '53万', '单价16061元/平米')
('https://image1.ljcdn.com/441900-inspection/67068549-c7e4-4b66-86a0-db26ad97526b.jpg.296x216.jpg', '南城西平 国际公馆 带入户花园 保养好', '世纪城国际公馆三期仁里  | 3室2厅 | 161.15平米 | 西南 | 其他', '低楼层(共18层)塔楼  -  西平', '388万', '单价24077元/平米')
('https://image1.ljcdn.com/441900-inspection/2963cf66-1890-4c40-9b5e-d4df0b5cd63c.jpg.296x216.jpg', '南城石竹新花园 精装3房 户型方正 视野好 拎包入住', '石竹新花园  | 3室2厅 | 112平米 | 西北 | 其他', '高楼层(共16层)塔楼  -  石竹', '195万', '单价17411元/平米')
('https://image1.ljcdn.com/441900-inspection/37733fb5-818c-4e97-89c2-d619a3760b16.jpg.296x216.jpg', '标准装修整体也是时尚大方风格 精装修 全屋采用环保材', '万科金域华府二期  | 3室1厅 | 100.86平米 | 东南 | 其他', '高楼层(共32层)塔楼  -  石竹', '310万', '单价30736元/平米')
('https://image1.ljcdn.com/441900-inspection/c89b3b65-8f18-4e1f-bdb7-484eccf30313.jpg.296x216.jpg', '3+1户型，赠送入户花园，高楼层，采光好，景观好', '江南第一城  | 3室2厅 | 123平米 | 南 | 其他', '高楼层(共27层)塔楼  -  宏远北', '240万', '单价19513元/平米')
('https://image1.ljcdn.com/441900-inspection/c09def41-111a-4c9c-8294-42f1b1b01cdb.jpg.296x216.jpg', '小区中间位置 装修大四房 业主自住 装修保养好', '金地格林小城  | 4室2厅 | 146平米 | 西南 | 其他', '低楼层(共29层)塔楼  -  东泰', '330万', '单价22603元/平米')
('https://image1.ljcdn.com/441900-inspection/481d5326-6cb6-430f-9d5b-0273012377ef.jpg.296x216.jpg', '带小区花园单身公寓，电梯房，地铁口物业', '新中银花园  | 1室0厅 | 32.65平米 | 南 | 其他', '中楼层(共12层)塔楼  -  东泰', '56万', '单价17152元/平米')
('', '未来世界厅出阳台三房 使用率高 视野开阔', '未来世界花园  | 3室2厅 | 94.5平米 | 西南 | 其他', '低楼层(共17层)塔楼  -  东泰', '220万', '单价23281元/平米')
('https://image1.ljcdn.com/441900-inspection/e3e1cb3d-bc8c-4fec-9be0-0caa55c3d414.jpg.296x216.jpg', '恒大御湖，近蛤地地铁口，出行方便', '百悦尚城三期恒大御湖  | 3室2厅 | 110平米 | 南 | 其他', '中楼层(共18层)塔楼  -  南城车站', '330万', '单价30000元/平米')
('https://image1.ljcdn.com/441900-inspection/a6682164-32e8-400e-b502-5c045f894793.jpg.296x216.jpg', '城市假日三期 实用两房 可改三房', '城市假日三期  | 2室2厅 | 74.7平米 | 东北 | 其他', '中楼层(共17层)2008年建塔楼  -  宏远南', '120万', '单价16065元/平米')
('https://image1.ljcdn.com/441900-inspection/e2ed1fe4-fd31-4c74-a32d-7ba5e917ee55.jpg.296x216.jpg', '小区安静 户型方正  业主自住保养好 诚心出售', '石竹新花园  | 3室2厅 | 135平米 | 西北 | 其他', '中楼层(共15层)塔楼  -  石竹', '270万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/2a96ef5a-4af9-4e3f-98fe-1ec251e4f2b8.jpg.296x216.jpg', '景湖蓝郡一期君兰雅筑 3室2厅 270万', '景湖蓝郡一期君兰雅筑  | 3室2厅 | 147.4平米 | 东北 | 其他', '中楼层(共11层)塔楼  -  东泰', '270万', '单价18318元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload6d4693ae-645d-4b7b-8ecd-361b41be8a4b.jpg.296x216.jpg', '朝南向复式一房一厅  带租约出售', '未来世界花园  | 1室2厅 | 48平米 | 西南 | 其他', '中楼层(共14层)塔楼  -  东泰', '92万', '单价19167元/平米')
('https://image1.ljcdn.com/441900-inspection/95d98ca0-3f32-4d56-9bf1-32791d0a3380.jpg.296x216.jpg', '世纪城玫瑰公馆两房满五唯一的房子', '世纪城玫瑰公馆  | 2室2厅 | 81.6平米 | 东南 | 精装', '高楼层(共17层)塔楼  -  西平', '265万', '单价32476元/平米')
('', '满五唯一   对花园   自己住  保养好', '名门世家  | 1室1厅 | 63.93平米 | 西南 | 其他', '低楼层(共17层)2008年建塔楼  -  三元里', '120万', '单价18771元/平米')
('https://image1.ljcdn.com/441900-inspection/3705d397-608b-4eea-ad15-e53cc61ef104.jpg.296x216.jpg', '万科金域华府二期 3室2厅 268万', '万科金域华府二期  | 3室2厅 | 107.38平米 | 东南 | 其他', '低楼层(共18层)塔楼  -  石竹', '268万', '单价24959元/平米')
('https://image1.ljcdn.com/441900-inspection/c89a38a4-0ae5-4d71-b7d4-e76b5f7e5e9a.jpg.296x216.jpg', '此车位位于电梯口而且在中间位置，不靠柱子，停车好停', '万科金域华府二期  | 车位 | 12平米 | 东', '暂无数据  -  石竹', '26万', '单价21667元/平米')
('https://image1.ljcdn.com/441900-inspection/436a998f-3bcd-4ac1-b917-ddbbac8f8731.jpg.296x216.jpg', '有租客在住。标准一房一厅。业主诚心出售', '汇景上层  | 1室1厅 | 42平米 | 东南 | 其他', '低楼层(共12层)塔楼  -  石竹', '60万', '单价14286元/平米')
