('https://image1.ljcdn.com/330100-inspection/6f4321b9-f318-42b7-9cac-b174e9c69cab.jpg.296x216.jpg', '莫干新村 满五唯一 小三房 送院子', '莫干新村  | 2室1厅 | 64.87平米 | 南 | 简装 | 无电梯', '低楼层(共5层)1982年建板楼  -  湖墅', '272万', '单价41931元/平米')
('https://image1.ljcdn.com/330100-inspection/2ee849bd-d44b-4ebb-96b8-3a7610860bd7.jpg.296x216.jpg', '城西银泰一路之隔，总价低刚需精装修', '芳满庭  | 2室1厅 | 63.61平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2008年建板楼  -  申花', '328万', '单价51565元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload006f61bc-7319-418d-bb6e-c15a99cc47f5.jpg.296x216.jpg', '信义坊 3室2厅 560万', '信义坊  | 3室2厅 | 126.23平米 | 南 | 简装 | 有电梯', '中楼层(共12层)2002年建板楼  -  信义坊', '560万', '单价44364元/平米')
('https://image1.ljcdn.com/330100-inspection/6f0e03e4-8d4a-4d78-ba23-b95cbbbff087.jpg.296x216.jpg', '运河之星小三房，业主诚心出售。', '大家运河之星  | 3室2厅 | 86.68平米 | 南 北 | 精装', '低楼层(共29层)2017年建塔楼  -  半山', '280万', '单价32303元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploaddfb4de6f-4c6d-4247-9fcd-dae9d02e5266.jpg.296x216.jpg', '在该小区房龄较新的一批，是省出版社分房', '五一新村  | 3室1厅 | 95.55平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  湖墅', '360万', '单价37677元/平米')
('https://image1.ljcdn.com/330100-inspection/5d310147-1e73-415c-914a-00da1089dfa2.jpg.296x216.jpg', '小河路 2室1厅 290万', '小河路  | 2室1厅 | 66.71平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2000年建板楼  -  桥西', '290万', '单价43472元/平米')
('https://image1.ljcdn.com/330100-inspection/8d04c7c2-6f48-4929-b4e7-64edf72346f7.jpg.296x216.jpg', '桥西运河边  精装修自住 免增值税', '锦绣文澜阁  | 2室1厅 | 76.75平米 | 南 | 简装 | 有电梯', '中楼层(共24层)2008年建板楼  -  桥西', '355万', '单价46255元/平米')
('https://image1.ljcdn.com/330100-inspection/f8e89626-91ab-49ce-8103-36c4e817dde9.jpg.296x216.jpg', '大关西三苑 两房朝南 装修清爽 业主诚心出售。', '大关西三苑  | 2室1厅 | 58.53平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  大关', '246万', '单价42030元/平米')
('https://image1.ljcdn.com/330100-inspection/9acc1da5-3ae6-4dfc-afd5-6216c367787b.jpg.296x216.jpg', '首开望宸，三室两厅两卫，诚心出售', '首开望宸  | 3室2厅 | 87.73平米 | 南 北 | 毛坯', '低楼层(共11层)2016年建板楼  -  半山', '270万', '单价30777元/平米')
('https://image1.ljcdn.com/330100-inspection/test-81412d55-fba1-44fe-ad27-7243a2c9a916.png.296x216.jpg', '优质房源 全明户型 采光很好 诚心卖', '大关南八苑  | 2室1厅 | 61.31平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1998年建板楼  -  大关', '236万', '单价38493元/平米')
('https://image1.ljcdn.com/330100-inspection/7a55e1a7-4b91-4c2e-b3a7-75fc2de39a07.JPG.296x216.jpg', '楼层佳，全明，西边套，价格实惠，诚心卖', '都市水乡水曲苑  | 3室2厅 | 102.96平米 | 南 北 | 简装 | 有电梯', '高楼层(共11层)2008年建塔楼  -  三墩', '325万', '单价31566元/平米')
('https://image1.ljcdn.com/330100-inspection/be1753a2-19dd-45c7-9a3f-2827f1cb4f8a.jpg.296x216.jpg', '金隅一南一北西边套 房东诚心卖 拎包入住，', '金隅田员外  | 2室2厅 | 87.89平米 | 南 | 简装 | 有电梯', '中楼层(共20层)2016年建板楼  -  半山', '245万', '单价27876元/平米')
('https://image1.ljcdn.com/330100-inspection/8975a842-ff96-410a-a5e4-6feac6f7e3fa.JPG.296x216.jpg', '都市水乡两房自住精装修满二 户型方正，精装两房，', '都市水乡水月苑  | 2室2厅 | 79.68平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  三墩', '258万', '单价32380元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1bd75fd1-6626-46ad-8198-a52c2867ba9f.jpg.296x216.jpg', '北海公园精装三房，直面北海湾，风景优美', '德信北海公园  | 3室2厅 | 85.06平米 | 南 北 | 精装 | 有电梯', '高楼层(共24层)2011年建板楼  -  万达广场', '385万', '单价45263元/平米')
('https://image1.ljcdn.com/330100-inspection/a2cf7e56-4586-4c3d-86c4-ea2925cf7ac7.jpg.296x216.jpg', '密渡桥路电梯房 房龄新 地段好 生活便利', '嘉璟华庭  | 2室1厅 | 92.07平米 | 南 北 | 简装', '低楼层(共7层)2012年建暂无数据  -  湖墅', '415万', '单价45075元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadbf2931e7-ae76-4d46-8067-d3b07f6e70f7.jpg.296x216.jpg', '卖小，户型正气，诚心出售，视野采光好，小区中间位置', '墅林苑  | 2室2厅 | 76.29平米 | 南 | 简装 | 无电梯', '中楼层(共8层)1996年建板楼  -  信义坊', '323万', '单价42339元/平米')
('https://image1.ljcdn.com/330100-inspection/aed90154-6854-4ca6-90f4-f48f612ab478.jpg.296x216.jpg', '价格便宜，配套齐全，户型好，采光好', '大关南八苑  | 2室1厅 | 61平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  大关', '238万', '单价39017元/平米')
('https://image1.ljcdn.com/330100-inspection/d0e8c5ae-1f75-47c8-92cf-bedcf93e7a7a.jpg.296x216.jpg', '五一新村 两房户型 61平247万', '五一新村  | 2室1厅 | 60.98平米 | 东 西 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  湖墅', '247万', '单价40506元/平米')
('https://image1.ljcdn.com/330100-inspection/3cd2815a-f534-4008-b867-df1f0384e29b.jpg.296x216.jpg', '边套全明户型  采光好 中等装修  拎包入住', '大关东一苑  | 3室1厅 | 68.96平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  大关', '255万', '单价36978元/平米')
('https://image1.ljcdn.com/330100-inspection/e5139a12-4094-4c21-b651-71c8e85f9d91.jpg.296x216.jpg', '四室改善户型，房东精心装修，置换房子诚心卖！', '德信北海公园  | 4室2厅 | 126.8平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2011年建板楼  -  万达广场', '590万', '单价46530元/平米')
('https://image1.ljcdn.com/330100-inspection/test-12448f8c-275b-4a03-9da3-622b554ba520.png.296x216.jpg', '清爽装修 房东诚售，南北通透 户型正气 全明景观房', '锦昌文华苑  | 3室1厅 | 110.51平米 | 南 西南 | 精装 | 有电梯', '高楼层(共11层)2007年建板楼  -  拱宸桥', '570万', '单价51580元/平米')
('https://image1.ljcdn.com/330100-inspection/test-14bf4c3d-346a-44a6-bc56-d848833faf59.png.296x216.jpg', '卖鱼桥精装大两房，沿河与美食街为邻', '假山新村  | 2室1厅 | 64.5平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1993年建板楼  -  德胜', '285万', '单价44187元/平米')
('https://image1.ljcdn.com/330100-inspection/02db5369-a285-4321-befb-f5edeb0994fb.jpg.296x216.jpg', '东方福邸 loft户型 自住精装修 花心思的家', '东方福邸  | 4室2厅 | 166.58平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2014年建板楼  -  申花', '980万', '单价58831元/平米')
('https://image1.ljcdn.com/330100-inspection/test-8362676d-a709-4925-996f-a9846df2ebb3.png.296x216.jpg', '首开望宸，三室两厅，纯毛坯，送车位，诚心出售', '首开望宸  | 3室2厅 | 87.83平米 | 南 | 毛坯', '高楼层(共11层)2016年建板楼  -  半山', '310万', '单价35296元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade1a8ebed-4a37-48f1-ae85-1855dad9bf31.jpg.296x216.jpg', '大关东八苑 两个房间朝南 带个露台 诚心出售', '大关东八苑  | 2室2厅 | 54.41平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1996年建板楼  -  大关', '212万', '单价38964元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadca216d8d-23a3-4250-a753-dec8dc44bb20.jpg.296x216.jpg', '芳满庭精装修两房，两房朝南都带阳台！', '芳满庭  | 2室2厅 | 82.5平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2008年建板楼  -  申花', '430万', '单价52122元/平米')
('https://image1.ljcdn.com/330100-inspection/test-f5a7d7d2-c8c2-4e54-be18-fd89d155f3f0.png.296x216.jpg', '房东精装修，高楼层，位置好，采光优秀，诚心出售', '融信学院府  | 2室2厅 | 77.22平米 | 南 | 简装', '高楼层(共18层)2017年建板楼  -  申花', '410万', '单价53096元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploaddbaa5a32-7425-4e33-9909-a1346a16f431.jpg.296x216.jpg', '运河边 景观房 清爽装修 商品房', '五洋运河人家  | 2室2厅 | 94.98平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2002年建板楼  -  拱宸桥', '418万', '单价44010元/平米')
('https://image1.ljcdn.com/330100-inspection/d64824c5-fa00-473e-8566-89c7f714d0ef.jpg.296x216.jpg', '拱墅的房子，余杭的价格，三房，双阳台', '天鸿香榭里  | 3室2厅 | 87.56平米 | 南 | 简装 | 有电梯', '中楼层(共17层)2012年建板楼  -  万达广场', '320万', '单价36547元/平米')
('https://image1.ljcdn.com/330100-inspection/dee22a9d-c5e1-4d99-9b67-6a73a1b54753.jpg.296x216.jpg', '阳光郡 国企开发商 自住精装大三房', '阳光郡  | 3室2厅 | 130平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2014年建塔楼  -  三墩', '560万', '单价43077元/平米')
('https://image1.ljcdn.com/330100-inspection/f9d37de5-9f56-4c68-b571-56c654a136c1.jpg.296x216.jpg', '铁建国际城  新上自住房  中间楼层 开间朝南', '中国铁建国际汇  | 3室2厅 | 89.39平米 | 南 | 精装 | 有电梯', '低楼层(共24层)板楼  -  拱宸桥', '435万', '单价48664元/平米')
('https://image1.ljcdn.com/330100-inspection/74db6c5b-5fd5-45c9-9093-4fff4b8d039b.jpg.296x216.jpg', '景上公寓 小区中间位置 钥匙已收进随时可看房', '景上公寓  | 2室2厅 | 92.65平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2008年建板楼  -  和睦', '445万', '单价48031元/平米')
('https://image1.ljcdn.com/330100-inspection/test-8e5e2366-a9a2-48c3-978c-6e8cb4cb722b.png.296x216.jpg', '大关南四苑 三房格局 中间楼层 清爽装修 房龄新', '大关南四苑  | 3室1厅 | 69.04平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  大关', '310万', '单价44902元/平米')
('https://image1.ljcdn.com/330100-inspection/test-1c4fbcb3-585a-4a8d-8324-e065b8fec31b.png.296x216.jpg', '满两年，春东边套，户型正气，视野好', '德信北海公园  | 3室2厅 | 89.29平米 | 南 | 简装 | 有电梯', '高楼层(共24层)2011年建板楼  -  万达广场', '398万', '单价44574元/平米')
('https://image1.ljcdn.com/330100-inspection/dd51e6b7-854f-4a8d-9a4b-aee9cce8eacd.jpg.296x216.jpg', '假山新村 全新精装三房西边套业主诚心出售送院子', '假山新村  | 3室2厅 | 78.54平米 | 西南 北 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  德胜', '352万', '单价44818元/平米')
('https://image1.ljcdn.com/330100-inspection/c9c32b3a-0d61-4a16-b563-fd040b0b795d.jpg.296x216.jpg', '此房三房两厅两卫  诚心出售  价格送车位', '首开望宸  | 3室2厅 | 87.88平米 | 南 北 | 毛坯', '低楼层(共11层)2016年建板楼  -  半山', '310万', '单价35276元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload9dc0d6a5-39b5-497c-b2a6-cec45abc6d61.jpg.296x216.jpg', '徐公巷 有地铁   交通便利  全明户型 卖鱼桥本部', '徐公巷  | 2室1厅 | 42.26平米 | 东 | 精装 | 无电梯', '高楼层(共6层)1988年建板楼  -  湖墅', '188万', '单价44487元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf76a3306-9426-431e-b0e8-1fd66a904efb.jpg.296x216.jpg', '采光好 中间楼层 上学近 出行方便', '大关西五苑  | 2室1厅 | 58.24平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  大关', '243万', '单价41724元/平米')
('https://image1.ljcdn.com/330100-inspection/c0072bf4-93eb-4abf-82a4-eac7f653ec47.jpg.296x216.jpg', '半山板块中兴御田清庭，花园洋房，毛坯三房，环境好', '中兴御田清庭  | 3室1厅 | 86.33平米 | 南 北 | 毛坯', '中楼层(共7层)2017年建板楼  -  半山', '295万', '单价34172元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada2507e00-e941-43ba-ada4-4ce41d0a19f4.jpg.296x216.jpg', '大关东六苑 经典南北户型 通透 中间楼层', '大关东六苑  | 2室1厅 | 61.13平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共6层)1995年建板楼  -  大关', '238万', '单价38934元/平米')
('https://image1.ljcdn.com/330100-inspection/42be7c90-2760-437d-ac22-283f01db2ec6.jpg.296x216.jpg', '装修花了心思，完全拎包入住，品牌家电全部赠送', '杭钢西苑  | 3室2厅 | 113.76平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  半山', '280万', '单价24614元/平米')
('https://image1.ljcdn.com/330100-inspection/18436fe5-d04a-4141-b888-e7f8c172e9dc.jpg.296x216.jpg', '小区有运河上街，配套齐全，交通方便', '登云阁  | 3室2厅 | 110.64平米 | 南 北 | 简装 | 有电梯', '低楼层(共17层)2003年建板楼  -  拱宸桥', '520万', '单价47000元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a0e2a667-d62f-4a72-850e-b7351f9603d9.png.296x216.jpg', '户型好+采光OK+高楼层视野OK', '名城燕园  | 2室2厅 | 84.67平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  桥西', '380万', '单价44881元/平米')
('https://image1.ljcdn.com/330100-inspection/29e5e5fa-f582-40c6-a25b-388e3ef7031b.jpg.296x216.jpg', '天鸿香榭里 4室2厅 480万', '天鸿香榭里  | 4室2厅 | 136.44平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2012年建板楼  -  万达广场', '480万', '单价35181元/平米')
('https://image1.ljcdn.com/330100-inspection/655d4dd5-23c9-4c61-9f2d-af0268e96968.jpg.296x216.jpg', '云河大厦  260方   大四房   诚心出售', '云河大厦  | 4室2厅 | 267.24平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2002年建塔楼  -  信义坊', '850万', '单价31807元/平米')
('https://image1.ljcdn.com/330100-inspection/test-2692141d-9b00-4328-b39b-a4f703e58bc6.png.296x216.jpg', '此房满五不唯一，有钥匙，诚心出售', '五一新村  | 3室1厅 | 76.39平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1997年建板楼  -  湖墅', '350万', '单价45818元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a03f5bbb-5192-49ae-8f33-41e82abd0845.png.296x216.jpg', '星河明苑 三开间朝南 楼层好阳光充足 精装修', '星河明苑  | 2室2厅 | 95.82平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2003年建板楼  -  湖墅', '498万', '单价51973元/平米')
('https://image1.ljcdn.com/330100-inspection/968b9d8b-8b71-414d-85bf-81bb0762eab5.jpg.296x216.jpg', '塘河北村，一梯两户，客厅宽敞，有活动区域', '塘河北村  | 2室2厅 | 80.66平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  信义坊', '280万', '单价34714元/平米')
('https://image1.ljcdn.com/330100-inspection/86d1377a-888c-4cd2-897f-dc6a13eff7b6.jpg.296x216.jpg', '西边套，业主诚心出售。。。。。。', '大家运河之星  | 3室2厅 | 89.62平米 | 南 | 精装', '中楼层(共25层)2017年建板楼  -  半山', '305万', '单价34033元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploade0be2dff-657a-4eea-bae3-c77c31a12b28.jpg.296x216.jpg', '三房两厅，总价低，精装修省拎包入住，业主诚售', '三宝新村  | 3室2厅 | 71.55平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)1988年建板楼  -  信义坊', '280万', '单价39134元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload32c2a226-3608-48a6-a9ec-9332fe96f743.jpg.296x216.jpg', '锦绣新村 中间楼层 两房朝南 采光好', '锦绣新村  | 2室1厅 | 77.53平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  湖墅', '353万', '单价45531元/平米')
('https://image1.ljcdn.com/330100-inspection/145d9ff8-45cf-40e5-94fb-8ff2c272cd6b.jpg.296x216.jpg', '房东自住精装修，诚心出售，配套设施完善', '德信晓宸  | 3室2厅 | 89.63平米 | 南 | 精装 | 有电梯', '中楼层(共23层)2015年建板楼  -  万达广场', '445万', '单价49649元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload59be7f01-21d7-4951-af2c-5daf8dd084c9.jpg.296x216.jpg', '莫干山路刚需两房 交通方便配套齐全', '莫干山路46号  | 2室1厅 | 56.59平米 | 东 西 | 简装', '中楼层(共7层)暂无数据  -  湖墅', '205万', '单价36226元/平米')
('https://image1.ljcdn.com/330100-inspection/f57b913e-d2ea-431c-ae23-d4f95d0d4e8c.jpg.296x216.jpg', '塘河新村 3室1厅 312万', '塘河新村  | 3室1厅 | 82.12平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1985年建板楼  -  信义坊', '312万', '单价37994元/平米')
('https://image1.ljcdn.com/330100-inspection/23030c72-1632-44e8-9ea6-49d2755bb00c.jpg.296x216.jpg', '大关西六苑 2室1厅 239万', '大关西六苑  | 2室1厅 | 59.66平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  大关', '239万', '单价40061元/平米')
('https://image1.ljcdn.com/330100-inspection/test-af6f4359-0505-42ac-9276-ad793b5e44af.png.296x216.jpg', '浅水湾三居室 沿河边 全明户型 适合刚需 过渡', '浅水湾城市花园  | 3室1厅 | 75平米 | 南 北 | 简装 | 有电梯', '高楼层(共25层)2004年建塔楼  -  湖墅', '350万', '单价46667元/平米')
('https://image1.ljcdn.com/330100-inspection/1bd3fbf6-23fc-4742-a1bd-181f0949d3dd.jpg.296x216.jpg', '城西银泰旁，大面积总价低，你值得考虑', '西铭苑  | 3室2厅 | 118平米 | 南 | 简装 | 有电梯', '低楼层(共17层)2009年建板楼  -  申花', '465万', '单价39407元/平米')
('https://image1.ljcdn.com/330100-inspection/8beaed9b-31af-451c-a8f3-eade5e64d2dd.jpg.296x216.jpg', '假山新村低楼层，精装全实木方正户型', '假山新村  | 2室1厅 | 62.38平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1992年建板楼  -  德胜', '280万', '单价44887元/平米')
('https://image1.ljcdn.com/330100-inspection/31b45d84-81f8-4a72-9b63-7236e4c9ebb7.jpg.296x216.jpg', '西南边套，精装修，小区环境好，房龄新，品质住房', '中天西城纪  | 1室1厅 | 40.75平米 | 西南 | 精装 | 有电梯', '低楼层(共14层)2014年建板楼  -  申花', '165万', '单价40491元/平米')
