('https://image1.ljcdn.com/370200-inspection/1e981338-8854-4319-b37f-00f04dcca510.JPG.296x216.jpg', '瑞纳花园 小高层套三 户型方正 距离地铁11号线500米', '瑞纳花园  | 3室1厅 | 115.43平米 | 南 西 | 其他 | 有电梯', '中楼层(共12层)2000年建板楼  -  石老人', '406万', '单价35173元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload1f804bd5-af89-4aed-9ea8-5ab43eab045b.jpg.296x216.jpg', '锦绣花园 全海景套三 无遮挡 一览无余 采光好视野好', '锦绣花园  | 3室2厅 | 143.69平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)1999年建板楼  -  西姜', '396万', '单价27560元/平米')
('https://image1.ljcdn.com/370200-inspection/785f4c41-c03c-4baf-ac57-c501895727bc.jpg.296x216.jpg', '竹韵山色、南北通透，多层公摊小，楼层好，看房方便', '竹韵山色一期  | 2室1厅 | 98.12平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2010年建板楼  -  北村', '335万', '单价34142元/平米')
('https://image1.ljcdn.com/370200-inspection/8fbee679-c4b3-4702-9233-d9ad832b6f6f.jpg.296x216.jpg', '高科园商圈 精装套二 满五唯一  中间楼层 拎包入住', '金光丽园  | 2室1厅 | 85.18平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2012年建板楼  -  北村', '299万', '单价35103元/平米')
('https://image1.ljcdn.com/370200-inspection/6f2fee79-594a-4fd5-8832-5c832ff9f4127.JPG.296x216.jpg', '复式挑空厅套5，300万环保材料精装未住，赠送2个车位', '麦岛金岸  | 5室3厅 | 365.39平米 | 南 北 | 其他 | 有电梯', '中楼层(共6层)2009年建板楼  -  麦岛', '3500万', '单价95789元/平米')
('https://image1.ljcdn.com/370200-inspection/c3faa2a6-a6c4-4159-a514-73f350d78e6d.jpg.296x216.jpg', '新上开泰锦城套二高楼层  业主诚心出售', '开泰锦城  | 2室2厅 | 92.74平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2014年建板楼  -  北村', '314万', '单价33859元/平米')
('https://image1.ljcdn.com/370200-inspection/2715ecb5-1a33-45bd-927d-101aa70202d8.jpg.296x216.jpg', '春光山色 2室1厅 325万', '春光山色  | 2室1厅 | 99.3平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2006年建板楼  -  北村', '325万', '单价32730元/平米')
('https://image1.ljcdn.com/370200-inspection/f93194b2-1ca6-40b5-b477-7c03ae4444e8.JPG.296x216.jpg', '丽海馨苑，高楼层套三，采光好，户型棒，交通便利。', '丽海馨苑  | 3室2厅 | 154.15平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2006年建板楼  -  崂山CBD', '543万', '单价35226元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload2c187974-1622-4d00-b9a2-30d211dd1a01.jpg.296x216.jpg', '满2年，通透套二，精装修，拎包入住。业主诚意卖房', '恒易慧心园  | 2室2厅 | 91.84平米 | 西 | 精装 | 有电梯', '低楼层(共19层)2011年建板楼  -  颐中体育场', '360万', '单价39199元/平米')
('https://image1.ljcdn.com/370200-inspection/539a163b-f18a-40ca-91d0-82acbb27d449.jpg.296x216.jpg', '40万精装【送车位25W+】南北通透元宝户型 无遮挡采光', '远洋风景  | 3室2厅 | 138.76平米 | 南 北 | 精装 | 有电梯', '低楼层(共24层)2013年建板楼  -  颐中体育场', '680万', '单价49006元/平米')
('https://image1.ljcdn.com/370200-inspection/e888b3c8-d2e3-430d-9549-965d81094653.jpg.296x216.jpg', '鲁信含章花园 2室2厅 360万', '鲁信含章花园  | 2室2厅 | 96.69平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2012年建板楼  -  北村', '360万', '单价37233元/平米')
('https://image1.ljcdn.com/370200-inspection/77448797-cc0c-46cb-a29c-ae049bf5ee25.jpg.296x216.jpg', '亚麦山城一期套三看海卖房意愿稳定', '亚麦山城一期  | 3室2厅 | 133.6平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2006年建板楼  -  雕塑园', '480万', '单价35929元/平米')
('https://image1.ljcdn.com/370200-inspection/b7fc2252-59bf-4771-baf6-b03d661a20aa.jpg.296x216.jpg', '合肥路 精装修 位置好 不靠路 南北通透 视野好', '鲁信含章花园  | 2室2厅 | 96.69平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '346万', '单价35785元/平米')
('https://image1.ljcdn.com/370200-inspection/2b24f6a2-4abf-4491-b631-a94a79b1ddb5.jpg.296x216.jpg', '山海花园 三室一厅 楼层好 诚意出售', '山海花园  | 3室1厅 | 99.44平米 | 南 北 | 其他 | 无电梯', '低楼层(共3层)2000年建板楼  -  西姜', '365万', '单价36706元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload71800218-b20f-4844-bb94-70ca66b2e21d.jpg.296x216.jpg', '北国之春悠然苑 双南卧套二 采光不挡总价低看房方便', '北国之春悠然苑  | 2室1厅 | 78.94平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  北村', '256万', '单价32430元/平米')
('https://image1.ljcdn.com/370200-inspection/d27c4ace-d2a1-438f-a58b-20513cfeb311.jpg.296x216.jpg', '新上亚麦山城二期 2009年小区 功能齐全小套二 总价低', '亚麦山城二期  | 2室2厅 | 81.33平米 | 西南 | 其他 | 有电梯', '低楼层(共10层)2009年建板楼  -  雕塑园', '300万', '单价36887元/平米')
('https://image1.ljcdn.com/370200-inspection/fcc51466-9be3-427f-8c6a-a5ea084a2e60.jpg.296x216.jpg', '鲁信未央 新上 带院带车位 精装修 诚售！', '鲁信未央花园  | 4室2厅 | 158.44平米 | 南 | 其他 | 有电梯', '低楼层(共3层)2004年建板楼  -  雕塑园', '1200万', '单价75739元/平米')
('https://image1.ljcdn.com/370200-inspection/ae08d00d-42ed-4cb3-8591-ba8000fc76bf.jpg.296x216.jpg', '康城，南北通透套二，高楼层视野好，价钱能谈', '康城  | 2室1厅 | 111.91平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  汽车东站', '410万', '单价36637元/平米')
('https://image1.ljcdn.com/370200-inspection/9c243666-1e8b-446c-ba16-f80516d295b5.jpg.296x216.jpg', '国际名都 南向套一改套二 采光充足 育才+地铁 精装修', '国际名都  | 2室1厅 | 69.6平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2006年建板楼  -  汽车东站', '185万', '单价26581元/平米')
('https://image1.ljcdn.com/370200-inspection/c4d3c629-6ba3-4e5c-8d3a-e1accf5c9212.jpg.296x216.jpg', '亚麦山城一期带电梯 双南卧室 双卫 送储藏室 精装少住', '亚麦山城一期  | 2室2厅 | 112.17平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2006年建板楼  -  雕塑园', '402万', '单价35839元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload5052a892-c897-4dcb-afb4-101dcf131bf5.jpg.296x216.jpg', '国家安全局宿舍全明双南卧套二 人车分流 HUANG金 楼层', '国家安全局宿舍  | 2室1厅 | 79.26平米 | 南 北 | 精装', '中楼层(共7层)1995年建板楼  -  崂山CBD', '293万', '单价36967元/平米')
('https://image1.ljcdn.com/370200-inspection/fdb04114-ed47-471a-ad17-a1ca97cfd1aa.jpg.296x216.jpg', '春光山色三期套二 双南卧南厅 精装修 送家具家电车位', '春光山色  | 2室1厅 | 95.17平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2013年建板楼  -  北村', '398万', '单价41820元/平米')
('https://image1.ljcdn.com/370200-inspection/cbd48bff-d542-4ee2-8728-8a7267eb7a50.jpg.296x216.jpg', '超高楼层 视野开阔 看山看 交通便利 生活配套完善', '天泰金融广场B座  | 1室0厅 | 44.24平米 | 北 | 其他 | 有电梯', '高楼层(共32层)2010年建板楼  -  崂山CBD', '75万', '单价16953元/平米')
('https://image1.ljcdn.com/370200-inspection/4b27d749-4a86-45ba-89f2-cd29ab2ed5d4.jpg.296x216.jpg', '北村小区，超白金楼层，带地下室！白菜价！', '北村小区  | 3室1厅 | 89.78平米 | 东 西 | 其他 | 无电梯', '中楼层(共6层)2002年建板楼  -  北村', '252万', '单价28069元/平米')
('https://image1.ljcdn.com/370200-inspection/test-fde62c7c-c215-4287-bbc8-f5cb3652bf7d.png.296x216.jpg', '东城国际南区 多层套三 中楼层 全明 位置安静 带车位', '海尔东城国际南区  | 3室2厅 | 107.11平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2007年建板楼  -  颐中体育场', '480万', '单价44814元/平米')
('https://image1.ljcdn.com/370200-inspection/8c6f8638-4a41-4cbd-b651-9f428b28577d.jpg.296x216.jpg', '国际名都  大户型套三  高楼层  采光视野好', '国际名都  | 3室2厅 | 142.21平米 | 东 南 | 其他 | 有电梯', '高楼层(共13层)2007年建板楼  -  汽车东站', '488万', '单价34316元/平米')
('https://image1.ljcdn.com/370200-inspection/f53a5cec-3cf1-4055-a381-72df9b5b2784.jpg.296x216.jpg', '平层精装大三居，全明户型地暖，观花园，有电梯有钥匙', '荣美御园二期  | 3室2厅 | 177.91平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2005年建板楼  -  雕塑园', '820万', '单价46091元/平米')
('https://image1.ljcdn.com/370200-inspection/5132f203-df02-4a49-996c-1e7f4f80dbfb.jpg.296x216.jpg', '石湾新苑 采光好，视野棒，顶加阁，2009年小区 有产证', '石湾新苑  | 3室1厅 | 95.89平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  西姜', '300万', '单价31286元/平米')
('https://image1.ljcdn.com/370200-inspection/fb1d79fd-6152-4583-98b7-a483910c706c.jpg.296x216.jpg', '新上南北卧南厅通透套二 户型方正', '左岸风度  | 2室2厅 | 89.06平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2009年建板楼  -  西韩', '280万', '单价31440元/平米')
('https://image1.ljcdn.com/370200-inspection/25b02ce3-f0f2-4bf1-af71-204ee18a42b4.jpg.296x216.jpg', '书香门第 5层加阁楼 可看海 带露台', '书香门第  | 4室2厅 | 167.77平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2008年建板楼  -  石老人', '695万', '单价41426元/平米')
('https://image1.ljcdn.com/370200-inspection/b19276d4-5259-4f0a-9a94-8b98fa4be54b.jpg.296x216.jpg', '颐景园新上元宝户型套三，采光毫无遮挡，视野好，诚售', '颐景园  | 3室2厅 | 160.66平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  雕塑园', '720万', '单价44816元/平米')
('https://image1.ljcdn.com/370200-inspection/98208ad7-322f-4067-8334-d1c2f8ceb308.jpg.296x216.jpg', '金光丽园 精装套三双卫 南北通透 配套完善', '金光丽园  | 3室2厅 | 122.98平米 | 南 北 | 其他 | 有电梯', '高楼层(共15层)2012年建板楼  -  北村', '460万', '单价37405元/平米')
('https://image1.ljcdn.com/370200-inspection/8034f9ce-4a49-42d1-9cef-a49c4584af91.jpg.296x216.jpg', '多层双南卧通透套三 户型方正视野采光好', '创业中心  | 3室1厅 | 85.55平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  颐中体育场', '320万', '单价37406元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_uploadddd7caf8-3707-42d4-81e6-d7bcec2e90ed.jpg.296x216.jpg', '颐景园 一南一北卧南厅户 户型、楼座优 楼层好 可看房', '颐景园  | 2室2厅 | 115.88平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2001年建板楼  -  雕塑园', '510万', '单价44012元/平米')
('https://image1.ljcdn.com/370200-inspection/9d68c847-bf89-40c2-8f9a-ccbfba2f1db5.jpg.296x216.jpg', '温哥华花园，套三房，单价2万8/平，全明户型', '温哥华花园  | 3室2厅 | 130.62平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2011年建板楼  -  北村', '366万', '单价28021元/平米')
('https://image1.ljcdn.com/370200-inspection/cc5cfbf7-4f1d-461a-a175-e6f3a3f82d9f.jpg.296x216.jpg', '世纪华庭 多层 精装修 套三全明户型', '世纪华庭  | 3室2厅 | 127.85平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  北村', '456万', '单价35667元/平米')
('https://image1.ljcdn.com/370200-inspection/7907334c-7671-44d8-8711-7d5f3954edf3.jpg.296x216.jpg', '青建橄榄城 新上大套二 南北通透 视野开阔 不挡光', '青建橄榄城  | 2室2厅 | 92.25平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  北村', '285万', '单价30895元/平米')
('https://image1.ljcdn.com/370200-inspection/8fa215c1-40e3-4a42-ac8d-00ee2d0533ec.jpg.296x216.jpg', '小户型套三，户型好，钻石楼层，楼间距大，业主诚售！', '颐景园  | 3室2厅 | 116.04平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  雕塑园', '520万', '单价44813元/平米')
('https://image1.ljcdn.com/370200-inspection/e2b10a95-4fc0-453a-abe2-3eab5e43a3c4.jpg.296x216.jpg', '深蓝 精装公寓 直接拎包入住 位置好 交通便利', '深蓝公寓  | 1室1厅 | 50.15平米 | 南 | 其他', '低楼层(共12层)2013年建板塔结合  -  颐中体育场', '76万', '单价15155元/平米')
('https://image1.ljcdn.com/370200-inspection/cbfc8f34-257c-4492-a363-51a9e7bad456.jpg.296x216.jpg', '总价低，2011年新小区，人车分流，上育才，近地铁', '恩马文景园  | 2室2厅 | 126.48平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2011年建板楼  -  崂山CBD', '430万', '单价33998元/平米')
('https://image1.ljcdn.com/370200-inspection/2637a37e-1449-4fc2-874a-c4ec3d5a2d7c.jpg.296x216.jpg', '石湾新苑 多层二楼洋房 双南卧西厅 急售', '石湾新苑  | 2室1厅 | 82.07平米 | 南 | 精装', '低楼层(共6层)2008年建板楼  -  西姜', '230万', '单价28025元/平米')
('https://image1.ljcdn.com/370200-inspection/231bd9e0-0d6a-4daf-9299-99ee0c811fc3.jpg.296x216.jpg', '金岭B区 精装修 三南卧 东厅通透户型 电梯房 双地铁', '金岭花园B区  | 3室2厅 | 145.72平米 | 东 南 北 | 精装 | 有电梯', '低楼层(共19层)2007年建板楼  -  崂山CBD', '588万', '单价40352元/平米')
('https://image1.ljcdn.com/370200-inspection/00f335dd-e239-4931-85b5-aec0d253c5cb4.jpg.296x216.jpg', '金帝山庄162+162平顶楼加阁 山景、海景房 纯实木装修', '金帝山庄  | 5室2厅 | 162.16平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2002年建板楼  -  雕塑园', '828万', '单价51061元/平米')
('https://image1.ljcdn.com/370200-inspection/97c47854-971b-4780-a792-c9884ed434cb.jpg.296x216.jpg', '套二价格买套三，跳楼式降价，急售，业主诚心买房。', '大埠东小区  | 3室1厅 | 102.37平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  北村', '275万', '单价26864元/平米')
('https://image1.ljcdn.com/370200-inspection/4e2da242-e25e-4f0a-aa57-8823be1a94e7.jpg.296x216.jpg', '书香门第 多层顶加阁 满五唯一 精装修 诚意售房', '书香门第  | 6室3厅 | 147.18平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2007年建板楼  -  石老人', '688万', '单价46746元/平米')
('https://image1.ljcdn.com/370200-inspection/8e00860d-6c21-4f3b-816e-6ff106226e7c.JPG.296x216.jpg', '精装修 海景 山景好  东户带地下车位 中间楼层', '山水名园二期  | 3室2厅 | 170.25平米 | 东 南 北 | 精装 | 有电梯', '中楼层(共12层)2009年建板楼  -  石老人', '765万', '单价44934元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload4afcf25c-1035-499c-a9ea-a5a358f739cc.jpg.296x216.jpg', '鲁信长春花园，大户型套二，可改造套三，精装保护好', '鲁信长春花园  | 2室2厅 | 139.56平米 | 南 北 | 精装 | 有电梯', '低楼层(共20层)2006年建板楼  -  颐中体育场', '480万', '单价34394元/平米')
('https://image1.ljcdn.com/370200-inspection/8ef55fdb-885d-425a-821c-0d5b8c107840.jpg.296x216.jpg', '新上套二，不临戒街不靠路，高楼层采光好，南北通透', '鲁信含章花园  | 2室1厅 | 108.23平米 | 南 北 | 其他 | 有电梯', '中楼层(共30层)2012年建板楼  -  北村', '390万', '单价36035元/平米')
('https://image1.ljcdn.com/370200-inspection/1359fef4-b6d9-40f8-ad4f-1c82d78b72fa.jpg.296x216.jpg', '亚麦山城地暖 全明 精装修 依山傍海 元宝户型 带电梯', '亚麦山城二期  | 2室1厅 | 119.99平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建板楼  -  雕塑园', '470万', '单价39170元/平米')
('https://image1.ljcdn.com/370200-inspection/6361514d-a294-4933-a95a-41a8ef6f5383.jpg.296x216.jpg', '不临街不靠路，采光好，交通便利，配套设施齐全。', '温哥华花园  | 3室2厅 | 142.7平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2008年建塔楼  -  北村', '546万', '单价38263元/平米')
('https://image1.ljcdn.com/370200-inspection/6c99580b-aa90-47a9-b87e-87bc55b7af5d.jpg.296x216.jpg', '竹韵山色，精装修，满五年，拎包入住，南北卧公摊小', '竹韵山色一期  | 2室2厅 | 104.16平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2010年建板楼  -  北村', '360万', '单价34563元/平米')
('https://image1.ljcdn.com/370200-inspection/d123e9cc-d669-4173-98ad-84b93924dfec.jpg.296x216.jpg', '东方之珠花园 南向客厅 南北通透 采光充足', '东方之珠花园别墅  | 3室2厅 | 142.82平米 | 南 北 | 其他', '中楼层(共6层)1995年建板楼  -  雕塑园', '510万', '单价35710元/平米')
('https://image1.ljcdn.com/370200-inspection/bd6a112a-8cb7-4c7e-9b2b-4d1439a3b3a3.jpg.296x216.jpg', '锦绣花园 沿海一线套二好房  户型方正 有双气', '锦绣花园  | 2室1厅 | 84平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1998年建板楼  -  西姜', '230万', '单价27381元/平米')
('https://image1.ljcdn.com/370200-inspection/cbac640f-4bbb-4bbd-a18c-e985b72dd264.jpg.296x216.jpg', '百仕凯旋城 经典复式大套二，育才 地铁出行方便。', '百仕凯旋城  | 2室2厅 | 113.8平米 | 南 北 | 其他', '低楼层(共22层)2011年建板楼  -  汽车东站', '440万', '单价38665元/平米')
('https://image1.ljcdn.com/370200-inspection/rsp_pic_upload0b33a99b-be68-4d60-85d3-072a1025a351.jpg.296x216.jpg', '国际花园，大户型套三，人车分流加地暖，看房方便', '国际花园  | 3室2厅 | 205.56平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2009年建板楼  -  崂山CBD', '650万', '单价31621元/平米')
