('https://image1.ljcdn.com/320100-inspection/65e7f4b6-8512-4930-a5fe-7820d6d2678d.jpg.296x216.jpg', '满五年 南北通透 采光足 拎包入住 居家装修', '新天地花园  | 2室1厅 | 59.22平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1999年建板楼  -  月牙湖', '168万', '单价28369元/平米')
('https://image1.ljcdn.com/320100-inspection/7ec4b42f-4d7c-4559-ae51-8dcdf0bbaa77.JPG.296x216.jpg', '中北蔚蓝星座 2室2厅 410万', '中北蔚蓝星座  | 2室2厅 | 110.76平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2007年建板塔结合  -  秦虹', '410万', '单价37017元/平米')
('https://image1.ljcdn.com/320100-inspection/363f8e77-965c-460d-b7f0-a27bd61c849d.jpg.296x216.jpg', '梅花山庄园中苑 3室2厅 438万', '梅花山庄园中苑  | 3室2厅 | 118.62平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  月牙湖', '438万', '单价36925元/平米')
('https://image1.ljcdn.com/320100-inspection/a4258b1e-a989-4511-9d24-480e2bc23b85.JPG.296x216.jpg', '新街口 常府街 封闭小区 地铁口 户部街 洪武路 低楼层', '淮海新村  | 1室1厅 | 41.27平米 | 东 | 简装 | 无电梯', '中楼层(共7层)1991年建板楼  -  新街口', '239万', '单价57912元/平米')
('https://image1.ljcdn.com/320100-inspection/068f21d4-0aee-4598-8566-b2deef4e7bf2.jpg.296x216.jpg', '苜蓿园山庄 2号线地铁 交通便利 生活方便', '苜蓿园山庄  | 2室1厅 | 68.91平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1999年建板楼  -  月牙湖', '215万', '单价31201元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload9b64a367-444a-4f04-9380-281fe8caf259.JPG.296x216.jpg', '精装两房 双卧朝南 采光好 户型方正', '晨光新苑  | 2室1厅 | 81.22平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  洪家园', '305万', '单价37553元/平米')
('https://image1.ljcdn.com/320100-inspection/test-670f0282-622c-4830-a4cc-8b51bc14a4bf.png.296x216.jpg', '卡子门 低楼层 带地下室  采光无遮挡 满五唯一', '龙翔雅苑  | 3室2厅 | 113.08平米 | 南 | 精装 | 无电梯', '低楼层(共7层)2002年建板塔结合  -  洪家园', '360万', '单价31836元/平米')
('https://image1.ljcdn.com/320100-inspection/f916fefc-bbc1-4de0-9003-89d89e7714ec.jpg.296x216.jpg', '小区里面70年产权带天然气住宅', '金陵尚府  | 1室1厅 | 41.23平米 | 南 | 毛坯 | 有电梯', '低楼层(共26层)2009年建板楼  -  大光路', '180万', '单价43658元/平米')
('https://image1.ljcdn.com/320100-inspection/bbbfabe4-3644-47d3-8823-031813a34246.JPG.296x216.jpg', '秦淮 精装修三房 电梯视野好 小区环境优美 房龄新', '中北蔚蓝星座  | 3室2厅 | 134.39平米 | 南 北 | 精装 | 有电梯', '中楼层(共23层)2007年建板塔结合  -  秦虹', '505万', '单价37578元/平米')
('https://image1.ljcdn.com/320100-inspection/8e63f631-4b81-4801-ae60-a9b72cf3fda3.jpg.296x216.jpg', '张公桥小区 拎包入住 设施齐 采光好', '张公桥小区  | 3室1厅 | 106.06平米 | 南 | 其他 | 有电梯', '高楼层(共7层)1998年建板楼  -  朝天宫', '275万', '单价25929元/平米')
('https://image1.ljcdn.com/320100-inspection/6be6df35-32fd-40ed-8639-41cce32ad5a0.JPG.296x216.jpg', '朝南采光好 厨房卫生间有窗户 户型方正 拎包入住', '城开国际  | 1室1厅 | 46.74平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2008年建塔楼  -  新街口', '268万', '单价57339元/平米')
('https://image1.ljcdn.com/320100-inspection/4e3277e0-e783-4aee-bc8a-54759658586a.jpg.296x216.jpg', '光华路海福巷天坛新村小两房居家装修双卧朝南', '天坛新村  | 2室1厅 | 51.96平米 | 南 | 其他 | 有电梯', '高楼层(共7层)1990年建板塔结合  -  月牙湖', '148万', '单价28484元/平米')
('https://image1.ljcdn.com/320100-inspection/a025ae22-611a-404e-8d8c-2d4f4da6b778.jpg.296x216.jpg', '光华路 三房 满五年 采光好 小区刚出新', '天坛新村  | 3室1厅 | 77.24平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)1990年建板塔结合  -  月牙湖', '200万', '单价25894元/平米')
('https://image1.ljcdn.com/320100-inspection/b4d1ea59-80bc-4446-b4ab-8016bfb9394a.jpg.296x216.jpg', '满五年 中间楼层 生活方便 苜蓿园东街 月牙湖', '卫桥新村  | 2室1厅 | 57.02平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)1985年建板楼  -  月牙湖', '185万', '单价32445元/平米')
('https://image1.ljcdn.com/320100-inspection/9caacf1e-c621-475f-9d2d-e47c5da10114.jpg.296x216.jpg', '张公桥小区 三开间朝南 电梯房 2000年房龄', '张公桥小区  | 3室1厅 | 96.88平米 | 南 | 其他 | 有电梯', '高楼层(共30层)1998年建板楼  -  朝天宫', '340万', '单价35095元/平米')
('https://image1.ljcdn.com/320100-inspection/622b03ab-ce0f-4b1a-a7d1-c3dabedae541.JPG.296x216.jpg', '白鹭洲小区旁朝南全明好房总价低', '长白街  | 2室1厅 | 56.35平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  五老村', '180万', '单价31944元/平米')
('https://image1.ljcdn.com/320100-inspection/4f14a48a-9647-4d1a-9a83-5781e2958ea3.JPG.296x216.jpg', '2005年商品房 居家精装 南北通透 客厅带阳台', '宇秦园  | 2室1厅 | 59.75平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2005年建板楼  -  洪家园', '190万', '单价31800元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadbf5139ba-bcd4-4282-9d29-8a937b559161.JPG.296x216.jpg', '卖房换房业主诚售南北通透采光好 北卧8平方赠送面积', '大光里小区  | 2室2厅 | 58.9平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1993年建板塔结合  -  大光路', '180万', '单价30561元/平米')
('https://image1.ljcdn.com/320100-inspection/test-89b72669-2f9a-4ac5-ad64-178e190b795f.png.296x216.jpg', '双南 满五 采光充足 通风好 居家装修拎包入住', '金粟庵路  | 2室1厅 | 61.07平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1994年建板楼  -  来凤里', '175万', '单价28656元/平米')
('https://image1.ljcdn.com/320100-inspection/03874e8b-0656-492a-9fb9-4e06b8f697d2.jpg.296x216.jpg', '朗诗熙园 朝南 单室套 业主诚售有燃气 70年产权 精装', '朗诗熙园  | 1室1厅 | 46.45平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2004年建板楼  -  新街口', '189万', '单价40689元/平米')
('https://image1.ljcdn.com/320100-inspection/c73b9006-b5d0-4d3d-931c-135767611828.JPG.296x216.jpg', '大明路 秦虹 中间楼层 三居室 满五年 双阳台', '康安里小区  | 3室1厅 | 85.18平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  秦虹', '265万', '单价31111元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload37b525c1-a217-4531-bc42-8ecb0c0f1b5b.JPG.296x216.jpg', '一中施教区 双南户型 房龄新 地段好', '御河苑  | 3室2厅 | 101.23平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  大光路', '337万', '单价33291元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload7320802b-7f6d-4b0d-9acc-c33134ee43aa.jpg.296x216.jpg', '满五年 南北通透 采光充足 小区环境好', '水榭华庭  | 2室1厅 | 78.74平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板塔结合  -  长乐路', '280万', '单价35561元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadbd54bff7-8dce-4056-a167-c3c3e661f213.JPG.296x216.jpg', '跃层 带大露台 两个储藏间 小区环境优美', '水榭华庭  | 3室2厅 | 111.29平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板塔结合  -  长乐路', '398万', '单价35763元/平米')
('https://image1.ljcdn.com/320100-inspection/e8d9b5cc-b26d-48c5-bc7b-e1aca0ddb5c3.JPG.296x216.jpg', '新街口 成型小区 带电梯 可停车 住家装修 采光好', '游府新村  | 2室2厅 | 90.89平米 | 南 | 其他 | 有电梯', '低楼层(共9层)1993年建板楼  -  新街口', '650万', '单价71516元/平米')
('https://image1.ljcdn.com/320100-inspection/3f8953de-95c1-4c27-a007-4293e9360f9c.JPG.296x216.jpg', '南北带阁楼，南北通透，南部新城，无土地收益', '汇景家园汇满苑  | 2室1厅 | 56.87平米 | 南 北 | 其他', '高楼层(共6层)板塔结合  -  洪家园', '178万', '单价31300元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadaa528f77-74ec-423b-aad6-f893d73547c0.JPG.296x216.jpg', '秦虹小区 三房 一楼带大院子已经开门 采光不挡', '武定新村  | 3室1厅 | 56.44平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  秦虹', '178万', '单价31538元/平米')
('https://image1.ljcdn.com/320100-inspection/e6160dea-4d26-48b5-98f4-9bb5d36efa06.jpg.296x216.jpg', '月牙湖 苜蓿园 紫金山 中间楼层 3房', '苜卫路25号  | 3室1厅 | 75.08平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1983年建板楼  -  月牙湖', '215万', '单价28637元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload64a6d811-ba7d-4530-9afc-f7e172ff1d1c.jpg.296x216.jpg', '苜蓿园 月牙湖 富丽山庄 户型方正 总价低 诚心急售', '富丽山庄  | 2室2厅 | 90.73平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1997年建板楼  -  月牙湖', '276万', '单价30420元/平米')
('https://image1.ljcdn.com/320100-inspection/test-0f3b2067-5bdd-4f2a-9775-d48ca213b440.png.296x216.jpg', '南部新城 双南两房 看房方便 卡子门 低楼层', '春光里  | 2室1厅 | 65.85平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2001年建板楼  -  洪家园', '199万', '单价30221元/平米')
('https://image1.ljcdn.com/320100-inspection/7c85f25f-a307-45e5-a722-97f86d5aee9b.JPG.296x216.jpg', '满五年 精装修 配套成熟 交通便利', '雅居乐花园  | 3室2厅 | 146.36平米 | 南 北 | 其他 | 有电梯', '中楼层(共26层)2009年建板塔结合  -  秦虹', '698万', '单价47691元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload3ac69fd9-50d9-4a31-919b-4e7109838044.jpg.296x216.jpg', '双卧朝南 精装修 满五年 配套齐全', '钓鱼台  | 3室2厅 | 84.64平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1985年建板楼  -  来凤里', '252万', '单价29774元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload240f6990-e186-4af9-b418-0d3a1df847ba.JPG.296x216.jpg', '乔虹苑 两房 满五 无个税 高楼层', '乔虹苑  | 2室1厅 | 48.84平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)1992年建板楼  -  秦虹', '130万', '单价26618元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload87316d1d-4b1f-4d80-9f23-f2a019a9c589.JPG.296x216.jpg', '康居里 3室1厅 190万', '康居里  | 3室1厅 | 64.5平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1996年建板楼  -  秦虹', '190万', '单价29458元/平米')
('https://image1.ljcdn.com/320100-inspection/6cd44dc5-849d-4e60-a2c8-a9d4f727df08.jpg.296x216.jpg', '长乐公寓 2000年商品房 四室两厅 三山街地铁', '实辉巷  | 4室1厅 | 111.78平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)1990年建板楼  -  长乐路', '358万', '单价32028元/平米')
('https://image1.ljcdn.com/320100-inspection/d5a00661-4431-452f-8df7-35a736be6106.jpg.296x216.jpg', '满五年 南北通透 出行方便 居家装修', '万达紫金明珠  | 2室2厅 | 83.34平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2005年建板楼  -  月牙湖', '255万', '单价30598元/平米')
('https://image1.ljcdn.com/320100-inspection/24f921c8-150b-473e-8f29-a24d5e8f4e8b.JPG.296x216.jpg', '酒店式公寓 精装修 高楼层 电梯房', '雅居乐花园  | 1室1厅 | 55.94平米 | 南 | 其他 | 有电梯', '高楼层(共11层)2010年建板塔结合  -  秦虹', '220万', '单价39328元/平米')
('https://image1.ljcdn.com/320100-inspection/f5e2fdec-b9c4-4534-a1b5-1b8ecf8746c0.JPG.296x216.jpg', '高虹苑 1室1厅 107万', '高虹苑  | 1室1厅 | 38.88平米 | 南 北 | 其他 | 有电梯', '高楼层(共7层)1992年建板楼  -  秦虹', '107万', '单价27521元/平米')
('https://image1.ljcdn.com/320100-inspection/30352a06-2a03-460f-a72b-e54814730045.jpg.296x216.jpg', '月牙湖 苜蓿园地铁 紫金城菜场旁 2房', '紫金城东区  | 2室2厅 | 75.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  月牙湖', '268万', '单价35310元/平米')
('https://image1.ljcdn.com/320100-inspection/test-ad9a18d0-8e6a-4ce7-8ac4-50617bffb75a.png.296x216.jpg', '人车分流 小区环境好 户型方正 业主诚卖 有钥匙', '鸿意星城  | 3室2厅 | 130.08平米 | 南 北 | 其他 | 有电梯', '高楼层(共10层)2007年建板楼  -  月牙湖', '390万', '单价29982元/平米')
('https://image1.ljcdn.com/320100-inspection/c37017bf-005c-438d-9f25-eb71405728d0.jpg.296x216.jpg', '此房满五年唯一 税费少 中间楼层 采光无遮挡', '二十八所(南)  | 3室1厅 | 72.75平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1979年建板楼  -  月牙湖', '251万', '单价34502元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload8bac5b58-c1ab-40ba-9e82-3168a421506f.JPG.296x216.jpg', '南部新城 电梯两房 精装修 采光好 视野开阔', '赞成领尚  | 2室1厅 | 65.4平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2012年建板楼  -  洪家园', '200万', '单价30582元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload9b48f3f4-82a2-4530-8ffa-9b6c7e53d3f7.JPG.296x216.jpg', '南部新城 洪家园 中医院 大明路 配套成熟 交通便利', '曙光里  | 3室1厅 | 80.93平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2002年建板塔结合  -  洪家园', '260万', '单价32127元/平米')
('https://image1.ljcdn.com/320100-inspection/714473c8-18f7-40a8-9954-2f52605f83a1.JPG.296x216.jpg', '三初钟英 小火瓦巷 游小分校 新街口地铁 洪武路 全明', '新大都大厦  | 3室2厅 | 233.51平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2004年建板楼  -  新街口', '635万', '单价27194元/平米')
('https://image1.ljcdn.com/320100-inspection/e3207e9c-11a3-4b2e-8116-636953286d61.JPG.296x216.jpg', '南部新城，洪家园，永乐路，居家装修，交通方便。', '春光里  | 3室2厅 | 133平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  洪家园', '388万', '单价29173元/平米')
('https://image1.ljcdn.com/320100-inspection/7fdb2116-0099-4a5a-9fc1-033da5cf2857.JPG.296x216.jpg', '满五年无增值税 交通配套 生活方便 位置好', '武定新村  | 2室1厅 | 65.67平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1992年建板楼  -  秦虹', '171万', '单价26040元/平米')
('https://image1.ljcdn.com/320100-inspection/48b200df-dbcc-496f-bb71-8ab74fb67315.JPG.296x216.jpg', '常府街 八一医院   一梯两户 双南 三房  中间楼层', '九莲塘  | 3室1厅 | 84.29平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1992年建板楼  -  常府街', '299万', '单价35473元/平米')
('https://image1.ljcdn.com/320100-inspection/c5d24fea-4d41-45d7-860c-6867a888ade7.jpg.296x216.jpg', '三山街 来凤新村 3房 采光好 交通便利', '来凤新村  | 3室1厅 | 89.04平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)1998年建板楼  -  来凤里', '318万', '单价35715元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload573a50a3-2c34-4465-91dd-274f0983a2c6.jpg.296x216.jpg', '钟英新上双南一北三房 钟英 独立客厅采光好小区才出新', '王府园小区  | 3室1厅 | 70.61平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  升州路', '279万', '单价39513元/平米')
('https://image1.ljcdn.com/320100-inspection/test-57dc9731-7315-49eb-9f6d-b1f25f8c5999.png.296x216.jpg', '黄鹂新村，户型房正，南北通透，采光好', '黄鹂新村  | 3室1厅 | 76.44平米 | 南 | 其他 | 有电梯', '中楼层(共7层)1989年建板楼  -  朝天宫', '240万', '单价31398元/平米')
('https://image1.ljcdn.com/320100-inspection/42704f39-e0f4-4d30-b77f-6212968c1c7e.JPG.296x216.jpg', '大明路 夫子庙 节制闸 民航楼 边户全明 南北通透', '莺虹苑  | 2室2厅 | 76.11平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)1993年建板楼  -  秦虹', '208万', '单价27329元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload97efac39-ee21-48ca-880e-a40bacb11bcc.JPG.296x216.jpg', '五老村 大行宫地铁 房龄新 小区干净整洁 楼上有储物间', '二条巷  | 2室1厅 | 57.39平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1988年建板楼  -  五老村', '210万', '单价36592元/平米')
('https://image1.ljcdn.com/320100-inspection/19bd58ea-a425-4df1-9fda-5a9131f1eb5d.jpg.296x216.jpg', '钟英三初 火瓦巷 白下路 常府街 张府园 电梯房', '洪宇大厦  | 3室1厅 | 136.61平米 | 东 北 东北 | 其他 | 有电梯', '高楼层(共25层)2000年建板楼  -  新街口', '546万', '单价39968元/平米')
('https://image1.ljcdn.com/320100-inspection/f689745b-f3b9-4693-94ee-461912e5a812.JPG.296x216.jpg', '三初钟英 小火瓦巷 游小分校 全明户型 新街口地铁', '新大都大厦  | 3室1厅 | 133.7平米 | 南 | 简装 | 有电梯', '中楼层(共22层)2004年建板楼  -  新街口', '365万', '单价27300元/平米')
('https://image1.ljcdn.com/320100-inspection/d96ead74-4667-4d2a-8747-885178108931.jpg.296x216.jpg', '新街口 配套成熟 房龄新 住宅公寓 户型方正', '城开国际  | 1室1厅 | 41.61平米 | 南 西 北 | 其他 | 有电梯', '低楼层(共33层)2008年建塔楼  -  新街口', '238万', '单价57198元/平米')
('https://image1.ljcdn.com/320100-inspection/f25dd2a3-6106-4fcc-993c-1ed0f9190ce0.jpg.296x216.jpg', '石杨路 紫杨佳园 新小区 户型方正 采光充足 交通便利', '紫杨佳园  | 2室1厅 | 86.02平米 | 南 北 | 其他 | 有电梯', '高楼层(共14层)2014年建板楼  -  月牙湖', '190万', '单价22088元/平米')
('https://image1.ljcdn.com/320100-inspection/86dc8de6-4130-4f6a-8fe6-5978a6a8072a.jpg.296x216.jpg', '双南一北 采光好视野佳 满五年不唯一 居家装修', '淮海新村  | 3室1厅 | 70.72平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1991年建板楼  -  新街口', '350万', '单价49491元/平米')
('https://image1.ljcdn.com/320100-inspection/045fe1ce-62dd-4706-9acb-6bc62b426157.JPG.296x216.jpg', '秦虹路 节制闸南 武定新村小区 交通便利 环境优美', '武定新村  | 2室1厅 | 62.92平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  秦虹', '218万', '单价34648元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload30ce4432-4db2-412c-ac4b-44241beeb1ad.jpg.296x216.jpg', '南北通透 户型方正 精装 小区中间 景观房', '万达紫金明珠  | 4室2厅 | 149.12平米 | 南 北 | 其他 | 有电梯', '低楼层(共9层)2005年建板楼  -  月牙湖', '435万', '单价29172元/平米')
