('https://image1.ljcdn.com/310000-inspection/test-1b985316-fcfb-4d1c-92e6-eb684c06bd34.png.296x216.jpg', '精装大三房，满五唯一，品质小区配套齐全，人车分流，', '品尊国际  | 3室2厅 | 153.16平米 | 南 北 | 精装 | 有电梯', '低楼层(共36层)2011年建板楼  -  真如', '1220万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/test-2e0385c9-f650-439c-8466-5e15c23478ab.png.296x216.jpg', '宜川一村一楼带天井的房子，有钥匙， 满五唯一', '宜川一村  | 2室1厅 | 48.34平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1981年建板楼  -  甘泉宜川', '255万', '单价52752元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170714/397fd044-9fd4-42d5-a99e-834dabf91958.jpg.296x216.jpg', '售后公房，满五年不唯一，1%个税，产权2人 户口2人', '东泉苑小区  | 2室1厅 | 66.19平米 | 南 | 精装 | 有电梯', '低楼层(共12层)1994年建塔楼  -  甘泉宜川', '365万', '单价55145元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5bd51052-b1c0-44ce-b450-96b8dd5ec359.png.296x216.jpg', '小户型一室一厅，交通便利，上下班方便', '宜川六村  | 1室1厅 | 33.92平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  甘泉宜川', '160万', '单价47170元/平米')
('https://image1.ljcdn.com/310000-inspection/b37426fe-1080-4e62-8a44-dbd0e16ff134.jpg.296x216.jpg', '长寿路总高8层带电梯，一梯二户南 北通，03年竣工', '天纪公寓  | 3室2厅 | 136.96平米 | 南 | 简装 | 有电梯', '低楼层(共8层)2003年建板楼  -  长寿路', '870万', '单价63523元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload24e4177b-c218-43ff-90fe-8a13d9cb94e6.jpg.296x216.jpg', '链+家 桃浦五村迎春苑  地铁口350米 南北通两房', '桃浦五村迎春苑  | 2室1厅 | 64.51平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  桃浦', '245万', '单价37979元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d348d223-0186-4e01-9b28-c0305eb7dd61.png.296x216.jpg', '飞机户型，得房率高，采光好，诚意出售！！！', '上海豪园  | 3室2厅 | 102.17平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  长征', '670万', '单价65577元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170531/dc7680c0-ee3f-4b6a-918a-47f2319793b2.jpg.296x216.jpg', '满五唯一！精致三房！南北通透！全明户型！一梯两户！', '澳门小区  | 3室1厅 | 77.08平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  长寿路', '610万', '单价79139元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploaddd38084b-d6c3-47de-9492-bbc66296a9f6.jpg.296x216.jpg', '南北通透+楼层好+视野宽阔+采光充足+对晋元', '大华颐和华城(公寓)  | 4室3厅 | 187.19平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2004年建板楼  -  万里', '1150万', '单价61435元/平米')
('https://image1.ljcdn.com/310000-inspection/bc0c76d9-c424-4eff-8a3a-e5e07eebcccd.jpg.296x216.jpg', '地铁500米+朝霞新苑南北通两房+楼层好+位置佳，急售', '朝霞新苑  | 2室2厅 | 94.73平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  长征', '540万', '单价57005元/平米')
('https://image1.ljcdn.com/310000-inspection/7e04fa13-578f-4d96-bd6c-6d3656e9922f.jpg.296x216.jpg', '有产权车位，精装三房，电梯高区景观房', '大华颐和华城(公寓)  | 3室2厅 | 116平米 | 南 北 | 精装 | 有电梯', '高楼层(共13层)2009年建板楼  -  万里', '750万', '单价64656元/平米')
('https://image1.ljcdn.com/310000-inspection/60df7522-1b1c-4328-8a28-e17631c67c83.JPG.296x216.jpg', '采光充足，交通便利，单价低，近地铁11号线，满五唯一', '东江海  | 3室1厅 | 72.83平米 | 南 | 简装', '高楼层(共7层)板楼  -  真如', '370万', '单价50804元/平米')
('https://image1.ljcdn.com/310000-inspection/773741ba-734d-44ae-875e-f52d8e31f878.jpg.296x216.jpg', '赠送大露台+全南户型+业主出国急售+看房随时', '中远两湾城  | 2室2厅 | 107.65平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2006年建板楼  -  中远两湾城', '730万', '单价67813元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a6f6b24e-86f1-4c06-853e-f7e2ae9f40e5.png.296x216.jpg', '大三房，一楼带花园，满五唯一，看房方便，诚意出售', '大华清水湾  | 3室2厅 | 145.78平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共11层)2002年建板楼  -  武宁', '1000万', '单价68597元/平米')
('https://image1.ljcdn.com/310000-inspection/1bad4456-6a55-434e-be01-1be691a06ffa.jpg.296x216.jpg', '秋月枫舍二期 经典两房，3 4 7号线步行300米 置换诚售', '秋月枫舍  | 2室2厅 | 102.32平米 | 西南 | 其他 | 有电梯', '高楼层(共22层)2004年建板楼  -  光新', '765万', '单价74766元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170814/addd5f12-318c-460f-862c-bab9692b1255.jpg.296x216.jpg', '满五年唯一，两房朝南，一房朝北，厅是南北通', '申汉小区  | 3室2厅 | 131.77平米 | 南 | 精装 | 有电梯', '中楼层(共31层)塔楼  -  长风', '650万', '单价49329元/平米')
('https://image1.ljcdn.com/310000-inspection/6819f230-acd4-4061-bdf2-4b8612c14096.JPG.296x216.jpg', '苏州河畔次新房，交通便利，园林景观小区，人车分流', '华府樟园  | 1室2厅 | 87.88平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2011年建塔楼  -  武宁', '870万', '单价98999元/平米')
('https://image1.ljcdn.com/310000-inspection/852add25-92fb-4bb5-9992-90a209c5a1d0.jpg.296x216.jpg', '2013年地铁次新房，楼层佳，位置好，业主诚意出售', '安居锦竹苑  | 1室1厅 | 56.76平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2013年建塔楼  -  桃浦', '248万', '单价43693元/平米')
('https://image1.ljcdn.com/310000-inspection/e6e2dff8-602f-4db3-9238-a0df5ac121db.JPG.296x216.jpg', '南北小2房仅195万，满五唯一，税费少，适宜买进/自住', '甘泉二村  | 2室0厅 | 40.49平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)1982年建板楼  -  甘泉宜川', '195万', '单价48161元/平米')
('https://image1.ljcdn.com/310000-inspection/test-22a75d53-4994-4302-9e79-68c8867cc62c.png.296x216.jpg', '两房朝南，厅朝南，全明户型，精装修，采光好，有赠送', '众源公寓  | 2室1厅 | 98平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2004年建塔楼  -  甘泉宜川', '560万', '单价57143元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171118/25f90da6-b84a-42d2-908e-88f03d5048ee.jpg.296x216.jpg', '一梯两户 全面户型 两南一北大三房 业主诚意出售', '清涧三街坊  | 3室2厅 | 117.79平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  真光', '410万', '单价34808元/平米')
('https://image1.ljcdn.com/310000-inspection/9752c7e8-4e3f-465a-9a5e-666246ce9122.jpg.296x216.jpg', '精装修两房南北通透送30平大露台 采光好 近地铁13号', '金沙嘉年华  | 2室2厅 | 80.78平米 | 南 北 | 精装 | 有电梯', '低楼层(共13层)2004年建板楼  -  长征', '558万', '单价69077元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadf4b2ac49-0377-4219-aadb-94d9a617840c.jpg.296x216.jpg', '阳光威尼斯(二期) 1室2厅 385万', '阳光威尼斯(二期)  | 1室2厅 | 76.52平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2005年建板楼  -  真光', '385万', '单价50314元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161127/26604374-b40c-46fb-938f-b330300a94c2.jpg.296x216.jpg', '采光好、满二唯一、朝南一室户、地段好', '岚皋路300弄  | 1室1厅 | 49.1平米 | 西南 | 精装 | 无电梯', '高楼层(共7层)1986年建板楼  -  光新', '295万', '单价60082元/平米')
('https://image1.ljcdn.com/310000-inspection/354c7579-ce6c-43a5-bbdd-ea151e010901.jpg.296x216.jpg', '真南路822弄510支弄 3室1厅 360万', '真南路822弄510支弄  | 3室1厅 | 92平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)1994年建板楼  -  桃浦', '360万', '单价39131元/平米')
('https://image1.ljcdn.com/310000-inspection/435c4fc8-ea02-48bc-82ba-3eae4789cc21.jpg.296x216.jpg', '阳光世家三期电梯两房，诚意出售，交通便利，配套成熟', '运旺新村阳光世家  | 2室2厅 | 93.78平米 | 南 | 精装 | 有电梯', '中楼层(共12层)1999年建板楼  -  长征', '520万', '单价55449元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada9089fcd-716d-4fdc-9b2f-877521afbdae.jpg.296x216.jpg', '双南两房，采光好，地铁口，房型正气，总价低', '真北二街坊  | 2室1厅 | 51.36平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1992年建板楼  -  真如', '295万', '单价57438元/平米')
('https://image1.ljcdn.com/310000-inspection/33f3a93d-8ec6-49ee-a785-1247dc97072e.JPG.296x216.jpg', '长风一村景观长风公园，天然氧吧，婚房好房，总价低，', '长风一村小区  | 1室1厅 | 40.86平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1980年建板楼  -  长风', '228万', '单价55801元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171021/c0cd0a7a-af62-4ca7-a01c-953ed18d3e8f.jpg.296x216.jpg', '1梯2户，南北通透，，户型正气采光棒，出门就地铁', '海普苑  | 3室2厅 | 133.35平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2002年建板楼  -  真光', '810万', '单价60743元/平米')
('https://image1.ljcdn.com/310000-inspection/633ad690-1af3-4bae-8a65-260009976ecd.jpg.296x216.jpg', '采光好交通便利 文明小区 全明格局好', '南泉苑  | 1室1厅 | 45.41平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1990年建板楼  -  甘泉宜川', '228万', '单价50210元/平米')
('https://image1.ljcdn.com/310000-inspection/27f095cb-2a6c-4c1d-b4b3-99087d2438c5.jpg.296x216.jpg', '99弄高区沿河景观房，全南户型，中式装修，采光充足！', '中远两湾城  | 2室2厅 | 96.92平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2003年建板楼  -  中远两湾城', '790万', '单价81511元/平米')
('https://image1.ljcdn.com/310000-inspection/3949cf93-fa21-4b78-a351-1e3e4df05865.jpg.296x216.jpg', '一房一厅，带大阳台，满五，税费少，看房方便！', '石泉路97弄  | 1室1厅 | 45.76平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1993年建板楼  -  光新', '250万', '单价54633元/平米')
('https://image1.ljcdn.com/310000-inspection/test-337ed419-bc2c-4a0d-8192-b938d9d9f419.png.296x216.jpg', '内环内 隆德路地铁口  隆德小区一居室 可改两房', '隆德小区  | 1室2厅 | 43.98平米 | 西 北 | 简装 | 有电梯', '高楼层(共7层)1989年建板楼  -  武宁', '230万', '单价52297元/平米')
('https://image1.ljcdn.com/310000-inspection/test-a5127eb4-0451-4f2a-a536-a03227e3e437.png.296x216.jpg', '桃浦七村雪松苑，装修好，诚意出售', '桃浦七村雪松苑  | 1室1厅 | 42.74平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  桃浦', '180万', '单价42116元/平米')
('https://image1.ljcdn.com/310000-inspection/985b3e71-13ca-4664-8447-57cad468e5d7.jpg.296x216.jpg', '内环内，双南两房，三楼，看房方便', '平江盛世家园  | 2室1厅 | 68.91平米 | 南 | 简装 | 有电梯', '中楼层(共7层)1996年建板楼  -  甘泉宜川', '390万', '单价56596元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbc77b837-1a8b-43f5-b233-95f8c68cd80d.JPG.296x216.jpg', '沿河南北通，赠双阳台!钥匙房随时看，精装，拎包即住', '中远两湾城  | 1室2厅 | 65.26平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2003年建板楼  -  中远两湾城', '554万', '单价84892元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161006/7a029a46-d771-43b5-8786-541f6afa0e9d.jpg.296x216.jpg', '地势好,阳光好,全明户型,小区环境好,实际面积大,', '星梅花苑  | 2室2厅 | 87.64平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1994年建板楼  -  长征', '530万', '单价60475元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload5848e1f9-2e5e-488b-8466-27acbecbd9d9.jpg.296x216.jpg', '绿翡翠家园 1室2厅 355万', '绿翡翠家园  | 1室2厅 | 69.61平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  真如', '355万', '单价50999元/平米')
('https://image1.ljcdn.com/310000-inspection/565e0c88-c09f-47e1-9b37-75aa653e4a25.jpg.296x216.jpg', '四楼复试！楼上一层是赠送面积！带露台！看房方便！', '桃浦二村永汇新苑  | 4室2厅 | 100.22平米 | 南 北 | 其他 | 无电梯', '高楼层(共4层)2003年建板楼  -  桃浦', '490万', '单价48893元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload56002f53-41e5-40d2-8323-af874ed387ef.jpg.296x216.jpg', '附赠面积，15号线地铁（在建）预计2019年通车', '中环名品公馆  | 2室2厅 | 86.92平米 | 南 | 精装', '中楼层(共38层)2013年建板楼  -  桃浦', '670万', '单价77083元/平米')
('https://image1.ljcdn.com/310000-inspection/0b81acb4-10f1-4a21-847b-f5c252c20cc4.jpg.296x216.jpg', '新出中区方正一房 三阳台设计  实用实惠', '中远两湾城  | 1室2厅 | 62.36平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2003年建板楼  -  中远两湾城', '525万', '单价84189元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170827/2ff1ae4f-f46c-4ea6-acb9-5153dd66bdf2.jpg.296x216.jpg', '精装修3房。诚意出售。看房方便', '恒盛鼎城圣都汇  | 3室2厅 | 135平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共16层)2012年建板楼  -  桃浦', '780万', '单价57778元/平米')
('https://image1.ljcdn.com/310000-inspection/9b29dcb3-bf83-444d-87af-737f8d3c0b99.jpg.296x216.jpg', '满五唯一  近地铁 楼层好 户型好 采光好', '桃浦五村杜鹃苑  | 1室1厅 | 41.7平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  桃浦', '175万', '单价41967元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b3865727-89a9-495d-a787-884ba6f5526d.png.296x216.jpg', '安居古浪新苑 2室1厅 340万', '安居古浪新苑  | 2室1厅 | 65.12平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  桃浦', '340万', '单价52212元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4a790c6f-7687-4eff-837a-2f59346d8fa2.png.296x216.jpg', '车站新村电梯3房，3室1厅 405万 看中价格可谈', '车站新村(普陀)  | 3室2厅 | 84.87平米 | 东 | 简装 | 有电梯', '中楼层(共18层)1996年建塔楼  -  真如', '405万', '单价47721元/平米')
('https://image1.ljcdn.com/310000-inspection/5605542f-536c-49b0-b2a0-7ef16f37c0a1.JPG.296x216.jpg', '小区位置好+诚意出售随时看房+两间卧室朝南！', '新长征花苑  | 2室1厅 | 56.93平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  长征', '335万', '单价58845元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload30f0495a-81b2-46e8-8958-f916d1168431.jpg.296x216.jpg', '真光第四小区 带10平阳光房， 低楼层 满五唯一 位置棒', '真光第四小区  | 1室1厅 | 52平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1996年建板楼  -  真光', '258万', '单价49616元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161203/8094afed-befc-475b-9d26-fbf624cd5c2e.jpg.296x216.jpg', '南北通透一室户，精装，拎包入住', '华阴小区  | 1室1厅 | 39.87平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1986年建板楼  -  甘泉宜川', '200万', '单价50164元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/c533e784-cd36-4126-aa80-87410a67a34a.jpg.296x216.jpg', '满五唯一，税费低，厅和主卧南北通透，采光好景观房。', '象源丽都  | 2室2厅 | 123.09平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2010年建板楼  -  长征', '830万', '单价67431元/平米')
('https://image1.ljcdn.com/310000-inspection/3b8e5a7c-7f8a-414b-9bfb-3d30e291f8ff.jpg.296x216.jpg', '精装两房诚心 出售看房方便 房东诚心出售', '紫腾苑小区  | 2室1厅 | 54.58平米 | 南 | 其他 | 有电梯', '低楼层(共7层)1998年建板楼  -  桃浦', '235万', '单价43057元/平米')
('https://image1.ljcdn.com/310000-inspection/34e98b44-cdfb-424c-8cf4-a920ab7b9b0b.JPG.296x216.jpg', '你想要的私人订制户型/科技与未来的家//你值得拥有', '中鹰黑森林  | 3室2厅 | 203平米 | 南 | 精装 | 有电梯', '中楼层(共24层)板楼  -  万里', '2090万', '单价102956元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload18eedd42-90fd-4a38-8561-e067707768a7.jpg.296x216.jpg', '中间位置安静+高区景观房+正气全明户型+厅带外阳台！', '中远两湾城  | 1室2厅 | 75.31平米 | 南 | 精装 | 有电梯', '中楼层(共34层)2006年建板楼  -  中远两湾城', '615万', '单价81663元/平米')
('https://image1.ljcdn.com/310000-inspection/ab5e432f-c260-40fa-945e-b63f2488e64d.jpg.296x216.jpg', '南北通透。两房两厅两卫两阳台，采光无遮挡', '阳光威尼斯(二期)  | 2室2厅 | 110.82平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2005年建板楼  -  真光', '483万', '单价43585元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170918/fc1ef4e8-878d-4a22-ae5d-2a1ba3107fe0.jpg.296x216.jpg', '东泉苑小区 2室1厅 460万', '东泉苑小区  | 2室1厅 | 85.47平米 | 东南 | 简装 | 有电梯', '低楼层(共14层)1997年建塔楼  -  甘泉宜川', '460万', '单价53821元/平米')
('https://image1.ljcdn.com/310000-inspection/d17ac8f5-4f62-4aeb-8ce6-931adb00c5e9.jpg.296x216.jpg', '真+双南两房+低税+生活便捷+配套完善+楼层好+采光好', '普陀四村  | 2室1厅 | 51.44平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1984年建板楼  -  武宁', '375万', '单价72901元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e7e54335-8112-4f27-8441-34da3b285fc9.png.296x216.jpg', '新宜小区 1室1厅 220万', '新宜小区  | 1室1厅 | 41.59平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1985年建板楼  -  甘泉宜川', '220万', '单价52898元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170530/dba16066-097b-4bb1-83cd-44c4a69b2f13.jpg.296x216.jpg', '近地铁，精装朝南小户型，朝南，采光不遮挡', '澳门小区  | 1室1厅 | 34.22平米 | 暂无数据 | 精装 | 无电梯', '低楼层(共6层)板楼  -  长寿路', '350万', '单价102280元/平米')
