('https://image1.ljcdn.com/210100-inspection/b0b07c26-f931-4099-9816-cd34f1dc3853.jpg.296x216.jpg', '大东 大华水岸 精装三室 装修好 拎包入住', '大华水岸府邸  | 3室2厅 | 134.8平米 | 南 北 | 其他', '中楼层(共18层)2006年建板楼  -  大东区', '144万', '单价10683元/平米')
('https://image1.ljcdn.com/210100-inspection/1abbe66f-abaf-4801-b509-a734ea9297f7.JPG.296x216.jpg', '可久小区 南向一室 不把不临 模范小区', '可久小区  | 1室1厅 | 38.7平米 | 南 | 简装', '高楼层(共8层)1997年建暂无数据  -  大东区', '26万', '单价6719元/平米')
('https://image1.ljcdn.com/210100-inspection/09042995-954a-4aea-8133-a997b1ba03e1.jpg.296x216.jpg', '大东骨科 东方俪城 中等楼层 无遮挡 采光好', '万恒东方俪城四期  | 1室2厅 | 69.16平米 | 南 | 精装', '中楼层(共12层)2005年建板楼  -  大东区', '67万', '单价9688元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload5b1a568c-b53a-4933-987b-b7a96c5a529f.jpg.296x216.jpg', '俪城星座 小单间 中高楼层 视野宽广 拎包入住', '万恒东方俪城星座  | 1室1厅 | 48平米 | 东 | 简装', '中楼层(共22层)2005年建塔楼  -  大东区', '35万', '单价7292元/平米')
('https://image1.ljcdn.com/210100-inspection/7027cc3c-e05e-4083-bd98-3206e10e26de.JPG.296x216.jpg', '大东区 城卉家园 多层两室户型  公摊小  精装修', '城卉家园  | 2室2厅 | 96平米 | 南 北 | 精装', '高楼层(共7层)2005年建板楼  -  大东区', '95万', '单价9896元/平米')
('', '精装修 赠送面积大 拎包即住 大华水岸', '大华水岸府邸  | 2室2厅 | 100平米 | 南 北 | 其他', '低楼层(共11层)板楼  -  大东区', '135万', '单价13500元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploaddacab735-d88e-4e14-98ad-6fdb03af3a81.jpg.296x216.jpg', '大东 二台子 林韵春天 精装两室 采光好 视野好', '林韵春天  | 2室2厅 | 89.88平米 | 南 北 | 精装', '高楼层(共11层)2005年建板楼  -  大东区', '63万', '单价7010元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadb4644dbe-515a-4ffe-8ebd-1572ea07dcdf.jpg.296x216.jpg', '大东区 大华水岸 不把山不临街 南向一室', '大华水岸府邸  | 1室1厅 | 51.5平米 | 南 | 精装', '中楼层(共18层)2006年建板楼  -  大东区', '55万', '单价10680元/平米')
('https://image1.ljcdn.com/210100-inspection/56f29081-1e2d-4586-a69a-4299ef09f5af.jpg.296x216.jpg', '吉祥 文华园 多层公摊小 南北大两室 不挡光 采光好', '文华园  | 2室2厅 | 117平米 | 南 北 | 简装', '高楼层(共6层)2003年建板楼  -  大东区', '86万', '单价7351元/平米')
('https://image1.ljcdn.com/210100-inspection/57bdb07b-1aee-48a2-8752-3fcea2a3dcaa.jpg.296x216.jpg', '大东 东站 万恒领域  南北一居室 精装', '万恒领域  | 1室1厅 | 72.22平米 | 南 北 | 精装', '高楼层(共18层)2009年建板楼  -  大东区', '62万', '单价8585元/平米')
('https://image1.ljcdn.com/210100-inspection/9b9d26a6-1db8-41e8-b5a0-c5037a04c8bb.jpg.296x216.jpg', '阳光港湾 1室1厅 46万', '阳光港湾  | 1室1厅 | 55平米 | 西南 | 简装', '高楼层(共18层)板楼  -  大东区', '46万', '单价8364元/平米')
('https://image1.ljcdn.com/210100-inspection/dc9ed804-e41b-405e-8bf2-07f8f97878e5.jpg.296x216.jpg', '东方银座中心城 1室1厅 58万', '东方银座中心城  | 1室1厅 | 56.25平米 | 东 西 北 | 精装', '低楼层(共34层)板楼  -  大东区', '58万', '单价10312元/平米')
('https://image1.ljcdn.com/210100-inspection/8f426db2-ede9-4501-9186-428729b910e2.jpg.296x216.jpg', '大东 骨科医院 幻景家园 三室 两卫 中高楼层 采光好', '幻景家园  | 3室2厅 | 123平米 | 南 北 | 精装', '高楼层(共26层)2011年建板楼  -  大东区', '136万', '单价11057元/平米')
('https://image1.ljcdn.com/210100-inspection/6007ddbd-a4e2-45b3-9b4b-948cf5c58901.JPG.296x216.jpg', '大东 万恒愿景 装修保护好 可以拎包入住', '万恒愿景  | 1室0厅 | 58平米 | 南 | 精装', '低楼层(共26层)板楼  -  大东区', '40万', '单价6897元/平米')
('https://image1.ljcdn.com/210100-inspection/7b392951-d331-4ef1-bf8d-132e9dd3bdc8.jpg.296x216.jpg', '大东区浅草绿阁两室南北 采光好 视野好 拎包入住', '淺草綠閣水墨林溪  | 2室2厅 | 100.67平米 | 南 北 | 其他', '高楼层(共11层)板楼  -  大东区', '86万', '单价8543元/平米')
('https://image1.ljcdn.com/210100-inspection/2b9e7fd1-de2d-4ebc-ab53-c978b1cd53ff.jpg.296x216.jpg', '万恒东方俪城星座 一室 高楼层 无遮挡 采光好', '万恒东方俪城星座  | 1室1厅 | 65.5平米 | 南 | 简装', '高楼层(共23层)2005年建塔楼  -  大东区', '50万', '单价7634元/平米')
('https://image1.ljcdn.com/210100-inspection/9fc4ad99-b255-4379-a5d5-a88731826ebe.JPG.296x216.jpg', '大东区 梧桐馨园 装修保持好 拎包入住', '梧桐馨园  | 4室2厅 | 136平米 | 南 北 | 精装', '低楼层(共6层)2002年建板楼  -  大东区', '105万', '单价7721元/平米')
('', '万恒东方俪城一期 2室1厅 56万', '万恒东方俪城一期  | 2室1厅 | 74平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  大东区', '56万', '单价7568元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadd29bf1ea-10c1-482d-aa04-f58e5cfad64a.jpg.296x216.jpg', '大东骨科 东方俪城 两室一厅 中高楼层无遮挡 采光足', '万恒东方俪城三期  | 2室1厅 | 82平米 | 南 北 | 精装', '中楼层(共24层)2005年建板楼  -  大东区', '73万', '单价8903元/平米')
('https://image1.ljcdn.com/210100-inspection/2c9716cf-5da0-49b2-9f65-8b210afb922e.jpg.296x216.jpg', '万恒东方俪城星座 1室1厅 30万', '万恒东方俪城星座  | 1室1厅 | 48.24平米 | 南 | 简装', '中楼层(共22层)2005年建塔楼  -  大东区', '30万', '单价6219元/平米')
('https://image1.ljcdn.com/210100-inspection/2677c211-f221-4970-8e28-5572859b884e.JPG.296x216.jpg', '瑞家景峰  南北通透两居室 中间楼层 采光足', '瑞家景峰  | 2室1厅 | 81.37平米 | 南 北 | 精装', '中楼层(共33层)板楼  -  大东区', '68万', '单价8357元/平米')
('https://image1.ljcdn.com/210100-inspection/d6e0847f-dece-4736-9777-ccce550fde2c.JPG.296x216.jpg', '大东 二台子 新里摩尔公馆 小户型 纯南向', '新里摩尔公馆  | 1室1厅 | 54平米 | 南 | 精装', '中楼层(共18层)2010年建板楼  -  大东区', '46万', '单价8519元/平米')
('https://image1.ljcdn.com/210100-inspection/ad10b12f-5bfe-4f9c-afe6-c0f00e1a481b.jpg.296x216.jpg', '大东东站万科蓝山 园区环境好居住舒适 中高楼层采光好', '万科蓝山  | 3室1厅 | 115平米 | 南 北 | 精装', '中楼层(共25层)2012年建板楼  -  大东区', '132万', '单价11479元/平米')
('https://image1.ljcdn.com/210100-inspection/f1e9543a-ca77-46ba-bc84-1470bb991215.JPG.296x216.jpg', '大东滂江街 龙之梦畅园 婚房装修一居室 中间楼层', '龙之梦畅园  | 1室2厅 | 60.78平米 | 东 | 精装', '中楼层(共40层)2017年建板楼  -  大东区', '73万', '单价12011元/平米')
('https://image1.ljcdn.com/210100-inspection/1c606c48-51e2-431a-82f5-342a69d8a0e8.jpg.296x216.jpg', '八王寺大东区边墙小区精装一室高楼层采光好', '边墙小区  | 1室1厅 | 37平米 | 南 北 | 精装', '高楼层(共7层)1997年建板楼  -  大东区', '20万', '单价5406元/平米')
('https://image1.ljcdn.com/210100-inspection/d75d6c9d-691b-4886-937e-cd482cb2de6c.jpg.296x216.jpg', '果舍添香 精装复式 楼前无遮挡 采光充足', '果舍添香三期  | 1室2厅 | 60平米 | 南 | 精装', '高楼层(共25层)2010年建板楼  -  大东区', '79万', '单价13167元/平米')
('https://image1.ljcdn.com/210100-inspection/56ba8118-05be-4880-8747-525110efb36e.jpg.296x216.jpg', '大东区梧桐馨园 不把山不临街 南北通透', '梧桐馨园  | 4室2厅 | 135.8平米 | 南 北 | 精装', '低楼层(共6层)2002年建板楼  -  大东区', '98万', '单价7217元/平米')
('https://image1.ljcdn.com/210100-inspection/5e814475-d45e-4319-8ff4-42318cd25c2d.jpg.296x216.jpg', '大华水岸南北通透 价钱可议随时看房采光极好交通便利', '大华水岸府邸  | 3室2厅 | 94平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大东区', '110万', '单价11703元/平米')
('https://image1.ljcdn.com/210100-inspection/50f5bc81-5b7c-4045-b4c8-370351451f75.jpg.296x216.jpg', '大东 陶瓷城 龙湖紫都城 三室两厅 精装修 拎包入住', '龙湖紫都城  | 3室2厅 | 131.11平米 | 南 北 | 精装', '高楼层(共27层)暂无数据  -  大东区', '125万', '单价9534元/平米')
('', '大东  上园小区  视野开阔  采光充足  拎包入住', '上园小区  | 2室1厅 | 60平米 | 南 | 精装', '高楼层(共7层)1987年建板楼  -  大东区', '38万', '单价6334元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload9cccfba1-5e37-4f15-b64e-8926c19768de.jpg.296x216.jpg', '中间楼层 标准两室户型 南北通透 馨龙家园', '馨龙小区  | 2室1厅 | 64平米 | 南 北 | 精装', '中楼层(共7层)板楼  -  大东区', '51万', '单价7969元/平米')
('https://image1.ljcdn.com/210100-inspection/b417c27c-1226-442b-9db4-43fd79d270c6.jpg.296x216.jpg', '大东区，中街，一室一厅，地段好，装修好', '天润广场  | 1室1厅 | 65平米 | 南 西 | 简装', '中楼层(共27层)2011年建塔楼  -  大东区', '62万', '单价9539元/平米')
('https://image1.ljcdn.com/210100-inspection/73be8bb9-6742-40db-83f5-a84e428d1cb7.JPG.296x216.jpg', '大东 一环外 新华壹品 三室两厅', '新华壹品B区  | 3室2厅 | 121.66平米 | 南 北 | 精装', '低楼层(共9层)2006年建板楼  -  大东区', '125万', '单价10275元/平米')
('https://image1.ljcdn.com/210100-inspection/cf040208-7407-46ec-bf04-f9b5164c1f4b.jpg.296x216.jpg', '大东区筑景东方园区中间不把山不临街装修好拎包入住', '筑景东方  | 3室2厅 | 131.1平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大东区', '82万', '单价6255元/平米')
('https://image1.ljcdn.com/210100-inspection/d2424761-0398-4d01-a02e-a6d682014872.jpg.296x216.jpg', '东中街 香檀1917 两室精装修保持好 户型方正', '香檀1917  | 2室1厅 | 79.23平米 | 东北 | 精装', '高楼层(共35层)2008年建板楼  -  大东区', '67万', '单价8457元/平米')
('https://image1.ljcdn.com/210100-inspection/ab838847-ddce-489b-ba28-72b1a070f67a.JPG.296x216.jpg', '大东骨科 东方俪城 中等楼层无遮挡 采光好', '万恒东方俪城星座  | 1室1厅 | 67平米 | 西南 | 精装', '中楼层(共23层)2005年建塔楼  -  大东区', '42万', '单价6269元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploaddb99e779-82e3-47b6-ba04-e361f0389c0b.jpg.296x216.jpg', '如意家园 南北通透 室内干净整洁 保持好', '如意家园  | 4室2厅 | 120.87平米 | 南 北 | 简装', '高楼层(共7层)2003年建板楼  -  大东区', '93万', '单价7695元/平米')
('https://image1.ljcdn.com/210100-inspection/89ab3dcf-c1b2-434a-8186-aa173030f329.jpg.296x216.jpg', '如意家园  看房方便 配套齐全 交通方便', '如意家园  | 3室2厅 | 146.9平米 | 南 北 | 简装', '中楼层(共7层)2003年建板楼  -  大东区', '95万', '单价6467元/平米')
('https://image1.ljcdn.com/210100-inspection/d0ab5d86-0174-48d8-ae18-f8607e5bfdb7.jpg.296x216.jpg', '大东 东站 万科蓝山  精装修 采光好 低楼层 拎包入住', '万科蓝山  | 3室2厅 | 94.56平米 | 南 | 简装', '低楼层(共18层)2012年建板楼  -  大东区', '91万', '单价9624元/平米')
('https://image1.ljcdn.com/210100-inspection/d30ac78d-b918-436b-a039-b988155842fc.jpg.296x216.jpg', '大东 梧桐园 高楼层无遮挡采光好', '梧桐园  | 3室2厅 | 133平米 | 南 北 | 精装', '高楼层(共8层)2002年建板楼  -  大东区', '68万', '单价5113元/平米')
('', '宝地铭郡 1室0厅 31万', '宝地铭郡  | 1室0厅 | 34.63平米 | 东北 | 其他', '高楼层(共18层)板楼  -  大东区', '31万', '单价8952元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload4438f5ff-f3b7-4114-86d4-1208fb459902.jpg.296x216.jpg', '大东东站 万科蓝山 精装两居室 南北通透 户型方正', '万科蓝山  | 2室2厅 | 145平米 | 南 北 | 精装', '低楼层(共25层)2012年建板楼  -  大东区', '150万', '单价10345元/平米')
('https://image1.ljcdn.com/210100-inspection/3179a573-7890-4643-9d2b-de4f1942a6f2.JPG.296x216.jpg', '大东区 东中街 香檀1917 一室一厅', '香檀1917  | 1室1厅 | 61平米 | 西北 | 精装', '低楼层(共34层)2008年建板楼  -  大东区', '52万', '单价8525元/平米')
('https://image1.ljcdn.com/210100-inspection/aa2a4bae-699c-4ca7-8a7c-7820960f438e.JPG.296x216.jpg', '大东 瑞家坚果 标准户型 精装修南北通透 采光好', '瑞家坚果  | 3室1厅 | 91.5平米 | 南 北 | 精装', '低楼层(共9层)2014年建板楼  -  大东区', '125万', '单价13662元/平米')
('https://image1.ljcdn.com/210100-inspection/44f3ad60-0379-4538-ba66-1ddc255262b8.jpg.296x216.jpg', '大东陶瓷城 金地物业 园区优美 精装修 三室两厅', '金地檀悦  | 3室2厅 | 96.65平米 | 南 北 | 精装', '高楼层(共30层)板楼  -  大东区', '102万', '单价10554元/平米')
('https://image1.ljcdn.com/210100-inspection/b8fa048a-fb98-44bd-a08a-bacf2fbce907.jpg.296x216.jpg', '大东八王寺尚品天城 南北通透 精装小三室 不把山', '尚品天城  | 3室2厅 | 101.37平米 | 南 北 | 精装', '中楼层(共12层)2005年建板楼  -  大东区', '141万', '单价13910元/平米')
('https://image1.ljcdn.com/210100-inspection/2329989d-aced-4393-b5c3-180746e585f0.jpg.296x216.jpg', '取意小区 南向小户 婚装 满五 采光好', '取意小区  | 1室1厅 | 36.8平米 | 南 | 精装', '高楼层(共7层)1997年建板楼  -  大东区', '28万', '单价7609元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadcf04f8fe-fa81-4015-8d5a-98c05772faf4.jpg.296x216.jpg', '东站商圈 林荫春天  复式 两室 精装修 中间楼层', '林韵春天  | 2室2厅 | 92.47平米 | 南 北 | 精装', '高楼层(共12层)2005年建板楼  -  大东区', '70万', '单价7571元/平米')
('https://image1.ljcdn.com/210100-inspection/a3acde3a-7b4e-4cee-8283-62e4f73de81b.JPG.296x216.jpg', '上园小区  两室一厅 南北通透', '上园小区  | 2室1厅 | 62.5平米 | 南 北 | 其他', '高楼层(共7层)1987年建板楼  -  大东区', '37万', '单价5920元/平米')
('https://image1.ljcdn.com/210100-inspection/35b967cd-b68e-4bca-87f2-ecca197a31d3.jpg.296x216.jpg', '文华园 3室2厅 93万', '文华园  | 3室2厅 | 120平米 | 南 北 | 简装', '高楼层(共6层)2003年建板楼  -  大东区', '93万', '单价7750元/平米')
('https://image1.ljcdn.com/210100-inspection/911755d5-1fd5-43b1-91c3-ca1da3afb6ef.jpg.296x216.jpg', '大华水岸 多层 公摊小 带阁楼 不挡光', '大华水岸府邸  | 2室2厅 | 97平米 | 南 北 | 简装', '高楼层(共6层)2006年建板楼  -  大东区', '105万', '单价10825元/平米')
('', '馨龙小区 1室1厅 35万', '馨龙小区  | 1室1厅 | 48平米 | 南 北 | 其他', '高楼层(共7层)2005年建板楼  -  大东区', '35万', '单价7292元/平米')
('https://image1.ljcdn.com/210100-inspection/b68e11d6-c278-4386-abd5-8cf53ccc1b1d.jpg.296x216.jpg', '八王寺 瑞士家园  底楼层 大落地窗 采光好 看房方便', '瑞士家园  | 3室2厅 | 158.19平米 | 南 北 | 简装', '低楼层(共7层)2001年建板楼  -  大东区', '150万', '单价9483元/平米')
('https://image1.ljcdn.com/210100-inspection/5f952804-1576-4252-95b3-b4a2fc26b0ae.jpg.296x216.jpg', '大东骨科 东方俪城 中低楼层 无遮挡 采光好', '万恒东方俪城四期  | 3室2厅 | 110平米 | 南 北 | 毛坯', '低楼层(共24层)2005年建板楼  -  大东区', '106万', '单价9637元/平米')
('https://image1.ljcdn.com/210100-inspection/29a67eab-58da-4d6d-ab0a-7e8eab5819ae.jpg.296x216.jpg', '枫合万嘉 2室 中间户 前无遮挡 采光好 看房方便', '枫合万嘉三期  | 2室1厅 | 59平米 | 南 | 简装', '中楼层(共18层)2005年建板楼  -  大东区', '96万', '单价16272元/平米')
('https://image1.ljcdn.com/210100-inspection/d713cacb-5501-4f03-8fd7-99b4b9695df7.jpg.296x216.jpg', '东站 万恒领域 格局标准 户型方正 装修保持好', '万恒领域  | 1室1厅 | 51平米 | 北 | 精装', '低楼层(共22层)2009年建板楼  -  大东区', '28万', '单价5491元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload7a7718e8-d829-4920-994f-78e32178fc46.jpg.296x216.jpg', '一环内果舍添香南北标准两室采光充足交通出行方便', '果舍添香二期  | 2室2厅 | 91平米 | 南 北 | 精装', '低楼层(共32层)2010年建板楼  -  大东区', '89万', '单价9781元/平米')
('https://image1.ljcdn.com/210100-inspection/e7543423-5472-41c1-8b47-705d9f46b7c4.jpg.296x216.jpg', '大东 万恒愿景 南北两室 楼层适中 拎包入住', '万恒愿景  | 2室2厅 | 97平米 | 南 北 | 精装', '低楼层(共6层)板楼  -  大东区', '102万', '单价10516元/平米')
('https://image1.ljcdn.com/210100-inspection/7b2ec6a5-2d48-4045-829f-869cad6df857.jpg.296x216.jpg', '新家源城市居住公园 2室1厅 75万', '新家源城市居住公园  | 2室1厅 | 105.69平米 | 南 北 | 其他', '高楼层(共7层)2000年建板楼  -  大东区', '75万', '单价7097元/平米')
('https://image1.ljcdn.com/210100-inspection/07888b6a-0ca3-48cd-922a-b4d92e1b9f90.jpg.296x216.jpg', '大东区 枫合万嘉三期 标准户型 南北通透 户型方正', '枫合万嘉三期  | 2室1厅 | 97.48平米 | 南 北 | 毛坯', '高楼层(共18层)2005年建板楼  -  大东区', '141万', '单价14465元/平米')
('', '大东 巧克力城 南北通透 采光好', '巧克力城  | 2室1厅 | 85.3平米 | 东 南 北 | 精装', '高楼层(共18层)2016年建板楼  -  大东区', '49万', '单价5745元/平米')
('https://image1.ljcdn.com/210100-inspection/6fb11f0d-4a70-41bd-82bf-366ad66e2d0f.jpg.296x216.jpg', '天龙家园两室全明户型  采光好 窗户比较多通透性好', '天龙家园  | 2室2厅 | 81.44平米 | 东 南 北 | 精装', '高楼层(共7层)板楼  -  大东区', '79万', '单价9701元/平米')
('https://image1.ljcdn.com/210100-inspection/70cddf0c-2256-4b26-96c7-ba4c0e1fa674.jpg.296x216.jpg', '东中街 东远国际 南北通透 不临街', '东远国际花园  | 3室2厅 | 113平米 | 南 北 | 精装', '高楼层(共34层)板楼  -  大东区', '155万', '单价13717元/平米')
