('https://image1.ljcdn.com/370600-inspection/e0f8d11c-d3ef-4b3a-b02e-e5f5e175e7ec.jpg.296x216.jpg', '福利莱小区  精装修  双南卧 拎包入住', '福利莱小区  | 2室1厅 | 72.58平米 | 南 北 | 精装', '高楼层(共6层)2004年建板楼  -  福海路', '65万', '单价8956元/平米')
('https://image1.ljcdn.com/370600-inspection/d0de735b-807b-4e61-b8a7-7cbc7c515ea9.jpg.296x216.jpg', '福祥新苑 3室2厅 86万', '福祥新苑  | 3室2厅 | 97.26平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  富豪', '86万', '单价8843元/平米')
('https://image1.ljcdn.com/370600-inspection/de356a47-41ff-413b-9b84-11a3a63c2ae7.jpg.296x216.jpg', '映雪佳苑 南北通透毛坯两室两厅一厨一卫户型', '映雪佳苑  | 2室2厅 | 126.07平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  万科', '82万', '单价6505元/平米')
('https://image1.ljcdn.com/370600-inspection/0b0c58f7-5e7b-4a76-bcbc-560b48fa87de.jpg.296x216.jpg', '联排别墅 精装修  带小院 南北通透。上3层地下一.层。', '水清木华芝阳城   | 联排别墅 | 5室3厅 | 320平米 | 南 北 | 其他', '3层2017年建暂无数据  -  芝阳', '350万', '单价10938元/平米')
('https://image1.ljcdn.com/370600-inspection/d6b2c4c1-f86d-44f5-b9c7-d390a3d0059d.jpg.296x216.jpg', '南北通透，三室户型，多层一楼。', '汇福街  | 3室2厅 | 108.2平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  富豪', '95万', '单价8781元/平米')
('https://image1.ljcdn.com/370600-inspection/3877dfcf-0399-43f6-9052-974b4a4720f5.jpg.296x216.jpg', '水清木华芝阳城 有电梯 简单装修', '水清木华芝阳城  | 3室2厅 | 108.11平米 | 南 北 | 其他', '中楼层(共11层)暂无数据  -  芝阳', '95万', '单价8788元/平米')
('https://image1.ljcdn.com/370600-inspection/6c0adcb7-7097-41d2-bc3a-a7e24f218fc1.jpg.296x216.jpg', '低价出售 好房源 好位置 好户型', '奥林峰情  | 2室1厅 | 67.12平米 | 东 西 北 | 其他', '高楼层(共6层)2002年建板楼  -  福海路', '45.8万', '单价6824元/平米')
('https://image1.ljcdn.com/370600-inspection/a09d77ff-f9c3-4422-ab0e-d3bf873488f4.jpg.296x216.jpg', '福海路旁 采光好 户型方正 中间楼层 速抢', '福海阳光花园  | 3室2厅 | 94.92平米 | 南 | 其他', '中楼层(共25层)2009年建塔楼  -  福海路', '95万', '单价10009元/平米')
('https://image1.ljcdn.com/370600-inspection/a4baa252-78d9-4c51-ad6d-0c638cf415cd.jpg.296x216.jpg', '美航花园高层小公寓，一室一厅30万42平单价7112', '美航花园  | 1室1厅 | 42.18平米 | 北 | 其他', '中楼层(共26层)2008年建塔楼  -  福海路', '32万', '单价7587元/平米')
('https://image1.ljcdn.com/370600-inspection/86df798d-a703-47eb-afc2-4a386ff5a3b3.jpg.296x216.jpg', '福海路两边 积金山小区楼层好南北通透', '积金山小区  | 2室2厅 | 92.44平米 | 南 北 | 其他', '中楼层(共12层)1998年建塔楼  -  福海路', '120万', '单价12982元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadea37eb03-04a7-4e86-89d2-635d6de46aa4.jpg.296x216.jpg', '东方华府 超大4居室 全明户型 南北通透 随时看房', '香逸中央  | 4室1厅 | 147.77平米 | 南 北 | 其他', '中楼层(共5层)2009年建板楼  -  福海路', '145万', '单价9813元/平米')
('https://image1.ljcdn.com/370600-inspection/b457b610-421a-4a6f-9080-ac3d6032dc20.jpg.296x216.jpg', '富豪青年国际，多层南北通透，采光充足', '富豪青年国际广场  | 3室2厅 | 159.3平米 | 南 西 北 | 其他', '低楼层(共7层)2006年建板楼  -  富豪', '138万', '单价8663元/平米')
('https://image1.ljcdn.com/370600-inspection/252c6fed-a324-4921-8513-9bbc6e2a58dc.jpg.296x216.jpg', '永乐公寓低楼层，精装修！！保持良好！！！', '永乐公寓  | 3室1厅 | 91.7平米 | 南 北 | 其他', '低楼层(共6层)1994年建板楼  -  振华', '76万', '单价8288元/平米')
('https://image1.ljcdn.com/370600-inspection/5bad3abb-446f-4e60-ab49-8df164096159.jpg.296x216.jpg', '阳光首院，多层电梯洋房，毛坯二楼，南北通透，102平', '阳光首院  | 3室2厅 | 103.08平米 | 南 北 | 其他', '中楼层(共5层)2018年建板楼  -  首院', '140万', '单价13582元/平米')
('https://image1.ljcdn.com/370600-inspection/39b294f2-42dd-4958-8c45-8ad571fe2bb7.jpg.296x216.jpg', '小高层带电梯 南北通透  好楼层 采光好', '积金山小区  | 3室1厅 | 93.01平米 | 南 北 | 其他', '中楼层(共12层)1998年建塔楼  -  福海路', '90万', '单价9677元/平米')
('https://image1.ljcdn.com/370600-inspection/4c2195ae-ea3c-4a89-a737-591ddb622acd.JPG.296x216.jpg', '和平家电 对门住宅 有房产证 可两套一起买或者分开买', '城里街189号  | 2室1厅 | 81.65平米 | 南 北 | 其他', '高楼层(共6层)暂无数据  -  福海路', '55万', '单价6737元/平米')
('https://image1.ljcdn.com/370600-inspection/4d059c38-972c-49d0-b821-675eb1dbf6a5.jpg.296x216.jpg', '多层大三室，南北通透，满五唯一，精装修', '美航花园  | 3室1厅 | 133.32平米 | 东 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  福海路', '142万', '单价10652元/平米')
('https://image1.ljcdn.com/370600-inspection/f8a19b7c-cce1-4e31-81a6-168f45fb4571.jpg.296x216.jpg', '五洲国际工业博览城中间楼层纯南向采光好', '五洲国际工业博览城  | 1室1厅 | 43平米 | 南 | 其他', '中楼层(共6层)2016年建板楼  -  万科', '28万', '单价6512元/平米')
('https://image1.ljcdn.com/370600-inspection/d7d06bcc-8936-4d6f-92c0-722e016e2403.jpg.296x216.jpg', '檀香苑 2室2厅 78万', '檀香苑  | 2室2厅 | 74.53平米 | 南 | 其他', '低楼层(共26层)塔楼  -  鸿福街', '78万', '单价10466元/平米')
('https://image1.ljcdn.com/370600-inspection/8b0850d0-635d-4cbe-a174-e9ecd47527a3.jpg.296x216.jpg', '福祥新苑 3室2厅 115万', '福祥新苑  | 3室2厅 | 127.51平米 | 南 北 | 其他', '中楼层(共7层)2003年建板楼  -  富豪', '115万', '单价9019元/平米')
('https://image1.ljcdn.com/370600-inspection/32083c2e-ec94-405f-aeac-08749e10cb68.jpg.296x216.jpg', '观月里小区，多层南北通透 2室1厅 地理位置好', '观月里小区  | 2室2厅 | 75.5平米 | 南 北 | 其他', '高楼层(共5层)1996年建板楼  -  福海路', '55万', '单价7285元/平米')
('https://image1.ljcdn.com/370600-inspection/08f5bb5e-9dbf-4071-a463-793b316479b8.jpg.296x216.jpg', '德胜凯旋花园 精装修顶加阁 南北通透', '德胜凯旋花园  | 3室3厅 | 90平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  福海路', '110万', '单价12223元/平米')
('https://image1.ljcdn.com/370600-inspection/ff8d854e-2622-4abe-9f7a-37d1f1733b08.jpg.296x216.jpg', '福水苑多层采光好楼层佳毛坯可自行装修', '福水苑  | 2室2厅 | 73.33平米 | 西 | 其他', '中楼层(共7层)2006年建板楼  -  鸿福街', '45万', '单价6137元/平米')
('https://image1.ljcdn.com/370600-inspection/5d2ce354-946d-4f4d-8e90-a821fce4b03e.jpg.296x216.jpg', '农科所院内 2室2厅 50万', '农科所院内  | 2室2厅 | 74.59平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  芝阳', '50万', '单价6704元/平米')
('https://image1.ljcdn.com/370600-inspection/04e69e89-a528-46e1-bec6-ed2c8023a68f.jpg.296x216.jpg', '东打头 精装修 四个卧室2卫生间', '寰宇小区  | 4室2厅 | 146平米 | 东 南 北 | 精装', '低楼层(共12层)2004年建塔楼  -  福海路', '125万', '单价8562元/平米')
('https://image1.ljcdn.com/370600-inspection/77c506d8-0368-4550-ad89-18c1c2a6d5d3.jpg.296x216.jpg', '富豪花园，多层5楼，南北通透，双南卧', '富豪花园  | 2室2厅 | 73.65平米 | 南 北 | 其他', '高楼层(共5层)2009年建板楼  -  富豪', '72万', '单价9776元/平米')
('https://image1.ljcdn.com/370600-inspection/c71d9593-185d-492f-ab6d-a48dc59793bb.jpg.296x216.jpg', '小户型公寓 价格优惠 楼层好 采光好', '阳光水景  | 1室1厅 | 71平米 | 南 | 其他', '中楼层(共11层)暂无数据  -  振华', '46万', '单价6479元/平米')
('https://image1.ljcdn.com/370600-inspection/b47f5dba-eecc-4224-84da-5498cece392e.jpg.296x216.jpg', '星河城 精装两室 采光好 视野好 看房方便', '星河城  | 2室2厅 | 71.56平米 | 南 | 其他', '中楼层(共26层)2011年建塔楼  -  福海路', '75万', '单价10481元/平米')
('https://image1.ljcdn.com/370600-inspection/a6a6ef9d-8ac6-4080-b6fb-201fc327c269.jpg.296x216.jpg', '福海路上，百旺花园，精装两室，配套设施齐全', '百旺花园  | 2室1厅 | 59.26平米 | 西 | 其他', '中楼层(共5层)2003年建板楼  -  福海路', '49万', '单价8269元/平米')
('https://image1.ljcdn.com/370600-inspection/f615c470-b529-458c-9fef-ef2ee03a7563.jpg.296x216.jpg', '福海路两边 北方月光怡景 两室 南北通透', '北方月光怡景  | 2室2厅 | 86.87平米 | 南 北 | 其他', '高楼层(共6层)2017年建板楼  -  富豪', '90万', '单价10361元/平米')
('https://image1.ljcdn.com/370600-inspection/4a5b3daf-319f-4d94-866f-7cf872820c6d.jpg.296x216.jpg', '福祥新苑，复式两层，精装修，南北通透，173平，145万', '福祥新苑  | 5室2厅 | 173.4平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  富豪', '145万', '单价8363元/平米')
('https://image1.ljcdn.com/370600-inspection/e8428a6e-2953-4613-8037-3ecfd04a4d2c.jpg.296x216.jpg', '富豪青年国际广场精装修多层好楼层南北通透采光好', '富豪青年国际广场  | 2室1厅 | 106平米 | 南 北 | 其他', '中楼层(共7层)2006年建板楼  -  富豪', '113万', '单价10661元/平米')
('https://image1.ljcdn.com/370600-inspection/e8b832b3-5b5f-49a9-9d3b-eb8838e4c7e9.jpg.296x216.jpg', '富豪银座 家家悦旁三室二卫 精装 视野好 采光好', '富豪银座  | 3室2厅 | 113.27平米 | 南 北 | 其他', '中楼层(共11层)2005年建塔楼  -  富豪', '107万', '单价9447元/平米')
('https://image1.ljcdn.com/370600-inspection/cb6c9b3c-8b4a-4c45-9de7-7fa3fe994a3d.jpg.296x216.jpg', '曙光名座三室精装修.无遮挡.采光好', '曙光名座  | 3室1厅 | 120.68平米 | 南 北 | 其他', '中楼层(共12层)2004年建塔楼  -  鸿福街', '100万', '单价8287元/平米')
('https://image1.ljcdn.com/370600-inspection/06cfbffe-b8b1-4d23-94db-2fb2f84f1d36.jpg.296x216.jpg', '美航花园中间楼层，精装修满五唯一，南北通透东打头', '美航花园  | 2室2厅 | 105.5平米 | 东 南 北 | 其他', '高楼层(共22层)2008年建塔楼  -  福海路', '102万', '单价9669元/平米')
('https://image1.ljcdn.com/370600-inspection/2d9c3977-0bae-4f72-bb11-61dfed191611.jpg.296x216.jpg', '美航花园  地理位置优越 交通便利', '美航花园  | 2室2厅 | 53.45平米 | 南 | 其他', '高楼层(共26层)2008年建塔楼  -  福海路', '40万', '单价7484元/平米')
('https://image1.ljcdn.com/370600-inspection/0e721f69-9909-4ba4-a7ce-b7cb3cdacf74.jpg.296x216.jpg', '五洲国际工业博览城中间楼层纯南向采光好', '五洲国际工业博览城  | 1室1厅 | 42.13平米 | 南 | 简装', '中楼层(共6层)2016年建板楼  -  万科', '25万', '单价5935元/平米')
('https://image1.ljcdn.com/370600-inspection/8eeee545-0844-492d-84ca-52e7bcc0487d.jpg.296x216.jpg', '福山大集，万科旁五洲国际精装修出售', '五洲国际工业博览城  | 1室1厅 | 67.4平米 | 南 | 其他', '中楼层(共6层)2016年建塔楼  -  万科', '40万', '单价5935元/平米')
('https://image1.ljcdn.com/370600-inspection/8126c324-4ad1-4662-a783-ff9b6c546cec.jpg.296x216.jpg', '户型南北通透，楼层适中，没有遮挡，采光良好', '檀香苑  | 2室1厅 | 83.73平米 | 南 北 | 其他', '高楼层(共27层)塔楼  -  鸿福街', '80万', '单价9555元/平米')
('https://image1.ljcdn.com/370600-inspection/3b1d4b2d-a65a-40d0-8e45-0178d3778491.jpg.296x216.jpg', '福海路两边 寰宇小区 顶加阁 带电梯', '寰宇小区  | 4室2厅 | 207平米 | 东 南 北 | 其他', '高楼层(共22层)2004年建塔楼  -  福海路', '136万', '单价6571元/平米')
('https://image1.ljcdn.com/370600-inspection/cb32f202-2c75-438d-b218-e9f0aed65d88.jpg.296x216.jpg', '美航花园 精装修2室 南北通透 可以拎包入住', '美航花园  | 2室1厅 | 87.33平米 | 南 北 | 其他', '中楼层(共22层)2008年建塔楼  -  福海路', '85万', '单价9734元/平米')
('https://image1.ljcdn.com/370600-inspection/c62ba1cd-9e17-47b8-89c4-8e4c02d1c4e0.jpg.296x216.jpg', '高楼层，视野开阔，采光好，温馨小型公寓，', '富豪青年国际广场  | 1室1厅 | 41.03平米 | 北 | 其他', '中楼层(共16层)2006年建塔楼  -  富豪', '33万', '单价8043元/平米')
('https://image1.ljcdn.com/370600-inspection/71573884-58d8-49fb-b873-bdd1dbd9f90e.jpg.296x216.jpg', '美航花园  纯南向两居室 看房方便70年大产权', '美航花园  | 2室1厅 | 54.7平米 | 南 | 其他', '中楼层(共26层)2008年建塔楼  -  福海路', '43.5万', '单价7953元/平米')
('https://image1.ljcdn.com/370600-inspection/a32f7661-9847-4976-a217-2bbd1008f023.jpg.296x216.jpg', '采光好，格局好，周边配套设施齐全', '富豪银座  | 3室2厅 | 104.75平米 | 西南 | 其他', '中楼层(共11层)2005年建塔楼  -  富豪', '99万', '单价9452元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload545f9a5e-d437-4a64-80e3-17bfc27eaede.jpg.296x216.jpg', '永达街福海路精装修拎包即可入住。带个阁楼外阁', '檀香苑  | 1室1厅 | 41.25平米 | 北 | 其他', '高楼层(共26层)塔楼  -  鸿福街', '45万', '单价10910元/平米')
('https://image1.ljcdn.com/370600-inspection/38984d96-16e0-4ca6-a262-79807817efca.jpg.296x216.jpg', '寰宇小区 2室1厅 75万', '寰宇小区  | 2室1厅 | 79.39平米 | 南 北 | 其他', '低楼层(共8层)2004年建板楼  -  福海路', '75万', '单价9448元/平米')
('https://image1.ljcdn.com/370600-inspection/fee81fbf-d676-4a10-ade5-e5345429ff1b.jpg.296x216.jpg', '福山大集，万科旁五洲国际精装修2室出售', '五洲国际工业博览城  | 1室1厅 | 78平米 | 南 | 其他', '中楼层(共6层)2016年建塔楼  -  万科', '50万', '单价6411元/平米')
('https://image1.ljcdn.com/370600-inspection/3049945f-edf0-4d76-acef-76f126ad037c.jpg.296x216.jpg', '美航花园高层精装修，东打头视野宽广可拎包入住', '美航花园  | 2室1厅 | 102.27平米 | 东 南 北 | 其他', '高楼层(共22层)2008年建塔楼  -  福海路', '100万', '单价9779元/平米')
('https://image1.ljcdn.com/370600-inspection/cceaa907-e2a9-40b0-bb58-3827e1e7bac1.jpg.296x216.jpg', '阳光首院电梯洋房毛坯。南北通透三室两厅两卫', '阳光首院  | 3室2厅 | 122.76平米 | 南 北 | 其他', '中楼层(共6层)2016年建板楼  -  首院', '175万', '单价14256元/平米')
('', '福海阳光花园 1室1厅 32万', '福海阳光花园  | 1室1厅 | 40平米 | 东 | 其他', '中楼层(共25层)2009年建塔楼  -  福海路', '32万', '单价8000元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload0b123f32-9e2d-4c51-98ac-e710ed0703eb.jpg.296x216.jpg', '星河城 精装修 南北通透户型 采光好 视野宽阔', '星河城  | 3室2厅 | 161平米 | 东 南 北 | 其他', '中楼层(共11层)2011年建塔楼  -  福海路', '170万', '单价10560元/平米')
('https://image1.ljcdn.com/370600-inspection/dbb772ad-246d-4fc4-86d2-c2d1198ea26d.JPG.296x216.jpg', '河滨小区，低楼层，价位低，南北通透', '河滨小区  | 3室2厅 | 80平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  松霞', '70万', '单价8750元/平米')
('https://image1.ljcdn.com/370600-inspection/c597b29c-e7ba-479a-8352-967ff09befa1.jpg.296x216.jpg', '福山区 福海路星河城 精装一室 落地窗，采光好', '星河城  | 1室1厅 | 45.26平米 | 南 | 其他', '中楼层(共30层)2011年建塔楼  -  福海路', '37万', '单价8175元/平米')
('https://image1.ljcdn.com/370600-inspection/7771978c-cd2d-49b2-b38e-8575142726d9.jpg.296x216.jpg', '曙光名座 小两居 南北通透 视野开阔', '曙光名座  | 2室2厅 | 57平米 | 南 北 | 其他', '高楼层(共7层)2004年建塔楼  -  鸿福街', '40万', '单价7018元/平米')
('https://image1.ljcdn.com/370600-inspection/2d6c1b73-0f02-417e-a780-d6820174ba70.jpg.296x216.jpg', '福海路旁70年产权小公寓 视野开阔', '福海阳光花园  | 1室1厅 | 50.6平米 | 西 北 | 其他', '低楼层(共25层)2009年建塔楼  -  福海路', '40万', '单价7906元/平米')
('https://image1.ljcdn.com/370600-inspection/71744e82-aa6e-496b-904b-4215256932be.jpg.296x216.jpg', '天府花园小区，两室一厅一厨一卫，楼层好', '天府花园小区  | 2室1厅 | 65平米 | 南 北 | 其他', '中楼层(共5层)暂无数据  -  首院', '58.5万', '单价9000元/平米')
('https://image1.ljcdn.com/370600-inspection/02e81b22-c710-41e1-9744-894c990dfd38.jpg.296x216.jpg', '丽景佳园  小户型  精装修  采光好  南向', '丽景佳园  | 1室1厅 | 48.21平米 | 南 | 其他', '高楼层(共5层)2011年建板楼  -  福海路', '43万', '单价8920元/平米')
('https://image1.ljcdn.com/370600-inspection/a10613b9-98f9-4239-859b-e184e50a7506.jpg.296x216.jpg', '万科假日风景，多层一楼带院，南北通透，采光充足', '万科假日风景  | 3室1厅 | 105平米 | 东 南 北 | 其他', '低楼层(共5层)2016年建板楼  -  万科', '130万', '单价12381元/平米')
('', '富丽新城 南北通透 好格局 环境优雅', '义丰富丽新城  | 3室1厅 | 93.5平米 | 南 北 | 毛坯', '高楼层(共6层)2015年建板楼  -  芝阳', '68万', '单价7273元/平米')
('https://image1.ljcdn.com/370600-inspection/d7625613-d204-4003-ad73-de9275aff274.jpg.296x216.jpg', '南北通透 楼层好， 黄板装修 配套实施齐全，交通便利', '河滨小区  | 3室2厅 | 113平米 | 南 北 | 其他', '低楼层(共6层)1992年建板楼  -  松霞', '105万', '单价9293元/平米')
('https://image1.ljcdn.com/370600-inspection/50162ace-9494-4b82-98a1-f99ea2716de5.jpg.296x216.jpg', '曙光名座毛坯房  东打头三室南北通透', '曙光名座  | 3室2厅 | 155.4平米 | 南 北 | 其他', '中楼层(共13层)2004年建塔楼  -  鸿福街', '120万', '单价7723元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload8e5daf34-a419-425e-a3cb-742920b8a064.jpg.296x216.jpg', '福海路 北一路 两室 南厅南卧采光好', '福海阳光花园  | 2室1厅 | 94.92平米 | 南 | 其他', '高楼层(共25层)2009年建塔楼  -  福海路', '71万', '单价7480元/平米')
