('https://image1.ljcdn.com/370600-inspection/ba3c41fc-3f6e-4575-892d-40563f8be3e2.jpg.296x216.jpg', '福莱山公园方正两居室婚房拎包入住有地上车位', '海信慧园西区  | 2室2厅 | 92平米 | 南 | 其他', '低楼层(共32层)2010年建板塔结合  -  高级中学', '135万', '单价14674元/平米')
('https://image1.ljcdn.com/370600-inspection/e0b7a3d5-30b9-40af-87db-7775c769b5a3.jpg.296x216.jpg', '小户型紧凑两居室 南向采光好，地理位置优越', '嵛景华城  | 2室1厅 | 57.32平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  福莱山公园', '68万', '单价11864元/平米')
('https://image1.ljcdn.com/370600-inspection/6c0e3f25-2c18-4435-ad4b-ad71a69c7195.jpg.296x216.jpg', '澎湖湾 精装修 可观海  视野好 南北通透 户型方正！！', '金桥澎湖湾  | 3室1厅 | 113.12平米 | 南 北 | 其他', '低楼层(共32层)2015年建塔楼  -  北京中路', '140万', '单价12377元/平米')
('https://image1.ljcdn.com/370600-inspection/c32a84f9-4c5d-450c-91df-926819f76656.jpg.296x216.jpg', '银和怡海国奥天地 2室1厅 110万', '银和怡海国奥天地  | 2室1厅 | 92.06平米 | 东 西 | 其他', '中楼层(共18层)2016年建板楼  -  黄河路', '110万', '单价11949元/平米')
('https://image1.ljcdn.com/370600-inspection/08a74f6e-9559-4d40-9614-291e3357af4b.jpg.296x216.jpg', '满五年  南北通透   采光充足', '金胜小区  | 3室2厅 | 63平米 | 南 北 | 其他', '高楼层(共5层)1995年建板楼  -  德胜', '80万', '单价12699元/平米')
('https://image1.ljcdn.com/370600-inspection/1c1cacef-3f35-41d7-8bc4-6851fae35b0e.jpg.296x216.jpg', '华明大厦 生活方便 交通便利 成熟商圈', '华明大厦  | 1室1厅 | 48.3平米 | 西 | 其他', '中楼层(共11层)2004年建塔楼  -  德胜', '67.7万', '单价14000元/平米')
('', '长江路北 夹河旁 金东世纪 两室一厅', '金东世纪A  | 2室1厅 | 91.27平米 | 南 | 其他', '低楼层(共30层)2001年建板塔结合  -  德胜', '80万', '单价8766元/平米')
('https://image1.ljcdn.com/370600-inspection/1dc284fb-e7fd-4bb6-b73c-3f588270e11f.jpg.296x216.jpg', '海阔天高，楼层5层，东向采光充足', '海阔天高  | 1室1厅 | 35.6平米 | 东 | 其他', '30层2008年建塔楼  -  德胜', '29.5万', '单价8287元/平米')
('https://image1.ljcdn.com/370600-inspection/ee1e01e3-6138-4b2e-832d-80b3187c2022.jpg.296x216.jpg', '海滨假日优质小区 臻享私家沙滩 不可错过的选择', '振华海滨假日花园  | 2室2厅 | 88.7平米 | 西南 | 其他', '中楼层(共29层)2015年建塔楼  -  黄河路', '130万', '单价14657元/平米')
('https://image1.ljcdn.com/370600-inspection/b5aff8d2-a19c-4eb2-954c-803f04b85cc2.jpg.296x216.jpg', '南北通透 带一个地下车位和小棚一个 海景房南北通透', '海晟花园  | 6室3厅 | 267平米 | 南 北 | 其他', '高楼层(共11层)2013年建板楼  -  万科城', '270万', '单价10113元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2e74232a-befe-44c1-9b5b-eb10154524f9.png.280x210.jpg', '黄金家园三室户型方正周边配套齐全', '黄金家园  | 3室2厅 | 98平米 | 南 北 | 其他', '高楼层(共27层)塔楼  -  北京中路', '108万', '单价11021元/平米')
('https://image1.ljcdn.com/370600-inspection/e2f7cf9f-4c37-47f4-ad26-6a6846dd7901.jpg.296x216.jpg', '家家悦楼上万泰海公馆 打头三居室 看房方便，精装修', '万泰海公馆  | 3室1厅 | 122.01平米 | 南 北 | 其他', '低楼层(共32层)2008年建板楼  -  星颐广场', '138万', '单价11311元/平米')
('https://image1.ljcdn.com/370600-inspection/6583175c-942d-46c7-8a88-d59f11c14781.jpg.296x216.jpg', '框架房，南北通透格局，拎包入住', '华电小区  | 2室2厅 | 81平米 | 南 北 | 其他', '高楼层(共5层)2001年建板楼  -  德胜', '85万', '单价10494元/平米')
('https://image1.ljcdn.com/370600-inspection/6ec88b4c-4c25-40cb-a991-3ccbdd18d72e.jpg.296x216.jpg', '此房南向    采光不错     户型方正', '佰和数码广场  | 1室1厅 | 55.25平米 | 南 | 其他', '中楼层(共13层)暂无数据  -  德胜', '60万', '单价10860元/平米')
('https://image1.ljcdn.com/370600-inspection/725d3410-463b-4964-9947-f5c9e2d37a26.jpg.296x216.jpg', '电梯房， 户型好，采光充足，拎包入住', '晨光小区  | 3室2厅 | 106平米 | 东南 | 其他', '低楼层(共16层)2000年建塔楼  -  德胜', '106万', '单价10000元/平米')
('https://image1.ljcdn.com/370600-inspection/1995a086-cba5-48c5-87d1-0a85ae1a2ddd.jpg.296x216.jpg', '西户楼层适中，户型方正，两居室。', '金东世纪A  | 2室1厅 | 60平米 | 西 | 其他', '中楼层(共31层)2001年建板塔结合  -  德胜', '59万', '单价9834元/平米')
('https://image1.ljcdn.com/370600-inspection/b9281686-c937-4461-828b-c684ab6c6762.JPG.296x216.jpg', '海天景苑 2室1厅 92万', '海天景苑  | 2室1厅 | 101.64平米 | 南 | 其他', '中楼层(共24层)2006年建塔楼  -  福莱山公园', '92万', '单价9052元/平米')
('https://image1.ljcdn.com/370600-inspection/b58974f0-03d1-4e1d-8942-3bbd0b0296c3.jpg.296x216.jpg', '华电小区 2室1厅 74万', '华电小区  | 2室1厅 | 65.06平米 | 南 北 | 其他', '中楼层(共5层)1995年建板楼  -  德胜', '74万', '单价11375元/平米')
('https://image1.ljcdn.com/370600-inspection/8cb74442-291a-4e0a-8087-b0f914a90db0.jpg.296x216.jpg', '香山花园 精装修，南厅双南卧 ，采光好大三居', '香山花园  | 3室2厅 | 158.3平米 | 南 北 | 其他', '中楼层(共17层)2003年建板楼  -  德胜', '200万', '单价12635元/平米')
('https://image1.ljcdn.com/370600-inspection/08be8f4e-161d-417e-98ad-c4f42caaeb4d.jpg.296x216.jpg', '中等装修拎包入住+东南方向+有钥匙', '海鹰大厦  | 2室1厅 | 68.35平米 | 南 | 其他', '高楼层(共20层)2003年建塔楼  -  德胜', '61万', '单价8925元/平米')
('', '多层框架顶加阁 精装修 业主一套红木装修', '舒馨家苑  | 3室2厅 | 113.56平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  万达', '148万', '单价13033元/平米')
('https://image1.ljcdn.com/370600-inspection/1d39f304-a6e5-491b-8716-1fae3a86f6b3.jpg.296x216.jpg', '房子物业好 位置好 彩云城 开发区繁华地段 生活便利', '佰和数码广场  | 1室1厅 | 55.25平米 | 南 北 | 其他', '中楼层(共13层)暂无数据  -  德胜', '66万', '单价11946元/平米')
('https://image1.ljcdn.com/370600-inspection/36059c46-2a73-47b9-aa49-1493ce73c8c1.jpg.296x216.jpg', '金桥澎湖山庄精装 南北通透 两居室 打头房 全明户型', '金桥澎湖山庄  | 2室2厅 | 80.26平米 | 南 北 | 其他', '中楼层(共18层)2014年建板楼  -  福莱山公园', '101万', '单价12585元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/29d35458-6b71-44fb-9f55-3438b43b13b0.png.280x210.jpg', '阳光嘉园 顶加阁 90+60  采光好', '阳光嘉园  | 2室2厅 | 90平米 | 南 | 其他', '高楼层(共8层)2007年建板楼  -  星颐广场', '160万', '单价17778元/平米')
('https://image1.ljcdn.com/370600-inspection/b3f2f885-bc99-44c1-b313-edf6bf9854c0.jpg.296x216.jpg', '金光小区 南北通透 采光充足 购物便利', '金光小区西区  | 3室2厅 | 94.6平米 | 南 北 | 其他', '中楼层(共6层)1998年建板楼  -  万达', '95万', '单价10043元/平米')
('https://image1.ljcdn.com/370600-inspection/ed1d8416-11c8-4019-9bcd-dbf5efb56c31.jpg.296x216.jpg', '南北通透    低楼层   居家装修', '海信天山郡  | 2室2厅 | 86.7平米 | 南 北 | 其他', '低楼层(共33层)2017年建板塔结合  -  万达', '110万', '单价12688元/平米')
('https://image1.ljcdn.com/370600-inspection/ff6a5b9e-7597-4fa4-b715-b62b75705e94.jpg.296x216.jpg', '金桥澎湖山庄南北通透两室含地下车位和小棚', '金桥澎湖山庄  | 2室1厅 | 91.35平米 | 南 北 | 其他', '中楼层(共18层)2014年建板楼  -  福莱山公园', '125万', '单价13684元/平米')
('https://image1.ljcdn.com/370600-inspection/f9bc362f-31a0-41ad-9a0b-b8e965b32495.jpg.296x216.jpg', '此房为南向格局，一居室，楼层好，视野开阔，采光充足', '天马相城二期  | 1室1厅 | 55平米 | 南 | 其他', '中楼层(共26层)2009年建塔楼  -  万科城', '66万', '单价12000元/平米')
('https://image1.ljcdn.com/370600-inspection/dde55a92-465c-45d1-8ec1-ef11a0cb18af.jpg.296x216.jpg', '楼层合适   采光充足  视野宽阔', '金鑫家园  | 2室2厅 | 77.21平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  万达', '85万', '单价11009元/平米')
('https://image1.ljcdn.com/370600-inspection/6310205b-e322-44fc-b345-9c7f813e8fb8.jpg.296x216.jpg', '万科城精装三居室，佳世客旁，靠海近，购物方便', '万科城  | 3室1厅 | 89.93平米 | 南 北 | 其他', '低楼层(共34层)2016年建板楼  -  万科城', '115万', '单价12788元/平米')
('https://image1.ljcdn.com/370600-inspection/d82cad28-bbf6-4584-995a-df0dbab02da8.jpg.296x216.jpg', '依云小镇多层户型，机会难得，业主极其配合', '海信依云小镇  | 2室2厅 | 99.56平米 | 南 | 简装', '低楼层(共6层)2016年建板楼  -  福莱山公园', '110万', '单价11049元/平米')
('https://image1.ljcdn.com/370600-inspection/4949c15c-1de5-4b27-8290-20b5c7b73d70.jpg.296x216.jpg', '金桥澎湖湾 南北通透 类毛坯房 看房方便+车位小棚', '金桥澎湖湾  | 3室2厅 | 138平米 | 南 北 | 其他', '高楼层(共18层)2015年建塔楼  -  北京中路', '147万', '单价10653元/平米')
('https://image1.ljcdn.com/370600-inspection/540939e5-c2eb-4707-8d0b-a9fcc706fbad.jpg.296x216.jpg', '越秀星汇金沙+温馨两居室+纯毛坯任意装修+中低楼层', '越秀星汇金沙  | 2室2厅 | 76.08平米 | 南 | 其他', '低楼层(共33层)2016年建板楼  -  北京中路', '78万', '单价10253元/平米')
('', '通用富馨佳苑 2室1厅 75万', '通用富馨佳苑  | 2室1厅 | 89.89平米 | 南 北 | 其他', '低楼层(共18层)2014年建板楼  -  开发区周边', '75万', '单价8344元/平米')
('https://image1.ljcdn.com/370600-inspection/0f1b577b-9360-4c20-b630-8afff22bcc27.jpg.296x216.jpg', '海阔 天高 居家装修 万米金沙滩 百亩防护林', '海阔天高  | 1室1厅 | 54平米 | 北 | 简装', '30层2008年建塔楼  -  德胜', '41万', '单价7593元/平米')
('https://image1.ljcdn.com/370600-inspection/90789352-9c97-4d1f-a078-154378808b6c.jpg.296x216.jpg', '碧海云天 大两居室 小高层低楼层', '碧海云天  | 2室2厅 | 124.18平米 | 南 北 | 其他', '低楼层(共11层)2006年建板楼  -  星颐广场', '188万', '单价15140元/平米')
('', '海信依云小镇＋多层＋复式＋精装修＋带车位', '海信依云小镇  | 4室3厅 | 154.7平米 | 南 北 | 其他', '高楼层(共5层)2016年建板楼  -  福莱山公园', '183万', '单价11830元/平米')
('https://image1.ljcdn.com/370600-inspection/a666cfb3-a4a2-4779-ac95-4d0769d85639.jpg.296x216.jpg', '精装修未入住 格局方正 全明户型', '华明星海湾  | 2室2厅 | 102平米 | 南 北 | 其他', '低楼层(共32层)2016年建板楼  -  黄河路', '175万', '单价17157元/平米')
('https://image1.ljcdn.com/370600-inspection/f843a02f-dcaf-49a8-b9ed-d0a8304e3c1c.jpg.296x216.jpg', '顶加阁，二楼带卫生间，可以做四居', '嵛景华城  | 3室1厅 | 123.29平米 | 南 | 精装', '高楼层(共12层)2008年建板楼  -  福莱山公园', '100万', '单价8111元/平米')
('', '中等装修+中间楼层+南北通透户型', '凤台小区  | 2室1厅 | 74.43平米 | 南 北 | 其他', '低楼层(共6层)2002年建板楼  -  星颐广场', '89万', '单价11958元/平米')
('', '三居室    南北通透   满五唯一', '凤台小区  | 3室2厅 | 97.8平米 | 南 北 | 其他', '中楼层(共6层)1999年建板楼  -  星颐广场', '100万', '单价10225元/平米')
('https://image1.ljcdn.com/370600-inspection/d7ae57dd-d099-4aec-a8dd-3fd06c3c2597.jpg.296x216.jpg', '位置好，采光好，不挡光,框架顶加阁', '银芝小区  | 3室1厅 | 91平米 | 南 北 | 简装', '高楼层(共5层)2002年建板楼  -  德胜', '120万', '单价13187元/平米')
('https://image1.ljcdn.com/370600-inspection/bb5eee97-c3b8-44fa-96c4-4cb8682148a1.jpg.296x216.jpg', '精装修，精致小两居，采光充足，房主配合', '恒达大厦  | 2室1厅 | 66平米 | 北 | 简装', '中楼层(共23层)2005年建塔楼  -  德胜', '68万', '单价10304元/平米')
('https://image1.ljcdn.com/370600-inspection/2f92e7b2-250f-4c06-ad95-0c8a2d40d4fe.jpg.296x216.jpg', '房子是西向的，小户型，简单装修', '华明大厦  | 1室1厅 | 29.07平米 | 西 | 其他', '高楼层(共6层)2004年建板楼  -  德胜', '21万', '单价7224元/平米')
('', '房子采光很好，还是个小高层电梯房，位置好', '华明大厦  | 2室1厅 | 60平米 | 西 | 其他', '高楼层(共11层)2004年建塔楼  -  德胜', '60万', '单价10000元/平米')
('https://image1.ljcdn.com/370600-inspection/d560d90a-7406-4393-bfd9-980d893e2b11.jpg.296x216.jpg', '长江路南小高层 纯住宅小区一梯两户 南北通透', '新世纪商贸大厦  | 3室2厅 | 171.49平米 | 南 北 | 其他', '中楼层(共20层)暂无数据  -  德胜', '140万', '单价8164元/平米')
('https://image1.ljcdn.com/370600-inspection/ba5306b4-0fa0-4494-af2b-6dc25c617f23.jpg.296x216.jpg', '看房方便，户型方正，房主诚心出售，楼层合适。', '振华海滨假日花园  | 2室2厅 | 90.56平米 | 西南 | 其他', '低楼层(共30层)2014年建板楼  -  黄河路', '125万', '单价13804元/平米')
('', '房子户型较好，低楼城，出行方便，', '金胜小区  | 3室2厅 | 97平米 | 南 北 | 其他', '低楼层(共6层)1995年建板楼  -  德胜', '120万', '单价12372元/平米')
('https://image1.ljcdn.com/370600-inspection/83ecd026-cf20-499b-bc91-ae39220d0bcc.jpg.296x216.jpg', '海信慧园西区 教育房 出门就是福莱山公园', '海信慧园西区  | 3室2厅 | 136.27平米 | 南 北 | 其他', '中楼层(共5层)2010年建板楼  -  高级中学', '213万', '单价15631元/平米')
('https://image1.ljcdn.com/370600-inspection/8756d812-be06-4f86-ad0d-57c4c55af7d7.jpg.296x216.jpg', '五月份 此房满五唯一，南北通透，采光好毛坯房', '山水名园  | 3室2厅 | 115.3平米 | 南 北 | 其他', '低楼层(共20层)2007年建塔楼  -  万达', '126万', '单价10929元/平米')
('https://image1.ljcdn.com/370600-inspection/8f937036-3ad4-48ba-a9ba-298ce3f2a8b9.jpg.296x216.jpg', '碧海云天  电梯房 一梯两户 精装修 户型方正', '碧海云天  | 3室2厅 | 198平米 | 南 北 | 其他', '低楼层(共22层)2006年建板楼  -  星颐广场', '316.8万', '单价16000元/平米')
('https://image1.ljcdn.com/370600-inspection/06ee6920-1acb-4d25-a4dd-9977cfe7d295.jpg.296x216.jpg', '文苑小区 框架房  多层 东打头 南北通透  户型方正！', '文苑小区  | 3室2厅 | 115.96平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  福莱山公园', '118万', '单价10176元/平米')
('https://image1.ljcdn.com/370600-inspection/55ec0e89-70d0-43c8-b90d-dbfa056e5997.jpg.296x216.jpg', '宁海佳苑小高层加阁楼 户型好采光好', '宁海佳苑  | 6室2厅 | 191.51平米 | 南 北 | 其他', '高楼层(共10层)2007年建板楼  -  黄河路', '230万', '单价12010元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload11feb895-e165-4a6d-baec-b70b6dadad82.jpg.296x216.jpg', '总面积197平其中阁楼65平赠送，南厅双南卧耳朵户型', '丹阳小区  | 4室2厅 | 131.66平米 | 南 北 | 简装', '高楼层(共6层)2000年建板楼  -  德胜', '135万', '单价10254元/平米')
('https://image1.ljcdn.com/370600-inspection/ab8ac394-290e-481f-8045-481952da4f1d.jpg.296x216.jpg', '房子双南卧一北卧南北通透全明户型', '星海花园  | 3室2厅 | 138.43平米 | 南 北 | 精装', '中楼层(共5层)2004年建板楼  -  星颐广场', '235万', '单价16977元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload7a719ac8-d55a-4b81-844f-10bd3e27f7c3.jpg.296x216.jpg', '76平+99万净拿+精装修，可看海', '星颐广场  | 1室2厅 | 76平米 | 西 北 | 精装', '中楼层(共18层)2017年建塔楼  -  星颐广场', '99万', '单价13027元/平米')
('https://image1.ljcdn.com/370600-inspection/04ca2d91-25a6-41ab-82bd-389e56490464.jpg.296x216.jpg', '蜜橙＋南厅南卧＋精装修＋带车位＋采光好＋视野好', '蜜橙  | 2室1厅 | 86.64平米 | 南 | 其他', '中楼层(共18层)2015年建板楼  -  高级中学', '106万', '单价12235元/平米')
('https://image1.ljcdn.com/370600-inspection/94a745e1-eebc-4c6b-8796-915b8bd5043d.jpg.296x216.jpg', '天马相城二期小户型，满五唯一可看海', '天马相城二期  | 1室1厅 | 54平米 | 南 | 其他', '中楼层(共26层)2009年建塔楼  -  万科城', '65万', '单价12038元/平米')
('', '万达华府，好楼层，采光充足，带基础装修', '万达华府  | 2室2厅 | 89平米 | 南 北 | 其他', '中楼层(共33层)2017年建板楼  -  万达', '145万', '单价16293元/平米')
('https://image1.ljcdn.com/370600-inspection/18848209-5b92-431b-8a88-01b80b44639a.jpg.296x216.jpg', '海信惠源西区精装修，楼层好，采光佳', '海信慧园西区  | 2室1厅 | 52平米 | 南 | 其他', '高楼层(共11层)2010年建板塔结合  -  高级中学', '80万', '单价15385元/平米')
('https://image1.ljcdn.com/370600-inspection/9cc2848a-fe62-4680-a4e6-f2419c5505ee.jpg.296x216.jpg', '黄金家园 南向两居室 出门家家悦超市 格局好', '黄金家园  | 2室2厅 | 75平米 | 南 北 | 其他', '低楼层(共27层)塔楼  -  北京中路', '75万', '单价10000元/平米')
('https://image1.ljcdn.com/370600-inspection/3ac36a00-b0a6-4e86-8dd8-b5d789992cd3.jpg.296x216.jpg', '碧海云天 南北通透 户型方正 精装修可直接入住', '碧海云天  | 4室2厅 | 198平米 | 南 北 | 其他', '高楼层(共5层)2006年建板楼  -  星颐广场', '250万', '单价12627元/平米')
('https://image1.ljcdn.com/370600-inspection/241f8103-04b6-4362-9b30-8bfbc94a6cfd.jpg.296x216.jpg', '小区交通方便，交通枢纽100米出东门就是彩云城', '金胜小区  | 3室2厅 | 96.8平米 | 南 北 | 精装', '高楼层(共6层)1995年建板楼  -  德胜', '115万', '单价11881元/平米')
