('https://image1.ljcdn.com/340100-inspection/dc1c6217-f3b8-4225-8a9d-f628a7042745.jpg.296x216.jpg', '纯毛坯三房，南北通透，送产权车位，', '蓝鼎星河府  | 3室2厅 | 122.76平米 | 南 北 | 其他', '低楼层(共31层)2013年建塔楼  -  周谷堆', '197万', '单价16048元/平米')
('https://image1.ljcdn.com/340100-inspection/f37fc84d-d968-4c24-bb29-1805ffec5072.jpg.296x216.jpg', '此房满两年 繁华地段，配套齐全，交通便利 户型方正', '铂金汉宫  | 1室1厅 | 52.07平米 | 北 | 其他', '低楼层(共24层)2009年建塔楼  -  包公', '71万', '单价13636元/平米')
('https://image1.ljcdn.com/340100-inspection/29b649db-84f4-4702-8483-713c1f78e5a4.jpg.296x216.jpg', '宿松路 南园新村 3室1厅南北通透户型方正 精装采光好', '南园新村  | 3室1厅 | 85.42平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  芜湖路', '126万', '单价14751元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf33536c1-b28f-43ad-9b68-f59a1e473941.jpg.296x216.jpg', '江汽三村 3室1厅 170万', '江汽三村  | 3室1厅 | 109.35平米 | 南 北 | 其他', '低楼层(共11层)2009年建板楼  -  常青', '170万', '单价15547元/平米')
('https://image1.ljcdn.com/340100-inspection/4add9ddb-118c-4bee-8ae2-6ddb8ae0f2f5.jpg.296x216.jpg', '城市华庭 1室1厅 110万', '城市华庭  | 1室1厅 | 50.51平米 | 东 西 | 其他', '中楼层(共30层)2005年建塔楼  -  芜湖路', '110万', '单价21778元/平米')
('https://image1.ljcdn.com/340100-inspection/b550afc1-57c9-44f8-85c3-9f81ba3bc3fa.jpg.296x216.jpg', '宝利丰广场 1室1厅 65万', '宝利丰广场  | 1室1厅 | 38.76平米 | 北 | 其他', '中楼层(共39层)2014年建塔楼  -  包公', '65万', '单价16770元/平米')
('https://image1.ljcdn.com/340100-inspection/3fd3ad59-acf4-4ae4-a33a-a330abb635f6.jpg.296x216.jpg', '地矿家园 3室2厅 160万', '地矿家园  | 3室2厅 | 110平米 | 南 | 其他', '高楼层(共34层)2012年建板楼  -  周谷堆', '160万', '单价14546元/平米')
('https://image1.ljcdn.com/340100-inspection/52e06538-d25a-4794-8171-15994d498c06.jpg.296x216.jpg', '星隆购物广场 精装两房中高层 视野采光ok', '星隆购物广场  | 2室2厅 | 96.3平米 | 南 | 其他', '中楼层(共34层)2014年建板楼  -  周谷堆', '150万', '单价15577元/平米')
('https://image1.ljcdn.com/340100-inspection/feee28ef-de00-4d44-a396-59165745ae2f.jpg.296x216.jpg', '蓝鼎星河府《精装三房 南北通透 送大露台 家电全送》', '蓝鼎星河府  | 3室2厅 | 131.92平米 | 南 北 | 其他', '低楼层(共45层)2013年建塔楼  -  周谷堆', '248万', '单价18800元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6dc7fc65-21cf-4b83-9d75-ad30ba9f6c9e.jpg.296x216.jpg', '适合一代三代人居住，户型不干扰', '金江苑小区  | 3室3厅 | 143.48平米 | 南 | 其他', '高楼层(共6层)1998年建板楼  -  常青', '168万', '单价11709元/平米')
('https://image1.ljcdn.com/340100-inspection/c8064c82-77fc-43cd-88a2-48632af2b166.jpg.296x216.jpg', '为你而选为你为家 万振逍遥苑 精装修 房东诚售', '万振逍遥苑四期  | 3室2厅 | 125.31平米 | 南 | 其他', '低楼层(共33层)2008年建板楼  -  周谷堆', '205万', '单价16360元/平米')
('https://image1.ljcdn.com/340100-inspection/930231a3-7357-4671-af7f-8eb302503fdb.jpg.296x216.jpg', '宝利丰广场 1室1厅 65万', '宝利丰广场  | 1室1厅 | 42.23平米 | 北 | 其他', '高楼层(共39层)2014年建塔楼  -  包公', '65万', '单价15392元/平米')
('https://image1.ljcdn.com/340100-inspection/1b35c9d0-9ed5-4ada-bd18-a7d7082415a8.jpg.296x216.jpg', '芜湖路大三室   180万  看房方便', '汇景花园  | 3室2厅 | 132.2平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  芜湖路', '180万', '单价13616元/平米')
('https://image1.ljcdn.com/340100-inspection/b61a16f7-0165-4ab8-a0cc-a5c3b8bc62c9.jpg.296x216.jpg', '元一柏庄 三房中间户 市政供暖小区中间位置 采光好', '元一柏庄  | 3室2厅 | 119.97平米 | 南 | 其他', '高楼层(共34层)2008年建板楼  -  周谷堆', '195万', '单价16255元/平米')
('https://image1.ljcdn.com/340100-inspection/f4e0600d-bb46-482e-aab1-974fddde83ef.jpg.296x216.jpg', '西边户，采光无遮挡，小高层，绿化好，业主诚心卖房', '天下锦城康桥郡  | 4室2厅 | 190.35平米 | 南 | 其他', '11层2016年建板楼  -  常青', '340万', '单价17862元/平米')
('https://image1.ljcdn.com/340100-inspection/ff25c25f-0024-4492-ac18-c8b870a3e6c1.jpg.296x216.jpg', '桐城绿苑 2室1厅 100万', '桐城绿苑  | 2室1厅 | 63.32平米 | 西南 | 其他', '中楼层(共25层)2011年建板塔结合  -  常青', '100万', '单价15793元/平米')
('https://image1.ljcdn.com/340100-inspection/cf7ed3ab-e9af-4666-946d-fccad47b5f26.jpg.296x216.jpg', '房子经典老式装修，三房朝南采光好，拎包即住', '银杏苑  | 3室2厅 | 123平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  望湖', '168万', '单价13659元/平米')
('https://image1.ljcdn.com/340100-inspection/2fe5e1c0-729d-407c-8e27-965865d15dbb.jpg.296x216.jpg', '铂金汉宫 1室1厅 66万', '铂金汉宫  | 1室1厅 | 50.77平米 | 西 | 其他', '中楼层(共24层)2009年建塔楼  -  包公', '66万', '单价13000元/平米')
('https://image1.ljcdn.com/340100-inspection/bf07f569-1414-4f00-9596-a4faba837495.jpg.296x216.jpg', '鑫苑望江花园 2室2厅 142万', '鑫苑望江花园  | 2室2厅 | 84.59平米 | 南 | 其他', '低楼层(共27层)2007年建塔楼  -  常青', '142万', '单价16787元/平米')
('https://image1.ljcdn.com/340100-inspection/64afd1db-2d45-4e37-97d2-d941d122eec1.jpg.296x216.jpg', '地矿家园 3室2厅 218万', '地矿家园  | 3室2厅 | 118.67平米 | 南 北 | 其他', '中楼层(共34层)2012年建板楼  -  周谷堆', '218万', '单价18371元/平米')
('https://image1.ljcdn.com/340100-inspection/85cce20d-065c-4564-818e-2838b0bac996.jpg.296x216.jpg', '曙宏南苑 4室3厅 163万', '曙宏南苑  | 4室3厅 | 124.66平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  常青', '163万', '单价13076元/平米')
('https://image1.ljcdn.com/340100-inspection/51ac7310-bb5b-4efa-9788-046145249798.jpg.296x216.jpg', '宝利丰广场 1室1厅 66万', '宝利丰广场  | 1室1厅 | 40.43平米 | 西 | 其他', '高楼层(共39层)2014年建塔楼  -  包公', '66万', '单价16325元/平米')
('https://image1.ljcdn.com/340100-inspection/521d819d-9b97-4d5d-88a9-24643d7ff1dd.jpg.296x216.jpg', '此房三房精装 满两年，南北通透，此价格包含地下车位', '地矿家园  | 3室2厅 | 131平米 | 南 北 | 其他', '低楼层(共34层)2012年建板楼  -  周谷堆', '213万', '单价16260元/平米')
('https://image1.ljcdn.com/340100-inspection/c377c45a-65c4-474f-9ba4-1d51cd08a466.jpg.296x216.jpg', '带中央空调的经典中间楼层复式满五税费低', '锦桂花园  | 3室2厅 | 222.24平米 | 南 | 其他', '中楼层(共6层)2005年建板楼  -  包公', '350万', '单价15749元/平米')
('https://image1.ljcdn.com/340100-inspection/04fd5296-8e6a-482b-81a2-2759453c445b.jpg.296x216.jpg', '青阳苑 精装  拎包入住 中间层 采', '世纪阳光花园青阳苑  | 4室2厅 | 197.39平米 | 东北 | 其他', '高楼层(共11层)2006年建板楼  -  包公', '255万', '单价12919元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf6236405-fb99-4301-8fbd-5bd4e666e6bb.jpg.296x216.jpg', '绿阳苑 电梯复式 屯小 阳光 中间位置不临街', '世纪阳光花园绿阳苑  | 5室3厅 | 200.23平米 | 南 | 其他', '高楼层(共11层)2007年建板楼  -  包公', '350万', '单价17480元/平米')
('https://image1.ljcdn.com/340100-inspection/8825aa9b-e8fa-4509-a258-73b8a5f19430.jpg.296x216.jpg', '蓝鼎星河府采光充足 楼层适中 人车分流，小区环境好', '蓝鼎星河府  | 3室2厅 | 107.13平米 | 南 北 | 其他', '中楼层(共45层)2013年建塔楼  -  周谷堆', '199万', '单价18576元/平米')
('https://image1.ljcdn.com/340100-inspection/d8415ec0-ba62-454b-996c-aae3858215e0.jpg.296x216.jpg', '房屋满五唯一 地段好 精装修 诚意出售', '环宇大厦  | 1室1厅 | 56平米 | 南 | 简装', '中楼层(共31层)2000年建塔楼  -  周谷堆', '75万', '单价13393元/平米')
('https://image1.ljcdn.com/340100-inspection/6852e51f-68cc-4a85-bb3e-1f8d2a508c28.jpg.296x216.jpg', '南北通透 顶楼复式带露台 使用空间大 配套成熟', '绿地海顿公馆A  | 3室2厅 | 185.86平米 | 南 北 | 其他', '高楼层(共32层)2010年建板楼  -  周谷堆', '342万', '单价18401元/平米')
('https://image1.ljcdn.com/340100-inspection/a125526b-b338-4a7a-b061-594382d07464.jpg.296x216.jpg', '毛坯大三房 边户 全南户型 中间楼层采光不挡 中间楼栋', '铂金汉宫  | 3室2厅 | 131.02平米 | 南 | 其他', '中楼层(共28层)2009年建板楼  -  包公', '220万', '单价16792元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload417e0613-4992-4608-8eac-044fc8bef510.jpg.296x216.jpg', '单价低 ， 配套齐全，交通便利，采光好', '曙宏南苑  | 4室2厅 | 153平米 | 南 | 其他', '低楼层(共11层)2005年建板楼  -  常青', '215万', '单价14053元/平米')
('https://image1.ljcdn.com/340100-inspection/44bf516e-049a-4089-8f80-5bb2c23e3aed.jpg.296x216.jpg', '为你而选 为你为家 冷暖双供四十八中精装两居室', '天下锦城温莎城  | 2室2厅 | 91.98平米 | 南 北 | 其他', '高楼层(共11层)2016年建板楼  -  常青', '210万', '单价22832元/平米')
('', '曙宏南苑 2室2厅 145万', '曙宏南苑  | 2室2厅 | 105.44平米 | 南 | 其他', '低楼层(共18层)2005年建板楼  -  常青', '145万', '单价13752元/平米')
('https://image1.ljcdn.com/340100-inspection/5215f00f-0c26-4625-bf33-8226deb91820.jpg.296x216.jpg', '景城花园 3室2厅 245万', '景城花园  | 3室2厅 | 143.62平米 | 南 | 其他', '高楼层(共17层)2007年建塔楼  -  包公', '245万', '单价17059元/平米')
('https://image1.ljcdn.com/340100-inspection/b8ecaf60-82a3-4997-8eb0-e3e3ef31ec3b.jpg.296x216.jpg', '合肥水泥研究设计院\u3000两室两厅\u3000采光好', '合肥水泥研究设计院  | 2室2厅 | 71平米 | 南 | 其他', '中楼层(共5层)板楼  -  芜湖路', '117万', '单价16479元/平米')
('https://image1.ljcdn.com/340100-inspection/53d93f54-7003-4454-9b2f-1837773ea4cc.jpg.296x216.jpg', '和昌都汇华府 2室1厅 178万', '和昌都汇华府  | 2室1厅 | 104平米 | 南 | 其他', '低楼层(共32层)2012年建板楼  -  周谷堆', '178万', '单价17116元/平米')
('https://image1.ljcdn.com/340100-inspection/904ba0c8-eecb-4751-96f1-c3642c5dda0f.jpg.296x216.jpg', '标准一室一厅 楼层好 总价低 诚心卖 小区安静', '万振逍遥苑四期  | 1室1厅 | 46.64平米 | 北 | 其他', '中楼层(共34层)2008年建板楼  -  周谷堆', '68.6万', '单价14709元/平米')
('https://image1.ljcdn.com/340100-inspection/7b631a5d-bad0-46b8-a1ad-104da4f86c5f.jpg.296x216.jpg', '南园新村 2室1厅多层无公摊 一楼带院子 实用面积大', '南园新村  | 2室1厅 | 74.2平米 | 东 南 | 其他', '低楼层(共7层)2003年建板楼  -  芜湖路', '125万', '单价16847元/平米')
('https://image1.ljcdn.com/340100-inspection/ae47da4c-6dce-4de0-9754-9053bab1395e.jpg.296x216.jpg', '为你而选为你为家，美生滨江花月，南北通透2房', '美生滨江花月  | 2室2厅 | 85平米 | 南 北 | 其他', '低楼层(共6层)2015年建板塔结合  -  淝河镇', '135万', '单价15883元/平米')
('https://image1.ljcdn.com/340100-inspection/5a7cb4e6-45d4-4f47-8646-02f3f3a4ace2.jpg.296x216.jpg', '为你而选为你为家 日桂苑   4室2厅', '望湖城桂香居日桂苑  | 4室2厅 | 169.22平米 | 南 北 | 其他', '高楼层(共18层)2009年建板楼  -  望湖', '340万', '单价20093元/平米')
('https://image1.ljcdn.com/340100-inspection/ed07c6da-54ce-4f90-8e36-0d22bf65702a.jpg.296x216.jpg', '满两年，户型方正，精装修，全天采光无遮挡', '曙宏新村  | 3室2厅 | 90.85平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  常青', '136万', '单价14970元/平米')
('https://image1.ljcdn.com/340100-inspection/bc862577-7d61-451e-b206-0f513a097ac9.jpg.296x216.jpg', '巢小48中本部 包公园 南北边套三居室', '新园小区  | 3室1厅 | 74.9平米 | 南 西 北 | 其他', '高楼层(共6层)1996年建板楼  -  包公', '100万', '单价13352元/平米')
('https://image1.ljcdn.com/340100-inspection/bbcc7abf-78a3-4d5f-a623-393cd929cc39.JPG.296x216.jpg', '世纪阳光花园兰阳苑 南北通透三房 带市政供暖 满五年', '世纪阳光花园兰阳苑  | 3室1厅 | 115.36平米 | 南 北 | 其他', '高楼层(共25层)2009年建板楼  -  包公', '210万', '单价18204元/平米')
('https://image1.ljcdn.com/340100-inspection/42a788ec-8f7b-43cd-9751-9c27965bd17e.jpg.296x216.jpg', '玫瑰绅城 一居室小户型 业主诚心出售', '玫瑰绅城  | 1室1厅 | 38.16平米 | 西 | 其他', '高楼层(共9层)2009年建塔楼  -  周谷堆', '49万', '单价12841元/平米')
('https://image1.ljcdn.com/340100-inspection/184c6e23-88e4-457a-a880-e29621142d2e.jpg.296x216.jpg', '挑高户型 全明格局 精装 急售', '金地国际城  | 2室2厅 | 60.75平米 | 西北 | 其他', '低楼层(共16层)2008年建塔楼  -  周谷堆', '104万', '单价17120元/平米')
('https://image1.ljcdn.com/340100-inspection/44f945a9-3770-4098-a319-7011c36d7162.jpg.296x216.jpg', '金地国际城 4室2厅 260万', '金地国际城  | 4室2厅 | 186.84平米 | 南 北 | 精装', '高楼层(共17层)2008年建塔楼  -  周谷堆', '260万', '单价13916元/平米')
('https://image1.ljcdn.com/340100-inspection/f35933df-2622-4e6e-880e-afc727007563.jpg.296x216.jpg', '纯毛坯，复式楼层，正看别墅区，采光好', '玫瑰绅城  | 4室2厅 | 217平米 | 南 北 | 其他', '高楼层(共18层)2009年建塔楼  -  周谷堆', '217万', '单价10000元/平米')
('https://image1.ljcdn.com/340100-inspection/9567cab4-9a7c-465e-8d08-4dc46bd29d15.jpg.296x216.jpg', '蓝鼎星河府 交通便利 配套设施齐全  自住装修', '蓝鼎星河府  | 3室2厅 | 116.25平米 | 南 | 其他', '低楼层(共39层)2013年建塔楼  -  周谷堆', '180万', '单价15484元/平米')
('https://image1.ljcdn.com/340100-inspection/3f101b9b-db35-4fb4-92b3-6336aa17781e.jpg.296x216.jpg', '海顿公馆南边通透两房精装修楼层好事业开阔市政供暖', '绿地海顿公馆C  | 2室2厅 | 88.88平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  周谷堆', '160万', '单价18002元/平米')
('https://image1.ljcdn.com/340100-inspection/d3bd7154-2979-4fc2-9164-45f5229fc42c.jpg.296x216.jpg', '此房满两年，精装万达自己装修，品质大平层，位置优越', '万达公馆  | 4室2厅 | 199.99平米 | 东 西 | 其他', '低楼层(共47层)2012年建塔楼  -  包公', '395万', '单价19751元/平米')
('https://image1.ljcdn.com/340100-inspection/6c654221-8f1e-482b-b64d-7cd30591cb91.JPG.296x216.jpg', '南园新村\u3000两室一厅一楼\u3000环境优美', '南园新村  | 2室1厅 | 55.87平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  芜湖路', '95万', '单价17004元/平米')
('https://image1.ljcdn.com/340100-inspection/e32feb07-fe84-4905-92c4-8fc42172d4d3.jpg.296x216.jpg', '为你而选为你而家 广场位置 南北通透户型 总价低诚售', '万振逍遥苑四期  | 3室2厅 | 125.13平米 | 南 北 | 其他', '低楼层(共18层)2008年建板楼  -  周谷堆', '200万', '单价15984元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload28d24ea4-a86a-44ac-9ea5-c55276be918d.jpg.296x216.jpg', '星隆购物广场 南北通透 户型方正  东边套', '星隆购物广场  | 3室2厅 | 113.82平米 | 南 北 | 其他', '低楼层(共34层)2014年建板楼  -  周谷堆', '168万', '单价14761元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4fd4cc16-7a9a-4b18-9b0b-8d3d09b5670c.jpg.296x216.jpg', '此房总价低，配套齐全，小一居，精装修，可以拎包入住', '鑫苑望江花园  | 1室1厅 | 36.99平米 | 东 | 其他', '低楼层(共27层)2007年建塔楼  -  常青', '54万', '单价14599元/平米')
('https://image1.ljcdn.com/340100-inspection/4a6b4146-3b09-44fe-aa01-f286b6b64156.jpg.296x216.jpg', '宝利丰广场 1室1厅 88万', '宝利丰广场  | 1室1厅 | 52.06平米 | 南 | 其他', '高楼层(共39层)2014年建塔楼  -  包公', '88万', '单价16904元/平米')
('https://image1.ljcdn.com/340100-inspection/2a5edf6e-0849-4aab-a409-a82c4b339c3e.JPG.296x216.jpg', '滨水华城 环境好 物业管理佳 周边出行方便 随时看房', '滨水华城  | 2室2厅 | 69.09平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  包公', '122万', '单价17659元/平米')
('https://image1.ljcdn.com/340100-inspection/96e5c21f-922b-4289-9314-2930c81445c2.jpg.296x216.jpg', '地矿家园 3室2厅 165万', '地矿家园  | 3室2厅 | 108.93平米 | 南 | 其他', '中楼层(共34层)2012年建板楼  -  周谷堆', '165万', '单价15148元/平米')
('https://image1.ljcdn.com/340100-inspection/24995a03-6848-431f-a21a-7aa3123e0e6b.JPG.296x216.jpg', '为你而选为你为家，精装修三居室，带个院子 位置安静', '柏林春天  | 3室2厅 | 130.4平米 | 南 | 其他', '低楼层(共18层)2007年建塔楼  -  包公', '180万', '单价13804元/平米')
('https://image1.ljcdn.com/340100-inspection/8a3fc6f5-770b-4757-b12b-b22910dc910c.jpg.296x216.jpg', '铂金汉宫 四居室 户型方正  中间楼层 采光充足', '铂金汉宫  | 4室2厅 | 172.94平米 | 南 北 | 其他', '中楼层(共15层)2009年建板楼  -  包公', '310万', '单价17926元/平米')
('https://image1.ljcdn.com/340100-inspection/f9f04fdd-eee1-42a7-9b09-fcbbced0fd17.jpg.296x216.jpg', '房子精装修，户型方正，采光充足，日照充足', '曙宏南苑  | 2室1厅 | 89.94平米 | 东 | 其他', '低楼层(共18层)2010年建板楼  -  常青', '103万', '单价11453元/平米')
('https://image1.ljcdn.com/340100-inspection/b8175de8-dfec-4076-b57d-9e22933274e1.jpg.296x216.jpg', '此房满二，楼层好，视野开阔，适合买来出租，宾馆装修', '金地国际城  | 1室0厅 | 36.43平米 | 西 | 其他', '低楼层(共27层)2007年建塔楼  -  周谷堆', '39万', '单价10706元/平米')
('https://image1.ljcdn.com/340100-inspection/b06939d8-b4ac-45c2-97e9-b235d5f22002.jpg.296x216.jpg', '精装修大三房，户型正，南北通透，无遮挡，采光好', '元一柏庄  | 3室2厅 | 134.23平米 | 南 北 | 其他', '低楼层(共18层)2008年建板楼  -  周谷堆', '232万', '单价17284元/平米')
('https://image1.ljcdn.com/340100-inspection/fffc900d-9397-4ff0-afd3-1fd8b375aa87.jpg.296x216.jpg', '铂金汉宫 东北户型 单价低 总价低 看房方便 满两年', '铂金汉宫  | 1室1厅 | 55.96平米 | 东北 | 其他', '中楼层(共24层)2009年建塔楼  -  包公', '67万', '单价11973元/平米')
