('https://image1.ljcdn.com/510100-inspection/test-194e1b15-081e-4a27-8267-a6506d76d31c.png.296x216.jpg', '此房户型方正采光佳，视野宽阔，', '心怡中丝园  | 3室2厅 | 102.38平米 | 北 | 其他 | 有电梯', '低楼层(共29层)2015年建板塔结合  -  麓山', '138万', '单价13480元/平米')
('https://image1.ljcdn.com/510100-inspection/32f9b0c7-419b-4f5f-8eb4-792a8a7915a6.JPG.296x216.jpg', '天府新区， 套五联排别墅！！！', '锦官丽城亲水湾   | 联排别墅 | 5室3厅 | 305.8平米 | 南 | 其他 | 无电梯', '1层2006年建暂无数据  -  华阳', '545万', '单价17823元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a423caa4-4bae-45fd-adee-2575c9dfc322.png.296x216.jpg', '欧香小镇套三，带三个卫生间，改善型大套三。', '欧香小镇  | 3室2厅 | 202.25平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2014年建板楼  -  华阳', '320万', '单价15823元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload49b6ff90-407f-48dc-a144-80aa786dd58c.jpg.296x216.jpg', '万科海悦汇城东区朝中庭安静套二', '万科海悦汇城东区  | 2室2厅 | 60.51平米 | 东南 | 其他 | 有电梯', '中楼层(共35层)2014年建板楼  -  海洋公园', '115万', '单价19006元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f9c4c521-1a9f-4c84-ac41-4b116c40a181.png.296x216.jpg', '麓山国际  茵特拉肯A区  清水套三', '麓山国际茵特拉肯A  | 3室2厅 | 128.32平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2016年建板楼  -  麓山', '217万', '单价16911元/平米')
('https://image1.ljcdn.com/510100-inspection/test-973c6f79-fe9b-4139-a731-481ca2d9e844.png.296x216.jpg', '君汇上品，清水，套四双卫，户型方正', '佳兆业君汇上品  | 4室2厅 | 146.36平米 | 东北 | 其他 | 有电梯', '低楼层(共25层)2013年建板塔结合  -  南湖', '248万', '单价16945元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload202480a2-982a-41f7-8cb2-68a2f4bb7888.JPG.296x216.jpg', '滨河花园，四室3卫，有花园，复式挑空，采光好', '华阳滨河花园  | 4室2厅 | 161.2平米 | 西北 | 简装 | 无电梯', '低楼层(共6层)2003年建板塔结合  -  华阳', '220万', '单价13648元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3aac1c3a-1748-406a-be3c-52676ca7c6d2.png.296x216.jpg', '标准套一    户型方正    清水   有钥匙', '南湖国际社区  | 1室1厅 | 55.8平米 | 西 | 其他 | 有电梯', '中楼层(共34层)2010年建板楼  -  南湖', '97万', '单价17384元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7c88886f-e23b-4dfb-9378-d3b9dbfc259a.png.296x216.jpg', '天府新区 海洋公园 新鸿基悦城 毛坯房 套三', '新鸿基悦城  | 3室2厅 | 142.8平米 | 东南 | 其他 | 有电梯', '低楼层(共31层)2011年建板塔结合  -  海洋公园', '305万', '单价21359元/平米')
('https://image1.ljcdn.com/510100-inspection/27d437ef-a521-42a6-a84c-4a085e13e6a7.jpg.296x216.jpg', '阳光华庭  清水三室两厅一厨两位', '阳光华庭  | 3室2厅 | 134.48平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  华阳', '165万', '单价12270元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb60cfc7-1a20-42a2-8a69-616ae24bfb3e.png.296x216.jpg', '南湖国际社区 清水套三  大阳台', '南湖国际社区  | 3室2厅 | 129.02平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2010年建板楼  -  南湖', '246万', '单价19067元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2b8aca44-c476-4a95-bd9f-1794502f827e.png.296x216.jpg', '向阳小区三期 套三 有装修 保养不错 南北向不临街', '向阳小区三期  | 3室2厅 | 128.89平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2000年建板楼  -  南湖', '160万', '单价12414元/平米')
('https://image1.ljcdn.com/510100-inspection/f46197c9-056f-4290-9d9f-155149ccf0514.jpg.296x216.jpg', '南湖国际社区跃层进门带保姆间，', '南湖国际社区  | 4室2厅 | 276.02平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2010年建板楼  -  南湖', '400万', '单价14492元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload8cc9a2e0-26cc-4250-b723-5d6258ab0b38.jpg.296x216.jpg', '万科海悦汇城西区精装套二等卧户型', '万科海悦汇城西区  | 2室1厅 | 59.07平米 | 南 | 其他 | 有电梯', '高楼层(共35层)2015年建板楼  -  海洋公园', '146万', '单价24717元/平米')
('https://image1.ljcdn.com/510100-inspection/8658c3b5-1bd2-4aaf-b0a0-330919c855ec.jpg.296x216.jpg', '天府新区，美城悦荣府，带装修套三', '美城悦荣府  | 3室1厅 | 97.49平米 | 东 | 其他 | 有电梯', '低楼层(共34层)2017年建板塔结合  -  华阳', '179万', '单价18361元/平米')
('https://image1.ljcdn.com/510100-inspection/c40423cb-94ba-4d96-98c3-2ccb469b020e.jpg.296x216.jpg', '麓山国际圆石滩 5室3厅 1450万', '麓山国际圆石滩   | 叠拼别墅 | 5室3厅 | 394.16平米 | 南 | 其他 | 无电梯', '下叠(共3层)2005年建暂无数据  -  麓山', '1450万', '单价36788元/平米')
('https://image1.ljcdn.com/510100-inspection/6503eeaa-b657-4d89-a865-f65cf17eb01b.JPG.296x216.jpg', '麓山国际圆石滩 独栋别墅对绿化带 300㎡大花园 900万', '麓山国际圆石滩   | 叠拼别墅 | 4室3厅 | 310平米 | 南 北 | 其他 | 无电梯', '下叠(共3层)2005年建暂无数据  -  麓山', '900万', '单价29033元/平米')
('https://image1.ljcdn.com/510100-inspection/570a6d11-6436-447b-af95-cc23cd20892a.JPG.296x216.jpg', '华阳五大花园装修一跃二，位置好有花园。', '府河音乐花园  | 4室3厅 | 217.26平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2001年建板楼  -  华阳', '380万', '单价17491元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c9343f73-80fd-4228-9466-ebaefe872019.png.296x216.jpg', '天府大道  成都玩家  套二  居家装修', '成都玩家  | 2室2厅 | 58.18平米 | 西南 | 其他', '高楼层(共36层)2016年建塔楼  -  海洋公园', '110万', '单价18907元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ea940732-c6ae-4ef7-a988-4fc615f47f65.png.296x216.jpg', '天府新区 套三 视野无遮挡 房子对中庭', '麓山印象  | 3室2厅 | 118平米 | 北 | 其他 | 有电梯', '低楼层(共11层)2013年建板楼  -  海洋公园', '210万', '单价17797元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8b61a9d3-4ead-4472-9bde-93042f6bccf7.png.296x216.jpg', '标准套二带大阳台简装房端头位置', '南湖国际社区  | 2室2厅 | 85平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2010年建板楼  -  南湖', '140万', '单价16471元/平米')
('https://image1.ljcdn.com/510100-inspection/e0074c14-75d9-4361-a750-a8c18b109c95.jpg.296x216.jpg', '麓湖生态城蓝花屿  独栋别墅 看湖景', '麓湖生态城蓝花屿   | 独栋别墅 | 4室2厅 | 362.01平米 | 南 | 其他 | 无电梯', '2层2013年建暂无数据  -  麓湖生态城', '2000万', '单价55248元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadcd565d26-57c1-4f44-a772-307c5f4535c6.JPG.296x216.jpg', '叠下别墅花园八十平，满两年清水带两个产权车位。', '雅居乐花园香草山  | 6室2厅 | 354.72平米 | 南 北 | 其他 | 无电梯', '低楼层(共4层)2011年建板楼  -  雅居乐', '370万', '单价10431元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3351b6fd-b090-411a-bc21-5d75c2367d02.png.296x216.jpg', '天府新区 套一 电梯房 独立卫生间，有厨房和客厅', '益州国际  | 1室1厅 | 50.63平米 | 东 | 毛坯 | 有电梯', '中楼层(共28层)2014年建板塔结合  -  华阳', '80万', '单价15801元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b8852d16-126a-4a69-834d-a7e000dc1b86.png.296x216.jpg', '鑫苑鑫都汇  清水套三，对中庭视野好，安静不吵！', '鑫苑鑫都汇南区  | 3室1厅 | 76.17平米 | 北 | 其他', '中楼层(共31层)板塔结合  -  南湖', '150万', '单价19693元/平米')
('https://image1.ljcdn.com/510100-inspection/c94f0d3e-18ca-4d7e-aef3-d21ddaba3c0d.jpg.296x216.jpg', '利通出水芙蓉套四户型，户型方正', '利通出水芙蓉  | 4室2厅 | 103.59平米 | 西北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  华阳', '200万', '单价19307元/平米')
('https://image1.ljcdn.com/510100-inspection/19ec9497-ed1c-4680-a5a8-d15f5e5b623c.JPG.296x216.jpg', '三利宅院白云渡带花园带阳台带车位', '三利宅院白云渡   | 联排别墅 | 5室3厅 | 344.14平米 | 南 | 其他 | 无电梯', '3层2008年建板楼  -  华阳', '580万', '单价16854元/平米')
('https://image1.ljcdn.com/510100-inspection/273b92ea-360d-48d2-af52-507ad4752438.JPG.296x216.jpg', '翠拥天地  没有装修，户型方正，采光充足', '翠拥天地   | 联排别墅 | 5室2厅 | 283.5平米 | 南 | 其他 | 无电梯', '4层2005年建暂无数据  -  华阳', '570万', '单价20106元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadc87fc4af-78c7-4207-9951-2da73727050d.JPG.296x216.jpg', '宏达世纪锦城南向套三，带装修拎包入住，交通便捷。', '宏达世纪锦城  | 3室2厅 | 98平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  海洋公园', '200万', '单价20409元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload29e1380b-6426-4928-b7f6-9a96e1b6bec8.jpg.296x216.jpg', '套三双卫 清水房  大户型 户型方正', '中信城左岸  | 3室2厅 | 105.73平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  南湖', '195万', '单价18444元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2a9bf899-f5ac-4142-8fdc-c0a6b60723a5.png.296x216.jpg', '天府新区 套三单卫。中间楼层，户型方正采光好', '鑫苑鑫都汇南区  | 3室2厅 | 75.43平米 | 东 | 精装', '中楼层(共26层)板塔结合  -  南湖', '140万', '单价18561元/平米')
('https://image1.ljcdn.com/510100-inspection/ddfb02f0-0101-4c32-99fd-0d1cd1aa05b2.JPG.296x216.jpg', '碧桂园精装端头别墅 带双车位 证件齐全 满两年 全款', '碧桂园海昌天澜   | 联排别墅 | 5室2厅 | 412.19平米 | 南 | 其他 | 无电梯', '3层2016年建暂无数据  -  雅居乐', '800万', '单价19409元/平米')
('https://image1.ljcdn.com/510100-inspection/test-abe77bdc-b885-4983-8f2a-d0d7ae108a67.png.296x216.jpg', '新上天府新区套三单卫 清水房中间楼层', '中信城左岸  | 3室2厅 | 87.81平米 | 北 | 其他 | 有电梯', '低楼层(共33层)2015年建板塔结合  -  南湖', '160万', '单价18222元/平米')
('https://image1.ljcdn.com/510100-inspection/test-32b0025b-967c-44f9-9667-f28b9e73675c.png.296x216.jpg', '精装套二，明厨带阳台。采光好。', '南湖世纪  | 2室1厅 | 74.98平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2016年建塔楼  -  南湖', '134万', '单价17872元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload232af428-08c9-493d-bec8-8758f8836489.jpg.296x216.jpg', '装修套二，满两年，无按揭，接受贷款。', '欣宇都市港湾  | 2室2厅 | 68.82平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  南湖', '110万', '单价15984元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f899958b-c7fe-4a33-9808-d6315c1e5cb4.png.296x216.jpg', '益州国际，套二带装修，拎包入住，采光好', '益州国际  | 2室2厅 | 72.64平米 | 东南 | 其他 | 有电梯', '中楼层(共28层)2014年建板塔结合  -  华阳', '115万', '单价15832元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4c204ff3-36fe-4039-8522-65618c16728f.JPG.296x216.jpg', '精装空房独栋别墅全新未住过人 小区中间位置不临路', '麓湖生态城白玉台   | 独栋别墅 | 5室3厅 | 343.59平米 | 东南 | 其他', '3层2015年建暂无数据  -  麓湖生态城', '1200万', '单价34926元/平米')
('https://image1.ljcdn.com/510100-inspection/c06c0a45-a61b-4032-ac79-cb648a69c41f.jpg.296x216.jpg', '南湖国际社区 朝南跃层 全中庭景观', '南湖国际社区  | 4室2厅 | 163.23平米 | 南 | 其他 | 有电梯', '中楼层(共34层)2010年建板楼  -  南湖', '260万', '单价15929元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9fbcb2fd-4103-4129-8337-44ef923c3157.png.296x216.jpg', '该房屋产权满两年，诚心出售 ，中间楼层，', '蓝岸丽景  | 3室2厅 | 125平米 | 南 西南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  华阳', '145万', '单价11600元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ca3ff512-e4cf-45f1-88d9-f0ff5aeb8771.png.296x216.jpg', '鑫都汇二期套二单卫清水中间楼层', '鑫苑鑫都汇南区  | 2室2厅 | 64.74平米 | 南 | 其他', '中楼层(共31层)板塔结合  -  南湖', '105万', '单价16219元/平米')
('https://image1.ljcdn.com/510100-inspection/29a07820-dc93-4b74-8861-7750775c47e4.jpg.296x216.jpg', '套三单卫      装修房         户型方正', '中信城左岸  | 3室2厅 | 88.88平米 | 北 | 简装 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  南湖', '190万', '单价21378元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6b3e03b8-bdf8-44c1-b52b-6233bf1c413a.png.296x216.jpg', '顶跃，带楼顶花园，套三双卫，对中庭。', '向阳小区三期  | 3室2厅 | 116.98平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  南湖', '138万', '单价11797元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload86c731d0-6dff-42a3-8f68-1df1cc8d3451.jpg.296x216.jpg', '套三单卫   清水房  户型方正 带有飘窗', '中信城左岸  | 3室2厅 | 87.25平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)板塔结合  -  南湖', '155万', '单价17766元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload01cfb70e-6ff8-40e1-a33e-9bab1eb580f0.jpg.296x216.jpg', '精装套三双卫，位置安静带家具家电出售', '万科海悦汇城西区  | 3室2厅 | 104.82平米 | 西南 | 其他 | 有电梯', '低楼层(共50层)2015年建板楼  -  海洋公园', '195万', '单价18604元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b3008f8c-da14-41f2-b422-80bf64421c06.png.296x216.jpg', '中庭装修套二，客厅对中庭，采光也不错，出行方便', '万科海悦汇城西区  | 2室1厅 | 59.03平米 | 西南 | 其他 | 有电梯', '中楼层(共35层)2015年建板楼  -  海洋公园', '136万', '单价23040元/平米')
('https://image1.ljcdn.com/510100-inspection/test-58172534-080f-4187-ad61-f76ad4a8d3ab.png.296x216.jpg', '香山半岛精装自住大套四，视野开阔，采光通风好', '香山半岛  | 4室2厅 | 140平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2016年建板塔结合  -  海洋公园', '200万', '单价14286元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ccc3eaec-b0af-4a0b-ba40-93d2a17fcb11.png.296x216.jpg', '套一，对小区中庭位置，采光好，满2年，无按揭.', '戛纳湾滨江  | 1室1厅 | 48.04平米 | 东 | 其他 | 有电梯', '低楼层(共32层)2010年建板楼  -  华阳', '96万', '单价19984元/平米')
('https://image1.ljcdn.com/510100-inspection/test-316033e0-90b8-406d-b98d-d36206cec8c1.png.296x216.jpg', '此房是精装套二，从未住人，户型方正。', '恒大天府半岛二期  | 2室2厅 | 97.12平米 | 东南 | 其他 | 有电梯', '高楼层(共9层)2017年建塔楼  -  锦江生态带', '155万', '单价15960元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadee261f48-97da-4e0e-bcac-bf273ca27d4b.jpg.296x216.jpg', '天府新区，家益欣城套二单卫正朝南', '家益欣城  | 2室1厅 | 86.63平米 | 南 | 其他 | 有电梯', '低楼层(共25层)2010年建塔楼  -  华阳', '155万', '单价17893元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5192e492-2552-4b2d-abfb-8f8d27213bfa.JPG.296x216.jpg', '蓝花屿独栋别墅 钢结构 附带100㎡地下室 视野开阔', '麓湖生态城蓝花屿   | 独栋别墅 | 4室2厅 | 415.02平米 | 东南 | 毛坯 | 无电梯', '2层2013年建暂无数据  -  麓湖生态城', '1600万', '单价38553元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d29d476d-17a9-47ac-b041-b0c8d990c348.png.296x216.jpg', '南湖国际看湖清水套三双卫，视野开阔', '南湖国际社区一期  | 3室1厅 | 127.45平米 | 东 | 其他 | 有电梯', '高楼层(共34层)2010年建塔楼  -  南湖', '180万', '单价14124元/平米')
('https://image1.ljcdn.com/510100-inspection/66c808db-2348-4249-9b15-d502079fd5e7.jpg.296x216.jpg', '天投北鑫苑南区，套四+保姆房，客厅主卧均带阳台。', '天投北鑫苑南区  | 4室2厅 | 181.27平米 | 南 | 毛坯', '中楼层(共16层)暂无数据  -  麓山', '610万', '单价33652元/平米')
('https://image1.ljcdn.com/510100-inspection/test-07f68fd0-5ca2-476f-9c45-c45c0f07b2b2.png.296x216.jpg', '天府新区 ，装修套二 ，户型方正', '戛纳湾畔  | 2室2厅 | 86.23平米 | 东南 | 其他 | 有电梯', '高楼层(共19层)2006年建板楼  -  华阳', '138万', '单价16004元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploada887cb2d-c6f1-46be-8071-40d3d81a3c52.jpg.296x216.jpg', '成都玩家清水套二，赠送大，楼层适中位置安静', '成都玩家  | 2室1厅 | 85.52平米 | 东南 | 其他', '高楼层(共36层)2016年建塔楼  -  海洋公园', '143万', '单价16722元/平米')
('https://image1.ljcdn.com/510100-inspection/test-975cbcc9-95f1-4e21-9a48-d3648f68a989.png.296x216.jpg', '天府新区 装修套三 看房方便 视野好', '成南领寓  | 3室2厅 | 98.7平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2008年建板楼  -  南湖', '115万', '单价11652元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload479ff2d7-b705-44b7-a034-82db107a8694.JPG.296x216.jpg', '麓山国际 精装独栋别墅 视野好 采光好', '麓山国际长岛   | 叠拼别墅 | 5室3厅 | 439.85平米 | 南 | 其他 | 无电梯', '下叠(共3层)2012年建暂无数据  -  麓山', '2550万', '单价57975元/平米')
('https://image1.ljcdn.com/510100-inspection/2efb0ecf-1e98-40a8-bd19-e070525f2d31.jpg.296x216.jpg', '佳兆业精装两室两厅交通便利小区环境干净舒适', '佳兆业君汇上品  | 2室2厅 | 79.98平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2013年建板塔结合  -  南湖', '150万', '单价18755元/平米')
