('https://image1.ljcdn.com/340100-inspection/b57f6a55-d3aa-4bf1-bbda-2762eb7c789a.jpg.296x216.jpg', '永和家园，简装，业主诚心急售。', '永和家园  | 3室2厅 | 94.75平米 | 南 | 其他', '中楼层(共11层)2008年建板楼  -  长宁', '125万', '单价13193元/平米')
('', '园景天下 3室2厅 242万', '园景天下  | 3室2厅 | 142.51平米 | 南 北 | 其他', '中楼层(共11层)2000年建板楼  -  天乐', '242万', '单价16982元/平米')
('https://image1.ljcdn.com/340100-inspection/d194a65f-d5f4-4f3f-b949-67a32b19abe5.jpg.296x216.jpg', '博澳丽苑  精装两房  拎包入住', '博澳丽苑  | 2室2厅 | 70.9平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '105万', '单价14810元/平米')
('https://image1.ljcdn.com/340100-inspection/7b8fe706-0bff-42da-940e-f7185eebd85e.jpg.296x216.jpg', '新西茗阁 开发商精装 两居满两年 。', '新西茗阁  | 2室1厅 | 54.06平米 | 西 北 | 其他', '中楼层(共30层)2012年建塔楼  -  天乐', '88万', '单价16279元/平米')
('https://image1.ljcdn.com/340100-inspection/e9c73810-cee3-4dca-b2dc-2df544dd97fb.jpg.296x216.jpg', '徽商城市风景 精装三房，南北通透 楼层好采光佳 改善', '徽商城市风景  | 3室2厅 | 137.45平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  天乐', '226万', '单价16443元/平米')
('https://image1.ljcdn.com/340100-inspection/49b98f76-0bc6-40d5-b4fa-37fbf49c6299.jpg.296x216.jpg', '小区位置好 采光无遮挡 自住精装修 户型方正 满两年', '御景城  | 3室2厅 | 120.25平米 | 南 | 其他', '低楼层(共33层)2016年建塔楼  -  兴园', '210万', '单价17464元/平米')
('https://image1.ljcdn.com/340100-inspection/bac3bef8-985a-4b9a-8a4a-b8ba603495be.jpg.296x216.jpg', '永和家园 满两年 配套成熟 房型正气 视野开阔', '永和家园  | 1室1厅 | 48.7平米 | 南 | 其他', '高楼层(共11层)2008年建板楼  -  长宁', '69.8万', '单价14333元/平米')
('https://image1.ljcdn.com/340100-inspection/80c82e2a-48fc-4144-a75e-35bbfb538a06.jpg.296x216.jpg', '为你而选为你为家 上铁银欣花园 配套齐全 交通便利', '上铁银欣花园  | 2室2厅 | 95.48平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '145万', '单价15187元/平米')
('https://image1.ljcdn.com/340100-inspection/723795e9-e452-4d96-aa7e-0fc0c3969a86.jpg.296x216.jpg', '博澳丽苑 2室2厅 100万', '博澳丽苑  | 2室2厅 | 70.9平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '100万', '单价14105元/平米')
('https://image1.ljcdn.com/340100-inspection/test-48cb1b8b-2676-4432-9b19-70658df4528f.png.296x216.jpg', '精装修一室拎包即住格局分明，拎包即住。', '新华御湖上园  | 1室1厅 | 48.04平米 | 北 | 其他', '低楼层(共23层)塔楼  -  蜀麓', '70万', '单价14572元/平米')
('https://image1.ljcdn.com/340100-inspection/38d28d8f-55f4-4193-9f30-c0dd4f4e519b.jpg.296x216.jpg', '蜀南庭苑 精装一房 诚心出售 随时可看', '蜀南庭苑  | 1室1厅 | 46.47平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  蜀麓', '76万', '单价16355元/平米')
('https://image1.ljcdn.com/340100-inspection/a669c635-5ca1-4d85-8a6b-0c24d6d69ac4.jpg.296x216.jpg', '百商悦澜山 3室2厅 148万', '百商悦澜山  | 3室2厅 | 113.91平米 | 南 北 | 其他', '低楼层(共28层)暂无数据  -  兴园', '148万', '单价12993元/平米')
('https://image1.ljcdn.com/340100-inspection/a7a0c8f9-f8fe-4d33-9f94-7eec00c59a81.jpg.296x216.jpg', '兴园小区 大三居精装修 南北通透 居家装修', '兴园小区  | 3室2厅 | 131.66平米 | 南 北 | 精装', '低楼层(共6层)2005年建板楼  -  兴园', '169万', '单价12837元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4f6c98f9-fbd1-4bc2-87fd-14151ca62cdd.jpg.296x216.jpg', '为你而选为你为家 梦园小区 干净舒适 环境好 配套齐全', '梦园小区  | 3室2厅 | 141.49平米 | 南 北 | 其他', '高楼层(共11层)2002年建板楼  -  天乐', '265万', '单价18730元/平米')
('https://image1.ljcdn.com/340100-inspection/c63262b3-9fd0-44ab-a0d6-1dc8567f5f55.jpg.296x216.jpg', '大蜀山尽收眼底，小区环境好，户型好，位置安静', '绿地乔治庄园  | 4室2厅 | 244.42平米 | 南 | 其他', '低楼层(共7层)2012年建板楼  -  蜀麓', '480万', '单价19639元/平米')
('https://image1.ljcdn.com/340100-inspection/7524b6e1-29e8-4e6c-b50a-0ace1b8194d1.jpg.296x216.jpg', '峰尚国际精装一室 配套齐全 交通便利 业主诚心出售', '峰尚国际  | 1室1厅 | 63.03平米 | 西 | 精装', '低楼层(共30层)2012年建塔楼  -  天乐', '85万', '单价13486元/平米')
('https://image1.ljcdn.com/340100-inspection/089de186-b162-4a15-a6d9-abc257443bdb.jpg.296x216.jpg', '为你而选为你为家园景天下位置安静 全明通透 拎包入住', '园景天下  | 3室2厅 | 139.93平米 | 南 北 | 其他', '低楼层(共18层)2000年建塔楼  -  天乐', '228万', '单价16294元/平米')
('https://image1.ljcdn.com/340100-inspection/c0b59f17-e73a-4804-bd8d-58581bda68be.jpg.296x216.jpg', '圣联香御公馆 楼层好 采光好 交通便利 总价低', '圣联香御公馆  | 1室1厅 | 41.54平米 | 南 北 | 其他', '高楼层(共12层)2016年建板楼  -  兴园', '37万', '单价8908元/平米')
('https://image1.ljcdn.com/340100-inspection/6577cfeb-4aae-47bf-86ee-ed50321f7c3b.jpg.296x216.jpg', '海亮九玺 3室2厅 178万', '海亮九玺  | 3室2厅 | 90.75平米 | 南 北 | 其他', '高楼层(共27层)板楼  -  蜀麓', '178万', '单价19615元/平米')
('https://image1.ljcdn.com/340100-inspection/38969ee9-495e-4168-942b-0dc1e2f67804.jpg.296x216.jpg', '徽商优山美地  精装一居室 业主诚售', '徽商优山美地  | 1室1厅 | 46.25平米 | 北 | 其他', '高楼层(共31层)2014年建塔楼  -  天乐', '72万', '单价15568元/平米')
('', '华纺新华城 3室2厅 162万', '华纺新华城  | 3室2厅 | 83.73平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  蜀麓', '162万', '单价19348元/平米')
('https://image1.ljcdn.com/340100-inspection/7a9dea8f-3431-4970-9343-d4df6a1c48c1.jpg.296x216.jpg', '中装3房 南北通透 配套齐全 交通便利', '徽商城市风景  | 3室2厅 | 136.74平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  天乐', '210万', '单价15358元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload5786a02d-d98c-44b0-9d4d-34343bb6df84.jpg.296x216.jpg', '精装修 拎包入住  楼层好 采光好', '绿城桂花园  | 3室2厅 | 130.03平米 | 南 | 其他', '中楼层(共5层)2004年建板楼  -  天乐', '320万', '单价24610元/平米')
('https://image1.ljcdn.com/340100-inspection/df736864-33c2-46a8-9c55-3d36661403ec.jpg.296x216.jpg', '为你而选为你为家 优山美地 适合刚需 高楼层采光好', '徽商优山美地  | 1室1厅 | 59平米 | 南 | 其他', '高楼层(共31层)2014年建塔楼  -  天乐', '81万', '单价13729元/平米')
('https://image1.ljcdn.com/340100-inspection/de1e8245-70be-4d47-8532-7fe8ba4f8d1a.jpg.296x216.jpg', '为你而选为你而家  博澳丽苑精装2房，采光好诚心出售', '博澳丽苑  | 2室2厅 | 72.84平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '95万', '单价13043元/平米')
('https://image1.ljcdn.com/340100-inspection/c10f03d2-81a2-4d16-85a5-59757802e614.jpg.296x216.jpg', '精装两房  配套齐全 交通便利 业主诚心出售', '峰尚国际  | 2室1厅 | 76.45平米 | 南 | 其他', '低楼层(共31层)2012年建塔楼  -  天乐', '108万', '单价14127元/平米')
('https://image1.ljcdn.com/340100-inspection/4e34c61a-591b-4766-9b1d-4813ca4d9430.jpg.296x216.jpg', '百商现代名苑毛坯三房 低楼层采光不遮挡 业主诚心出售', '百商现代名苑  | 3室2厅 | 97.8平米 | 南 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '163万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload34cce6c4-7192-4085-a887-057eca2d16c3.jpg.296x216.jpg', '岭湖墅 4室1厅 205万', '岭湖墅  | 4室1厅 | 108平米 | 南 | 其他', '18层2015年建暂无数据  -  蜀麓', '205万', '单价18982元/平米')
('https://image1.ljcdn.com/340100-inspection/cc02e7cb-ac35-482a-8240-c3da6734b25d.jpg.296x216.jpg', '为你而选为你家 精装 满2年 户型方正', '拓基城市广场  | 1室1厅 | 55平米 | 东 | 其他', '高楼层(共18层)2010年建板楼  -  天乐', '93万', '单价16910元/平米')
('https://image1.ljcdn.com/340100-inspection/5064fdc5-ff26-46fd-963b-3a047511a42f.jpg.296x216.jpg', '景尚名郡精装单间 满两年 楼层好 采光好 业主诚售', '景尚名郡  | 1室1厅 | 42.39平米 | 南 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '68万', '单价16042元/平米')
('https://image1.ljcdn.com/340100-inspection/1a0be336-5249-4d35-90d0-90367cd0783e.jpg.296x216.jpg', '为你而选为你为家博澳丽苑 精装自住满五唯一 采光好', '博澳丽苑  | 1室1厅 | 55.45平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  天乐', '77.7万', '单价14000元/平米')
('https://image1.ljcdn.com/340100-inspection/3d4c839b-f67d-4216-b812-f0c743cefbcd.jpg.296x216.jpg', '蜀南庭苑 2室1厅 95万', '蜀南庭苑  | 2室1厅 | 62.7平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  蜀麓', '95万', '单价15152元/平米')
('https://image1.ljcdn.com/340100-inspection/1d220f48-929f-4658-8c43-8a3100f353b4.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 单价低 采光好 楼间距大', '博澳丽苑  | 3室2厅 | 118平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '165万', '单价13984元/平米')
('https://image1.ljcdn.com/340100-inspection/2ef08300-9d7a-4485-afa7-7704cd162592.jpg.296x216.jpg', '为你而选 景尚名郡  小户型  户型方正', '景尚名郡  | 1室1厅 | 42.39平米 | 北 | 其他', '中楼层(共27层)2012年建板楼  -  兴园', '62万', '单价14627元/平米')
('https://image1.ljcdn.com/340100-inspection/96acdb1d-6e59-4672-86a8-a56ee3b82d72.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 精装修  干净舒适 采光好', '博澳丽苑  | 2室1厅 | 73.14平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '103万', '单价14083元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload7affcd09-0b0b-4bc8-b41c-0febe19cfee8.jpg.296x216.jpg', '国轩K西嘉 中间楼层 不临街无噪音', '国轩K西嘉  | 3室2厅 | 133.08平米 | 南 北 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '202万', '单价15179元/平米')
('https://image1.ljcdn.com/340100-inspection/34d7f816-31cc-4801-9044-08c7cea6fe64.jpg.296x216.jpg', '旭辉湖山源著 4室2厅 550万', '旭辉湖山源著   | 联排别墅 | 4室2厅 | 258平米 | 南 | 其他', '3层2016年建暂无数据  -  蜀麓', '550万', '单价21318元/平米')
('https://image1.ljcdn.com/340100-inspection/6c677b71-337c-4b38-9d5f-43326683f0b1.jpg.296x216.jpg', '为你而选为你为家 百商现代名苑 业主诚售', '百商现代名苑  | 2室2厅 | 75.96平米 | 南 | 其他', '低楼层(共18层)2011年建塔楼  -  兴园', '130万', '单价17115元/平米')
('https://image1.ljcdn.com/340100-inspection/eb983990-462f-4e9f-8747-16ab8a960594.JPG.296x216.jpg', '圣联香御公馆精装一室 看房方便 业主诚售', '圣联香御公馆  | 1室1厅 | 35.9平米 | 西 | 其他', '低楼层(共30层)2016年建塔楼  -  兴园', '55万', '单价15321元/平米')
('', '兴园小区 3室1厅 108万', '兴园小区  | 3室1厅 | 77平米 | 南 北 | 简装', '低楼层(共6层)2005年建板楼  -  兴园', '108万', '单价14026元/平米')
('https://image1.ljcdn.com/340100-inspection/e06ef88b-141e-4538-b362-b9c055fd2235.jpg.296x216.jpg', '为你而选  为你而家   中楼层   交通便利 配套成熟', '金濠优活城  | 1室1厅 | 61平米 | 北 | 其他', '中楼层(共28层)2012年建塔楼  -  天乐', '95万', '单价15574元/平米')
('https://image1.ljcdn.com/340100-inspection/c8eff2aa-11c2-4305-b7a6-63268cc97367.jpg.296x216.jpg', '为你而选为你为家 新西茗阁 朝北户型 交通便利', '新西茗阁  | 1室0厅 | 32.45平米 | 北 | 精装', '高楼层(共30层)2012年建塔楼  -  天乐', '50万', '单价15409元/平米')
('https://image1.ljcdn.com/340100-inspection/12d3c3fe-cc39-47b9-be90-e9eb48abad11.jpg.296x216.jpg', '为你而选为你为家 徽商城市风景 精装三房 采光好', '徽商城市风景  | 3室2厅 | 132.17平米 | 南 北 | 其他', '低楼层(共11层)2008年建塔楼  -  天乐', '219万', '单价16570元/平米')
('https://image1.ljcdn.com/340100-inspection/e0a8db66-7a17-4758-b6cd-a50597bb0bfc.jpg.296x216.jpg', '蓝鼎海棠湾 精装三房 满二年 诚心出售', '蓝鼎海棠湾  | 3室2厅 | 114.54平米 | 南 | 其他', '低楼层(共40层)2013年建塔楼  -  天乐', '230万', '单价20081元/平米')
('https://image1.ljcdn.com/340100-inspection/5ab44859-750e-4cb4-8fb7-0b0cb3499655.jpg.296x216.jpg', '为你而选为你为家 国轩k西嘉 简装大开间 户型方正', '国轩K西嘉  | 1室0厅 | 40.18平米 | 南 | 其他', '中楼层(共18层)2008年建塔楼  -  天乐', '54万', '单价13440元/平米')
('https://image1.ljcdn.com/340100-inspection/f3611c30-baaf-4fb5-8909-4cd3035b06eb.jpg.296x216.jpg', '徽商城市风景， 精装两室，干净舒适，拎包即住', '徽商城市风景  | 2室2厅 | 78.55平米 | 南 | 精装', '中楼层(共16层)2008年建塔楼  -  天乐', '143万', '单价18205元/平米')
('https://image1.ljcdn.com/340100-inspection/b2865f6a-e52d-4691-9778-e9ec3616f2a4.jpg.296x216.jpg', '为你而选为你为家 博澳丽苑 精装2室 采光好 干净舒适', '博澳丽苑  | 2室1厅 | 72.84平米 | 南 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '100万', '单价13729元/平米')
('https://image1.ljcdn.com/340100-inspection/8f23f24b-9c7a-4ff5-abf4-55a20724cf09.jpg.296x216.jpg', '新华御湖上园 1室1厅 75万', '新华御湖上园  | 1室1厅 | 48平米 | 北 | 其他', '高楼层(共23层)塔楼  -  蜀麓', '75万', '单价15625元/平米')
('https://image1.ljcdn.com/340100-inspection/d77240bd-c805-425d-b95d-1802d66a4bce.jpg.296x216.jpg', '为你而选为你为家梦园小区精装大四居室 南北通透', '梦园小区  | 4室2厅 | 170.19平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  天乐', '278万', '单价16335元/平米')
('', '小区环境优美舒适安静，交通便利，业主诚心出售。', '蜀南庭苑  | 3室2厅 | 91.97平米 | 南 | 其他', '中楼层(共6层)2008年建板楼  -  蜀麓', '135万', '单价14679元/平米')
('', '旭辉湖山源著 4室2厅 580万', '旭辉湖山源著   | 联排别墅 | 4室2厅 | 270平米 | 南 北 | 其他', '3层暂无数据  -  蜀麓', '580万', '单价21482元/平米')
('https://image1.ljcdn.com/340100-inspection/c49e43fa-317e-4be9-b831-8091b128a7d4.jpg.296x216.jpg', '为你而选为你为家 绿城桂花园 环境优美 满两年', '绿城桂花园  | 2室2厅 | 87.5平米 | 东 北 | 其他', '中楼层(共11层)2009年建板楼  -  天乐', '175.6万', '单价20069元/平米')
('https://image1.ljcdn.com/340100-inspection/8bef17e9-fae2-4a1d-85b9-e4cd967845bc.jpg.296x216.jpg', '保利梧桐语 1室1厅 73万', '保利梧桐语  | 1室1厅 | 45.17平米 | 南 | 其他', '高楼层(共18层)2016年建板楼  -  蜀麓', '73万', '单价16162元/平米')
('https://image1.ljcdn.com/340100-inspection/a4a6d22d-9958-4978-98df-f5f89a11883f.jpg.296x216.jpg', '新华御湖上园 3室2厅 145万', '新华御湖上园  | 3室2厅 | 85平米 | 南 | 其他', '低楼层(共19层)塔楼  -  蜀麓', '145万', '单价17059元/平米')
('https://image1.ljcdn.com/340100-inspection/828fd4db-2242-419e-a8f3-f2e2003bf208.jpg.296x216.jpg', '博澳丽苑 精装三房 高楼层采光好 交通便利 诚心出售', '博澳丽苑  | 2室2厅 | 99.97平米 | 南 北 | 其他', '高楼层(共31层)2009年建塔楼  -  天乐', '140万', '单价14005元/平米')
('https://image1.ljcdn.com/340100-inspection/c50c8921-b473-479d-99d2-4e13e8cc79f8.jpg.296x216.jpg', '上铁银欣花园 朝南一居室，楼层好，采光棒', '上铁银欣花园  | 1室1厅 | 54.89平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  兴园', '88万', '单价16033元/平米')
('https://image1.ljcdn.com/340100-inspection/bc843807-0e90-4c8b-b074-4484e980eee6.jpg.296x216.jpg', '和一花园 满两年免增值税  精装两居室', '和一花园  | 2室2厅 | 89.56平米 | 南 | 其他', '高楼层(共24层)2010年建塔楼  -  兴园', '130万', '单价14516元/平米')
('https://image1.ljcdn.com/340100-inspection/1e998a1f-aa0e-4c99-9aaf-7b0a00b9e592.jpg.296x216.jpg', '市政供暖小区华润澜溪镇 精装三室出售  超大会客厅', '澜溪镇  | 3室2厅 | 154.35平米 | 南 北 | 精装', '低楼层(共17层)2008年建板楼  -  天乐', '340万', '单价22028元/平米')
('https://image1.ljcdn.com/340100-inspection/4e5d2a2b-d8c3-4034-8462-96227700a39e.jpg.296x216.jpg', '幸福金色年华 2室2厅 138万', '幸福金色年华  | 2室2厅 | 79平米 | 南 | 其他', '低楼层(共32层)2016年建塔楼  -  长宁', '138万', '单价17469元/平米')
('https://image1.ljcdn.com/340100-inspection/7144297a-2e11-4800-a5a4-606f725af46a.jpg.296x216.jpg', '精装两房 两卧朝南 配套成熟 交通便利 业主诚售', '徽商城市风景  | 2室2厅 | 82.74平米 | 南 | 其他', '高楼层(共16层)2008年建塔楼  -  天乐', '125万', '单价15108元/平米')
('', '为你而选为你为家 徽商城市风景 精装1室1厅 采光好', '徽商城市风景  | 1室1厅 | 51.36平米 | 东北 | 其他', '中楼层(共16层)2008年建塔楼  -  天乐', '80万', '单价15577元/平米')
('', '复兴家园 2室1厅 55万', '复兴家园  | 2室1厅 | 60平米 | 南 | 其他', '高楼层(共27层)塔楼  -  长宁', '55万', '单价9167元/平米')
('https://image1.ljcdn.com/340100-inspection/21402602-5024-490e-9620-344a6d3a7fe0.jpg.296x216.jpg', '兴园小区 简装一居室 总价低 位置好 满五', '兴园小区北区  | 1室1厅 | 46.48平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  兴园', '75万', '单价16136元/平米')
('https://image1.ljcdn.com/340100-inspection/7740af14-9964-414e-949d-16345a3baf4a.jpg.296x216.jpg', '精装三房 南北通透 采光充足 户型方正 交通便利', '国轩K西嘉  | 3室2厅 | 131.1平米 | 南 北 | 其他', '高楼层(共12层)2008年建板楼  -  天乐', '215万', '单价16400元/平米')
