('https://image1.ljcdn.com/440600-inspection/8b97ab30-9e17-43de-af59-711f2161936b.jpg.296x216.jpg', '利豪名郡 2室2厅 145万', '利豪名郡  | 2室2厅 | 83.7平米 | 南 | 简装', '高楼层(共17层)2011年建塔楼  -  澜石', '145万', '单价17324元/平米')
('https://image1.ljcdn.com/440600-inspection/7519dfa0-5565-4455-95a2-f18146c9c5ab.JPG.296x216.jpg', '绿茵鸣苑 实用2房', '绿茵鸣苑  | 2室1厅 | 93.5平米 | 西 | 简装', '低楼层(共18层)2002年建塔楼  -  湖景', '160万', '单价17113元/平米')
('https://image1.ljcdn.com/440600-inspection/7fbe24ed-d601-4e2a-81b2-f78bfafbd1e6.jpg.296x216.jpg', '珠江罗马新都 3室2厅 160万', '珠江罗马新都  | 3室2厅 | 90平米 | 北 | 其他', '低楼层(共17层)2016年建塔楼  -  张槎', '160万', '单价17778元/平米')
('https://image1.ljcdn.com/440600-inspection/cf6933ab-71cf-45f2-a948-2109b2515f82.jpg.296x216.jpg', '盈彩美居 1室0厅 62万', '盈彩美居  | 1室0厅 | 43平米 | 东 | 精装', '低楼层(共25层)2007年建塔楼  -  季华', '62万', '单价14419元/平米')
('https://image1.ljcdn.com/440600-inspection/1a21ae90-1b6d-4bb9-b58e-44c4c037e3a7.jpg.296x216.jpg', '怡景丽苑 4室2厅 300万', '怡景丽苑  | 4室2厅 | 165平米 | 南 | 其他', '低楼层(共10层)2000年建塔楼  -  魁奇', '300万', '单价18182元/平米')
('https://image1.ljcdn.com/440600-inspection/39edaa31-7165-4958-9bce-d53cfe0adc32.jpg.296x216.jpg', '卫国西路 4室2厅 152万', '卫国西路  | 4室2厅 | 147.08平米 | 南 | 其他', '高楼层(共7层)塔楼  -  亲仁', '152万', '单价10335元/平米')
('https://image1.ljcdn.com/440600-inspection/1db181a6-1e0d-4509-ac12-85ec1ba222a1.jpg.296x216.jpg', '时代云图 朝安地铁 次新小区 精装2房南向户型 满两年', '时代云图苑  | 2室2厅 | 78平米 | 南 | 其他', '高楼层(共29层)2015年建塔楼  -  朝安', '165万', '单价21154元/平米')
('https://image1.ljcdn.com/440600-inspection/b1df78ec-4c3e-407d-913e-f7004661bb99.jpg.296x216.jpg', '惠景城小区 复式三房 环境舒适', '惠景城小区惠景一街  | 3室2厅 | 156平米 | 西北 | 其他', '中楼层(共28层)1998年建塔楼  -  绿景', '181万', '单价11603元/平米')
('https://image1.ljcdn.com/440600-inspection/7e29d4a1-af69-408f-8ebe-60f282c314af.jpg.296x216.jpg', '慧港国际 1室1厅 74万', '慧港国际  | 1室1厅 | 61.63平米 | 西南 | 其他', '低楼层(共16层)2008年建塔楼  -  澜石', '74万', '单价12008元/平米')
('https://image1.ljcdn.com/440600-inspection/97b699b5-9490-421a-92d8-a69077c75eaa.jpg.296x216.jpg', '兆阳御花园 2室1厅 178万', '兆阳御花园  | 2室1厅 | 66.7平米 | 北 | 其他', '中楼层(共20层)2015年建塔楼  -  绿景', '178万', '单价26687元/平米')
('https://image1.ljcdn.com/440600-inspection/5da18b41-6b89-45ae-a2bd-3fec8acd0d90.jpg.296x216.jpg', '岭南天地 温馨实用三房两厅 南向', '岭南天地尚苑  | 3室2厅 | 125.07平米 | 南 北 | 其他', '中楼层(共42层)2015年建塔楼  -  祖庙', '255万', '单价20389元/平米')
('https://image1.ljcdn.com/440600-inspection/dad66544-20df-459c-8500-fdb07407339c.jpg.296x216.jpg', '恒福新城 成熟小区 面向花园', '恒福新城  | 3室2厅 | 127平米 | 南 | 简装', '中楼层(共17层)2010年建塔楼  -  朝安', '255万', '单价20079元/平米')
('https://image1.ljcdn.com/440600-inspection/7bab4f07-1fd5-4fc9-8635-83c019c220db.jpg.296x216.jpg', '玫瑰园 配套完善', '玫瑰园  | 3室2厅 | 154平米 | 南 北 | 其他', '中楼层(共8层)2001年建塔楼  -  绿景', '250万', '单价16234元/平米')
('https://image1.ljcdn.com/440600-inspection/b89e1934-0591-442b-af87-4c4aac8cb334.jpg.296x216.jpg', '保利香槟花园 电梯洋房 花园小区', '保利香槟花园  | 1室1厅 | 40平米 | 北 | 精装', '高楼层(共15层)2012年建塔楼  -  张槎', '68万', '单价17000元/平米')
('https://image1.ljcdn.com/440600-inspection/fa922224-e099-4c7c-9b29-0ba8b8ffff0c.jpg.296x216.jpg', '同华东四街 配套完善', '同华社区  | 3室2厅 | 220平米 | 南 | 精装', '高楼层(共8层)1996年建塔楼  -  同济', '200万', '单价9091元/平米')
('https://image1.ljcdn.com/440600-inspection/a98eb2d5-e188-4108-ba76-61eb56a8d1ba.jpg.296x216.jpg', '鸿业城市花园 靓装修 电梯两房 诚意出售', '鸿业城市花园  | 2室2厅 | 92.42平米 | 南 | 精装', '低楼层(共14层)2011年建塔楼  -  湖景', '185万', '单价20018元/平米')
('https://image1.ljcdn.com/440600-inspection/ae46669e-20bf-48fe-8286-0675dcecfc3f.jpg.296x216.jpg', '泷景花园 2室2厅 145万', '泷景花园  | 2室2厅 | 80.91平米 | 东 | 毛坯', '高楼层(共39层)塔楼  -  澜石', '145万', '单价17922元/平米')
('https://image1.ljcdn.com/440600-inspection/a21f46f5-12f7-4d0e-ad2d-4bf906fd0997.jpg.296x216.jpg', '世纪名轩 2房出售', '世纪名轩  | 2室2厅 | 95平米 | 西南 | 简装', '高楼层(共19层)2006年建塔楼  -  季华', '135万', '单价14211元/平米')
('https://image1.ljcdn.com/440600-inspection/5d271f6e-64dc-4331-95dd-32365032b592.jpg.296x216.jpg', '美誉紫薇花园 2室1厅 53万', '美誉紫薇花园  | 2室1厅 | 35平米 | 北 | 其他', '中楼层(共20层)2017年建塔楼  -  石湾', '53万', '单价15143元/平米')
('https://image1.ljcdn.com/440600-inspection/e3165b80-e013-49b7-9963-e08971719193.jpg.296x216.jpg', '鸿业大厦 3室1厅 125万', '鸿业大厦  | 3室1厅 | 118平米 | 南 | 毛坯', '高楼层(共31层)1995年建塔楼  -  同济', '125万', '单价10594元/平米')
('https://image1.ljcdn.com/440600-inspection/f845e6de-9717-4d82-9365-80fd55fd3f0b.jpg.296x216.jpg', '龙光天湖华府 3室2厅 227万', '龙光天湖华府  | 3室2厅 | 91平米 | 南 北 | 其他', '低楼层(共40层)2015年建塔楼  -  湖景', '227万', '单价24946元/平米')
('https://image1.ljcdn.com/440600-inspection/8e485821-336d-4d56-bd4d-4bd33c308ee1.jpg.296x216.jpg', '惠景城小区惠景二街 3室2厅 139万', '惠景城小区惠景二街  | 3室2厅 | 94平米 | 东南 | 简装', '中楼层(共28层)1998年建塔楼  -  绿景', '139万', '单价14788元/平米')
('https://image1.ljcdn.com/440600-inspection/ad28103d-5182-47f8-9d2b-6084483e3f75.jpg.296x216.jpg', '怡翠玫瑰园 3室2厅 218万', '怡翠玫瑰园  | 3室2厅 | 119平米 | 北 | 简装', '低楼层(共17层)2004年建塔楼  -  湖景', '218万', '单价18320元/平米')
('https://image1.ljcdn.com/440600-inspection/35947360-99de-4672-8279-f347359454ed.jpg.296x216.jpg', '岭南隽庭 电梯三房', '越秀岭南隽庭  | 3室2厅 | 91平米 | 北 | 精装', '高楼层(共27层)2015年建塔楼  -  岭南大道', '208万', '单价22858元/平米')
('https://image1.ljcdn.com/440600-inspection/76f7e20c-4c7c-440f-b3f1-b806e5208d66.jpg.296x216.jpg', '恒福新城 大三房出售', '恒福新城  | 3室2厅 | 139平米 | 北 | 简装', '中楼层(共22层)2010年建塔楼  -  朝安', '305万', '单价21943元/平米')
('https://image1.ljcdn.com/440600-inspection/021cea32-85c9-4a64-b210-3af498436be7.jpg.296x216.jpg', '慧港国际 1室1厅 74万', '慧港国际  | 1室1厅 | 61.63平米 | 西 | 其他', '低楼层(共16层)2008年建塔楼  -  澜石', '74万', '单价12008元/平米')
('https://image1.ljcdn.com/440600-inspection/da8b17b0-6f0d-44c2-bed7-e4d07f6eec01.jpg.296x216.jpg', '普君新城公寓 1室0厅 50万', '普君新城公寓  | 1室0厅 | 40平米 | 北 | 其他', '高楼层(共31层)2010年建塔楼  -  祖庙', '50万', '单价12500元/平米')
('https://image1.ljcdn.com/440600-inspection/e4c856b2-ce2b-47e1-8644-d5376cfa23bf.jpg.296x216.jpg', '海湾城 带装修三房 小区管理', '海湾城  | 3室2厅 | 91平米 | 南 | 其他', '17层2015年建板塔结合  -  石湾', '168万', '单价18462元/平米')
('https://image1.ljcdn.com/440600-inspection/26e33b77-6cfa-4855-8c23-6f6b744309da.JPG.296x216.jpg', '恒福新城 三房两厅', '恒福新城  | 3室2厅 | 83.19平米 | 东南 | 精装', '高楼层(共22层)2010年建塔楼  -  朝安', '194万', '单价23321元/平米')
('https://image1.ljcdn.com/440600-inspection/821af089-552c-475b-b2bc-c87b4c3923f7.jpg.296x216.jpg', '恒福花园精装修三房', '禅城恒福花园  | 3室2厅 | 128平米 | 北 | 其他', '高楼层(共8层)2000年建塔楼  -  季华', '158万', '单价12344元/平米')
('https://image1.ljcdn.com/440600-inspection/7b365c94-5f59-4fa1-be0e-9fbd0e05b960.JPG.296x216.jpg', '汇银W新港湾 2室2厅 113万', '汇银W新港湾  | 2室2厅 | 73平米 | 南 | 精装', '高楼层(共18层)2017年建塔楼  -  南庄', '113万', '单价15480元/平米')
('https://image1.ljcdn.com/440600-inspection/6048d4c4-00b8-41a0-bb7b-8aa5e7b1a670.jpg.296x216.jpg', '凯德天伦世嘉 1室1厅 75万', '凯德天伦世嘉  | 1室1厅 | 37.06平米 | 北 | 其他', '中楼层(共15层)2012年建塔楼  -  亲仁', '75万', '单价20238元/平米')
('https://image1.ljcdn.com/440600-inspection/4ed5ff81-379f-44df-8b66-0bec172bedcf.jpg.296x216.jpg', '碧桂园城市花园 电梯靓房 位置安静', '碧桂园城市花园南区  | 3室2厅 | 100.42平米 | 南 | 毛坯', '低楼层(共32层)2013年建板塔结合  -  澜石', '185万', '单价18423元/平米')
('https://image1.ljcdn.com/440600-inspection/bb1928fb-93bc-45b7-87b4-00169f03f3b7.jpg.296x216.jpg', '世纪名轩 电梯两房 精致装修 配套成熟', '世纪名轩  | 2室1厅 | 67平米 | 北 | 精装', '高楼层(共19层)2006年建塔楼  -  季华', '105万', '单价15672元/平米')
('https://image1.ljcdn.com/440600-inspection/d74806a8-66a0-4e40-b4d8-4d10fee7ae45.jpg.296x216.jpg', '星星凯旋国际 3室2厅 200万', '星星凯旋国际  | 3室2厅 | 90平米 | 东北 | 其他', '低楼层(共31层)2015年建塔楼  -  朝安', '200万', '单价22223元/平米')
('https://image1.ljcdn.com/440600-inspection/8c79ac48-e2b9-4ea9-bd96-f2c57977f167.jpg.296x216.jpg', '钻石苑 电梯2房 配套成熟', '钻石苑  | 3室2厅 | 117平米 | 北 | 其他', '低楼层(共15层)1999年建塔楼  -  祖庙', '188万', '单价16069元/平米')
('https://image1.ljcdn.com/440600-inspection/22a5e67b-b215-4924-9243-17e389e9328d.JPG.296x216.jpg', '普君新城华府 3室2厅 210万', '普君新城华府  | 3室2厅 | 87平米 | 南 北 | 其他', '中楼层(共31层)2015年建塔楼  -  祖庙', '210万', '单价24138元/平米')
('https://image1.ljcdn.com/440600-inspection/d806f0fc-e7f6-4b69-8b91-30312d4e4cd1.jpg.296x216.jpg', '盈彩美居 1室1厅 89.6万', '盈彩美居  | 1室1厅 | 56平米 | 南 西 | 精装', '低楼层(共25层)2007年建塔楼  -  季华', '89.6万', '单价16000元/平米')
('https://image1.ljcdn.com/440600-inspection/8f3258cb-d11a-47ef-b74b-840cbee45f46.jpg.296x216.jpg', '绿地未来城 3室2厅 140万', '绿地未来城  | 3室2厅 | 89平米 | 南 | 毛坯', '高楼层(共15层)2014年建塔楼  -  张槎', '140万', '单价15731元/平米')
('https://image1.ljcdn.com/440600-inspection/641836b0-66ff-4499-b71b-db4946c3a0cc.jpg.296x216.jpg', '泷景花园 3室2厅 235万', '泷景花园  | 3室2厅 | 128平米 | 南 | 其他', '高楼层(共24层)2017年建塔楼  -  澜石', '235万', '单价18360元/平米')
('https://image1.ljcdn.com/440600-inspection/058fbfaa-8fc8-4a81-8442-8a30460a8d45.jpg.296x216.jpg', '唐园路 4室2厅 165万', '唐园路  | 4室2厅 | 149.33平米 | 南 北 | 其他', '低楼层(共8层)1996年建塔楼  -  唐园', '165万', '单价11050元/平米')
('https://image1.ljcdn.com/440600-inspection/31ee60f7-62f2-4568-b97c-07620292e8a0.jpg.296x216.jpg', '阳光人家 3房2厅', '阳光人家  | 3室2厅 | 111平米 | 南 | 其他', '高楼层(共7层)2002年建塔楼  -  季华', '150万', '单价13514元/平米')
('https://image1.ljcdn.com/440600-inspection/992fba66-ecdd-431d-8580-8b9924fe2c3d.jpg.296x216.jpg', '恒福新城 装修保养新净 3房', '恒福新城  | 3室2厅 | 114.31平米 | 北 | 简装', '低楼层(共17层)2010年建塔楼  -  朝安', '230万', '单价20121元/平米')
('https://image1.ljcdn.com/440600-inspection/9b6a1be6-84de-4690-9898-cc56d47ead38.jpg.296x216.jpg', '慧港国际 1室1厅 80万', '慧港国际  | 1室1厅 | 66.84平米 | 西北 | 其他', '低楼层(共16层)2008年建塔楼  -  澜石', '80万', '单价11969元/平米')
('https://image1.ljcdn.com/440600-inspection/66376826-8a98-46aa-a740-07df029c700f.jpg.296x216.jpg', '普君新城公寓 1室0厅 50万', '普君新城公寓  | 1室0厅 | 40平米 | 北 | 其他', '高楼层(共31层)2010年建塔楼  -  祖庙', '50万', '单价12500元/平米')
('https://image1.ljcdn.com/440600-inspection/d5160ea7-62ed-4010-ae25-aa29a574c203.jpg.296x216.jpg', '领地海纳珑庭 3室2厅 140万', '领地海纳珑庭  | 3室2厅 | 90平米 | 北 | 其他', '高楼层(共16层)2016年建塔楼  -  张槎', '140万', '单价15556元/平米')
('https://image1.ljcdn.com/440600-inspection/ea1d8a35-a00c-4d12-a96d-0076665742fb.jpg.296x216.jpg', '怡翠玫瑰园 带装修 家私家电齐 满五年', '怡翠玫瑰园  | 4室2厅 | 164平米 | 北 | 精装', '高楼层(共27层)2004年建塔楼  -  湖景', '290万', '单价17683元/平米')
('https://image1.ljcdn.com/440600-inspection/0e1f07bf-fc24-4182-b5ca-206cbe147802.JPG.296x216.jpg', '鸿业城市花园 2房2厅 出售', '鸿业城市花园  | 2室2厅 | 87.82平米 | 南 | 其他', '高楼层(共22层)2011年建塔楼  -  湖景', '180万', '单价20497元/平米')
('https://image1.ljcdn.com/440600-inspection/79c839ba-42bc-490b-9272-6d40f254323a.jpg.296x216.jpg', '怡翠玫瑰园 3室2厅 230万', '怡翠玫瑰园  | 3室2厅 | 126.14平米 | 南 | 简装', '低楼层(共17层)2004年建塔楼  -  湖景', '230万', '单价18234元/平米')
('https://image1.ljcdn.com/440600-inspection/5f6214d3-76f8-487c-b48b-c74bc6278444.jpg.296x216.jpg', '南桂西路 实用3房', '南桂西路  | 3室2厅 | 135.15平米 | 南 | 其他', '中楼层(共8层)塔楼  -  南桂西', '120万', '单价8880元/平米')
('https://image1.ljcdn.com/440600-inspection/b926f7db-46cb-457d-8685-16168fbae25c.jpg.296x216.jpg', '德晖花园 三房两厅', '德晖花园  | 3室2厅 | 120平米 | 暂无数据 | 简装', '高楼层(共8层)1996年建塔楼  -  张槎', '100万', '单价8334元/平米')
('https://image1.ljcdn.com/440600-inspection/b4a700e7-aad3-48d2-bcd3-fa4effaa81a4.jpg.296x216.jpg', '泷景花园 2室1厅 156万', '泷景花园  | 2室1厅 | 88平米 | 北 | 毛坯', '低楼层(共39层)塔楼  -  澜石', '156万', '单价17728元/平米')
('https://image1.ljcdn.com/440600-inspection/ef4525e0-b10f-4867-a7b2-1a600f7cfee4.jpg.296x216.jpg', '柠檬时代 二房一厅一卫一阳台出售', '柠檬时代  | 2室2厅 | 56平米 | 南 | 精装', '高楼层(共17层)2010年建塔楼  -  南桂西', '110万', '单价19643元/平米')
('https://image1.ljcdn.com/440600-inspection/40a6f30f-efed-436c-8044-92e1f96ff1de.jpg.296x216.jpg', '名雅豪庭 3室2厅 150万', '名雅豪庭  | 3室2厅 | 90平米 | 东 西 | 简装', '高楼层(共6层)2002年建塔楼  -  季华', '150万', '单价16667元/平米')
('', '铂顿国际公寓 1室1厅 125万', '铂顿国际公寓  | 1室1厅 | 56.04平米 | 南 | 其他', '低楼层(共13层)2012年建塔楼  -  祖庙', '125万', '单价22306元/平米')
('https://image1.ljcdn.com/440600-inspection/29596967-ada7-4a56-884f-bd4dc75dc4c1.jpg.296x216.jpg', '汇银帝景湾 4室2厅 360万', '汇银帝景湾  | 4室2厅 | 157平米 | 北 | 其他', '中楼层(共17层)2003年建塔楼  -  湖景', '360万', '单价22930元/平米')
('https://image1.ljcdn.com/440600-inspection/5d55afa6-0b8e-4352-bc43-12e91d686f58.jpg.296x216.jpg', '恒福新城 3室2厅 210万', '恒福新城  | 3室2厅 | 105平米 | 西北 | 其他', '中楼层(共22层)2010年建塔楼  -  朝安', '210万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/68ab37dd-d4bd-434d-a9da-482a9f2e372e.jpg.296x216.jpg', '名汇大厦 4室2厅 196万', '名汇大厦  | 4室2厅 | 119平米 | 东北 | 其他', '中楼层(共28层)2002年建塔楼  -  祖庙', '196万', '单价16471元/平米')
('https://image1.ljcdn.com/440600-inspection/47e2cfe2-7505-46b6-b59d-684ec5e59c0b.jpg.296x216.jpg', '惠景城小区 实用两房 户型方正', '惠景城小区惠景一街  | 2室2厅 | 80平米 | 南 | 精装', '中楼层(共8层)1998年建塔楼  -  绿景', '110万', '单价13750元/平米')
('https://image1.ljcdn.com/440600-inspection/8bcbc681-55c0-4742-8f91-2750a6e88ecc.jpg.296x216.jpg', '惠景城小区桃花园 舒适3房 视野好', '惠景城小区惠景二街  | 3室1厅 | 91平米 | 东南 | 简装', '低楼层(共8层)1998年建塔楼  -  绿景', '108万', '单价11869元/平米')
('https://image1.ljcdn.com/440600-inspection/aaaacc6d-5cfc-4535-8c68-48975aea66d9.jpg.296x216.jpg', '领地海纳龙庭 1室2厅 85万', '领地海纳龙庭  | 1室2厅 | 60平米 | 南 | 毛坯', '低楼层(共16层)塔楼  -  张槎', '85万', '单价14167元/平米')
('https://image1.ljcdn.com/440600-inspection/812e7957-10fa-41ca-aee6-5ceea520b253.jpg.296x216.jpg', '玫瑰园 原三房出售', '玫瑰园  | 4室0厅 | 100平米 | 南 北 | 简装', '高楼层(共8层)2001年建塔楼  -  绿景', '130万', '单价13000元/平米')
('https://image1.ljcdn.com/440600-inspection/1c5fc730-5cf8-4498-b431-0470c1caed25.jpg.296x216.jpg', '东海国际花园四区1期 2室2厅 127万', '东海国际花园四区1期  | 2室2厅 | 75平米 | 南 | 精装', '高楼层(共17层)2014年建塔楼  -  汾江北', '127万', '单价16934元/平米')
('https://image1.ljcdn.com/440600-inspection/0a4bbfc8-4daa-46ec-9880-ff85a61343d0.jpg.296x216.jpg', '绿景轩 诚意出售 带装修 南向', '绿景轩  | 3室2厅 | 120.98平米 | 南 | 精装', '高楼层(共20层)2002年建塔楼  -  绿景', '185万', '单价15292元/平米')
('https://image1.ljcdn.com/440600-inspection/320f0f66-d559-424f-8eb9-88e00608bf5c.jpg.296x216.jpg', '恒福湖景湾 两房出售', '恒福湖景湾  | 2室2厅 | 101.49平米 | 南 | 精装', '低楼层(共11层)2003年建塔楼  -  湖景', '198万', '单价19510元/平米')
('https://image1.ljcdn.com/440600-inspection/4041af53-3d42-480e-b74a-6a65c8b69c7a.jpg.296x216.jpg', '丽日玫瑰三期一区 4室2厅 195万', '丽日玫瑰三期一区  | 4室2厅 | 92平米 | 北 | 其他', '中楼层(共11层)2005年建板楼  -  魁奇', '195万', '单价21196元/平米')
('https://image1.ljcdn.com/440600-inspection/71a08733-03d5-433c-b7ef-a1cfa34df198.jpg.296x216.jpg', '碧桂园城市花园 带装修4房2厅', '碧桂园城市花园北区  | 4室2厅 | 158平米 | 东南 | 精装', '中楼层(共29层)2013年建塔楼  -  澜石', '300万', '单价18988元/平米')
('https://image1.ljcdn.com/440600-inspection/ddbd6c03-c26e-4335-9206-20a3cab2ccdf.jpg.296x216.jpg', '普君新城东苑 南向实两房两厅 吉屋未入住', '普君新城东苑  | 2室1厅 | 74.2平米 | 北 | 简装', '低楼层(共32层)2010年建塔楼  -  祖庙', '150万', '单价20216元/平米')
('https://image1.ljcdn.com/440600-inspection/3d092560-6cf2-4cdc-9ef6-8a56c6ef2e6a.jpg.296x216.jpg', '季华花园 配套完善 小区管理', '季华花园五期  | 2室2厅 | 105平米 | 西南 | 精装', '高楼层(共7层)2000年建塔楼  -  绿景', '126万', '单价12000元/平米')
('https://image1.ljcdn.com/440600-inspection/4f965f28-a3c1-41ec-a9a0-2d9a504666aa.JPG.296x216.jpg', '鸿业城市花园 2室2厅 185万', '鸿业城市花园  | 2室2厅 | 85.9平米 | 南 | 毛坯', '低楼层(共25层)2011年建塔楼  -  湖景', '185万', '单价21537元/平米')
