('https://image1.ljcdn.com/340100-inspection/f6c652fb-13e0-4b6b-9275-9ce8211bc4d4.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 127万', '北城世纪城泽徽苑  | 3室2厅 | 96.97平米 | 南 | 其他', '高楼层(共34层)2015年建塔楼  -  北城', '127万', '单价13097元/平米')
('https://image1.ljcdn.com/340100-inspection/35912ccb-a7c5-446e-a8d1-c34aa8070602.jpg.296x216.jpg', '北城 新慧金水岸 湖景房 边户', '新慧金水岸北区  | 3室2厅 | 96.4平米 | 南 | 其他', '高楼层(共27层)塔楼  -  北城', '88万', '单价9129元/平米')
('https://image1.ljcdn.com/340100-inspection/837a8280-a138-426c-8283-48b7a9543ca9.JPG.296x216.jpg', '半岛1号 3室2厅 167万', '半岛1号  | 3室2厅 | 110平米 | 南 北 | 其他', '高楼层(共16层)2012年建塔楼  -  北城', '167万', '单价15182元/平米')
('https://image1.ljcdn.com/340100-inspection/bcea26e9-2456-43a4-92d9-ddc20fb4f84c.JPG.296x216.jpg', '融科梧桐里 边户三房 中间楼层 采光无遮挡小区环境好', '融科梧桐里  | 4室2厅 | 107.63平米 | 南 | 其他', '中楼层(共34层)塔楼  -  北城', '139万', '单价12915元/平米')
('https://image1.ljcdn.com/340100-inspection/46561ede-d2d3-45f4-9fb3-2a9d2f7ab3c0.JPG.296x216.jpg', '冠徽苑公寓 2室1厅 43万', '冠徽苑公寓  | 2室1厅 | 60平米 | 南 北 | 其他', '高楼层(共39层)2012年建塔楼  -  北城', '43万', '单价7167元/平米')
('https://image1.ljcdn.com/340100-inspection/f497ca58-f017-4093-a1c4-8ef8afd373c3.JPG.296x216.jpg', '恒大精装三房，南北通透，双阳台，户型方正，红木家具', '恒大帝景  | 3室2厅 | 114平米 | 南 北 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '156万', '单价13685元/平米')
('', '北城世纪城瑞徽苑 3室2厅 96万', '北城世纪城瑞徽苑  | 3室2厅 | 90.41平米 | 南 北 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '96万', '单价10619元/平米')
('', '恒泰米兰堡 1室1厅 37万', '恒泰米兰堡  | 1室1厅 | 35.88平米 | 东 | 其他', '低楼层(共18层)2012年建塔楼  -  北城', '37万', '单价10313元/平米')
('', '新慧金水岸北区 2室1厅 82万', '新慧金水岸北区  | 2室1厅 | 85.85平米 | 南 | 其他', '高楼层(共27层)塔楼  -  北城', '82万', '单价9552元/平米')
('', '新慧金水岸北区 3室1厅 96万', '新慧金水岸北区  | 3室1厅 | 85.6平米 | 南 | 其他', '高楼层(共27层)塔楼  -  北城', '96万', '单价11215元/平米')
('https://image1.ljcdn.com/340100-inspection/424be950-9c3e-421e-ac78-6fb5cdb577d1.JPG.296x216.jpg', '中奥花园多层大两房  满两年 中装 采光好 业主诚心售', '中奥花园  | 2室2厅 | 91.5平米 | 南 | 其他', '低楼层(共6层)2012年建板塔结合  -  北城', '100万', '单价10929元/平米')
('https://image1.ljcdn.com/340100-inspection/a97c1081-6ae7-40ad-89be-3cef53857248.JPG.296x216.jpg', '融科梧桐里 3室2厅 112万', '融科梧桐里  | 3室2厅 | 91.65平米 | 南 | 其他', '低楼层(共35层)2017年建塔楼  -  北城', '112万', '单价12221元/平米')
('https://image1.ljcdn.com/340100-inspection/e757374c-4da5-4bca-842e-cdc10c8bc0b4.JPG.296x216.jpg', '恒泰城品阿奎利亚 3室2厅 140万', '恒泰城品阿奎利亚  | 3室2厅 | 114平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  北城', '140万', '单价12281元/平米')
('https://image1.ljcdn.com/340100-inspection/4432cd78-2ddc-482e-a6e6-4c685df26d33.jpg.296x216.jpg', '阿奎利亚理想家三居室精装修低楼层', '阿奎利亚理想家  | 3室2厅 | 89.36平米 | 南 | 其他', '低楼层(共6层)2013年建板塔结合  -  北城', '116万', '单价12982元/平米')
('https://image1.ljcdn.com/340100-inspection/a7a44fff-5576-422d-95a9-3aa7c7c1da9d.JPG.296x216.jpg', '高楼层，采光好，毛坯，业主诚心出售', '新慧金水岸北区  | 2室2厅 | 82.62平米 | 东南 | 其他', '高楼层(共18层)塔楼  -  北城', '83万', '单价10046元/平米')
('https://image1.ljcdn.com/340100-inspection/ee9cac4c-03c4-4397-be0a-f6021cb057b6.jpg.296x216.jpg', '北城世纪城和徽苑 2室2厅 97万', '北城世纪城和徽苑  | 2室2厅 | 81.02平米 | 南 | 其他', '中楼层(共33层)2014年建塔楼  -  北城', '97万', '单价11973元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload921f821c-3d19-43cf-8435-ddc19857ed03.JPG.296x216.jpg', '北郡洋房，小高层，一梯两户，纯毛坯，', '文一名门北郡  | 3室2厅 | 96.29平米 | 南 | 其他', '中楼层(共8层)塔楼  -  北城', '115万', '单价11944元/平米')
('https://image1.ljcdn.com/340100-inspection/b1dd1d47-7c74-4f78-9847-2834c821a235.JPG.296x216.jpg', '恒大帝景 2室1厅 105万', '恒大帝景  | 2室1厅 | 84.8平米 | 南 | 其他', '中楼层(共30层)2015年建塔楼  -  北城', '105万', '单价12383元/平米')
('https://image1.ljcdn.com/340100-inspection/67a2480a-c440-4ae8-b712-55694b05304d.JPG.296x216.jpg', '阿奎利亚城果 2室2厅 92万', '阿奎利亚城果  | 2室2厅 | 79.13平米 | 南 | 其他', '高楼层(共33层)塔楼  -  北城', '92万', '单价11627元/平米')
('https://image1.ljcdn.com/340100-inspection/dab9a7c3-9527-4b18-99d8-1ae3e007c649.JPG.296x216.jpg', '北城世纪城瑞徽苑 2室1厅 88万', '北城世纪城瑞徽苑  | 2室1厅 | 78平米 | 南 | 其他', '低楼层(共33层)2013年建塔楼  -  北城', '88万', '单价11283元/平米')
('https://image1.ljcdn.com/340100-inspection/7f54cfdf-03a1-4b95-8568-2a62e91f881e.JPG.296x216.jpg', '金色假日 2室2厅 85万', '金色假日  | 2室2厅 | 94平米 | 南 | 其他', '低楼层(共30层)塔楼  -  北城', '85万', '单价9043元/平米')
('', '御景嘉苑 4室2厅 132万', '御景嘉苑  | 4室2厅 | 114.5平米 | 南 北 | 其他', '中楼层(共30层)暂无数据  -  北城', '132万', '单价11529元/平米')
('', '恒泰米兰堡 4室3厅 135万', '恒泰米兰堡  | 4室3厅 | 141.51平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '135万', '单价9540元/平米')
('', '锦徽苑 2室2厅 58万', '锦徽苑  | 2室2厅 | 86平米 | 北 | 其他', '低楼层(共38层)2013年建塔楼  -  北城', '58万', '单价6745元/平米')
('', '融科梧桐里 4室2厅 140万', '融科梧桐里  | 4室2厅 | 124平米 | 南 北 | 其他', '中楼层(共35层)2017年建塔楼  -  北城', '140万', '单价11291元/平米')
('https://image1.ljcdn.com/340100-inspection/01819913-07a7-4a7a-a652-216fe112add5.JPG.296x216.jpg', '大边户，高楼层，采光好，业主诚心出售', '新慧金水岸北区  | 3室2厅 | 122.62平米 | 南 北 | 其他', '高楼层(共27层)塔楼  -  北城', '110万', '单价8971元/平米')
('https://image1.ljcdn.com/340100-inspection/9ba74878-72a7-4106-8376-1d0d4122376f.JPG.296x216.jpg', '润地星城 三居室 毛坯 交通便利 视野开阔', '润地星城  | 3室2厅 | 105.63平米 | 南 北 | 其他', '中楼层(共22层)2008年建塔楼  -  北城', '120万', '单价11361元/平米')
('https://image1.ljcdn.com/340100-inspection/5652bfac-fd84-4416-9dd7-a7314e2d61a6.JPG.296x216.jpg', '力高共和城   小高层三居室  视野好无遮挡', '力高共和城  | 3室2厅 | 117平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '125万', '单价10684元/平米')
('https://image1.ljcdn.com/340100-inspection/485b8775-3f69-42ad-b1e6-3e009f48a25a.jpg.296x216.jpg', '恒泰阿奎利亚恒泰阿奎利亚 3室2厅1卫。', '恒泰米兰堡  | 3室2厅 | 112.25平米 | 南 北 | 精装', '高楼层(共6层)2012年建板楼  -  北城', '119万', '单价10602元/平米')
('https://image1.ljcdn.com/340100-inspection/d5cf31ae-5232-4ada-98e6-f6d03b39d8fe.JPG.296x216.jpg', '文一名门北郡毛坯三房高楼层采光好视野好', '文一名门北郡  | 3室2厅 | 89.8平米 | 南 | 其他', '高楼层(共32层)塔楼  -  北城', '110万', '单价12250元/平米')
('https://image1.ljcdn.com/340100-inspection/ad6c4754-cf56-4fb9-8f95-9ebadd4d06f7.JPG.296x216.jpg', '元一高尔夫别墅四期 6室4厅 500万', '元一高尔夫别墅四期  | 6室4厅 | 265.5平米 | 南 | 其他', '低楼层(共2层)暂无数据  -  北城', '500万', '单价18833元/平米')
('https://image1.ljcdn.com/340100-inspection/c725f870-8850-4d79-9b25-4def66a83c85.JPG.296x216.jpg', '半岛一号  南北通透  东边户  楼层好', '半岛1号  | 3室2厅 | 128平米 | 南 北 | 其他', '中楼层(共9层)2012年建板楼  -  北城', '165万', '单价12891元/平米')
('https://image1.ljcdn.com/340100-inspection/027ea4a9-bf3e-43dc-879a-7629da002e81.JPG.296x216.jpg', '禄徽苑 不满两年 精装三居 带车位 小区前排 业主诚售', '北城世纪城禄徽苑  | 3室2厅 | 91.73平米 | 南 | 其他', '低楼层(共28层)2016年建塔楼  -  北城', '108万', '单价11774元/平米')
('https://image1.ljcdn.com/340100-inspection/e174d8a5-88e2-4829-b223-7b293ad68f74.JPG.296x216.jpg', '京城国际精装修边户大三房南北通透', '京城国际  | 3室2厅 | 109.7平米 | 南 北 | 其他', '低楼层(共33层)2014年建塔楼  -  北城', '135万', '单价12307元/平米')
('https://image1.ljcdn.com/340100-inspection/f56d528c-5e8d-45c4-9450-1c0440988593.JPG.296x216.jpg', '北城世纪城雅徽苑 3室2厅 132万', '北城世纪城雅徽苑  | 3室2厅 | 110平米 | 南 | 其他', '低楼层(共26层)塔楼  -  北城', '132万', '单价12000元/平米')
('https://image1.ljcdn.com/340100-inspection/bd165073-4b8f-4e6b-9b7f-dae42d3b71ab.jpg.296x216.jpg', '北城世纪城冠徽苑 2室2厅 85万', '北城世纪城冠徽苑  | 2室2厅 | 63.8平米 | 南 北 | 其他', '中楼层(共33层)2012年建塔楼  -  北城', '85万', '单价13323元/平米')
('https://image1.ljcdn.com/340100-inspection/f5502c84-01eb-4d20-a745-0ce921067592.jpg.296x216.jpg', '元一高尔夫别墅四期 4室2厅 540万', '元一高尔夫别墅四期  | 4室2厅 | 261平米 | 南 | 其他', '低楼层(共2层)暂无数据  -  北城', '540万', '单价20690元/平米')
('', '半岛1号 4室2厅 235万', '半岛1号  | 4室2厅 | 150平米 | 南 北 | 其他', '低楼层(共6层)2012年建板楼  -  北城', '235万', '单价15667元/平米')
('', '锦徽苑 2室2厅 60万', '锦徽苑  | 2室2厅 | 85平米 | 西北 | 其他', '高楼层(共38层)2013年建塔楼  -  北城', '60万', '单价7059元/平米')
('', '中奥花园 1室1厅 46万', '中奥花园  | 1室1厅 | 46平米 | 南 | 其他', '高楼层(共19层)2012年建塔楼  -  北城', '46万', '单价10000元/平米')
('https://image1.ljcdn.com/340100-inspection/f91b7203-a933-414f-ab0c-2554125ed705.JPG.296x216.jpg', '半岛1号 3室2厅 148万', '半岛1号  | 3室2厅 | 120.47平米 | 南 | 其他', '低楼层(共25层)2012年建塔楼  -  北城', '148万', '单价12286元/平米')
('https://image1.ljcdn.com/340100-inspection/570281ba-64cd-45f2-84c9-8c9081c33eae.JPG.296x216.jpg', '恒大帝景 3室2厅 142万', '恒大帝景  | 3室2厅 | 121.65平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '142万', '单价11673元/平米')
('https://image1.ljcdn.com/340100-inspection/40ba0ff6-ad04-44d0-a44e-3b78d7005e09.JPG.296x216.jpg', '圣联科瑞北郡 3室2厅 112万', '圣联科瑞北郡  | 3室2厅 | 110.01平米 | 南 北 | 其他', '中楼层(共18层)塔楼  -  北城', '112万', '单价10181元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload045c7dae-9c6e-414c-84eb-acdf392f7c4b.JPG.296x216.jpg', '雅徽苑毛坯三居室 中间楼层  采光良好', '北城世纪城雅徽苑  | 3室2厅 | 131.05平米 | 南 | 其他', '高楼层(共32层)塔楼  -  北城', '146万', '单价11141元/平米')
('https://image1.ljcdn.com/340100-inspection/00499afb-b9b0-493b-b8e2-315031c7a838.JPG.296x216.jpg', '恒大帝景 3室2厅 145万', '恒大帝景  | 3室2厅 | 118.84平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '145万', '单价12202元/平米')
('https://image1.ljcdn.com/340100-inspection/eddde6d7-404d-4166-8ccc-87156d3895bc.jpg.296x216.jpg', '融科梧桐里 3室2厅 109万', '融科梧桐里  | 3室2厅 | 88.54平米 | 南 | 其他', '高楼层(共34层)2017年建塔楼  -  北城', '109万', '单价12311元/平米')
('https://image1.ljcdn.com/340100-inspection/e746089c-7cfe-4d53-9e25-5466e063f9dd.JPG.296x216.jpg', '恒泰城品阿奎利亚 中等装修 楼层适中', '恒泰城品阿奎利亚  | 3室2厅 | 123平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  北城', '135万', '单价10976元/平米')
('https://image1.ljcdn.com/340100-inspection/d1b9dfa6-5c35-41ae-9448-05d2b873fc4c.JPG.296x216.jpg', '融科梧桐里 三房 简单装修楼层高采光好', '融科梧桐里  | 3室2厅 | 88.37平米 | 南 | 其他', '中楼层(共37层)2017年建塔楼  -  北城', '123万', '单价13919元/平米')
('https://image1.ljcdn.com/340100-inspection/9acec556-355b-4888-ac6f-3a405489771d.JPG.296x216.jpg', '恒大帝景三期，两房，小区前排。', '恒大帝景  | 2室1厅 | 85平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  北城', '101万', '单价11883元/平米')
('https://image1.ljcdn.com/340100-inspection/59bf74ea-1bf3-4c04-9f05-f55aef827387.JPG.296x216.jpg', '锦徽苑  四十年产权公寓  精装修 拎包入住', '锦徽苑  | 1室1厅 | 68平米 | 南 | 其他', '中楼层(共38层)2013年建塔楼  -  北城', '48万', '单价7059元/平米')
('https://image1.ljcdn.com/340100-inspection/0c753cfc-5ba1-4574-bcb1-e77edef2b2b5.jpg.296x216.jpg', '阿奎利亚理想家 2室1厅 98万', '阿奎利亚理想家  | 2室1厅 | 72平米 | 南 北 | 其他', '高楼层(共6层)2013年建板塔结合  -  北城', '98万', '单价13612元/平米')
('', '恒泰城宫 3室2厅 118万', '恒泰城宫  | 3室2厅 | 78平米 | 南 | 其他', '高楼层(共19层)暂无数据  -  北城', '118万', '单价15129元/平米')
('https://image1.ljcdn.com/340100-inspection/563757f1-97fd-4047-97b7-eb69b50c32ae.JPG.296x216.jpg', '半岛1号 多层建筑，毛坯，满两年，业主诚心出售', '半岛1号  | 3室2厅 | 132平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  北城', '180万', '单价13637元/平米')
('', '南北通透 ，低楼层，视野开阔，满两年', '北城世纪城裕徽苑  | 2室1厅 | 77.9平米 | 南 北 | 其他', '低楼层(共33层)2014年建塔楼  -  北城', '93万', '单价11939元/平米')
('', '和昌都汇华郡，毛坯两房，目前空置', '和昌都汇华郡  | 2室2厅 | 75.03平米 | 东 南 | 其他', '低楼层(共34层)2014年建塔楼  -  北城', '105万', '单价13995元/平米')
('https://image1.ljcdn.com/340100-inspection/5ba489c1-7bb1-4ac3-b18f-ce01202fa48e.JPG.296x216.jpg', '此房禄徽苑小三房，户型方正，出行方便。', '北城世纪城禄徽苑  | 3室2厅 | 91.5平米 | 南 | 其他', '高楼层(共34层)2016年建塔楼  -  北城', '105万', '单价11476元/平米')
('https://image1.ljcdn.com/340100-inspection/a55a2b99-bb9c-4a27-8ac4-fd0b183f4fd3.JPG.296x216.jpg', '恒泰米兰堡 2室2厅 99万', '恒泰米兰堡  | 2室2厅 | 89平米 | 南 | 其他', '中楼层(共6层)2012年建板楼  -  北城', '99万', '单价11124元/平米')
('https://image1.ljcdn.com/340100-inspection/aefbe4a9-f4ac-492b-afd7-4e18547fd885.JPG.296x216.jpg', '禄徽苑  毛坯三居  边户  小区前排 业主诚售', '北城世纪城禄徽苑  | 3室2厅 | 102平米 | 南 | 其他', '低楼层(共30层)2016年建塔楼  -  北城', '105万', '单价10295元/平米')
('https://image1.ljcdn.com/340100-inspection/fc1f898f-8d67-4b3f-9985-4c01f8ef75f3.jpg.296x216.jpg', '北辰天都 大四房  视野好 楼层好', '北辰天都  | 4室2厅 | 133平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  北城', '141万', '单价10602元/平米')
('https://image1.ljcdn.com/340100-inspection/ded1bcaa-800c-4ea2-b4f3-84645decfa9f.JPG.296x216.jpg', '恒大帝景大三房 中间楼层 采光好', '恒大帝景  | 3室2厅 | 134.63平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '153万', '单价11365元/平米')
('https://image1.ljcdn.com/340100-inspection/02aa1554-1f42-4143-b6f2-8241f257e3e1.JPG.296x216.jpg', '泽徽苑三居室 三房朝南 高楼层', '北城世纪城泽徽苑  | 3室2厅 | 97平米 | 南 | 其他', '高楼层(共33层)2015年建塔楼  -  北城', '120万', '单价12372元/平米')
('https://image1.ljcdn.com/340100-inspection/ff83bb5f-0bc4-49ff-9e82-11c00469ed1f.JPG.296x216.jpg', '半岛1号 3室1厅 175万', '半岛1号  | 3室1厅 | 135平米 | 南 北 | 其他', '中楼层(共6层)2012年建板楼  -  北城', '175万', '单价12963元/平米')
('https://image1.ljcdn.com/340100-inspection/9e000a16-bf54-4b48-891a-bd725bcd0d45.JPG.296x216.jpg', '和昌都汇华郡简装无贷款业主诚心出售', '和昌都汇华郡  | 1室1厅 | 56.89平米 | 东 | 其他', '低楼层(共34层)2014年建塔楼  -  北城', '75万', '单价13184元/平米')
('https://image1.ljcdn.com/340100-inspection/20d5eedf-6ac4-4ef2-91ad-c7a47fa81115.jpg.296x216.jpg', '阿奎利亚理想家 3室2厅 117万', '阿奎利亚理想家  | 3室2厅 | 97平米 | 南 | 其他', '低楼层(共11层)2013年建板塔结合  -  北城', '117万', '单价12062元/平米')
('', '和昌都汇华郡边户精装三房南北通透满两年', '和昌都汇华郡  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共29层)2014年建塔楼  -  北城', '150万', '单价14564元/平米')
('', '奥青城 3室2厅 120万', '奥青城  | 3室2厅 | 110平米 | 南 | 其他', '高楼层(共6层)板塔结合  -  北城', '120万', '单价10910元/平米')
('', '恒泰风格城市 3室2厅 115万', '恒泰风格城市  | 3室2厅 | 69.04平米 | 南 | 其他', '中楼层(共19层)2012年建塔楼  -  北城', '115万', '单价16658元/平米')
('', '国徽苑 2室2厅 105万', '国徽苑  | 2室2厅 | 93平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  北城', '105万', '单价11291元/平米')
('https://image1.ljcdn.com/340100-inspection/d5f8172a-ba7c-4be2-a01e-3424593e2269.JPG.296x216.jpg', '北城世纪城泽徽苑 3室2厅 145万', '北城世纪城泽徽苑  | 3室2厅 | 126.7平米 | 南 北 | 其他', '中楼层(共34层)2015年建塔楼  -  北城', '145万', '单价11445元/平米')
('https://image1.ljcdn.com/340100-inspection/0e644635-d463-46bd-80c8-b4a4f3cfaa7d.jpg.296x216.jpg', '鸿路北城明珠 1室1厅 35万', '鸿路北城明珠  | 1室1厅 | 31.44平米 | 南 | 其他', '低楼层(共24层)2013年建板塔结合  -  北城', '35万', '单价11133元/平米')
('https://image1.ljcdn.com/340100-inspection/f918697c-8302-44b5-8703-c4f0e605e1f1.JPG.296x216.jpg', '新慧金水岸北区 精装两房 北区第一排 采光好业主诚售', '新慧金水岸北区  | 2室1厅 | 79.31平米 | 南 | 其他', '中楼层(共18层)塔楼  -  北城', '90万', '单价11348元/平米')
('https://image1.ljcdn.com/340100-inspection/f8b8ae27-fce2-429b-bf60-d23c61343211.jpg.296x216.jpg', '恒大帝景 3室2厅 132万', '恒大帝景  | 3室2厅 | 111.4平米 | 南 | 其他', '中楼层(共33层)2015年建塔楼  -  北城', '132万', '单价11850元/平米')
