('https://image1.ljcdn.com/440600-inspection/0f1800d2-f314-450d-845b-3beaa9b01a93.jpg.296x216.jpg', '精装修3房 大阳台 送入户花园 家私电器全送  满五年', '金河水岸  | 3室2厅 | 109.21平米 | 北 | 精装', '中楼层(共26层)2009年建塔楼  -  乐从', '148万', '单价13552元/平米')
('https://image1.ljcdn.com/440600-inspection/e0fe48ef-6d11-4c49-b3a7-85b156a41ea9.JPG.296x216.jpg', '碧桂花城 两房二厅', '碧桂花城翠湖畔一区  | 3室2厅 | 105平米 | 北 | 简装', '中楼层(共7层)2001年建塔楼  -  陈村', '163万', '单价15524元/平米')
('https://image1.ljcdn.com/440600-inspection/e9fc8a2f-cb55-4900-bf06-1df5fd7c98b5.jpg.296x216.jpg', '大良祥景雅居 成熟小区', '祥景雅居  | 3室2厅 | 102平米 | 东南 | 其他', '高楼层(共7层)2001年建板楼  -  大良北区', '110万', '单价10785元/平米')
('https://image1.ljcdn.com/440600-inspection/51f81281-5477-47a6-8066-e58891957ad5.JPG.296x216.jpg', '大良中区单家 3室1厅 85万', '大良中区单家  | 3室1厅 | 83.38平米 | 南 | 其他', '高楼层(共6层)板楼  -  大良中区', '85万', '单价10195元/平米')
('https://image1.ljcdn.com/440600-inspection/713291da-28ce-42d5-a6ca-dc4581ac9a8e.jpg.296x216.jpg', '装修一房一厅 户型方正', '威斯广场旭景豪庭  | 1室1厅 | 62.3平米 | 东 | 其他', '中楼层(共7层)2005年建板楼  -  乐从', '61万', '单价9792元/平米')
('https://image1.ljcdn.com/440600-inspection/809b11fe-6007-4e8c-94e6-4663c951a52e.jpg.296x216.jpg', '西山上筑 花园小区', '西山上筑  | 3室2厅 | 106平米 | 西 | 简装', '28层2015年建板塔结合  -  大良中区', '215万', '单价20284元/平米')
('https://image1.ljcdn.com/440600-inspection/90804171-9c13-44eb-9d0e-5db2418ab7fa.jpg.296x216.jpg', '保利东湾东瑞广场 1室7厅 70万', '保利东湾东瑞广场  | 1室7厅 | 53.44平米 | 东北 | 毛坯', '高楼层(共40层)2018年建塔楼  -  乐从', '70万', '单价13099元/平米')
('https://image1.ljcdn.com/440600-inspection/4f66f6b9-2a4e-412c-bb06-6b49630d4ae3.jpg.296x216.jpg', '佛奥湾 3室2厅 175万', '佛奥湾  | 3室2厅 | 124平米 | 东北 | 毛坯', '39层2018年建板塔结合  -  乐从', '175万', '单价14113元/平米')
('', '万科兰乔圣菲 4房户型好', '万科兰乔圣菲  | 4室2厅 | 204.9平米 | 南 北 | 其他', '高楼层(共25层)2013年建塔楼  -  大良新区', '320万', '单价15618元/平米')
('', '都市领地轩 2房2厅1卫1厨', '都市领地轩  | 2室2厅 | 87.49平米 | 南 | 简装', '高楼层(共7层)2009年建塔楼  -  大良南区', '100万', '单价11430元/平米')
('https://image1.ljcdn.com/440600-inspection/049ad4fd-b5a8-41b9-bd1f-4b5a4c241aa8.jpg.296x216.jpg', '碧桂花城紫翠苑 5室2厅 230万', '碧桂花城紫翠苑  | 5室2厅 | 153平米 | 北 | 精装', '高楼层(共7层)2001年建板楼  -  陈村', '230万', '单价15033元/平米')
('https://image1.ljcdn.com/440600-inspection/a4fae8c5-c44d-47b3-9565-2d3404fbdcc5.jpg.296x216.jpg', '乐宜居 3室2厅 167万', '乐宜居  | 3室2厅 | 118平米 | 南 | 简装', '高楼层(共12层)2005年建塔楼  -  乐从', '167万', '单价14153元/平米')
('https://image1.ljcdn.com/440600-inspection/75ccd75f-e003-438f-b480-9701a424719f.jpg.296x216.jpg', '金海M-CITY 一房出售', '金海MCITY  | 1室0厅 | 43.61平米 | 北 | 其他', '低楼层(共52层)2015年建塔楼  -  乐从', '83万', '单价19033元/平米')
('https://image1.ljcdn.com/440600-inspection/3f52fe1c-3dfb-48a2-8074-b7f5a5f1c4c5.jpg.296x216.jpg', '花畔里名轩 小区管理', '花畔里  | 3室1厅 | 102.85平米 | 东南 | 精装', '中楼层(共16层)2014年建塔楼  -  大良西北区', '128万', '单价12446元/平米')
('https://image1.ljcdn.com/440600-inspection/3e255173-8288-4586-ba85-9dcc9855f7d2.jpg.296x216.jpg', '依云水岸三期 4室2厅 440万', '依云水岸三期  | 4室2厅 | 200.47平米 | 北 | 其他', '中楼层(共41层)2011年建塔楼  -  乐从', '440万', '单价21949元/平米')
('https://image1.ljcdn.com/440600-inspection/ebcc4fe4-34cd-41c6-916d-a77e4eec171d.jpg.296x216.jpg', '顺德绿地公寓.复式两房.实用性高', '顺德绿地中心  | 3室2厅 | 52平米 | 北 | 毛坯', '低楼层(共20层)2017年建塔楼  -  大良东区', '90万', '单价17308元/平米')
('https://image1.ljcdn.com/440600-inspection/97e15731-fbbe-4a71-b66a-d714be87c78e.jpg.296x216.jpg', '顺德雅居乐花园 南向单位', '顺德雅居乐花园  | 3室2厅 | 93平米 | 南 | 其他', '低楼层(共24层)2011年建塔楼  -  大良南区', '168万', '单价18065元/平米')
('https://image1.ljcdn.com/440600-inspection/ce703a4f-34dc-4ddd-aef5-174fe8ccae2f.jpg.296x216.jpg', '嘉信城市花园三期 东南向三房出售', '嘉信城市花园三期  | 3室2厅 | 148.81平米 | 东南 | 毛坯', '低楼层(共16层)2011年建塔楼  -  大良新区', '196万', '单价13172元/平米')
('https://image1.ljcdn.com/440600-inspection/d2d72b45-e2ee-4b38-870e-0580a813736d.jpg.296x216.jpg', '乐从雅居乐花园 3室2厅 140万', '乐从雅居乐花园  | 3室2厅 | 104平米 | 东北 | 其他', '低楼层(共32层)2013年建塔楼  -  乐从', '140万', '单价13462元/平米')
('', '家乐村 交通便利', '家乐村  | 3室2厅 | 106平米 | 东 | 其他', '16层1995年建板塔结合  -  大良西北区', '105万', '单价9906元/平米')
('', '碧桂花城 御景苑 花园小区 三房出售', '碧桂花城御景苑  | 4室2厅 | 137平米 | 南 | 其他', '高楼层(共6层)2001年建板楼  -  陈村', '190万', '单价13869元/平米')
('https://image1.ljcdn.com/440600-inspection/f9e61fe2-1f05-41d4-924c-85302a34798d.jpg.296x216.jpg', '万科金域滨江 3室2厅 210万', '万科金域滨江  | 3室2厅 | 106平米 | 南 | 其他', '47层2017年建塔楼  -  大良新区', '210万', '单价19812元/平米')
('https://image1.ljcdn.com/440600-inspection/6071fadf-590d-4f6f-a71d-ff32c0208060.JPG.296x216.jpg', '嘉信帝苑 毛坯2房2卫出售 居住舒适', '嘉信城市花园帝苑  | 2室2厅 | 101平米 | 北 | 毛坯', '高楼层(共24层)2011年建塔楼  -  大良新区', '145万', '单价14357元/平米')
('https://image1.ljcdn.com/440600-inspection/9eff08ee-921e-4297-bbb8-58ee339ad98f.jpg.296x216.jpg', '威斯广场峰景 2室2厅 103万', '威斯广场峰景  | 2室2厅 | 78.85平米 | 北 | 其他', '高楼层(共22层)2005年建塔楼  -  乐从', '103万', '单价13063元/平米')
('https://image1.ljcdn.com/440600-inspection/3e4418a9-3f12-4665-811b-cede83f5bddd.jpg.296x216.jpg', '金海M-CITY 一房一厅 中高层东南向', '金海MCITY  | 1室1厅 | 59.89平米 | 东南 | 精装', '中楼层(共52层)2015年建塔楼  -  乐从', '130万', '单价21707元/平米')
('https://image1.ljcdn.com/440600-inspection/18acc228-62ec-4e13-9a78-94e7bc826a3d.jpg.296x216.jpg', '依云水岸 舒适四房 南北对流 环境优美', '依云水岸二期  | 4室2厅 | 147.96平米 | 南 | 简装', '中楼层(共32层)2010年建塔楼  -  乐从', '310.8万', '单价21001元/平米')
('https://image1.ljcdn.com/440600-inspection/939f86aa-1f04-4737-b238-46aacd901573.jpg.296x216.jpg', '乐从威斯广场 星际公寓', '威斯广场星际公寓  | 1室1厅 | 56.32平米 | 南 | 其他', '高楼层(共15层)2005年建塔楼  -  乐从', '60万', '单价10654元/平米')
('https://image1.ljcdn.com/440600-inspection/337d02b4-6c8b-4bd6-bc86-2e30ae6a7fde.jpg.296x216.jpg', '威斯广场雍和苑 2室1厅 96万', '威斯广场雍和苑  | 2室1厅 | 87.08平米 | 北 | 其他', '中楼层(共7层)2005年建塔楼  -  乐从', '96万', '单价11025元/平米')
('', '东平 万科水晶城 装修三房 南向一线望江', '万科水晶城  | 3室2厅 | 98平米 | 北 | 精装', '低楼层(共32层)2010年建塔楼  -  陈村', '198万', '单价20205元/平米')
('', '岭岚花园 环境优美', '岭岚花园紫翠轩  | 3室2厅 | 75.9平米 | 西北 | 其他', '高楼层(共7层)2006年建塔楼  -  大良西北区', '125万', '单价16470元/平米')
('https://image1.ljcdn.com/440600-inspection/bfae2b0e-0729-4b12-8da3-4f37047dacf3.jpg.296x216.jpg', '美的御海东郡·东畔岛 3室2厅 141万', '美的御海东郡·东畔岛  | 3室2厅 | 106平米 | 北 | 其他', '高楼层(共32层)2017年建塔楼  -  容桂', '141万', '单价13302元/平米')
('https://image1.ljcdn.com/440600-inspection/f497618e-04e5-4632-a522-05d920e72592.jpg.296x216.jpg', '保利中环广场第五大道户型方正', '保利中环三期第五大道  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共31层)2016年建塔楼  -  大良新区', '210万', '单价20000元/平米')
('https://image1.ljcdn.com/440600-inspection/de8813d0-61b1-40ec-9908-d40ffbe9bdc1.jpg.296x216.jpg', '碧桂花城御景苑 3室2厅 160万', '碧桂花城御景苑  | 3室2厅 | 107平米 | 东南 | 精装', '高楼层(共6层)2001年建板楼  -  陈村', '160万', '单价14954元/平米')
('https://image1.ljcdn.com/440600-inspection/173abd37-0012-49cb-bc0f-db2d090efd0a.jpg.296x216.jpg', '水悦城邦 1室1厅 68万', '水悦城邦  | 1室1厅 | 48.61平米 | 西北 | 其他', '中楼层(共22层)2007年建塔楼  -  大良新区', '68万', '单价13989元/平米')
('https://image1.ljcdn.com/440600-inspection/251a9a01-5a12-44a8-aefd-1dff6ebaa5cd.jpg.296x216.jpg', '家私电器齐全 干净整洁', '凤南花园  | 2室2厅 | 80.5平米 | 东南 | 其他', '高楼层(共7层)2009年建塔楼  -  大良西北区', '120万', '单价14907元/平米')
('https://image1.ljcdn.com/440600-inspection/c728e2a9-ab57-45bd-97a1-db3523be3c81.jpg.296x216.jpg', '乐宜居宏景阁 装修三房', '乐宜居  | 3室2厅 | 101平米 | 东 | 其他', '高楼层(共8层)2010年建板楼  -  乐从', '100万', '单价9901元/平米')
('', '海悦新城 花园小区', '海悦新城  | 3室2厅 | 123平米 | 南 北 | 其他', '高楼层(共20层)2010年建塔楼  -  大良东区', '250万', '单价20326元/平米')
('', '佛奥湾 实用4房带装修', '佛奥湾  | 4室2厅 | 194平米 | 东 | 毛坯', '38层2018年建板塔结合  -  乐从', '291万', '单价15000元/平米')
('https://image1.ljcdn.com/440600-inspection/7b901219-8178-4c8b-ad70-252958730b12.jpg.296x216.jpg', '逸峻闲庭 3室2厅 185万', '逸峻闲庭  | 3室2厅 | 119平米 | 西南 | 其他', '高楼层(共15层)2010年建塔楼  -  大良南区', '185万', '单价15547元/平米')
('https://image1.ljcdn.com/440600-inspection/2dd1c0dc-4811-4f93-9cbc-13384c479c8a.jpg.296x216.jpg', '昌业楼 格局方正', '昌业楼  | 3室2厅 | 88平米 | 南 北 | 其他', '中楼层(共7层)1993年建板楼  -  大良中区', '82万', '单价9319元/平米')
('https://image1.ljcdn.com/440600-inspection/03a828fc-1564-49d6-ba54-17b963e91773.jpg.296x216.jpg', '丽苑人家 3室2厅 88万', '丽苑人家  | 3室2厅 | 72平米 | 南 | 其他', '高楼层(共7层)2000年建板楼  -  大良西北区', '88万', '单价12223元/平米')
('https://image1.ljcdn.com/440600-inspection/709e0e2a-3f44-4d65-874a-505daab55972.jpg.296x216.jpg', '星耀 成熟小区', '星耀101广场  | 2室2厅 | 128平米 | 南 | 毛坯', '中楼层(共21层)2016年建塔楼  -  乐从', '204.8万', '单价16000元/平米')
('https://image1.ljcdn.com/440600-inspection/c631c153-f8be-413e-8569-712e3bf3fd3d.jpg.296x216.jpg', '康格斯花园 小区管理', '康格斯花园红棉苑  | 2室2厅 | 77平米 | 西 | 其他', '低楼层(共18层)2009年建塔楼  -  大良西北区', '119万', '单价15455元/平米')
('https://image1.ljcdn.com/440600-inspection/007d6627-400f-4f99-bd15-651064eeab6c.jpg.296x216.jpg', '保利东湾东滨花园 5房2厅', '保利东湾东滨花园  | 5室2厅 | 353平米 | 南 北 | 其他', '中楼层(共44层)2014年建塔楼  -  乐从', '883万', '单价25015元/平米')
('', '天字街单家 交通方便', '大良北区单家  | 10室2厅 | 296平米 | 南 | 其他', '1层2002年建板塔结合  -  大良中区', '286万', '单价9663元/平米')
('', '钜隆风度广场 带精装 单身公寓出售', '乐从风度广场  | 1室1厅 | 33平米 | 北 | 精装', '中楼层(共25层)2017年建塔楼  -  乐从', '36万', '单价10910元/平米')
('https://image1.ljcdn.com/440600-inspection/29548d84-d9a5-49f1-ab23-29de85a7e700.jpg.296x216.jpg', '信业楼 3室1厅 78万', '信业楼  | 3室1厅 | 73平米 | 东南 | 精装', '中楼层(共7层)2000年建塔楼  -  大良北区', '78万', '单价10685元/平米')
('https://image1.ljcdn.com/440600-inspection/4242178a-85ff-49ca-9e1d-6094d5246ec8.jpg.296x216.jpg', '万科水晶城 三房两厅 好风景', '万科水晶城  | 3室2厅 | 89.81平米 | 东南 | 精装', '中楼层(共31层)2017年建塔楼  -  陈村', '180万', '单价20043元/平米')
('https://image1.ljcdn.com/440600-inspection/422389b5-80e4-406a-8c59-32ae80c84096.jpg.296x216.jpg', '嘉信城市花园三期 3室2厅 252万', '嘉信城市花园三期  | 3室2厅 | 153平米 | 南 | 精装', '中楼层(共24层)2011年建塔楼  -  大良新区', '252万', '单价16471元/平米')
('', '康格斯花园 小区管理', '康格斯花园红棉苑  | 3室2厅 | 88.19平米 | 西北 | 其他', '中楼层(共20层)2009年建塔楼  -  大良西北区', '175万', '单价19844元/平米')
('https://image1.ljcdn.com/440600-inspection/c0f71777-d525-4a49-b90b-cc4196f80c1d.jpg.296x216.jpg', '乐从威斯广场 成熟小区', '威斯广场  | 3室2厅 | 131平米 | 南 | 其他', '高楼层(共26层)2005年建塔楼  -  乐从', '165万', '单价12596元/平米')
('https://image1.ljcdn.com/440600-inspection/32858935-8f72-4937-853f-5c1363c033b6.jpg.296x216.jpg', '依云水岸三期', '依云水岸三期  | 3室2厅 | 93平米 | 南 | 毛坯', '中楼层(共31层)2011年建塔楼  -  乐从', '185万', '单价19893元/平米')
('', '怡翠晋盛 3房户型 带装修 实用户型', '怡翠晋盛花园  | 3室2厅 | 91平米 | 南 | 简装', '高楼层(共37层)2016年建塔楼  -  乐从', '200.2万', '单价22000元/平米')
('', '龙光水悦云天 一线江景房', '龙光水悦云天  | 4室2厅 | 170平米 | 东 西 | 其他', '高楼层(共32层)2010年建塔楼  -  容桂', '310万', '单价18236元/平米')
('https://image1.ljcdn.com/440600-inspection/50129d03-52a1-43f8-8a62-7e0e1f5147dc.jpg.296x216.jpg', '保利东湾 四房两厅', '保利东湾东滨花园  | 3室2厅 | 184.98平米 | 东南 | 毛坯', '高楼层(共30层)2014年建塔楼  -  乐从', '407万', '单价22003元/平米')
('https://image1.ljcdn.com/440600-inspection/d7b2ddad-4ba9-49e0-a68a-f58944f2d7fc.jpg.296x216.jpg', '龙湖春江名城 3室2厅 175万', '龙湖春江名城  | 3室2厅 | 98平米 | 南 | 其他', '39层2017年建塔楼  -  大良新区', '175万', '单价17858元/平米')
('https://image1.ljcdn.com/440600-inspection/adcd232a-8eb1-4361-900f-9123ee6492a4.jpg.296x216.jpg', '佛山新城 距离地铁站400米 望江单位 随时可看房', '保利东湾东瑞广场  | 1室0厅 | 49.2平米 | 东北 | 毛坯', '高楼层(共40层)2018年建塔楼  -  乐从', '64万', '单价13009元/平米')
('https://image1.ljcdn.com/440600-inspection/fdec49f4-d32a-4318-beb0-d68186698198.jpg.296x216.jpg', '金河水岸 毛坯5房 小区完善', '金河水岸  | 5室2厅 | 200平米 | 南 | 其他', '低楼层(共26层)2009年建塔楼  -  乐从', '276万', '单价13800元/平米')
('https://image1.ljcdn.com/440600-inspection/74dec502-a6ca-46bf-937a-8ae52e604097.jpg.296x216.jpg', '新城湾畔  三房两厅', '雅居乐新城湾畔  | 3室2厅 | 135.14平米 | 东南 | 其他', '低楼层(共24层)2015年建塔楼  -  北滘', '290万', '单价21460元/平米')
('', '红棉东路 8室8厅 260万', '红棉东路  | 8室8厅 | 395.4平米 | 北 | 简装', '低楼层(共5层)1998年建板楼  -  乐从', '260万', '单价6576元/平米')
('', '保利中悦花园 四房 视野开阔 采光好', '保利中环广场四期中悦花园  | 4室2厅 | 145平米 | 南 | 毛坯', '高楼层(共31层)塔楼  -  大良新区', '258万', '单价17794元/平米')
('https://image1.ljcdn.com/440600-inspection/88517f0a-7f84-467b-a854-237e8773bae7.jpg.296x216.jpg', '东成大厦 交通便利', '东成大厦  | 3室2厅 | 112平米 | 东南 | 简装', '中楼层(共8层)塔楼  -  大良中区', '88万', '单价7858元/平米')
('https://image1.ljcdn.com/440600-inspection/aa7ec4ff-1202-4566-8599-2f376519062c.jpg.296x216.jpg', '金威名苑 3室2厅 120万', '金威名苑  | 3室2厅 | 93平米 | 东 | 其他', '低楼层(共17层)2011年建塔楼  -  乐从', '120万', '单价12904元/平米')
('https://image1.ljcdn.com/440600-inspection/96017cae-3178-4151-98b1-adb6a9e26138.jpg.296x216.jpg', '保利东湾东瑞广场 1室0厅 67万', '保利东湾东瑞广场  | 1室0厅 | 51.83平米 | 东北 | 毛坯', '高楼层(共40层)2018年建塔楼  -  乐从', '67万', '单价12927元/平米')
('https://image1.ljcdn.com/440600-inspection/5d8e3ca8-b401-4234-b1aa-7ab12ac979cc.jpg.296x216.jpg', '金河水岸 毛坯5房 小区完善', '金河水岸  | 5室2厅 | 200平米 | 南 | 毛坯', '中楼层(共26层)2009年建塔楼  -  乐从', '300万', '单价15000元/平米')
('https://image1.ljcdn.com/440600-inspection/d6e86530-c3d0-4889-bc5a-a589b05c69f4.jpg.296x216.jpg', '星汇华轩 交通便利', '星汇华轩  | 3室2厅 | 96平米 | 西南 | 其他', '中楼层(共17层)2002年建塔楼  -  大良南区', '146万', '单价15209元/平米')
('', '金宇名都 2室2厅 72万', '金宇名都  | 2室2厅 | 58平米 | 北 | 其他', '低楼层(共21层)2009年建塔楼  -  乐从', '72万', '单价12414元/平米')
('', '金海M-CITY 电梯中楼层 采光', '金海MCITY  | 1室1厅 | 43平米 | 西 | 其他', '中楼层(共52层)2015年建塔楼  -  乐从', '85万', '单价19768元/平米')
('https://image1.ljcdn.com/440600-inspection/f28a653c-a8ea-42e7-970c-f231662afd32.jpg.296x216.jpg', '钜隆风度广场 套间出售', '乐从风度广场  | 1室1厅 | 38平米 | 南 | 精装', '高楼层(共25层)2017年建塔楼  -  乐从', '43万', '单价11316元/平米')
('https://image1.ljcdn.com/440600-inspection/6a2ebd22-6de3-4480-8e7c-df8ddb6c7afc.JPG.296x216.jpg', '海悦新城 3室2厅 235万', '海悦新城  | 3室2厅 | 120平米 | 北 | 其他', '低楼层(共17层)2010年建塔楼  -  大良东区', '235万', '单价19584元/平米')
('https://image1.ljcdn.com/440600-inspection/ae92852d-0114-47be-8a3c-548d6a92c26a.jpg.296x216.jpg', '佛山新城 高楼层 无遮挡 望江单位 景观靓', '保利东湾东瑞广场  | 1室0厅 | 54.1平米 | 东北 | 毛坯', '高楼层(共40层)2018年建塔楼  -  乐从', '70万', '单价12940元/平米')
('https://image1.ljcdn.com/440600-inspection/4cc4319a-a588-4e4f-87ac-7fa6608a8349.jpg.296x216.jpg', '美的花湾城 3房2厅2卫 南向', '美的花湾城  | 3室2厅 | 90.3平米 | 东南 | 其他', '低楼层(共33层)2018年建塔楼  -  陈村', '185万', '单价20488元/平米')
