('https://image1.ljcdn.com/shfdfs-image/20170513/541a8d1f-99cd-4d95-844a-58e16d808346.jpg.296x216.jpg', '内环内 05年次新小区 小户型电梯房 房型正气两室两厅', '中兴财富国际公寓  | 2室2厅 | 79.48平米 | 东南 | 精装 | 有电梯', '低楼层(共34层)2005年建板楼  -  不夜城', '548万', '单价68949元/平米')
('https://image1.ljcdn.com/310000-inspection/test-095f9983-a492-41c6-921c-b5284e685bcc.png.296x216.jpg', '和源祥邸珑庭 2室2厅 715万', '和源祥邸珑庭  | 2室2厅 | 91.23平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2011年建板楼  -  大宁', '715万', '单价78374元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170905/71f5488b-0415-49ef-8f29-05deda840b21.jpg.296x216.jpg', '共和新路1280弄 2室1厅 500万', '共和新路1280弄  | 2室1厅 | 72.73平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  大宁', '500万', '单价68748元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc8430743-84e8-4754-a05b-98f1a26ce92e.jpg.296x216.jpg', '业主置换诚意卖  1.3.4上海站  8号线中兴路站', '永兴小马路80号  | 2室1厅 | 66.28平米 | 西北 | 简装 | 有电梯', '高楼层(共20层)1985年建塔楼  -  西藏北路', '410万', '单价61859元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170826/3cd10a90-d0cd-4910-8f11-d0ee35313fc3.jpg.296x216.jpg', '通阁小区朝南温馨小一房，内环低价好房', '通阁小区  | 1室1厅 | 37.55平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  西藏北路', '225万', '单价59921元/平米')
('https://image1.ljcdn.com/310000-inspection/5e64d9ca-0cb2-405e-843e-7929bec94d04.jpg.296x216.jpg', '总价低，四楼，边套，房东诚意出售，价格还可以小刀', '万荣小区  | 2室1厅 | 54.72平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  阳城', '305万', '单价55739元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadaa87ece0-72a5-4d91-a18e-04fef56884ee.jpg.296x216.jpg', '近地铁8号线西藏北路站 房东诚意卖房 有钥匙随时可看', '止园小区  | 1室1厅 | 36.5平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)1988年建板楼  -  西藏北路', '220万', '单价60274元/平米')
('https://image1.ljcdn.com/310000-inspection/f1af2f2b-36dc-4dea-be72-38a3c0169093.JPG.296x216.jpg', '彭新小区 2室1厅 203万', '彭新小区  | 2室1厅 | 44.43平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  彭浦', '203万', '单价45690元/平米')
('https://image1.ljcdn.com/310000-inspection/0657bd90-cdea-4478-95a6-3ef3218338fd.jpg.296x216.jpg', '紫兰苑 标准南北通精装修 厅南北通带大阳台 看房方便', '紫兰苑  | 3室2厅 | 120.84平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2000年建板楼  -  不夜城', '775万', '单价64135元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/8f62aa52-c0ac-4ed5-9715-f81ee0b44b95.png.280x210.jpg', '彭新小区一房一厅，离地铁1号线近，有钥匙，随时可看', '彭新小区  | 1室1厅 | 32.6平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1984年建板楼  -  彭浦', '163万', '单价50000元/平米')
('https://image1.ljcdn.com/310000-inspection/57e7f013-41ff-4cc3-b681-3f250d7fb4fa.JPG.296x216.jpg', '成亿花园 3室2厅 570万', '成亿花园  | 3室2厅 | 100.24平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2003年建板楼  -  永和', '570万', '单价56864元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1c558e35-735f-4171-b4b7-b20ad9b73af2.png.280x210.jpg', '小户型+总价低+户口好迁+房东诚意+售后公房，税费低', '粤秀苑  | 1室1厅 | 41.11平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1996年建板楼  -  大宁', '349万', '单价84895元/平米')
('https://image1.ljcdn.com/310000-inspection/de320342-2359-4a31-957e-fca5fdbee791.jpg.296x216.jpg', '全南户型，厨卫全明，中楼层，正对万科花园，景观优美', '长信公寓  | 2室2厅 | 92.88平米 | 南 | 精装 | 有电梯', '中楼层(共18层)1998年建板楼  -  西藏北路', '638万', '单价68691元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc38bef28-be3a-4193-8259-562ddd989a5f.jpg.296x216.jpg', '朝南一室户，楼层好，采光佳，3.4号东宝兴路站', '宝山路499弄  | 1室1厅 | 35.66平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1977年建板楼  -  西藏北路', '240万', '单价67303元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170602/c62abc79-a9ab-4cc8-a977-ca79b3819395.jpg.296x216.jpg', '保德公寓 1室1厅 280万', '保德公寓  | 1室1厅 | 65.12平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  彭浦', '280万', '单价42998元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170223/9b97baad-0d3f-4d6b-a0fd-9a9f9ee12770.jpg.296x216.jpg', '南北的独缺户型，高楼层，正面小区花园，全明户型', '和源名城  | 1室1厅 | 60.32平米 | 西南 | 精装 | 有电梯', '低楼层(共33层)2011年建塔楼  -  彭浦', '290万', '单价48077元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180108/762c948d-0a2a-4001-ad7e-081cbf996d35.jpg.296x216.jpg', '北市场小区 2室1厅 425万', '北市场小区  | 2室1厅 | 62平米 | 南 北 | 简装', '中楼层(共7层)1986年建板楼  -  西藏北路', '425万', '单价68549元/平米')
('https://image1.ljcdn.com/310000-inspection/c00d9578-e12d-472f-a1e9-3fc627e164f7.JPG.296x216.jpg', '海虹欣苑 2室1厅 310万', '海虹欣苑  | 2室1厅 | 53.3平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  彭浦', '310万', '单价58162元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload64847cc1-42a1-488a-9322-c34ea7fdfc99.jpg.296x216.jpg', '小户型精装修静安区小区环境好楼层好采光好', '共康四村  | 1室1厅 | 37.23平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板楼  -  彭浦', '178万', '单价47811元/平米')
('https://image1.ljcdn.com/310000-inspection/389f3ebb-690b-4bed-a4a9-5137dac61aa8.jpg.296x216.jpg', '幸福第一公寓 2室1厅 428万', '幸福第一公寓  | 2室1厅 | 85.81平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1996年建板楼  -  永和', '428万', '单价49878元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170924/3a54059c-7978-47ff-852b-bc5c5f9b2cea.jpg.296x216.jpg', '三泉公寓低总价两房，二楼装修好，交易成本低。', '三泉公寓  | 2室1厅 | 84.69平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2000年建板楼  -  彭浦', '465万', '单价54907元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f36c765c-510a-4237-a5b4-84525b6232cf.png.296x216.jpg', '绿福公寓 2室2厅 540万', '绿福公寓  | 2室2厅 | 98.36平米 | 暂无数据 | 简装 | 有电梯', '中楼层(共11层)2004年建板楼  -  永和', '540万', '单价54901元/平米')
('https://image1.ljcdn.com/310000-inspection/e091f598-1f52-4274-a9bb-2ee21538e536.jpg.296x216.jpg', '卓悦居全南两房，近地铁，房东诚售！', '卓悦居  | 2室2厅 | 86.47平米 | 南 | 精装 | 有电梯', '低楼层(共37层)2008年建板楼  -  不夜城', '880万', '单价101770元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9ac0b69b-f917-4e9c-8943-f9ac9da1f69a.png.296x216.jpg', '五月花小区在售两室中的一级房，采光充足精装免装修', '五月花都荟豪庭  | 2室2厅 | 90.15平米 | 南 | 精装 | 有电梯', '高楼层(共20层)2011年建板楼  -  不夜城', '811万', '单价89962元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bbdf20dd-7168-4df1-9e92-2cbf1264e467.png.296x216.jpg', '层高3.5米！可做阁楼！楼层好，满五唯一，朝南采光好', '和田小区  | 1室1厅 | 31.55平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1986年建板楼  -  西藏北路', '220万', '单价69731元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151226/9b5233f4-8be8-42c6-be58-43610bf410e2.jpg.296x216.jpg', '单价低4.3万+高层采光无遮挡+厨卫朝北边套户型', '岭南路700弄  | 1室1厅 | 41.54平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  彭浦', '180万', '单价43332元/平米')
('https://image1.ljcdn.com/310000-inspection/3cfde50b-1ef5-4e62-ab65-a654c6f70e13.JPG.296x216.jpg', '彭顺小区 1室1厅 173万', '彭顺小区  | 1室1厅 | 37.48平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  彭浦', '173万', '单价46158元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f6d24e37-87e0-4a1a-8e7e-91333ed3f11a.png.296x216.jpg', '绿洲雅宾利 朝南带飘窗 开发商装修  内环内品质楼盘', '绿洲雅宾利花园(一期)  | 2室2厅 | 108.58平米 | 东 南 北 | 精装 | 有电梯', '低楼层(共32层)2007年建板楼  -  西藏北路', '950万', '单价87494元/平米')
('https://image1.ljcdn.com/310000-inspection/test-15d1539f-d332-46cf-958e-a757e9e6f449.png.296x216.jpg', '精装小两室一厅，电梯房，楼层好', '星城花苑  | 2室1厅 | 57.85平米 | 西南 | 精装 | 有电梯', '中楼层(共13层)1994年建塔楼  -  彭浦', '295万', '单价50994元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3a33159c-68d1-415c-b4a4-a6669d32c12b.jpg.296x216.jpg', '楼层好。户型正气。房东置换，非诚诚意出售', '平型关路235弄  | 1室1厅 | 45.38平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1987年建板楼  -  闸北公园', '265万', '单价58396元/平米')
('https://image1.ljcdn.com/310000-inspection/b917f092-be02-4da1-8824-e376554ae124.jpg.296x216.jpg', '歌林精品大四房+全明户型+南北直通+满五唯一', '歌林春天馨园  | 4室2厅 | 150.69平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2002年建板楼  -  大宁', '1120万', '单价74325元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170901/07709a2c-8930-41d6-b829-61e02c2c5111.jpg.296x216.jpg', '大宁瑞仕精装南北三房  带有40平大花园 产权车位', '大宁瑞仕花园  | 3室2厅 | 123.51平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2013年建板楼  -  大宁', '1180万', '单价95539元/平米')
('', '华侨城苏河湾(商业类) 4房间2卫 1100万', '华侨城苏河湾(商业类)  | 2室2厅 | 151.19平米 | 南 | 其他', '中楼层(共22层)2012年建塔楼  -  西藏北路', '1100万', '单价72757元/平米')
('https://image1.ljcdn.com/310000-inspection/b5775596-08dd-4d7d-902e-10ea7c98d9d1.jpg.296x216.jpg', '中山北路805弄 出门就是1号线 3房格局 边套好户型', '中山北路805弄  | 3室1厅 | 66.5平米 | 南 | 毛坯 | 无电梯', '中楼层(共7层)1986年建板楼  -  大宁', '438万', '单价65865元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5b3a4d6a-148d-44f8-bb8c-085db348dd90.png.296x216.jpg', '新上房满五年唯一，带产权车位，采光好，诚心出售。', '慧芝湖花园  | 2室2厅 | 88.42平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2007年建板楼  -  大宁', '775万', '单价87650元/平米')
('https://image1.ljcdn.com/310000-inspection/2bb7fd84-73ab-439d-b67b-a70fa7c49337.JPG.296x216.jpg', '业主降价，已经看中房子，诚意客户看过来，看中再谈价', '永和三村  | 1室1厅 | 38.92平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  永和', '198万', '单价50874元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171026/ccc67472-d412-437b-b151-0bdf11225d29.jpg.296x216.jpg', '和馨苑 3室2厅 850万', '和馨苑  | 3室2厅 | 144平米 | 南 西 北 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  西藏北路', '850万', '单价59028元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151210/8141338e-06da-47a8-8190-c7a6ff303bcb.jpg.296x216.jpg', '高品质小区，一楼带地下室，地铁一号线，出行方便', '悠和家园  | 4室4厅 | 185.44平米 | 南 | 简装 | 有电梯', '低楼层(共29层)2006年建板楼  -  大宁', '840万', '单价45298元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0176125e-b22f-4feb-b199-cbba2ded246e.jpg.296x216.jpg', '急售+业主新房已定好+精装采光视野都比较好+不要错过', '冠华大楼  | 2室1厅 | 75.39平米 | 东南 | 简装 | 有电梯', '中楼层(共22层)1997年建塔楼  -  大宁', '395万', '单价52395元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5fa7a08b-6940-492d-8cae-65a370b3a805.png.296x216.jpg', '新出正气两房。位置好楼层佳，地段没话讲，近地铁。', '阳城花园  | 2室2厅 | 87.1平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2001年建板楼  -  阳城', '570万', '单价65443元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0932fb4b-24f2-47ae-8f9b-c80c93341651.jpg.296x216.jpg', '高区无遮挡   小区中间  采光视野好', '龙盛佳苑  | 1室1厅 | 46.14平米 | 南 | 毛坯 | 有电梯', '高楼层(共15层)2011年建塔楼  -  阳城', '310万', '单价67187元/平米')
('https://image1.ljcdn.com/310000-inspection/4200dfbc-6e8e-48e2-893c-6f8a72d75bd6.jpg.296x216.jpg', '闸北公园精装一房，房东置换，产权清晰', '柳营路309弄  | 1室1厅 | 42.13平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1989年建板楼  -  闸北公园', '240万', '单价56967元/平米')
('https://image1.ljcdn.com/310000-inspection/test-712e9733-7b7f-438d-baaf-26d4e54964e6.png.296x216.jpg', '汉中路地铁口＋电梯房＋售后公房＋不夜城天然氧吧', '华盛大楼  | 2室1厅 | 57.13平米 | 南 | 简装 | 有电梯', '高楼层(共15层)1977年建板楼  -  不夜城', '380万', '单价66515元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9374a87e-5cc2-4b10-a48b-2ad85deb8054.png.296x216.jpg', '和源馨苑 2室1厅 505万', '和源馨苑  | 2室1厅 | 67.57平米 | 南 | 精装 | 有电梯', '高楼层(共35层)2014年建板楼  -  西藏北路', '505万', '单价74738元/平米')
('https://image1.ljcdn.com/310000-inspection/a16cdcb5-6493-4dcf-9e24-5961dc3b767a.jpg.296x216.jpg', '通源小区 2室1厅 448万', '通源小区  | 2室1厅 | 63.56平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  西藏北路', '448万', '单价70485元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/bb9d5df9-2934-40ee-b38b-fc459c4a5cc9.png.280x210.jpg', '内环双南2房，采光好，户型正气。低总价', '紫祥小区  | 2室0厅 | 46.49平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1981年建板楼  -  不夜城', '305万', '单价65606元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7e4c5679-e943-4d0e-8796-ca2c28777e20.png.296x216.jpg', '诚意出售，看房随时，产权清晰，无抵押', '永灵小区  | 1室1厅 | 73.45平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  阳城', '459万', '单价62492元/平米')
('https://image1.ljcdn.com/310000-inspection/73793773-6eee-43b2-86df-998f757d8019.jpg.296x216.jpg', '急卖！地段好，住宅产权，大复式，视野好，紧靠大悦城', '七浦公寓  | 4室3厅 | 206.04平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2000年建塔楼  -  西藏北路', '1200万', '单价58242元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170928/f5f4581e-55f5-4f4c-9426-b791eaac25c9.jpg.296x216.jpg', '五房两厅三卫复式+南北通透采光好+诚意出售随时看', '歌林春天馨园  | 5室2厅 | 182.09平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2003年建板楼  -  大宁', '1250万', '单价68648元/平米')
('https://image1.ljcdn.com/310000-inspection/test-9f940c42-d5e1-44a6-a920-5fee8112d21d.png.296x216.jpg', '宁和小区 2室1厅 488万', '宁和小区  | 2室1厅 | 56.24平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1991年建板楼  -  大宁', '488万', '单价86771元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadd936c5e8-9de6-4b10-bb11-97374ec996d1.jpg.296x216.jpg', '户型佳 09年小区 卓悦居 中高区东南三房', '卓悦居  | 3室2厅 | 125.06平米 | 东南 | 精装 | 有电梯', '高楼层(共37层)2009年建板楼  -  不夜城', '1200万', '单价95954元/平米')
('https://image1.ljcdn.com/310000-inspection/70dc04f6-67ce-4344-91b5-4fde1f75ab66.JPG.296x216.jpg', '电梯房彩光好，环境很优雅，幽静，绿化也不错！', '星纪花苑  | 2室1厅 | 77平米 | 东南 | 精装 | 有电梯', '低楼层(共15层)1996年建塔楼  -  彭浦', '386万', '单价50130元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151015/4a8fbff6-1dd2-4122-931b-e95ad3e8fdbe.jpg.296x216.jpg', '诚意出售、满五唯一、自住看房提前联系我', '阳城花园  | 5室3厅 | 206.68平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2001年建板楼  -  阳城', '1400万', '单价67738元/平米')
('https://image1.ljcdn.com/310000-inspection/9090a765-1481-47d0-a060-fccc5b49de2e.JPG.296x216.jpg', '闸北场中公寓 1室1厅 215万', '闸北场中公寓  | 1室1厅 | 43.71平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  永和', '215万', '单价49188元/平米')
('https://image1.ljcdn.com/310000-inspection/1e11fecf-9ffb-4e85-b6a0-cbf8d62050f0.jpg.296x216.jpg', '三宝花苑 2室2厅 600万', '三宝花苑  | 2室2厅 | 97.77平米 | 南 | 其他 | 有电梯', '低楼层(共22层)1997年建板楼  -  西藏北路', '600万', '单价61369元/平米')
('https://image1.ljcdn.com/310000-inspection/test-721ce087-992c-42cd-adca-27a16eec9ecc.png.296x216.jpg', '延长中路451弄 2室1厅 385万', '延长中路451弄  | 2室1厅 | 50.59平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1987年建板楼  -  大宁', '385万', '单价76102元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c500e467-95e1-483c-9857-37c92e39c255.png.296x216.jpg', '柳营路1025弄+售后公房+南北通风+超大客厅+税费各付', '柳营路1025弄  | 2室1厅 | 55.28平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1988年建板楼  -  大宁', '330万', '单价59697元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ffc59c74-5a8b-47ae-97ed-2084a491b409.png.296x216.jpg', '中海万锦城(一期) 2室2厅 800万', '中海万锦城(一期)  | 2室2厅 | 88.3平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2010年建板楼  -  不夜城', '800万', '单价90601元/平米')
('https://image1.ljcdn.com/310000-inspection/4f7bc7d6-95c1-45b1-aa21-97f32e5e267c.jpg.296x216.jpg', '静安区一号线彭浦新村一室一厅全明户型诚意出售', '康平小区  | 1室1厅 | 44.4平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1987年建板楼  -  彭浦', '225万', '单价50676元/平米')
('https://image1.ljcdn.com/310000-inspection/test-1ad98184-672f-4063-887e-869481c7e9d9.png.296x216.jpg', '全南两房，满五年，看房方便，精装修，税费低。', '慧芝湖花园  | 2室2厅 | 88.22平米 | 南 | 精装 | 有电梯', '低楼层(共28层)2007年建板楼  -  大宁', '770万', '单价87282元/平米')
