('https://image1.ljcdn.com/330100-inspection/353626ee-aedd-4977-88f2-6d8fa77aa0e3.jpg.296x216.jpg', '都市枫林经典三房，房东诚心卖，看房方便', '通和都市枫林  | 3室2厅 | 106.82平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '352.6万', '单价33004元/平米')
('https://image1.ljcdn.com/330100-inspection/2581ec89-d856-48a6-9ef5-03fc454ce736.jpg.296x216.jpg', '朝晖四区，刚需好房子，精装修运河景观，采光一级棒。', '朝晖四区  | 2室2厅 | 65.01平米 | 东 西 | 精装 | 无电梯', '高楼层(共7层)1989年建板楼  -  朝晖', '245万', '单价37687元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload6e77af8a-491d-45d6-992e-a0c5718aa726.jpg.296x216.jpg', '艮园小区 二房朝南 户型方正 南北通透', '艮园社区  | 3室1厅 | 70.77平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  建国北路', '300万', '单价42391元/平米')
('https://image1.ljcdn.com/330100-inspection/52983eae-0e05-4283-98e2-6b6795f1765c.JPG.296x216.jpg', '水岸雅苑 精装修 小三房  全明户型 南北通', '水岸雅苑  | 3室2厅 | 89.08平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  三里亭', '385万', '单价43220元/平米')
('https://image1.ljcdn.com/330100-inspection/cc1457f7-3227-42fa-9e97-0547b9dc54bf.jpg.296x216.jpg', '助圣庙前地铁口  全明边套   婚房装修   采光好', '助圣庙前35号  | 2室1厅 | 50.88平米 | 南 西 北 | 精装 | 无电梯', '中楼层(共5层)1990年建板楼  -  丝绸城', '239万', '单价46974元/平米')
('https://image1.ljcdn.com/330100-inspection/db190863-9f8c-4317-b183-30428a471f13.jpg.296x216.jpg', '朝晖七区居家好房 双卧朝南 采光无遮挡', '朝晖七区  | 2室2厅 | 56.76平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  朝晖', '260万', '单价45807元/平米')
('https://image1.ljcdn.com/330100-inspection/2e00a711-f2b6-4f86-83ba-d303d7a7bf45.jpg.296x216.jpg', '通和都市枫林 3室1厅 400万', '通和都市枫林  | 3室1厅 | 109.85平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  石桥', '400万', '单价36414元/平米')
('https://image1.ljcdn.com/330100-inspection/ce8c1bfc-c6b7-46c3-9e52-daf5514fb821.jpg.296x216.jpg', '朝晖单价只要3.8万不到，南北通透，低总价，低单价', '朝晖九区  | 2室1厅 | 59.09平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  朝晖', '213万', '单价36047元/平米')
('https://image1.ljcdn.com/330100-inspection/c617d915-6fb9-4a41-8bcf-abe0b8143bc6.jpg.296x216.jpg', '体育场路小区 中间楼层 南北两房东边套 近地铁2号线', '体育场路2-70号  | 2室1厅 | 46.45平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1990年建板楼  -  建国北路', '208万', '单价44780元/平米')
('https://image1.ljcdn.com/330100-inspection/185bd986-d95a-442e-abde-284a5cdd5b93.jpg.296x216.jpg', '水印康庭房子装修清爽 配套成熟绿化好', '水印康庭  | 2室2厅 | 88.34平米 | 南 北 | 简装 | 有电梯', '高楼层(共12层)2006年建板楼  -  三塘', '430万', '单价48676元/平米')
('https://image1.ljcdn.com/330100-inspection/test-87a6ee4e-8ee3-4081-8b36-76c6484096b1.png.296x216.jpg', '泰地精装单身公寓，保养良好，拎包入住！', '泰地北上新城  | 1室0厅 | 33平米 | 北 | 精装 | 有电梯', '高楼层(共13层)2013年建板楼  -  石桥', '70万', '单价21213元/平米')
('https://image1.ljcdn.com/330100-inspection/026a2850-edd2-4e7d-a53d-7ec5295bac76.jpg.296x216.jpg', '总价低 电梯房  房龄新  近地铁 近西湖 长寿桥', '三华园  | 1室1厅 | 35.65平米 | 东 | 精装 | 有电梯', '高楼层(共23层)1998年建板楼  -  天水', '190万', '单价53296元/平米')
('https://image1.ljcdn.com/330100-inspection/457896e6-22d3-4926-9a19-decdb69d5af7.jpg.296x216.jpg', '精装修硬装，楼层好。厨卫都扩大，楼上面积53.7方！', '朝晖二区  | 2室0厅 | 48.62平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1985年建板楼  -  朝晖', '205万', '单价42164元/平米')
('https://image1.ljcdn.com/330100-inspection/e69758ed-a239-452e-8df1-8afcab484b09.jpg.296x216.jpg', '自住精装修小两房，用心的装修，品牌家具电器全送', '漾河人家  | 2室1厅 | 61.77平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  三塘', '210万', '单价33998元/平米')
('https://image1.ljcdn.com/330100-inspection/cce7cafd-0201-49c4-be1e-7d7767d54140.jpg.296x216.jpg', '新天地精装loft公寓 通燃气 民用水电 带阳台 诚心出售', '杭州新天地  | 2室1厅 | 50.39平米 | 东南 | 精装', '低楼层(共11层)2015年建板塔结合  -  三塘', '195万', '单价38699元/平米')
('https://image1.ljcdn.com/330100-inspection/ceacd0ac-a1a3-4246-a3b4-63287d5f7f79.jpg.296x216.jpg', '艮园小区 地铁口 精装修 全明格局', '艮园社区  | 3室1厅 | 73.77平米 | 西南 北 | 精装 | 无电梯', '高楼层(共7层)1992年建板楼  -  建国北路', '350万', '单价47445元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c1871af0-c48d-42d3-a833-4b2a59d3d148.png.296x216.jpg', '武林广场一号线旁 武林银泰商圈 大面积两房', '胭脂新村  | 2室1厅 | 84.61平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  天水', '400万', '单价47276元/平米')
('https://image1.ljcdn.com/330100-inspection/7ff5cfd4-237f-4df8-bc7e-ecde5bba4a47.jpg.296x216.jpg', '流水苑，房东自住精装修，中间楼层', '流水苑  | 2室1厅 | 55.78平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1999年建板楼  -  流水苑', '270万', '单价48405元/平米')
('https://image1.ljcdn.com/330100-inspection/02165c2c-b0dd-4146-93a4-9b5337f280b6.jpg.296x216.jpg', '都市枫林经典精装修三房，房东诚心卖', '通和都市枫林  | 3室1厅 | 109.48平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  石桥', '370万', '单价33797元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload4cba67a7-2693-4580-8aaf-602ce80f4e61.jpg.296x216.jpg', '自住精装，98房龄，地铁口，领包入住', '新华坊社区  | 4室2厅 | 128.13平米 | 南 | 精装 | 无电梯', '中楼层(共8层)1998年建板楼  -  丝绸城', '598万', '单价46672元/平米')
('https://image1.ljcdn.com/330100-inspection/test-9493d375-231a-47ff-8e8c-f2df81dca7a3.png.296x216.jpg', '现代雅苑 人车分离 三开间朝南', '现代雅苑  | 2室1厅 | 90.54平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2003年建塔楼  -  和平', '440万', '单价48598元/平米')
('https://image1.ljcdn.com/330100-inspection/a5eb4211-f14c-472c-aa99-e9d696ec0dc4.jpg.296x216.jpg', '朝晖八区 小两房带院子 采光不受影响', '朝晖八区  | 2室2厅 | 53.51平米 | 南 北 | 简装 | 无电梯', '低楼层(共5层)1986年建板楼  -  朝晖', '238万', '单价44478元/平米')
('https://image1.ljcdn.com/330100-inspection/7274f0c2-960f-4b51-a8db-fefb1f14cb2a.jpg.296x216.jpg', '业主急售  市区少有的实惠电梯房', '云龙公寓  | 4室2厅 | 140.17平米 | 南 北 | 精装 | 有电梯', '中楼层(共28层)2002年建板楼  -  潮鸣', '650万', '单价46373元/平米')
('https://image1.ljcdn.com/330100-inspection/e58670ad-09a6-418e-b28e-bdfc72f4aac5.jpg.296x216.jpg', '精装跃层   设计新颖实用 ，采光充足', '润和亿城嘉园  | 5室2厅 | 166.31平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  石桥', '470万', '单价28261元/平米')
('https://image1.ljcdn.com/330100-inspection/5da20449-21f8-4f86-8993-79b6d758828b.jpg.296x216.jpg', '阳光银泰城精装LOFT，可办公或自主，楼下就是银泰城', '阳光银泰城  | 2室1厅 | 62.13平米 | 东 | 精装 | 有电梯', '高楼层(共16层)2014年建板楼  -  三塘', '180万', '单价28972元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadf2daf7b8-8e4d-44c9-8482-b49624b1c5ae.jpg.296x216.jpg', '嘉汇大厦，精装修，拎包入住 户型正气', '嘉汇大厦  | 3室1厅 | 118.7平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2002年建塔楼  -  流水苑', '535万', '单价45072元/平米')
('https://image1.ljcdn.com/330100-inspection/7af20f3d-6d0a-4f2c-97c8-33ccdd56b3b0.jpg.296x216.jpg', '德胜东村 2室1厅 183万', '德胜东村  | 2室1厅 | 48.93平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1994年建板楼  -  德胜东', '183万', '单价37401元/平米')
('https://image1.ljcdn.com/330100-inspection/c552af30-8deb-4d29-b381-c798cbc60144.png.296x216.jpg', 'LOFT公寓，适合小年轻，拎包入住', '阳光银泰城  | 2室2厅 | 54.81平米 | 南 北 | 精装 | 有电梯', '高楼层(共16层)2014年建板楼  -  三塘', '156万', '单价28462元/平米')
('https://image1.ljcdn.com/330100-inspection/96cfa030-6a63-47ad-8e61-1af6c798f724.jpg.296x216.jpg', '观巷  大两房 精装修  适宜居住 户型正气', '观巷  | 2室1厅 | 58.99平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  众安桥', '345万', '单价58485元/平米')
('https://image1.ljcdn.com/330100-inspection/235f8ebc-0050-45e8-bd56-22189fc3dd89.JPG.296x216.jpg', '满五年 南北通 业主诚心卖，带10几方露台 自住装修', '三里家园一区  | 4室2厅 | 112平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  三里亭', '410万', '单价36608元/平米')
('https://image1.ljcdn.com/330100-inspection/c1d0d686-4246-4166-a217-90cee37959d6.jpg.296x216.jpg', '电信巷  经典俩房  全明户型 出行便利 生活配套齐全', '电信巷  | 2室2厅 | 70.43平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1996年建板楼  -  三塘', '290万', '单价41176元/平米')
('https://image1.ljcdn.com/330100-inspection/84e25e91-ff1b-4c71-ad48-c49a0729500a.jpg.296x216.jpg', '青蓝 优质两房 全明户型精装修', '水陆寺巷  | 2室2厅 | 83.01平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1994年建板楼  -  长庆', '430万', '单价51801元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1f1177e8-e4c4-4c95-9644-533522f51934.jpg.296x216.jpg', '1996年房龄 钻石4楼 采光充足大三房  单价低于市场价', '环城东路298-311号  | 3室2厅 | 96平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  建国北路', '380万', '单价39584元/平米')
('https://image1.ljcdn.com/330100-inspection/069a1c21-755e-4f88-8ac4-d6fbf2ed0df7.jpg.296x216.jpg', '世嘉新座 四房 适合置换 民用水电通燃气 通透性好', '新天地世嘉新座  | 4室2厅 | 97.22平米 | 南 | 精装 | 有电梯', '高楼层(共8层)2015年建板楼  -  三塘', '425万', '单价43716元/平米')
('https://image1.ljcdn.com/330100-inspection/05e557ef-cc7e-4635-9756-a161a2c80747.jpg.296x216.jpg', '东新园雪峰苑东边套，上部楼层，诚心出售', '东新园雪峰苑  | 3室2厅 | 135.73平米 | 南 北 | 简装 | 有电梯', '高楼层(共16层)2004年建板塔结合  -  三塘', '470万', '单价34628元/平米')
('https://image1.ljcdn.com/330100-inspection/e9f087c4-d711-4fd6-81df-84f698a9b3f1.jpg.296x216.jpg', '柳营花园东区 三房朝南 一梯两户 全明户型 一楼有架空', '柳营花园东区  | 3室2厅 | 118.03平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  长庆', '618万', '单价52360元/平米')
('https://image1.ljcdn.com/330100-inspection/test-0144cb84-4a08-4238-be56-4f89f67d89db.png.296x216.jpg', '孝丰路，精装修，小两房，总价低，近西湖，随时看房', '孝丰路小区  | 2室1厅 | 43.77平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板楼  -  武林', '270万', '单价61687元/平米')
('https://image1.ljcdn.com/330100-inspection/d78caf2f-949a-4687-b56e-1a0875a8f547.jpg.296x216.jpg', '西湖边三房，电梯房跃层，带车位', '西湖花苑  | 2室1厅 | 123.44平米 | 西 | 精装 | 有电梯', '低楼层(共9层)2000年建塔楼  -  武林', '1500万', '单价121517元/平米')
('https://image1.ljcdn.com/330100-inspection/4e5c93fd-11e8-45d3-bf96-be2caaf06a6e.jpg.296x216.jpg', '西湖边 十五家园 精装两房 中河地铁口 采光佳 浙一近', '十五家园  | 2室1厅 | 57.51平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1991年建板楼  -  丝绸城', '280万', '单价48688元/平米')
('https://image1.ljcdn.com/330100-inspection/9b70db69-193d-4044-9798-76441ed37e56.jpg.296x216.jpg', '流水苑  中间楼层采光好   跃层西边套   随时看房', '流水苑  | 3室1厅 | 94.07平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  流水苑', '330万', '单价35081元/平米')
('https://image1.ljcdn.com/330100-inspection/test-390032e6-d60f-427f-a8cd-9fc87bc47eba.png.296x216.jpg', '万家星城改三房户型，楼层高，视野开阔，房东诚售', '万家星城  | 3室2厅 | 89.63平米 | 南 | 简装 | 有电梯', '高楼层(共22层)2009年建塔楼  -  三塘', '385万', '单价42955元/平米')
('https://image1.ljcdn.com/330100-inspection/1d48674a-82c8-498a-a612-270dc7898045.jpg.296x216.jpg', '另花30万精装修，地铁口，出门就是银泰', '阳光银泰城  | 5室1厅 | 91平米 | 西 | 精装 | 有电梯', '16层2014年建板楼  -  三塘', '270万', '单价29671元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload11682bc1-30df-4ee4-af03-dc7dadb51b39.jpg.296x216.jpg', '望景苑中间套经典跃层，有南北双露台', '东新园望景苑  | 4室2厅 | 161.61平米 | 南 北 | 精装 | 有电梯', '高楼层(共11层)2004年建板楼  -  三塘', '650万', '单价40221元/平米')
('https://image1.ljcdn.com/330100-inspection/adda8a6f-b389-432a-99ce-d1c4f0f72019.JPG.296x216.jpg', '石桥设计二院 3室1厅 218万', '石桥设计二院  | 3室1厅 | 55.29平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1995年建板塔结合  -  石桥', '218万', '单价39429元/平米')
('https://image1.ljcdn.com/330100-inspection/9e6442a3-9457-49f5-a436-f9e0b61676e2.jpg.296x216.jpg', '中间楼层，两房朝南，户型正气，适合一家人居住', '三塘桂园  | 2室2厅 | 68.98平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  三塘', '310万', '单价44941元/平米')
('https://image1.ljcdn.com/330100-inspection/8e8c972e-60bc-48e7-a6d4-fb635865ab03.jpg.296x216.jpg', '总价低两居室，两房朝南带阳台，可拎包入住', '流水苑  | 2室1厅 | 52.04平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  流水苑', '198万', '单价38048元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadd9a5f086-2a5e-4ce4-b06f-9286574febc6.jpg.296x216.jpg', '朝晖七区 少有的大户型 房龄新 南北通透 近地铁', '朝晖七区  | 3室2厅 | 115.19平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  朝晖', '465万', '单价40369元/平米')
('https://image1.ljcdn.com/330100-inspection/95bdf360-a01c-49b6-b97f-d6a14fdd56d3.jpg.296x216.jpg', '君座loft格局，给你想象不到的划算，拎包可住', '杭州新天地  | 2室1厅 | 49.3平米 | 北 | 精装', '高楼层(共11层)2015年建塔楼  -  三塘', '195万', '单价39554元/平米')
('https://image1.ljcdn.com/330100-inspection/0207a376-8277-4bf6-9c91-a6e2cbc3db7b.jpg.296x216.jpg', '环城东路298-311号 2室2厅 230万', '环城东路298-311号  | 2室2厅 | 58.54平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)1996年建板楼  -  建国北路', '230万', '单价39290元/平米')
('https://image1.ljcdn.com/330100-inspection/045a6016-3422-4a40-bce2-59d3b672db9e.jpg.296x216.jpg', '杭州市区，位置优越，交通便利，繁华商圈，长寿桥', '平安居  | 3室2厅 | 143.84平米 | 南 | 简装 | 有电梯', '低楼层(共18层)2005年建板楼  -  天水', '720万', '单价50056元/平米')
('https://image1.ljcdn.com/330100-inspection/test-87ee337a-666a-4fc6-b5ac-b258326c9aa4.png.296x216.jpg', '全明西边套，30万精装修拎包入住，有钥匙随时看房', '西文北苑  | 3室2厅 | 89.75平米 | 南 北 | 精装 | 有电梯', '中楼层(共18层)2013年建塔楼  -  三塘', '380万', '单价42340元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1171187c-7e1f-40aa-871a-3a4bb947b8ff.jpg.296x216.jpg', '德胜东村，房东诚心出售，采光好，户型好', '德胜东村  | 3室1厅 | 86.41平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板塔结合  -  德胜东', '338万', '单价39116元/平米')
('https://image1.ljcdn.com/330100-inspection/ec043f14-c1b9-4317-acbf-4711754a91fa.jpg.296x216.jpg', '朝晖七区 2室1厅 238万', '朝晖七区  | 2室1厅 | 56.8平米 | 东 | 简装 | 无电梯', '中楼层(共7层)1986年建板楼  -  朝晖', '238万', '单价41902元/平米')
('https://image1.ljcdn.com/330100-inspection/test-935e3221-4355-42cc-8c2d-6f558585c35b.png.296x216.jpg', '华丰大三房，双阳台东边套，另有车位', '元都新景公寓  | 3室2厅 | 134.56平米 | 南 | 毛坯 | 有电梯', '中楼层(共11层)2009年建塔楼  -  石桥', '400万', '单价29727元/平米')
('https://image1.ljcdn.com/330100-inspection/10b31fae-1cc5-4216-b09d-0192c6681c87.png.296x216.jpg', '户型正气，采光优质，视野开阔。电梯房优质楼层。', '凤起苑  | 3室2厅 | 154.82平米 | 南 北 | 简装 | 有电梯', '中楼层(共26层)1999年建板楼  -  潮鸣', '680万', '单价43922元/平米')
('https://image1.ljcdn.com/330100-inspection/36c5666a-bead-454d-a296-19c30bf3e432.jpg.296x216.jpg', '精装小公寓，随时可看，配套齐全，楼下即商场', '新天地中心  | 2室2厅 | 61.41平米 | 东北 | 精装', '高楼层(共16层)2017年建暂无数据  -  三塘', '185万', '单价30126元/平米')
('https://image1.ljcdn.com/330100-inspection/cd82925f-4d41-4fd3-a3cc-c802a2d9cdde.jpg.296x216.jpg', '阳光银泰城  少有户型 随时看房 诚心出售', '阳光银泰城  | 2室2厅 | 72.5平米 | 西 | 精装 | 有电梯', '中楼层(共16层)2014年建板楼  -  三塘', '210万', '单价28966元/平米')
('https://image1.ljcdn.com/330100-inspection/dddbe545-1854-4af7-9a19-387e2d7a3b8c.jpg.296x216.jpg', '北景园紫荆苑 3室1厅 310万', '北景园紫荆苑  | 3室1厅 | 102平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2006年建塔楼  -  石桥', '310万', '单价30393元/平米')
('https://image1.ljcdn.com/330100-inspection/079befca-aa7d-42dc-9335-7da80e6cc6f2.jpg.296x216.jpg', '仙林苑带阁楼有天窗   自住装修 价格可谈', '仙林苑  | 1室1厅 | 38.57平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2002年建板楼  -  众安桥', '265万', '单价68707元/平米')
