('https://image1.ljcdn.com/441900-inspection/cce0e410-e1f2-4403-89f6-67b45e10ba7a.jpg.296x216.jpg', '景湖春天大三房放售 带两个阳台 花园中间位置 很安静', '光大景湖春天  | 3室2厅 | 107平米 | 西北 | 其他', '低楼层(共10层)塔楼  -  火炼树', '220万', '单价20561元/平米')
('https://image1.ljcdn.com/441900-inspection/159d39d2-d465-4b06-b304-c297d003eb97.jpg.296x216.jpg', '户型方正3房 90平方户外花园', '花街18百合苑  | 3室2厅 | 132平米 | 南 北 | 其他', '中楼层(共7层)塔楼  -  花园新村', '300万', '单价22728元/平米')
('https://image1.ljcdn.com/441900-inspection/f7538888-2ed4-48a2-96cc-62d7d24038f8.jpg.296x216.jpg', '二期花园正中间 看喷泉景观 南北通透 视野无遮挡', '中信凯旋城  | 3室2厅 | 137平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '365万', '单价26643元/平米')
('https://image1.ljcdn.com/441900-inspection/4a815f5c-a5a6-4105-9b49-c97e3136cdba.jpg.296x216.jpg', '嘉华苑满五唯一 居家两房 中楼层采光大阳台  视野开阔', '东泰花园嘉华苑  | 2室2厅 | 76.61平米 | 东南 | 其他', '高楼层(共7层)塔楼  -  东泰', '120万', '单价15664元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload8e8f47c6-c8df-4c2e-bc7b-c5008bbafcc3.jpg.296x216.jpg', '顶楼复式 带天台花园 花园一百万重金打造  仅有一家', '雍华庭  | 5室2厅 | 343.68平米 | 南 | 其他', '高楼层(共18层)2006年建塔楼  -  东平街', '700万', '单价20368元/平米')
('https://image1.ljcdn.com/441900-inspection/5d062fcc-5693-4f7e-be08-a5aff7b8a778.jpg.296x216.jpg', '地铁口两房，保养好，诚心出售。', '芳桂园  | 2室2厅 | 80平米 | 北 | 其他', '中楼层(共11层)1998年建塔楼  -  主山', '135万', '单价16875元/平米')
('https://image1.ljcdn.com/441900-inspection/f668f997-d720-4e64-a1a1-1011d64003c0.jpg.296x216.jpg', '天骄御峰双拼别墅毛坯：4房2厅', '天骄御峰   | 联排别墅 | 4室2厅 | 273平米 | 南 | 毛坯', '3层暂无数据  -  火炼树', '1350万', '单价49451元/平米')
('https://image1.ljcdn.com/441900-inspection/c3eff343-6827-4092-984e-655d47048bab.jpg.296x216.jpg', '盈彩美地，顶楼复式，满五唯一，拎包入住。', '盈彩美地  | 5室2厅 | 189.02平米 | 南 | 其他', '高楼层(共11层)塔楼  -  上下桥', '430万', '单价22749元/平米')
('https://image1.ljcdn.com/441900-inspection/48fc1631-5a8b-4b73-954f-6a17e267f2c4.jpg.296x216.jpg', '新世纪河畔广场 电梯 精装一房一厅 家私电器全送', '新世纪河畔广场  | 1室1厅 | 56平米 | 西北 | 其他', '低楼层(共17层)塔楼  -  花园新村', '56万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/ad2d5968-1e41-402a-8ef2-b9b03aef252d.jpg.296x216.jpg', '东城 中 心  80平 2房改3房', '东城中心  | 3室1厅 | 80平米 | 南 | 其他', '中楼层(共4层)塔楼  -  黄旗山', '105万', '单价13125元/平米')
('https://image1.ljcdn.com/441900-inspection/4d90916e-2832-4975-9fc2-5308af284d94.jpg.296x216.jpg', '装修保养很好，业主对房子很爱护的', '中信阳光澳园  | 3室2厅 | 110.34平米 | 南 | 其他', '中楼层(共15层)2004年建塔楼  -  东泰', '230万', '单价20845元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload0722c587-133c-48ff-ad5d-a1e47754371a.jpg.296x216.jpg', '精美四房 配套齐全 业主诚意出售', '金泽花园  | 4室2厅 | 175平米 | 北 | 其他', '中楼层(共19层)2006年建塔楼  -  东平街', '265万', '单价15143元/平米')
('https://image1.ljcdn.com/441900-inspection/e2bec47d-01e2-43d7-a7a5-c7feca0241bd.jpg.296x216.jpg', '东泰花园 新一期 两层半复试 带车位 诚心出售', '东泰花园康怡居  | 4室2厅 | 177.56平米 | 南 | 简装', '高楼层(共6层)暂无数据  -  东泰', '300万', '单价16896元/平米')
('https://image1.ljcdn.com/441900-inspection/0363a18b-f227-4a6b-90c0-8f6d4da3c5c3.jpg.296x216.jpg', '景湖春天4房，南北通透，小区中间位安静舒适。', '光大景湖春天  | 4室3厅 | 246平米 | 南 | 精装', '高楼层(共10层)塔楼  -  火炼树', '450万', '单价18293元/平米')
('https://image1.ljcdn.com/441900-inspection/444b5fe1-2fbd-4036-b482-6027f781669a.jpg.296x216.jpg', '新世纪豪园 碧水蓝天 三房两厅 中间位置 安静舒适', '新世纪豪园碧水蓝天  | 3室2厅 | 130.05平米 | 西 | 简装', '低楼层(共17层)塔楼  -  火炼树', '268万', '单价20608元/平米')
('https://image1.ljcdn.com/441900-inspection/ad04dffc-85a7-4970-ab2c-83e895f1a144.jpg.296x216.jpg', '配 合满五唯一，御庭山三房诚意出售', '宏远御庭山  | 3室2厅 | 97.45平米 | 东南 | 其他', '中楼层(共10层)塔楼  -  黄旗山', '200万', '单价20524元/平米')
('https://image1.ljcdn.com/441900-inspection/1ad72f81-f884-4674-a444-acf462c84b8c.jpg.296x216.jpg', '东城中心 3室2厅 260万', '东城中心  | 3室2厅 | 141.34平米 | 西南 | 其他', '中楼层(共12层)塔楼  -  黄旗山', '260万', '单价18396元/平米')
('https://image1.ljcdn.com/441900-inspection/85f83770-a65a-4676-b105-39681146d4b5.jpg.296x216.jpg', '宏远御庭山电梯洋墅  地处东城东 生态环境优越', '宏远御庭山  | 4室1厅 | 207平米 | 南 北 | 其他', '中楼层(共8层)塔楼  -  黄旗山', '480万', '单价23189元/平米')
('https://image1.ljcdn.com/441900-inspection/f8c0ef36-8a9a-4ccb-90e8-dc7521f50584.jpg.296x216.jpg', '凯旋城二期 高层景观 视野开阔 位置安静', '中信凯旋城  | 3室2厅 | 160.08平米 | 南 | 精装', '高楼层(共11层)塔楼  -  东泰', '480万', '单价29986元/平米')
('https://image1.ljcdn.com/441900-inspection/23c4b47d-66ab-420a-9232-4ee00d273969.jpg.296x216.jpg', '新世纪河畔广场 1室1厅 31万', '新世纪河畔广场  | 1室1厅 | 34平米 | 东南 | 其他', '中楼层(共17层)塔楼  -  花园新村', '31万', '单价9118元/平米')
('https://image1.ljcdn.com/441900-inspection/6afb75d4-4bbc-4e76-9491-9677c77213d8.jpg.296x216.jpg', '东泰花园嘉华苑两房出售 中高楼层采光好', '东泰花园嘉华苑  | 2室2厅 | 80平米 | 北 | 其他', '中楼层(共8层)塔楼  -  东泰', '100万', '单价12500元/平米')
('https://image1.ljcdn.com/441900-inspection/9a0fbe08-26de-44bc-94f4-47a26341742d.jpg.296x216.jpg', '舒适大三房 装修保养好 温馨舒服', '中信凯旋城  | 3室2厅 | 138平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '380万', '单价27537元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload4fe4d485-edbc-4677-8a32-ac41b27d9938.jpg.296x216.jpg', '中信凯旋城中间位置，环境舒适安静，户型方正', '中信凯旋城  | 4室2厅 | 192.16平米 | 南 | 其他', '低楼层(共11层)塔楼  -  东泰', '568万', '单价29559元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload77397ee5-55c2-485b-97c5-8de4b944bcd9.jpg.296x216.jpg', '天骄御峰南向四房安静光线好适合自住', '天骄御峰  | 4室2厅 | 144.33平米 | 南 | 其他', '低楼层(共17层)塔楼  -  火炼树', '461万', '单价31941元/平米')
('https://image1.ljcdn.com/441900-inspection/1032dd77-152b-4799-8131-83b21b373ff1.jpg.296x216.jpg', '天骄御峰231平自住四房诚意出售 楼层好 户型方正', '天骄御峰  | 4室2厅 | 231.35平米 | 南 | 精装', '高楼层(共18层)塔楼  -  火炼树', '1000万', '单价43225元/平米')
('https://image1.ljcdn.com/441900-inspection/e9be2810-0605-48c4-ac37-92602d7e5e5c.jpg.296x216.jpg', '凯旋城，满五年免双税，高层景观视野开阔，南北对流。', '中信凯旋城  | 3室2厅 | 123.3平米 | 南 | 精装', '高楼层(共11层)塔楼  -  东泰', '335万', '单价27170元/平米')
('https://image1.ljcdn.com/441900-inspection/02e9fa39-155e-4ae8-a626-76389b315242.jpg.296x216.jpg', '房屋装修精致，视野开阔，家私家电齐全。', '金泽花园  | 4室2厅 | 175平米 | 南 | 其他', '中楼层(共17层)2006年建塔楼  -  东平街', '280万', '单价16000元/平米')
('https://image1.ljcdn.com/441900-inspection/b16d613a-de7e-4c88-817c-8e26c7ddbf80.jpg.296x216.jpg', '房装修保养很好，业主对房子很爱护的', '东泰花园康怡居  | 2室2厅 | 89.83平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  东泰', '155万', '单价17255元/平米')
('https://image1.ljcdn.com/441900-inspection/6dfec67d-2f22-493b-8b75-f01f6608dd4d.jpg.296x216.jpg', '宏远御庭山小区安静舒适 风景秀丽 满两年单证精装4房', '宏远御庭山  | 4室2厅 | 104平米 | 南 北 | 其他', '低楼层(共17层)塔楼  -  黄旗山', '190万', '单价18270元/平米')
('https://image1.ljcdn.com/441900-inspection/8ab9d626-ea7c-42ef-9cb7-f4e4e5a4c53d.jpg.296x216.jpg', '满五唯一、地铁物业、小区在黄旗山旁、小区中间位置', '新世纪豪园二期  | 4室2厅 | 270平米 | 南 | 其他', '高楼层(共11层)塔楼  -  火炼树', '600万', '单价22223元/平米')
('https://image1.ljcdn.com/441900-inspection/8b81262b-28b9-4979-b36e-aeaf8a8abd84.jpg.296x216.jpg', '双地铁口物业，标准南向一房一厅，潜力无限', '怡丰都市广场  | 1室1厅 | 48.8平米 | 南 | 其他', '中楼层(共11层)塔楼  -  东泰', '70万', '单价14345元/平米')
('https://image1.ljcdn.com/441900-inspection/e098d7ec-e0d7-469f-afc8-2ff276d2e219.jpg.296x216.jpg', '富华苑居家3房出售 满五年一套住房', '东泰花园富华苑  | 3室2厅 | 103.47平米 | 南 | 其他', '中楼层(共8层)塔楼  -  东泰', '150万', '单价14497元/平米')
('https://image1.ljcdn.com/441900-inspection/0270a58d-bf49-4d04-bd2d-3b82102bb69d.jpg.296x216.jpg', '房装修保养很好，业主对房子很爱护的', '东泰花园康怡居  | 2室2厅 | 88.04平米 | 西南 | 简装', '高楼层(共6层)暂无数据  -  东泰', '147万', '单价16697元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload58538c40-b99e-4ffb-8569-6f47dc1e25b7.jpg.296x216.jpg', '精装四房带大花园，采光通透   满五唯一', '联华花园城  | 4室2厅 | 164平米 | 南 | 其他', '低楼层(共18层)塔楼  -  上下桥', '320万', '单价19513元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade96ebd8e-9911-4cf9-b942-4620c4661b46.jpg.296x216.jpg', '兴华苑3房 飞机户型 户型反正 保养不错 视野无遮挡', '东泰花园兴华苑  | 3室2厅 | 93.3平米 | 东南 | 其他', '中楼层(共8层)塔楼  -  东泰', '135万', '单价14470元/平米')
('https://image1.ljcdn.com/441900-inspection/00e0fed8-ff86-44cd-a4b8-039138f7a288.jpg.296x216.jpg', '金月湾花园 155平大四房 装修精美 拎包入住', '金月湾花园  | 4室2厅 | 154.6平米 | 南 | 其他', '中楼层(共21层)塔楼  -  世博广场', '325万', '单价21022元/平米')
('https://image1.ljcdn.com/441900-inspection/924b921a-684e-4441-9c9a-5232e7391797.jpg.296x216.jpg', '漂亮四房，生活便利，光线充足，视野开阔', '朝阳苑  | 4室1厅 | 185.73平米 | 南 | 其他', '中楼层(共18层)2009年建塔楼  -  石井', '360万', '单价19383元/平米')
('https://image1.ljcdn.com/441900-inspection/6a969e9a-52f6-44a2-9555-7ed0fdf669e7.jpg.296x216.jpg', '卓 越时代广场 地铁口两房 视野宽阔', '卓越时代广场  | 2室1厅 | 66.06平米 | 东南 | 其他', '高楼层(共27层)塔楼  -  世博广场', '125万', '单价18923元/平米')
('https://image1.ljcdn.com/441900-inspection/87d04aff-bc26-4c79-b67c-aab6189a7754.jpg.296x216.jpg', '此房西南向看花园安静舒适，自带110平的大露台', '宏远御庭山  | 4室2厅 | 104平米 | 东南 | 其他', '低楼层(共17层)塔楼  -  黄旗山', '230万', '单价22116元/平米')
('https://image1.ljcdn.com/441900-inspection/80e195ff-3bfd-4219-a87e-2500e1cfc474.jpg.296x216.jpg', '东莞园林城市凯旋城，稀有的森林氧吧国际小区', '中信凯旋城  | 3室3厅 | 162.85平米 | 南 | 精装', '中楼层(共11层)塔楼  -  东泰', '480万', '单价29475元/平米')
('https://image1.ljcdn.com/441900-inspection/8aa99b86-2e46-4be4-a456-e4f16d122279.jpg.296x216.jpg', '宜景康园               万达商圈', '宜景康源  | 1室0厅 | 35.7平米 | 东北 | 其他', '高楼层(共14层)塔楼  -  世博广场', '42万', '单价11765元/平米')
('https://image1.ljcdn.com/441900-inspection/01c70a6d-7a60-47db-8cb6-e04fd276db92.jpg.296x216.jpg', '户型方正实用，大阳台，保证一天的充足采光', '中信阳光澳园  | 3室2厅 | 133.2平米 | 南 北 | 其他', '中楼层(共11层)2004年建塔楼  -  东泰', '250万', '单价18769元/平米')
('https://image1.ljcdn.com/441900-inspection/d544729c-0b00-44ce-88b6-c225f99c6ed2.jpg.296x216.jpg', '东泰花园泰化苑，古典风格装修，业主诚心出售', '东泰花园泰华苑  | 3室2厅 | 105平米 | 南 | 其他', '中楼层(共8层)塔楼  -  东泰', '150万', '单价14286元/平米')
('https://image1.ljcdn.com/441900-inspection/8998bdf0-5cbd-4d52-b78c-817cc617fc5b.jpg.296x216.jpg', '中信阳光假日 温馨舒适四房 南北通透 自住装修保养好', '中信阳光假日  | 4室2厅 | 144.3平米 | 东南 | 其他', '高楼层(共6层)暂无数据  -  东泰', '255万', '单价17672元/平米')
('https://image1.ljcdn.com/441900-inspection/f8015148-42dc-4539-bf66-750ac2f7303e.jpg.296x216.jpg', '雍华庭3房2厅 精装 朝西北 中高层 通风 视野好', '雍华庭  | 3室2厅 | 127.94平米 | 南 | 其他', '中楼层(共32层)塔楼  -  东平街', '218万', '单价17040元/平米')
('https://image1.ljcdn.com/441900-inspection/8bea443b-8a86-46a1-ab48-1031250f925e.jpg.296x216.jpg', '阳光澳园舒适4房 装修新 看房方便 带大阳台', '中信阳光澳园  | 4室2厅 | 132平米 | 南 | 其他', '低楼层(共11层)2004年建塔楼  -  东泰', '245万', '单价18561元/平米')
('https://image1.ljcdn.com/441900-inspection/aa5b4d52-6267-494c-b730-285daae4fc3a.jpg.296x216.jpg', '文华花园两房一厅，高楼层通风采光佳，适宜居住', '文华花园1号  | 2室1厅 | 88平米 | 东南 西南 | 其他', '高楼层(共12层)塔楼  -  花园新村', '155万', '单价17614元/平米')
('https://image1.ljcdn.com/441900-inspection/42bcc907-0c75-4899-a6dd-7a672afbcb42.jpg.296x216.jpg', '联华花园城满五唯一，免双税，高楼层，采光好。', '联华花园城  | 3室2厅 | 117平米 | 东南 | 其他', '高楼层(共17层)塔楼  -  上下桥', '210万', '单价17949元/平米')
('https://image1.ljcdn.com/441900-inspection/6ec086b6-333b-4cd5-a33f-9d2107683335.jpg.296x216.jpg', '阳光澳园 朝小区看花园 安静采光好 业主诚售 看房方便', '中信阳光澳园  | 3室2厅 | 112平米 | 北 | 其他', '中楼层(共16层)2004年建塔楼  -  东泰', '236万', '单价21072元/平米')
('https://image1.ljcdn.com/441900-inspection/0d0f389a-ab18-4453-9a13-ee35865d388f.jpg.296x216.jpg', '德方斯电梯2房 2009年的房子 朝小区看泳池  满五税少', '中信德方斯  | 2室2厅 | 72.39平米 | 东北 | 精装', '中楼层(共20层)塔楼  -  东泰', '145万', '单价20031元/平米')
('https://image1.ljcdn.com/441900-inspection/2b2424bb-d704-4401-a474-6fcb7c0d1385.jpg.296x216.jpg', '经济实用南向3房 格层方正 采光充足', '光大花园金碧苑  | 3室2厅 | 103平米 | 南 | 其他', '中楼层(共8层)塔楼  -  火炼树', '138万', '单价13399元/平米')
('https://image1.ljcdn.com/441900-inspection/ac80fb3a-151b-4c48-8446-3494439ec173.jpg.296x216.jpg', '鸿福地铁口三房，装修保养好！赠送前后露台', '尚书苑  | 3室2厅 | 54.02平米 | 东北 | 其他', '低楼层(共19层)塔楼  -  火炼树', '140万', '单价25917元/平米')
('https://image1.ljcdn.com/441900-inspection/03ef732a-f5d1-43c1-8b32-85d3e1b9695b.jpg.296x216.jpg', '免双税房子，朝花园安静。配套齐全', '中信阳光澳园  | 3室2厅 | 112.28平米 | 北 | 其他', '中楼层(共15层)2004年建塔楼  -  东泰', '268万', '单价23869元/平米')
('https://image1.ljcdn.com/441900-inspection/a9c138a4-3f57-457e-870b-d7272a5bf2a0.jpg.296x216.jpg', '大4房 精装修可拎包入住 业主诚信出售', '星河传说聚星岛B区  | 4室2厅 | 207.5平米 | 南 北 | 其他', '低楼层(共17层)塔楼  -  石井', '555万', '单价26747元/平米')
('https://image1.ljcdn.com/441900-inspection/1ab5d506-2dd5-47b1-80a7-c6ace11a1ec7.jpg.296x216.jpg', '泰华苑精装修两房 光线充足通透 拎包入住', '东泰花园泰华苑  | 3室2厅 | 102平米 | 东南 | 其他', '高楼层(共8层)塔楼  -  东泰', '180万', '单价17648元/平米')
('https://image1.ljcdn.com/441900-inspection/7a232dfd-c6a3-4dd9-b229-fae86bdacc68.jpg.296x216.jpg', '装修漂亮，户型采光通风效果好，格局分明', '新世纪星城三期  | 4室2厅 | 136平米 | 南 | 精装', '低楼层(共17层)塔楼  -  温塘', '330万', '单价24265元/平米')
('https://image1.ljcdn.com/441900-inspection/7290cf70-8df8-4a48-bc60-a74b05165c7a.jpg.296x216.jpg', '鸿福路口，台商国贸区，绿化好环境佳，温馨怡居', '锦绣旗峰  | 4室2厅 | 175.69平米 | 西北 | 其他', '中楼层(共11层)塔楼  -  火炼树', '385万', '单价21914元/平米')
('https://image1.ljcdn.com/441900-inspection/37f95da2-61a2-4e26-877d-feb0dad8e8d4.jpg.296x216.jpg', '雍华庭 满五唯一 高层大三房 景观好', '雍华庭  | 3室2厅 | 165.16平米 | 南 | 精装', '中楼层(共18层)2006年建塔楼  -  东平街', '300万', '单价18165元/平米')
('https://image1.ljcdn.com/441900-inspection/d262cb0c-e10b-4c97-a794-e0242d7226af.jpg.296x216.jpg', '地铁口物业，配套很齐全，装修保养好。', '东海阳光  | 1室1厅 | 60.63平米 | 南 | 其他', '高楼层(共17层)塔楼  -  世博广场', '133万', '单价21937元/平米')
('https://image1.ljcdn.com/441900-inspection/42773580-f4a8-4d0d-9842-0923f4cb719b.jpg.296x216.jpg', '3层毛坯别墅：6房2厅1厨4卫', '天骄御峰   | 联排别墅 | 5室2厅 | 251.8平米 | 南 | 毛坯', '3层暂无数据  -  火炼树', '1200万', '单价47657元/平米')
('https://image1.ljcdn.com/441900-inspection/484da1df-0362-41f4-835a-e8694cb447e9.jpg.296x216.jpg', '全新精装修低楼层3房 朝花园安静', '东泰花园景华苑  | 3室2厅 | 108平米 | 西南 | 其他', '低楼层(共8层)塔楼  -  东泰', '175万', '单价16204元/平米')
('https://image1.ljcdn.com/441900-inspection/9626f714-72f0-44f0-8713-a985708deebd.jpg.296x216.jpg', '大社区小区环境好的大三房，高楼层，采光好，价格实惠', '新世纪星城美寓  | 3室2厅 | 111.58平米 | 东 | 其他', '高楼层(共25层)塔楼  -  温塘', '185万', '单价16581元/平米')
