('https://image1.ljcdn.com/320500-inspection/test-7c6e955e-07fd-4d9f-bddf-e9cf559b50ad.png.296x216.jpg', '南北大三房，精装修，家具家电全留，有钥匙，有车位', '中海御景湾  | 3室2厅 | 117平米 | 南 北 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '266万', '单价22736元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160917/20173fb1-173b-45dd-8ceb-ef6b43bd557f.jpg.296x216.jpg', '宏葑新村 2室1厅 118万', '宏葑新村  | 2室1厅 | 55.95平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1993年建板楼  -  苏州大学', '118万', '单价21091元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171015/e4436811-1df3-46c4-84d8-c51a53f6ad08.jpg.296x216.jpg', '挹秀新村 大三房 一楼半采光充足 诚心出售', '挹秀新村  | 3室1厅 | 92平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1996年建板楼  -  平江新城', '184万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/8cf81198-dc06-4884-b74f-e540f1ab64e4.jpg.296x216.jpg', '新南环新村三组团 2室1厅 155万', '新南环新村三组团  | 2室1厅 | 73平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2013年建板楼  -  南门', '155万', '单价21233元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload9794dfc3-5942-42eb-a120-51ee0cca1231.jpg.296x216.jpg', '世茂运河城和茂苑二期 3室2厅 395万', '世茂运河城和茂苑二期  | 3室2厅 | 129平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2010年建板楼  -  沧浪新城', '395万', '单价30621元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180130/794eec7f-e2d0-4dc0-b83c-6ffe18d3d292.jpg.296x216.jpg', '有钥匙 小区前排 中间楼层 采光好 视野好 房子满两年', '齐门人家  | 2室2厅 | 95平米 | 南 | 毛坯 | 有电梯', '中楼层(共32层)2016年建塔楼  -  平江新城', '195万', '单价20527元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160630/2b5ee0d5-80c6-4caa-a492-0485a129d80a.jpg.296x216.jpg', '宝石御景园 3室2厅 440万', '宝石御景园  | 3室2厅 | 154.6平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共26层)2008年建板楼  -  金门', '440万', '单价28461元/平米')
('https://image1.ljcdn.com/320500-inspection/test-fbec9c4f-238f-46e4-8835-37f1180efff1.png.296x216.jpg', '天裕人家三区法式花园洋房，位置好楼层佳安静舒适', '中梁天御三区  | 4室2厅 | 135平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2011年建平房  -  平江新城', '612万', '单价45334元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload2257ed7b-1eb4-4734-a6b2-5056d12eb78b.jpg.296x216.jpg', '内马路9-4号院 2室1厅 110万', '内马路9-4号院  | 2室1厅 | 71.56平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2003年建板楼  -  南门', '110万', '单价15372元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170327/2abc8f1c-42a3-4294-baf3-97dfd3b3b0b7.jpg.296x216.jpg', '嘉业阳光城 3室2厅 460万', '嘉业阳光城  | 3室2厅 | 123平米 | 南 | 精装 | 无电梯', '低楼层(共5层)2003年建板楼  -  留园西园', '460万', '单价37399元/平米')
('https://image1.ljcdn.com/320500-inspection/ee77a387-cb01-4bb4-ad05-d91c5343a4da.jpg.296x216.jpg', '梅亭苑 3室2厅 197万', '梅亭苑  | 3室2厅 | 105平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2004年建板楼  -  胥江', '197万', '单价18762元/平米')
('https://image1.ljcdn.com/320500-inspection/4908edbe-92c0-4035-a638-1d5250547fce.jpg.296x216.jpg', '领秀江南 3室2厅 445万', '领秀江南  | 3室2厅 | 132平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2013年建板楼  -  南门', '445万', '单价33713元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171029/540c9f60-a3d1-4830-8ed9-88daff419012.jpg.296x216.jpg', '广济公寓 3室2厅 182万', '广济公寓  | 3室2厅 | 93平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1997年建板楼  -  留园西园', '182万', '单价19570元/平米')
('https://image1.ljcdn.com/320500-inspection/cdc471f3-c749-4b25-81c4-2e36ef63e060.jpg.296x216.jpg', '润达新村 3室2厅 220万', '润达新村  | 3室2厅 | 103平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  胥江', '220万', '单价21360元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170831/f484aaaf-3577-4559-965d-80f6f6cc13f4.jpg.296x216.jpg', '娄江新村 3室2厅 167万', '娄江新村  | 3室2厅 | 81.4平米 | 西 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  娄门', '167万', '单价20516元/平米')
('https://image1.ljcdn.com/320500-inspection/fd99c327-f265-456f-a713-a8311fce7f04.jpg.296x216.jpg', '现代花园 4室2厅 216万', '现代花园  | 4室2厅 | 111.61平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1995年建板楼  -  葑门', '216万', '单价19354元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload2236c703-8747-4827-b7c1-6419802e687d.jpg.296x216.jpg', '南浩街19号院 2室1厅 82万', '南浩街19号院  | 2室1厅 | 50.7平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1994年建板楼  -  金门', '82万', '单价16174元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160527/c3f106a8-4f74-4263-9cbf-9bb64b75ce58.jpg.296x216.jpg', '干将东路散盘 3室2厅 160万', '干将东路散盘  | 3室2厅 | 77.97平米 | 南 | 简装 | 无电梯', '高楼层(共6层)平房  -  观前街', '160万', '单价20521元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170225/92e68abe-5e0b-4b41-b6c0-141e81ab2774.jpg.296x216.jpg', '新康花园 5室2厅 320万', '新康花园  | 5室2厅 | 147.22平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  胥江', '320万', '单价21737元/平米')
('https://image1.ljcdn.com/320500-inspection/test-9c6d8439-bd49-4b29-ab29-84e49d34364b.png.296x216.jpg', '世茂运河城，2年婚装，送家具家电，拎包入住，采光好', '世茂运河城苏和苑  | 2室2厅 | 107平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2012年建板楼  -  沧浪新城', '280万', '单价26169元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload950ef6f3-78f7-4d44-bdf3-5cfd442e4993.jpg.296x216.jpg', '解放新村 3室1厅 165万', '解放新村  | 3室1厅 | 98.97平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  胥江', '165万', '单价16672元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170421/a49dc934-82ea-47c9-ac74-bd355589e53d.jpg.296x216.jpg', '新庄新村 2室1厅 112.3万', '新庄新村  | 2室1厅 | 66平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共6层)1998年建板楼  -  留园西园', '112.3万', '单价17016元/平米')
('https://image1.ljcdn.com/320500-inspection/824566a2-c692-4808-80d2-af2fceb2ff19.jpg.296x216.jpg', '东沁苑 5室3厅 360万', '东沁苑  | 5室3厅 | 128.68平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  金门', '360万', '单价27977元/平米')
('https://image1.ljcdn.com/320500-inspection/75e7f0ea-2d6c-4c56-b95f-e281bb9ef63c.jpg.296x216.jpg', '潼泾新村 2室1厅 103万', '潼泾新村  | 2室1厅 | 56.08平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  胥江', '103万', '单价18367元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170814/55b9c651-43f8-4777-9c06-75a9e1a6e5c4.jpg.296x216.jpg', '中海御景湾 3室2厅 235万', '中海御景湾  | 3室2厅 | 117.03平米 | 南 | 毛坯 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '235万', '单价20081元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171031/47cb8616-8d95-46aa-8350-7aa3dc94711b.jpg.296x216.jpg', '闻钟苑一区 3室2厅 166万', '闻钟苑一区  | 3室2厅 | 94平米 | 南 | 精装 | 无电梯', '中楼层(共4层)1998年建板楼  -  留园西园', '166万', '单价17660元/平米')
('https://image1.ljcdn.com/320500-inspection/d2fe6954-7655-4c04-a6d6-9fef9a2cfa06.jpg.296x216.jpg', '长岛花园 4室3厅 350万', '长岛花园  | 4室3厅 | 154平米 | 南 | 其他 | 无电梯', '高楼层(共4层)2000年建板楼  -  葑门', '350万', '单价22728元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170831/d94cb0ab-d9f4-4bd1-ba14-aab45bfcee51.jpg.296x216.jpg', '娄江新村 2室2厅 133万', '娄江新村  | 2室2厅 | 69.5平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建板楼  -  娄门', '133万', '单价19137元/平米')
('https://image1.ljcdn.com/320500-inspection/e863d0e8-ac84-44a4-a079-9e5558a7e71a.jpg.296x216.jpg', '市区好房 不仅房龄新而且税费少', '馨泓花园B区  | 6室2厅 | 176平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2002年建板楼  -  金门', '340万', '单价19319元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload9cd168d3-de69-476d-a09b-c1e074f51901.jpg.296x216.jpg', '平江怡景花园 2室2厅 280万', '平江怡景花园  | 2室2厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2013年建板楼  -  平江新城', '280万', '单价31461元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170705/7a9b6442-68ec-476a-963e-bfd9deb06df2.jpg.296x216.jpg', '南环东路9号 2室1厅 110万', '南环东路9号  | 2室1厅 | 56平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1994年建板楼  -  南门', '110万', '单价19643元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/5a406d75-db41-424b-8a1d-f9961f2799c7.jpg.296x216.jpg', '南园南路34号 2室1厅 192万', '南园南路34号  | 2室1厅 | 105平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)板楼  -  南门', '192万', '单价18286元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170405/0b981ed9-2bed-4822-a1e5-ffba6d1fc040.jpg.296x216.jpg', '里河新村（五六七八村） 2室1厅 105万', '里河新村（五六七八村）  | 2室1厅 | 58平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  葑门', '105万', '单价18104元/平米')
('https://image1.ljcdn.com/320500-inspection/test-7b2797c9-4e8f-403b-b573-758c90185701.png.296x216.jpg', '朝南2房，全明通透采光好。楼层好。单价低。满5年', '里河新村（二三四村）  | 3室1厅 | 58平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1994年建板楼  -  葑门', '110万', '单价18966元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadcc9f1f31-9b82-4fac-8b8d-4be1c3f6388d.jpg.296x216.jpg', '冰厂街散盘 3室1厅 112万', '冰厂街散盘  | 3室1厅 | 74.6平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1989年建板楼  -  留园西园', '112万', '单价15014元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170705/ffa6d673-0c6e-4bf8-a968-541bdc96e0fa.jpg.296x216.jpg', '冰厂街散盘 2室1厅 94万', '冰厂街散盘  | 2室1厅 | 65.66平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  留园西园', '94万', '单价14317元/平米')
('https://image1.ljcdn.com/320500-inspection/1c72bb2e-809b-4803-b07e-84ba5c05c8b6.jpg.296x216.jpg', '现代花园 4室2厅 235万', '现代花园  | 4室2厅 | 128平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2000年建板楼  -  葑门', '235万', '单价18360元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170708/fc2581a3-9535-4e1c-af75-5d3081e4830f.jpg.296x216.jpg', '彩虹一村 3室2厅 203万', '彩虹一村  | 3室2厅 | 85平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1992年建板楼  -  胥江', '203万', '单价23883元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171104/c72e0ff3-6102-430b-8e77-e4cfe6d2c02c.jpg.296x216.jpg', '城西教师新村 3室2厅 224万', '城西教师新村  | 3室2厅 | 89.6平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2007年建板楼  -  沧浪新城', '224万', '单价25000元/平米')
('https://image1.ljcdn.com/320500-inspection/3cd7f1b7-2540-4ebd-a8dc-3a0035ba8847.jpg.296x216.jpg', '华泰家园 5室3厅 420万', '华泰家园  | 5室3厅 | 225.55平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2006年建板楼  -  胥江', '420万', '单价18622元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171001/ce04b055-59ee-424e-8e2c-9f5c1c4f6716.jpg.296x216.jpg', '东环新村 1室1厅 80万', '东环新村  | 1室1厅 | 49.97平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1981年建板楼  -  娄门', '80万', '单价16010元/平米')
('https://image1.ljcdn.com/320500-inspection/4dad8db3-ab36-4a33-a71f-135b2da74212.jpg.296x216.jpg', '小施家弄22号 4室3厅 229万', '小施家弄22号  | 4室3厅 | 128平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1989年建板楼  -  胥江', '229万', '单价17891元/平米')
('https://image1.ljcdn.com/320500-inspection/6c464781-a136-4a51-95c0-23a0b9c4cb6b.jpg.296x216.jpg', '相门后庄12号 2室1厅 145万', '相门后庄12号  | 2室1厅 | 67.98平米 | 南 | 其他 | 无电梯', '低楼层(共5层)2000年建板楼  -  苏州大学', '145万', '单价21330元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170921/2b6bcad3-f350-41eb-8c86-c9a05405a33c.jpg.296x216.jpg', '相门后庄12号 3室2厅 184万', '相门后庄12号  | 3室2厅 | 67平米 | 暂无数据 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  苏州大学', '184万', '单价27463元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171105/3f5b41e8-0d8d-4d2c-a367-a89ddbef7445.jpg.296x216.jpg', '东大街12号院 4室3厅 398万', '东大街12号院  | 4室3厅 | 180平米 | 南 | 精装 | 无电梯', '高楼层(共4层)1997年建板楼  -  南门', '398万', '单价22112元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170318/dd3d105d-916a-436d-ae70-c6a785b68692.jpg.296x216.jpg', '中海御景湾 3室2厅 280万', '中海御景湾  | 3室2厅 | 117.3平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2015年建板楼  -  金阊新城', '280万', '单价23871元/平米')
('https://image1.ljcdn.com/320500-inspection/test-32395d90-b41e-494a-9e62-f3e150919d0e.png.296x216.jpg', '鼎泰花园 3室2厅 285万', '鼎泰花园  | 3室2厅 | 110.72平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2009年建板楼  -  南门', '285万', '单价25741元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload41f96661-b5e9-4ab8-9790-de21ee19d438.jpg.296x216.jpg', '三元三村 2室1厅 135万', '三元三村  | 2室1厅 | 79平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1998年建板楼  -  金门', '135万', '单价17089元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170308/1e731ecf-8e13-4f19-ac45-56a39cddd6d4.jpg.296x216.jpg', '盘福苑 2室2厅 165万', '盘福苑  | 2室2厅 | 84.9平米 | 南 | 精装 | 无电梯', '中楼层(共4层)1998年建板楼  -  南门', '165万', '单价19435元/平米')
('https://image1.ljcdn.com/320500-inspection/123a2206-b0e4-4969-bf2e-4e37f384fea3.jpg.296x216.jpg', '凯旋花园 5室3厅 398万', '凯旋花园  | 5室3厅 | 154平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2003年建板楼  -  石路', '398万', '单价25845元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161228/31203db1-05bc-4262-ab76-1c4fa5f488d0.jpg.296x216.jpg', '新康花园 3室2厅 296万', '新康花园  | 3室2厅 | 129平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2006年建板楼  -  胥江', '296万', '单价22946元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170302/3b3236ce-c1d2-4e8c-ac82-6793f38af3e9.jpg.296x216.jpg', '中海御景湾 3室2厅 268万', '中海御景湾  | 3室2厅 | 112平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '268万', '单价23929元/平米')
('https://image1.ljcdn.com/320500-inspection/9257b14a-643e-4d1e-963d-52c52b5e2750.jpg.296x216.jpg', '新元二村 3室2厅 310万', '新元二村  | 3室2厅 | 135平米 | 南 | 其他 | 无电梯', '低楼层(共4层)2002年建板楼  -  金门', '310万', '单价22963元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170911/cab237ea-9fb9-4774-874b-b297dcaefaa9.jpg.296x216.jpg', '倪家苑 3室1厅 225万', '倪家苑  | 3室1厅 | 103.27平米 | 东北 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  留园西园', '225万', '单价21788元/平米')
('https://image1.ljcdn.com/320500-inspection/fea0bd41-2f18-4f5f-b9a2-5c494688a777.jpg.296x216.jpg', '中海御景湾 4室2厅 327万', '中海御景湾  | 4室2厅 | 130平米 | 南 | 其他 | 有电梯', '高楼层(共39层)2015年建板楼  -  金阊新城', '327万', '单价25154元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload9b107b55-e5ce-40f0-9018-4637d07a5e67.jpg.296x216.jpg', '世茂运河城瀚河苑 3室2厅 408万', '世茂运河城瀚河苑  | 3室2厅 | 139平米 | 南 | 毛坯 | 有电梯', '高楼层(共22层)2014年建板楼  -  沧浪新城', '408万', '单价29353元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170709/f05992b0-7f59-4d8b-96b3-228c48da5dec.jpg.296x216.jpg', '名鎏公馆 2室1厅 113万', '名鎏公馆  | 2室1厅 | 55.4平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2015年建板楼  -  沧浪新城', '113万', '单价20398元/平米')
('https://image1.ljcdn.com/320500-inspection/868e9f91-d6d4-43e4-871e-d6af21f3ec63.jpg.296x216.jpg', '山塘街散盘 2室1厅 75万', '山塘街散盘  | 2室1厅 | 54平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1992年建板楼  -  留园西园', '75万', '单价13889元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171011/c967a017-ed27-4c1f-a148-b0a165f9fe63.jpg.296x216.jpg', '水城丽都 5室2厅 511万', '水城丽都  | 5室2厅 | 201平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2001年建板楼  -  南门', '511万', '单价25423元/平米')
('https://image1.ljcdn.com/320500-inspection/test-65d3486e-4dd9-451f-a8bc-855868366675.png.296x216.jpg', '二郎巷 2室0厅 133万', '二郎巷  | 2室0厅 | 51平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1981年建板楼  -  十全街', '133万', '单价26079元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadd701894b-7cc7-4722-a535-9bc36b5df3dc.jpg.296x216.jpg', '相门新村 2室1厅 174万', '相门新村  | 2室1厅 | 71平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1995年建板楼  -  苏州大学', '174万', '单价24508元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170601/7494662a-dc40-4824-9267-886a2bba192a.jpg.296x216.jpg', '奥体中心公寓 3室2厅 327万', '奥体中心公寓  | 3室2厅 | 146平米 | 南 | 精装 | 有电梯', '高楼层(共13层)2005年建板楼  -  胥江', '327万', '单价22398元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170303/5600ffb4-6c50-40ee-a2a3-d1de0ca07904.jpg.296x216.jpg', '翠园新村 2室1厅 225万', '翠园新村  | 2室1厅 | 86平米 | 暂无数据 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  南门', '225万', '单价26163元/平米')
('https://image1.ljcdn.com/320500-inspection/4a77ab59-d148-4fcd-854f-e1105caf4a56.jpg.296x216.jpg', '宏葑新村 2室1厅 132万', '宏葑新村  | 2室1厅 | 66平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1997年建板楼  -  苏州大学', '132万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/0abbffdf-d204-4c56-afe9-d1639ee8ebb8.jpg.296x216.jpg', '润发公寓 5室2厅 558万', '润发公寓  | 5室2厅 | 188.2平米 | 南 北 | 其他 | 无电梯', '高楼层(共4层)2000年建板楼  -  南门', '558万', '单价29650元/平米')
