('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadde833e55-9559-4fd4-b413-0a6a0270f270.jpg.296x216.jpg', '采光无遮挡，精装修，拎包入住。', '润富花园  | 2室1厅 | 91平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板塔结合  -  桥北', '182万', '单价20000元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4fecc273-b4c7-4207-b5f2-8668089d53ab.png.296x216.jpg', '明发大三期，满五唯一，家具家电全留', '明发滨江新城三期  | 3室2厅 | 129.51平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2008年建塔楼  -  桥北', '290万', '单价22393元/平米')
('https://image1.ljcdn.com/320100-inspection/d465d417-145d-4186-a3e4-4e159106e809.JPG.296x216.jpg', '满五年唯一 南北通透 户型方正 采光充足', '威尼斯水城第五街区  | 2室2厅 | 93.77平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2007年建板楼  -  桥北', '225万', '单价23995元/平米')
('https://image1.ljcdn.com/320100-inspection/a93032a4-8fec-41c2-8df1-9f1f11ddab8c.JPG.296x216.jpg', '明发滨江新城一期 3室2厅 349万', '明发滨江新城一期  | 3室2厅 | 132平米 | 南 | 其他 | 有电梯', '高楼层(共12层)2005年建塔楼  -  桥北', '349万', '单价26440元/平米')
('https://image1.ljcdn.com/320100-inspection/5b69ed12-86e2-4ee4-89d9-9216f40867f3.jpg.296x216.jpg', '天润城第八街区 2室2厅 185万', '天润城第八街区  | 2室2厅 | 81.5平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2008年建板塔结合  -  桥北', '185万', '单价22700元/平米')
('https://image1.ljcdn.com/320100-inspection/5415f70c-68a8-4b09-b0ce-5a91fe8ca9cb.jpg.296x216.jpg', '洋房大三房 中间位置 好楼层 天然氧吧 新小区', '明发香山郡  | 3室2厅 | 126.85平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2017年建板楼  -  江浦街道', '310万', '单价24439元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a1b9a04d-09bf-4edd-95b7-3e30891107f4.png.296x216.jpg', '此房满五年，南北通透格局好，户型未改动，看房方便', '威尼斯水城第八街区  | 2室2厅 | 71.3平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  桥北', '182万', '单价25526元/平米')
('https://image1.ljcdn.com/320100-inspection/63041876-447e-44a0-a270-9e04d6b1886a.jpg.296x216.jpg', '海润枫景家园 小区环境优美 配套设施齐全', '海润枫景家园  | 2室2厅 | 83.82平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  泰山街道', '178万', '单价21236元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload509b8462-bb76-4087-ba55-11ff3eedb8e7.JPG.296x216.jpg', '13街区 出租装3房   看房方便  业主诚售', '威尼斯水城第十三街区  | 3室2厅 | 106.51平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2015年建板楼  -  桥北', '235万', '单价22064元/平米')
('https://image1.ljcdn.com/320100-inspection/4a427c26-7065-45ca-bcd4-ec0b66004910.JPG.296x216.jpg', '精装修 业主诚心出售 交通便利', '幸福美地花园  | 2室1厅 | 76平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2005年建板楼  -  桥北', '161万', '单价21185元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf77639ec-5ea2-4fdd-9221-005e1f4fb47e.jpg.296x216.jpg', '东边户，一线江景房，高楼层，前后不遮挡', '保利西江月  | 4室2厅 | 131平米 | 南 北 | 毛坯', '中楼层(共34层)2017年建塔楼  -  江浦街道', '395万', '单价30153元/平米')
('https://image1.ljcdn.com/320100-inspection/8bbf5a14-3caf-4324-a76a-ad83fcfef602.JPG.296x216.jpg', '5街区 精装三房 拎包入住 诚售', '威尼斯水城第五街区  | 3室2厅 | 121.62平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板楼  -  桥北', '290万', '单价23845元/平米')
('https://image1.ljcdn.com/320100-inspection/c0b9c5da-4a75-4908-9cc4-d3da5ed4716c.JPG.296x216.jpg', '一楼带南院 大院子 简装  业主诚售 看房有钥匙', '威尼斯水城第十街区  | 2室2厅 | 94.42平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2010年建板楼  -  桥北', '255万', '单价27007元/平米')
('https://image1.ljcdn.com/320100-inspection/2cfd7b59-9bca-4cad-9e44-a293a824bd07.JPG.296x216.jpg', '视野开阔 采光不挡 有电梯，户型方正', '威尼斯水城第十一街区  | 2室2厅 | 94.72平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2014年建板楼  -  桥北', '218万', '单价23016元/平米')
('https://image1.ljcdn.com/320100-inspection/33d07864-d555-42d0-85cb-3d2171b319d5.jpg.296x216.jpg', '融侨观邸 低楼跃层 毛坯装修方便', '融侨观邸二期  | 4室2厅 | 211平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2015年建板楼  -  江浦街道', '380万', '单价18010元/平米')
('https://image1.ljcdn.com/320100-inspection/7500a68f-72e2-4f16-8b80-c350a73c0bf4.JPG.296x216.jpg', '香榭美颂 精装修 四房 南北通透格局 户型好', '大华锦绣华城香榭美颂  | 4室2厅 | 113.47平米 | 南 北 | 其他 | 有电梯', '低楼层(共17层)2012年建板楼  -  桥北', '312万', '单价27497元/平米')
('https://image1.ljcdn.com/320100-inspection/a8754829-b47a-439d-b820-c9956db05272.jpg.296x216.jpg', '十二街区  楼层好 装修好  双阳台', '天润城第十二街区  | 2室1厅 | 77.78平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2012年建板塔结合  -  桥北', '200万', '单价25714元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1b1660aa-5404-4e34-81a7-9f39480a9c70.png.296x216.jpg', '明发滨江新城二期 3室2厅 300万', '明发滨江新城二期  | 3室2厅 | 119.34平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2005年建板楼  -  桥北', '300万', '单价25139元/平米')
('https://image1.ljcdn.com/320100-inspection/a6bb61f0-6654-4792-a1bf-5f1fa71cecbf.jpg.296x216.jpg', '精装三房 户型方正 采光充足 拎包即住 随时可看', '万科金色半山  | 3室1厅 | 88.49平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2013年建板楼  -  浦口其它', '222万', '单价25088元/平米')
('https://image1.ljcdn.com/320100-inspection/5db880ce-fcd3-4a89-9c22-a42ba68f9546.jpg.296x216.jpg', '老山脚下 三居室 纯毛坯 视野宽阔', '金地格林格林  | 3室1厅 | 83.87平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共11层)2017年建板塔结合  -  浦口其它', '219万', '单价26112元/平米')
('https://image1.ljcdn.com/320100-inspection/1f778783-2419-4b2a-a870-87e8fa2dde13.jpg.296x216.jpg', '海润枫景家园，空置，随时看房，三房通透', '海润枫景家园  | 3室2厅 | 115.94平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2007年建板塔结合  -  泰山街道', '220万', '单价18976元/平米')
('https://image1.ljcdn.com/320100-inspection/cfca3bc1-f474-4c43-9814-d3c36d707da9.JPG.296x216.jpg', '满五年唯一 房主诚心出售  看房方便 位置好  小区宜居', '桥北新村  | 2室2厅 | 80.47平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2008年建板楼  -  桥北', '165万', '单价20505元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload0d01b396-d49f-4877-b59b-b1afbe1c7d5c.JPG.296x216.jpg', '大华香榭美颂 精装三房 配套完善 业主诚售', '大华锦绣华城香榭美颂  | 3室2厅 | 98.96平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2012年建板楼  -  桥北', '291万', '单价29406元/平米')
('https://image1.ljcdn.com/320100-inspection/test-74a26e80-dcd3-49dd-92c9-e1cfb1c556f3.png.296x216.jpg', '纬三隧道口 交通出行方便  业主诚心出售  户型明朗', '明发城市广场  | 3室1厅 | 105平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2010年建板楼  -  顶山街道', '260万', '单价24762元/平米')
('https://image1.ljcdn.com/320100-inspection/b0b3c4f9-ea4a-42b0-863a-1917b2ffa67e.jpg.296x216.jpg', '视野好 南北通透户型 配套成熟 视野开阔 小区中间户型', '国信阅景龙华  | 3室2厅 | 122.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2010年建板楼  -  江浦街道', '280万', '单价22858元/平米')
('https://image1.ljcdn.com/320100-inspection/f34edf80-73f2-4028-bfb0-c6ed726c4862.jpg.296x216.jpg', '隧道口 江北新区 规整三房 采光棒 次新小区 满两年', '江佑铂庭  | 3室2厅 | 115.21平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2012年建板楼  -  江浦街道', '320万', '单价27776元/平米')
('https://image1.ljcdn.com/320100-inspection/d4618ab1-320e-4431-b252-8409346ca044.jpg.296x216.jpg', '威尼斯水城第二街区 花园洋房 满五', '威尼斯水城第二街区  | 3室2厅 | 101.39平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2006年建板楼  -  桥北', '290万', '单价28603元/平米')
('https://image1.ljcdn.com/320100-inspection/29fc1bc2-2570-42ff-afa1-43807851909c.JPG.296x216.jpg', '明发滨江新城二期 3室2厅 289万', '明发滨江新城二期  | 3室2厅 | 119.14平米 | 南 北 | 其他 | 有电梯', '低楼层(共10层)2007年建板楼  -  桥北', '289万', '单价24258元/平米')
('https://image1.ljcdn.com/320100-inspection/1810d2ed-24a3-464d-a320-6ccd8f3b6f85.jpg.296x216.jpg', '满五唯一，低楼层，出行方便，配套齐全', '天润城第七街区  | 3室2厅 | 89.53平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2006年建板楼  -  桥北', '205万', '单价22898元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadd2146d01-c284-4116-a557-15a3ba48f764.JPG.296x216.jpg', '房本满两年 光照充足 业主诚售 房子无抵押', '铁桥小区  | 2室1厅 | 59平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  泰山街道', '116万', '单价19662元/平米')
('https://image1.ljcdn.com/320100-inspection/7e9eefb2-5360-4282-8704-f238d963d7be.jpg.296x216.jpg', '户型不错，配套成熟，交通方便，采光好', '金珠花苑  | 3室2厅 | 130.69平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  江浦街道', '250万', '单价19130元/平米')
('https://image1.ljcdn.com/320100-inspection/2d161769-be14-4467-b6e2-601c90544bb4.jpg.296x216.jpg', '通宇林景雅园 户型方正 南北通透 一楼带院子', '通宇林景雅园  | 3室2厅 | 140平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2014年建塔楼  -  江浦街道', '410万', '单价29286元/平米')
('https://image1.ljcdn.com/320100-inspection/d7f91f93-cfd2-4fbf-a476-1f932918ce07.JPG.296x216.jpg', '配套成熟 方便生活 交通便利 环境宜人', '弘阳旭日上城三区  | 3室2厅 | 110.64平米 | 南 北 | 精装 | 有电梯', '低楼层(共25层)2014年建板塔结合  -  桥北', '278万', '单价25127元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload35b7f183-3f80-4907-ab6b-72d43588e27d.jpg.296x216.jpg', '老山脚下 低密洋房 精装修 三开间朝南 进深浅 诚心卖', '金地浅山艺境  | 3室1厅 | 87.93平米 | 南 | 其他 | 有电梯', '高楼层(共6层)2017年建板楼  -  江浦街道', '285万', '单价32413元/平米')
('https://image1.ljcdn.com/320100-inspection/e741fd3a-0ac5-4076-b639-15223452bd9c.jpg.296x216.jpg', '南北通透的大两房  满五年  精装修', '江岸水城  | 2室2厅 | 101.09平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2007年建板楼  -  桥北', '195万', '单价19290元/平米')
('https://image1.ljcdn.com/320100-inspection/test-1e8e715c-187f-498f-b889-1a27af24762b.png.296x216.jpg', '弘阳旭日上城三区 3室2厅 380万', '弘阳旭日上城三区  | 3室2厅 | 132.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共29层)2014年建板塔结合  -  桥北', '380万', '单价28680元/平米')
('https://image1.ljcdn.com/320100-inspection/888c18b5-bf5f-4fe3-9de6-d664ea8b885b.JPG.296x216.jpg', '威尼斯水城一街区新上居家装修两房中间楼层配套完善', '威尼斯水城第一街区  | 2室2厅 | 94.36平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2015年建板楼  -  桥北', '216万', '单价22892元/平米')
('https://image1.ljcdn.com/320100-inspection/4d7fd915-d5b4-42c5-8080-09769955bcfd.jpg.296x216.jpg', '老山脚下 山景房 满两年 开发商精装 刚需三房', '万科金色半山  | 3室2厅 | 86.55平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2013年建塔楼  -  浦口其它', '220万', '单价25419元/平米')
('https://image1.ljcdn.com/320100-inspection/c2ada93d-453e-49da-82f5-a69fe8c3a2b5.JPG.296x216.jpg', '精装修，采光充足 ，交通便利，小区环境好', '旭日爱上城第四区北区  | 2室2厅 | 82.82平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2011年建塔楼  -  桥北', '230万', '单价27772元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb83d76cf-4edb-4c01-b9ae-82d6902f641b.JPG.296x216.jpg', '花园洋房 精装修 诚心出售 看房方便', '威尼斯水城第十街区  | 2室2厅 | 84.13平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2010年建板楼  -  桥北', '195万', '单价23179元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadc29393f1-62fc-4a4c-9228-1353d9bab65f.JPG.296x216.jpg', '威尼斯十六街区 新小区环境好 毛坯 户型方正 采光好', '威尼斯水城第十六街区  | 3室2厅 | 113平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2014年建板楼  -  桥北', '215万', '单价19027元/平米')
('https://image1.ljcdn.com/320100-inspection/ed328973-979c-4492-958f-54ac08545dea.JPG.296x216.jpg', '江北新区成熟小区大顶跃 配套成熟 交通便利 看房方便', '人和苑  | 4室3厅 | 187.83平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2008年建板楼  -  桥北', '340万', '单价18102元/平米')
('https://image1.ljcdn.com/320100-inspection/38683af8-3a65-43ba-8c8f-2955e916ef28.jpg.296x216.jpg', '老山脚下 揽月山庄 交通便利 生活方便', '揽月山庄  | 3室2厅 | 107.72平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  江浦街道', '223万', '单价20702元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb3c25973-1ac8-4b42-8d48-450344c1ea40.JPG.296x216.jpg', '精装修 拎包入住 户型方正 采光无遮挡', '威尼斯水城第五街区  | 2室2厅 | 95.37平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '218万', '单价22859元/平米')
('https://image1.ljcdn.com/320100-inspection/test-71f0b3ae-f306-4292-9aae-f87259fa4d8c.png.296x216.jpg', '明发滨江新城二期 2室1厅 175万', '明发滨江新城二期  | 2室1厅 | 65.92平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2010年建板塔结合  -  桥北', '175万', '单价26548元/平米')
('https://image1.ljcdn.com/320100-inspection/90167fe9-bd7b-4af3-9547-3bc991956b65.JPG.296x216.jpg', '扬子江隧道 世茂物业 三居室 诚心出售', '世茂荣里  | 3室2厅 | 88.89平米 | 南 北 | 其他 | 无电梯', '高楼层(共18层)2018年建板楼  -  顶山街道', '223万', '单价25088元/平米')
('https://image1.ljcdn.com/320100-inspection/61e70b75-a1d2-4f0a-a7e4-f2d6fad6208b.jpg.296x216.jpg', '江佑铂庭 4室2厅 405万', '江佑铂庭  | 4室2厅 | 145.8平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  江浦街道', '405万', '单价27778元/平米')
('https://image1.ljcdn.com/320100-inspection/e6c5c338-45b4-4d49-aa73-07e63f89bf95.JPG.296x216.jpg', '通透好 户型方正，格局好，采光无遮挡，小区环境好。', '威尼斯水城第十四街区  | 2室2厅 | 88平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2012年建板楼  -  桥北', '190万', '单价21591元/平米')
('https://image1.ljcdn.com/320100-inspection/90322968-c87b-4616-abe6-a70af000c18a.jpg.296x216.jpg', '经典三居 户型方正 采光充足 环境幽雅', '万科金色半山  | 3室2厅 | 86.84平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2013年建板楼  -  浦口其它', '230万', '单价26486元/平米')
('https://image1.ljcdn.com/320100-inspection/1066379c-2f90-4fe1-b342-34e2c5e66e17.jpg.296x216.jpg', '户型方正 环境好 采光充足 物业负责', '明发香山郡  | 4室2厅 | 123平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2017年建板楼  -  江浦街道', '300万', '单价24391元/平米')
('https://image1.ljcdn.com/320100-inspection/5e2f5d82-43db-49a3-bdd6-c51ccae246b3.JPG.296x216.jpg', '精装修 户型通透 生活配套全 小区环境好', '威尼斯水城第七街区  | 3室2厅 | 118.83平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  桥北', '245万', '单价20618元/平米')
('https://image1.ljcdn.com/320100-inspection/d8a394a7-5cea-4d37-a791-40e98baba069.jpg.296x216.jpg', '小区环境好，物业管理完善，毛坯房，视野开阔', '弘阳旭日上城二区  | 3室2厅 | 94.6平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2016年建板塔结合  -  桥北', '239万', '单价25265元/平米')
('https://image1.ljcdn.com/320100-inspection/b5ed76d8-ca4d-43eb-8fbe-b9beafc1d68e.jpg.296x216.jpg', '大两房 南北通透 高楼层 采光好', '北江锦城  | 2室1厅 | 90.2平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2015年建板楼  -  浦口其它', '220万', '单价24391元/平米')
('https://image1.ljcdn.com/320100-inspection/fa6f905b-8958-47cd-b823-42b2e8d4d8c8.jpg.296x216.jpg', '华山山庄 毛坯大三间楼层 业主急售', '华山山庄  | 3室2厅 | 122平米 | 南 北 | 毛坯 | 有电梯', '低楼层(共9层)2016年建塔楼  -  浦口其它', '220万', '单价18033元/平米')
('https://image1.ljcdn.com/320100-inspection/f401e8c1-5595-4f01-80b8-c418b1a953a3.JPG.296x216.jpg', '乐美颂 配套完善 交通便利 业主诚售', '大华锦绣华城乐美颂  | 2室1厅 | 71平米 | 西 北 | 其他 | 有电梯', '高楼层(共32层)2010年建塔楼  -  桥北', '180万', '单价25353元/平米')
('https://image1.ljcdn.com/320100-inspection/81f127b2-f456-44b7-9b99-faf182755ffc.JPG.296x216.jpg', '临江苑 三房 南北通透 顶楼 视野好', '大华锦绣华城临江苑  | 3室2厅 | 117.56平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  桥北', '240万', '单价20416元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_upload2bd2278a-4ede-43c3-be42-4189f71ff03f.jpg.296x216.jpg', '老山脚下 白马澜山 银城物业 环境优美', '旭辉银城白马澜山  | 2室2厅 | 76.07平米 | 南 北 | 毛坯', '低楼层(共8层)2017年建板楼  -  江浦街道', '220万', '单价28921元/平米')
