('https://image1.ljcdn.com/210100-inspection/5432586b-66d6-4eca-bdd4-0bdfd8f2b1ab.JPG.296x216.jpg', '恒泰骏景 2室1厅 60万', '恒泰骏景  | 2室1厅 | 76.77平米 | 南 北 | 其他', '低楼层(共18层)2009年建板楼  -  于洪区', '60万', '单价7816元/平米')
('https://image1.ljcdn.com/210100-inspection/57189b81-2f8f-44c8-a387-8083464fa181.JPG.296x216.jpg', '国奥现代城二期 2室2厅 84万', '国奥现代城二期  | 2室2厅 | 100平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  于洪区', '84万', '单价8400元/平米')
('https://image1.ljcdn.com/210100-inspection/3e06eb21-c033-4729-90f5-1ae0016a797a.jpg.296x216.jpg', '碧桂园聆涛 标准三室 不把山 中式实木装修 中高楼层', '碧桂园银河城聆涛  | 3室2厅 | 135平米 | 南 北 | 精装', '高楼层(共25层)板楼  -  于洪区', '110万', '单价8149元/平米')
('https://image1.ljcdn.com/210100-inspection/33f45d85-e0d9-47cb-9cd9-95d6ea8f08c7.JPG.296x216.jpg', '阳光尚城一期 3室2厅 130万', '阳光尚城一期  | 3室2厅 | 126平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '130万', '单价10318元/平米')
('https://image1.ljcdn.com/210100-inspection/39d2f376-5252-457b-a190-21ba12e9ff98.JPG.296x216.jpg', '国奥现代城二期 3室2厅 96万', '国奥现代城二期  | 3室2厅 | 129.29平米 | 南 北 | 精装', '低楼层(共17层)板楼  -  于洪区', '96万', '单价7426元/平米')
('https://image1.ljcdn.com/210100-inspection/4e3ad005-7abf-4e15-8660-f08758668f8c.JPG.296x216.jpg', '两室精装修 标准南北通透 交通便利', '恒泰骏景  | 2室2厅 | 97.23平米 | 南 北 | 其他', '高楼层(共11层)2009年建板楼  -  于洪区', '78万', '单价8023元/平米')
('https://image1.ljcdn.com/210100-inspection/b43ece0d-ffab-4a38-b4e4-d7b93f22900c.jpg.296x216.jpg', '于洪区 依云北郡F区 精装修 南北标户 不把不临 带阁楼', '依云北郡F区  | 2室2厅 | 84.77平米 | 南 北 | 精装', '高楼层(共6层)2009年建板楼  -  于洪区', '100万', '单价11797元/平米')
('https://image1.ljcdn.com/210100-inspection/e91d23b6-7913-4ddf-a1ed-5c846a94d6e1.jpg.296x216.jpg', '碧桂园银河城依云 3室2厅 120万', '碧桂园银河城依云  | 3室2厅 | 116.5平米 | 南 北 | 精装', '高楼层(共30层)板楼  -  于洪区', '120万', '单价10301元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload82c8aa30-3362-45ab-afd7-6cfab931e3fe.JPG.296x216.jpg', '依云北郡A 南北通透 标准两室 多层二楼', '依云北郡A区  | 2室2厅 | 99.9平米 | 南 北 | 精装', '低楼层(共6层)2008年建板楼  -  于洪区', '85万', '单价8509元/平米')
('https://image1.ljcdn.com/210100-inspection/1c273d57-ef5f-4fac-83f2-8491c92479b5.JPG.296x216.jpg', '华邑世纪城 3室2卫 带地上车库 带半采光地下室 带花园', '华邑世纪城  | 3室2厅 | 130平米 | 南 北 | 其他', '低楼层(共5层)2013年建板楼  -  于洪区', '150万', '单价11539元/平米')
('https://image1.ljcdn.com/210100-inspection/50b8787e-ee7e-4d3c-9b4f-2dbf81b7ca73.jpg.296x216.jpg', '碧桂园银河城都荟高档小区楼龄短小高层近9号线', '碧桂园银河城都荟  | 2室2厅 | 89.8平米 | 南 北 | 精装', '中楼层(共18层)板楼  -  于洪区', '102万', '单价11359元/平米')
('https://image1.ljcdn.com/210100-inspection/56cbde86-6867-4b54-8da0-7db7a50ad07e.JPG.296x216.jpg', '恒泰骏景 2室2厅 83万', '恒泰骏景  | 2室2厅 | 97.23平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '83万', '单价8537元/平米')
('https://image1.ljcdn.com/210100-inspection/6bb81341-3c26-4a2c-b75b-28201d458c54.JPG.296x216.jpg', '恒大城二期 3室2厅 112万', '恒大城二期  | 3室2厅 | 157平米 | 西南 北 | 其他', '低楼层(共28层)2014年建板塔结合  -  于洪区', '112万', '单价7134元/平米')
('https://image1.ljcdn.com/210100-inspection/95228beb-f467-4c34-aca7-d859c41a879d.jpg.296x216.jpg', '恒大绿洲一期，采光好，双南卧，一南厅', '恒大绿洲一期  | 4室2厅 | 187.19平米 | 南 北 | 其他', '低楼层(共32层)板楼  -  于洪区', '140万', '单价7480元/平米')
('https://image1.ljcdn.com/210100-inspection/daaf7b2c-cf3e-4022-b097-5e15c680e9c2.JPG.296x216.jpg', '阳光尚城三期 5室2厅 130万', '阳光尚城三期  | 5室2厅 | 131.89平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '130万', '单价9857元/平米')
('https://image1.ljcdn.com/210100-inspection/124542dd-6069-4341-9681-70f0c907ffdb.jpg.296x216.jpg', '于洪新城 恒大绿洲 高楼层 非顶 视野开阔', '恒大绿洲三期  | 3室2厅 | 119平米 | 南 北 | 其他', '高楼层(共32层)板楼  -  于洪区', '95万', '单价7984元/平米')
('https://image1.ljcdn.com/210100-inspection/b3bf982d-d9ee-4540-8e80-2170af19ba57.jpg.296x216.jpg', '银亿万万城 3室2厅 77万', '银亿万万城  | 3室2厅 | 99平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  于洪区', '77万', '单价7778元/平米')
('https://image1.ljcdn.com/210100-inspection/95d39e5c-5484-44cd-bd4e-c39f98b308c3.JPG.296x216.jpg', '龙腾金荷苑 3室2厅 55万', '龙腾金荷苑  | 3室2厅 | 70.47平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  于洪区', '55万', '单价7805元/平米')
('https://image1.ljcdn.com/210100-inspection/7624f20d-a054-4390-a4db-019b24654eb5.jpg.296x216.jpg', '阳光100国际新城D组团 3室2厅 80万', '阳光100国际新城D组团  | 3室2厅 | 65平米 | 东 | 精装', '高楼层(共19层)暂无数据  -  于洪区', '80万', '单价12308元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload0e740740-2db9-4dde-81ec-3ca3b1f6aacc.JPG.296x216.jpg', '于洪区 怒江北街 恒大城一期 精装一楼带花园', '恒大城一期  | 4室2厅 | 81.23平米 | 东南 | 其他', '低楼层(共11层)2014年建板塔结合  -  于洪区', '110万', '单价13542元/平米')
('https://image1.ljcdn.com/210100-inspection/3db9726b-7f3a-41e9-8cc3-64e8fcc9af20.jpg.296x216.jpg', '保利溪湖林语三期精装好房，南北通透，楼层好', '保利溪湖林语三期  | 2室2厅 | 92.18平米 | 南 北 | 毛坯', '中楼层(共6层)板楼  -  于洪区', '83万', '单价9005元/平米')
('https://image1.ljcdn.com/210100-inspection/1e7f8112-405e-4410-837a-1467e39d5368.jpg.296x216.jpg', '房主诚心出售 南北通透 清水中间楼层 随时看房', '美的城  | 2室2厅 | 85.58平米 | 南 北 | 毛坯', '高楼层(共27层)2018年建板楼  -  于洪区', '75万', '单价8764元/平米')
('https://image1.ljcdn.com/210100-inspection/c553856d-9f3b-4682-a9bd-0c39a08ef885.jpg.296x216.jpg', '碧桂园银河城星荟 3室2厅 85万', '碧桂园银河城星荟  | 3室2厅 | 94.47平米 | 南 北 | 其他', '中楼层(共27层)暂无数据  -  于洪区', '85万', '单价8998元/平米')
('https://image1.ljcdn.com/210100-inspection/45a429bb-6258-4504-9952-0ed43e98278e.jpg.296x216.jpg', '于洪新城，宏发英树，将装修。屋内干净。', '宏发英树  | 2室1厅 | 59平米 | 西北 | 其他', '高楼层(共34层)2011年建板楼  -  于洪区', '48万', '单价8136元/平米')
('https://image1.ljcdn.com/210100-inspection/21cb5500-6156-4417-ab5c-e3fea8447485.JPG.296x216.jpg', '亚都名苑，2室2厅1厨1卫，南北通透', '亚都名苑  | 2室2厅 | 82.9平米 | 南 北 | 其他', '高楼层(共23层)2012年建板楼  -  于洪区', '53万', '单价6394元/平米')
('https://image1.ljcdn.com/210100-inspection/3b1d05b7-9432-4538-adad-e8b72f78059e.JPG.296x216.jpg', '阳光尚城三期 3室2厅 153万', '阳光尚城三期  | 3室2厅 | 171.16平米 | 南 北 | 其他', '高楼层(共9层)2009年建板楼  -  于洪区', '153万', '单价8940元/平米')
('https://image1.ljcdn.com/210100-inspection/4a297f46-9a61-4b08-a663-e5ab4fb8f695.JPG.296x216.jpg', '万科魅力之城 2室2厅 77万', '万科魅力之城  | 2室2厅 | 85.42平米 | 南 | 其他', '中楼层(共24层)2017年建板楼  -  于洪区', '77万', '单价9015元/平米')
('https://image1.ljcdn.com/210100-inspection/67bb8118-ecd4-4204-8442-af0ab1a5dc0f.JPG.296x216.jpg', '兰亭花园 3室2厅 73万', '兰亭花园  | 3室2厅 | 110.01平米 | 南 北 | 其他', '中楼层(共11层)板楼  -  于洪区', '73万', '单价6636元/平米')
('https://image1.ljcdn.com/210100-inspection/80f64a4a-d96c-44ca-82ba-b48487213b6d.JPG.296x216.jpg', '宏发三千院 2室1厅 80.5万', '宏发三千院  | 2室1厅 | 82平米 | 南 北 | 精装', '低楼层(共6层)2009年建板楼  -  于洪区', '80.5万', '单价9818元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadfda9bab0-abc5-4da2-b3fe-d91d1343b39e.JPG.296x216.jpg', '阳光尚城四期 精装 四室两卫 南北标户 交通便利', '阳光尚城4.2期  | 4室2厅 | 179平米 | 东 南 北 | 精装', '高楼层(共4层)2013年建板楼  -  于洪区', '230万', '单价12850元/平米')
('https://image1.ljcdn.com/210100-inspection/53d9cc13-e3ae-4019-8b94-98570e2f5a28.jpg.296x216.jpg', '碧桂园银河城聆涛 3室1厅 160万', '碧桂园银河城聆涛  | 3室1厅 | 134.75平米 | 南 北 | 其他', '低楼层(共30层)板楼  -  于洪区', '160万', '单价11874元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc9d3cc95-b3d4-4f38-9d87-0f62ca20aa30.JPG.296x216.jpg', '银亿格兰郡精装修2室 标准南北通透格局 房主婚装房', '银亿格兰郡  | 2室2厅 | 73.13平米 | 南 北 | 其他', '高楼层(共6层)2016年建板楼  -  于洪区', '55万', '单价7521元/平米')
('', '国奥现代城 1室1厅 40万', '国奥现代城  | 1室1厅 | 65.6平米 | 西 | 其他', '中楼层(共16层)暂无数据  -  于洪区', '40万', '单价6098元/平米')
('https://image1.ljcdn.com/210100-inspection/c3051004-c518-441c-b286-bf38a767f0f7.jpg.296x216.jpg', '碧桂园银河城锦园多层一楼带车位带花园', '碧桂园银河城锦园  | 3室2厅 | 108平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  于洪区', '160万', '单价14815元/平米')
('https://image1.ljcdn.com/210100-inspection/ed750661-c9ed-4c03-861c-d7ce1a56e5fb.JPG.296x216.jpg', '银亿万万城 2室1厅 60万', '银亿万万城  | 2室1厅 | 80.45平米 | 南 北 | 毛坯', '中楼层(共5层)2008年建板楼  -  于洪区', '60万', '单价7459元/平米')
('https://image1.ljcdn.com/210100-inspection/8fa949d5-5b73-4fb9-9772-c9e36bcc128f.JPG.296x216.jpg', '龙腾金荷苑 3室2厅 100万', '龙腾金荷苑  | 3室2厅 | 128.84平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  于洪区', '100万', '单价7762元/平米')
('https://image1.ljcdn.com/210100-inspection/faf4a98e-efbb-4fd4-9587-039b0368598c.JPG.296x216.jpg', '恒大城二期 装修保持不错 位置适中 采光充足', '恒大城二期  | 3室2厅 | 157平米 | 西南 北 | 精装', '高楼层(共28层)2014年建板塔结合  -  于洪区', '110万', '单价7007元/平米')
('https://image1.ljcdn.com/210100-inspection/f580663d-a44b-4918-8eea-d18d2e7425de.JPG.296x216.jpg', '万科魅力之城 不把山不临街 精装两室 采光好 拎包即住', '万科魅力之城  | 2室2厅 | 89平米 | 南 | 精装', '高楼层(共24层)2017年建板楼  -  于洪区', '70万', '单价7866元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload81bc630d-f1f8-4d03-9301-701265282d4c.jpg.296x216.jpg', '宏发华城世界橙郡 多层 南北通透 户型方正', '宏发华城世界橙郡1  | 2室1厅 | 98.34平米 | 南 北 | 其他', '低楼层(共5层)2008年建板楼  -  于洪区', '95万', '单价9661元/平米')
('https://image1.ljcdn.com/210100-inspection/853cb32b-e246-4a52-b05d-ee5eed68c027.jpg.296x216.jpg', '采光好，封闭式小区，园区绿化好', '恒大绿洲二期  | 4室2厅 | 172平米 | 南 北 | 其他', '低楼层(共33层)板楼  -  于洪区', '127万', '单价7384元/平米')
('https://image1.ljcdn.com/210100-inspection/a59f498b-35b3-4c94-8b19-64a8989c435f.jpg.296x216.jpg', '于洪新城 南阳湖街 碧桂园星座 精装修 低楼层 南北', '碧桂园银河城星座  | 3室2厅 | 114平米 | 东南 北 | 其他', '低楼层(共30层)板楼  -  于洪区', '120万', '单价10527元/平米')
('https://image1.ljcdn.com/210100-inspection/28872edb-f525-4149-8195-1f18ea6effa7.jpg.296x216.jpg', '标准南北通透两室两厅，位置安静', '华锐桃源欣城  | 2室2厅 | 96.45平米 | 南 北 | 精装', '低楼层(共11层)2006年建板楼  -  于洪区', '72万', '单价7466元/平米')
('', '华锐桃源欣城 2室2厅 77万', '华锐桃源欣城  | 2室2厅 | 97平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  于洪区', '77万', '单价7939元/平米')
('https://image1.ljcdn.com/210100-inspection/372af0ba-9dd2-4738-a81c-96c5b4de1784.jpg.296x216.jpg', '阳光尚城4.2期 2室2厅 78万', '阳光尚城4.2期  | 2室2厅 | 97.82平米 | 南 北 | 精装', '低楼层(共29层)2013年建板楼  -  于洪区', '78万', '单价7974元/平米')
('https://image1.ljcdn.com/210100-inspection/0c22e398-9514-4f0f-bd6d-0afa3d608bf8.JPG.296x216.jpg', '龙腾金荷苑 3室2厅 100万', '龙腾金荷苑  | 3室2厅 | 141.87平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  于洪区', '100万', '单价7049元/平米')
('https://image1.ljcdn.com/210100-inspection/a4212b7e-be55-4683-99f5-43677accab96.jpg.296x216.jpg', '恒大绿洲三期 4室2厅 130万', '恒大绿洲三期  | 4室2厅 | 171平米 | 东 南 北 | 其他', '低楼层(共33层)板楼  -  于洪区', '130万', '单价7603元/平米')
('https://image1.ljcdn.com/210100-inspection/0a29a1d7-4c2d-4db0-8ebd-3c9836690938.jpg.296x216.jpg', '于洪新城 恒大绿洲二期 南北三居室 中间楼层 精装修', '恒大绿洲二期  | 3室2厅 | 116.7平米 | 南 北 | 其他', '高楼层(共18层)板楼  -  于洪区', '106万', '单价9084元/平米')
('https://image1.ljcdn.com/210100-inspection/28467173-910b-4473-a99e-93a3152d659a.JPG.296x216.jpg', '远洋公馆精装大两室赠送产权车位 送家具家电', '远洋公馆  | 2室2厅 | 102.75平米 | 南 北 | 其他', '中楼层(共33层)板楼  -  于洪区', '145万', '单价14112元/平米')
('https://image1.ljcdn.com/210100-inspection/5ec89461-708b-4f60-9d94-5c58bb2484fc.jpg.296x216.jpg', '于洪新城 宏发三千院 多层 南北通透两室', '宏发三千院  | 4室1厅 | 72平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '65万', '单价9028元/平米')
('https://image1.ljcdn.com/210100-inspection/71e3fb06-a0f2-4384-a656-04d8c5f5ed8c.JPG.296x216.jpg', '新上 华锐桃源新城 精装修 南北通透 电梯房 中楼层', '华锐桃源欣城  | 2室2厅 | 96.66平米 | 南 北 | 其他', '中楼层(共11层)2006年建板楼  -  于洪区', '76万', '单价7863元/平米')
('https://image1.ljcdn.com/210100-inspection/8b2f3122-2961-4dc5-b3b7-4df51edb7b38.JPG.296x216.jpg', '艾格尔e时代 2室1厅 62万', '艾格尔e时代  | 2室1厅 | 74.44平米 | 南 | 其他', '高楼层(共6层)2015年建板楼  -  于洪区', '62万', '单价8329元/平米')
('https://image1.ljcdn.com/210100-inspection/095e1522-3240-44ee-9771-d59ba85ded07.JPG.296x216.jpg', '国奥现代城 2室2厅 68万', '国奥现代城  | 2室2厅 | 82.86平米 | 西南 | 其他', '低楼层(共17层)暂无数据  -  于洪区', '68万', '单价8207元/平米')
('', '银亿格兰郡 多层4楼 精装修 可按揭', '银亿格兰郡  | 2室2厅 | 87.2平米 | 南 北 | 精装', '中楼层(共6层)2016年建板楼  -  于洪区', '75万', '单价8601元/平米')
('https://image1.ljcdn.com/210100-inspection/bea1b303-58d7-4193-8992-8f3f1e724d2a.jpg.296x216.jpg', '银亿万万城 2室2厅 68万', '银亿万万城  | 2室2厅 | 80.4平米 | 南 北 | 其他', '低楼层(共6层)2008年建板楼  -  于洪区', '68万', '单价8458元/平米')
('https://image1.ljcdn.com/210100-inspection/aa63959b-eb58-4c5b-a56f-d7e6aa5e6549.JPG.296x216.jpg', '国奥现代城 1室1厅 59万', '国奥现代城  | 1室1厅 | 69.6平米 | 南 | 精装', '中楼层(共17层)暂无数据  -  于洪区', '59万', '单价8478元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload5ddc9221-71f3-4df3-8a3e-f480379e90b9.JPG.296x216.jpg', '南北通透 北明厅 毛坯房子 中间楼层', '亚都名苑  | 2室2厅 | 78平米 | 南 北 | 毛坯', '高楼层(共23层)2012年建板楼  -  于洪区', '58万', '单价7436元/平米')
('https://image1.ljcdn.com/210100-inspection/8083f876-b3a5-43c8-94a5-36968662e8d9.jpg.296x216.jpg', '于洪区银亿德郡 环境好 位置佳 交通便利', '银亿德郡  | 2室1厅 | 84.68平米 | 南 北 | 简装', '高楼层(共6层)2013年建板楼  -  于洪区', '72万', '单价8503元/平米')
('https://image1.ljcdn.com/210100-inspection/621ace15-5011-4b69-90f1-79c004c4b8ae.JPG.296x216.jpg', '龙腾金荷苑 2室2厅 80万', '龙腾金荷苑  | 2室2厅 | 106平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  于洪区', '80万', '单价7548元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload038c87fc-169c-4415-b736-40ea1e0cb11f.JPG.296x216.jpg', '银亿万万城精装修复式房东向园区中间', '银亿万万城  | 2室1厅 | 59平米 | 东北 | 其他', '中楼层(共11层)2008年建板楼  -  于洪区', '51.5万', '单价8729元/平米')
('https://image1.ljcdn.com/210100-inspection/d069edc6-0c59-4a8e-b86b-72f4582ef958.JPG.296x216.jpg', '阳光尚城一期 4室2厅 90万', '阳光尚城一期  | 4室2厅 | 91.81平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  于洪区', '90万', '单价9803元/平米')
('https://image1.ljcdn.com/210100-inspection/8ac7a36b-94c7-4950-b864-d4d7309450d8.jpg.296x216.jpg', '碧桂园银河城精装两室 南北 拎包即住', '碧桂园银河城星座  | 2室2厅 | 95平米 | 南 北 | 其他', '高楼层(共30层)板楼  -  于洪区', '98万', '单价10316元/平米')
('https://image1.ljcdn.com/210100-inspection/1bdc9a47-d1a9-4a1b-8bea-01dcfeea5c78.JPG.296x216.jpg', '依云北郡F区 3室1厅 130万', '依云北郡F区  | 3室1厅 | 121.46平米 | 南 北 | 其他', '低楼层(共6层)2009年建板楼  -  于洪区', '130万', '单价10704元/平米')
('', '水调歌城 2室1厅 55万', '水调歌城  | 2室1厅 | 85平米 | 南 | 其他', '中楼层(共11层)暂无数据  -  于洪区', '55万', '单价6471元/平米')
('https://image1.ljcdn.com/210100-inspection/409d396e-7e11-4666-b72f-6ffd8fba6134.JPG.296x216.jpg', '亚都名苑，南北通透，中间楼层，装修保持好，拎包入住', '亚都名苑  | 3室2厅 | 131.28平米 | 东 南 北 | 其他', '低楼层(共12层)2012年建板楼  -  于洪区', '100万', '单价7618元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload48b63712-d0cd-4d77-aa68-a1a78db831fe.JPG.296x216.jpg', '南北通透 采光充足 标准两室 简单装修', '亚都名苑  | 2室2厅 | 100平米 | 南 北 | 简装', '高楼层(共23层)2012年建板楼  -  于洪区', '64万', '单价6400元/平米')
