('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload148a0280-b2b4-46ef-b187-27339d6859d8.JPG.296x216.jpg', '高品质小区，人车分流，板式户型，精装2+1户型', '大华锦绣华城(十四街区)  | 2室2厅 | 83.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  北蔡', '698万', '单价83404元/平米')
('https://image1.ljcdn.com/310000-inspection/b81cc720-dedf-428d-a455-32323920a63f.jpg.296x216.jpg', '欣连佳苑婚房装修 满五唯一  采光充足 随时签约交房', '欣连佳苑  | 2室1厅 | 56.47平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2007年建板楼  -  高东', '228万', '单价40376元/平米')
('https://image1.ljcdn.com/310000-inspection/c6bdf192-7a94-444e-9a26-e6ac24c1dca6.JPG.296x216.jpg', '2室2厅满五唯一，户型方正，业主诚心出售，随时看房！', '明天华城  | 2室2厅 | 89.76平米 | 南 | 毛坯 | 有电梯', '低楼层(共17层)2011年建板楼  -  周浦', '398万', '单价44341元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c086317a-5c28-479d-a595-7348b5f6cdc2.png.296x216.jpg', '周东二村 3室1厅 310万', '周东二村  | 3室1厅 | 78.81平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  周浦', '310万', '单价39336元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170302/c4329ae4-5c26-406c-988b-1f1b87cd0cb8.jpg.296x216.jpg', '新世纪花苑(二期)(浦东) 1室1厅 275万', '新世纪花苑(二期)(浦东)  | 1室1厅 | 50.93平米 | 南 | 简装 | 无电梯', '中楼层(共7层)板楼  -  世博', '275万', '单价53996元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170714/fd57771e-ab20-4d48-b1f0-546fd0fd2605.jpg.296x216.jpg', '仅此一套飞机户型三房+精装修带地暖+满5唯一', '陆家嘴花园(二期)  | 3室2厅 | 178平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2004年建板楼  -  源深', '1470万', '单价82585元/平米')
('https://image1.ljcdn.com/310000-inspection/d22e9ea1-53c1-4e7e-82bf-65fb480871ab.jpg.296x216.jpg', '惠康苑南北两房，景观楼层，诚意出售，看房有钥匙', '惠康苑  | 2室1厅 | 79平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2014年建板楼  -  惠南', '206万', '单价26076元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d816e373-8e9a-4c0b-930d-6ea29bcc9dad.png.296x216.jpg', '有钥匙随时可看，诚意卖房，内环内，', '东城新村  | 2室1厅 | 64.22平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  杨东', '520万', '单价80972元/平米')
('https://image1.ljcdn.com/310000-inspection/test-496a2e1a-6a68-475e-acee-2e6f84e12ac5.png.296x216.jpg', '八大安心，保驾护航，中高层住宅，诚意售房，随时看', '康桥月苑  | 2室1厅 | 78.7平米 | 南 | 毛坯 | 有电梯', '高楼层(共11层)2009年建板楼  -  康桥', '260万', '单价33037元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170922/e5a14e37-6ffd-4fe5-b1f0-dbfa517185da.jpg.296x216.jpg', '位置好，楼层好，带产权车位，自住装修，南北 通风好', '保利御樽苑(公寓)  | 3室2厅 | 137.26平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2012年建板楼  -  唐镇', '800万', '单价58284元/平米')
('https://image1.ljcdn.com/310000-inspection/81531d63-241e-40b4-be0f-5e97abd7c643.JPG.296x216.jpg', '明天华城  精装三房 满五唯一 诚心出售', '明天华城  | 3室2厅 | 113平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2011年建板楼  -  周浦', '550万', '单价48673元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150330/fcc588b4-53ef-40c2-b110-3b3853000914.jpg.296x216.jpg', '自住精装大两房，得房率高，诚意出售，看房方便', '香楠小区  | 2室2厅 | 71.76平米 | 西 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  张江', '380万', '单价52955元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171206/784de47e-7681-4719-8ed6-d9c6b9c6b6a0.jpg.296x216.jpg', '原始3房仅售385万，业主急售，置换的房子已经定好了。', '古桐路小区  | 3室1厅 | 74.56平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1992年建板楼  -  张江', '385万', '单价51637元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170526/dd24ce16-214b-464d-8d16-af19a8bf1465.jpg.296x216.jpg', '碧云新天地(一期) 2室2厅 715万', '碧云新天地(一期)  | 2室2厅 | 108.75平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2002年建板楼  -  金桥', '715万', '单价65748元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload9c3515c7-1b6f-4753-9c7a-812c4f824a47.jpg.296x216.jpg', '金领国际(公寓) 2室2厅 370万', '金领国际(公寓)  | 2室2厅 | 88.9平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2009年建板楼  -  曹路', '370万', '单价41620元/平米')
('https://image1.ljcdn.com/310000-inspection/b77be923-2d87-4011-972e-2a2f0d7d6777.jpg.296x216.jpg', '此房近小区花园位置，楼层好位置佳。产权清晰', '金杨新村九街坊  | 2室1厅 | 60.61平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1993年建板楼  -  金杨', '345万', '单价56922元/平米')
('https://image1.ljcdn.com/310000-inspection/test-73ecc63d-1a4a-42bd-9043-853d6d0b643b.png.296x216.jpg', '低总价交通方便，中间楼层，税费少', '玉兰路46弄  | 2室2厅 | 66.05平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1993年建板楼  -  花木', '448万', '单价67828元/平米')
('https://image1.ljcdn.com/310000-inspection/52148f2a-7550-477b-aeb2-17092243442c.jpg.296x216.jpg', '满五唯一 别墅旁边    位置很好  看房随时', '幸福小镇(公寓)  | 2室1厅 | 77.54平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2005年建板楼  -  高行', '415万', '单价53521元/平米')
('https://image1.ljcdn.com/310000-inspection/c37d8224-31e0-4ac4-890f-f1192bb51e21.jpg.296x216.jpg', '小区央位一手动迁满五唯一总价低单价低税费少交通方便', '芳雅苑  | 2室1厅 | 74.88平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  北蔡', '360万', '单价48077元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170520/e2a220b6-b2a2-46b2-844a-e3bd7408f9d9.jpg.296x216.jpg', '看房随时,经典小户型.业主诚心', '海尚康庭  | 2室1厅 | 74平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2008年建板楼  -  康桥', '280万', '单价37838元/平米')
('https://image1.ljcdn.com/310000-inspection/242c9bfb-5874-40ae-bb98-ea2cf8e24799.jpg.296x216.jpg', '房型好，近地铁，配套齐全。。。', '川杨新苑(三期)  | 3室2厅 | 112.9平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2010年建板楼  -  张江', '540万', '单价47830元/平米')
('https://image1.ljcdn.com/310000-inspection/test-de591fed-0528-4f88-a281-a52ddb3040e4.png.296x216.jpg', '中间楼层  大两房 诚心出售 价格能谈 采光好', '华沙一村  | 2室1厅 | 75.86平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1995年建板楼  -  川沙', '295万', '单价38888元/平米')
('https://image1.ljcdn.com/310000-inspection/test-34d3b55d-4868-4aad-b27c-077bd091f623.png.296x216.jpg', '仁恒滨江园二期小两房，品质小区，以选自住，看房可约', '仁恒滨江园  | 2室2厅 | 88.99平米 | 北 | 精装 | 有电梯', '中楼层(共27层)2001年建板楼  -  陆家嘴', '970万', '单价109002元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0d75e051-f7b3-4ef6-9a9c-c1a818c0f734.png.296x216.jpg', '房东出国急售一楼带天井 南北通透小两房看房随时', '香山新村东南街坊  | 2室1厅 | 51.66平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1995年建板楼  -  金杨', '265万', '单价51297元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fca9d1b5-2ac7-4ec7-b2ea-9a8dcaf6bf1d.png.296x216.jpg', '申江豪城南北大两房 前滩8号线 新出房源 随时看房', '申江豪城  | 2室2厅 | 91.22平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2004年建板楼  -  三林', '620万', '单价67968元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170922/d0d04e69-c02a-4bf0-baf4-9c05ff7eeff7.jpg.296x216.jpg', '杉林新月环林东路879弄 1室1厅 260万', '杉林新月环林东路879弄  | 1室1厅 | 52.46平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  三林', '260万', '单价49562元/平米')
('https://image1.ljcdn.com/310000-inspection/e6b203b5-c644-4098-be81-feed6024e4d1.jpg.296x216.jpg', '06年商品房，94平，买一层送一层，精装修小区位置好。', '河滨城市花园  | 2室2厅 | 94.44平米 | 南 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  曹路', '490万', '单价51885元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170305/61da0eda-23a2-4574-a8ca-379025180ae4.jpg.296x216.jpg', '内环优质一房  楼层佳 满五唯一  看房随时。', '塘桥小区  | 1室1厅 | 34.42平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1976年建板楼  -  塘桥', '208万', '单价60430元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171223/f1c33ee9-7bc6-4cd0-811b-e347a9802312.jpg.296x216.jpg', '此房珠光苑三期的房子，南北通的大三房，房型好楼层好', '珠光苑  | 3室2厅 | 141.89平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  川沙', '580万', '单价40877元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170715/2c4ca792-9f71-404f-83a6-edfd100aaf25.jpg.296x216.jpg', '小户型，总价低，看房随时，业主急售', '春港丽园(公寓)  | 1室2厅 | 55.69平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1994年建板楼  -  张江', '290万', '单价52074元/平米')
('https://image1.ljcdn.com/310000-inspection/test-f9338d1b-6a7a-4f63-84e0-a40564c0b808.png.296x216.jpg', '四街区，南北通大两房，动迁满五唯一，随时看房', '大华锦绣华城(四街区)  | 2室2厅 | 84.02平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2010年建板楼  -  北蔡', '570万', '单价67841元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180109/f8b88759-1e9f-48f6-b0f9-ab6595271731.jpg.296x216.jpg', '东升家园(三期) 2室2厅 230万', '东升家园(三期)  | 2室2厅 | 92.61平米 | 南 | 毛坯 | 有电梯', '中楼层(共14层)2006年建板楼  -  航头', '230万', '单价24836元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bc9dfa1e-06e6-4a8c-9160-f3113d6ca03e.png.296x216.jpg', '对口福外+建平，经典边套全明户型，老业主诚意出售', '梅园三街坊  | 1室1厅 | 33.94平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1984年建板楼  -  源深', '488万', '单价143784元/平米')
('https://image1.ljcdn.com/310000-inspection/6158a78a-66ab-4b29-8734-2f2848d3273a.jpg.296x216.jpg', '06年首付180万起  免增值税 正对小区花园 送婚房装修', '三林世博家园(东书房路560弄)  | 3室2厅 | 97平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2006年建板楼  -  三林', '503万', '单价51856元/平米')
('https://image1.ljcdn.com/310000-inspection/c4785932-d0f2-4813-a61c-73a741aaf764.jpg.296x216.jpg', '临沂三村 2室1厅 315万', '临沂三村  | 2室1厅 | 55.15平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1988年建板楼  -  南码头', '315万', '单价57117元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160723/100d3b1e-31a8-49c0-bb05-9cd7b0ce453d.jpg.296x216.jpg', '冠郡二期 一梯一户 精装修 南北通 品质小区 总价低', '东方冠郡  | 2室2厅 | 99.45平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  新场', '305万', '单价30669元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170423/7e07353a-8903-4a7d-9c9d-e9d77b6cea36.jpg.296x216.jpg', '满五年唯一 +低楼层两房  9号线地铁站500M', '金桥一景  | 2室1厅 | 86.39平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  金桥', '605万', '单价70032元/平米')
('https://image1.ljcdn.com/310000-inspection/test-70223acd-b23f-4acc-89fc-2b0ba15fc416.png.296x216.jpg', '品质社区，双轨6+12号线，配套齐全，可上福外世纪星', '证大家园(公寓)  | 2室2厅 | 84.05平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2002年建板楼  -  金桥', '620万', '单价73766元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170404/b484230e-dd04-49e0-bb66-d4ede5f80fd2.jpg.296x216.jpg', '梓潼新村 3室1厅 265万', '梓潼新村  | 3室1厅 | 78.86平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1987年建板楼  -  周浦', '265万', '单价33604元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3f13e559-9548-4241-9a02-b65c5f1eb9f5.JPG.296x216.jpg', '瑞和苑 2室2厅 265万', '瑞和苑  | 2室2厅 | 74.04平米 | 南 | 简装 | 有电梯', '高楼层(共14层)板楼  -  周浦', '265万', '单价35792元/平米')
('https://image1.ljcdn.com/310000-inspection/test-40d4f9a4-757b-4c4e-bf98-5a06c91d4a8f.png.296x216.jpg', '天和湖滨商品房，精装修，采光好，钥匙房，双南户型。', '天和湖滨家园(公寓)  | 2室2厅 | 86.39平米 | 南 | 精装 | 有电梯', '低楼层(共12层)2010年建板楼  -  川沙', '298万', '单价34495元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6f53fe63-d916-4340-ae81-747697897cc7.png.296x216.jpg', '双南一梯两户，全明，售后公房免增值税，有钥匙', '金杨新村三街坊  | 2室1厅 | 58.24平米 | 南 北 | 简装 | 有电梯', '高楼层(共7层)1995年建板楼  -  金杨', '275万', '单价47219元/平米')
('https://image1.ljcdn.com/310000-inspection/0e32405f-7365-4a90-af7c-88ceb48dc0a6.jpg.296x216.jpg', '池月路精装修带阁楼诚意出售采光好。', '清风雅苑  | 2室2厅 | 81.1平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  泥城镇', '170万', '单价20962元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170909/0bd5419f-bcbb-40ef-9ba9-c3e23b70c54d.jpg.296x216.jpg', '满五年+带独立院子+出行方便+配套设施齐全', '泾东小区  | 1室1厅 | 44.44平米 | 南 | 简装 | 无电梯', '低楼层(共6层)板楼  -  洋泾', '348万', '单价78308元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/c6bc8637-df65-4fcb-a769-67e4005cc09d.jpg.296x216.jpg', '观景楼层，满五唯一，免个税。精装修，拎包入住。', '海洲桃花园  | 3室2厅 | 112平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2004年建板楼  -  航头', '375万', '单价33483元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170324/fb302620-fa5d-472d-87ed-df0c8648c614.jpg.296x216.jpg', '满二税费少 2016年的装修 拎包入住 双南户型', '吉云公寓  | 2室1厅 | 77.62平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1995年建板楼  -  联洋', '560万', '单价72147元/平米')
('https://image1.ljcdn.com/310000-inspection/e22d4755-9158-478b-a962-cac36fee8173.jpg.296x216.jpg', '星纳家园 3室1厅 350万', '星纳家园  | 3室1厅 | 79.63平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2011年建板楼  -  曹路', '350万', '单价43954元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171018/2be4d757-e273-4662-8480-063a9ddb5ebb.jpg.296x216.jpg', '同户型低总价，南北通透，前后无遮挡，俯瞰整个浦东！', '绿洲康城亲水湾(中央区)  | 3室2厅 | 129.01平米 | 暂无数据 | 精装 | 有电梯', '高楼层(共22层)2012年建板楼  -  御桥', '613万', '单价47516元/平米')
('https://image1.ljcdn.com/310000-inspection/test-ebeffa22-f2e6-4786-9b25-724b51c40bc4.png.296x216.jpg', '动迁房，税少，适合老人养老的温馨屋。', '康桥月苑  | 2室1厅 | 72.77平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)2009年建板楼  -  康桥', '260万', '单价35730元/平米')
('https://image1.ljcdn.com/310000-inspection/test-6a318aa5-7666-4625-b698-58c1f654af7f.png.296x216.jpg', '电梯高层 一手动迁 价格可谈 预约随时看房 配套齐全', '大华锦绣华城(四街区)  | 2室2厅 | 83.95平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2010年建板楼  -  北蔡', '630万', '单价75045元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160102/c45177ac-fdc9-45d6-bc96-3290fefd98cd.jpg.296x216.jpg', '花木苑两室一厅，小区安静，适合居住', '花木苑  | 2室1厅 | 74.12平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  花木', '560万', '单价75554元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170924/c0f76fce-cebc-4bc2-b058-b897cd814ab4.jpg.296x216.jpg', '海桐+六一六楼带阁楼，使用面积160㎡，适合一家居住。', '樱花路309弄  | 3室1厅 | 99.66平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  花木', '845万', '单价84789元/平米')
('https://image1.ljcdn.com/310000-inspection/test-41a08ec9-5605-4297-8796-3bc28dd63c10.png.296x216.jpg', '商圈成熟 动物园邻近 南北通透随时看房', '同润蓝美俊庭  | 2室1厅 | 87.76平米 | 暂无数据 | 毛坯', '低楼层(共18层)2015年建板楼  -  大团镇', '188万', '单价21423元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170708/d02e2cdf-ec2f-4bfe-8ce9-85a61b91236e.jpg.296x216.jpg', '满五唯一，无个税，业主诚意出售，价格有空间', '上海绿城  | 1室2厅 | 64.73平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2007年建板楼  -  杨东', '720万', '单价111232元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbd3f7904-102b-48f4-8e51-8ecf508f3a29.jpg.296x216.jpg', '足不出小区 要啥有啥  艺泰安邦 给你一个温馨的家', '艺泰安邦  | 2室2厅 | 90.56平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2010年建板楼  -  宣桥', '260万', '单价28711元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170924/3c0dac37-4620-48ee-a59b-d04ae4391d8c.jpg.296x216.jpg', '妙栏小区，一楼带天井，小区垫高三层半，业主诚售', '妙栏小区  | 1室1厅 | 56.9平米 | 南 | 毛坯 | 无电梯', '低楼层(共6层)1999年建板楼  -  川沙', '230万', '单价40422元/平米')
('https://image1.ljcdn.com/310000-inspection/test-dfe8faa2-13c2-4744-9e41-fc3f3d4ef0c9.png.296x216.jpg', '精装修 小三房 居家的选择 小区环境优美', '保利艾庐  | 2室1厅 | 81.24平米 | 南 | 精装', '高楼层(共18层)板楼  -  周浦', '360万', '单价44314元/平米')
('https://image1.ljcdn.com/310000-inspection/test-04bf651a-0931-4029-8b90-399c0e3a6499.png.296x216.jpg', '舒适小区，安静位置，精装修，诚意出售，看房方便', '上海绿城  | 2室2厅 | 108.6平米 | 东 北 | 精装 | 有电梯', '低楼层(共17层)2007年建板楼  -  杨东', '1000万', '单价92082元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170415/e490e58d-a595-4e10-8925-efe8536fa134.jpg.296x216.jpg', '户型正气精装两房，交通便利，中间楼层', '兰沁苑  | 2室2厅 | 91.68平米 | 暂无数据 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  张江', '530万', '单价57810元/平米')
