('https://image1.ljcdn.com/210200-inspection/test-dcd62141-21c7-4d86-950f-713e1e1aecf0.png.296x216.jpg', '侯一小区 1室1厅 51万', '侯一小区  | 1室1厅 | 49.43平米 | 西 | 其他 | 无电梯', '低楼层(共7层)1993年建板楼  -  侯家沟', '51万', '单价10318元/平米')
('https://image1.ljcdn.com/210200-inspection/test-52f0ee66-563a-4da2-8fad-11a2c394d4b1.png.296x216.jpg', '房龄是98年，看房方便，两室两厅，客厅规矩，看房方便', '幸福小区  | 2室2厅 | 70.46平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  辽师', '86万', '单价12206元/平米')
('https://image1.ljcdn.com/210200-inspection/8994448e-9d2f-47c0-965f-039144215818.jpg.296x216.jpg', '沙区两室中间楼层单价便宜看房方便', '沙区医院  | 2室1厅 | 56.97平米 | 西 | 简装 | 无电梯', '中楼层(共7层)1990年建板楼  -  辽师', '53万', '单价9304元/平米')
('https://image1.ljcdn.com/210200-inspection/1777e6a4-dbe2-4e64-a316-c094e19e13fb.jpg.296x216.jpg', '清泉小区 2室1厅 65万', '清泉小区  | 2室1厅 | 57.8平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  西安路', '65万', '单价11246元/平米')
('https://image1.ljcdn.com/210200-inspection/8d63dc56-8283-40c4-a95e-e7a7dc6ce8f0.jpg.296x216.jpg', '星海广场 亿达杰特 精装一室 拎包即住 装修保持好', '亿达杰特  | 1室0厅 | 50.3平米 | 西 | 其他 | 有电梯', '高楼层(共34层)2005年建板塔结合  -  星海广场', '98万', '单价19484元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e92ad439-0ea4-4575-bfb2-8bdf5efb9437.png.296x216.jpg', '园丁巷 2室1厅 98万', '园丁巷  | 2室1厅 | 77.27平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1990年建板楼  -  春柳', '98万', '单价12683元/平米')
('https://image1.ljcdn.com/210200-inspection/test-97d061cb-8094-4142-9657-a4143b139e24.png.296x216.jpg', '封闭小区两室 南北通厅 多层中间楼层 采光好交通便利', '阳光月秀  | 2室2厅 | 85.17平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  阳光月秀', '150万', '单价17612元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload4e4a1129-0ed0-4469-a3c4-f080251da926.jpg.296x216.jpg', '万科城市花园\u3000知行双校\u3000精装修视野好光线好送大露台', '万科城市花园  | 2室1厅 | 104.06平米 | 东 西 | 精装 | 无电梯', '高楼层(共5层)2005年建板楼  -  绿波', '185万', '单价17779元/平米')
('https://image1.ljcdn.com/210200-inspection/c1694128-8e1a-4949-8d5a-b439a03aec88.JPG.296x216.jpg', '锦江园 2室1厅 67.8万', '锦江园  | 2室1厅 | 58.73平米 | 南 北 | 精装 | 无电梯', '低楼层(共7层)1996年建板楼  -  锦绣', '67.8万', '单价11545元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4fcc83ec-a02d-4b50-ae77-54ae351d569d.png.296x216.jpg', '星海广场精装修两室 高楼层海景房 光线好 价可议', '壹品星海二期  | 2室2厅 | 118.16平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2007年建板楼  -  星海广场', '348万', '单价29452元/平米')
('https://image1.ljcdn.com/210200-inspection/02378bac-1bd8-4273-a5c0-9eeab2844b97.jpg.296x216.jpg', '台山南岳街两室房源 位置好 装修保持好 业主诚心出售', '台山  | 2室2厅 | 100.99平米 | 南 西 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  南沙', '96万', '单价9506元/平米')
('https://image1.ljcdn.com/210200-inspection/f74a5a22-7f75-49d0-977d-011bad31840d.jpg.296x216.jpg', '12年封闭小区婚房装修 卫生间干湿分离 落地大窗很温馨', '益嘉广场  | 2室1厅 | 76.78平米 | 南 西 | 精装 | 有电梯', '中楼层(共30层)2012年建塔楼  -  马栏', '139万', '单价18104元/平米')
('https://image1.ljcdn.com/210200-inspection/156f8bd1-20b6-44e9-9b58-a2a893762069.jpg.296x216.jpg', '鹏顺园小区中间 近格致 安静舒适 接送方便 近年装修', '鹏顺园  | 2室1厅 | 69.18平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  南沙', '215万', '单价31079元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2d560f6b-c078-4526-b4b9-af3ed2d8dad3.png.296x216.jpg', '马栏广场无坡地脚近市场，近地铁，近公交，配套齐全', '马栏广场  | 2室1厅 | 56.65平米 | 东南 北 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  马栏', '57万', '单价10062元/平米')
('https://image1.ljcdn.com/210200-inspection/92244710-e510-408c-8efe-d03802a59271.jpg.296x216.jpg', '08年封闭小区中间楼层采光好视野宽阔', '阳光小筑  | 1室1厅 | 44.19平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2007年建板楼  -  辽师', '86万', '单价19462元/平米')
('https://image1.ljcdn.com/210200-inspection/80d45304-7033-47c8-a44a-427fabab7f2c.jpg.296x216.jpg', '锦霞南园 3室1厅 99.8万', '锦霞南园  | 3室1厅 | 105.96平米 | 东 西 | 毛坯 | 无电梯', '高楼层(共7层)1998年建板楼  -  锦绣', '99.8万', '单价9419元/平米')
('https://image1.ljcdn.com/210200-inspection/6e51df9d-c153-4b64-bea9-36cf5ff8f5e3.jpg.296x216.jpg', '金色年华公馆 2室2厅 238万', '金色年华公馆  | 2室2厅 | 85.26平米 | 西南 | 精装 | 有电梯', '中楼层(共33层)2011年建塔楼  -  中山公园', '238万', '单价27915元/平米')
('https://image1.ljcdn.com/210200-inspection/1c009ef5-3d73-4352-aaa8-4f8f38fbd91a.jpg.296x216.jpg', '星海大观 1室0厅 75万', '星海大观  | 1室0厅 | 44.73平米 | 南 | 其他 | 有电梯', '高楼层(共50层)2010年建板楼  -  星海广场', '75万', '单价16768元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f8ca67d4-63c0-4478-9ddd-aca165653ed7.png.296x216.jpg', '东方圣荷西 1室1厅 170万', '东方圣荷西  | 1室1厅 | 63.36平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2008年建板楼  -  软件园', '170万', '单价26831元/平米')
('https://image1.ljcdn.com/210200-inspection/2dc39850-b3b1-4958-aa40-b3e8e7800778.jpg.296x216.jpg', '总价低,独立的卧室与独立客厅,近公交站与星海广场', '东方星海  | 1室1厅 | 61.38平米 | 东 | 精装 | 有电梯', '中楼层(共30层)2009年建板楼  -  星海广场', '94.5万', '单价15396元/平米')
('https://image1.ljcdn.com/210200-inspection/6488263d-80c1-4437-8e20-086b819685fc.jpg.296x216.jpg', '79中小，户型好，南北通透，两室一厅', '79中金光小区  | 2室1厅 | 65平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1993年建板楼  -  中山公园', '188.5万', '单价29000元/平米')
('https://image1.ljcdn.com/210200-inspection/dad83888-3834-476f-9481-b3047ed4d0d6.jpg.296x216.jpg', '格致幸福E家 南北通透两室两厅一卫 装修保持好', '幸福e家三期  | 2室2厅 | 80平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2004年建板楼  -  幸福e家', '319万', '单价39875元/平米')
('https://image1.ljcdn.com/210200-inspection/55519c55-0743-4223-9412-0ddfbc45b597.JPG.296x216.jpg', '锦云中园 7楼顶 结婚精装 南北 近市场 近学 校', '锦云中园  | 1室1厅 | 45.78平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  锦绣', '55万', '单价12014元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadbba31aa4-f57c-44db-aa11-66be72717fc7.JPG.296x216.jpg', '锦绣路精装两室，户型规矩，楼层好，，诚意出售', '锦绣小高层  | 2室1厅 | 77.23平米 | 东 西 | 精装 | 无电梯', '低楼层(共7层)2000年建板楼  -  锦绣', '80万', '单价10359元/平米')
('https://image1.ljcdn.com/210200-inspection/d9ad6437-d1dd-47a4-b1f9-aa64a86b712b.jpg.296x216.jpg', '美辰臻品 1室1厅 76万', '美辰臻品  | 1室1厅 | 44.93平米 | 东 | 精装 | 有电梯', '中楼层(共5层)2007年建板楼  -  丽景', '76万', '单价16916元/平米')
('https://image1.ljcdn.com/210200-inspection/b15d2eaf-0059-4b0c-8bda-cf19698ece7b.jpg.296x216.jpg', '百年汇 1室1厅 95万', '百年汇  | 1室1厅 | 48.76平米 | 东 | 其他 | 有电梯', '中楼层(共12层)2007年建板楼  -  星海广场', '95万', '单价19484元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc851152e-9dac-4ad6-92e7-ad8505974ca4.jpg.296x216.jpg', '幸福e家二期 三室 近格致 楼层好 采光充足 诚心出售', '幸福e家二期  | 3室2厅 | 113.87平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2003年建板楼  -  幸福e家', '380万', '单价33372元/平米')
('https://image1.ljcdn.com/210200-inspection/5eaa549a-4e94-414a-98f7-df329bcf1e52.jpg.296x216.jpg', '锦泉南园 一室明厅独立厨房 中间楼层 近车站 业主急售', '锦泉南园  | 1室1厅 | 56.83平米 | 东 西 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  锦绣', '56万', '单价9854元/平米')
('https://image1.ljcdn.com/210200-inspection/c528c667-a113-4880-b9dc-589c6ab7ded9.jpg.296x216.jpg', '新华同仁轩 2室1厅 75万', '新华同仁轩  | 2室1厅 | 36.24平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2005年建板楼  -  阳光月秀', '75万', '单价20696元/平米')
('https://image1.ljcdn.com/210200-inspection/86db89af-ac1f-4478-a012-a6436167e5eb.jpg.296x216.jpg', '锦江园 3室2厅 84万', '锦江园  | 3室2厅 | 84.19平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1996年建板楼  -  锦绣', '84万', '单价9978元/平米')
('https://image1.ljcdn.com/210200-inspection/cecf3017-5d59-4b7b-8f52-6bc9bf59f8d9.jpg.296x216.jpg', '侯家沟标准两室一厅花园边近地铁房主诚心卖', '侯一小区  | 2室1厅 | 54.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  侯家沟', '60万', '单价11010元/平米')
('https://image1.ljcdn.com/210200-inspection/a1397283-70e9-42a3-812f-5094396f6798.JPG.296x216.jpg', '刘家桥 两室 小面积 近车站 市场', '刘家桥  | 2室0厅 | 43.84平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1985年建板楼  -  春柳', '42万', '单价9581元/平米')
('https://image1.ljcdn.com/210200-inspection/6e069f67-e6cd-4f68-adb7-02f7dad34c72.jpg.296x216.jpg', '幸福E家 一室新装修 拎包可住 中间楼层', '幸福e家三期  | 1室1厅 | 35.3平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2004年建板楼  -  幸福e家', '208万', '单价58924元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload047f53d0-95f5-4def-968c-cf2f25b6225d.jpg.296x216.jpg', '79中双 精装修 封闭小区 电梯房带阳台视野好满五唯一', '79中科学家公寓  | 2室1厅 | 96.21平米 | 南 | 精装 | 有电梯', '高楼层(共30层)1998年建板楼  -  中山公园', '238万', '单价24738元/平米')
('https://image1.ljcdn.com/210200-inspection/97c713dc-1f21-4f9d-bd51-292033291a93.jpg.296x216.jpg', '精装修，离校近。光线充足，两层保温。', '79中至诚小区  | 2室2厅 | 78平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1992年建板楼  -  中山公园', '209万', '单价26795元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6d0bb333-a8bc-4748-adf4-aeea8baa76ad.png.296x216.jpg', '中海英伦观邸 3室1厅 245万', '中海英伦观邸  | 3室1厅 | 119平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共25层)2009年建板楼  -  绿波', '245万', '单价20589元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5ca7b253-a29f-48b3-b112-0b7d40931b8f.jpg.296x216.jpg', '西安路 兴工街 两室户型 近地铁和新长兴市场', '兴工街  | 2室1厅 | 80平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  西安路', '88万', '单价11000元/平米')
('https://image1.ljcdn.com/210200-inspection/644dee79-38e2-42a5-b01c-4f85eacc7b7b.jpg.296x216.jpg', '79中广电 南北三室 光线视野好 闹中取静 交通方便', '79中广电中心  | 3室1厅 | 72.29平米 | 东南 | 简装 | 无电梯', '高楼层(共8层)1988年建板楼  -  中山公园', '158万', '单价21857元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c23c4b77-7a12-4be8-ad09-6875148ddb4b.png.296x216.jpg', '春柳 近车站 近市场 两室采光好', '园丁巷  | 2室1厅 | 73.12平米 | 东 西 | 简装 | 无电梯', '高楼层(共7层)1998年建板楼  -  春柳', '62万', '单价8480元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload706cd761-f3b6-4876-8526-384a11e064e0.jpg.296x216.jpg', '近格致 南北通透两室 楼层适中，采光视野佳', '鹏顺园  | 2室2厅 | 99.49平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2001年建板楼  -  南沙', '248万', '单价24928元/平米')
('https://image1.ljcdn.com/210200-inspection/36cc602d-094e-4681-8008-2849650b4e0f.jpg.296x216.jpg', '79中双 近学 校 上学不用过道 安全', '79中金光小区  | 2室1厅 | 40.74平米 | 东 北 | 简装 | 无电梯', '低楼层(共8层)1993年建板楼  -  中山公园', '127万', '单价31174元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/0a7176b7-5529-44b2-8e88-b03201aee720.png.280x210.jpg', '锦霞南园 2室2厅 63万', '锦霞南园  | 2室2厅 | 55.97平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  锦绣', '63万', '单价11257元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload15e5a8ca-998b-4348-b059-20fc853c29a1.jpg.296x216.jpg', '星海大厦 4室2厅 198万', '星海大厦  | 4室2厅 | 188平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2002年建板楼  -  黑石礁', '198万', '单价10532元/平米')
('https://image1.ljcdn.com/210200-inspection/0a7c3481-38fd-478e-a8d0-7415337713b0.jpg.296x216.jpg', '幸福e家四期 3室2厅 379万', '幸福e家四期  | 3室2厅 | 98平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2007年建板楼  -  幸福e家', '379万', '单价38674元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload29ee0eef-9318-4745-8e73-e87614e0474d.jpg.296x216.jpg', '德源筑做两室南北通透，五明户型，采光视野好近车站', '德源筑座  | 2室1厅 | 71.59平米 | 南 北 | 其他 | 有电梯', '中楼层(共29层)2009年建板楼  -  和平广场', '200万', '单价27937元/平米')
('https://image1.ljcdn.com/210200-inspection/dbf43fd8-ac06-4507-99c1-c4f02197bfb5.jpg.296x216.jpg', '幸福e家三期 格致南向小户型 装修保持好 诚心出售', '幸福e家三期  | 1室1厅 | 53平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2004年建板楼  -  幸福e家', '225万', '单价42453元/平米')
('https://image1.ljcdn.com/210200-inspection/db4807c0-3827-4b9e-a613-2d9a45da15db.jpg.296x216.jpg', '心宁苑 3室2厅 207万', '心宁苑  | 3室2厅 | 121.23平米 | 南 西 北 | 精装 | 无电梯', '高楼层(共6层)2001年建板楼  -  孙家沟', '207万', '单价17075元/平米')
('https://image1.ljcdn.com/210200-inspection/e76d8145-a82b-4663-a590-f1f40edeed83.jpg.296x216.jpg', '侯一小区 2室1厅 77万', '侯一小区  | 2室1厅 | 67.17平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  侯家沟', '77万', '单价11464元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ce780d1a-6ed8-47c1-97e5-5e48c7cd9679.png.296x216.jpg', '79中城市公元 1室1厅 161万', '79中城市公元  | 1室1厅 | 53.88平米 | 东 | 其他 | 有电梯', '中楼层(共31层)2009年建板楼  -  中山公园', '161万', '单价29882元/平米')
('https://image1.ljcdn.com/210200-inspection/test-1ce0df65-c51c-4fd3-b774-4781e21d59af.png.296x216.jpg', '锦霞北园 2室1厅 75万', '锦霞北园  | 2室1厅 | 77.87平米 | 东 西 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  锦绣', '75万', '单价9632元/平米')
('https://image1.ljcdn.com/210200-inspection/31dcf4cf-3dea-44b8-b66f-064ba36e8c5b.jpg.296x216.jpg', '位置好 南北通透格局 三室两厅两卫  精装 拎包即住', '丽景春天  | 3室2厅 | 137.45平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  丽景', '255万', '单价18553元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e54598f5-62ad-4a02-b823-d0648081e398.png.296x216.jpg', '华邦上都 2室2厅 300万', '华邦上都  | 2室2厅 | 111.79平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2006年建板楼  -  太原街', '300万', '单价26837元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadc6a211ec-129b-4f4a-8bf0-23f15ec58662.jpg.296x216.jpg', '幸福e家五期 大三室 低楼层 阳光充足 南北通透', '幸福e家五期  | 3室2厅 | 134.97平米 | 南 北 | 精装 | 有电梯', '低楼层(共22层)2009年建板楼  -  幸福e家', '450万', '单价33341元/平米')
('https://image1.ljcdn.com/210200-inspection/test-48ca98df-22d9-4d3a-8305-3be0b35f2111.png.296x216.jpg', '锦虹南园南北通透位置超级好中间楼层无坡', '锦虹南园  | 2室1厅 | 69.88平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  锦绣', '85万', '单价12164元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload0c352bb9-b69e-42d1-9b05-dab169f4d5b2.jpg.296x216.jpg', '房子封闭小区，框架房，，位置好，南沙台山房龄新', '明月山庄  | 1室1厅 | 77.22平米 | 西南 | 简装 | 无电梯', '低楼层(共4层)2003年建板楼  -  南沙', '78万', '单价10102元/平米')
('https://image1.ljcdn.com/210200-inspection/b80e527d-36f8-4369-a847-65511edc29a9.jpg.296x216.jpg', '南沙 2室1厅 70万', '南沙  | 2室1厅 | 70.3平米 | 东 西 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  南沙', '70万', '单价9958元/平米')
('https://image1.ljcdn.com/210200-inspection/743de54d-6f05-48c4-8f73-93165d624b4a.jpg.296x216.jpg', '良运缤纷四季跃层精装修买一层送一层赠送70平大露台', '良运缤纷四季  | 3室2厅 | 102.5平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)2006年建板楼  -  丽景', '265万', '单价25854元/平米')
('https://image1.ljcdn.com/210200-inspection/5d67e1d4-3553-41f2-bb85-4e17efc00ac3.jpg.296x216.jpg', '南向一室一厅 精装修 多层实验 出行便利 购物方便', '星海自由港  | 1室1厅 | 47.09平米 | 西南 | 其他 | 无电梯', '高楼层(共5层)2004年建板楼  -  星海人家商圈', '97万', '单价20599元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3d033904-a6ca-4c23-889a-b8c0299abd38.png.296x216.jpg', '宝发金钻 1室1厅 90万', '宝发金钻  | 1室1厅 | 55.18平米 | 西南 | 精装 | 有电梯', '中楼层(共31层)2007年建塔楼  -  西安路', '90万', '单价16311元/平米')
('https://image1.ljcdn.com/210200-inspection/785fc3de-4c0a-4f11-8d12-8e66fc4ffb20.JPG.296x216.jpg', '绿波小区 3室2厅 110万', '绿波小区  | 3室2厅 | 126.04平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)1998年建板楼  -  绿波', '110万', '单价8728元/平米')
