('https://image1.ljcdn.com/440100-inspection/e9faa787-6770-4c5e-8319-83c94bcf6037.jpg.296x216.jpg', '万科金色城品 精装3房 南向望园景', '万科金色城品  | 3室2厅 | 63平米 | 东南 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '360万', '单价57143元/平米')
('https://image1.ljcdn.com/440100-inspection/ee00c9c3-a949-4291-8f87-cc7d7a46de61.jpg.296x216.jpg', '倚湖湾三房 精装修 望湖三房', '祈福新村倚湖湾  | 3室2厅 | 100.22平米 | 北 | 精装 | 有电梯', '中楼层(共33层)2006年建塔楼  -  祈福', '345万', '单价34425元/平米')
('https://image1.ljcdn.com/440100-inspection/28d14eb9-c266-4a30-86c0-a10323a2dc57.jpg.296x216.jpg', '近地铁 精装修 送家私 拎包入住', '番禺监狱宿舍  | 2室1厅 | 74.46平米 | 南 北 | 精装', '高楼层(共6层)板楼  -  大石', '190万', '单价25518元/平米')
('https://image1.ljcdn.com/440100-inspection/7cb13417-dba8-48ab-8b37-4060320aa7a4.jpg.296x216.jpg', '信业尚誉 户型方正  高层视野采光很好', '信业尚誉  | 1室1厅 | 48.63平米 | 北 | 精装', '中楼层(共11层)2014年建塔楼  -  市桥东', '145万', '单价29817元/平米')
('https://image1.ljcdn.com/440100-inspection/85b14a64-74cf-49ab-8522-75e5b11e5538.JPG.296x216.jpg', '西城花园三街 2室2厅 145万', '西城花园三街  | 2室2厅 | 78平米 | 南 | 其他 | 无电梯', '高楼层(共8层)1998年建塔楼  -  市桥', '145万', '单价18590元/平米')
('https://image1.ljcdn.com/440100-inspection/15c22a86-54c7-46c9-ac29-3589e907a074.jpg.296x216.jpg', '大石怡景花园 精装3房', '怡景花园  | 3室2厅 | 100平米 | 西 | 其他 | 有电梯', '高楼层(共23层)2004年建塔楼  -  大石', '300万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/b885d702-68a5-417b-9092-79d9d76df0b5.jpg.296x216.jpg', '越秀可逸阳光精装三房 小区园景 位置安静', '越秀可逸阳光  | 3室2厅 | 108.38平米 | 北 | 精装 | 有电梯', '高楼层(共13层)2013年建塔楼  -  沙湾', '320万', '单价29526元/平米')
('https://image1.ljcdn.com/440100-inspection/2055043a-5f70-4551-974e-39b4863b3831.jpg.296x216.jpg', '诺德名筑刚需三房，保养好户型方正', '自在城市花园四期诺德名筑  | 3室2厅 | 87平米 | 北 | 精装 | 有电梯', '中楼层(共11层)塔楼  -  汉溪', '280万', '单价32184元/平米')
('https://image1.ljcdn.com/440100-inspection/46dd4122-8800-4209-a528-2d63386836a3.jpg.296x216.jpg', '金业花园 3房 精装出售', '金业花园翠湖居  | 3室2厅 | 85平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1990年建塔楼  -  沙湾', '235万', '单价27648元/平米')
('https://image1.ljcdn.com/440100-inspection/5287271e-795c-4604-8042-fd97e9fe77d6.jpg.296x216.jpg', '翠云山大四房 户型方正 精装修', '华南碧桂园翠云山  | 4室2厅 | 153平米 | 西北 | 精装 | 有电梯', '中楼层(共18层)2001年建塔楼  -  雅居乐', '480万', '单价31373元/平米')
('https://image1.ljcdn.com/440100-inspection/1b4c7208-2fc2-48d8-954c-d4ccebf00371.jpg.296x216.jpg', '全明格局 户型方正 距离地铁800米 产权清晰 望小区', '广华苑  | 3室1厅 | 79.3平米 | 北 | 简装', '高楼层(共6层)1998年建塔楼  -  市桥东', '200万', '单价25221元/平米')
('https://image1.ljcdn.com/440100-inspection/d7d2fcd4-b953-4304-9eaa-3c59ee4f2633.jpg.296x216.jpg', '金沙丽水 方正两房出售 带装修', '金沙丽水沙湾路128号  | 2室1厅 | 84.95平米 | 西北 | 简装 | 无电梯', '中楼层(共4层)1990年建板楼  -  沙湾', '175万', '单价20601元/平米')
('https://image1.ljcdn.com/440100-inspection/59eff576-da36-4747-ab2b-6c3763fb3164.JPG.296x216.jpg', '广州雅居乐花园时光九篇 3室2厅 370万', '广州雅居乐花园时光九篇  | 3室2厅 | 105.75平米 | 东北 | 精装 | 有电梯', '中楼层(共11层)2010年建塔楼  -  雅居乐', '370万', '单价34989元/平米')
('https://image1.ljcdn.com/440100-inspection/f56580f5-2ad7-410b-8bdb-27a3a2ade27b.jpg.296x216.jpg', '花样年华 南向三房 采光好', '番禺海伦堡花样年华三期  | 3室2厅 | 113.53平米 | 南 | 毛坯 | 有电梯', '中楼层(共18层)2005年建塔楼  -  沙湾', '360万', '单价31710元/平米')
('https://image1.ljcdn.com/440100-inspection/04672dd7-f1ce-49cb-b1e0-610f3f0f6365.jpg.296x216.jpg', '祈福新村青怡居 交通便利 园景单位 出售', '祈福新村青怡居  | 3室2厅 | 105.29平米 | 北 | 其他 | 无电梯', '高楼层(共5层)1995年建板楼  -  祈福', '285万', '单价27069元/平米')
('https://image1.ljcdn.com/440100-inspection/f4e60d0d-adcc-4953-b40d-dfdf52ad0c7c.jpg.296x216.jpg', '富丽家园 简单装修 楼梯中层 业主诚意出售', '富丽家园金山大厦  | 3室1厅 | 81.83平米 | 东南 | 简装 | 无电梯', '中楼层(共8层)1995年建塔楼  -  大石', '158万', '单价19309元/平米')
('https://image1.ljcdn.com/440100-inspection/57536a91-b7cc-4e71-87ad-926379e3dd4f.JPG.296x216.jpg', '广州雅居乐花园一尺山居 3室2厅 380万', '广州雅居乐花园一尺山居  | 3室2厅 | 97.21平米 | 东北 | 精装 | 有电梯', '中楼层(共23层)2010年建塔楼  -  雅居乐', '380万', '单价39091元/平米')
('https://image1.ljcdn.com/440100-inspection/2b88cd4a-36bf-435d-930b-369607215eef.jpg.296x216.jpg', '万科62方复式3房 精装修', '万科金色城品  | 3室2厅 | 62平米 | 南 北 | 精装 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '370万', '单价59678元/平米')
('https://image1.ljcdn.com/440100-inspection/1f6d4ddc-ce37-4be7-b3c0-be79b365158c.jpg.296x216.jpg', '广州碧桂园 南向三房 安静 采光好', '广州碧桂园雅苑  | 3室2厅 | 102平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)1998年建塔楼  -  南浦', '340万', '单价33334元/平米')
('https://image1.ljcdn.com/440100-inspection/24adaba4-e6f7-4bb3-8b56-f5b044be81bd.jpg.296x216.jpg', '田心社区 方正大三房', '田心社区田心大街  | 3室2厅 | 86.5平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  市桥', '145万', '单价16764元/平米')
('https://image1.ljcdn.com/440100-inspection/b48764c5-cbf9-4aab-a313-a44a204c53ce.jpg.296x216.jpg', '祈福新村蝶舞 格局方正 采光好', '祈福新村蝶舞轩  | 3室2厅 | 87.87平米 | 北 | 其他 | 无电梯', '高楼层(共6层)2002年建塔楼  -  祈福', '280万', '单价31866元/平米')
('https://image1.ljcdn.com/440100-inspection/a364c648-4c92-438e-aa6b-9dfda4d71495.jpg.296x216.jpg', '万科金色城品 复式毛坯四房', '万科金色城品  | 4室2厅 | 70平米 | 东北 | 其他 | 有电梯', '中楼层(共8层)2010年建塔楼  -  沙湾', '380万', '单价54286元/平米')
('https://image1.ljcdn.com/440100-inspection/0ba9d5e8-7f61-4c5d-a16b-5036f81f643c.jpg.296x216.jpg', '东信华庭 格局方正 电梯中层 位置靓', '东信华庭  | 4室2厅 | 128平米 | 南 | 其他', '中楼层(共20层)2010年建塔楼  -  市桥', '450万', '单价35157元/平米')
('https://image1.ljcdn.com/440100-inspection/4031f87b-76b3-4144-a6f5-a71a7c325341.JPG.296x216.jpg', '康裕园 实用三房 地铁三号线市桥站', '康裕园  | 3室2厅 | 95.77平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1993年建塔楼  -  市桥', '255万', '单价26627元/平米')
('https://image1.ljcdn.com/440100-inspection/8a6c1222-22f6-42e5-a61b-355559268287.JPG.296x216.jpg', '德兴园  户型方正  刚需三房', '德兴园  | 3室2厅 | 107平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1998年建塔楼  -  市桥', '245万', '单价22898元/平米')
('https://image1.ljcdn.com/440100-inspection/bb519215-4c43-4ef8-8ddf-ca1ab16a7af5.jpg.296x216.jpg', '雅居乐城南源著 精装修三房出售', '雅居乐城南源著  | 3室2厅 | 95.71平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2013年建塔楼  -  沙湾', '320万', '单价33435元/平米')
('https://image1.ljcdn.com/440100-inspection/be04d2fb-d4a1-453b-a94d-6730926f7311.jpg.296x216.jpg', '奥园养生广场两房公寓,电梯高层', '奥园养生广场  | 2室2厅 | 82平米 | 西南 | 精装 | 有电梯', '低楼层(共29层)2012年建塔楼  -  沙湾', '139.4万', '单价17000元/平米')
('https://image1.ljcdn.com/440100-inspection/30f7b27f-38a2-4e15-9791-c50eec2a8f84.jpg.296x216.jpg', '生态园翠屏苑 南向两房 保养采光好 视野宽阔', '锦绣生态园翠屏苑  | 2室2厅 | 71平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2003年建塔楼  -  钟村', '196万', '单价27606元/平米')
('https://image1.ljcdn.com/440100-inspection/e576f5a9-528b-4a4f-9fee-f8fbf4be30e9.jpg.296x216.jpg', '雅居乐温馨两房', '广州雅居乐花园时光九篇  | 2室2厅 | 80平米 | 东北 | 简装 | 有电梯', '低楼层(共9层)2010年建塔楼  -  雅居乐', '270万', '单价33750元/平米')
('https://image1.ljcdn.com/440100-inspection/4dd7d654-d67a-4309-836f-15975ba40812.JPG.296x216.jpg', '南向单位 看花园，中间楼层视野好', '亚运城媒体北村  | 2室2厅 | 77.47平米 | 南 | 精装', '中楼层(共18层)塔楼  -  亚运城', '240万', '单价30980元/平米')
('https://image1.ljcdn.com/440100-inspection/2b4c2787-18ae-425f-b570-0a3cd5a5fa81.jpg.296x216.jpg', '户型方正，格局分化明了，通透大三房', '东怡新区东雅园  | 3室2厅 | 145.48平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2000年建板楼  -  市桥东', '312万', '单价21447元/平米')
('https://image1.ljcdn.com/440100-inspection/c46f46f5-9bf8-4136-8a00-1b68ef93f466.jpg.296x216.jpg', '格局方正 精装修 小区环境好', '祈福水城  | 4室2厅 | 221平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2008年建塔楼  -  沙湾', '438万', '单价19820元/平米')
('https://image1.ljcdn.com/440100-inspection/5dc8a3d6-c6eb-4e5e-ac8a-6e1567763aa0.jpg.296x216.jpg', '番禺华景新城 楼梯中层精装修三房 望园景泳池 税费低', '番禺华景新城  | 3室2厅 | 91.4平米 | 北 | 精装 | 无电梯', '中楼层(共7层)1999年建塔楼  -  沙湾', '225万', '单价24618元/平米')
('https://image1.ljcdn.com/440100-inspection/68fc4855-74b2-44b6-b1b4-059913f7dee2.jpg.296x216.jpg', '精装修两房，采光通透，户型方正，业主自住保养好', '盛恒家园  | 2室2厅 | 70.17平米 | 北 | 简装 | 有电梯', '低楼层(共11层)塔楼  -  亚运大道中', '180万', '单价25652元/平米')
('https://image1.ljcdn.com/440100-inspection/8370de5d-08b3-4a08-86ba-009f9fa92db8.jpg.296x216.jpg', '南北对流户型，精装修4房，主次卧都挺大', '富豪山庄景峰豪庭  | 4室2厅 | 183平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2013年建塔楼  -  祈福', '520万', '单价28416元/平米')
('https://image1.ljcdn.com/440100-inspection/4b268ef1-e3df-4a43-b27c-cbaa61c2c971.jpg.296x216.jpg', '电梯大户型  南向  风景好', '裕丰新村  | 4室2厅 | 159.96平米 | 南 | 其他', '中楼层(共17层)塔楼  -  亚运城', '300万', '单价18755元/平米')
('https://image1.ljcdn.com/440100-inspection/4092fd3b-e30e-458e-8bdf-b1cd756eb9c1.jpg.296x216.jpg', '祈福新村蝶舞轩 3室2厅 330万', '祈福新村蝶舞轩  | 3室2厅 | 91.14平米 | 北 | 精装 | 无电梯', '低楼层(共6层)2002年建塔楼  -  祈福', '330万', '单价36209元/平米')
('https://image1.ljcdn.com/440100-inspection/c4ea9933-5a32-4eb6-8188-512e22a8db06.JPG.296x216.jpg', '平康路隆基大街 2室1厅 140万', '平康路隆基大街  | 2室1厅 | 67.6平米 | 东南 | 其他', '中楼层(共5层)板楼  -  市桥', '140万', '单价20711元/平米')
('https://image1.ljcdn.com/440100-inspection/17e646c4-8108-414c-9e02-35bb44668072.jpg.296x216.jpg', '信景居 少有的两房放出  中间楼层', '信景居  | 2室2厅 | 77.3平米 | 东 | 简装', '中楼层(共8层)1998年建塔楼  -  沙湾', '156万', '单价20182元/平米')
('https://image1.ljcdn.com/440100-inspection/c0629d70-d6f6-4f11-9bce-d2b7f155f1c6.jpg.296x216.jpg', '雅居乐锦官城 2房2厅 280万元', '雅居乐锦官城星汇  | 2室2厅 | 94.77平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2011年建塔楼  -  沙湾', '268万', '单价28279元/平米')
('https://image1.ljcdn.com/440100-inspection/0181e483-c31d-4ee9-af05-763cfc8db1c2.jpg.296x216.jpg', '金山谷八期E度 南向大两房 换房出售', '金山谷八期  | 2室2厅 | 75.49平米 | 东 南 | 简装 | 有电梯', '高楼层(共21层)2013年建塔楼  -  祈福', '260万', '单价34442元/平米')
('https://image1.ljcdn.com/440100-inspection/296ba0f9-569a-4879-bd9a-087265bbc19e.jpg.296x216.jpg', '越秀可逸阳光 精装四房', '越秀可逸阳光  | 4室2厅 | 158平米 | 南 | 精装 | 有电梯', '低楼层(共13层)2013年建塔楼  -  沙湾', '438万', '单价27722元/平米')
('https://image1.ljcdn.com/440100-inspection/2607475e-4b54-40e5-92a0-edde206dbdad.JPG.296x216.jpg', '东方白云花园 3室2厅 252万', '东方白云花园  | 3室2厅 | 105平米 | 东北 | 简装', '中楼层(共6层)2002年建板楼  -  市桥东', '252万', '单价24000元/平米')
('https://image1.ljcdn.com/440100-inspection/0952db20-5086-4553-91ea-cf18c8519190.jpg.296x216.jpg', '番安宿舍 三房', '番安宿舍  | 3室2厅 | 98.9平米 | 西 | 简装 | 无电梯', '高楼层(共8层)1998年建塔楼  -  市桥', '158万', '单价15976元/平米')
('https://image1.ljcdn.com/440100-inspection/7eb04fca-ed7a-4103-9b30-cb92f8d8a1d3.jpg.296x216.jpg', '裕福花园，电梯中层，大三房,布局好', '裕福花园  | 3室2厅 | 120平米 | 西北 | 简装 | 有电梯', '中楼层(共19层)2003年建塔楼  -  市桥', '360万', '单价30000元/平米')
('https://image1.ljcdn.com/440100-inspection/cbdc365e-61b9-46f4-b2cc-2f3ab6e5f058.JPG.296x216.jpg', '桥福园 2室2厅 180万', '桥福园  | 2室2厅 | 74.3平米 | 南 | 其他 | 无电梯', '中楼层(共8层)2000年建塔楼  -  市桥', '180万', '单价24227元/平米')
('https://image1.ljcdn.com/440100-inspection/166d35e0-e55a-42e6-ba57-5eca94ce19af.jpg.296x216.jpg', '东信华庭 格局方正', '东信华庭  | 3室2厅 | 137平米 | 南 | 其他', '中楼层(共25层)2010年建塔楼  -  市桥', '480万', '单价35037元/平米')
('https://image1.ljcdn.com/440100-inspection/34608643-ee52-4e15-81ef-64d6a52c441b.jpg.296x216.jpg', '星尚花园 通透三房 新装修', '星尚花园  | 3室2厅 | 97.35平米 | 南 | 简装 | 有电梯', '中楼层(共26层)1988年建塔楼  -  市桥东', '280万', '单价28763元/平米')
('https://image1.ljcdn.com/440100-inspection/65841f2c-48a3-46f5-8dc2-3466b394a2d6.JPG.296x216.jpg', '北丽园八街 2室2厅 193万', '北丽园八街  | 2室2厅 | 78.8平米 | 南 | 其他 | 无电梯', '低楼层(共6层)1995年建板楼  -  市桥', '193万', '单价24493元/平米')
('https://image1.ljcdn.com/440100-inspection/6222c7f6-5e47-4cd5-b454-19fd9415dcf7.jpg.296x216.jpg', '万科欧泊 2室1厅 350万', '万科欧泊  | 2室1厅 | 80平米 | 东北 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  华南', '350万', '单价43750元/平米')
('https://image1.ljcdn.com/440100-inspection/3f8172e7-8e19-403d-b895-55f0007a9597.JPG.296x216.jpg', '水韵蓝湾南区 2室2厅 222万', '水韵蓝湾南区  | 2室2厅 | 89.6平米 | 北 | 精装 | 有电梯', '中楼层(共17层)2010年建塔楼  -  沙湾', '222万', '单价24777元/平米')
('https://image1.ljcdn.com/440100-inspection/83e3c53e-e320-4d35-a318-957adcb3651d.jpg.296x216.jpg', '华海大厦 精装3房', '华海大厦  | 3室2厅 | 139.8平米 | 东南 | 简装 | 有电梯', '高楼层(共16层)2000年建塔楼  -  市桥', '299万', '单价21388元/平米')
('https://image1.ljcdn.com/440100-inspection/e5277100-d2d9-4303-8c70-924b4538a465.JPG.296x216.jpg', '祈福新村蝶舞轩 4室2厅 350万', '祈福新村蝶舞轩  | 4室2厅 | 109.65平米 | 北 | 精装 | 无电梯', '中楼层(共6层)2002年建板楼  -  祈福', '350万', '单价31920元/平米')
('https://image1.ljcdn.com/440100-inspection/7b8a38fc-61c1-4b81-884f-cebe34d4f76b.jpg.296x216.jpg', '锦绣生态园 中层三房出售', '锦绣生态园倚翠苑  | 3室2厅 | 93.32平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2004年建塔楼  -  钟村', '240万', '单价25718元/平米')
('https://image1.ljcdn.com/440100-inspection/a008685b-36ca-4d63-8ae3-df417860d248.JPG.296x216.jpg', '金海岸花园 聚湖 温馨三房 环境舒适', '金海岸花园皇玛  | 3室2厅 | 101平米 | 北 | 简装 | 有电梯', '低楼层(共9层)2002年建塔楼  -  市桥东', '320万', '单价31684元/平米')
('https://image1.ljcdn.com/440100-inspection/248253ae-b7c4-4b1f-b334-2fef28070cb6.JPG.296x216.jpg', '华碧紫翠大两房 诚心出售', '华南碧桂园紫翠苑  | 2室2厅 | 80.5平米 | 东北 | 简装 | 无电梯', '中楼层(共7层)2001年建塔楼  -  华南', '255万', '单价31678元/平米')
('https://image1.ljcdn.com/440100-inspection/17c70358-97ad-4b74-a5e8-19b5b827424c.jpg.296x216.jpg', '奥园城市天地 公寓出售', '奥园城市天地  | 1室1厅 | 47.6平米 | 东北 | 精装 | 有电梯', '高楼层(共22层)2015年建塔楼  -  汉溪', '125万', '单价26261元/平米')
('https://image1.ljcdn.com/440100-inspection/1aebe859-ed34-4e2d-9829-72a643767c05.jpg.296x216.jpg', '金沙诚筑 3室2厅 240万', '金沙诚筑  | 3室2厅 | 89.41平米 | 北 | 其他', '低楼层(共18层)塔楼  -  沙湾', '240万', '单价26843元/平米')
('https://image1.ljcdn.com/440100-inspection/4e28f200-1c13-47db-ab64-48827f810ee7.jpg.296x216.jpg', '美心花园 实用2房 交通方便', '美心花园  | 2室2厅 | 54.4平米 | 北 | 简装 | 无电梯', '中楼层(共7层)1999年建塔楼  -  市桥东', '120万', '单价22059元/平米')
('https://image1.ljcdn.com/440100-inspection/2a482694-f67e-47d8-9b41-0924adf5e168.jpg.296x216.jpg', '南浦海滨花园 3室2厅 310万', '南浦海滨花园  | 3室2厅 | 101.54平米 | 西 | 精装 | 无电梯', '中楼层(共6层)2002年建塔楼  -  南浦', '310万', '单价30530元/平米')
('https://image1.ljcdn.com/440100-inspection/7d4fd842-3021-493f-ac31-0a65c611c576.JPG.296x216.jpg', '裕兴大厦 电梯高层  温馨三房', '西环路裕兴大厦  | 3室2厅 | 106平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)塔楼  -  市桥', '238万', '单价22453元/平米')
('https://image1.ljcdn.com/440100-inspection/df2d6f61-92a9-4e36-879f-f86f0456871d.JPG.296x216.jpg', '紫荆园 实用三房 望泳池 带15平方露台 过五年', '锦绣香江花园紫荆园  | 3室2厅 | 108平米 | 北 | 精装 | 有电梯', '低楼层(共11层)2004年建塔楼  -  汉溪', '410万', '单价37963元/平米')
('https://image1.ljcdn.com/440100-inspection/78944ee7-46c4-4565-bab9-059908dbc058.jpg.296x216.jpg', '星晨时代毛坯 三房放售', '星晨时代豪庭  | 3室2厅 | 129.13平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2011年建塔楼  -  沙湾', '430万', '单价33300元/平米')
('https://image1.ljcdn.com/440100-inspection/578418a0-9958-41dd-a247-c63c7a7a4f47.JPG.296x216.jpg', '广州雅居乐花园，浅山温馨二房', '广州雅居乐花园浅山小筑  | 2室2厅 | 96平米 | 南 | 简装 | 有电梯', '高楼层(共11层)2010年建塔楼  -  雅居乐', '360万', '单价37500元/平米')
