('https://image1.ljcdn.com/440300-inspection/test-1a38b4c5-3f36-4255-bcfe-946e703977fe.png.296x216.jpg', '碧水龙庭 三期 中高楼层 南向看花园  2+1户型 有钥匙', '碧水龙庭  | 2室1厅 | 73.31平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  民治', '390万', '单价53199元/平米')
('https://image1.ljcdn.com/440300-inspection/b7d9f38e-ab8f-4313-af92-be52c6f25744.jpg.296x216.jpg', '世纪春城电梯房1房 装修保养好 业主诚心卖', '世纪春城三期7号地  | 1室1厅 | 37.81平米 | 西南 | 其他 | 有电梯', '高楼层(共11层)2006年建板塔结合  -  深圳北站', '210万', '单价55541元/平米')
('https://image1.ljcdn.com/440300-inspection/5ea82fcd-b45e-483d-b272-3059a58c2b6d.JPG.296x216.jpg', '溪山三房户型   朝南视野好   社区大环境好  自住优选', '溪山  | 3室2厅 | 87.31平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2010年建板塔结合  -  深圳北站', '580万', '单价66430元/平米')
('https://image1.ljcdn.com/440300-inspection/6929f1ae-8f30-4c9a-a1d8-cfe088ad92aa.jpg.296x216.jpg', '春城四期动静分离复式三房   高楼层   通透采光性好', '世纪春城四期  | 3室2厅 | 99.92平米 | 南 西南 | 精装 | 有电梯', '高楼层(共26层)2008年建板塔结合  -  深圳北站', '518万', '单价51842元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5d029070-49f2-4986-92d9-3b2291ca3a9e.png.296x216.jpg', '金侨花园 3室2厅 305万', '金侨花园  | 3室2厅 | 75.3平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)1992年建板塔结合  -  龙华中心', '305万', '单价40505元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4d0cbcfd-86e9-489c-8437-3887b24fa4ca.png.296x216.jpg', '龙华花半里花园 3室2厅 425万', '龙华花半里花园  | 3室2厅 | 87.85平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  龙华中心', '425万', '单价48378元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e692f96f-375d-46c8-948c-8dd153bdefa3.png.296x216.jpg', '满五年，税费少，有钥匙，随时看房，业主诚心出售', '金地上塘道一期  | 1室1厅 | 44.04平米 | 北 | 其他 | 有电梯', '低楼层(共24层)2010年建板楼  -  上塘', '265万', '单价60173元/平米')
('https://image1.ljcdn.com/440300-inspection/test-682b1653-ef07-41ad-a203-178808a494ce.png.296x216.jpg', '朝南看花园，中高楼层视野采光好，户型方正', '潜龙鑫茂花园A区  | 2室1厅 | 55.97平米 | 西南 | 其他 | 有电梯', '中楼层(共12层)2005年建板塔结合  -  民治', '340万', '单价60747元/平米')
('https://image1.ljcdn.com/440300-inspection/test-50dd4758-f28d-41a7-947f-215717b6f4eb.png.296x216.jpg', '户型通透、满五唯一、红本在手、税费少', '莱蒙水榭春天一期  | 3室2厅 | 88.98平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2010年建塔楼  -  深圳北站', '610万', '单价68555元/平米')
('https://image1.ljcdn.com/440300-inspection/f8fd3071-61e2-4828-accc-13504b51ac6a.jpg.296x216.jpg', '满五年唯一 红本在手 交易快 高楼层  上学方便', '金地梅陇镇四期  | 1室1厅 | 42.41平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2009年建板塔结合  -  深圳北站', '246万', '单价58006元/平米')
('https://image1.ljcdn.com/440300-inspection/94045dc9-7abb-4d4e-94b8-c2f2ea2fd2ac.JPG.296x216.jpg', '龙华观澜金地鹭湖一号单证四房 业主换房 诚信出售', '金地鹭湖1号  | 4室2厅 | 133.84平米 | 南 北 | 其他 | 有电梯', '中楼层(共16层)2015年建板塔结合  -  观澜', '630万', '单价47072元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a432301e-861b-45b3-a08c-072eafcc49b5.png.296x216.jpg', '中航阳光新苑 朝南朝花园安静，大阳台', '中航阳光新苑  | 4室2厅 | 119.3平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2004年建板塔结合  -  深圳北站', '800万', '单价67058元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload16c7fd72-3cdc-494a-b807-a3e92cb95b4a.jpg.296x216.jpg', '华盛观荟 两居室 带精装修 有阳台通天然气 龙华区观澜', '华盛观荟  | 2室1厅 | 54.56平米 | 东南 | 其他', '中楼层(共36层)2016年建板塔结合  -  观澜', '252万', '单价46188元/平米')
('https://image1.ljcdn.com/440300-inspection/test-2f93face-386b-4ae1-a509-3947394fb220.png.296x216.jpg', '方正通透户型，中间层，安静位置，精装入住，低总价', '莱蒙水榭春天一期  | 3室1厅 | 89.06平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2010年建塔楼  -  深圳北站', '610万', '单价68494元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cbd71df4-41df-4c0e-bb87-1477ac4babbc.png.296x216.jpg', '满两年，户型方正，看白石龙音乐公园', '万科金域华府  | 3室2厅 | 89.04平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2010年建板塔结合  -  深圳北站', '670万', '单价75248元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8ad57d1c-15a2-471a-8802-3a8f44cb1148.png.296x216.jpg', '中航格澜郡阳光花园 2室2厅 340万', '中航格澜郡阳光花园  | 2室2厅 | 78.29平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2006年建板塔结合  -  观澜', '340万', '单价43429元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9452eeb2-5b9e-4f38-8e8a-9f2a31c359d4.png.296x216.jpg', '丰泽湖山庄 3室2厅 530万', '丰泽湖山庄  | 3室2厅 | 94.4平米 | 东北 | 其他 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  深圳北站', '530万', '单价56145元/平米')
('https://image1.ljcdn.com/440300-inspection/test-128f8093-a6b3-4658-b05b-784d3b43b952.png.296x216.jpg', '《新上》壹城复式房，看花园，朝南，赠送多', '鸿荣源·壹城中心第九区  | 6室2厅 | 108.54平米 | 南 | 其他', '低楼层(共48层)暂无数据  -  龙华中心', '705万', '单价64954元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ce0c04b2-3527-4e66-b164-780921ec2cf3.png.296x216.jpg', '满两年 红本在手 高拓3房 高楼层 视野好 诚意卖', '鸿荣源·壹城中心第五区  | 3室2厅 | 73.42平米 | 东北 | 其他', '高楼层(共47层)2018年建暂无数据  -  龙华中心', '468万', '单价63743元/平米')
('https://image1.ljcdn.com/440300-inspection/7631d041-0365-494f-9263-ad1470c3085a.jpg.296x216.jpg', '港铁天颂龙胜地铁口 看花园羊台山  景致好 赠送面积多', '港铁天颂  | 4室2厅 | 215.5平米 | 南 北 | 毛坯', '中楼层(共7层)2016年建暂无数据  -  龙华中心', '1500万', '单价69606元/平米')
('https://image1.ljcdn.com/440300-inspection/5dd0ace0-3816-4cd2-8a40-b5275bd9f192.jpg.296x216.jpg', '青年城邦园 中楼层大单间户型通透 租金高', '青年城邦园  | 1室0厅 | 32.25平米 | 西南 | 简装 | 有电梯', '中楼层(共13层)2006年建板塔结合  -  龙华中心', '170万', '单价52714元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7d809994-b872-4177-b14e-613776bb3894.png.296x216.jpg', '龙华区清湖地铁口 新小区 保利悦都五房 业主诚心卖', '保利悦都  | 5室2厅 | 119.04平米 | 东南 | 其他', '高楼层(共27层)2016年建板塔结合  -  龙华中心', '640万', '单价53764元/平米')
('https://image1.ljcdn.com/440300-inspection/test-96b7314c-15e1-4d86-865a-8b943b595a79.png.296x216.jpg', '鸿荣源·壹城中心第九区 4室2厅 600万', '鸿荣源·壹城中心第九区  | 4室2厅 | 88.63平米 | 东南 | 其他', '中楼层(共49层)2017年建暂无数据  -  龙华中心', '600万', '单价67698元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ed317f27-aa72-457d-a35b-7e7ec3bec45b.png.296x216.jpg', '港铁天颂 刚需住房 宜家宜居 环境优美', '港铁天颂  | 3室2厅 | 80.98平米 | 东南 | 其他', '中楼层(共42层)2017年建暂无数据  -  龙华中心', '515万', '单价63596元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e0c54ead-73f5-45db-a2bc-4f8888ffa508.png.296x216.jpg', '潜龙鑫茂花园A区 2室2厅 400万', '潜龙鑫茂花园A区  | 2室2厅 | 71.27平米 | 北 | 其他 | 有电梯', '中楼层(共12层)2006年建板塔结合  -  民治', '400万', '单价56125元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c597866d-5ba6-49cb-ac29-9d008415e7e7.png.296x216.jpg', '香缇雅苑 满五唯一 精装1房1厅 自住保养好 通风采光好', '香缇雅苑  | 1室1厅 | 44.4平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  龙华中心', '198万', '单价44595元/平米')
('https://image1.ljcdn.com/440300-inspection/91ce40b9-6b73-4c3f-aa1d-a303b6812238.JPG.296x216.jpg', '一楼带花园户型，业主已改成四房。带龙华外国语学，校', '懿花园  | 4室2厅 | 81.13平米 | 东南 | 简装 | 有电梯', '低楼层(共10层)2012年建板塔结合  -  观澜', '520万', '单价64095元/平米')
('https://image1.ljcdn.com/440300-inspection/b710bbd1-aaa0-405c-a724-8d286cb704e1.jpg.296x216.jpg', '地铁口无缝对接，7米客厅挑高，5米客厅，送固定停车位', '港铁天颂  | 6室2厅 | 244.29平米 | 东南 西北 | 毛坯', '低楼层(共7层)2016年建暂无数据  -  龙华中心', '1950万', '单价79824元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dc5d2600-8c6b-4ead-a85e-a710e999a8d2.png.296x216.jpg', '新上三房，换房急卖，全店主推，看房方便', '港铁天颂  | 3室2厅 | 88.89平米 | 东南 | 其他', '低楼层(共48层)2017年建暂无数据  -  龙华中心', '500万', '单价56250元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload4e35649f-707b-42b9-acd9-58a030822ff5.jpg.296x216.jpg', '香缇雅苑 1室1厅 140万', '香缇雅苑  | 1室1厅 | 30.18平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板塔结合  -  龙华中心', '140万', '单价46389元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d9d3310f-b26f-450b-9e0d-1bd44ad8105e.png.296x216.jpg', '满两年大四房，有钥匙看房，诚心卖。', '福东龙华府  | 4室2厅 | 119.58平米 | 南 | 毛坯 | 有电梯', '中楼层(共9层)2013年建板塔结合  -  龙华中心', '600万', '单价50176元/平米')
('https://image1.ljcdn.com/440300-inspection/60e40174-1cce-4a99-9c33-660a644d769f.jpg.296x216.jpg', '水榭春天二期三房 中间楼层 精装自住  看市政花园', '莱蒙水榭春天二期  | 3室2厅 | 87.6平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2011年建塔楼  -  深圳北站', '685万', '单价78197元/平米')
('https://image1.ljcdn.com/440300-inspection/test-31bc36b9-118f-4467-9e92-7276cd740c9e.png.296x216.jpg', '合正观澜汇 居家实用型三房 采光很好 客厅出阳台', '合正观澜汇  | 3室2厅 | 79.56平米 | 南 | 其他', '高楼层(共31层)2016年建板塔结合  -  观澜', '400万', '单价50277元/平米')
('https://image1.ljcdn.com/440300-inspection/test-5300e3ed-492f-4b78-aeec-da525568e6be.png.296x216.jpg', '碧水精装三房 大阳台 满五唯一免个税 赠8平入户花园', '碧水龙庭  | 3室2厅 | 104.02平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板塔结合  -  民治', '550万', '单价52875元/平米')
('https://image1.ljcdn.com/440300-inspection/test-97b60c76-c63d-4a2d-8530-ca288af0b225.png.296x216.jpg', '皇后道 居家四房可改5房送大阳台 朝南 带精装', '卓越皇后道  | 4室1厅 | 155.76平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2015年建板楼  -  上塘', '980万', '单价62918元/平米')
('https://image1.ljcdn.com/440300-inspection/test-892f6251-1615-4063-831c-0bb8a6a6bf88.png.296x216.jpg', '江南小区经典两房 坐北朝南 满五年红本 少税 安静住家', '锦绣江南一期  | 2室2厅 | 74.91平米 | 东南 南 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  深圳北站', '360万', '单价48058元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0b14d752-965c-40bd-ac00-463956ca1bf7.png.296x216.jpg', '深圳北红山地铁 楼层适中    满五唯一 上学方便', '莱蒙水榭春天5期  | 3室1厅 | 87.39平米 | 西 | 精装 | 有电梯', '低楼层(共28层)2012年建板塔结合  -  深圳北站', '800万', '单价91544元/平米')
('https://image1.ljcdn.com/440300-inspection/72cf693c-d7eb-46b3-aab4-4d3d64e7297d.jpg.296x216.jpg', '港铁天颂单证联排别墅，户型实用，随时看房，位置安静', '港铁天颂  | 4室2厅 | 251.36平米 | 南 北 | 毛坯', '低楼层(共3层)2016年建暂无数据  -  龙华中心', '2850万', '单价113384元/平米')
('https://image1.ljcdn.com/440300-inspection/6cbcacdd-5eb1-4ecb-b028-56d15203673c.jpg.296x216.jpg', '水榭5期顶楼复式，珍藏尊贵墅级大户', '莱蒙水榭春天5期  | 6室3厅 | 322.58平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2012年建塔楼  -  深圳北站', '3980万', '单价123381元/平米')
('https://image1.ljcdn.com/440300-inspection/test-55aa79ed-ee8c-4c6e-a867-f2695cbc8638.png.296x216.jpg', '皓月二房 红本满五唯一 税费少 看花园视野好。', '皓月花园  | 2室2厅 | 65.58平米 | 北 | 简装 | 无电梯', '高楼层(共7层)2005年建板塔结合  -  民治', '324万', '单价49406元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploada4dceee2-241e-4d85-87dd-f2d4a5d4df42.jpg.296x216.jpg', '锦绣江南四期电梯高楼层，朝南采光好视野好，新装修', '锦绣江南四期  | 1室0厅 | 38.38平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2006年建板塔结合  -  深圳北站', '190万', '单价49505元/平米')
('https://image1.ljcdn.com/440300-inspection/f86d2015-c31c-465f-9b29-a3755bf69313.jpg.296x216.jpg', '城建带固定车位别墅，精装修！！！', '城建仁山智水花园二期  | 5室2厅 | 180.78平米 | 东南 | 其他', '4层2013年建暂无数据  -  观澜', '1399万', '单价77387元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploaddcacb935-7f4e-4cdf-958f-cb94b86e010d.jpg.296x216.jpg', '龙华区苹果园阳台直出赠送大阳台朝南采光好', '苹果园  | 1室1厅 | 41.54平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2004年建板塔结合  -  深圳北站', '200万', '单价48147元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c8d5f96a-e7ad-48ff-a136-077bf5e8b699.png.296x216.jpg', '梅陇镇三期南北通透四房，满五唯一，红本在手婚房装修', '金地梅陇镇三期  | 4室2厅 | 129.34平米 | 南 北 | 其他 | 有电梯', '中楼层(共33层)2008年建板塔结合  -  深圳北站', '750万', '单价57987元/平米')
('https://image1.ljcdn.com/440300-inspection/df010dd4-475f-4844-aaab-49f9de976c63.JPG.296x216.jpg', '幸福城二期 6室1厅 780万', '幸福城二期  | 6室1厅 | 156.66平米 | 南 | 其他', '低楼层(共30层)板塔结合  -  龙华中心', '780万', '单价49790元/平米')
('https://image1.ljcdn.com/440300-inspection/test-32ca50b4-2d74-4b6a-b3e0-cce47679da5f.png.296x216.jpg', '龙泉花园 3室2厅 340万', '龙泉花园  | 3室2厅 | 89.2平米 | 东北 | 其他 | 无电梯', '中楼层(共7层)1994年建板塔结合  -  龙华中心', '340万', '单价38117元/平米')
('https://image1.ljcdn.com/440300-inspection/test-299633f9-4d37-41b2-a104-a0ec625e3179.png.296x216.jpg', '中航阳光新苑 2室2厅 420万', '中航阳光新苑  | 2室2厅 | 67.59平米 | 东南 | 简装 | 无电梯', '中楼层(共6层)2005年建板塔结合  -  深圳北站', '420万', '单价62140元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e79f90e2-a229-4196-9865-9b8450881d01.png.296x216.jpg', '上塘地铁口大两房，户型方正，满五唯一优质房源', '潜龙曼海宁花园南区  | 2室2厅 | 80.29平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2011年建板塔结合  -  上塘', '483万', '单价60157元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload43a26d25-16f1-4995-9c0f-22144ca6207b.JPG.296x216.jpg', '上河坊精装两房端户 中间楼层东南朝向 关口地铁物业', '书香门第上河坊  | 2室1厅 | 60.33平米 | 东南 西南 | 精装 | 有电梯', '中楼层(共21层)2009年建板塔结合  -  深圳北站', '420万', '单价69618元/平米')
('https://image1.ljcdn.com/440300-inspection/c7bf818e-900e-4ef5-8ae1-01315558fa30.jpg.296x216.jpg', '精装别墅温馨舒适 南北通透拓展面积高 家人在看房方便', '卓越皇后道  | 9室4厅 | 264.72平米 | 南 | 精装 | 无电梯', '1层2015年建暂无数据  -  上塘', '3300万', '单价124661元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e5446b11-60e0-4a01-882a-a8cdb6da9366.png.296x216.jpg', '皓月花园2房南向小区中间位置主次卧分离南北通', '皓月花园  | 3室1厅 | 90.27平米 | 西南 | 精装 | 无电梯', '高楼层(共7层)2004年建板塔结合  -  民治', '429万', '单价47525元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9157c0de-5f5a-41d3-84f9-f444a658c5e1.png.296x216.jpg', '看花园景观，客厅侧出阳台，业主诚心卖', '港铁天颂  | 3室2厅 | 87.98平米 | 东南 | 其他', '低楼层(共42层)2017年建暂无数据  -  龙华中心', '535万', '单价60810元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1eaa1796-868c-42d5-a621-908fae45bf1e.png.296x216.jpg', '富通天骏 方正两房 位置安静  东南向', '富通天骏  | 2室2厅 | 71.33平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2003年建板塔结合  -  龙华中心', '373万', '单价52293元/平米')
('https://image1.ljcdn.com/440300-inspection/test-bfdb938f-d567-4e03-b3c1-c37587891288.png.296x216.jpg', '懿花园 3室2厅 420万', '懿花园  | 3室2厅 | 89.68平米 | 东南 南 | 其他 | 有电梯', '中楼层(共10层)2013年建板塔结合  -  观澜', '420万', '单价46834元/平米')
('https://image1.ljcdn.com/440300-inspection/1eda0f59-c241-47ff-92d0-2fd7308633b5.JPG.296x216.jpg', '总价低的观澜一房，业主诚意出售看房方便，税费很低。', '启点公寓  | 1室0厅 | 17.54平米 | 东南 | 其他', '低楼层(共12层)板塔结合  -  观澜', '38万', '单价21665元/平米')
('https://image1.ljcdn.com/440300-inspection/test-29f2b221-7aeb-4dda-b22f-a778255ca6e1.png.296x216.jpg', '龙光玖龙玺 智能精装 全新四房 看房方便', '龙光玖龙玺北区  | 4室2厅 | 87.41平米 | 西北 | 其他', '低楼层(共32层)2016年建塔楼  -  深圳北站', '710万', '单价81227元/平米')
