('https://image1.ljcdn.com/340100-inspection/84da976b-a06e-477d-a6f4-542f1a6a88b9.jpg.296x216.jpg', '蓝鼎滨湖假日翰林苑 3室2厅 170万', '蓝鼎滨湖假日翰林苑  | 3室2厅 | 86.3平米 | 南 | 其他', '高楼层(共33层)2008年建塔楼  -  滨湖世纪', '170万', '单价19699元/平米')
('https://image1.ljcdn.com/340100-inspection/ec4a7178-6b8a-4dde-ae79-c60e92c62002.JPG.296x216.jpg', '揽湖苑大三房 楼层好 户型通透', '万达揽湖苑  | 3室2厅 | 94.15平米 | 南 | 其他', '中楼层(共31层)2016年建板楼  -  环湖CBD', '187万', '单价19862元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload666742e4-e6a7-45ef-bdf0-174c04968764.jpg.296x216.jpg', '中等装修，温馨的一居室，干净整洁，拎包入住', '世纪金源国际公寓  | 1室1厅 | 53.29平米 | 东南 | 其他', '低楼层(共39层)2012年建塔楼  -  滨湖世纪', '41万', '单价7694元/平米')
('https://image1.ljcdn.com/340100-inspection/b009c0e0-74b2-478f-a77f-b5e7e4aa9c45.jpg.296x216.jpg', '高速时代城二期 3室2厅 180万', '高速时代城二期  | 3室2厅 | 93平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  方兴', '180万', '单价19355元/平米')
('https://image1.ljcdn.com/340100-inspection/225cada4-1a79-4234-ae6b-600f3c217019.jpg.296x216.jpg', '万科蓝山精装四室 中高楼层 送车位 小区中间位置', '万科蓝山二期  | 4室2厅 | 91.98平米 | 南 | 其他', '中楼层(共34层)塔楼  -  方兴', '220万', '单价23919元/平米')
('', '东方蓝海六期 3室2厅 190万', '东方蓝海六期  | 3室2厅 | 99平米 | 南 北 | 其他', '中楼层(共33层)塔楼  -  环湖CBD', '190万', '单价19192元/平米')
('https://image1.ljcdn.com/340100-inspection/1d2f1c59-1308-4298-9ea1-29a22d7edf80.jpg.296x216.jpg', '中铁滨湖名邸 3室2厅 205万', '中铁滨湖名邸  | 3室2厅 | 102平米 | 南 | 其他', '高楼层(共33层)2013年建塔楼  -  烟墩', '205万', '单价20099元/平米')
('https://image1.ljcdn.com/340100-inspection/b80d3f9f-8ce9-4a47-ade9-ceacb879c331.JPG.296x216.jpg', '万象公馆南区 3室2厅 183万', '万象公馆南区  | 3室2厅 | 93.9平米 | 南 | 其他', '高楼层(共30层)2016年建塔楼  -  烟墩', '183万', '单价19489元/平米')
('', '滨湖阳光里 4室2厅 220万', '滨湖阳光里  | 4室2厅 | 121.96平米 | 南 北 | 其他', '高楼层(共33层)暂无数据  -  工业园', '220万', '单价18039元/平米')
('https://image1.ljcdn.com/340100-inspection/8bea8a0b-cee5-4d39-a35e-06c80f658370.jpg.296x216.jpg', '万达文旅新城一期临湖苑  湖景大三房业主急售！！！', '临湖苑F区  | 3室2厅 | 116平米 | 南 | 其他', '中楼层(共33层)2015年建板塔结合  -  环湖CBD', '230万', '单价19828元/平米')
('https://image1.ljcdn.com/340100-inspection/05f1f7da-8ab3-4275-abe6-4819cf89c513.JPG.296x216.jpg', '国企开发入住率高业主素质好 边户大三房 诚心卖', '东方蓝海三期  | 3室2厅 | 112.76平米 | 南 西 北 | 其他', '低楼层(共33层)2014年建塔楼  -  环湖CBD', '223万', '单价19777元/平米')
('https://image1.ljcdn.com/340100-inspection/fc6f1ac6-4952-4a38-aa0d-bbf1bd279cea.JPG.296x216.jpg', '世纪城临滨苑 3室1厅 200万', '世纪城临滨苑  | 3室1厅 | 90.03平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '200万', '单价22215元/平米')
('', '安凯南区 2室1厅 73万', '安凯南区  | 2室1厅 | 63平米 | 南 | 其他', '中楼层(共6层)板楼  -  工业园', '73万', '单价11588元/平米')
('https://image1.ljcdn.com/340100-inspection/94d7eb14-1d4b-4093-8b41-98ce3257b38a.JPG.296x216.jpg', '方正中间层有赠送面积 交通便利小区物业好绿植多', '联投中心书城  | 4室2厅 | 102平米 | 南 北 | 其他', '中楼层(共28层)塔楼  -  环湖CBD', '198万', '单价19412元/平米')
('https://image1.ljcdn.com/340100-inspection/e73337c3-f68c-4fc9-ae81-9812e300b95f.JPG.296x216.jpg', '万达二期揽湖苑两房 户型好 采光好', '万达揽湖苑  | 2室2厅 | 76平米 | 南 | 其他', '低楼层(共32层)2016年建板楼  -  环湖CBD', '151万', '单价19869元/平米')
('https://image1.ljcdn.com/340100-inspection/975ee7c8-8a88-4d51-a0cc-70803e11cafa.JPG.296x216.jpg', '万达揽湖苑 4室2厅 322万', '万达揽湖苑  | 4室2厅 | 140平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  环湖CBD', '322万', '单价23000元/平米')
('https://image1.ljcdn.com/340100-inspection/d050fc29-0c39-45a2-9f67-5f95a994743d.jpg.296x216.jpg', '皖都徽韵和锦园，小区内围，正规一居室，小区安静。', '皖都徽韵和锦园  | 1室1厅 | 54.89平米 | 北 | 其他', '低楼层(共18层)塔楼  -  工业园', '83万', '单价15122元/平米')
('https://image1.ljcdn.com/340100-inspection/a2a7e6e9-7500-4d28-9294-819883fa6969.jpg.296x216.jpg', '滨湖家园 三居室 简单装修 业主诚心出售', '滨湖家园  | 3室2厅 | 106.12平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  滨湖世纪', '190万', '单价17905元/平米')
('https://image1.ljcdn.com/340100-inspection/1c1ba83b-7445-4582-8b39-c655f1ac30b1.jpg.296x216.jpg', '中层2房简装 诚心出售 交通便利位置好', '宝能城  | 2室2厅 | 82平米 | 南 | 其他', '中楼层(共32层)2015年建板楼  -  环湖CBD', '142万', '单价17318元/平米')
('https://image1.ljcdn.com/340100-inspection/a97b37d6-1e29-4fd4-84eb-1c4035ca8be6.jpg.296x216.jpg', '东方蓝海二期 2室2厅 156万', '东方蓝海二期  | 2室2厅 | 82平米 | 南 | 其他', '中楼层(共33层)塔楼  -  环湖CBD', '156万', '单价19025元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/c96b255a-3359-4459-a1af-70df351a51bf.png.280x210.jpg', '徽杰苑精装小房 满五年 拎包入住 交通便利', '世纪城徽杰苑  | 1室1厅 | 53.99平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '100万', '单价18522元/平米')
('https://image1.ljcdn.com/340100-inspection/4f5ba61e-e5ec-428c-b7ee-eb77797b8063.jpg.296x216.jpg', '世纪城徽杰苑 4室2厅 245万', '世纪城徽杰苑  | 4室2厅 | 137.55平米 | 南 | 其他', '低楼层(共28层)2011年建塔楼  -  滨湖世纪', '245万', '单价17812元/平米')
('https://image1.ljcdn.com/340100-inspection/ee052260-ca1d-4253-b029-2d95effb6e9b.JPG.296x216.jpg', '文华阁 1室1厅 139万', '文华阁  | 1室1厅 | 47.8平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  滨湖世纪', '139万', '单价29080元/平米')
('', '滨湖阳光里 4室2厅 245万', '滨湖阳光里  | 4室2厅 | 138.8平米 | 南 西 北 | 其他', '中楼层(共33层)暂无数据  -  工业园', '245万', '单价17652元/平米')
('https://image1.ljcdn.com/340100-inspection/f24c6360-fab7-48e6-864f-80b30fa29a40.jpg.296x216.jpg', '品牌开发商！高楼层 南北通透，配套全', '保利拉菲公馆  | 4室2厅 | 136.54平米 | 南 北 | 其他', '高楼层(共41层)2015年建板塔结合  -  烟墩', '275万', '单价20141元/平米')
('https://image1.ljcdn.com/340100-inspection/c727d48c-bf21-40dc-85ac-3ead9f309fdc.JPG.296x216.jpg', '巴黎都市美泉宫 赠送面积大 三开间朝南 看房方便', '巴黎都市美泉宫  | 3室2厅 | 102平米 | 南 | 其他', '中楼层(共34层)塔楼  -  方兴', '215万', '单价21079元/平米')
('https://image1.ljcdn.com/340100-inspection/77bf631e-3d58-416f-90b0-81f02cebea0d.jpg.296x216.jpg', '小洋房 南北通透 全明户型 品质小区环境好', '和昌中央城邦  | 3室2厅 | 122.33平米 | 南 北 | 其他', '低楼层(共8层)暂无数据  -  工业园', '210万', '单价17167元/平米')
('', '东方蓝海六期 3室2厅 186万', '东方蓝海六期  | 3室2厅 | 98平米 | 南 北 | 其他', '低楼层(共33层)塔楼  -  环湖CBD', '186万', '单价18980元/平米')
('https://image1.ljcdn.com/340100-inspection/306aa527-f63b-4f9c-a6ed-cfabc10fa585.jpg.296x216.jpg', '地铁口精装边户房，宜居宜家，满两年，品质楼房', '万科蓝山一期  | 3室2厅 | 93.86平米 | 南 北 | 其他', '低楼层(共34层)2016年建塔楼  -  方兴', '205万', '单价21842元/平米')
('https://image1.ljcdn.com/340100-inspection/3be4d18b-f5a1-4584-9609-c8f542965c61.jpg.296x216.jpg', '水丽坊自在城 3室2厅 170万', '水丽坊自在城  | 3室2厅 | 116.7平米 | 南 北 | 其他', '低楼层(共33层)塔楼  -  工业园', '170万', '单价14568元/平米')
('https://image1.ljcdn.com/340100-inspection/e4cf7ae7-e375-4e62-a8a1-1de40d7124a3.JPG.296x216.jpg', '亲湖苑A区 3室2厅 248万', '亲湖苑A区  | 3室2厅 | 123平米 | 南 北 | 其他', '高楼层(共34层)2016年建塔楼  -  环湖CBD', '248万', '单价20163元/平米')
('https://image1.ljcdn.com/340100-inspection/05b7838c-bbf8-46b3-aa7f-59c24855f1f1.jpg.296x216.jpg', '高速时代城70年产权小房子有户口通燃气公办幼儿园', '高速时代城二期  | 1室1厅 | 49.55平米 | 南 | 其他', '低楼层(共17层)2015年建塔楼  -  方兴', '92万', '单价18568元/平米')
('https://image1.ljcdn.com/340100-inspection/17443954-3b8a-4602-828d-b9827f5403bb.JPG.296x216.jpg', '滨湖惠园 两房朝南 南北通透的边户 视野采光都好 精装', '滨湖惠园  | 2室1厅 | 55平米 | 南 北 | 其他', '低楼层(共28层)2008年建塔楼  -  滨湖世纪', '95万', '单价17273元/平米')
('', '高速滨湖时代广场 3室2厅 375万', '高速滨湖时代广场  | 3室2厅 | 160.11平米 | 南 北 | 其他', '低楼层(共33层)2011年建塔楼  -  烟墩', '375万', '单价23422元/平米')
('', '蓝鼎滨湖假日枫丹园 3室2厅 450万', '蓝鼎滨湖假日枫丹园  | 3室2厅 | 152平米 | 南 北 | 其他', '中楼层(共5层)2012年建板楼  -  滨湖世纪', '450万', '单价29606元/平米')
('', '世纪城振徽苑 1室1厅 100万', '世纪城振徽苑  | 1室1厅 | 54平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '100万', '单价18519元/平米')
('https://image1.ljcdn.com/340100-inspection/40addcc5-8e6b-4104-a9e8-9b455ea14e72.jpg.296x216.jpg', '南丽湾 3室2厅 135万', '南丽湾  | 3室2厅 | 103.26平米 | 南 | 其他', '低楼层(共18层)塔楼  -  工业园', '135万', '单价13074元/平米')
('https://image1.ljcdn.com/340100-inspection/43c72cf5-ff95-4e33-bfcd-1cdea6a5347a.jpg.296x216.jpg', '为你而选 为你为家，精装修 ，拎包入住', '皖都徽韵清华坊  | 1室1厅 | 46.16平米 | 南 | 其他', '低楼层(共18层)暂无数据  -  工业园', '69万', '单价14949元/平米')
('https://image1.ljcdn.com/340100-inspection/f16f1b70-d3b7-44cd-b96c-f22bb4732732.JPG.296x216.jpg', '保利拉菲公馆 2室1厅 170万', '保利拉菲公馆  | 2室1厅 | 83.48平米 | 南 | 其他', '中楼层(共33层)2015年建板塔结合  -  烟墩', '170万', '单价20365元/平米')
('https://image1.ljcdn.com/340100-inspection/a07d99dd-287c-4f27-95e0-d98d0f1ed962.jpg.296x216.jpg', '揽湖苑经典小三房，楼层好采光无遮挡，户型正气！', '万达揽湖苑  | 3室2厅 | 94.27平米 | 南 | 毛坯', '高楼层(共34层)2016年建板楼  -  环湖CBD', '190万', '单价20155元/平米')
('https://image1.ljcdn.com/340100-inspection/40239831-20b9-4694-b64c-af6af4460dfa.jpg.296x216.jpg', '世纪城徽杰苑 1室1厅 97万', '世纪城徽杰苑  | 1室1厅 | 54平米 | 南 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '97万', '单价17963元/平米')
('https://image1.ljcdn.com/340100-inspection/4da4b819-aff7-41cb-8a4c-fb0aa3949540.jpg.296x216.jpg', '滨湖新地城 1室1厅 32万', '滨湖新地城  | 1室1厅 | 41平米 | 南 | 其他', '低楼层(共28层)板塔结合  -  滨湖世纪', '32万', '单价7805元/平米')
('', '合肥云谷，中高楼层，南北通透边户三房，业主诚售', '合肥云谷  | 3室2厅 | 138平米 | 南 北 | 其他', '高楼层(共33层)暂无数据  -  烟墩', '260万', '单价18841元/平米')
('https://image1.ljcdn.com/340100-inspection/67ed2c38-e0c7-4205-bd66-b745b5b67aa2.JPG.296x216.jpg', '世纪城通透大三房，可拎包入住，业主诚意出售', '世纪城徽昌苑  | 3室2厅 | 134.13平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '245万', '单价18266元/平米')
('https://image1.ljcdn.com/340100-inspection/73cb9a7d-079a-49e4-b128-36b7db7d28fc.JPG.296x216.jpg', '滨湖万科城 3室2厅 200万', '滨湖万科城  | 3室2厅 | 90.96平米 | 南 北 | 精装', '高楼层(共34层)2013年建塔楼  -  烟墩', '200万', '单价21988元/平米')
('https://image1.ljcdn.com/340100-inspection/739521f4-8c0f-474d-a06f-eb4965396a45.jpg.296x216.jpg', '蓝鼎滨湖假日翰林苑 2室2厅 185万', '蓝鼎滨湖假日翰林苑  | 2室2厅 | 85.58平米 | 南 北 | 其他', '高楼层(共33层)2008年建塔楼  -  滨湖世纪', '185万', '单价21618元/平米')
('https://image1.ljcdn.com/340100-inspection/35f4405a-77fd-4943-a9d6-47a7255347ac.JPG.296x216.jpg', '位置好 采光好 业主诚心出售 价格可聊', '世纪城徽贵苑  | 4室2厅 | 127.42平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '234万', '单价18365元/平米')
('https://image1.ljcdn.com/340100-inspection/81e5da6c-9672-455f-ab6d-612e47bc494b.JPG.296x216.jpg', '保利海上五月花 全明户型，精装三房 户型方正设计合理', '保利海上五月花B区  | 3室2厅 | 90.31平米 | 南 | 其他', '中楼层(共40层)2016年建板楼  -  环湖CBD', '195万', '单价21593元/平米')
('', '徽杰苑 南北通透 大五房 户型佳 满5年看房方便', '世纪城徽昌苑  | 5室2厅 | 160.63平米 | 南 北 | 其他', '高楼层(共33层)2011年建塔楼  -  滨湖世纪', '288万', '单价17930元/平米')
('https://image1.ljcdn.com/340100-inspection/5e30bbb4-3287-4222-b30b-6795e9042044.jpg.296x216.jpg', '*装修40万全送 两房朝南 * 师范*48中', '世纪城徽昌苑  | 2室2厅 | 99.01平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  滨湖世纪', '180万', '单价18180元/平米')
('', '书香门第东区 1室1厅 140万', '书香门第东区  | 1室1厅 | 46.06平米 | 西 | 其他', '低楼层(共31层)2009年建塔楼  -  滨湖世纪', '140万', '单价30396元/平米')
('https://image1.ljcdn.com/340100-inspection/48df7a81-62d8-49e6-aeec-873bc730fce2.jpg.296x216.jpg', '水丽坊自在城 3室1厅 246万', '水丽坊自在城  | 3室1厅 | 131.8平米 | 南 北 | 其他', '高楼层(共24层)塔楼  -  工业园', '246万', '单价18665元/平米')
('https://image1.ljcdn.com/340100-inspection/b2116a92-0738-4af1-a30a-1387ea513ba8.jpg.296x216.jpg', '滨湖假日清华园 朝南一居室 中间楼层 视野采光好', '蓝鼎滨湖假日清华园  | 1室1厅 | 68平米 | 南 | 其他', '中楼层(共33层)2011年建塔楼  -  滨湖世纪', '140万', '单价20589元/平米')
('', '包河花园C区 3室2厅 120万', '包河花园C区  | 3室2厅 | 103平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  工业园', '120万', '单价11651元/平米')
('https://image1.ljcdn.com/340100-inspection/ec5eefe9-63ab-4de2-9625-63fc28fae1df.jpg.296x216.jpg', '蓝鼎观湖苑 3室2厅 260万', '蓝鼎观湖苑  | 3室2厅 | 117平米 | 南 | 其他', '低楼层(共33层)2010年建塔楼  -  滨湖世纪', '260万', '单价22223元/平米')
('https://image1.ljcdn.com/340100-inspection/test-b2a1d7c9-0b96-4736-a1ee-46934fdbe015.png.296x216.jpg', '保利五月花精装三房东边户 拎包入住一级物业人车分流', '保利海上五月花  | 3室1厅 | 104.82平米 | 南 北 | 其他', '中楼层(共34层)2016年建塔楼  -  环湖CBD', '225万', '单价21466元/平米')
('https://image1.ljcdn.com/340100-inspection/d08f8eac-d52f-4114-a819-4c2319944f16.jpg.296x216.jpg', '蓝鼎观湖苑 2室2厅 135万', '蓝鼎观湖苑  | 2室2厅 | 80.2平米 | 南 | 其他', '高楼层(共33层)2010年建塔楼  -  滨湖世纪', '135万', '单价16833元/平米')
('', '东方蓝海 2室2厅 170万', '东方蓝海  | 2室2厅 | 92平米 | 南 北 | 其他', '中楼层(共28层)2014年建板楼  -  环湖CBD', '170万', '单价18479元/平米')
('https://image1.ljcdn.com/340100-inspection/c3d71f0c-585f-4332-8c78-f3e67078b636.jpg.296x216.jpg', '琥珀瑞安家园 中高楼层 两房朝南 经典三房 市政供暖', '琥珀瑞安家园  | 3室2厅 | 105.91平米 | 南 北 | 其他', '中楼层(共33层)2016年建塔楼  -  方兴', '185.3万', '单价17496元/平米')
('https://image1.ljcdn.com/340100-inspection/7bdc1384-15f8-42d5-ac77-97276e4a9419.jpg.296x216.jpg', '前面对别墅 精装三房带地暖 满两年', '旭辉御府  | 3室2厅 | 94.39平米 | 南 | 其他', '低楼层(共34层)2014年建板楼  -  烟墩', '178万', '单价18858元/平米')
('https://image1.ljcdn.com/340100-inspection/f5d32d34-ca4d-4da4-9db1-8b6950569d7f.JPG.296x216.jpg', '亲湖苑边户大三房，南北通透，诚心出售', '亲湖苑A区  | 3室2厅 | 122.71平米 | 南 北 | 其他', '低楼层(共34层)2016年建塔楼  -  环湖CBD', '240万', '单价19559元/平米')
('https://image1.ljcdn.com/340100-inspection/f623a173-277e-4c38-8cc3-a722a2fa3fa2.JPG.296x216.jpg', '中间楼层、不靠路、诚意出售，有车位', '世纪城春融苑  | 2室2厅 | 93.36平米 | 南 | 其他', '低楼层(共33层)2008年建塔楼  -  滨湖世纪', '176万', '单价18852元/平米')
('https://image1.ljcdn.com/340100-inspection/7f9108c9-6cdb-4590-9fc9-ba0ca83c1e1b.JPG.296x216.jpg', '20万精装大三房+采光好+视野好+户型方正+诚心出售', '华冶水晶公馆  | 3室2厅 | 113.39平米 | 南 北 | 其他', '中楼层(共32层)2014年建塔楼  -  烟墩', '225万', '单价19844元/平米')
('', '华盛格林雅地 1室1厅 68万', '华盛格林雅地  | 1室1厅 | 51.35平米 | 南 | 其他', '低楼层(共19层)2009年建塔楼  -  工业园', '68万', '单价13243元/平米')
('https://image1.ljcdn.com/340100-inspection/0b69f50a-e52f-4104-a2f1-73b3376d74ed.jpg.296x216.jpg', '大四房，南北通透户型，进门送入户花园', '世纪城徽昌苑  | 4室2厅 | 134.98平米 | 南 北 | 其他', '低楼层(共33层)2012年建塔楼  -  滨湖世纪', '215万', '单价15929元/平米')
('', '书香门第西区 3室2厅 230万', '书香门第西区  | 3室2厅 | 89.29平米 | 南 | 其他', '低楼层(共34层)2013年建塔楼  -  滨湖世纪', '230万', '单价25759元/平米')
('https://image1.ljcdn.com/340100-inspection/fc4d3aee-a617-49c9-ab0f-3c93c5c457aa.jpg.296x216.jpg', '两室精装，卧室纯南，业主诚心出售', '高速时代城一期  | 2室1厅 | 82.51平米 | 南 | 其他', '低楼层(共32层)塔楼  -  方兴', '165万', '单价19998元/平米')
('https://image1.ljcdn.com/340100-inspection/8150e33d-a096-403e-b770-f55f5571a0f6.JPG.296x216.jpg', '高速滨湖时代广场 1室1厅 105万', '高速滨湖时代广场  | 1室1厅 | 49.5平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  烟墩', '105万', '单价21213元/平米')
