('https://image1.ljcdn.com/510100-inspection/test-0e6a4f62-2894-40e8-970c-2fd36b6d9f1b.png.296x216.jpg', '高新西区 中海国际 橙郡 装修房', '橙郡一期  | 2室2厅 | 89.68平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '145万', '单价16169元/平米')
('https://image1.ljcdn.com/510100-inspection/5ad0036d-ad20-4e9e-a979-d40150959c62.jpg.296x216.jpg', '保利香槟国际装修公寓 层高5.2', '保利香槟国际  | 2室1厅 | 44.43平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '66万', '单价14855元/平米')
('', '龙城高新天地,交通便利,标准套一公寓', '龙城高新天地  | 1室1厅 | 36平米 | 东北 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '27万', '单价7500元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d54e4e8c-075c-46be-85c7-973793bb8034.png.280x210.jpg', '高新西区迪康大道旁龙城高新天地天地公寓，有装修', '龙城高新天地  | 1室1厅 | 38.03平米 | 东南 | 其他 | 有电梯', '低楼层(共19层)2015年建塔楼  -  高新西', '31万', '单价8152元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/1e48b491-05d8-42f2-99a7-f16d4308b226.png.280x210.jpg', '层高6米，可以分两层出租，水电气三通，有装修', '万景峰二期  | 2室0厅 | 42.19平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  高新西', '42.5万', '单价10074元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb00eb243-57ca-4c1e-8faf-64acd17fda44.jpg.296x216.jpg', '恒大帝景公寓，高品质，开发商统一装修的', '恒大帝景  | 1室1厅 | 47.58平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '40万', '单价8407元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b343b9cf-b5f4-421b-abc8-5ea14448d903.png.280x210.jpg', '芙华金色海伦 2室1厅 88万', '芙华金色海伦  | 2室1厅 | 63.33平米 | 东南 | 其他 | 有电梯', '高楼层(共11层)2010年建板楼  -  高新西', '88万', '单价13896元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c4b72203-0f06-4a49-8e5b-42570991ccc3.png.296x216.jpg', '中海国际碧林装修三室两厅两卫，带入户花园', '碧林  | 3室2厅 | 140平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '270万', '单价19286元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3cccdbe2-18e9-44c7-b2fd-be31afc78239.png.280x210.jpg', '万景峰水电气三通公寓+上下两层+中低楼层+采光好', '万景峰二期  | 2室2厅 | 43.94平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  高新西', '38万', '单价8649元/平米')
('', '本小区是公寓，只能全款，水电气三通，小区有超市；', '龙城高新天地  | 1室1厅 | 38.6平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2015年建塔楼  -  高新西', '31万', '单价8032元/平米')
('', '保利香槟国际 2室1厅 68万', '保利香槟国际  | 2室1厅 | 45.92平米 | 西南 | 其他 | 有电梯', '中楼层(共10层)2013年建板楼  -  中海国际', '68万', '单价14809元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f587f7d1-ff1e-4870-8fdc-7b8ce425eae4.png.296x216.jpg', '中海国际社区橙郡 装修套三 不临街 可看房', '橙郡二期  | 3室2厅 | 89.07平米 | 西北 | 其他 | 有电梯', '低楼层(共17层)2007年建板楼  -  中海国际', '150万', '单价16841元/平米')
('https://image1.ljcdn.com/510100-inspection/5b493626-2928-426f-ae6c-c9e750381452.jpg.296x216.jpg', '保利香槟国际装修公寓，位置安静', '保利香槟国际  | 2室2厅 | 45.74平米 | 东南 | 其他 | 有电梯', '低楼层(共6层)2013年建板楼  -  中海国际', '65万', '单价14211元/平米')
('https://image1.ljcdn.com/510100-inspection/90806db9-4576-4ab8-934b-0197886b015f.jpg.296x216.jpg', '金辉悦府公寓跃层出售 带家具家电拎包入住', '金辉悦府  | 2室2厅 | 46.78平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2015年建塔楼  -  高新西', '63万', '单价13468元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/743d1c21-7bd5-49a8-862e-7858ae683336.png.280x210.jpg', '龙城高新天地,交通便利,水电气三通', '龙城高新天地  | 1室1厅 | 36平米 | 东北 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '27万', '单价7500元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb6bac1ce-3d20-4ba1-ac89-f99a4847a0ca.jpg.296x216.jpg', '本小区是公寓，只能全款，水电气三通', '龙城高新天地  | 1室0厅 | 38平米 | 南 | 其他 | 有电梯', '中楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价7895元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d24da4da-118b-473e-abbb-d6695b75b7a4.png.280x210.jpg', '龙湖时代天街 2室2厅 110万', '龙湖时代天街  | 2室2厅 | 77.23平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2017年建塔楼  -  高新西', '110万', '单价14244元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload4a70af65-2c20-482c-874a-03ddf810805a.jpg.296x216.jpg', '恒大帝景+标准间+开发商统一精装修', '恒大帝景  | 1室1厅 | 39.42平米 | 西 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '29.9万', '单价7585元/平米')
('https://image1.ljcdn.com/510100-inspection/ab5e18af-ec33-4ead-a9d0-46ea048499b4.JPG.296x216.jpg', '金辉悦府公寓  一室一厅 分层装修 对中庭', '金辉悦府  | 1室1厅 | 47平米 | 东北 | 其他 | 有电梯', '低楼层(共10层)2015年建塔楼  -  高新西', '65万', '单价13830元/平米')
('https://image1.ljcdn.com/510100-inspection/test-18c0e96c-890e-4331-862b-b8c929405d1c.png.296x216.jpg', '中海国际 优质小区 装修套三 户型方正', '橙郡二期  | 3室2厅 | 89平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '160万', '单价17978元/平米')
('', '保利香槟国际 上下分装公寓 单层出租 诚心出售', '保利香槟国际  | 2室2厅 | 45.54平米 | 东南 | 其他 | 有电梯', '中楼层(共10层)2013年建板楼  -  中海国际', '63万', '单价13834元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2fe75c57-dc1f-46ea-a4f7-3cbb67662ee6.png.296x216.jpg', '上锦颐园佳境！！！上锦颐园佳境！', '上锦颐园佳境  | 2室1厅 | 69.15平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2012年建板塔结合  -  高新西', '69万', '单价9979元/平米')
('', '西门中海国际社区一楼带花园 有地下室', '林庭叠院  | 3室2厅 | 123.25平米 | 南 | 其他 | 有电梯', '低楼层(共9层)2006年建板塔结合  -  中海国际', '288万', '单价23368元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3ce564ad-a17a-4b26-9f0d-7a61d46470a9.png.296x216.jpg', '中海国际  橙郡一期  装修套三', '橙郡一期  | 3室2厅 | 110.03平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2007年建板塔结合  -  中海国际', '210万', '单价19086元/平米')
('https://image1.ljcdn.com/510100-inspection/9b77334f-57c9-441e-b012-dde53ab582d7.jpg.296x216.jpg', '地铁口公寓，产权40年，居家装修，保养9成新', '保利香槟国际  | 2室1厅 | 45.54平米 | 东南 | 其他 | 有电梯', '高楼层(共10层)2013年建板楼  -  中海国际', '67万', '单价14713元/平米')
('https://image1.ljcdn.com/510100-inspection/b71d26a2-3d7c-464e-84f7-6abc3755fe43.jpg.296x216.jpg', '中海国际洋房蓝岸A区下面标准车位', '蓝岸A区  | 车位 | 33.31平米 | 南 | 无电梯', '2008年建暂无数据  -  中海国际', '20万', '单价6005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87a5ebe2-a52b-4c52-b911-3399731c618a.png.296x216.jpg', '中海国际社区橙郡 装修套二 拎包入住 进门带入户', '橙郡一期  | 2室2厅 | 83.97平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2007年建板塔结合  -  中海国际', '149万', '单价17745元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d54e4e8c-075c-46be-85c7-973793bb8034.png.280x210.jpg', '本小区是公寓，现在出租中，水电气三通', '龙城高新天地  | 1室0厅 | 38平米 | 东南 | 其他 | 有电梯', '高楼层(共19层)2015年建塔楼  -  高新西', '30万', '单价7895元/平米')
('https://image1.ljcdn.com/510100-inspection/4bc387c6-5620-4914-be28-23509fde5eb7.jpg.296x216.jpg', '中海国际社区   橙郡二期车位，产权在手', '橙郡二期  | 车位 | 53平米 | 南 | 无电梯', '2007年建板楼  -  中海国际', '16万', '单价3019元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/2cc6b803-9ddc-4f02-bfcb-c478553c4b5f.png.280x210.jpg', '层高6米，可以分两层出租，水电气三通，有装修', '万景峰二期  | 2室0厅 | 42.19平米 | 东 | 其他 | 有电梯', '中楼层(共17层)2012年建板楼  -  高新西', '42.5万', '单价10074元/平米')
('https://image1.ljcdn.com/510100-inspection/7d9e6d12-2354-4482-a52c-b46ac8bdb9c0.jpg.296x216.jpg', '保利香槟国际公寓，办公装修。带阳台，可注册公司', '保利香槟国际  | 1室1厅 | 41.6平米 | 西南 | 其他 | 有电梯', '高楼层(共6层)2013年建板楼  -  中海国际', '63万', '单价15145元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7d27b372-cd64-4b69-9859-0573c062fa04.jpg.296x216.jpg', '中海国际 橙郡二期 车位出售 可随时看', '橙郡二期  | 车位 | 28.39平米 | 南 | 无电梯', '2007年建板楼  -  中海国际', '10万', '单价3523元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3688b1a0-af67-4a55-8ddd-40436c1c26df.png.296x216.jpg', '恒  大  帝  景 +开 发 商 统 一 装 修', '恒大帝景  | 1室1厅 | 35.83平米 | 东北 | 其他 | 有电梯', '高楼层(共32层)2014年建塔楼  -  高新西', '23.3万', '单价6503元/平米')
('https://image1.ljcdn.com/510100-inspection/test-822c8b8f-af87-44a6-b1d4-1682ba604c32.png.296x216.jpg', '上锦颐园佳境 2室1厅 93万', '上锦颐园佳境  | 2室1厅 | 90.17平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2012年建板塔结合  -  高新西', '93万', '单价10314元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fd2ff178-9aa6-4d5c-a738-20a54a466049.png.280x210.jpg', '上锦颐园佳境：        户型方正', '上锦颐园佳境  | 2室2厅 | 86.31平米 | 东南 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '90万', '单价10428元/平米')
('https://image1.ljcdn.com/510100-inspection/test-847ac698-4d96-4467-b428-e1e4c2316ab8.png.296x216.jpg', '上锦颐园佳境 3室2厅 140万', '上锦颐园佳境  | 3室2厅 | 130.79平米 | 东南 西 | 其他 | 有电梯', '高楼层(共26层)2012年建板塔结合  -  高新西', '140万', '单价10705元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3c55787-fe7d-4115-ba70-062ada31e36e.png.296x216.jpg', '金色海伦装修套四，客厅大阳台，一梯两户，总高10层', '芙华金色海伦  | 4室2厅 | 130.77平米 | 西北 | 简装 | 有电梯', '低楼层(共10层)2010年建板楼  -  高新西', '180万', '单价13765元/平米')
('https://image1.ljcdn.com/510100-inspection/65de4a6a-d4ce-4c8f-b66a-2376096fcc33.jpg.296x216.jpg', '保利好品质公寓，两间打通，楼层视野好，出租好的选择', '保利香槟国际  | 1室0厅 | 42.47平米 | 南 | 其他 | 有电梯', '高楼层(共9层)2013年建板楼  -  中海国际', '62万', '单价14599元/平米')
('https://image1.ljcdn.com/510100-inspection/08a7288c-4baa-4a6e-b7c8-5a7e74526aa1.jpg.296x216.jpg', '中海国际洋房蓝岸A区下面标准车位', '蓝岸A区  | 车位 | 33.31平米 | 南 | 无电梯', '2008年建暂无数据  -  中海国际', '20万', '单价6005元/平米')
('https://image1.ljcdn.com/510100-inspection/test-71961044-b60a-4ae1-9e0a-0aa4ebef1a1d.png.296x216.jpg', '橙郡一期  装修套三双卫   朝南', '橙郡一期  | 3室1厅 | 110平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '222万', '单价20182元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/eef2f43c-e4bf-4f93-b943-6bd2ba5ceb23.png.280x210.jpg', '万景峰二期办公性质上下两层使用面积60多平', '万景峰二期  | 2室0厅 | 39.23平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  高新西', '39万', '单价9942元/平米')
('https://image1.ljcdn.com/510100-inspection/549fe5eb-7adf-42a0-9fb0-d3e0171159fe.jpg.296x216.jpg', '保利香        槟国际           公寓', '保利香槟国际  | 2室1厅 | 49.55平米 | 东南 | 其他 | 有电梯', '中楼层(共9层)2013年建板楼  -  中海国际', '63.5万', '单价12816元/平米')
('', '龙湖时代天街+有装修+带家具家电', '龙湖时代天街  | 1室1厅 | 62.76平米 | 东南 | 其他 | 有电梯', '中楼层(共25层)2017年建板塔结合  -  高新西', '55万', '单价8764元/平米')
('https://image1.ljcdn.com/510100-inspection/db5054cc-2fba-44ec-bd16-e60be1669eb0.jpg.296x216.jpg', '恒大帝景优质公寓，开发商统一装修，需全款', '恒大帝景  | 1室1厅 | 35.83平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '27万', '单价7536元/平米')
('https://image1.ljcdn.com/510100-inspection/73972af5-1556-49c1-8b8c-12dcb48252ab.jpg.296x216.jpg', '龙城高新天地小区小区环境干净舒适', '龙城高新天地  | 1室1厅 | 38.51平米 | 东南 | 其他 | 有电梯', '低楼层(共19层)2015年建塔楼  -  高新西', '31.5万', '单价8180元/平米')
('https://image1.ljcdn.com/510100-inspection/5f1f4ddb-3d91-4c32-a499-7d9e9d7a92da.jpg.296x216.jpg', '恒大帝景  开发商统一精装修公寓', '恒大帝景  | 1室0厅 | 39.5平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '28万', '单价7089元/平米')
('https://image1.ljcdn.com/510100-inspection/81920a48-6e83-4898-aa58-91c599ccc7f0.jpg.296x216.jpg', '中海国际社区  橙郡一期   装修套三', '橙郡一期  | 3室2厅 | 122.3平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板塔结合  -  中海国际', '230万', '单价18807元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce62a355-7886-4551-8149-70d1d0e0efdc.png.296x216.jpg', '碧林 3室2厅 330万', '碧林  | 3室2厅 | 139.98平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2007年建板楼  -  中海国际', '330万', '单价23575元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a303ff8-b351-4b69-9836-09012622f5b6.png.296x216.jpg', '上锦颐园   有装修  有阳台  套三', '上锦颐园  | 3室1厅 | 90.15平米 | 西南 | 其他 | 有电梯', '低楼层(共27层)2008年建板塔结合  -  高新西', '110万', '单价12202元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b18b173a-9015-4729-a5a5-02d928067a44.png.296x216.jpg', '恒大帝景精装套二+采光好+户型方正', '恒大帝景  | 2室1厅 | 74.42平米 | 东 南 | 其他 | 有电梯', '低楼层(共29层)2016年建塔楼  -  高新西', '83万', '单价11153元/平米')
('https://image1.ljcdn.com/510100-inspection/b9cbc6e5-1e89-4364-a2d1-5ea6b25bee9a.jpg.296x216.jpg', '中海国际橙郡三期标准车位，房东诚心卖。', '橙郡三期  | 车位 | 30.31平米 | 东 | 无电梯', '板楼  -  中海国际', '10万', '单价3300元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2d4a05c-6a0c-4a1f-bba9-de001381f3c0.png.296x216.jpg', '恒大帝景公寓  开发商精装修  小区环境优美', '恒大帝景  | 1室0厅 | 35平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2014年建塔楼  -  高新西', '25万', '单价7143元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d54e4e8c-075c-46be-85c7-973793bb8034.png.280x210.jpg', '居家自住都可以，有装修，环境优美', '龙城高新天地  | 1室1厅 | 36.5平米 | 东南 | 其他 | 有电梯', '高楼层(共19层)2015年建塔楼  -  高新西', '31万', '单价8494元/平米')
('https://image1.ljcdn.com/510100-inspection/test-518249d9-06f6-4e82-a55d-57d0158327b6.png.296x216.jpg', '碧林 3室2厅 330万', '碧林  | 3室2厅 | 141.75平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2007年建板楼  -  中海国际', '330万', '单价23281元/平米')
('https://image1.ljcdn.com/510100-inspection/test-10d33526-6635-4d1c-b20b-773994e94630.png.296x216.jpg', '高新西区顺江小区123号标准套三', '顺源环街123号小区  | 3室2厅 | 107.09平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  高新西', '100万', '单价9338元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d0e8ed67-b087-4f29-8f02-6c9d1cfe672a.png.296x216.jpg', '橙郡二期 2室2厅 160万', '橙郡二期  | 2室2厅 | 85平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '160万', '单价18824元/平米')
('https://image1.ljcdn.com/510100-inspection/c9108d94-9c7f-41e2-80c4-76161a9f8498.jpg.296x216.jpg', '此房为多间连通的公寓........', '保利香槟国际  | 1室1厅 | 64.01平米 | 东南 | 其他 | 有电梯', '低楼层(共9层)2013年建板楼  -  中海国际', '120万', '单价18748元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c92b66c7-a6a7-4415-8727-a1927909bdc0.png.296x216.jpg', '橙郡三期装修套三单卫，客厅带转角阳台。', '橙郡三期  | 3室2厅 | 88.9平米 | 南 | 其他 | 有电梯', '中楼层(共17层)2007年建板楼  -  中海国际', '158万', '单价17773元/平米')
('https://image1.ljcdn.com/510100-inspection/42851e4a-9229-4c38-b48f-c955665bf23c.jpg.296x216.jpg', '装修房 高楼层 采光好 两梯6户 看房预约', '橙郡二期  | 1室1厅 | 45.87平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2007年建板楼  -  中海国际', '90万', '单价19621元/平米')
('https://image1.ljcdn.com/510100-inspection/f53a2a21-4b08-470a-92f9-430f0b5a7760.jpg.296x216.jpg', '中房学府海棠+套二住宅+自住精装修', '中房学府海棠一期  | 2室1厅 | 84.95平米 | 东南 | 其他 | 有电梯', '高楼层(共27层)2013年建塔楼  -  高新西', '105万', '单价12361元/平米')
