('https://image1.ljcdn.com/510100-inspection/test-3d5852f0-86d8-4c69-8ae2-daf982f8e004.png.296x216.jpg', '东润风尚标注套二，采光好，楼层好', '东润风尚  | 2室2厅 | 60.99平米 | 西南 | 简装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '101万', '单价16561元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9d1837d6-f2be-4adf-aed4-451584a48c74.jpg.296x216.jpg', '新沙河阳光水岸居家精装套二保养得好', '新沙河阳光水岸  | 2室2厅 | 82.97平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  攀成钢', '220万', '单价26516元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e4d0828-ee29-4a7a-a5b6-62ec06316285.png.296x216.jpg', '上行汇锦标准套三 双卫朝南装修好可直接入住', '上行汇锦  | 3室2厅 | 109.97平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2009年建板塔结合  -  合江亭', '248万', '单价22552元/平米')
('https://image1.ljcdn.com/510100-inspection/test-221ac43b-55d0-4004-b4c7-63a2c526c99d.png.296x216.jpg', '领域套三双卫，客厅有阳台.带入户花园，居家装修。', '领域  | 3室1厅 | 127.09平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  蓝谷地', '195万', '单价15344元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadec53d597-1c1d-4c33-a736-a13328debc85.jpg.296x216.jpg', '小区环境好，安静不临街，适合居住人群。', '和贵苑  | 3室1厅 | 73.8平米 | 东 | 简装', '低楼层(共6层)板楼  -  盐市口', '189万', '单价25610元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2af884c7-5423-44c1-a236-75e0c19f830e.png.296x216.jpg', '索尔龙舟  中间楼层   采光好', '索尔龙舟  | 1室0厅 | 41.82平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2012年建塔楼  -  沙河堡', '38万', '单价9087元/平米')
('https://image1.ljcdn.com/510100-inspection/c77280b4-106c-4da8-b398-64ab225f02bb.jpg.296x216.jpg', '望江水岸 简装套二 安静不吵闹', '望江水岸  | 2室1厅 | 92.86平米 | 南 | 其他 | 有电梯', '低楼层(共21层)2010年建塔楼  -  沙河堡', '240万', '单价25846元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3da3b030-e422-4219-b755-1194902eb1b0.png.296x216.jpg', '卓锦城六期精装套三，户型方正，采光好', '卓锦城六期  | 3室1厅 | 89.33平米 | 西南 | 其他 | 有电梯', '低楼层(共31层)2014年建板塔结合  -  卓锦城', '220万', '单价24628元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8520c10e-846a-4d87-82d3-08404568773d.png.296x216.jpg', '锦江区一环内套三+交通生活便利', '东城拐下街29号  | 3室2厅 | 74平米 | 东 | 其他 | 无电梯', '高楼层(共7层)1990年建板楼  -  红星路', '120万', '单价16217元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f546c0ef-0b53-470e-ad23-e71a5e6a1704.png.296x216.jpg', '皇经楼套三双卫，看房预约...', '皇经楼新居二期A区  | 3室2厅 | 124.51平米 | 西北 | 毛坯', '中楼层(共28层)2013年建板塔结合  -  琉璃场', '160万', '单价12851元/平米')
('https://image1.ljcdn.com/510100-inspection/1c64f7fd-3bc2-4073-ba35-c993285c7d8c.jpg.296x216.jpg', '澳龙名城，套二单卫有阳台，有装修', '澳龙名城  | 2室1厅 | 68.78平米 | 西南 | 简装 | 有电梯', '低楼层(共18层)2009年建板塔结合  -  攀成钢', '180万', '单价26171元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9e0e763b-a8d2-4a11-bcad-384cc1799433.png.296x216.jpg', '海桐三期标准套一，价格优质的套一。', '海桐三期  | 1室1厅 | 45.98平米 | 东南 | 其他 | 有电梯', '高楼层(共24层)2014年建板楼  -  蓝谷地', '59万', '单价12832元/平米')
('https://image1.ljcdn.com/510100-inspection/test-27a49e0b-4653-46cf-810e-555d80dbf7b3.png.296x216.jpg', '华润凯旋天地 套二单卫 户型合理 采光充足', '华润凯旋天地  | 2室1厅 | 59.36平米 | 东南 | 精装 | 有电梯', '中楼层(共26层)2015年建塔楼  -  川师', '138万', '单价23248元/平米')
('https://image1.ljcdn.com/510100-inspection/8f98a76f-1756-4584-9be7-78e4014db9b7.jpg.296x216.jpg', '华都美林湾套四，三卫生间，通透户型，顶跃带花园!', '华都美林湾  | 4室2厅 | 175.65平米 | 东南 | 其他 | 有电梯', '高楼层(共28层)2012年建板塔结合  -  三圣乡', '420万', '单价23912元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9c7c9fa2-79e9-4bcc-ba54-32ac9a87099d.jpg.296x216.jpg', '蜀都花园套三跃层，业主自住，装修保养好，可直接入住', '蜀都花园  | 3室2厅 | 146.03平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2003年建板塔结合  -  水碾河', '290万', '单价19859元/平米')
('https://image1.ljcdn.com/510100-inspection/test-471cf592-aa06-4ef2-930f-db4041c06824.png.296x216.jpg', '东二环 牛市口 带阳台套二出售 不临街 交通便利', '国嘉新视界  | 2室1厅 | 61.71平米 | 东南 | 精装 | 有电梯', '高楼层(共32层)2009年建塔楼  -  九眼桥', '128万', '单价20743元/平米')
('https://image1.ljcdn.com/510100-inspection/d37ff593-9bc9-467a-99d0-e8fa3d37b51f.jpg.296x216.jpg', '翡翠城四期 套二 有装修 有阳台', '翡翠城四期  | 2室2厅 | 85.21平米 | 东南 | 精装 | 有电梯', '中楼层(共29层)2009年建板楼  -  东湖', '160万', '单价18778元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6657bad0-1692-4391-b509-32064a081885.png.296x216.jpg', '财富B座套二户型，有装修，采光良好', '财富中心  | 2室1厅 | 72.81平米 | 东 | 其他 | 有电梯', '低楼层(共29层)2006年建板塔结合  -  盐市口', '235万', '单价32276元/平米')
('https://image1.ljcdn.com/510100-inspection/test-287640bb-2494-45f4-b8c2-d6ddd8f73333.png.296x216.jpg', '绿地468云玺四期 套三单卫 有入户 客厅带阳台 清水房', '绿地468云玺四期  | 3室2厅 | 89平米 | 西南 | 其他', '低楼层(共39层)2015年建板塔结合  -  三圣乡', '200万', '单价22472元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7e0cc82d-45b6-4d07-8d4d-1a2bb9286dc9.png.296x216.jpg', '莲花南路12号标准套二 多层 看房提前预约', '莲花南路12号  | 2室1厅 | 59.41平米 | 东南 | 简装', '中楼层(共6层)板楼  -  莲花', '90万', '单价15149元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e5b3bd38-2b7e-4ee4-b422-6769f2079039.png.296x216.jpg', '锦江印象套一 朝西 有装修 有阳台', '锦江印象  | 1室1厅 | 45.45平米 | 东南 | 其他 | 有电梯', '中楼层(共31层)2008年建板塔结合  -  合江亭', '113万', '单价24863元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5cb36693-1ce2-4f58-be92-05d670495326.png.296x216.jpg', '恒大都汇华庭      标准套一带阳台 有装修', '恒大都汇华庭  | 1室1厅 | 79.7平米 | 东南 | 其他 | 有电梯', '高楼层(共50层)2015年建板楼  -  合江亭', '255万', '单价31995元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c7a27447-af6e-4d06-8d87-53614c03acc5.png.296x216.jpg', '绿地468云熙，标准套三，中间楼层', '绿地468云玺四期  | 3室2厅 | 89平米 | 南 | 其他', '低楼层(共40层)2015年建板塔结合  -  三圣乡', '225万', '单价25281元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d4270649-ad2f-411b-bd36-ae08b9a8783d.png.296x216.jpg', '暑袜北一街小区，安静不临街，高楼层', '暑袜北一街132号  | 2室1厅 | 64.04平米 | 东北 | 其他 | 无电梯', '高楼层(共7层)1997年建板楼  -  盐市口', '96万', '单价14991元/平米')
('https://image1.ljcdn.com/510100-inspection/test-30ed6be5-5202-42aa-823b-bf04d1a785df.png.296x216.jpg', '镋钯街74号院，两室一厅一厨一卫', '镋钯街74号院  | 2室1厅 | 52.35平米 | 西 | 其他', '中楼层(共7层)板楼  -  合江亭', '120万', '单价22923元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a9278f46-c2ec-41da-a5fa-40d2f5d0c536.png.296x216.jpg', '西丁字街小区 大户型 低楼层 安静 居家', '西丁字街5号  | 3室2厅 | 171.11平米 | 西南 | 其他', '中楼层(共7层)2000年建板楼  -  盐市口', '360万', '单价21040元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c7d1bfa7-b774-439e-b93a-e49881dfba99.png.296x216.jpg', '阳光套二，带飘窗，阳台通风好，明厨明卫', '阳光365  | 2室1厅 | 57.16平米 | 西 | 其他 | 有电梯', '低楼层(共18层)2005年建塔楼  -  盐市口', '205万', '单价35865元/平米')
('https://image1.ljcdn.com/510100-inspection/test-31949157-92d6-4a83-9345-3081c0a4647f.png.296x216.jpg', '桂王桥西街65号+标准套二+户型方正', '桂王桥西街65号  | 2室1厅 | 63.22平米 | 西北 | 其他', '低楼层(共6层)板楼  -  盐市口', '105万', '单价16609元/平米')
('https://image1.ljcdn.com/510100-inspection/f01d0f93-ca64-48b8-b37f-0a637fcc696e.jpg.296x216.jpg', '东润风尚 端头套二 居家精装修 拎包入住', '东润风尚  | 2室2厅 | 68.04平米 | 东 | 精装 | 有电梯', '低楼层(共12层)2006年建塔楼  -  静居寺', '120万', '单价17637元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5072bf07-df2f-451c-8896-649b47b7ca99.png.296x216.jpg', '全景落地飘窗，挑高客厅，有装修，套三双卫', '锦海国际花园  | 3室2厅 | 131.43平米 | 西北 | 其他 | 有电梯', '低楼层(共24层)2003年建塔楼  -  合江亭', '300万', '单价22826元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f099db2e-6153-48b8-90ed-5ea622fea1d7.png.296x216.jpg', 'Q城大平台好房子套三双卫精装修', 'Q城  | 3室2厅 | 94.01平米 | 西北 | 其他 | 有电梯', '高楼层(共21层)2009年建塔楼  -  攀成钢', '280万', '单价29785元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e8a78019-5655-4f89-bb85-33d0f8ff63b2.png.296x216.jpg', '鑫苑名家一期套二，带装修，拎包入住', '鑫苑名家一期  | 2室1厅 | 56平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2011年建板塔结合  -  卓锦城', '95万', '单价16965元/平米')
('https://image1.ljcdn.com/510100-inspection/test-931e13b7-8c59-4544-8e74-babfe3200fd0.png.296x216.jpg', '房子是翡翠城三期 不临街 带花园 有电梯 一梯两户', '翡翠城三期  | 4室2厅 | 163平米 | 东南 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  东湖', '570万', '单价34970元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload59d532d4-ee58-460b-92ba-582dc64ff164.jpg.296x216.jpg', '尖东旺座一期大套二，不临街，户型方正', '尖东旺座一期  | 2室1厅 | 95.12平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2004年建板楼  -  水碾河', '140万', '单价14719元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3d10283-f7de-474d-b1b4-5c3a7114c155.png.296x216.jpg', '静居嘉苑 套三双卫 小区环境好 安静', '静居嘉苑  | 3室1厅 | 103.12平米 | 东 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  静居寺', '240万', '单价23274元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3d51bb87-984c-4ebe-8e93-a2545ce95a65.png.296x216.jpg', '牛市口新小区，有装修，标准套一', '天地自由星城  | 1室1厅 | 51.31平米 | 西北 | 其他 | 有电梯', '中楼层(共24层)2015年建塔楼  -  莲花', '110万', '单价21439元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d1c7bf3d-4386-4a06-ab2e-ed0b81eb8a0f.png.296x216.jpg', '镏金岁月套一，有装修，有阳台，标准一居室', '镏金岁月  | 1室1厅 | 53.32平米 | 东 | 其他 | 有电梯', '高楼层(共33层)2010年建板楼  -  攀成钢', '129.5万', '单价24288元/平米')
('https://image1.ljcdn.com/510100-inspection/a18725da-248f-4c3f-a40e-8ed4f4643455.jpg.296x216.jpg', '凯丽香江套三双卫有装修有家具家电', '蓝光凯丽香江  | 3室2厅 | 88.22平米 | 东 | 其他 | 有电梯', '高楼层(共42层)2009年建板塔结合  -  琉璃场', '200万', '单价22671元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c496322c-b8cb-403b-956c-f14d8f6d40d2.png.296x216.jpg', '上锦美地，一楼方便有老人的居住，房东诚心卖。', '上锦美地  | 2室1厅 | 71.85平米 | 南 | 其他 | 有电梯', '低楼层(共41层)2009年建塔楼  -  红星路', '150万', '单价20877元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8183c87a-601b-4192-94cd-1b9942d2d67b.png.296x216.jpg', '点将台横街+套三+户型方正+看房预约', '点将台横街51号  | 3室1厅 | 103.96平米 | 南 | 其他', '高楼层(共7层)板楼  -  合江亭', '160万', '单价15391元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0cb66007-ac50-439a-a8b8-051a063a6dc6.png.296x216.jpg', '比华利经典套三双卫户型，满两年无增值税', '比华利国际城三期  | 3室2厅 | 89.55平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2014年建板楼  -  川师', '210万', '单价23451元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploada520efc9-c8a3-4823-9ab7-5741df67cde0.jpg.296x216.jpg', '上东锦城    装修  房子出售   对中庭', '上东锦城B区  | 3室2厅 | 88.58平米 | 西北 | 精装 | 有电梯', '高楼层(共18层)2008年建板楼  -  蓝谷地', '140万', '单价15805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5734a3c5-b97a-411f-995a-897c03dde4ed.png.296x216.jpg', '雕墅新上套一，明厨明卫，带阳台', '雕墅  | 1室1厅 | 55.67平米 | 东 东南 | 其他 | 有电梯', '中楼层(共33层)2007年建板塔结合  -  盐市口', '198万', '单价35567元/平米')
('https://image1.ljcdn.com/510100-inspection/test-343d860e-178c-4a6a-b8a5-14d9cd36d49b.png.296x216.jpg', '总府花园 有装修 看房需要提前预约', '总府花园  | 2室1厅 | 68.29平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2000年建板楼  -  合江亭', '150万', '单价21966元/平米')
('https://image1.ljcdn.com/510100-inspection/test-49162b8f-9824-47a7-a12e-36fd115847b5.png.296x216.jpg', '经天路六号院 户型方正 采光好', '经天路6号  | 3室1厅 | 98.57平米 | 南 | 简装', '高楼层(共7层)1998年建板楼  -  琉璃场', '121万', '单价12276元/平米')
('https://image1.ljcdn.com/510100-inspection/test-61d36506-d9f5-4353-957a-fc630abb79d4.png.296x216.jpg', '房为万科套二带衣帽间的户型，开发商统一装修', '万科金润华府  | 2室2厅 | 67平米 | 东北 | 其他 | 有电梯', '中楼层(共35层)2012年建塔楼  -  沙河堡', '175万', '单价26120元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f2d68950-c0c9-423d-ba8c-765e53929e93.png.296x216.jpg', '阳光365 33.11㎡小标间 中间楼层 朝东不吵 带生活阳台', '阳光365  | 1室0厅 | 33.11平米 | 东 | 其他 | 有电梯', '中楼层(共18层)2005年建塔楼  -  盐市口', '143万', '单价43190元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3888551-6daf-40ab-af17-51f786484e23.png.296x216.jpg', '世纪朝阳套三双卫，带地暖，新风系统，自住保养好', '世纪朝阳  | 3室2厅 | 126.3平米 | 西北 | 其他 | 有电梯', '中楼层(共26层)2005年建板楼  -  九眼桥', '280万', '单价22170元/平米')
('https://image1.ljcdn.com/510100-inspection/test-58208b17-8794-415c-9a6b-3487a77c24f8.png.296x216.jpg', '绿地468公馆二期套三精装修带家具家电卖', '绿地468公馆二期  | 3室2厅 | 89平米 | 北 | 其他 | 有电梯', '中楼层(共33层)2015年建板塔结合  -  三圣乡', '225万', '单价25281元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b9eae165-b670-4267-8e47-61217bc2474c.png.296x216.jpg', '华韵天府装修套四客厅带阳台，厨房带生活阳台', '华韵天府  | 4室1厅 | 87.19平米 | 东南 | 精装 | 有电梯', '低楼层(共39层)2013年建塔楼  -  三圣乡', '230万', '单价26380元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a2685af7-cd4d-4c81-aff5-9af35240fe1f.png.296x216.jpg', '较场坝西街小区+套三+有装修+低楼层', '较场坝西街64号  | 3室1厅 | 66.27平米 | 南 | 其他 | 无电梯', '低楼层(共7层)板楼  -  合江亭', '118万', '单价17806元/平米')
('https://image1.ljcdn.com/510100-inspection/8207434e-c089-4490-9f0a-68723b8d18e7.jpg.296x216.jpg', '蓝谷地 精装小套三出售  对中庭 客厅带阳台', '蓝谷地天域  | 3室2厅 | 86.24平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2010年建塔楼  -  蓝谷地', '160万', '单价18553元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3ee368da-991a-4421-9540-39d3beec7b4c.png.296x216.jpg', '通用时代国际社区清水三房 视野无遮挡采光好', '通用时代国际社区  | 3室2厅 | 87.32平米 | 东北 | 毛坯 | 有电梯', '高楼层(共33层)2015年建塔楼  -  攀成钢', '320万', '单价36647元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b8fd93a-bb3c-4548-afd5-488d8de2a11b.png.296x216.jpg', '盐道街、锦江明珠、一室带书房、采光无遮挡', '锦江明珠  | 1室1厅 | 63.41平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2009年建板楼  -  盐市口', '220万', '单价34695元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e9313248-721a-49fd-8a87-b639c550f38a.png.296x216.jpg', '绿地锦天府精装三居 中间楼层 朝南', '绿地锦天府  | 3室2厅 | 199.42平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2015年建板楼  -  攀成钢', '630万', '单价31592元/平米')
('https://image1.ljcdn.com/510100-inspection/test-13d2600c-f5e8-412c-aa0a-bb9dc34acf95.png.296x216.jpg', '卓锦城 电梯中间楼层 朝南 对中庭 看房预约', '卓锦城一期  | 2室2厅 | 98.38平米 | 西南 | 精装 | 有电梯', '中楼层(共18层)2006年建板楼  -  卓锦城', '170万', '单价17280元/平米')
('https://image1.ljcdn.com/510100-inspection/test-998fd6c5-b2d6-4a84-ad10-35a8e31ff04a.png.296x216.jpg', '套一+有装修+带书房+采光无遮挡', '萧邦  | 1室1厅 | 49.97平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2008年建板楼  -  盐市口', '120万', '单价24015元/平米')
('https://image1.ljcdn.com/510100-inspection/test-878a8c84-f11a-4135-b276-65e15b7ac8fd.png.296x216.jpg', '上行汇锦，套二，有装修，高楼层', '上行汇锦  | 2室2厅 | 81.12平米 | 南 | 其他 | 有电梯', '高楼层(共34层)2009年建板塔结合  -  合江亭', '205万', '单价25272元/平米')
