('https://image1.ljcdn.com/320100-inspection/6a8ca2d2-a17a-4f9a-afb2-877985baded6.jpg.296x216.jpg', '南邮旁 新空毛坯 通透大三房 中间楼层 报价含车位', '诚品城  | 3室1厅 | 99.02平米 | 南 北 | 毛坯 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '285万', '单价28783元/平米')
('https://image1.ljcdn.com/320100-inspection/39a2e774-dc33-4d88-a894-f8a570fde439.jpg.296x216.jpg', '满两年 免增值税 精装修 自住', '诚品城  | 3室2厅 | 91.49平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  仙林', '250万', '单价27326元/平米')
('https://image1.ljcdn.com/320100-inspection/test-4cd9ea4e-13e1-4a82-beb3-e9df2897894d.png.296x216.jpg', '胜利二村 2室1厅 153万', '胜利二村  | 2室1厅 | 61.47平米 | 南 北 | 精装 | 无电梯', '高楼层(共5层)板楼  -  燕子矶', '153万', '单价24891元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b75dc36d-3cc9-4bc8-a20f-40d840b1880d.png.280x210.jpg', '绿城物业 视野好 素质住户 小区安全性高  诚心出售', '绿城东方玉园  | 3室2厅 | 185.94平米 | 南 北 | 其他', '高楼层(共4层)暂无数据  -  仙林', '968万', '单价52060元/平米')
('https://image1.ljcdn.com/320100-inspection/1860fb9c-471d-4fa2-ae2d-cf4b9baa652d.jpg.296x216.jpg', '鸿运嘉园 2室2厅 268万', '鸿运嘉园  | 2室2厅 | 89平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2011年建板楼  -  仙林', '268万', '单价30113元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf6e24b69-edc0-45f9-a714-600d83005705.jpg.296x216.jpg', '仙林诚品城 亚东物业 西边户 诚意出售', '诚品城  | 3室2厅 | 101平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  仙林', '260万', '单价25743元/平米')
('https://image1.ljcdn.com/320100-inspection/81bfa3c3-0b26-48c4-9991-95a2fcbefbb7.jpg.296x216.jpg', '保利朗诗蔚蓝 2室2厅 320万', '保利朗诗蔚蓝  | 2室2厅 | 80.8平米 | 南 | 其他', '中楼层(共32层)2018年建塔楼  -  晓庄', '320万', '单价39604元/平米')
('https://image1.ljcdn.com/320100-inspection/085e928a-ebe9-4ce6-aee7-2519ce365807.jpg.296x216.jpg', '小区16年房龄商品房 楼栋位置好毛坯 物业尽责环境好', '东方兰园  | 2室1厅 | 94.44平米 | 南 | 其他 | 有电梯', '低楼层(共29层)2017年建塔楼  -  万寿', '268万', '单价28378元/平米')
('https://image1.ljcdn.com/320100-inspection/4e93a09c-d1e9-4410-905b-f8802172a015.jpg.296x216.jpg', '和燕花苑 电梯 满五年 精装修 诚心卖小区环境优美', '和燕花苑  | 3室2厅 | 126.47平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2004年建板楼  -  迈皋桥', '346万', '单价27359元/平米')
('https://image1.ljcdn.com/320100-inspection/939dd84e-d2ce-4650-b2bb-af2c5b49247f4.jpg.296x216.jpg', '迈皋桥商圈，精装修，中间楼层  南北户型，采光好', '方圆绿茵  | 2室2厅 | 87.09平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2004年建板楼  -  迈皋桥', '255万', '单价29281元/平米')
('https://image1.ljcdn.com/320100-inspection/33f42211-d3ea-440e-adac-46585b9aad1f.JPG.296x216.jpg', '楼栋位置好，采光不遮挡，小区在除新', '百水芊城上水坊  | 1室1厅 | 41.1平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '95万', '单价23115元/平米')
('https://image1.ljcdn.com/320100-inspection/bbb3d049-9fa1-4bf7-aed4-4aa67e56c1ee.jpg.296x216.jpg', '新城香悦澜山 4室2厅 500万', '新城香悦澜山  | 4室2厅 | 136.27平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2016年建塔楼  -  仙林', '500万', '单价36692元/平米')
('https://image1.ljcdn.com/320100-inspection/test-42f5df50-72fa-4d09-889e-842b82a75bd1.png.296x216.jpg', '上城风景 3室2厅 359万', '上城风景  | 3室2厅 | 140.65平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2014年建板楼  -  尧化门', '359万', '单价25525元/平米')
('https://image1.ljcdn.com/320100-inspection/test-15c4c856-f53b-4d8d-adc4-c85b8dbe4938.png.296x216.jpg', '大地伊丽雅特湾  东边户  地暖 双卫 双衣帽间', '大地伊丽雅特湾  | 3室2厅 | 128.51平米 | 南 | 精装 | 有电梯', '中楼层(共10层)2010年建板楼  -  晓庄', '398万', '单价30971元/平米')
('https://image1.ljcdn.com/320100-inspection/2ff7d406-2e1e-48ef-b30d-60488bee60a5.jpg.296x216.jpg', '新城物业 装修好 楼层好 小区环境好 采光充足', '新城尚座花园  | 2室1厅 | 71.11平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2009年建板楼  -  晓庄', '220万', '单价30938元/平米')
('https://image1.ljcdn.com/320100-inspection/0d1131ad-e57f-48c6-8ce0-0fd0e2219ed6.jpg.296x216.jpg', '南北通透 视野开阔 采光充足 交通便利', '兴贤佳园近贤苑  | 3室2厅 | 82.33平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  迈皋桥', '216万', '单价26236元/平米')
('https://image1.ljcdn.com/320100-inspection/b09dd29e-0d05-430e-8659-6eeb7c757b69.jpg.296x216.jpg', '迈皋桥高档小区 多层 实际居住面积大', '馨怡园  | 2室2厅 | 85.69平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2006年建板楼  -  迈皋桥', '265万', '单价30926元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadfb450a42-178f-4e74-be48-1c45e75860fe.jpg.296x216.jpg', '精装修  交通便利 视野好  南邮商圈', '诚品城  | 3室2厅 | 90.66平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)2009年建板楼  -  仙林', '260万', '单价28679元/平米')
('https://image1.ljcdn.com/320100-inspection/ac50c301-28fb-4cea-8845-f3923811ac45本.jpg.296x216.jpg', '业主结婚装修 家具家电全留 可以拎包入住 采光无遮挡', '百水芊城春水坊  | 3室2厅 | 83.33平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '198万', '单价23761元/平米')
('https://image1.ljcdn.com/320100-inspection/90594567-932c-4d61-8819-5ab70d95f3d3.jpg.296x216.jpg', '户型方正采光好 通风好 配套设施齐全 交通便利', '南湾营馨康苑  | 3室1厅 | 83.12平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  马群', '175万', '单价21054元/平米')
('https://image1.ljcdn.com/320100-inspection/c6329666-3c3e-40f7-83a6-be6f32b45930.jpg.296x216.jpg', '吉祥庵商圈 南北通透三房 顶楼跃层 楼上还有储藏间', '吉祥花园  | 3室2厅 | 157平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  燕子矶', '300万', '单价19109元/平米')
('https://image1.ljcdn.com/320100-inspection/0f3aaf9a-77a8-41dc-801d-38619f03da91.jpg.296x216.jpg', '南北通透 采光充足 北望紫金山 出行方便', '五棵松  | 2室1厅 | 71.2平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1997年建板塔结合  -  马群', '158万', '单价22192元/平米')
('https://image1.ljcdn.com/320100-inspection/fcabfe55-f3a0-46d3-a441-6a15e00c5c48.jpg.296x216.jpg', '迈皋桥 南砖新村 高楼层 交通方便 配套成熟 出门公交', '南砖新村  | 2室1厅 | 69.17平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1994年建板塔结合  -  迈皋桥', '156万', '单价22554元/平米')
('https://image1.ljcdn.com/x-se/hdic-resblock/2983275c-a824-4d0d-8fac-7b56f84ca7cb.jpg.296x216.jpg', '城市绿洲花园 精装带电梯公寓 总价低', '城市绿洲花园  | 1室0厅 | 44.78平米 | 北 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  晓庄', '58万', '单价12953元/平米')
('https://image1.ljcdn.com/320100-inspection/3d6b14dc-ae7a-4a87-9dee-cd44bc6a9272.jpg.296x216.jpg', '百水家园 3室2厅 178万', '百水家园  | 3室2厅 | 62.98平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2004年建板楼  -  马群', '178万', '单价28263元/平米')
('https://image1.ljcdn.com/320100-inspection/518bcab3-848a-45d2-830b-e6b086f300cc.jpg.296x216.jpg', '仙鹤山庄 免增值税  装修带阁楼', '仙鹤山庄  | 4室2厅 | 151.57平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2002年建板塔结合  -  仙林', '360万', '单价23752元/平米')
('https://image1.ljcdn.com/320100-inspection/30e5ed41-d34b-40cd-8a96-a729ababfd8e.jpg.296x216.jpg', '新城金郡 2室2厅 220万', '新城金郡  | 2室2厅 | 75平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  尧化门', '220万', '单价29334元/平米')
('https://image1.ljcdn.com/320100-inspection/855050d5-9d8c-4b96-b32e-ae85a5b1b73c.jpg.296x216.jpg', '位置好 阁楼赠送面积50平左右 精装修带地暖', '南大和园  | 5室2厅 | 136平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)2009年建板楼  -  仙林', '600万', '单价44118元/平米')
('https://image1.ljcdn.com/320100-inspection/de1a8e88-e52d-4bfb-86fd-9fa2e7a2998a.jpg.296x216.jpg', '诚品城  正规三房  南北通透   采光好', '诚品城  | 3室2厅 | 99平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)2009年建板楼  -  仙林', '296万', '单价29899元/平米')
('https://image1.ljcdn.com/320100-inspection/72b7a92c-23c9-4804-8928-8b0d1a58cf5a.jpg.296x216.jpg', '东方天郡西区 满两年 三房两卫带院子 靠门口出行便利', '东方天郡西区  | 3室2厅 | 109.67平米 | 南 北 | 其他 | 有电梯', '低楼层(共14层)2009年建板楼  -  仙林', '425万', '单价38753元/平米')
('https://image1.ljcdn.com/320100-inspection/15db8212-be81-42d5-b0d1-fd47dec40456.jpg.296x216.jpg', '万达茂 4室2厅毛坯可改动空间大双地铁 仙林湖畔', '万达茂  | 4室2厅 | 129.44平米 | 南 北 | 其他', '低楼层(共34层)暂无数据  -  栖霞其它', '395万', '单价30517元/平米')
('https://image1.ljcdn.com/320100-inspection/3fed3d81-e0ec-49a3-ad8e-067819c9a9c9.jpg.296x216.jpg', '三房 双卧朝南 满五年 燕子矶商圈', '胜利村  | 3室2厅 | 77.91平米 | 南 北 | 其他', '中楼层(共6层)暂无数据  -  燕子矶', '193万', '单价24773元/平米')
('https://image1.ljcdn.com/320100-inspection/52c766a3-f7aa-4eb1-9134-bd76d737537c.jpg.296x216.jpg', '此房南北通透，小区前排，户型方正。采光很好。', '东方天郡西区  | 4室2厅 | 124.37平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2009年建板楼  -  仙林', '518万', '单价41650元/平米')
('https://image1.ljcdn.com/320100-inspection/8b838497-d109-4d3b-ab7c-44255ab5df3c.jpg.296x216.jpg', '低楼层带院子 南北两房  居家装修 刚需养老', '南塑新村  | 2室1厅 | 49.64平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)1988年建板塔结合  -  迈皋桥', '135万', '单价27196元/平米')
('https://image1.ljcdn.com/320100-inspection/a6d52adb-158e-4a90-867c-d390770c062c.jpg.296x216.jpg', '满五唯一 低楼层 小面积 低总价 好房在售', '联珠村小区  | 1室1厅 | 39.88平米 | 南 北 | 简装 | 无电梯', '5层1991年建板楼  -  燕子矶', '93万', '单价23320元/平米')
('https://image1.ljcdn.com/320100-inspection/test-610437f8-d40d-4d10-b7de-a2af4b55d4ad.png.296x216.jpg', '精装修 带地暖 三开间朝南 含车位 电梯花园洋房', '仙龙湾山庄  | 3室2厅 | 119.55平米 | 南 北 | 其他 | 有电梯', '高楼层(共6层)2010年建板楼  -  仙林', '450万', '单价37642元/平米')
('https://image1.ljcdn.com/320100-inspection/bc40e86a-0a29-4683-81ad-e69bdcef5580.jpg.296x216.jpg', '高科置业 清风物业 精装修 诚意出售', '高科荣域  | 3室2厅 | 108.91平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2013年建板楼  -  仙林', '380万', '单价34892元/平米')
('https://image1.ljcdn.com/320100-inspection/test-6c8d51c1-d809-4e47-b38b-6130796b3484.png.296x216.jpg', '非顶楼房龄新 带物业 南北通透 视野采光好 满五 便利', '兴贤佳园尚贤苑  | 2室1厅 | 52.93平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2004年建板楼  -  迈皋桥', '135万', '单价25506元/平米')
('https://image1.ljcdn.com/320100-inspection/e7f21922-fc2c-49fe-9157-13c6a13f0a00.jpg.296x216.jpg', '新城金郡 2室2厅 220万', '新城金郡  | 2室2厅 | 75平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建板楼  -  尧化门', '220万', '单价29334元/平米')
('https://image1.ljcdn.com/320100-inspection/1c5c7ede-643b-42a0-afbe-bdd756f52dcc.jpg.296x216.jpg', '叠加别墅 纯毛坯 出行方便 环境好 看房方便', '保利礼墅  | 4室2厅 | 247平米 | 南 北 | 其他', '低楼层(共4层)暂无数据  -  仙林', '900万', '单价36438元/平米')
('https://image1.ljcdn.com/320100-inspection/ddb0b6b3-aff6-4412-88b6-994538c6bd1b.jpg.296x216.jpg', '中高楼层，现代化精装修，交通便捷，采光充足', '百水芊城怡水坊  | 2室1厅 | 63.16平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  马群', '158万', '单价25016元/平米')
('https://image1.ljcdn.com/320100-inspection/e947b475-a286-4903-ae31-85bc9d6599bb.jpg.296x216.jpg', '大平层自如装修 带有租约 南北通透 拎包入住 东边户', '星叶枫情水岸  | 3室2厅 | 125.48平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2015年建板楼  -  仙林', '365万', '单价29089元/平米')
('https://image1.ljcdn.com/320100-inspection/0f9d5436-765d-4eba-84e7-b8010dab6435.jpg.296x216.jpg', '中南世纪雅苑二期 3室2厅 260万', '中南世纪雅苑二期  | 3室2厅 | 85.16平米 | 南 北 | 其他', '高楼层(共22层)2018年建板楼  -  麒麟镇', '260万', '单价30531元/平米')
('https://image1.ljcdn.com/320100-inspection/b3042abf-77e3-4654-9cd6-d11116dbdf15.jpg.296x216.jpg', '视野宽阔 交通便利 新小区电梯房 单室套户型', '大地伊丽雅特湾  | 1室1厅 | 55.39平米 | 南 | 简装 | 有电梯', '高楼层(共10层)2010年建板楼  -  晓庄', '144万', '单价25998元/平米')
('https://image1.ljcdn.com/320100-inspection/0b68cf7f-a0e7-4876-bc77-332010e64c56.jpg.296x216.jpg', '晓庄商圈 城市绿洲花园 低楼层南北通透二居 居家装修', '城市绿洲花园  | 2室2厅 | 86.12平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2007年建板塔结合  -  晓庄', '256万', '单价29726元/平米')
('https://image1.ljcdn.com/320100-inspection/46531118-1293-42c5-a229-9aae196e473a.jpg.296x216.jpg', '大地伊丽雅特湾  单室套 晓庄 和燕路', '大地伊丽雅特湾  | 1室1厅 | 49.1平米 | 南 | 其他 | 有电梯', '低楼层(共10层)2010年建板楼  -  晓庄', '135万', '单价27495元/平米')
('https://image1.ljcdn.com/320100-inspection/test-a5fff285-1bf9-4ff3-ba8a-af97d8d2961e.png.296x216.jpg', '百水家园 2室1厅 156万', '百水家园  | 2室1厅 | 64.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  马群', '156万', '单价24037元/平米')
('https://image1.ljcdn.com/320100-inspection/test-68c894bf-3cd8-4197-b1bf-d4da06a90841.png.296x216.jpg', '满五年 迈皋桥商圈 现代化装修 南北通透 采光好', '方圆绿茵  | 2室2厅 | 88.34平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2004年建板楼  -  迈皋桥', '252万', '单价28527元/平米')
('https://image1.ljcdn.com/320100-inspection/7db44d06-fcfc-4715-82a4-29dc6b7af66b.jpg.296x216.jpg', '南北通透，户型方正，楼龄新，适合过度', '花港幸福城芙蓉园  | 2室1厅 | 58.39平米 | 南 北 | 其他 | 有电梯', '高楼层(共17层)2013年建板楼  -  麒麟镇', '116万', '单价19867元/平米')
('https://image1.ljcdn.com/320100-inspection/92c84b79-23d2-4002-8bf7-65305500097b.JPG.296x216.jpg', '万达茂 2室1厅 285万', '万达茂  | 2室1厅 | 86.67平米 | 南 北 | 其他 | 有电梯', '中楼层(共19层)2017年建板楼  -  栖霞其它', '285万', '单价32884元/平米')
('https://image1.ljcdn.com/320100-inspection/17295747-0f1f-418b-9664-b55ab2d87eaa.jpg.296x216.jpg', '复地御钟山一期 4室2厅 1080万', '复地御钟山一期  | 4室2厅 | 227.42平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)2013年建板楼  -  马群', '1080万', '单价47490元/平米')
('https://image1.ljcdn.com/320100-inspection/79724f91-f43a-4add-b991-03769f1f1c77.jpg.296x216.jpg', '南北通透，户型方正，出行方便，生活配套齐全', '南湾营馨康苑  | 3室1厅 | 85平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2004年建板塔结合  -  马群', '165万', '单价19412元/平米')
('https://image1.ljcdn.com/320100-inspection/4613df93-9610-468d-a981-91c726637e42.jpg.296x216.jpg', '南塑新村 3室1厅 206万', '南塑新村  | 3室1厅 | 81.17平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1988年建板塔结合  -  迈皋桥', '206万', '单价25379元/平米')
('https://image1.ljcdn.com/320100-inspection/2ae0a482-2afd-45d4-b81d-a0ed5c42d2cf.jpg.296x216.jpg', '低楼层户型好配套齐全户口不占。', '新城尚座花园  | 3室1厅 | 90平米 | 南 北 | 其他 | 有电梯', '低楼层(共12层)2009年建板楼  -  晓庄', '270万', '单价30000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fc08675e-e02e-4b9c-af03-b26ceb5aec8b.png.280x210.jpg', '刚需小两房 有轨电车旁 刚刚除新过 首套置业房', '百水芊城春水坊  | 2室1厅 | 65.7平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2007年建板楼  -  马群', '147万', '单价22375元/平米')
('https://image1.ljcdn.com/320100-inspection/be242984-0714-4f43-8a86-b67d4051d928.jpg.296x216.jpg', '南湾营融康苑 2室1厅 126万', '南湾营融康苑  | 2室1厅 | 65.33平米 | 南 北 | 其他 | 有电梯', '中楼层(共11层)2005年建板楼  -  马群', '126万', '单价19287元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadb18245cb-c7b3-422e-aedd-885df63cedc7.jpg.296x216.jpg', '交易过一次，可以正常过户。小区环境好采光不遮挡', '南湾营融康苑  | 1室1厅 | 42.81平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  马群', '99万', '单价23126元/平米')
('https://image1.ljcdn.com/320100-inspection/cf7e5afb-a9f5-4f31-a82f-a4d891ee8502.jpg.296x216.jpg', '马群 南湾营 带电梯 两室一厅 简装 交通便利', '南湾营馨康苑  | 2室1厅 | 65.32平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2004年建板塔结合  -  马群', '135万', '单价20668元/平米')
('https://image1.ljcdn.com/320100-inspection/test-9849c032-1253-497f-9721-e1000556f7bf.png.296x216.jpg', '十字街110号 2室1厅 130万', '十字街110号  | 2室1厅 | 54.01平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1997年建板塔结合  -  迈皋桥', '130万', '单价24070元/平米')
('https://image1.ljcdn.com/320100-inspection/ce6d6a87-bb2e-4260-8719-ac67fca36cb3.jpg.296x216.jpg', '钟山晶典三房 好楼层 采光好 户型好 看房方便', '钟山晶典苑  | 3室2厅 | 113.52平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2010年建板塔结合  -  马群', '340万', '单价29951元/平米')
('https://image1.ljcdn.com/320100-inspection/ce7fe2da-c896-4dc3-8276-e52d32210c77.jpg.296x216.jpg', '小区房龄新 有菜场 出行方便 产权清晰 有晓庄广场', '大地伊丽雅特湾  | 1室1厅 | 58.94平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2010年建板楼  -  晓庄', '160万', '单价27147元/平米')
