('https://image1.ljcdn.com/410100-inspection/13399e0d-8de0-4980-93e3-09a78e0d9058.jpg.296x216.jpg', '金沙湖高尔夫观邸，观景房，高档社区，业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共27层)暂无数据  -  第八大街', '500万', '单价16779元/平米')
('', '满五不唯一，精装三房，业主自住，此价带车位。', '远大理想城  ', '高楼层(共22层)暂无数据  -  第三大街', '200万', '单价17970元/平米')
('https://image1.ljcdn.com/410100-inspection/27032a14-a30e-4a72-96e2-9e6b798cebd9.jpg.296x216.jpg', '远大理想城 精装修 南北通透洋房 有露台赠送', '远大理想城  ', '低楼层(共9层)板楼  -  第三大街', '280万', '单价22223元/平米')
('https://image1.ljcdn.com/410100-inspection/aec7ffc4-faf7-467e-8ef6-1f2100e8492c.jpg.296x216.jpg', '恒大绿洲 车位 20万', '恒大绿洲  ', '暂无数据  -  第三大街', '20万', '单价15749元/平米')
('', '远大理想城 车位 16万', '远大理想城  ', '暂无数据  -  第三大街', '16万', '单价10667元/平米')
('https://image1.ljcdn.com/410100-inspection/70fed7b6-224a-4689-ae92-18176854581c.jpg.296x216.jpg', '亚太明珠 南北通透大四居 南北东 三面采光 高楼层', '亚太明珠  ', '高楼层(共24层)板楼  -  第三大街', '215万', '单价12574元/平米')
('https://image1.ljcdn.com/410100-inspection/test-f3f744ae-80ea-4694-874d-d8574d4657aa.png.296x216.jpg', '经开区 新装大三房 双气 南北通透 全明户型 超好采光', '远大理想城  ', '低楼层(共32层)板塔结合  -  第三大街', '268万', '单价18742元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9bb78003-34d4-439e-823e-2c213f02efbc.png.280x210.jpg', '恒大绿洲一期，南北通透三房，户型稀有，诚心卖', '恒大绿洲  ', '高楼层(共33层)板楼  -  第三大街', '198万', '单价19224元/平米')
('https://image1.ljcdn.com/410100-inspection/2d8b2a67-b0df-441a-9499-9b14681d1197.jpg.296x216.jpg', '远大理想城 花园洋房多层电梯 一口带院 精装修 随时看', '远大理想城  ', '低楼层(共10层)板塔结合  -  第三大街', '310万', '单价24682元/平米')
('https://image1.ljcdn.com/410100-inspection/78ee24de-60b2-4c09-b232-afb04d155e56.jpg.296x216.jpg', '青青美庐 一居室  急售  美丽宜居   诚意出售', '美庐银座  ', '低楼层(共18层)暂无数据  -  第三大街', '80万', '单价11457元/平米')
('', '建达百度花园3室2厅2卫135平方3楼南北东三面采光', '建达百度花园  ', '中楼层(共6层)板楼  -  第三大街', '175万', '单价12963元/平米')
('https://image1.ljcdn.com/410100-inspection/37a28874-b4ec-4ddf-92b8-650a04285166.jpg.296x216.jpg', '交通便利  配套齐全  满2年  单身小户型', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '60万', '单价15000元/平米')
('', '经开5大街 高尔夫官邸 新出别院 业主诚心出售', '金沙湖高尔夫观邸  ', '低楼层(共2层)暂无数据  -  第八大街', '1500万', '单价38712元/平米')
('https://image1.ljcdn.com/410100-inspection/23facb25-7495-45d6-854c-f480f43d1629.jpg.296x216.jpg', '一楼大三房，业主诚心出售，可以根据自己爱好装修', '加州第一城  ', '低楼层(共6层)暂无数据  -  第三大街', '207万', '单价16201元/平米')
('', '格林度假山庄 四房 业主诚心出售', '格林度假山庄  ', '中楼层(共7层)暂无数据  -  第三大街', '288万', '单价15529元/平米')
('', '满五年多层南北向三房  精装修环境干净整洁', '矿业集团家属院  ', '中楼层(共7层)板楼  -  第三大街', '145万', '单价15761元/平米')
('https://image1.ljcdn.com/410100-inspection/76e97ff3-8965-40f4-8395-d3a5b2d2451f.jpg.296x216.jpg', '大城小事 纯南户型 采光好 交通便利 配套齐全', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '102万', '单价12000元/平米')
('https://image1.ljcdn.com/410100-inspection/test-da38f233-2d24-4dd0-9311-56aba083a85c.png.296x216.jpg', '理想城 N组团精装三房 南北通透 全明户型 超好采光', '远大理想城  ', '低楼层(共28层)板塔结合  -  第三大街', '248万', '单价19559元/平米')
('', '恒大绿洲，满五年，无差额。带保姆间', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '280万', '单价20144元/平米')
('https://image1.ljcdn.com/410100-inspection/22841685-9c3a-43ae-8006-fd5fa57c9153..-1.jpg.296x216.jpg', '远大理想城，精装修南北通透大三房，双气5号地铁口', '远大理想城  ', '低楼层(共28层)板塔结合  -  第三大街', '280万', '单价20000元/平米')
('https://image1.ljcdn.com/410100-inspection/21cab04b-f531-47d6-9599-0fcc74ff35e3.jpg.296x216.jpg', '理想城高楼层三居室 精装修 看房随时 南区景观房', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '200万', '单价16394元/平米')
('', '郑安花园3室2厅152.12平方毛坯洋房南北通透', '郑安花园小区  ', '低楼层(共5层)暂无数据  -  第三大街', '183万', '单价12030元/平米')
('https://image1.ljcdn.com/410100-inspection/6287b5bd-5388-4811-8269-7fcd15574faf.jpg.296x216.jpg', '大城小室 精装修一房 户型朝南 采光无遮挡', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '46万', '单价13143元/平米')
('https://image1.ljcdn.com/410100-inspection/test-0426cad7-bf2b-462c-89b2-d5f3923f8d97.png.296x216.jpg', '亚太明珠 通透经典大四房 一梯两户 临河观景中原福塔', '亚太明珠  ', '中楼层(共16层)板楼  -  第三大街', '305万', '单价16053元/平米')
('https://image1.ljcdn.com/410100-inspection/0216952c-e359-4141-936c-d689a45966a4.jpg.296x216.jpg', '远大理想城 花园电梯洋房 一梯两户 双气地暖', '远大理想城  ', '中楼层(共9层)板楼  -  第三大街', '240万', '单价16902元/平米')
('', '经开自贸区 第六大街 格林假日 复式 采光好 全明户型', '格林假日  ', '低楼层(共6层)板楼  -  第三大街', '320万', '单价15239元/平米')
('', '经开自贸区 格林度假山庄 186平 上下楼复式 简单装修', '格林度假山庄  ', '中楼层(共7层)暂无数据  -  第三大街', '280万', '单价15054元/平米')
('https://image1.ljcdn.com/410100-inspection/1f729cfb-8414-4f85-9b33-1931aaa64406.jpg.296x216.jpg', '绿地海珀兰轩3室2厅183平方毛坯南北通透', '绿地海珀兰轩  ', '中楼层(共30层)暂无数据  -  第三大街', '295万', '单价16121元/平米')
('https://image1.ljcdn.com/410100-inspection/test-44990525-d8f6-4fe1-a31d-49297b482cfd.png.296x216.jpg', '理想城精装修两房两厅，满五年，中间楼层，视野开阔', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '145万', '单价16198元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3a405cd5-e919-4414-a081-e8b9e6455fc3.png.280x210.jpg', '格林南苑  满五年唯一住房 交通便利采光充足南北通透', '格林假日  ', '中楼层(共6层)板楼  -  第三大街', '132万', '单价14203元/平米')
('https://image1.ljcdn.com/410100-inspection/1c31cc5c-29fb-42e9-8f95-79e41d71ffaa.jpg.296x216.jpg', '看房方便，南北通透，采光好，小区环境好', '天明园  ', '中楼层(共18层)暂无数据  -  第三大街', '320万', '单价17407元/平米')
('https://image1.ljcdn.com/410100-inspection/test-4b383957-4175-4079-959a-a830e6d3a6c6.png.296x216.jpg', 'N组团精装两房 满五年  超好采光 无遮挡', '远大理想城  ', '中楼层(共28层)板塔结合  -  第三大街', '166万', '单价18507元/平米')
('', '青青美庐小区 9室3厅 1800万', '青青美庐小区  ', '低楼层(共3层)暂无数据  -  第三大街', '1800万', '单价32143元/平米')
('https://image1.ljcdn.com/410100-inspection/test-4fbc4cd3-fedf-4fd6-8999-a97c9a434982.png.296x216.jpg', '满五年唯一，南北通透，毛坯房。', '远大理想城  ', '高楼层(共22层)暂无数据  -  第三大街', '205万', '单价16180元/平米')
('', '海馨苑南北通透大四房 户型方正 楼层好 采光无遮挡', '海馨苑  ', '高楼层(共18层)板楼  -  第三大街', '220万', '单价15173元/平米')
('https://image1.ljcdn.com/410100-inspection/4f70139a-581e-4aab-95ba-48f1fa4fb27d.jpg.296x216.jpg', '远大理想城【精装大三房】主卧朝南带阳台，满五年双气', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '225万', '单价15000元/平米')
('', '经开自贸区 第五大街 加州第 一城 97平 三房', '加州第一城  ', '低楼层(共6层)暂无数据  -  第三大街', '145万', '单价14949元/平米')
('', '格林度假山庄 一室 低楼层，诚心卖', '格林度假山庄  ', '中楼层(共7层)板楼  -  第三大街', '50万', '单价16667元/平米')
('https://image1.ljcdn.com/410100-inspection/f45de855-36ae-47fa-920c-85ccc1e55a36.jpg.296x216.jpg', '满五年商品房 双气高楼层 精装直接住', '远大理想城  ', '中楼层(共33层)板塔结合  -  第三大街', '150万', '单价17242元/平米')
('https://image1.ljcdn.com/410100-inspection/9e577004-e941-4ff4-b4e5-1d213448abec.jpg.296x216.jpg', '此房满五不唯一，无抵押贷款，无户口，业主诚心卖', '加州第一城  ', '低楼层(共6层)暂无数据  -  第三大街', '150万', '单价16892元/平米')
('', '格林假日，低楼层复试，南北通透大四房，诚心卖。', '格林假日  ', '中楼层(共6层)暂无数据  -  第三大街', '245万', '单价13235元/平米')
('https://image1.ljcdn.com/410100-inspection/893cd67b-3250-4af2-bb54-e809944c777c..-25.jpg.296x216.jpg', '此房满五唯一住房，环境较好。。', '天明园  ', '中楼层(共6层)暂无数据  -  第三大街', '200万', '单价16069元/平米')
('https://image1.ljcdn.com/410100-inspection/test-1cf525a5-76c0-40a6-add8-c367653c301a.png.296x216.jpg', '大城小室 满五唯一大两房  无贷款', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '153万', '单价11250元/平米')
('', '远大理想城 纯南2房  小高层 中间楼层 采光好', '远大理想城  ', '低楼层(共33层)板塔结合  -  第三大街', '156万', '单价17728元/平米')
('https://image1.ljcdn.com/410100-inspection/d9b10646-3013-41fa-a74e-d453112627f0.jpg.296x216.jpg', '此房南北通透，视野开阔，户型方正，房间可利用面积大', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '135万', '单价14211元/平米')
('', '青青美庐，一楼叠加别墅，满五年，诚心卖', '青青美庐小区  ', '低楼层(共4层)暂无数据  -  第三大街', '450万', '单价16188元/平米')
('https://image1.ljcdn.com/410100-inspection/d5b9c72b-bbbd-4a44-90da-7bf7d4c39110.jpg.296x216.jpg', '远大理想城 精装欧式风格 南北通透大三房 视野开阔', '远大理想城  ', '高楼层(共28层)板塔结合  -  第三大街', '248万', '单价18100元/平米')
('', '经开区多层社区大户型复式社区环境好位置好精装修低价', '经济技术开发区第六大街76号院  ', '高楼层(共5层)暂无数据  -  第三大街', '320万', '单价13676元/平米')
('', '远大理想城满五年精装修大四居复试中间楼层 采光好', '远大理想城  ', '中楼层(共22层)暂无数据  -  第三大街', '310万', '单价17416元/平米')
('https://image1.ljcdn.com/410100-inspection/2612ac11-d2de-478b-83f0-b861ab0c605e.jpg.296x216.jpg', '理想城双气两房，简装，南北通透，有钥匙，看房方便', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '155万', '单价16848元/平米')
('https://image1.ljcdn.com/410100-inspection/bb9322ff-c774-45cc-852f-d4f22ddc3754.jpg.296x216.jpg', '紧凑三室 南北通透 双气小区 楼层高 采光好', '远大理想城  ', '高楼层(共22层)暂无数据  -  第三大街', '185万', '单价16819元/平米')
('', '恒大绿洲 2室2厅 165万', '恒大绿洲  ', '低楼层(共33层)板楼  -  第三大街', '165万', '单价17984元/平米')
('https://image1.ljcdn.com/410100-inspection/test-964c5068-49cc-433b-92bc-df2d063694a3.png.296x216.jpg', '绿地海珀兰轩 2室1厅 160万', '绿地海珀兰轩  ', '高楼层(共32层)暂无数据  -  第三大街', '160万', '单价17978元/平米')
('', '此房满五年，南北通透，小区环境号。配套齐全。', '天明园  ', '低楼层(共6层)暂无数据  -  第三大街', '155万', '单价15967元/平米')
('https://image1.ljcdn.com/410100-inspection/9c09aa05-779a-4e15-bcb9-d65f51d501ad.jpg.296x216.jpg', '格林假日 朝南一居室 业主诚心出售 看房方便', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '62万', '单价15737元/平米')
('', '房子满五年 产权清晰无贷款 精装修 送18平米地下室', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '160万', '单价17022元/平米')
('https://image1.ljcdn.com/410100-inspection/63bcafae-2f58-4ded-8236-a6aec9efed45.jpg.296x216.jpg', '航海路体育场旁双气小区 好望角大三房 空置随时看房', '好望角国际公寓  ', '高楼层(共19层)板楼  -  第三大街', '230万', '单价17558元/平米')
('', '青青美庐5室3厅3卫364平方南北通透带露台车库', '青青美庐小区  ', '中楼层(共4层)暂无数据  -  第三大街', '688万', '单价18902元/平米')
('', '房子满五年，无贷款，产权清晰，随时可以交易', '格林假日  ', '高楼层(共6层)板楼  -  第三大街', '107万', '单价16462元/平米')
('https://image1.ljcdn.com/410100-inspection/test-c6f74753-0e88-4093-aa06-15ff808de993.png.296x216.jpg', '满五年唯一房 南北通透 送地下室', '远大理想城  ', '高楼层(共26层)板塔结合  -  第三大街', '145万', '单价15935元/平米')
('https://image1.ljcdn.com/410100-inspection/test-26b05424-f999-469a-aab7-1dffdb731b54.png.296x216.jpg', '满五唯一 双气精装修  带35精装平地下室  超好采光', '远大理想城  ', '高楼层(共26层)暂无数据  -  第三大街', '155万', '单价17770元/平米')
('', '此房满五不唯一，无抵押贷款，无户口，业主诚心卖', '加州第一城  ', '高楼层(共6层)暂无数据  -  第三大街', '150万', '单价15229元/平米')
('https://image1.ljcdn.com/410100-inspection/test-b74eb385-3a2b-4f4c-8c75-26f0b8243a92.png.296x216.jpg', '精装修 ，全南两房，无遮挡，税费低，', '大城小室  ', '中楼层(共25层)暂无数据  -  第三大街', '130万', '单价13979元/平米')
('', '亚太明珠 南北通透三居室 全明户型 买到赚到', '亚太明珠  ', '中楼层(共24层)板楼  -  第三大街', '225万', '单价15735元/平米')
('https://image1.ljcdn.com/410100-inspection/fa184c79-6a10-42bb-81dd-6277d8fb85c3.jpg.296x216.jpg', '近地铁，一居室，有房本，无贷款，满两年', '宏光合园  ', '低楼层(共16层)暂无数据  -  第三大街', '68万', '单价11725元/平米')
('https://image1.ljcdn.com/410100-inspection/test-cb620ad9-bcaf-432b-9861-90251211a599.png.296x216.jpg', '买房子 带车位 精装三房 双气 环境好 配套全', '恒大绿洲  ', '中楼层(共33层)板楼  -  第三大街', '240万', '单价21819元/平米')
('https://image1.ljcdn.com/410100-inspection/cf20d670-b190-4f14-aa07-87951f51eb87.jpg.296x216.jpg', '富田九鼎世家 精装修南向两房 业主诚心出售', '富田九鼎世家  ', '低楼层(共25层)板塔结合  -  第三大街', '185万', '单价20787元/平米')
('', '福塔旁，双气远大理想城改善大三房！', '远大理想城  ', '中楼层(共26层)板塔结合  -  第三大街', '223万', '单价16642元/平米')
('', '格林度假山庄独栋别墅 适合人口多的大家庭选择', '格林度假山庄  ', '低楼层(共2层)暂无数据  -  第三大街', '1000万', '单价28902元/平米')
('https://image1.ljcdn.com/410100-inspection/2ead60ea-0b97-474f-a7f2-a9549d048bfb.jpg.296x216.jpg', '远大理想城 满五唯一 标准两居室 业主自住诚信出售', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '145万', '单价16044元/平米')
('', '九鼎世家 南北通透小三居 业主诚意出售 满两年', '富田九鼎世家  ', '低楼层(共26层)板塔结合  -  第三大街', '190万', '单价21112元/平米')
('', '远大理想城 精装三房 双方阳台 南北通透', '远大理想城  ', '高楼层(共33层)板塔结合  -  第三大街', '273万', '单价19091元/平米')
('https://image1.ljcdn.com/410100-inspection/c1db9ef8-0a58-4b00-b3c0-3248c8162510.jpg.296x216.jpg', '远大理想城，精装修，中间楼层，95平大两房', '远大理想城  ', '高楼层(共18层)板楼  -  第三大街', '163万', '单价17158元/平米')
