('https://image1.ljcdn.com/shfdfs-image/20170729/c77c35f3-f091-4125-bb8a-634b28448c98.jpg.296x216.jpg', '香滨水岸 3室2厅 289万', '香滨水岸  | 3室2厅 | 102.28平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2009年建板楼  -  郭巷', '289万', '单价28256元/平米')
('https://image1.ljcdn.com/320500-inspection/30e59645-2c40-4569-970b-20ce4ef8e868.jpg.296x216.jpg', '新吴苑 4室2厅 230万', '新吴苑  | 4室2厅 | 152平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  龙西', '230万', '单价15132元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploaddc86fbb4-e47c-40be-8181-238dbb14bc5a.jpg.296x216.jpg', '新城金郡北区 3室2厅 192万', '新城金郡北区  | 3室2厅 | 88.9平米 | 南 | 其他', '中楼层(共10层)2010年建板楼  -  城南', '192万', '单价21598元/平米')
('https://image1.ljcdn.com/320500-inspection/a759e026-0062-4140-aebf-973de0c37ae7.jpg.296x216.jpg', '万业湖墅金典 3室2厅 230万', '万业湖墅金典  | 3室2厅 | 98.64平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2013年建板塔结合  -  郭巷', '230万', '单价23318元/平米')
('https://image1.ljcdn.com/320500-inspection/test-93f4e05d-8894-4647-9809-9380a4c19c85.png.296x216.jpg', '中海双湾锦园 3室2厅 230万', '中海双湾锦园  | 3室2厅 | 90平米 | 南 | 精装 | 有电梯', '中楼层(共32层)板楼  -  尹山湖', '230万', '单价25556元/平米')
('https://image1.ljcdn.com/320500-inspection/3c6964cc-47a4-47da-89a1-ed209a06eb3c.jpg.296x216.jpg', '盘蠡苑小区 2室2厅 185万', '盘蠡苑小区  | 2室2厅 | 86.62平米 | 南 | 其他 | 无电梯', '中楼层(共5层)板楼  -  龙西', '185万', '单价21358元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171209/82cd2727-6efc-40e5-a3f1-6ebd9ac0a744.jpg.296x216.jpg', '城市新贵 2室2厅 172万', '城市新贵  | 2室2厅 | 91.31平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2004年建板楼  -  城南', '172万', '单价18837元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload8fa007e0-f125-49de-96ab-92ab5585af90.jpg.296x216.jpg', '朗诗东吴大三房 统装科技住宅 看房方便 房东着急出手', '朗诗东吴绿郡  | 1室2厅 | 68.45平米 | 南 | 精装 | 有电梯', '中楼层(共24层)2015年建板楼  -  城南', '184万', '单价26881元/平米')
('https://image1.ljcdn.com/320500-inspection/765443ac-cd11-46dc-a02c-5a5302f3978a.JPG.296x216.jpg', '诚河新旅城一区 3室2厅 248万', '诚河新旅城一区  | 3室2厅 | 124平米 | 南 | 其他 | 无电梯', '高楼层(共13层)2015年建板塔结合  -  木渎', '248万', '单价20000元/平米')
('https://image1.ljcdn.com/320500-inspection/79dc15c8-efcc-47ee-994e-46edb3f069d7.jpg.296x216.jpg', '小石城5区紫竹园 4室3厅 665万', '小石城5区紫竹园  | 4室3厅 | 386平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2015年建板楼  -  城南', '665万', '单价17228元/平米')
('https://image1.ljcdn.com/320500-inspection/cf60e4a0-bd17-49a7-a28e-86e9dfeba4b6.jpg.296x216.jpg', '南丰花园 4室2厅 820万', '南丰花园  | 4室2厅 | 267平米 | 南 北 | 精装 | 无电梯', '低楼层(共1层)2004年建板楼  -  龙西', '820万', '单价30712元/平米')
('https://image1.ljcdn.com/320500-inspection/944b49d0-b26b-428a-a70c-149367e33aa6.jpg.296x216.jpg', '鑫苑湖居世家 3室2厅 210万', '鑫苑湖居世家  | 3室2厅 | 90平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2016年建板楼  -  尹山湖', '210万', '单价23334元/平米')
('https://image1.ljcdn.com/320500-inspection/533238af-2732-4729-95db-b3fb2336550f.jpg.296x216.jpg', '姑苏桃花源 7室2厅 790万', '姑苏桃花源   | 联排别墅 | 7室2厅 | 294.33平米 | 南 | 精装 | 无电梯', '3层2011年建板楼  -  木渎', '790万', '单价26841元/平米')
('https://image1.ljcdn.com/320500-inspection/test-c49eaf47-6772-49e8-b421-06edf6375e78.png.296x216.jpg', '湖滨花园 3室2厅 185万', '湖滨花园  | 3室2厅 | 110.11平米 | 西南 | 毛坯 | 有电梯', '低楼层(共27层)2004年建板楼  -  郭巷', '185万', '单价16802元/平米')
('https://image1.ljcdn.com/320500-inspection/dc9d20ff-9b04-4cde-9383-9ae9367a2f5c.jpg.296x216.jpg', '新城金郡南区二期 2室2厅 194万', '新城金郡南区二期  | 2室2厅 | 91平米 | 南 北 | 精装 | 有电梯', '高楼层(共17层)2012年建板楼  -  城南', '194万', '单价21319元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180125/5ad42199-7c08-4eb0-9db1-6798c7e5a87a.jpg.296x216.jpg', '红星国际生活广场 2室2厅 204万', '红星国际生活广场  | 2室2厅 | 93平米 | 暂无数据 | 毛坯 | 有电梯', '高楼层(共30层)2016年建板楼  -  木渎', '204万', '单价21936元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadf549946a-2edd-45c6-8730-1433dc66991a.jpg.296x216.jpg', '朗诗高科技住宅：纯自然恒温恒湿低噪，满2年 含车位', '朗诗东吴绿郡  | 3室2厅 | 141平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2013年建板楼  -  城南', '410万', '单价29079元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadd6f87628-b408-419f-bcea-92716fa743ac.jpg.296x216.jpg', '盘蠡苑小区 2室2厅 175万', '盘蠡苑小区  | 2室2厅 | 95.69平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  龙西', '175万', '单价18289元/平米')
('https://image1.ljcdn.com/320500-inspection/3c77825f-87a2-4ea7-8448-4c1310b777b6.jpg.296x216.jpg', '美之国花园 5室3厅 276万', '美之国花园  | 5室3厅 | 129.97平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  龙西', '276万', '单价21236元/平米')
('https://image1.ljcdn.com/320500-inspection/6e5dea3a-7684-4eab-a4bb-4d2c4a772294.jpg.296x216.jpg', '石湖天玺 4室2厅 660万', '石湖天玺  | 4室2厅 | 243.75平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2017年建板楼  -  越溪', '660万', '单价27077元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160825/60a71dde-5be7-4610-8de0-5bfd219c0cc7.jpg.296x216.jpg', '苏蠡花园 6室3厅 250万', '苏蠡花园  | 6室3厅 | 205平米 | 暂无数据 | 毛坯 | 无电梯', '高楼层(共5层)2004年建板楼  -  城南', '250万', '单价12196元/平米')
('https://image1.ljcdn.com/320500-inspection/44aa52be-003d-4a28-b56b-f2d1c2926473.jpg.296x216.jpg', '合景领峰 2室1厅 69万', '合景领峰  | 2室1厅 | 45平米 | 东 | 精装 | 有电梯', '中楼层(共22层)2014年建板楼  -  木渎', '69万', '单价15334元/平米')
('https://image1.ljcdn.com/320500-inspection/test-e426b946-734a-4dcf-868d-a5630a450511.png.296x216.jpg', '保利独墅西岸 4室2厅 425万', '保利独墅西岸  | 4室2厅 | 152平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  郭巷', '425万', '单价27961元/平米')
('https://image1.ljcdn.com/320500-inspection/9120efea-263b-4bec-b47e-c7ae19c40407.jpg.296x216.jpg', '新城金郡北区 3室2厅 256万', '新城金郡北区  | 3室2厅 | 138平米 | 南 | 精装 | 有电梯', '17层2012年建板楼  -  城南', '256万', '单价18551元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171220/0a826760-f443-42d4-a83e-33368be11d6a.jpg.296x216.jpg', '石湖星城 2室2厅 204万', '石湖星城  | 2室2厅 | 98.02平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2009年建板楼  -  城南', '204万', '单价20813元/平米')
('https://image1.ljcdn.com/320500-inspection/a54cdffc-bb05-4a65-a797-5c48653df721.jpg.296x216.jpg', '锦悦苑 2室2厅 184万', '锦悦苑  | 2室2厅 | 102平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2008年建板楼  -  越溪', '184万', '单价18040元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload788f2f63-f336-42d5-a95d-9a6ada37e156.jpg.296x216.jpg', '先奇园 2室2厅 145万', '先奇园  | 2室2厅 | 83.3平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  龙西', '145万', '单价17407元/平米')
('https://image1.ljcdn.com/320500-inspection/be9958b0-b9e1-40d2-b3f0-1cadf745ebfe.jpg.296x216.jpg', '美之国花园 4室3厅 350万', '美之国花园  | 4室3厅 | 155平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2001年建板楼  -  龙西', '350万', '单价22581元/平米')
('https://image1.ljcdn.com/320500-inspection/ae9fedf9-07c3-4a0a-895f-51ae33a39eb2.jpg.296x216.jpg', '越湖花园 3室2厅 194万', '越湖花园  | 3室2厅 | 116.3平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2006年建板楼  -  越溪', '194万', '单价16681元/平米')
('https://image1.ljcdn.com/320500-inspection/test-52bbb883-ccc4-4ffe-8be0-7aacb9ed910b.png.296x216.jpg', '金郡 精装两房 两房朝南 随时看房 采光好 诚心出售', '新城金郡北区  | 2室1厅 | 80.19平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2011年建板楼  -  城南', '160万', '单价19953元/平米')
('https://image1.ljcdn.com/320500-inspection/4866fe27-9aae-4e62-a8e9-9b2a23feb8e0.jpg.296x216.jpg', '龙西新村莫厘苑 4室2厅 270万', '龙西新村莫厘苑  | 4室2厅 | 154平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2003年建板楼  -  龙西', '270万', '单价17533元/平米')
('https://image1.ljcdn.com/320500-inspection/test-28a3ed2d-f035-43da-abe5-849275cf920c.png.296x216.jpg', '锦和加州北区 1室1厅 87万', '锦和加州北区  | 1室1厅 | 42.76平米 | 南 | 简装 | 有电梯', '高楼层(共10层)2007年建板楼  -  越溪', '87万', '单价20347元/平米')
('https://image1.ljcdn.com/320500-inspection/65ae0fb6-f1d0-4b1e-90d5-d9db5da7f251.jpg.296x216.jpg', '龙西新村箭阙苑 2室2厅 198万', '龙西新村箭阙苑  | 2室2厅 | 97.05平米 | 南 | 其他 | 无电梯', '中楼层(共4层)2004年建板楼  -  龙西', '198万', '单价20402元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/b2af518d-197c-4448-8d24-f60ed7abd10b.jpg.296x216.jpg', '旭辉美澜城 3室2厅 260万', '旭辉美澜城  | 3室2厅 | 118平米 | 南 | 精装 | 有电梯', '中楼层(共25层)2016年建板楼  -  郭巷', '260万', '单价22034元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload21ee7bcf-f329-49e4-bc85-b150548355f0.jpg.296x216.jpg', '中海双湾锦园 3室2厅 260万', '中海双湾锦园  | 3室2厅 | 98平米 | 南 | 精装 | 有电梯', '中楼层(共32层)板楼  -  尹山湖', '260万', '单价26531元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploade5d540be-009a-482e-8ce0-b93b1457227e.jpg.296x216.jpg', '国香雅苑 3室2厅 220万', '国香雅苑  | 3室2厅 | 109平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2010年建板楼  -  郭巷', '220万', '单价20184元/平米')
('https://image1.ljcdn.com/320500-inspection/2259fcf9-0b0e-4924-8184-abcfe334bee9.jpg.296x216.jpg', '岚山别墅 5室3厅 798万', '岚山别墅   | 联排别墅 | 5室3厅 | 338平米 | 南 北 | 其他 | 无电梯', '3层2010年建板楼  -  木渎', '798万', '单价23610元/平米')
('https://image1.ljcdn.com/320500-inspection/f914a571-3782-4a02-aac7-018a26bf6e73.jpg.296x216.jpg', '正荣国领+别墅区+独墅湖全景+看房方便', '正荣国领  | 4室2厅 | 193.2平米 | 南 | 毛坯 | 有电梯', '中楼层(共25层)2016年建板楼  -  南双湖', '470万', '单价24328元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170722/39117beb-f554-495c-b856-c759527adffc.jpg.296x216.jpg', '华亭梦立方 2室1厅 85万', '华亭梦立方  | 2室1厅 | 57.5平米 | 南 | 毛坯 | 有电梯', '高楼层(共21层)2015年建板塔结合  -  郭巷', '85万', '单价14783元/平米')
('https://image1.ljcdn.com/320500-inspection/82490fa1-8962-492c-9711-5184be266111.jpg.296x216.jpg', '香滨水岸 3室2厅 314万', '香滨水岸  | 3室2厅 | 110平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2009年建板楼  -  郭巷', '314万', '单价28546元/平米')
('https://image1.ljcdn.com/320500-inspection/test-6ae6ea2b-5587-4360-9237-d333e44d1c1a.png.296x216.jpg', '合景领峰 3室1厅 68万', '合景领峰  | 3室1厅 | 43平米 | 东 | 其他 | 有电梯', '低楼层(共26层)2015年建板楼  -  木渎', '68万', '单价15814元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/0df9f773-b6cc-4b80-8eb3-865e20f96173.jpg.296x216.jpg', '阳光水榭花园 2室2厅 210万', '阳光水榭花园  | 2室2厅 | 104.9平米 | 暂无数据 | 精装 | 有电梯', '低楼层(共9层)2015年建板楼  -  城南', '210万', '单价20020元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadbe543a85-187b-4201-b126-cdaf717f65dd.jpg.296x216.jpg', '越湖名邸 3室2厅 230万', '越湖名邸  | 3室2厅 | 119平米 | 南 北 | 简装 | 有电梯', '中楼层(共11层)2009年建板楼  -  城南', '230万', '单价19328元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload190101f4-6f86-4bea-85d6-7276b423090b.jpg.296x216.jpg', '龙苑新村 3室1厅 154万', '龙苑新村  | 3室1厅 | 86.7平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1998年建板楼  -  龙西', '154万', '单价17763元/平米')
('https://image1.ljcdn.com/320500-inspection/9445a9fd-089e-44d9-a2c2-1800eea9e38b.jpg.296x216.jpg', '保利居上 5室2厅 550万', '保利居上  | 5室2厅 | 245平米 | 南 | 其他 | 有电梯', '高楼层(共23层)2014年建板楼  -  尹山湖', '550万', '单价22449元/平米')
('https://image1.ljcdn.com/320500-inspection/a9295b6a-27bf-4ee0-a9ff-c07b6ee70f8a.jpg.296x216.jpg', '石湖华城湖郡 5室3厅 868万', '石湖华城湖郡   | 联排别墅 | 5室3厅 | 309平米 | 南 | 精装 | 无电梯', '3层2011年建板楼  -  越溪', '868万', '单价28091元/平米')
('https://image1.ljcdn.com/320500-inspection/test-5543e37d-386b-42fe-85ed-0ef215946774.png.296x216.jpg', '合景领峰 1室1厅 51万', '合景领峰  | 1室1厅 | 41平米 | 西南 | 精装 | 有电梯', '高楼层(共26层)2015年建板楼  -  木渎', '51万', '单价12440元/平米')
('https://image1.ljcdn.com/320500-inspection/6d4a73b3-27e4-4225-ab1c-de0067eb21fb.jpg.296x216.jpg', '小石城2区玉兰园 4室2厅 350万', '小石城2区玉兰园  | 4室2厅 | 159平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2015年建板楼  -  城南', '350万', '单价22013元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/79be65d4-8dde-4f5c-8b6a-76a34acd2c7f.jpg.296x216.jpg', '朗诗绿色街区 3室2厅 271万', '朗诗绿色街区  | 3室2厅 | 93平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2013年建板楼  -  木渎', '271万', '单价29140元/平米')
('https://image1.ljcdn.com/320500-inspection/7a7f77a2-4fbe-4055-9696-bb5360ed6ffb.jpg.296x216.jpg', '保利悦玺 3室2厅 320万', '保利悦玺  | 3室2厅 | 125平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共25层)2016年建板楼  -  尹山湖', '320万', '单价25600元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload2e2f10a9-bbdc-4264-8300-b2f8071f3e0e.jpg.296x216.jpg', '阳光水榭花园 4室3厅 385万', '阳光水榭花园  | 4室3厅 | 164平米 | 南 | 精装 | 有电梯', '高楼层(共9层)2006年建板楼  -  城南', '385万', '单价23476元/平米')
('https://image1.ljcdn.com/320500-inspection/498b8d4c-64f0-44b0-b135-390ed08d14ad.jpg.296x216.jpg', '水岸清华 5室3厅 1400万', '水岸清华   | 联排别墅 | 5室3厅 | 397.7平米 | 南 | 其他 | 无电梯', '1层2007年建板楼  -  城南', '1400万', '单价35203元/平米')
('https://image1.ljcdn.com/320500-inspection/7ffb5a37-619f-4112-8add-744d476605c0.jpg.296x216.jpg', '金利花园 5室2厅 360万', '金利花园  | 5室2厅 | 217.3平米 | 南 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  城南', '360万', '单价16567元/平米')
('https://image1.ljcdn.com/320500-inspection/test-3838eae6-9ccc-4377-8ae5-736f50ee2b8f.png.296x216.jpg', '新城金郡南区二期 4室2厅 220万', '新城金郡南区二期  | 4室2厅 | 91平米 | 南 | 精装 | 无电梯', '高楼层(共5层)2012年建板楼  -  城南', '220万', '单价24176元/平米')
('https://image1.ljcdn.com/320500-inspection/34bad07f-ff93-456a-8071-ceba5f022a91.jpg.296x216.jpg', '联排别墅  满俩年   夫妻共有 到场签约', '越溪庭院  | 5室2厅 | 306平米 | 南 | 其他', '低楼层(共3层)暂无数据  -  越溪', '680万', '单价22223元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171231/960146f8-533e-4da1-bcb1-fdaae249e94a.jpg.296x216.jpg', '新城金郡南区二期 3室2厅 245万', '新城金郡南区二期  | 3室2厅 | 128.16平米 | 南 | 毛坯 | 无电梯', '低楼层(共17层)2012年建板楼  -  城南', '245万', '单价19117元/平米')
('https://image1.ljcdn.com/320500-inspection/5bb9cf43-acdb-4e7b-adf5-5c21bd9de1c7.jpg.296x216.jpg', '湖滨花园 精装 自住 家电家具 采光不遮挡', '湖滨花园  | 3室2厅 | 113平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2014年建板楼  -  郭巷', '286万', '单价25310元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_uploadeb862d84-f24b-43b3-b91d-7b2105373983.jpg.296x216.jpg', '青年城 3室2厅 235万', '青年城  | 3室2厅 | 120平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  木渎', '235万', '单价19584元/平米')
('https://image1.ljcdn.com/320500-inspection/f4b8fe25-8c4d-4c9d-996a-b13b20a556bf.jpg.296x216.jpg', '小石城2区玉兰园 4室2厅 291万', '小石城2区玉兰园  | 4室2厅 | 151平米 | 南 | 精装 | 有电梯', '低楼层(共24层)2015年建板楼  -  城南', '291万', '单价19272元/平米')
('https://image1.ljcdn.com/320500-inspection/319f9f00-0c76-4d2e-878c-7864dcd6cd80.jpg.296x216.jpg', '新苑村 4室2厅 180万', '新苑村  | 4室2厅 | 128平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  龙西', '180万', '单价14063元/平米')
('https://image1.ljcdn.com/320500-inspection/1f9a5a98-3c22-4443-9a59-e4cfd43e5a33.jpg.296x216.jpg', '石湖景区旁 纯别墅小区 纯毛坯独栋 位置好 方便看房', '现代园墅   | 独栋别墅 | 5室2厅 | 400平米 | 南 北 | 其他 | 无电梯', '1层2009年建板楼  -  城南', '950万', '单价23750元/平米')
('https://image1.ljcdn.com/320500-inspection/a5594928-267c-4ff7-9870-3d490c0e0220.jpg.296x216.jpg', '苏达公寓 5室2厅 298万', '苏达公寓  | 5室2厅 | 184.04平米 | 南 | 其他 | 无电梯', '高楼层(共5层)2002年建板楼  -  龙西', '298万', '单价16193元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/a84d88b0-3c53-4f8d-9e4a-11db909fde09.jpg.296x216.jpg', '吴中西路57号 2室1厅 92万', '吴中西路57号  | 2室1厅 | 50.41平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  苏苑', '92万', '单价18251元/平米')
('https://image1.ljcdn.com/320500-inspection/d2b4ccf6-aa74-4306-b2d4-7311a7a4ab6c.jpg.296x216.jpg', '越湖家天下 3室2厅 236万', '越湖家天下  | 3室2厅 | 101平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2014年建板楼  -  城南', '236万', '单价23367元/平米')
('https://image1.ljcdn.com/320500-inspection/rsp_pic_upload6ac9925f-2aff-4604-82cc-d2cacd732653.jpg.296x216.jpg', '月浜二村 2室2厅 185万', '月浜二村  | 2室2厅 | 89平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板楼  -  苏苑', '185万', '单价20787元/平米')
('https://image1.ljcdn.com/320500-inspection/0a03a2ad-b9ee-448f-a840-1680cb35e3b5.jpg.296x216.jpg', '龙苑新村 3室2厅 170万', '龙苑新村  | 3室2厅 | 87平米 | 南 | 其他 | 无电梯', '高楼层(共5层)1998年建板楼  -  龙西', '170万', '单价19541元/平米')
