('https://image1.ljcdn.com/510100-inspection/test-9e04afb0-05c1-4e71-8b48-2d1dfc41be52.png.296x216.jpg', '不临街 中间楼层 对中庭 装修套三 带地暖 满2年', '公园大道  | 3室1厅 | 131.7平米 | 北 | 精装 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  光华大道沿线', '184万', '单价13972元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0c7a7d66-77b4-4d60-89bb-558eb905459c.png.296x216.jpg', '房满两年，出行方便，户型方正，楼层适中 ，采光充足', '金强大学城  | 1室1厅 | 62.27平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2009年建板塔结合  -  温江大学城', '60万', '单价9636元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e4e2d43b-f980-477e-a689-2974cef498e1.png.296x216.jpg', '千禧河畔B区  88户型套三双卫精装房，带200多平大平台', '千禧河畔B区  | 3室2厅 | 88平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2016年建板楼  -  花都大道', '260万', '单价29546元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b03dc916-13ca-4362-bd8d-77c149302ad4.png.296x216.jpg', '恒大城开发商统一装修，小高层，中庭套三', '恒大城一期  | 3室2厅 | 105平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2010年建板塔结合  -  温江新城', '180万', '单价17143元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5b8d2ce3-f074-4fd9-ae5a-9007e5092f8a.png.296x216.jpg', '金河谷清水套二  带阳台         .', '金河谷四期  | 2室1厅 | 88.23平米 | 东 | 毛坯 | 有电梯', '32层2012年建板塔结合  -  光华大道沿线', '140万', '单价15868元/平米')
('https://image1.ljcdn.com/510100-inspection/925e2d3b-166c-4fc0-9805-7a6b92d761f4.jpg.296x216.jpg', '装修套二，视野开阔采光好，主卧带阳台，中间楼层', '春天大道  | 2室2厅 | 88.36平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2009年建板塔结合  -  光华大道沿线', '133万', '单价15053元/平米')
('https://image1.ljcdn.com/510100-inspection/test-973be8c2-d92e-4020-ac63-d04bd2f8098d.png.296x216.jpg', '温江仁和春天大道点式清水套三双卫+客厅带阳台满两年', '春天大道  | 3室2厅 | 134.13平米 | 东南 | 毛坯 | 有电梯', '低楼层(共25层)2009年建塔楼  -  光华大道沿线', '200万', '单价14911元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1b46ec12-8430-49c5-892b-9f600652c10c.png.296x216.jpg', '装修套二，户型方正，客厅带阳台，视野开阔', '鹭湖宫六区B组团  | 2室2厅 | 76.59平米 | 北 | 精装 | 无电梯', '高楼层(共32层)2015年建塔楼  -  国色天乡', '98万', '单价12796元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9a232bbd-33cd-4455-bb85-6de27e39b0b4.png.296x216.jpg', '芙蓉田园小区 3室2厅 带产权车位', '芙蓉田园  | 3室2厅 | 104.17平米 | 南 | 其他 | 有电梯', '中楼层(共25层)板塔结合  -  芙蓉古城', '120万', '单价11520元/平米')
('https://image1.ljcdn.com/510100-inspection/7c70811a-f9d2-432f-91bf-8041c85b6107.jpg.296x216.jpg', '蓝光香境精装空房挑高户型套三双卫', '蓝光香境  | 4室2厅 | 100.3平米 | 南 西南 | 其他 | 有电梯', '高楼层(共27层)2008年建板楼  -  光华大道沿线', '238万', '单价23729元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0459f908-bea7-4c19-9313-a6d5b1df243d.png.296x216.jpg', '春天大道 装修套三，南北向 客厅出阳台 带车位', '春天大道  | 3室2厅 | 136.21平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2009年建板塔结合  -  光华大道沿线', '268万', '单价19676元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadbe200be5-986c-42e5-8501-dbfd328f4ef5.jpg.296x216.jpg', '精装修 电梯套二  楼层适中 带家具家电', '世纪光华  | 2室2厅 | 82.71平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2007年建板塔结合  -  花都大道', '96万', '单价11607元/平米')
('https://image1.ljcdn.com/510100-inspection/4684f4f2-b404-4f47-abf8-86647390037f.jpg.296x216.jpg', '置信香颐丽都，精装修，联排别墅，', '置信香颐丽都   | 联排别墅 | 5室2厅 | 310.35平米 | 南 | 其他', '2层暂无数据  -  国色天乡', '430万', '单价13856元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3de1c4d-f798-4d54-853d-61a12e06e51c.png.296x216.jpg', '西班牙森林精装，户型方正，视野开阔', '西班牙森林二期  | 2室1厅 | 76.02平米 | 北 | 其他 | 有电梯', '低楼层(共34层)2014年建板塔结合  -  光华大道沿线', '103万', '单价13550元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3178948c-1d04-4c0f-b097-16ded5adb4f0.png.296x216.jpg', '温江公园优质套一交通便捷生活方便', '公园壹号  | 1室1厅 | 57.18平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2010年建塔楼  -  温江老城', '62万', '单价10843元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87f7a51b-dfd1-437f-8d42-f70f9a6814a6.png.296x216.jpg', '花样年花样城装修套三带阳台飘窗', '花样年花样城  | 3室2厅 | 88.67平米 | 东南 | 简装', '中楼层(共25层)2015年建塔楼  -  温江大学城', '85万', '单价9587元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9f22370e-13c6-4687-b73b-0b6830b7939c.png.296x216.jpg', '金河谷四期套二，满两年，对中庭', '金河谷四期  | 2室1厅 | 80.31平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2016年建塔楼  -  光华大道沿线', '113万', '单价14071元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b5c291c-c695-4435-9990-76082946ad5b.png.296x216.jpg', '文府苑 四室两厅 交通便利 小区环境干净舒适', '文府苑  | 3室2厅 | 132.4平米 | 东南 | 其他', '低楼层(共7层)2012年建塔楼  -  温江老城', '140万', '单价10575元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0f930039-4d01-4c52-8168-1d5e15daea17.png.296x216.jpg', '锦汇城 清水户型方正电梯高层公寓', '锦汇城  | 1室1厅 | 59.39平米 | 东南 | 毛坯 | 有电梯', '高楼层(共32层)塔楼  -  国色天乡', '50万', '单价8419元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d8f87f92-d334-4c30-847b-4c2d38ba7a41.png.296x216.jpg', '老城电梯 精装修套二 可直接入住', '花涧坊A区  | 3室2厅 | 89.84平米 | 东南 | 其他', '中楼层(共11层)板楼  -  温江老城', '102万', '单价11354元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ed019fdb-1ec1-4823-846f-3c73ace176d7.png.296x216.jpg', '上风瑞庭2梯4户电梯清水套三双卫带阳台', '上风瑞庭  | 3室2厅 | 118.15平米 | 东南 | 毛坯 | 有电梯', '中楼层(共18层)2012年建板楼  -  光华大道沿线', '132万', '单价11173元/平米')
('https://image1.ljcdn.com/510100-inspection/0bdaac2f-9078-420d-961d-e5ec30b0e803.jpg.296x216.jpg', '芙蓉古城紫霄园双拼，L型花园。', '芙蓉古城紫霄园   | 双拼别墅 | 5室2厅 | 281.19平米 | 南 | 其他 | 无电梯', '3层2007年建暂无数据  -  芙蓉古城', '580万', '单价20627元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec6c6579-7445-4703-8f11-3d80e5d789d0.png.296x216.jpg', '置信学府杏林精装套二，满二，采光好', '置信学府杏林一期  | 2室1厅 | 84.72平米 | 北 | 精装 | 有电梯', '低楼层(共18层)2013年建塔楼  -  芙蓉古城', '86万', '单价10152元/平米')
('https://image1.ljcdn.com/510100-inspection/44630d4e-8b67-49ff-a8ce-c726d08f8b0b.jpg.296x216.jpg', '春天大道  中间楼 清水房 看江安河和小区内河', '春天大道  | 4室2厅 | 169.04平米 | 东南 | 毛坯 | 有电梯', '低楼层(共25层)2009年建板塔结合  -  光华大道沿线', '320万', '单价18931元/平米')
('https://image1.ljcdn.com/510100-inspection/test-14975773-7fc7-40e6-a529-0aa5c33fd749.png.296x216.jpg', '清水套三单卫 采光好 中间楼层', '花语岸  | 3室2厅 | 89.29平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2015年建塔楼  -  国色天乡', '96万', '单价10752元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload35fa775b-08b8-4d7d-892f-6b0af1d6a141.jpg.296x216.jpg', '朝阳时代西锦精装套三 带家具家电', '朝阳时代西锦  | 3室2厅 | 121平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2014年建板楼  -  花都大道', '147万', '单价12149元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e5b3d241-ff3e-4e2d-800c-726672692695.png.296x216.jpg', '高楼层 清水大套三双卫 看房有钥匙', '泰基花溪谷  | 3室1厅 | 119.13平米 | 西南 | 其他 | 有电梯', '高楼层(共30层)2009年建板塔结合  -  温江新城', '149万', '单价12508元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2bcb32be-fcb9-4075-843c-f301aa07df79.png.296x216.jpg', '千禧河畔B区 满两年无增值税 精装套三双卫河景房', '千禧河畔B区  | 3室2厅 | 88.51平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建塔楼  -  花都大道', '168万', '单价18981元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2f8e2b94-a65c-4412-b844-2e5b4458d488.png.296x216.jpg', '学府憬城，装修套三，可拎包入住', '西财学府憬城  | 3室2厅 | 86.6平米 | 东南 | 其他 | 有电梯', '低楼层(共26层)2014年建板楼  -  温江大学城', '97万', '单价11201元/平米')
('https://image1.ljcdn.com/510100-inspection/c8fac09b-56b8-4864-aa03-c6afd9eccd41.jpg.296x216.jpg', '水韵尚城联排别墅，纯清水房，带花园', '水韵尚城  | 4室1厅 | 301.46平米 | 东南 西北 | 毛坯 | 无电梯', '低楼层(共3层)板塔结合  -  温江大学城', '460万', '单价15260元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2b8aab37-6dee-436b-b17f-95ed3bafa602.png.296x216.jpg', '珠江青云台河景房，中间楼层，朝西南方', '珠江青云台  | 3室2厅 | 97平米 | 西南 | 其他', '中楼层(共33层)2017年建板楼  -  花都大道', '130万', '单价13403元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb50f686c-2ebb-4add-914d-51d405284640.jpg.296x216.jpg', '上林宽境C区，装修套三，带车位', '上林宽境C区  | 3室2厅 | 131.41平米 | 东南 | 其他 | 无电梯', '中楼层(共6层)2011年建板塔结合  -  珠江新城', '155万', '单价11796元/平米')
('https://image1.ljcdn.com/510100-inspection/test-41644c8a-89be-417c-8838-da6ae5f29173.png.296x216.jpg', '丽晶港 全新装修 入住时间不到一个月 满两年', '佳兆业丽晶港  | 3室2厅 | 88.24平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2012年建板楼  -  珠江新城', '160万', '单价18133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dcbfbf33-8170-460b-957b-fc9ff3ef0b64.png.296x216.jpg', '精装套三双卫，有车位，带家具家电，带暖气，中间楼层', '锦上清苑  | 3室2厅 | 125.21平米 | 西南 | 其他', '中楼层(共13层)板楼  -  国色天乡', '140万', '单价11182元/平米')
('https://image1.ljcdn.com/510100-inspection/test-59333fba-d6b7-494e-b842-e91b93296a42.png.296x216.jpg', '居家装修拎包入住屋顶大花园正读东一', '德坤竹韵坊  | 3室2厅 | 134.11平米 | 东南 | 精装 | 无电梯', '高楼层(共6层)2007年建板塔结合  -  温江老城', '160万', '单价11931元/平米')
('https://image1.ljcdn.com/510100-inspection/b6b9da8a-c046-4636-b8ca-94245957352c.jpg.296x216.jpg', '西财学府尚郡 装修 三居室 满两年', '西财学府尚郡  | 3室2厅 | 99平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  温江大学城', '110万', '单价11112元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b6440ef-d2b5-4af9-9f67-993831ad1b2d.png.296x216.jpg', '大学城，本房带装修，户型方正，', '温江二中园丁小区B区  | 4室3厅 | 161.75平米 | 西 | 精装', '中楼层(共7层)板楼  -  温江大学城', '100万', '单价6183元/平米')
('https://image1.ljcdn.com/510100-inspection/test-02f4d09f-3a58-4992-85fd-7bb26b439ae2.png.296x216.jpg', '光华国际 中等装修套三双卫 横厅客厅带阳台', '光华国际  | 3室1厅 | 104.67平米 | 南 | 简装 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  温江新城', '140万', '单价13376元/平米')
('https://image1.ljcdn.com/510100-inspection/e6fe3615-aba0-4244-a004-342a1b2e196b.jpg.296x216.jpg', '书香秀筑精装三室，低楼层，精装修', '书香秀筑  | 3室2厅 | 118.18平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2008年建板楼  -  温江大学城', '105万', '单价8885元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c52cf4f0-3d90-400f-ae6a-80da8e2d6a63.png.296x216.jpg', '金河谷装修套三，竖厅设计，户型方正', '金河谷五期  | 3室2厅 | 88.63平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2017年建板塔结合  -  光华大道沿线', '140万', '单价15797元/平米')
('https://image1.ljcdn.com/510100-inspection/7d535726-be1a-46d8-a524-64d711f45fb9.jpg.296x216.jpg', '此 房 是装修房，面积89.98平，', '明信仕林府  | 3室2厅 | 89.98平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2016年建塔楼  -  温江大学城', '125万', '单价13892元/平米')
('https://image1.ljcdn.com/510100-inspection/1640badd-a4b2-42af-ae1b-93de46946661.jpg.296x216.jpg', '恒大城精致装修三房，带家具家电', '恒大城四期  | 3室2厅 | 88.69平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2016年建板塔结合  -  温江新城', '130万', '单价14658元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9ff4b888-1fd5-4e36-bbe1-3fe50148ef28.png.296x216.jpg', '格澜威尔 套三双卫 中装 拎包入住', '格澜威尔  | 3室2厅 | 130平米 | 东南 | 其他', '低楼层(共18层)2013年建板塔结合  -  温江大学城', '133万', '单价10231元/平米')
('https://image1.ljcdn.com/510100-inspection/78fad87f-8f6f-4136-8f84-83f44110402b.jpg.296x216.jpg', '依云 中装套二 卧室带阳台 客厅带飘窗', '依云  | 2室2厅 | 92.86平米 | 南 | 其他 | 有电梯', '低楼层(共28层)2007年建板楼  -  温江新城', '110万', '单价11846元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d56a2c04-86e2-4102-bc2a-c0054192c43a.png.296x216.jpg', '仁和春天大道 标准套四双卫户型。', '春天大道  | 4室2厅 | 150.13平米 | 南 | 其他 | 有电梯', '低楼层(共24层)2009年建板塔结合  -  光华大道沿线', '260万', '单价17319元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f861fa6-de7a-4e66-b424-2cec75594523.png.296x216.jpg', '格凌兰居家装修三居室，带家具家电，客厅带阳台。', '格凌兰三期  | 3室2厅 | 81.26平米 | 东南 | 精装 | 有电梯', '中楼层(共32层)2016年建塔楼  -  温江新城', '115万', '单价14153元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb1bd6cda-c404-43aa-9d91-7064e667a695.jpg.296x216.jpg', '西贵堂联排端头别墅，清水满2年无按揭', '西贵堂  | 4室2厅 | 293.18平米 | 东南 | 其他', '低楼层(共3层)暂无数据  -  芙蓉古城', '380万', '单价12962元/平米')
('https://image1.ljcdn.com/510100-inspection/test-af6c58c0-d1ae-4240-b899-f3c4b8ca7452.png.296x216.jpg', '花样年花样城精装修两居室，，，，。', '花样年花样城  | 2室2厅 | 84平米 | 东 | 精装 | 有电梯', '中楼层(共33层)塔楼  -  温江大学城', '86万', '单价10239元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2dd3dfec-729f-4a38-9d5c-bd2695754031.png.296x216.jpg', '蓝光四叶城  套二  客厅带阳台', '蓝光四叶城  | 2室2厅 | 77.83平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2012年建板塔结合  -  国色天乡', '90万', '单价11564元/平米')
('https://image1.ljcdn.com/510100-inspection/test-41de0aa2-7699-4c24-87f4-a8c791fd1c4c.png.296x216.jpg', '洲际亚洲湾 低楼层三室两厅双卫 带阳台', '洲际亚洲湾  | 3室2厅 | 101.52平米 | 西北 | 简装 | 有电梯', '低楼层(共38层)2017年建板楼  -  光华大道沿线', '135万', '单价13298元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c5bab6ea-eb88-4fe5-8090-3819092fdfe4.png.296x216.jpg', '套三双卫 精装修 户型方正 采光好', '朝阳时代西锦  | 3室2厅 | 113.31平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2014年建板楼  -  花都大道', '140万', '单价12356元/平米')
('https://image1.ljcdn.com/510100-inspection/test-586afe94-3ea7-42a1-80a0-317620508687.png.296x216.jpg', '建信奥林匹克花园  一楼带花园 套二', '建信奥林匹克花园  | 2室2厅 | 98.08平米 | 东南 | 简装 | 无电梯', '低楼层(共6层)2006年建板塔结合  -  光华大道沿线', '163万', '单价16620元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload208d4f4e-b2af-43c9-b372-abad3a9099b4.jpg.296x216.jpg', '欣盛家园 装修套二 客厅和厨房都带阳台', '欣盛家园  | 2室2厅 | 94.7平米 | 南 | 其他 | 无电梯', '中楼层(共5层)2005年建板塔结合  -  温江老城', '104万', '单价10983元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e24b2d44-3113-42c7-93da-b0175926dc8b.png.296x216.jpg', '世纪滨江，居家装修保养好，户型方正，采光好，满两年', '世纪滨江  | 2室2厅 | 76.3平米 | 西北 | 精装', '低楼层(共11层)2014年建板塔结合  -  温江大学城', '88万', '单价11534元/平米')
('https://image1.ljcdn.com/510100-inspection/5ab5ecae-b512-4fc6-ad09-aaf3330ef6e9.jpg.296x216.jpg', '森宇音乐花园装修套三，中楼层，保养好。', '森宇音乐花园  | 3室2厅 | 140.89平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  花都大道', '136万', '单价9653元/平米')
('https://image1.ljcdn.com/510100-inspection/2b143287-1b2f-47d0-83eb-b94c0e1ab8fc.jpg.296x216.jpg', '佳年华新生活装修套三 户型方正 视野好', '佳年华新生活  | 3室1厅 | 83.1平米 | 东北 | 其他', '高楼层(共33层)2016年建塔楼  -  花都大道', '120万', '单价14441元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7a641bec-8495-4d19-bb01-fa044c9773bc.png.296x216.jpg', '佳兆业丽晶港 3室1厅 109万', '佳兆业丽晶港  | 3室1厅 | 71.51平米 | 西南 | 其他 | 有电梯', '低楼层(共40层)2012年建板楼  -  珠江新城', '109万', '单价15243元/平米')
