('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload7427d6df-18f2-4c82-b5da-8f3a73e162aa.jpg.296x216.jpg', '海沧建行站，进出岛方便，产权满两年，业主诚意出售', '亚桥花园  | 2室2厅 | 68.78平米 | 东 西 | 简装 | 无电梯', '中楼层(共8层)2002年建板楼  -  海沧生活区', '200万', '单价29079元/平米')
('https://image1.ljcdn.com/350200-inspection/b1b28af6-f7ca-4147-b1d6-25674c98933b.jpg.296x216.jpg', '泰地海西   湖景房,温馨小户型,交通便利,拎包入住', 'SEC泰地海西中心  | 1室1厅 | 49.93平米 | 南 | 精装 | 有电梯', '高楼层(共31层)2014年建塔楼  -  海沧区政府', '110万', '单价22031元/平米')
('https://image1.ljcdn.com/350200-inspection/526bd094-f988-4df6-85c5-c31ea944e93b.JPG.296x216.jpg', '海沧生活区 地铁口 大金门 正规一房一厅 拎包入住急售', '大金门花园  | 1室1厅 | 48.91平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  海沧生活区', '142万', '单价29033元/平米')
('https://image1.ljcdn.com/350200-inspection/c6cf0d53-23ee-4508-bae8-efb8335165b7.jpg.296x216.jpg', '产权满两年 自住高装 阿罗海商圈 未来橙堡少有的户型', '未来橙堡  | 2室1厅 | 57.14平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2005年建塔楼  -  海沧体育中心', '185万', '单价32377元/平米')
('https://image1.ljcdn.com/350200-inspection/be0d56c8-fd26-48ee-9583-14f3c7db9cff.jpg.296x216.jpg', '天成广场 精装正规大三房 视野好 湖海双景', '天成广场  | 3室2厅 | 133.82平米 | 南 | 精装 | 有电梯', '高楼层(共27层)2005年建板楼  -  海沧区政府', '530万', '单价39606元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload46bd2467-7d4b-48d6-9da6-76b570fd95df.jpg.296x216.jpg', '天源 3室2厅 620万', '天源  | 3室2厅 | 139.48平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2015年建板楼  -  海沧体育中心', '620万', '单价44451元/平米')
('https://image1.ljcdn.com/350200-inspection/9c1f5573-f3b5-4c67-ad9d-befb6b50b88f.jpg.296x216.jpg', '未来橙堡  满两年  精装修 可读书 单身公寓 低总价', '未来橙堡  | 1室0厅 | 33.07平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  海沧体育中心', '113万', '单价34170元/平米')
('https://image1.ljcdn.com/350200-inspection/a214cad5-3dbc-420a-b076-8b37952feac6.JPG.296x216.jpg', '未来海岸三房 产权满五，居家装修 欢迎品鉴', '宏大花园  | 3室2厅 | 92.3平米 | 北 | 简装 | 无电梯', '低楼层(共6层)2004年建板楼  -  未来海岸北师大', '258万', '单价27953元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadfe86c539-a1f2-4510-b9f6-4c75951fad0a.JPG.296x216.jpg', '兴旺广场 4室2厅 358万', '兴旺广场  | 4室2厅 | 137.98平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  新阳工业区', '358万', '单价25946元/平米')
('https://image1.ljcdn.com/350200-inspection/5c7d7e2f-dc4c-4915-8f73-e3b6b39b3e49.JPG.296x216.jpg', '未来橙堡 1室1厅 120万', '未来橙堡  | 1室1厅 | 40平米 | 南 | 其他', '低楼层(共7层)塔楼  -  海沧体育中心', '120万', '单价30000元/平米')
('https://image1.ljcdn.com/350200-inspection/b18099a9-cb43-4ca9-b335-8674c57a665a.jpg.296x216.jpg', '绿苑新城 中高层 精装两房 满两年 双十 急售可谈', '绿苑新城一组团  | 2室2厅 | 86.12平米 | 东南 | 精装 | 有电梯', '中楼层(共18层)2011年建板楼  -  滨海社区', '318万', '单价36926元/平米')
('https://image1.ljcdn.com/350200-inspection/42c2dbea-097f-408c-9b86-0cc6a78442cf.jpg.296x216.jpg', '水岸名筑 3室2厅 330万', '水岸名筑  | 3室2厅 | 100.97平米 | 东南 | 其他 | 有电梯', '中楼层(共16层)2008年建板塔结合  -  海沧体育中心', '330万', '单价32683元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload7b26d869-7bd7-469e-a5c4-02d24f8b705d.jpg.296x216.jpg', '禹州尊海 精装三房 南北朝向 阳台有扩充面积 诚意出售', '禹洲尊海  | 3室2厅 | 90.52平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2013年建塔楼  -  海沧体育中心', '338万', '单价37340元/平米')
('https://image1.ljcdn.com/350200-inspection/1106941e-b4db-4231-929b-fbbd956eea90.JPG.296x216.jpg', '海沧泰地海西 精装湖景房 楼层好 景观赞 拎包入住', 'SEC泰地海西中心  | 1室0厅 | 40.66平米 | 东南 | 精装 | 有电梯', '中楼层(共31层)2014年建塔楼  -  海沧区政府', '85万', '单价20906元/平米')
('https://image1.ljcdn.com/350200-inspection/368a0869-5bfc-41ed-b584-cb8d6b35eefe.jpg.296x216.jpg', '业主2016年购买 现换房出售 免出让金', '京口岩小区  | 1室1厅 | 52.93平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  未来海岸北师大', '148万', '单价27962元/平米')
('https://image1.ljcdn.com/350200-inspection/90cc2acb-5e04-4973-a94b-4852bc8a3af0.jpg.296x216.jpg', '绿苑新城一组团 3室2厅 455万', '绿苑新城一组团  | 3室2厅 | 127.29平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2011年建板楼  -  滨海社区', '455万', '单价35746元/平米')
('https://image1.ljcdn.com/350200-inspection/e49a0e75-c306-4c5a-904d-f717fa1cfae1.JPG.296x216.jpg', '泉舜滨海上城 满二年大三房双十，视野开阔  通透户型', '泉舜滨海上城  | 3室2厅 | 125.84平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2007年建塔楼  -  滨海社区', '558万', '单价44343元/平米')
('https://image1.ljcdn.com/350200-inspection/aa3ac58b-2b9e-4990-b50b-98ba69b12a8e.jpg.296x216.jpg', '天湖城天湖 4室2厅 600万', '天湖城天湖  | 4室2厅 | 150.89平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2012年建板楼  -  海沧区政府', '600万', '单价39765元/平米')
('https://image1.ljcdn.com/350200-inspection/d0aed5fe-cdb2-44f9-8ae9-7fb2d10b7855.jpg.296x216.jpg', '海沧生活区 沧虹路  海青花园 户型方正 采光充足', '海青花园  | 3室2厅 | 85.67平米 | 南 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  海沧生活区', '220万', '单价25680元/平米')
('https://image1.ljcdn.com/350200-inspection/593cf72f-d93b-4e41-b33d-101913663864.jpg.296x216.jpg', '万科城朝南两房 精装修 两阳台 物业管理完善', '万科城一期  | 2室2厅 | 80.42平米 | 南 | 精装 | 有电梯', '中楼层(共9层)2015年建板楼  -  马銮湾', '245万', '单价30466元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload668eb3d2-10d5-4b42-b127-6faf89ef7d20.JPG.296x216.jpg', '海沧生活区 沧林路 三房两厅 赠送20平米零公摊', '鑫德楼  | 3室2厅 | 116.47平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)板塔结合  -  海沧生活区', '280万', '单价24041元/平米')
('https://image1.ljcdn.com/350200-inspection/1d6c45f2-82e9-4182-9f51-25bd557f6a20.JPG.296x216.jpg', '三源弘 1室0厅 108万', '三源弘  | 1室0厅 | 27.03平米 | 北 | 简装 | 无电梯', '高楼层(共8层)2005年建塔楼  -  未来海岸北师大', '108万', '单价39956元/平米')
('https://image1.ljcdn.com/350200-inspection/29963d1c-68df-4cd0-9986-e6cacea8fb05.jpg.296x216.jpg', '天心岛 3室2厅 408万', '天心岛  | 3室2厅 | 121.38平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2009年建塔楼  -  滨海社区', '408万', '单价33614元/平米')
('https://image1.ljcdn.com/350200-inspection/11ce1e85-258a-473f-b2d9-8750924f875b.jpg.296x216.jpg', '广场湖畔正规大三房，户型方正通透，进出岛便利。', '广场湖畔花园  | 3室2厅 | 115.74平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2007年建板楼  -  海沧外国语片区', '320万', '单价27649元/平米')
('https://image1.ljcdn.com/350200-inspection/52ed4b6d-2f77-4fd0-8c02-4a8d4a1fca92.jpg.296x216.jpg', '双十 高层看海大三房 自住精装 满两年 户型有改动', '泉舜滨海上城  | 3室2厅 | 130.66平米 | 东南 西北 | 精装 | 有电梯', '高楼层(共30层)2009年建塔楼  -  滨海社区', '550万', '单价42094元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload428efef8-6438-4f19-80fc-cb93c83b95c1.jpg.296x216.jpg', '正元新都汇 精装复式三房 诚意出售', '正元.新都汇  | 2室2厅 | 44.5平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2014年建塔楼  -  海沧体育中心', '145万', '单价32585元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload8a761379-883e-4b00-8b08-066e99a967f8.JPG.296x216.jpg', '旭日海湾三期 1室1厅 115万', '旭日海湾三期  | 1室1厅 | 25.12平米 | 南 | 简装 | 有电梯', '中楼层(共10层)2004年建板楼  -  滨海社区', '115万', '单价45781元/平米')
('https://image1.ljcdn.com/350200-inspection/9c51a725-8ae5-494f-bb47-db147ac14162.jpg.296x216.jpg', '融信海上城两房，业主重新装修，可拎包入住', '融信海上城  | 2室1厅 | 48.84平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2015年建塔楼  -  滨海社区', '138万', '单价28256元/平米')
('https://image1.ljcdn.com/350200-inspection/d9513747-3bbf-4bf2-a477-159a55ad32a0.JPG.296x216.jpg', '未来海岸蓝月湾一期 3室2厅 425万', '未来海岸蓝月湾一期  | 3室2厅 | 131平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2007年建板楼  -  未来海岸北师大', '425万', '单价32443元/平米')
('https://image1.ljcdn.com/350200-inspection/9976a89e-7531-401f-8e74-a2c3c46fe0c0.jpg.296x216.jpg', '鑫茂花园 精装3房2卫 双阳台 空户 户型方正 满2年', '鑫茂花园  | 3室2厅 | 124.61平米 | 北 | 精装 | 无电梯', '高楼层(共7层)2000年建板楼  -  海沧生活区', '340万', '单价27286元/平米')
('https://image1.ljcdn.com/350200-inspection/f2cacb3c-d717-4ff1-ad8f-f283b129a763.jpg.296x216.jpg', '融信海上城 2室2厅 140万', '融信海上城  | 2室2厅 | 47.02平米 | 西 | 其他 | 有电梯', '高楼层(共26层)2015年建塔楼  -  滨海社区', '140万', '单价29775元/平米')
('https://image1.ljcdn.com/350200-inspection/d226c648-29e7-4580-bca6-d4f29d2d9ea1.jpg.296x216.jpg', '未来橙堡 1室1厅 158万', '未来橙堡  | 1室1厅 | 40.25平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2005年建塔楼  -  海沧体育中心', '158万', '单价39255元/平米')
('https://image1.ljcdn.com/350200-inspection/714479a4-b881-4918-bfd2-d30bce660cc6.JPG.296x216.jpg', '绿苑海景国际 3+1户型 居家装修 拎包入住', '绿苑海景  | 3室2厅 | 133.75平米 | 西南 | 精装 | 有电梯', '低楼层(共33层)2007年建塔楼  -  滨海社区', '450万', '单价33645元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploada5f3fafb-8758-4a9d-875e-04112c129270.jpg.296x216.jpg', '海青花园 正规三房 自住装修 产权满五唯一', '海青花园  | 3室2厅 | 105平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  海沧生活区', '270万', '单价25715元/平米')
('https://image1.ljcdn.com/350200-inspection/73312186-446f-48e5-bccf-957db3ddaf1b.JPG.296x216.jpg', '未来橙堡 1室0厅 102万', '未来橙堡  | 1室0厅 | 35.68平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2005年建塔楼  -  海沧体育中心', '102万', '单价28588元/平米')
('https://image1.ljcdn.com/350200-inspection/af81728f-e773-47c8-928b-16cf31190139.jpg.296x216.jpg', '目前万科城一期小区在卖的带花园的两房，带两个大花园', '万科城一期  | 2室2厅 | 80.24平米 | 南 | 精装 | 有电梯', '低楼层(共9层)2015年建板楼  -  马銮湾', '268万', '单价33400元/平米')
('https://image1.ljcdn.com/350200-inspection/6584579b-2925-4b2c-a9ad-240e9ea767ea.JPG.296x216.jpg', '禹洲高尔夫 户型方正大3房 中高层视野开阔', '禹洲高尔夫  | 3室2厅 | 116.42平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2013年建塔楼  -  马銮湾', '376万', '单价32297元/平米')
('https://image1.ljcdn.com/350200-inspection/7a1812da-8d5a-410d-9fa5-670ae48da2b6.jpg.296x216.jpg', '绿苑新城一组团，两房，户型好，满两年，看房方便！', '绿苑新城一组团  | 2室2厅 | 89平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2011年建板楼  -  滨海社区', '320万', '单价35956元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload852bbb56-4fcd-4706-b8b4-b3d38c5fae28.JPG.296x216.jpg', '沿海 单身公寓  交通便利 首付少 朝向好 楼层好', '融信海上城  | 2室2厅 | 44.32平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2015年建塔楼  -  滨海社区', '118万', '单价26625元/平米')
('https://image1.ljcdn.com/350200-inspection/852826a2-c29e-46b1-aaf9-a4b2900e652b.jpg.296x216.jpg', '禹洲领海 4室2厅 430万', '禹洲领海  | 4室2厅 | 110.69平米 | 南 | 其他 | 有电梯', '低楼层(共33层)2011年建塔楼  -  海沧体育中心', '430万', '单价38848元/平米')
('https://image1.ljcdn.com/350200-inspection/1fbbbc82-d0b4-4ce4-8009-06b6fa048175.jpg.296x216.jpg', '天御小区优质大四房，满两年业主诚意卖', '天御小区  | 4室2厅 | 242.57平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)2007年建板楼  -  海沧区政府', '1200万', '单价49471元/平米')
('https://image1.ljcdn.com/350200-inspection/3285ef6d-b54a-477c-96ab-98fb7ecc793d.JPG.296x216.jpg', '海青花园 3室2厅 210万', '海青花园  | 3室2厅 | 83.04平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2000年建板楼  -  海沧生活区', '210万', '单价25290元/平米')
('https://image1.ljcdn.com/350200-inspection/961a0558-fcdb-4536-969e-99354b63339a.jpg.296x216.jpg', '中骏天峰 精装大3房 看湖看海 双阳台 空户 满2年', '中骏天峰  | 3室1厅 | 150.78平米 | 东南 | 精装 | 有电梯', '高楼层(共30层)2010年建塔楼  -  海沧体育中心', '1000万', '单价66322元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload68ecc6e9-8bf5-45ab-9d5e-6a7f89f5eeac.jpg.296x216.jpg', '进岛一站 南北通透大三房 高层采光好 交通便利', '汇利花园  | 3室2厅 | 130.84平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2002年建板楼  -  海沧生活区', '320万', '单价24458元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload9f1eabe0-47b6-4af5-ab1c-8c35eaf028c8.JPG.296x216.jpg', '海银大厦 1室0厅 106万', '海银大厦  | 1室0厅 | 32.02平米 | 东 | 简装 | 有电梯', '低楼层(共32层)2010年建板楼  -  海沧生活区', '106万', '单价33105元/平米')
('https://image1.ljcdn.com/350200-inspection/2c2b0711-d48b-458a-9e8b-68997c2c315b.JPG.296x216.jpg', '水岸名筑 3室2厅 290万', '水岸名筑  | 3室2厅 | 103平米 | 南 北 | 精装 | 有电梯', '低楼层(共16层)2008年建板塔结合  -  海沧体育中心', '290万', '单价28156元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploadbf182fb0-4a61-468d-8fc4-68291dacf516.jpg.296x216.jpg', '水岸名筑 3室2厅 360万', '水岸名筑  | 3室2厅 | 114.34平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2008年建板塔结合  -  海沧体育中心', '360万', '单价31486元/平米')
('https://image1.ljcdn.com/350200-inspection/1b5a4c8b-504d-4794-b598-380441a12b32.JPG.296x216.jpg', '未来海岸蓝水郡 1室0厅 138万', '未来海岸蓝水郡  | 1室0厅 | 34.4平米 | 西 | 简装 | 有电梯', '低楼层(共18层)2008年建塔楼  -  海沧体育中心', '138万', '单价40117元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_uploada0f806d6-56cc-4d16-ae71-cc42a76164ea.JPG.296x216.jpg', '瑞兴楼 业主自住装修3房 位于海青花园北面 采光好', '瑞兴楼  | 3室2厅 | 100.23平米 | 南 | 精装', '中楼层(共7层)暂无数据  -  海沧生活区', '248万', '单价24744元/平米')
('https://image1.ljcdn.com/350200-inspection/04eef63e-6f11-4c34-9ed4-26da94b0e65f.JPG.296x216.jpg', '旭日海湾二期 2室1厅 248万', '旭日海湾二期  | 2室1厅 | 74平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2002年建板楼  -  滨海社区', '248万', '单价33514元/平米')
('https://image1.ljcdn.com/350200-inspection/c81d9c88-00a4-437b-9b86-17d49787f914.jpg.296x216.jpg', '未来海岸蓝月湾精装3房 业主换房急售', '未来海岸蓝月湾一期  | 3室2厅 | 114.95平米 | 南 | 其他 | 有电梯', '低楼层(共27层)2007年建板楼  -  未来海岸北师大', '395万', '单价34363元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload9eaa52c7-99de-463b-8ae9-45058b491b7b.JPG.296x216.jpg', '海沧东孚步行街 佳宏花园  全明户型 朝南通透大3房', '佳宏花园  | 3室2厅 | 131.07平米 | 南 | 毛坯', '中楼层(共11层)暂无数据  -  东孚', '235万', '单价17930元/平米')
('https://image1.ljcdn.com/350200-inspection/rsp_pic_upload725c52c0-5805-43fe-986d-979c652cb4af.jpg.296x216.jpg', '加州海岸高层湖海双景两房，南北通透，看房提前约', '加州海岸  | 2室2厅 | 103.07平米 | 南 北 | 精装 | 有电梯', '高楼层(共18层)2007年建板楼  -  海沧生活区', '390万', '单价37839元/平米')
('https://image1.ljcdn.com/350200-inspection/2124aa69-ddbe-424f-9a35-91251c02dca8.JPG.296x216.jpg', '万科城二期精装修四房 通透户型 全明格局', '万科城二期  | 4室2厅 | 129.98平米 | 西南 | 精装 | 有电梯', '低楼层(共35层)2016年建板楼  -  马銮湾', '410万', '单价31544元/平米')
('https://image1.ljcdn.com/350200-inspection/6d663a63-5af3-42f6-bee5-2fbb40c59438.jpg.296x216.jpg', '未来海岸蓝水郡 2室2厅 268万', '未来海岸蓝水郡  | 2室2厅 | 81.23平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2008年建板楼  -  海沧体育中心', '268万', '单价32993元/平米')
('https://image1.ljcdn.com/350200-inspection/04122ca2-6b20-4cdf-a342-87a680e89099.jpg.296x216.jpg', '海岸一号毛坯大三房 前排海景 物业管理完善', '中骏海岸1号  | 3室2厅 | 151平米 | 东南 | 毛坯 | 有电梯', '高楼层(共35层)2009年建塔楼  -  滨海社区', '730万', '单价48345元/平米')
('https://image1.ljcdn.com/350200-inspection/755b32e3-018d-4ef9-b97b-ac068b40a2db.JPG.296x216.jpg', '兴旺广场 3室1厅 200万', '兴旺广场  | 3室1厅 | 84.19平米 | 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  新阳工业区', '200万', '单价23756元/平米')
('https://image1.ljcdn.com/350200-inspection/b19dcdbd-2568-493b-87d2-d9cf5de09410.JPG.296x216.jpg', '海沧娱乐城 1室1厅 125万', '海沧娱乐城  | 1室1厅 | 44.11平米 | 南 | 简装 | 无电梯', '中楼层(共12层)板塔结合  -  海沧生活区', '125万', '单价28339元/平米')
('https://image1.ljcdn.com/350200-inspection/2f2d1390-77fa-481e-bbb4-9b92b96c4b50.JPG.296x216.jpg', '新上 朝南三房 温馨入住 居家装修 产权满 欢迎品鉴', '未来橙堡  | 3室2厅 | 92.19平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2005年建板楼  -  海沧体育中心', '266万', '单价28854元/平米')
