('https://image1.ljcdn.com/340100-inspection/17c8b8ef-9ee7-4f83-91ec-fd663fe1edfb.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 159万', '信旺华府骏苑  | 2室2厅 | 103.33平米 | 南 | 其他', '高楼层(共28层)2005年建塔楼  -  南七', '159万', '单价15388元/平米')
('https://image1.ljcdn.com/340100-inspection/d9a23d49-d605-4d4b-b1f1-bc514ace35a7.jpg.296x216.jpg', '精致房源 博威香山丽舍 精装三房 全天采光 南北通透', '博威香山丽舍  | 3室2厅 | 97.76平米 | 南 北 | 其他', '中楼层(共17层)2011年建塔楼  -  新产业园', '192万', '单价19640元/平米')
('https://image1.ljcdn.com/340100-inspection/e4ef1cae-d7fe-4ad3-87a5-a7556ac67455.jpg.296x216.jpg', '合作化南路21号 2室1厅 112万', '合作化南路21号  | 2室1厅 | 74平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  南七', '112万', '单价15136元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload90246a04-1020-4435-b418-e44db7e127da.JPG.296x216.jpg', '楼层好，采光足，房东诚心出售，价格好谈', '安粮城市广场QQ公寓  | 1室1厅 | 54平米 | 北 | 其他', '高楼层(共32层)2013年建塔楼  -  稻香村', '75万', '单价13889元/平米')
('https://image1.ljcdn.com/340100-inspection/test-af5b64f4-0838-4e84-95aa-7777a7f466e1.png.296x216.jpg', '加侨悦山国际 中高楼层 视野开阔 采光无挡 附带车位', '加侨悦山国际  | 3室2厅 | 98.47平米 | 南 北 | 其他', '高楼层(共40层)2015年建塔楼  -  新产业园', '175万', '单价17772元/平米')
('https://image1.ljcdn.com/340100-inspection/4fc9e9eb-9778-4c21-ab02-0f710c76fe94.jpg.296x216.jpg', '奥林花园 4室3厅 186万', '奥林花园  | 4室3厅 | 169.66平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  琥珀', '186万', '单价10964元/平米')
('https://image1.ljcdn.com/340100-inspection/aa2d26b7-7499-46ba-b84b-50dcaf2e256c.jpg.296x216.jpg', '为你而选为你为家 紫荆广场 刚需1居室 单价便宜', '紫荆商务广场  | 1室1厅 | 49.02平米 | 西北 | 其他', '中楼层(共32层)2013年建塔楼  -  井岗镇', '67万', '单价13668元/平米')
('https://image1.ljcdn.com/340100-inspection/ef75d19e-ea9a-4a37-bec0-9ce8bb8e0645.jpg.296x216.jpg', '安居苑东村 复式三居室 位置好 带阁楼', '安居苑东村  | 3室2厅 | 123.13平米 | 南 | 简装', '高楼层(共6层)2000年建板楼  -  西园', '215万', '单价17462元/平米')
('https://image1.ljcdn.com/340100-inspection/18e16f26-a468-405a-8220-6f3ea892f29b.jpg.296x216.jpg', '金色池塘少有带电梯顶楼复式，单价低，户型方正', '金色池塘  | 4室2厅 | 183.45平米 | 西 | 其他', '高楼层(共9层)2008年建板楼  -  井岗镇', '230万', '单价12538元/平米')
('https://image1.ljcdn.com/340100-inspection/daa8a813-8e23-45a3-a1f1-e98c9483ad5f.jpg.296x216.jpg', '公园道1号 1室1厅 50万', '公园道1号  | 1室1厅 | 38.02平米 | 东 | 其他', '中楼层(共30层)2012年建塔楼  -  井岗镇', '50万', '单价13151元/平米')
('https://image1.ljcdn.com/340100-inspection/3a500424-4729-4f6e-ab5c-6c0c9d8da72b.JPG.296x216.jpg', '信旺华府骏苑精装一居室+采光足+视野开阔+满五', '信旺华府骏苑  | 1室1厅 | 91平米 | 西 | 其他', '中楼层(共29层)2013年建塔楼  -  南七', '98万', '单价10770元/平米')
('https://image1.ljcdn.com/340100-inspection/a496c35b-84ad-4139-8ab1-ab5c5dbbe941.jpg.296x216.jpg', '科学家园一百四十多方三房，带地暖，适宜改善。', '科学家园  | 3室2厅 | 140.64平米 | 南 北 | 其他', '高楼层(共18层)2011年建塔楼  -  新产业园', '285万', '单价20265元/平米')
('https://image1.ljcdn.com/340100-inspection/4e183932-3462-4c66-88cb-030e1fc86bd4.jpg.296x216.jpg', '安高城市天地 6室3厅 498万', '安高城市天地  | 6室3厅 | 253平米 | 东南 | 其他', '中楼层(共6层)2010年建板楼  -  稻香村', '498万', '单价19684元/平米')
('https://image1.ljcdn.com/340100-inspection/379e6d0a-1b2f-43b6-a888-c99605e72a48.jpg.296x216.jpg', '公园道壹号恢复楼 3室1厅 112万', '公园道壹号恢复楼  | 3室1厅 | 95平米 | 南 北 | 其他', '中楼层(共18层)2011年建塔楼  -  井岗镇', '112万', '单价11790元/平米')
('https://image1.ljcdn.com/340100-inspection/73f16311-af21-4207-9b3b-916a0ee6c7c6.jpg.296x216.jpg', '为你而选为你为家 西环中心广场 交通方便 随时入住', '西环中心广场  | 1室1厅 | 40.1平米 | 东 | 其他', '高楼层(共27层)2012年建塔楼  -  南七', '63万', '单价15711元/平米')
('https://image1.ljcdn.com/340100-inspection/132468b7-0d88-410f-87ae-aa772b526463.jpg.296x216.jpg', '山湖苑精致两房价格实惠全天采光交通便利', '山湖苑西区  | 2室1厅 | 62平米 | 南 | 其他', '低楼层(共6层)板楼  -  新产业园', '80万', '单价12904元/平米')
('https://image1.ljcdn.com/340100-inspection/c7131d3b-c68f-4306-850b-5ae3e26838b4.jpg.296x216.jpg', '单价低 市政供暖 诚心出售 采光没有问题', '新景花园  | 4室2厅 | 167.45平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  五里墩', '215万', '单价12840元/平米')
('https://image1.ljcdn.com/340100-inspection/d41c37a7-4742-468d-be81-f8b4538f4630.jpg.296x216.jpg', '信旺华府骏苑 城市5米6 挑高 望潜交口 繁华地段', '信旺华府骏苑  | 3室2厅 | 72.45平米 | 东 | 其他', '高楼层(共18层)塔楼  -  南七', '135万', '单价18634元/平米')
('https://image1.ljcdn.com/340100-inspection/e5f6836f-8113-4810-899f-dd49a19c61c5.jpg.296x216.jpg', '为你而选为你为家 中央星座 精装一室两厅 拎包入住', '中央星座  | 1室2厅 | 67.57平米 | 南 | 其他', '高楼层(共10层)2005年建板楼  -  五里墩', '95万', '单价14060元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1e2ee8b7-0996-4eb4-be9f-c89dba7d76d3.JPG.296x216.jpg', '南北通透 中装修 采光好 教育配套齐全', '蜀鑫雅苑  | 4室2厅 | 137.72平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  南七', '229万', '单价16628元/平米')
('https://image1.ljcdn.com/340100-inspection/7bc431ff-474b-4561-b8bf-5a94fe8bada1.jpg.296x216.jpg', '金色池塘精装修复式房  大露台  采光充足', '金色池塘二期  | 4室2厅 | 180平米 | 南 | 其他', '高楼层(共6层)2005年建板楼  -  井岗镇', '240万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/be3dfbfc-bfce-4a0d-8576-798fb4100bcd.jpg.296x216.jpg', '房东诚心出售，自住装修，看房方便，拎包入住', '金大地1912  | 1室1厅 | 38.07平米 | 北 | 其他', '中楼层(共33层)2012年建塔楼  -  南七', '85万', '单价22328元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8050834f-d4dc-4d71-a2cc-60847b996d87.JPG.296x216.jpg', '望潜板块，交通便利，配套设施全，楼层好，户型方正。', '港汇广场  | 1室1厅 | 61.78平米 | 北 | 其他', '高楼层(共30层)2013年建塔楼  -  南七', '91万', '单价14730元/平米')
('https://image1.ljcdn.com/340100-inspection/4c231ce8-4f3f-4610-b140-df58d69677e0.jpg.296x216.jpg', '加侨悦山  简装3房 户型方正 采光好位置好 环境优美', '加侨悦山国际  | 3室2厅 | 102.89平米 | 南 | 其他', '中楼层(共6层)2015年建板楼  -  新产业园', '180万', '单价17495元/平米')
('https://image1.ljcdn.com/340100-inspection/28b2ccd9-811b-4867-ab32-c5966504f8e4.jpg.296x216.jpg', '松芝万象城 1室1厅 100万', '松芝万象城  | 1室1厅 | 65.89平米 | 南 | 其他', '中楼层(共19层)2010年建塔楼  -  五里墩', '100万', '单价15177元/平米')
('https://image1.ljcdn.com/340100-inspection/7a6dc12a-2eb1-44d1-980d-22ff875ad4ac.jpg.296x216.jpg', '公交蜀山园 3室2厅 170万', '公交蜀山园  | 3室2厅 | 136.4平米 | 南 北 | 其他', '中楼层(共11层)2000年建板楼  -  新产业园', '170万', '单价12464元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload358ebef1-f703-4282-b2cd-76c14933165b.JPG.296x216.jpg', '华润幸福里北区 一室一厅 户型好 小区环境优美', '华润幸福里  | 1室1厅 | 49平米 | 南 | 其他', '低楼层(共22层)2013年建塔楼  -  南七', '85万', '单价17347元/平米')
('https://image1.ljcdn.com/340100-inspection/0c92570d-b15a-4d7a-9c9d-321f72f5881e.jpg.296x216.jpg', '山湖苑西区 三房朝南 中间楼层 采光无遮挡', '山湖苑西区  | 3室1厅 | 90.66平米 | 南 | 其他', '中楼层(共6层)板楼  -  新产业园', '118万', '单价13016元/平米')
('https://image1.ljcdn.com/340100-inspection/test-956e44c6-0045-4c17-90b6-71b5330e7a4e.png.296x216.jpg', '加侨悦山国际城  精装70年公寓 直观大蜀山 业主诚心卖', '加侨悦山国际  | 1室0厅 | 47.26平米 | 东 | 其他', '中楼层(共31层)2015年建塔楼  -  新产业园', '70万', '单价14812元/平米')
('https://image1.ljcdn.com/340100-inspection/b46114f4-5e11-4dd9-adf3-d2da26fa461a.jpg.296x216.jpg', '精装修一居室 环境好 带燃气 70产权 朝北 家具家电送', '中央星座  | 1室1厅 | 44.03平米 | 北 | 其他', '中楼层(共10层)2005年建板楼  -  五里墩', '60万', '单价13628元/平米')
('https://image1.ljcdn.com/340100-inspection/4f119ce1-491b-45f2-ba34-254bb5b31bfa.jpg.296x216.jpg', '颐和花园清苑 4室3厅 205万', '颐和花园清苑  | 4室3厅 | 137.29平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  五里墩', '205万', '单价14932元/平米')
('https://image1.ljcdn.com/340100-inspection/0f9b14e9-65d1-44da-84ba-a5d256717d1f.jpg.296x216.jpg', '为你而选为你为家金色池塘，多层楼层，业主诚心出售', '金色池塘二期  | 3室2厅 | 129.24平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  井岗镇', '200万', '单价15476元/平米')
('https://image1.ljcdn.com/340100-inspection/8cbd8d8c-baef-4bb6-a832-03baa0f7a4fe.jpg.296x216.jpg', '满五年 永新大厦，中等装修 电梯房 过渡 配套完善', '永新大厦  | 1室1厅 | 52.34平米 | 南 | 其他', '高楼层(共18层)2011年建塔楼  -  稻香村', '80万', '单价15285元/平米')
('https://image1.ljcdn.com/340100-inspection/1c627cc6-3c62-4f26-9f1b-fbb26d61045a.jpg.296x216.jpg', '拎包入住舒适房，采光好，空间大', '碧林园  | 4室2厅 | 141.68平米 | 南 北 | 精装', '高楼层(共5层)2002年建板楼  -  五里墩', '180万', '单价12705元/平米')
('https://image1.ljcdn.com/340100-inspection/ca43b043-9d7a-4f68-881e-a4b4b7c84d74.jpg.296x216.jpg', '信旺华府骏苑  简装大三房  中高楼层 采光好', '信旺华府骏苑  | 3室2厅 | 166.73平米 | 南 | 其他', '低楼层(共28层)2005年建塔楼  -  南七', '215万', '单价12896元/平米')
('https://image1.ljcdn.com/340100-inspection/49a47f7d-36b2-4478-a522-a64999bf5180.jpg.296x216.jpg', '满两年+业主诚心售+交通便利+生活便捷', '新华学府星座  | 1室1厅 | 40.92平米 | 西 | 其他', '低楼层(共33层)2008年建塔楼  -  南七', '69万', '单价16863元/平米')
('https://image1.ljcdn.com/340100-inspection/3a0ae48d-3cfa-407c-ac7e-42b59617dcdb.JPG.296x216.jpg', '海雨家园  采光好无遮挡 生活配套成熟', '海雨家园  | 3室2厅 | 135平米 | 南 北 | 其他', '中楼层(共11层)2007年建板楼  -  南七', '230万', '单价17038元/平米')
('https://image1.ljcdn.com/340100-inspection/0a56de67-30ad-4a68-9606-78532b87e8f5.jpg.296x216.jpg', '松芝万象城 1室1厅 107.5万', '松芝万象城  | 1室1厅 | 71.97平米 | 南 | 其他', '中楼层(共19层)2010年建塔楼  -  五里墩', '107.5万', '单价14937元/平米')
('https://image1.ljcdn.com/340100-inspection/d0e7d6da-c47b-450e-8ba1-6dbf3414b29a.jpg.296x216.jpg', '信旺华府骏苑 2室2厅 145万', '信旺华府骏苑  | 2室2厅 | 98平米 | 南 | 其他', '低楼层(共29层)2005年建塔楼  -  南七', '145万', '单价14796元/平米')
('https://image1.ljcdn.com/340100-inspection/4522e23d-927d-4939-9795-9c55db4993a3.jpg.296x216.jpg', '得住宅一居室，周边生活配套成熟', '公园道壹号恢复楼  | 1室1厅 | 49.93平米 | 南 北 | 其他', '低楼层(共18层)2011年建塔楼  -  井岗镇', '60万', '单价12017元/平米')
('https://image1.ljcdn.com/340100-inspection/30d0112a-d89a-4ba8-ba5a-a45d8c59b379.jpg.296x216.jpg', '市政供暖，交通便利，采光充足，视野宽阔', '安高城市天地  | 2室1厅 | 99.6平米 | 南 | 其他', '中楼层(共26层)2009年建塔楼  -  稻香村', '166万', '单价16667元/平米')
('https://image1.ljcdn.com/340100-inspection/889bae7d-94cc-44ec-8e3a-10ce466c5eba.jpg.296x216.jpg', '通和易居时代 4室2厅 400万', '通和易居时代  | 4室2厅 | 247.73平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  西园', '400万', '单价16147元/平米')
('https://image1.ljcdn.com/340100-inspection/test-bd85f69e-8ad5-4c30-9a27-d2bcd4f901a3.png.296x216.jpg', '此房产证满无年 房东诚售 楼层采光无遮挡', '大溪地天逸轩  | 2室1厅 | 65.38平米 | 西 | 简装', '中楼层(共32层)2014年建板楼  -  西园', '116万', '单价17743元/平米')
('https://image1.ljcdn.com/340100-inspection/1dbacc81-6abd-40f3-aa03-44323f2a95fc.jpg.296x216.jpg', '汉嘉都市森林 2室2厅 192万', '汉嘉都市森林  | 2室2厅 | 91.22平米 | 南 | 其他', '低楼层(共27层)2011年建板塔结合  -  西园', '192万', '单价21049元/平米')
('https://image1.ljcdn.com/340100-inspection/test-2126924e-c0f5-471d-8e8e-6ebf57b30777.png.296x216.jpg', '大溪地五期 边户户型 毛坯 业主诚心出售', '大溪地天逸轩  | 2室1厅 | 65.38平米 | 西 | 其他', '中楼层(共32层)2014年建板楼  -  西园', '113万', '单价17284元/平米')
('https://image1.ljcdn.com/340100-inspection/b66c56a2-8612-4785-9fd8-01004a7cb963.jpg.296x216.jpg', '龙居山庄 3室2厅 235万', '龙居山庄  | 3室2厅 | 170平米 | 南 北 | 其他', '高楼层(共6层)2010年建板楼  -  五里墩', '235万', '单价13824元/平米')
('https://image1.ljcdn.com/340100-inspection/49906719-5b7d-49e4-a176-e9e1446e8eea.jpg.296x216.jpg', '丰乐苑 3室2厅 215万', '丰乐苑  | 3室2厅 | 162.33平米 | 南 北 | 其他', '中楼层(共18层)2005年建塔楼  -  五里墩', '215万', '单价13245元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload39fc3b84-77c4-4739-a3e6-fc42db17f801.JPG.296x216.jpg', '为你而选为你为家港汇广场 一居室  拎包入住', '港汇广场  | 1室1厅 | 56.14平米 | 西北 | 其他', '中楼层(共30层)2013年建塔楼  -  南七', '85万', '单价15141元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6735f02d-5b9f-4076-bc60-05e76e84b017.jpg.296x216.jpg', '山水间花园多层精装大三房，三房朝南，装修保养好', '山水间花园  | 3室2厅 | 103.99平米 | 南 | 其他', '低楼层(共6层)板楼  -  新产业园', '200万', '单价19233元/平米')
('https://image1.ljcdn.com/340100-inspection/ed300cb4-91f4-4953-bc92-8728ee180e2f.jpg.296x216.jpg', '松芝万象城 1室1厅 105.4万', '松芝万象城  | 1室1厅 | 67.63平米 | 南 | 其他', '中楼层(共19层)2010年建塔楼  -  五里墩', '105.4万', '单价15585元/平米')
('https://image1.ljcdn.com/340100-inspection/9490948b-e3a9-4122-af95-fc9828dca8da.jpg.296x216.jpg', '高河花园 正规两居 楼层好，视野开阔，采光足', '高河花园  | 2室2厅 | 88平米 | 南 北 | 其他', '高楼层(共18层)2005年建板楼  -  五里墩', '142万', '单价16137元/平米')
('https://image1.ljcdn.com/340100-inspection/5abdc742-7f84-4d26-98db-0fe182b20468.jpg.296x216.jpg', '一居室住宅房，周边生活配套成熟', '公园道壹号恢复楼  | 1室1厅 | 49.63平米 | 南 | 其他', '中楼层(共18层)2011年建塔楼  -  井岗镇', '60万', '单价12090元/平米')
('https://image1.ljcdn.com/340100-inspection/4646ca9f-2b5d-4ca8-881c-ea36ad71c0ac.jpg.296x216.jpg', '大溪地 精装两居室 楼层好采光好 业主诚心出售', '大溪地天泽轩  | 2室2厅 | 81.71平米 | 南 | 精装', '中楼层(共18层)2012年建塔楼  -  西园', '146万', '单价17869元/平米')
('https://image1.ljcdn.com/340100-inspection/2f24d940-3b1f-44fb-8a70-2682f7dd126f.jpg.296x216.jpg', '碧雨花园 3室2厅 200万', '碧雨花园  | 3室2厅 | 123.6平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  三里庵', '200万', '单价16182元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload1c0d496b-284d-4b9a-9047-5492feb36545.jpg.296x216.jpg', '安居苑西村 内复式 楼层好 户型好', '安居苑西村  | 4室3厅 | 181.34平米 | 南 西 北 | 其他', '中楼层(共6层)2000年建板楼  -  西园', '345万', '单价19026元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada350a93b-5a80-4f0e-902d-75e42c7485d6.JPG.296x216.jpg', '中装自住 市政供暖 配套齐全 环境清幽 交通便利', '安高城市天地  | 3室2厅 | 58.38平米 | 南 | 其他', '中楼层(共14层)2009年建板塔结合  -  稻香村', '160万', '单价27407元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9205c4d4-7966-4969-b37f-e37e81c5d5c9.jpg.296x216.jpg', '湖东新村 3室1厅 93万', '湖东新村  | 3室1厅 | 68平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  井岗镇', '93万', '单价13677元/平米')
('https://image1.ljcdn.com/340100-inspection/a78bee1b-bdef-408d-8b61-aa982d37c75e.jpg.296x216.jpg', '庐阳佳苑带地暖顶楼复式精装好房', '颐和花园庐阳佳苑  | 5室2厅 | 161.61平米 | 南 北 | 精装', '高楼层(共6层)2008年建板楼  -  五里墩', '270万', '单价16707元/平米')
('https://image1.ljcdn.com/340100-inspection/9e7ab74e-e39b-484d-ac66-0383646a1da5.jpg.296x216.jpg', '枫丹白鹭湖公馆 3室2厅 230万', '枫丹白鹭湖公馆  | 3室2厅 | 129平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  新产业园', '230万', '单价17830元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploada94a0df7-45be-478e-9704-60fe7d1e5dfe.jpg.296x216.jpg', '啤酒厂宿舍新楼栋户型好 采光好单价低', '啤酒厂宿舍  | 2室1厅 | 75.05平米 | 南 北 | 其他', '高楼层(共6层)1995年建板楼  -  五里墩', '103万', '单价13725元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload80dc3775-5284-4443-92d9-9ac4b48ad121.JPG.296x216.jpg', '光明世家四居室 赠送大露台 南北通透 精装修 保养好', '光明世家  | 4室2厅 | 100.25平米 | 南 西 北 | 精装', '低楼层(共26层)2010年建塔楼  -  南七', '260万', '单价25936元/平米')
