('https://image1.ljcdn.com/420100-inspection/fa78bc44-7037-49d3-8e08-3107ec929474.JPG.296x216.jpg', '世纪江尚  一线江景  南北通透  采光充足  看房方便', '世纪江尚  | 4室2厅 | 185.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共57层)2016年建板楼  -  前进江汉', '690万', '单价37211元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload12147738-4c01-4b9c-aab3-3b9044254545.jpg.296x216.jpg', '青年路地铁口电业村正规两房业主诚心出售', '电业村  | 2室2厅 | 86.9平米 | 西北 | 其他 | 有电梯', '中楼层(共22层)1996年建板楼  -  宝丰崇仁', '210万', '单价24166元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadbbe784df-dafd-42f3-b48f-c7fb0d9b4d53.jpg.296x216.jpg', '地铁口 盛世江城 精装三房 南北通透户型 中间景观层', '电建地产盛世江城  | 3室2厅 | 124.2平米 | 南 北 | 其他', '中楼层(共42层)2016年建板塔结合  -  长港路', '285万', '单价22947元/平米')
('https://image1.ljcdn.com/420100-inspection/test-f4472061-db89-4b35-8219-e5255ac0b7bb.png.296x216.jpg', '万科城结婚装修+大两房+南北通透+不临三环+中间楼层', '万科城  | 2室1厅 | 86.43平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  常青路', '195万', '单价22562元/平米')
('https://image1.ljcdn.com/420100-inspection/63c36cf1-a42c-4eb1-9655-c9c9536a0db2.jpg.296x216.jpg', '远洋心汉口 毛坯两居室 高楼层 采光好 诚心急售', '远洋心汉口二期  | 2室2厅 | 78.21平米 | 南 | 其他', '中楼层(共49层)2018年建板塔结合  -  长丰常码头', '163万', '单价20842元/平米')
('https://image1.ljcdn.com/420100-inspection/44ecc874-d661-4d78-bba6-14872becddb3.jpg.296x216.jpg', '江汉路步行街 带天然气电梯房 高层视野无遮挡 诚心卖', '俊华大厦  | 2室1厅 | 83.71平米 | 西北 | 其他 | 有电梯', '高楼层(共31层)2003年建板楼  -  前进江汉', '200万', '单价23893元/平米')
('https://image1.ljcdn.com/420100-inspection/13f0c530-e7fc-47a8-8cd4-f7c944550bba.jpg.296x216.jpg', '金色雅园一期 中间楼层 精装修 南北通透', '金色雅园金源苑  | 2室1厅 | 80.37平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2002年建板塔结合  -  长港路', '165万', '单价20531元/平米')
('https://image1.ljcdn.com/420100-inspection/9c884cab-20cd-4994-9d62-d6b0555aa87f.jpg.296x216.jpg', '湖北省出版社宿舍 中装三房 楼层好 看房方便', '湖北省出版社宿舍  | 3室2厅 | 129平米 | 南 | 其他', '低楼层(共7层)1998年建板楼  -  CBD西北湖', '225万', '单价17442元/平米')
('https://image1.ljcdn.com/420100-inspection/ac8039b2-7214-440c-8477-279fdebc4a66.jpg.296x216.jpg', '香港路地铁口中原宿舍中间楼层正规两房', '中原宿舍  | 2室1厅 | 58.12平米 | 东 | 其他 | 无电梯', '中楼层(共5层)2002年建板楼  -  台北香港路', '123万', '单价21164元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload0da47186-da94-456b-a5f9-7e484be561c4.jpg.296x216.jpg', '华苑小区 精装通透全明三房 挂西角 三面采光 有钥匙', '华苑社区  | 3室2厅 | 94.77平米 | 南 | 其他 | 无电梯', '低楼层(共7层)1999年建板楼  -  杨汊湖', '175万', '单价18466元/平米')
('https://image1.ljcdn.com/420100-inspection/52f5fcf2-34b8-4af8-9fde-e181f546ce52.jpg.296x216.jpg', '红光小区 精装3房 看房方便 小区中间 采光充足', '红光小区  | 3室2厅 | 76.68平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  长港路', '121万', '单价15780元/平米')
('https://image1.ljcdn.com/420100-inspection/test-094600bc-3f6f-49ca-84f7-78e1e5105d65.png.296x216.jpg', '泛海国际桂海园精装通透 南向两房 中高楼层', '泛海国际桂海园  | 2室2厅 | 89.79平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)2016年建板楼  -  CBD西北湖', '270万', '单价30071元/平米')
('https://image1.ljcdn.com/420100-inspection/test-176dcdae-320b-4851-91ec-5594da91ba78.png.296x216.jpg', '此房是老证，业主精装修，正规一室一厅，带小区环境', '崇安鑫城  | 1室1厅 | 52平米 | 东南 | 其他 | 有电梯', '中楼层(共19层)2006年建板塔结合  -  前进江汉', '156万', '单价30000元/平米')
('https://image1.ljcdn.com/420100-inspection/7ec67661-45e5-455c-9a7e-b2fb537e4ea6.jpg.296x216.jpg', '金色雅园金涛苑 3室2厅 304万', '金色雅园金涛苑  | 3室2厅 | 129平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2006年建板楼  -  长港路', '304万', '单价23566元/平米')
('https://image1.ljcdn.com/420100-inspection/543276fc-152c-403c-a585-ca957f545e0d.jpg.296x216.jpg', '杨汊湖园丁苑 中间楼层 采光好 自带幼儿园 诚心出售', '园丁苑  | 2室1厅 | 73.8平米 | 南 北 | 其他 | 无电梯', '低楼层(共8层)2005年建板楼  -  杨汊湖', '120万', '单价16261元/平米')
('https://image1.ljcdn.com/420100-inspection/3194b426-e57d-4054-9c66-de625159b5db.jpg.296x216.jpg', '此房产证已满两年生活配套成熟完善交通便利业主诚售', '广益天下一期  | 1室1厅 | 60平米 | 南 北 | 简装 | 有电梯', '低楼层(共25层)2007年建塔楼  -  前进江汉', '138万', '单价23000元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadac101846-24e0-46cf-b23f-8b6f5bd12ca8.jpg.296x216.jpg', '香港路西马新村，中间楼层，正规三房无异形', '西马新村  | 3室1厅 | 91.57平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '162万', '单价17692元/平米')
('https://image1.ljcdn.com/420100-inspection/test-180dc841-3e72-468a-bdc3-e9f001a85669.png.296x216.jpg', '常青路 东方名都 实用大三房 老证 带露台 随时看房', '东方名都  | 3室2厅 | 103.17平米 | 南 北 | 其他 | 有电梯', '高楼层(共16层)2002年建板楼  -  常青路', '158万', '单价15315元/平米')
('https://image1.ljcdn.com/420100-inspection/a9e770f1-99c8-414b-ae03-4c02900990e2.jpg.296x216.jpg', '全房精装修  南北通透电梯三房 两证齐全', '汉和蕙苑  | 3室1厅 | 102.21平米 | 南 | 其他', '高楼层(共28层)板楼  -  唐家墩', '218万', '单价21329元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadd103626e-8943-4e2d-b725-d49116bfca18.jpg.296x216.jpg', '品牌开发商 次新房 中间楼层 看房方便 诚心出售', '远洋心汉口二期  | 2室2厅 | 79.7平米 | 南 | 其他', '低楼层(共49层)2018年建板塔结合  -  长丰常码头', '145万', '单价18194元/平米')
('https://image1.ljcdn.com/420100-inspection/0e3d3672-6c45-480f-99ac-aa4b3b0c937d.jpg.296x216.jpg', '万科物业 对口大兴路 楼层无遮挡 采光好 精装修', '万科城  | 2室2厅 | 83平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2014年建板楼  -  常青路', '195万', '单价23494元/平米')
('https://image1.ljcdn.com/420100-inspection/3543e71d-9045-413b-b29f-992f0bde25ba.jpg.296x216.jpg', '此房是合同房，位于小区中间，不临街也不临三环。', '电建地产盛世江城  | 3室1厅 | 100.12平米 | 南 | 其他', '低楼层(共52层)暂无数据  -  长港路', '205万', '单价20476元/平米')
('https://image1.ljcdn.com/420100-inspection/7293059e-65b5-4da1-b315-109f88a7ec59.jpg.296x216.jpg', '远洋心里 3室2厅 200万', '远洋心里  | 3室2厅 | 95.92平米 | 南 | 其他 | 有电梯', '高楼层(共40层)2017年建板楼  -  杨汊湖', '200万', '单价20851元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_uploadd5c474ad-9b56-46a0-83de-9dea2a16f05f.jpg.296x216.jpg', '菱角湖万达C区 朝南两室两厅 高楼层', '菱角湖万达广场C区  | 2室2厅 | 90.87平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2010年建塔楼  -  新华路万达', '208万', '单价22890元/平米')
('https://image1.ljcdn.com/420100-inspection/803457e4-2d5b-41fa-9b4c-165cbf0645c2.jpg.296x216.jpg', '西马新村 三居室 香港路双地铁口', '西马新村  | 3室2厅 | 112平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '198万', '单价17679元/平米')
('https://image1.ljcdn.com/420100-inspection/bda26cda-d5eb-42c3-adec-8de1618ced6b.jpg.296x216.jpg', '菱角湖万达商圈 生活方便 交通便利 独厨独卫 采光充足', '菱湖上品  | 1室1厅 | 45.07平米 | 东 | 其他 | 有电梯', '中楼层(共25层)2007年建板塔结合  -  新华路万达', '98万', '单价21744元/平米')
('https://image1.ljcdn.com/420100-inspection/test-a132a0d6-26e7-47fa-83ac-af1bebf8a15c.png.296x216.jpg', '宝丽金国际广场 首付35万左右 地铁2.6号线旁', '宝利金国际广场  | 1室0厅 | 33平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2005年建板楼  -  前进江汉', '80万', '单价24243元/平米')
('https://image1.ljcdn.com/420100-inspection/974fe433-aff8-43d1-8f39-e8819653a55d.jpg.296x216.jpg', '福星华府西区 近地铁2号线 全明户型大三房 随时看', '福星惠誉福星华府K1  | 3室2厅 | 113.24平米 | 东南 | 毛坯', '低楼层(共31层)板楼  -  长港路', '183万', '单价16161元/平米')
('https://image1.ljcdn.com/420100-inspection/8440fddf-b02e-437e-a0de-4ce5c7d0670c.jpg.296x216.jpg', '汉口秀园+杨汊湖地铁+中间楼层+看房方便', '汉口秀园  | 3室2厅 | 90.4平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  塔子湖', '180万', '单价19912元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload5cd936aa-98aa-4fbc-bf16-9f02e094155b.jpg.296x216.jpg', '迎宾花园 两证五年 电梯 三房 南北通透 中间楼层', '迎宾花园  | 2室1厅 | 122平米 | 南 北 | 其他 | 有电梯', '中楼层(共12层)2004年建板楼  -  常青路', '180万', '单价14755元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload3659fcd2-390e-4ca3-8d86-53d2ddedc522.jpg.296x216.jpg', '顶琇晶城+不临街，精装修+看房方便，拎包入住+老证', '顶琇晶城  | 2室1厅 | 92平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2009年建板楼  -  唐家墩', '220万', '单价23914元/平米')
('https://image1.ljcdn.com/420100-inspection/51aa8f87-bacc-4f18-8461-538b793ecaed.jpg.296x216.jpg', '园丁苑 高架桥旁 中高楼层 六号线杨汊湖站 内设幼儿园', '园丁苑  | 2室1厅 | 67.16平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1998年建板楼  -  杨汊湖', '108万', '单价16082元/平米')
('https://image1.ljcdn.com/420100-inspection/e7520beb-7502-40bf-8440-079fc6d1d251.jpg.296x216.jpg', '三眼桥地铁口西马新村正规两房 老证无抵押 随时可看房', '西马新村  | 2室1厅 | 81.97平米 | 东南 | 其他 | 无电梯', '中楼层(共8层)1995年建塔楼  -  台北香港路', '145万', '单价17690元/平米')
('https://image1.ljcdn.com/420100-inspection/3d2f596e-af76-4e61-a8d2-26d64224a5d2.jpg.296x216.jpg', '青年路二号线嘉鑫大厦老证居家三房两厅朝南带阳台', '嘉鑫大厦  | 3室2厅 | 111平米 | 南 | 其他', '中楼层(共27层)2002年建板楼  -  宝丰崇仁', '220万', '单价19820元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload0ba1f7f6-260d-4f46-9b03-a37340f13093.jpg.296x216.jpg', 'CBD楚世家 小3房 户型好 精装修 视野开阔不临街', 'CBD楚世家  | 3室2厅 | 99.53平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2015年建板塔结合  -  CBD西北湖', '278万', '单价27932元/平米')
('https://image1.ljcdn.com/420100-inspection/d4c994ea-c523-4637-a224-09c91c4677a0.jpg.296x216.jpg', '建设大道西北湖地铁电梯房 交通便利 看房方便 诚心卖', '同成广场  | 2室2厅 | 107.39平米 | 南 | 其他 | 有电梯', '低楼层(共31层)2000年建板楼  -  武广万松园', '210万', '单价19555元/平米')
('https://image1.ljcdn.com/420100-inspection/13d24d3e-0298-4eb7-9938-a684a3bd2a13.jpg.296x216.jpg', '和祥里社区 2室2厅 90万', '和祥里社区  | 2室2厅 | 61.78平米 | 南 北 | 其他', '低楼层(共7层)板楼  -  杨汊湖', '90万', '单价14568元/平米')
('https://image1.ljcdn.com/420100-inspection/1ae1e996-00c9-4c1d-a958-91744694c147.JPG.296x216.jpg', '宝利金国际广场 1室1厅 130万', '宝利金国际广场  | 1室1厅 | 60平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2005年建板楼  -  前进江汉', '130万', '单价21667元/平米')
('https://image1.ljcdn.com/420100-inspection/5f060109-50c3-4368-b189-f05030f76ee1.jpg.296x216.jpg', '文锦苑  电梯大两房 适合居家陪读', '文锦苑  | 2室2厅 | 101.59平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  长港路', '169万', '单价16636元/平米')
('https://image1.ljcdn.com/420100-inspection/test-51210e5d-cf43-4c3a-95b9-c4ba46e46926.png.296x216.jpg', '华立新华时代，清水房两居室，老证不临街。', '华立新华时代  | 2室1厅 | 83.68平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2007年建板楼  -  CBD西北湖', '210万', '单价25096元/平米')
('https://image1.ljcdn.com/420100-inspection/871d30d8-1b6b-4d95-a243-0fe2166d56a0.jpg.296x216.jpg', '鸿泰佳园 3室2厅 288万', '鸿泰佳园  | 3室2厅 | 148.59平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2001年建板楼  -  CBD西北湖', '288万', '单价19383元/平米')
('https://image1.ljcdn.com/420100-inspection/deb870cf-8783-409b-ad63-9f89200bfad8.jpg.296x216.jpg', '崇安鑫城精装朝南两室一厅高楼层南北通透', '崇安鑫城  | 2室1厅 | 78.37平米 | 南 | 精装 | 有电梯', '高楼层(共19层)2006年建板塔结合  -  前进江汉', '230万', '单价29348元/平米')
('https://image1.ljcdn.com/420100-inspection/304387df-2a8d-45ef-ada5-a9b53c9a2138.jpg.296x216.jpg', '万科汉口传奇唐樾 精装三房 看房方便 随时电联', '万科汉口传奇唐樾  | 3室2厅 | 89.97平米 | 东 北 | 其他 | 有电梯', '低楼层(共42层)2017年建板楼  -  杨汊湖', '230万', '单价25565元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload718882eb-80df-4260-8d2e-e79c6201a762.jpg.296x216.jpg', '远洋心汉口 毛坯 高楼层2房 证已办理', '远洋心汉口  | 2室2厅 | 78.11平米 | 南 | 其他 | 有电梯', '中楼层(共41层)2018年建板楼  -  长丰常码头', '160万', '单价20484元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload1c039706-fef7-422f-990e-fded49edca0b.jpg.296x216.jpg', '福星城地铁口 精装修 朝南户型 可做三房 业主诚心卖', '福星城南区  | 2室2厅 | 94.73平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2013年建板楼  -  长港路', '188万', '单价19846元/平米')
('https://image1.ljcdn.com/420100-inspection/9f363fa3-5b4d-456b-a886-d0580e588984.jpg.296x216.jpg', '江汉路俊华大厦经典一居户型方正采光效果好', '俊华大厦  | 1室1厅 | 63.75平米 | 西 | 简装 | 有电梯', '高楼层(共31层)2003年建板楼  -  前进江汉', '150万', '单价23530元/平米')
('https://image1.ljcdn.com/420100-inspection/0c9a18f3-9aa3-4a39-8631-d3c8011a6e37.jpg.296x216.jpg', '品质小区《富康花园》中间楼层，交通方便', '富康花园  | 3室2厅 | 103.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共8层)2000年建板楼  -  杨汊湖', '149万', '单价14341元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload5e847e55-2d1a-49a3-ab19-3160a76e07e4.jpg.296x216.jpg', '杨汊湖成熟商圈 浩海小区 简装大两房 老证 朝南带院子', '浩海小区  | 2室1厅 | 67平米 | 南 | 其他 | 无电梯', '低楼层(共8层)1998年建板楼  -  杨汊湖', '110万', '单价16418元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload8be2676e-d0a5-4450-8c9a-24f1b4db62fa.JPG.296x216.jpg', '万科金色家园一期 精装4房 老证 看房提前预约', '万科金色家园一期  | 4室2厅 | 131.42平米 | 西南 | 其他 | 有电梯', '中楼层(共33层)2010年建板楼  -  武广万松园', '398万', '单价30285元/平米')
('https://image1.ljcdn.com/420100-inspection/d5e85b8a-3e09-4711-b4c9-4ed18cbdff00.jpg.296x216.jpg', '改善大户，置换之选，两证满两年，南北通透。', '东方名都  | 3室2厅 | 144平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2002年建板楼  -  常青路', '220万', '单价15278元/平米')
('https://image1.ljcdn.com/420100-inspection/2766fca6-2f3f-4150-b465-7b2799b70270.jpg.296x216.jpg', '菱角湖地铁口万科翡翠国际精装三房', '万科翡翠国际  | 3室2厅 | 120平米 | 南 北 | 其他', '高楼层(共46层)2017年建板楼  -  台北香港路', '410万', '单价34167元/平米')
('https://image1.ljcdn.com/420100-inspection/test-c8853b2c-b676-4d2d-8f7f-b230a1823ff7.png.296x216.jpg', '一中陪读房 南北通透两居电梯房 满五唯一 带租赁车位', '红旗公寓  | 2室1厅 | 74.55平米 | 南 | 简装 | 有电梯', '中楼层(共11层)2003年建板楼  -  长港路', '136万', '单价18243元/平米')
('https://image1.ljcdn.com/420100-inspection/34a19cd3-6e7a-41ed-8887-66f1c9dc6ed6.jpg.296x216.jpg', '富康花园 全新装修小三房 有钥匙随时看房', '富康花园  | 3室1厅 | 71.45平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  杨汊湖', '126万', '单价17635元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload8ff7f05d-9292-4e04-a73d-a5cfe96ab4de.jpg.296x216.jpg', '三金华都 朝南老证 高楼层 诚售', '三金华都  | 1室1厅 | 57.12平米 | 南 | 其他 | 有电梯', '中楼层(共29层)2012年建板楼  -  新华路万达', '141.8万', '单价24825元/平米')
('https://image1.ljcdn.com/420100-inspection/a96242b8-744f-4fee-9d02-29e108a45a91.jpg.296x216.jpg', '万丰花园 3室2厅 240万', '万丰花园  | 3室2厅 | 142.77平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  杨汊湖', '240万', '单价16811元/平米')
('https://image1.ljcdn.com/420100-inspection/rsp_pic_upload4b3cf5e5-ee5c-4e1a-8464-c23f753873a1.jpg.296x216.jpg', '新华家园 诚心出售 可以上大兴路 优质房源！', '新华家园  | 3室2厅 | 114.07平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2006年建塔楼  -  杨汊湖', '195万', '单价17095元/平米')
('https://image1.ljcdn.com/420100-inspection/82900dd8-2d11-48c8-b0db-20d3e58ccfe2.jpg.296x216.jpg', '美联时光里正地铁口精装修两房业主诚售', '美联时光里  | 2室1厅 | 60.41平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2016年建板塔结合  -  塔子湖', '150万', '单价24831元/平米')
