('https://image1.ljcdn.com/441900-inspection/7d60b0eb-0f9f-438d-8cad-412834eaa9d7.jpg.296x216.jpg', '天虹广场   舒适3房  装修好  保养新  高楼层', '地标广场  | 3室2厅 | 108平米 | 东南 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '300万', '单价27778元/平米')
('https://image1.ljcdn.com/441900-inspection/6b8cd343-d8ff-4598-9e85-fab4a8e17a10.jpg.296x216.jpg', '沿江高速旁 满五唯一两房两卫 精装修业主诚心出售', '富民花园  | 2室2厅 | 88.37平米 | 东南 | 其他', '中楼层(共6层)暂无数据  -  太平广场', '125万', '单价14146元/平米')
('https://image1.ljcdn.com/441900-inspection/7b9aa44b-fdf0-46c5-afe6-ce3d3dc11cad.jpg.296x216.jpg', '大社区  天虹楼上  38平精装修 小单间  家私家电齐全', '地标广场  | 1室0厅 | 38.22平米 | 南 | 其他', '低楼层(共28层)2011年建塔楼  -  地标', '80万', '单价20932元/平米')
('https://image1.ljcdn.com/441900-inspection/e672a288-51f9-4aa3-b032-e561875ab65e.jpg.296x216.jpg', '虎门天虹楼上一期精装居家3房，', '地标广场  | 3室2厅 | 92平米 | 南 | 精装', '高楼层(共33层)2011年建塔楼  -  地标', '230万', '单价25000元/平米')
('https://image1.ljcdn.com/441900-inspection/14480da4-415c-4797-b77f-fc7e69b7dd47.jpg.296x216.jpg', '业主诚心出售，高楼复式，视野好。看房方便。', '城市大厦  | 4室2厅 | 267平米 | 西南 | 其他', '高楼层(共25层)1999年建塔楼  -  黄河中心', '267万', '单价10000元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload815dad9c-b481-46e3-a5be-ab3c3c69871a.jpg.296x216.jpg', '小区环境优美鸟语花香 适合居住 不临街 高楼层 采光好', '万达华府  | 1室1厅 | 57.29平米 | 东南 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '92万', '单价16059元/平米')
('https://image1.ljcdn.com/441900-inspection/e571d63c-8570-44ca-ac97-215069531583.jpg.296x216.jpg', '虎门 黄河市场 广贸大厦 经典三房 有电梯可交易', '广贸大厦  | 3室2厅 | 108.2平米 | 东南 | 其他', '低楼层(共19层)2001年建塔楼  -  黄河中心', '120万', '单价11091元/平米')
('https://image1.ljcdn.com/441900-inspection/de620d4b-eb12-4b29-8def-14309f68ec6e.jpg.296x216.jpg', '万科城边位别墅 送大花园 送车位 小区环境优美', '南部湾万科城   | 联排别墅 | 4室2厅 | 162平米 | 南 | 其他', '3层2014年建暂无数据  -  大宁', '600万', '单价37038元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade221e78c-266a-413b-8d22-ee821c25dce2.jpg.296x216.jpg', '金地琥悦 精装修3房 配套齐全 拎包入住', '金地琥悦  | 3室2厅 | 101平米 | 东南 | 其他', '中楼层(共15层)2014年建塔楼  -  万达', '260万', '单价25743元/平米')
('https://image1.ljcdn.com/441900-inspection/39ba662e-0699-4566-b6c9-e86a81d41b77.jpg.296x216.jpg', '金地琥悦，环境好，绿化面积大，。。。。', '金地琥悦  | 3室2厅 | 100平米 | 南 北 | 其他', '高楼层(共13层)2014年建塔楼  -  万达', '210万', '单价21000元/平米')
('https://image1.ljcdn.com/441900-inspection/369dbfa0-dad0-43b4-ac3b-80c751894174.jpg.296x216.jpg', '虎门南部湾万科城东南向三房  业主诚心出售', '南部湾万科城  | 3室2厅 | 93.79平米 | 东南 | 其他', '高楼层(共29层)2015年建板楼  -  大宁', '230万', '单价24523元/平米')
('https://image1.ljcdn.com/441900-inspection/172d50c4-48dd-41cb-8e9f-856731327cf8.jpg.296x216.jpg', '龙泉豪苑，六房，方正户型出售。', '龙泉豪苑  | 6室2厅 | 568平米 | 南 北 | 其他', '高楼层(共25层)2011年建塔楼  -  地标', '820万', '单价14437元/平米')
('https://image1.ljcdn.com/441900-inspection/cce4cf83-861a-432e-9bc9-aaab6ee1899f.jpg.296x216.jpg', '天虹商圈  中高楼层 业主诚心出售', '地标大厦  | 1室0厅 | 58平米 | 西南 | 其他', '高楼层(共25层)2010年建塔楼  -  地标', '78万', '单价13449元/平米')
('https://image1.ljcdn.com/441900-inspection/d8a939aa-7193-43ca-9a51-27f4d06d8554.jpg.296x216.jpg', '南部湾万科城 中高楼层精装修三房两厅  看房方便', '南部湾万科城  | 3室2厅 | 95平米 | 东南 | 精装', '中楼层(共26层)2015年建塔楼  -  大宁', '236万', '单价24843元/平米')
('https://image1.ljcdn.com/441900-inspection/1fe5c6de-1b50-44d9-a41a-65fc03dbd755.jpg.296x216.jpg', '南北通透，楼层好，视野开阔，诚意出售。', '南部湾万科城  | 4室2厅 | 142平米 | 东南 | 其他', '高楼层(共11层)2015年建塔楼  -  大宁', '390万', '单价27465元/平米')
('https://image1.ljcdn.com/441900-inspection/b9de394f-a51c-4fb3-9178-c82d07a50b4d.jpg.296x216.jpg', '万达华府 1室0厅 53万', '万达华府  | 1室0厅 | 37.36平米 | 东 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '53万', '单价14187元/平米')
('https://image1.ljcdn.com/441900-inspection/d15b62db-6d29-42f8-ba6e-cb8b72e54895.jpg.296x216.jpg', '业主诚心租售黄河商圈高楼层，南北通透', '东方国际星座  | 2室2厅 | 103平米 | 西北 | 其他', '高楼层(共29层)2006年建塔楼  -  黄河中心', '138万', '单价13399元/平米')
('https://image1.ljcdn.com/441900-inspection/52f9a78a-caea-4cde-befb-10601c1dc226.jpg.296x216.jpg', '虎门公园 柏景豪庭  高层2房  采光充足  冬暖夏凉', '柏景豪庭  | 2室2厅 | 116平米 | 西南 | 其他', '高楼层(共28层)2005年建塔楼  -  虎门公园', '186万', '单价16035元/平米')
('https://image1.ljcdn.com/441900-inspection/4b20a83a-e6fe-4cb6-b88e-aa62c1f9f5f7.jpg.296x216.jpg', '丰泰华园山庄 高层方正3房 采光通风效果好 视野广阔', '丰泰华园山庄  | 3室2厅 | 95平米 | 西北 | 其他', '中楼层(共12层)2005年建塔楼  -  新联', '160万', '单价16843元/平米')
('https://image1.ljcdn.com/441900-inspection/97213b82-38f5-4573-8404-334e72f5b19d.jpg.296x216.jpg', '东海城堡 复式3层毛坯房，可以自己选择装修风格。。。', '丰泰东海城堡  | 13室2厅 | 152平米 | 东南 | 其他', '低楼层(共17层)2013年建塔楼  -  新联', '550万', '单价36185元/平米')
('https://image1.ljcdn.com/441900-inspection/f8355ce8-06a2-4ae2-9166-dd7b740b937a.jpg.296x216.jpg', '天虹商圈 精装复式公寓 业主 诚心出售', '地标大厦  | 1室0厅 | 58平米 | 西南 | 其他', '高楼层(共25层)2010年建塔楼  -  地标', '78万', '单价13449元/平米')
('https://image1.ljcdn.com/441900-inspection/1df868ab-c592-408c-8cf3-0656759d99c1.JPG.296x216.jpg', '金湾，长堤一号，业主诚意出售，户型好，楼层高', '金湾花园  | 4室2厅 | 153平米 | 南 | 其他', '中楼层(共33层)2013年建塔楼  -  太平广场', '306万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/60bc1ba4-e434-4b5f-b393-0ef39f4b794f.jpg.296x216.jpg', '交通便利，购物方便，安全性能极高，绿化面积广。', '南部湾万科城  | 3室2厅 | 95平米 | 东南 | 其他', '低楼层(共29层)2015年建塔楼  -  大宁', '240万', '单价25264元/平米')
('https://image1.ljcdn.com/441900-inspection/8af59539-ca85-4ea6-9516-066dd754b360.jpg.296x216.jpg', '一房 温馨舒适，业主诚心出售  看房方便', '万达华府  | 1室0厅 | 33.59平米 | 北 | 其他', '中楼层(共28层)2014年建塔楼  -  万达', '55万', '单价16374元/平米')
('https://image1.ljcdn.com/441900-inspection/1c0adb89-86ea-4c6f-8f3a-5ca9cc2b0de3.jpg.296x216.jpg', '虎门南部湾万科城  精装3房2厅 低楼层 采光好 环境好', '南部湾万科城  | 3室2厅 | 94.5平米 | 南 | 其他', '低楼层(共32层)2015年建塔楼  -  大宁', '215万', '单价22752元/平米')
('https://image1.ljcdn.com/441900-inspection/d3350510-567c-46e7-9f79-55266a62f838.jpg.296x216.jpg', '虎门万达华府 中间楼层 朝向南 采光好 业主诚心出售', '万达华府  | 3室1厅 | 91.86平米 | 东南 | 其他', '中楼层(共30层)2014年建塔楼  -  万达', '230万', '单价25039元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploadc8c9daf7-aee1-4fbe-945e-e4a68f68df26.jpg.296x216.jpg', '怡景山水，精装修 两房户型 中高楼层', '怡景山水名都  | 2室2厅 | 77平米 | 北 | 其他', '中楼层(共19层)2008年建塔楼  -  太平广场', '143万', '单价18572元/平米')
('https://image1.ljcdn.com/441900-inspection/476c4efa-1a3d-47bc-9fea-f491b8de5efe.jpg.296x216.jpg', '南北通户型，位置优越繁华，出入方便', '龙泉豪苑  | 6室2厅 | 568平米 | 东 西 | 其他', '中楼层(共25层)2011年建塔楼  -  地标', '820万', '单价14437元/平米')
('', '金湾花园满五唯一独栋别墅 带装修业主诚心出售', '金湾花园  | 7室2厅 | 415.66平米 | 东南 | 精装', '低楼层(共3层)暂无数据  -  太平广场', '1200万', '单价28870元/平米')
('https://image1.ljcdn.com/441900-inspection/db8cbb46-d3e1-4134-90df-6ded8617bd0c.jpg.296x216.jpg', '虎门国际公馆 精装大两房 自住保养好 业主诚心出售', '虎门国际公馆  | 2室2厅 | 130平米 | 东北 | 其他', '高楼层(共14层)2011年建塔楼  -  新联', '250万', '单价19231元/平米')
('https://image1.ljcdn.com/441900-inspection/adf992cd-1c83-4010-847c-dddd8112a29b.jpg.296x216.jpg', '虎门南部湾万科城   四房两厅  户型方正  采光好', '南部湾万科城  | 4室2厅 | 118平米 | 东南 | 其他', '低楼层(共34层)2015年建塔楼  -  大宁', '315万', '单价26695元/平米')
('https://image1.ljcdn.com/441900-inspection/8caa2d36-fcc6-4cd6-bb1a-fae9f05d32af.jpg.296x216.jpg', '该房满五年但是不唯一，精装修。', '地标大厦  | 2室1厅 | 58平米 | 东南 | 其他', '中楼层(共25层)2010年建塔楼  -  地标', '89万', '单价15345元/平米')
('https://image1.ljcdn.com/441900-inspection/d6f8bce7-0770-42de-aeb3-4aa1a08b42e6.jpg.296x216.jpg', '虎门万达华府 南北通透 高楼层没有遮挡 业主诚心出售', '万达华府  | 3室2厅 | 93平米 | 南 北 | 其他', '高楼层(共15层)2014年建塔楼  -  万达', '225万', '单价24194元/平米')
('https://image1.ljcdn.com/441900-inspection/e555c2c5-ee23-4cda-8580-9b473177e8e8.jpg.296x216.jpg', '虎门万达   朝南户型  楼层高看得远 轻轨口物业', '万达华府  | 3室2厅 | 92.74平米 | 南 | 其他', '低楼层(共30层)2014年建塔楼  -  万达', '225万', '单价24262元/平米')
('https://image1.ljcdn.com/441900-inspection/c04b31d5-eb11-412e-b7d6-f83c56265432.jpg.296x216.jpg', '虎门国际公馆 中高楼层 毛坯房 户型方正 采光好', '虎门国际公馆  | 2室2厅 | 83平米 | 东南 | 其他', '中楼层(共18层)2011年建塔楼  -  新联', '170万', '单价20482元/平米')
('https://image1.ljcdn.com/441900-inspection/688716a2-8933-41a0-b428-e19fcdc53990.jpg.296x216.jpg', '此房满2年 无增值税  高层  采光好  看房方便', '丰泰东海城堡  | 3室2厅 | 90平米 | 东北 | 其他', '高楼层(共18层)2013年建塔楼  -  新联', '180万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/f67771ba-6183-4564-bdd3-0fe97e244c57.jpg.296x216.jpg', '小区配套成熟，中国电子在前面！', '中天悦府  | 2室1厅 | 45.5平米 | 南 | 其他', '低楼层(共14层)2017年建塔楼  -  万达', '108万', '单价23737元/平米')
('https://image1.ljcdn.com/441900-inspection/23de55d0-7fc3-4089-a23a-facb06f10f74.jpg.296x216.jpg', '万科物业 中高楼层四居室 带家私电器出售 产证在手！', '南部湾万科城  | 4室2厅 | 120平米 | 东南 | 其他', '低楼层(共29层)2015年建塔楼  -  大宁', '310万', '单价25834元/平米')
('https://image1.ljcdn.com/441900-inspection/193e3095-14b3-4d92-94ff-1e344198fad1.jpg.296x216.jpg', '采光通风好，满五不唯一，高楼层，直看虎门公园', '中联大厦  | 1室2厅 | 139.98平米 | 东南 | 其他', '中楼层(共28层)2004年建塔楼  -  虎门公园', '238万', '单价17003元/平米')
('https://image1.ljcdn.com/441900-inspection/1be68767-01df-4851-8eeb-0a3328df9091.jpg.296x216.jpg', '全新中惠悦峰 未入住业主诚意出售', '中惠悦峰  | 3室2厅 | 87平米 | 南 | 其他', '高楼层(共18层)2015年建塔楼  -  新联', '174万', '单价20000元/平米')
('https://image1.ljcdn.com/441900-inspection/42287a46-2bf6-4af2-8371-5e237c8cb927.jpg.296x216.jpg', '南部湾2房出售 业主只住过一晚上 全屋定制家私家电', '南部湾万科城  | 2室1厅 | 62.22平米 | 西北 | 其他', '中楼层(共8层)2016年建塔楼  -  大宁', '143万', '单价22983元/平米')
('https://image1.ljcdn.com/441900-inspection/bd5875bd-fc30-43a0-8759-c682b17f1c3a.jpg.296x216.jpg', '业主诚心卖，装修很漂亮，看房有钥匙在店里', '地标广场  | 1室0厅 | 36.7平米 | 西 | 其他', '低楼层(共28层)2011年建塔楼  -  地标', '70万', '单价19074元/平米')
('https://image1.ljcdn.com/441900-inspection/8f110413-b8b5-46a4-8d32-28aaf1736477.jpg.296x216.jpg', '58平精装复试公寓，业主诚心出售', '地标大厦  | 2室1厅 | 58平米 | 东北 | 其他', '低楼层(共25层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/06197c13-1128-4534-9927-b881b7c104d4.jpg.296x216.jpg', '位置安静 看花园3房出售 高楼层采光好 环莞快线出入口', '丰泰东海城堡  | 3室2厅 | 90.5平米 | 西 | 其他', '中楼层(共18层)2013年建塔楼  -  新联', '200万', '单价22100元/平米')
('https://image1.ljcdn.com/441900-inspection/2efd466d-bcde-41ce-84fb-c7f5fab07ec9.jpg.296x216.jpg', '装修保养好，直接拎包入住，价格可以谈。', '丰泰东海城堡  | 3室2厅 | 98平米 | 东北 | 精装', '高楼层(共18层)2013年建塔楼  -  新联', '205万', '单价20919元/平米')
('https://image1.ljcdn.com/441900-inspection/d75d282e-2586-4fca-a576-c6b034fb352b.jpg.296x216.jpg', '万达商圈公寓出售低楼层年轻人好选择', '万达华府  | 1室0厅 | 32.8平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  万达', '46万', '单价14025元/平米')
('https://image1.ljcdn.com/441900-inspection/229b0c16-a15c-4be1-b482-8274db71ae6e.jpg.296x216.jpg', '满五唯一，价格公道，看房方便。', '丰泰华园山庄  | 3室2厅 | 110平米 | 东南 | 其他', '低楼层(共12层)2002年建塔楼  -  新联', '200万', '单价18182元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_uploade23118c0-cd2f-41d7-a500-5265e1ec09bb.jpg.296x216.jpg', '东海城堡带花园的洋房 层高可以装阁楼的 位置安静', '丰泰东海城堡  | 3室2厅 | 95.7平米 | 西南 | 其他', '低楼层(共18层)2013年建塔楼  -  新联', '210万', '单价21944元/平米')
('https://image1.ljcdn.com/441900-inspection/b110fb5f-cd7c-4a23-baa6-a987bfbe4952.jpg.296x216.jpg', '房子位于高层，采光通风良好。房子为万科物业....', '南部湾万科城  | 3室2厅 | 94.97平米 | 东南 | 其他', '高楼层(共26层)2015年建塔楼  -  大宁', '230万', '单价24219元/平米')
('https://image1.ljcdn.com/441900-inspection/00872845-3771-4c00-9fd1-ea5f800f6dfc.jpg.296x216.jpg', '全新装修业主诚心出售，就在中惠悦峰', '中惠悦峰  | 4室2厅 | 103平米 | 南 | 其他', '低楼层(共18层)2015年建塔楼  -  新联', '190万', '单价18447元/平米')
('https://image1.ljcdn.com/441900-inspection/e670d3ab-6c49-4b80-9a3b-3f427f0f1d62.jpg.296x216.jpg', '天虹商圈 精装修  带一阁楼  户型方正 交通 配套完善', '地标大厦  | 1室1厅 | 58平米 | 东北 | 其他', '中楼层(共24层)2010年建塔楼  -  地标', '90万', '单价15518元/平米')
('https://image1.ljcdn.com/441900-inspection/4bb8ba0f-0a55-4419-9713-5bc04f8c4f40.jpg.296x216.jpg', '万科金色里程精装两房出售，，，', '万科金色里程  | 2室2厅 | 70平米 | 北 | 其他', '低楼层(共33层)2015年建塔楼  -  虎门公园', '153万', '单价21858元/平米')
('https://image1.ljcdn.com/441900-inspection/393ffbf7-49d3-47f5-bf56-67997e1e1f40.jpg.296x216.jpg', '大两房精装修 家电家齐全 天虹一路之隔', '地标大厦  | 2室2厅 | 86.75平米 | 南 西南 | 其他', '中楼层(共26层)2010年建塔楼  -  地标', '250万', '单价28819元/平米')
('https://image1.ljcdn.com/441900-inspection/b01dd621-14c0-4923-b34c-8f2eff84e234.jpg.296x216.jpg', '低楼层万达商圈公寓配套成熟毛胚出售', '万达华府  | 1室0厅 | 33.26平米 | 南 | 其他', '低楼层(共28层)2014年建塔楼  -  万达', '47万', '单价14132元/平米')
('https://image1.ljcdn.com/441900-inspection/890a3a9d-ac4f-4053-bba5-6756c96891c8.jpg.296x216.jpg', '万达商圈 万达温馨单身公寓 精装  诚心出售', '万达华府  | 1室0厅 | 33.84平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  万达', '53万', '单价15662元/平米')
('https://image1.ljcdn.com/441900-inspection/25307ca5-0358-452d-8353-b71eddb1b411.jpg.296x216.jpg', '德基广场 高楼层 户型方正  南北对流户型', '德基广场天悦  | 3室2厅 | 128平米 | 南 | 其他', '中楼层(共28层)2014年建塔楼  -  虎门公园', '307万', '单价23985元/平米')
('https://image1.ljcdn.com/441900-inspection/d3e7dd9c-b3d5-42f0-aa2e-fefe6375fc7e.jpg.296x216.jpg', '天虹商场，大润发，太平人民医院，不夜天', '地标大厦  | 1室1厅 | 58平米 | 东南 | 其他', '低楼层(共24层)2010年建塔楼  -  地标', '82万', '单价14138元/平米')
('https://image1.ljcdn.com/441900-inspection/022345c6-568d-477f-b0dc-e43122e70e84.jpg.296x216.jpg', '万达华府，刚需毛坯3房，自己可以选择风格装修。。', '万达华府  | 3室2厅 | 92.74平米 | 南 | 其他', '低楼层(共30层)2014年建塔楼  -  万达', '225万', '单价24262元/平米')
('https://image1.ljcdn.com/441900-inspection/50c621ec-00fd-4089-b37f-a4d67e094b70.jpg.296x216.jpg', '黄河服装城楼上 坐享繁华 配套齐全 有钥匙 随时可看', '东方国际星座  | 2室2厅 | 106平米 | 东北 | 其他', '中楼层(共29层)2006年建塔楼  -  黄河中心', '137.8万', '单价13000元/平米')
('https://image1.ljcdn.com/441900-inspection/01a3a33b-2b88-4e2c-9fff-ea837cd12b6b.jpg.296x216.jpg', '天虹商圈  精装修一房  通风好  户型房子', '地标广场  | 1室1厅 | 36.73平米 | 南 | 其他', '中楼层(共28层)2011年建塔楼  -  地标', '85万', '单价23142元/平米')
