('https://image1.ljcdn.com/510100-inspection/test-9bbd51cb-92b9-402c-8438-0615cb5db19d.png.296x216.jpg', '锦城苑套三 小区环境优美 安静', '锦城苑  | 3室2厅 | 131.58平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  茶店子', '180万', '单价13680元/平米')
('https://image1.ljcdn.com/510100-inspection/test-467c2069-a9b5-4354-8ad2-a5c77e511760.png.296x216.jpg', '两河锦地套二 西南朝向 对中庭 有采光 视野开阔', '两河锦地  | 2室2厅 | 88.87平米 | 西南 | 其他 | 有电梯', '高楼层(共18层)2009年建板楼  -  高家庄', '118万', '单价13278元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1bf88dc6-33a9-431f-9a8b-fc3e6731e844.png.296x216.jpg', '西南交大北门 交大智能六期 小套二', '交大智能六期  | 1室1厅 | 59.43平米 | 东南 | 其他 | 无电梯', '低楼层(共7层)2000年建板楼  -  九里堤', '80万', '单价13462元/平米')
('https://image1.ljcdn.com/510100-inspection/test-06bea1f1-0911-46ec-8517-15f3fb4eeb75.png.296x216.jpg', '二环内蓝光富丽碧蔓汀+套三+朝南', '富丽碧蔓汀  | 3室2厅 | 81平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  金牛万达', '197万', '单价24321元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f3b4e82c-a052-4983-b627-f83f3558b578.png.296x216.jpg', '锦熙玉苑  卧室带飘窗  不临街  采光好', '锦熙玉苑  | 3室2厅 | 105.06平米 | 东北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  茶店子', '185万', '单价17609元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8271007c-5121-493c-8a43-e9e5141d5883.png.296x216.jpg', '金牛区，2.5环，一品天下黄忠四期欣民苑中楼层套三。', '欣民苑  | 3室2厅 | 102.51平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  一品天下', '145万', '单价14145元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c240ed00-148f-4687-838c-5846bff1e590.png.296x216.jpg', '电梯小高层  精装 小户型 看房提前约都可以', '金港空中花园  | 1室0厅 | 48.21平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)2004年建板楼  -  一品天下', '85万', '单价17632元/平米')
('https://image1.ljcdn.com/510100-inspection/80762901-b65f-4f01-9f76-0c0f1b384350.jpg.296x216.jpg', '九里西苑A区 顶楼内跃带130平米的花园 户型方正', '九里西苑  | 4室3厅 | 157.07平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2002年建板楼  -  九里堤', '230万', '单价14644元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0d1752b1-3794-4428-bf4c-9f50c0d6047a.png.296x216.jpg', '西岸观邸 套三双卫 装修保养不错 客厅带阳台', '西岸观邸  | 3室2厅 | 92.83平米 | 东北 | 其他 | 有电梯', '中楼层(共32层)2013年建板塔结合  -  国宾', '190万', '单价20468元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploaded7bdb7f-13ca-47e8-a326-6a3c22d6a654.jpg.296x216.jpg', '龙湖自住装修，带家具家电，保养完好，可直接入住。', '龙湖北城天街一期  | 3室2厅 | 106.23平米 | 北 | 其他 | 有电梯', '低楼层(共23层)2012年建板塔结合  -  五块石', '260万', '单价24476元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ce5136e8-8e03-408b-9a88-542929c23cfa.png.296x216.jpg', '此房户型方正 高楼层带花园，有装修 可拎包入住', '树蓓街42号  | 2室1厅 | 69.14平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  金牛万达', '90万', '单价13018元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload262056f0-dfbc-4576-afd8-af19dcd2ab9f.jpg.296x216.jpg', '绿杨新邨 2室2厅 180万', '绿杨新邨  | 2室2厅 | 95.19平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2002年建板楼  -  蜀汉路', '180万', '单价18910元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a6a7d655-9edb-4ac0-9e98-fccc968a038e.png.296x216.jpg', '沙湾老小区97年单位房，标准套二，中间楼层', '金沙路西巷19号  | 2室1厅 | 65.77平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)暂无数据  -  沙湾', '78万', '单价11860元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload18eadefb-2b3b-4e2f-8a32-7f765a788650.jpg.296x216.jpg', '幸福春天套三有装修，看房提前预约', '幸福春天  | 3室2厅 | 120.8平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2004年建板楼  -  茶店子', '159万', '单价13163元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8da9a681-fbaa-452d-bc79-3bc626eb70b8.png.296x216.jpg', '金牛区李家沱树蓓巷1号 ，套四双卫 中楼层', '树蓓巷1号  | 4室2厅 | 140.67平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  金牛万达', '188万', '单价13365元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a18e40d3-0f99-4763-b8c9-73115c197954.png.296x216.jpg', '中间楼层采光好，视野开阔，08年电梯房', '兴元绿洲一期  | 1室1厅 | 43.28平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2007年建塔楼  -  金府', '63万', '单价14557元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6245feac-1b82-4365-9ddb-b23f6a093fbc.png.296x216.jpg', '抚琴西路250号+套三+有装修', '抚琴西路250号  | 3室2厅 | 72.56平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  石人小区', '98万', '单价13507元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3cc32498-002c-4260-8831-0ca07cc5d29f.png.296x216.jpg', '城市博客阳光里 标准套二  户型方正', '城市博客阳光里  | 2室1厅 | 82.78平米 | 东南 | 其他 | 有电梯', '中楼层(共22层)2009年建塔楼  -  茶店子', '160万', '单价19329元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8a1a5c30-b521-4cd0-b06a-f8fa1b389819.png.296x216.jpg', '兴元绿洲中庭中楼层，前后左右不临街，视野采光好', '兴元绿洲一期  | 2室1厅 | 79.77平米 | 南 | 其他 | 有电梯', '高楼层(共22层)2007年建塔楼  -  金府', '113万', '单价14166元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ea91587d-606d-40b0-80d3-d24616784980.png.296x216.jpg', '西西里一期    户型方正  拎包入住', '西西里一期  | 1室1厅 | 59.17平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2008年建板塔结合  -  茶店子', '105万', '单价17746元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fbc9ddce-5670-4011-8939-5ec7dc17ac3a.png.296x216.jpg', '户型好 精装修 客厅带阳台 朝向好 视野广', '恒大西锦城  | 2室2厅 | 90.14平米 | 西南 | 其他 | 有电梯', '高楼层(共29层)2013年建塔楼  -  国宾', '170万', '单价18860元/平米')
('https://image1.ljcdn.com/510100-inspection/e52a2f1b-7723-488d-b9df-601efc4f5b20.jpg.296x216.jpg', '五楼跃层带花园，有装修户型反正', '锦西花园三期  | 4室2厅 | 188平米 | 东南 | 其他 | 无电梯', '高楼层(共5层)2003年建板楼  -  西南交大', '290万', '单价15426元/平米')
('https://image1.ljcdn.com/510100-inspection/test-82aa96a2-fa09-4e00-b685-0f8e36fd1135.png.296x216.jpg', '双城+有装修套二+户型方正|+采光十足', '双城  | 2室1厅 | 61.46平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2009年建板塔结合  -  花牌坊', '184万', '单价29939元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1a7d4d6b-0dc1-491a-acbf-3c530aa19121.png.296x216.jpg', '育苗路10号套二单卫，有装修，客厅带阳台', '茶店子育苗路10号  | 2室2厅 | 80.95平米 | 西北 | 其他', '中楼层(共6层)2000年建板楼  -  茶店子', '135万', '单价16677元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fb3fc4aa-92c6-40e2-821a-d67c0b585b5d.png.296x216.jpg', '泰基北锦套二带书房出售！！！！', '泰基北锦  | 3室2厅 | 83.54平米 | 东北 | 其他 | 有电梯', '高楼层(共26层)2009年建塔楼  -  金牛万达', '129万', '单价15442元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c23ad596-bdae-4ec7-84e4-2f550897f669.png.296x216.jpg', '怡泽苑+标准套三+明厨明卫+有装修', '怡泽苑  | 3室2厅 | 137.26平米 | 东北 | 其他 | 无电梯', '高楼层(共7层)2003年建板楼  -  花照壁', '192万', '单价13989元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8d3b0472-a047-4818-805a-7b9fa4c4873a.png.296x216.jpg', '西门中环线内侧  2、7号线地铁交汇处   多层3楼大套二', '悦民苑  | 2室1厅 | 93.88平米 | 东 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  一品天下', '125万', '单价13315元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1d5eb734-8078-4354-b9b4-708a302ee901.jpg.296x216.jpg', '交大智能四期  套三出售 精装修  带家具家电', '交大智能四期  | 3室2厅 | 104.89平米 | 东 | 其他 | 无电梯', '中楼层(共7层)2001年建板楼  -  西南交大', '175万', '单价16685元/平米')
('https://image1.ljcdn.com/510100-inspection/e20aa68a-3373-4cc6-8559-8c44c668aea8.jpg.296x216.jpg', '九里教师苑+套二+有装修+带阳台', '九里教师苑  | 2室2厅 | 84.2平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  营门口', '110万', '单价13065元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3da14259-249e-4df2-b1a0-6beb5973187f.png.296x216.jpg', '西西里二期套一出售，客厅带阳台。', '西西里二期  | 1室1厅 | 47.32平米 | 西南 | 其他 | 有电梯', '高楼层(共34层)2009年建板塔结合  -  茶店子', '100万', '单价21133元/平米')
('https://image1.ljcdn.com/510100-inspection/test-95e742c5-1b1b-4872-b1fb-0355deccf1e9.png.296x216.jpg', '金域港湾标准套一有装修，有家具家电', '金域港湾  | 1室1厅 | 49.82平米 | 西南 | 其他 | 有电梯', '中楼层(共11层)2006年建板塔结合  -  茶店子', '95万', '单价19069元/平米')
('https://image1.ljcdn.com/510100-inspection/e575c272-a957-4e3a-a816-3300bee429a0.jpg.296x216.jpg', '润扬金沙30度有装修，客厅带阳台套四出售.', '润扬金沙30度  | 4室2厅 | 130.49平米 | 西 | 其他 | 有电梯', '中楼层(共12层)2013年建板塔结合  -  蜀汉路', '390万', '单价29888元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a311f48f-1e83-44c2-a6d5-60d2973f3dee.png.296x216.jpg', '西线阳光，带车位一起出售，中间楼层安静，户型方正', '西线阳光  | 3室2厅 | 126.04平米 | 西北 | 简装 | 有电梯', '高楼层(共18层)2007年建板楼  -  高家庄', '176万', '单价13964元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f261a107-fdb1-439e-b185-0a3542633371.png.296x216.jpg', '黄忠三期 高楼层 有装修的套二', '悦民苑  | 2室1厅 | 93.09平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  一品天下', '100万', '单价10743元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fae74360-b41d-49e8-9fba-1662346cd161.png.296x216.jpg', '交大南园+不临街+套三+校外人也可以买', '交大南园  | 3室2厅 | 70平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2001年建板楼  -  西南交大', '122万', '单价17429元/平米')
('https://image1.ljcdn.com/510100-inspection/8fe3fd05-3419-4712-8983-f8a01ee6074c.jpg.296x216.jpg', '聚贤半岛跃层套四 有装修 有花园', '聚贤半岛花苑  | 4室3厅 | 216.21平米 | 东南 | 其他 | 无电梯', '低楼层(共6层)2002年建板楼  -  九里堤', '468万', '单价21646元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3bd6080-33dc-4771-bb67-6c122899b0a7.png.296x216.jpg', '瑞安城中汇 精装 标准 套二 户型方正', '瑞安城中汇  | 2室2厅 | 88.8平米 | 西 | 精装 | 有电梯', '中楼层(共39层)2015年建板楼  -  金牛万达', '196万', '单价22073元/平米')
('https://image1.ljcdn.com/510100-inspection/test-dd33c1e7-b638-4257-9e48-5681b7a62a50.png.296x216.jpg', '九里欣居+套三+顶楼带花园...', '九里欣居  | 3室1厅 | 74.6平米 | 南 西南 | 其他', '高楼层(共7层)2003年建板楼  -  九里堤', '126万', '单价16891元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5de2782a-c692-4335-8d25-69385486d27d.png.296x216.jpg', '金沙别致， 套二精装，采光好.......', '金沙别致  | 2室1厅 | 71.17平米 | 西南 | 其他 | 有电梯', '低楼层(共23层)2011年建板楼  -  蜀汉路', '138万', '单价19391元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6271c0cf-c841-465d-ae20-ef92ee9eb12e.png.296x216.jpg', '花牌坊街 家和楼低楼层标准套四', '家和楼  | 4室2厅 | 156.42平米 | 东 西 | 其他', '中楼层(共7层)1995年建板楼  -  花牌坊', '235万', '单价15024元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6f430525-04c1-4845-84b4-ffa31bafb184.png.296x216.jpg', '幸福枫景套三，有装修，主卧带阳台，客厅次卧室带飘窗', '幸福枫景  | 3室2厅 | 152平米 | 西南 | 其他 | 有电梯', '低楼层(共11层)2001年建板塔结合  -  茶店子', '283万', '单价18619元/平米')
('https://image1.ljcdn.com/510100-inspection/de54475d-ce04-4d7d-9ba7-42664d70bde8.jpg.296x216.jpg', '客厅阳台，中间楼层，采光好，视野好', '西线阳光  | 3室2厅 | 99.25平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2007年建板楼  -  高家庄', '155万', '单价15618元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9ee88b65-3ca6-410a-8951-167f6b8ddc31.png.296x216.jpg', '套三双卫，坐北朝南，户型方正。', '金牛万达D组团  | 3室2厅 | 110平米 | 南 | 其他 | 有电梯', '低楼层(共32层)2013年建塔楼  -  金牛万达', '248万', '单价22546元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7fd67ce5-77cb-452d-a205-4038f8645428.png.296x216.jpg', '幸福丽景，临二环高架，户型方正，采光好', '幸福丽景  | 2室1厅 | 85.21平米 | 东南 | 其他 | 无电梯', '高楼层(共5层)2000年建板楼  -  营门口', '81万', '单价9506元/平米')
('https://image1.ljcdn.com/510100-inspection/202d92d1-8f2d-450b-a25c-1bfbdc8bb579.jpg.296x216.jpg', '花园洋房一楼带前后花园带地下室6米挑高，有装修', '华侨城东岸一期  | 3室2厅 | 151.31平米 | 东 | 其他 | 有电梯', '低楼层(共4层)2011年建板塔结合  -  华侨城', '530万', '单价35028元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ebbb8b78-174b-4157-9c61-1e14895c87ce.png.296x216.jpg', '装修套三单卫   通透户型 户型方正', '东原亲亲里  | 3室2厅 | 81.27平米 | 西南 | 其他 | 有电梯', '低楼层(共20层)2015年建塔楼  -  国宾', '150万', '单价18457元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d1b7910d-cb7d-4d7a-b848-ec0b4ca95fad.png.296x216.jpg', '金域港湾 带花园  不临街  卧室带飘窗', '金域港湾  | 3室2厅 | 109.09平米 | 西北 | 其他 | 有电梯', '低楼层(共11层)2006年建板塔结合  -  茶店子', '230万', '单价21084元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3182f4ef-e515-499e-90ea-ec6617aa7df7.png.296x216.jpg', '华宇锦城名都标准套二户型方正明厨明卫', '锦城名都  | 2室2厅 | 74.18平米 | 西南 | 其他 | 有电梯', '低楼层(共33层)2009年建板塔结合  -  营门口', '158.3万', '单价21340元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fed43b77-0fc2-4313-a47e-fd24320466df.png.296x216.jpg', '上品优空间套一，看房预约，有装修', '上品优空间  | 1室1厅 | 44.68平米 | 东南 | 简装 | 有电梯', '中楼层(共11层)2006年建板塔结合  -  蜀汉路', '38万', '单价8505元/平米')
('https://image1.ljcdn.com/510100-inspection/1b9dd069-1dd3-4772-8535-77ec9ad1d06b5.jpg.296x216.jpg', '御都花园别墅 三跃四跃五 带花园 送产权车位 清水别墅', '御都花园别墅  | 5室3厅 | 293.87平米 | 西南 | 其他 | 无电梯', '中楼层(共4层)2004年建板塔结合  -  蜀汉路', '710万', '单价24161元/平米')
('https://image1.ljcdn.com/510100-inspection/test-08394328-2a1e-476e-b66a-ad1eda8a4a49.png.296x216.jpg', '交桂一巷11号套二出售+底楼层+不临街', '交桂一巷11号  | 2室1厅 | 71.11平米 | 西北 北 | 其他 | 无电梯', '低楼层(共7层)1999年建板楼  -  西南交大', '105万', '单价14766元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3fb5374a-26bb-4262-9aa7-ab969d77fde9.png.296x216.jpg', '标准套二 户型方正  采光充足 不临街', '外化成五里墩东街77号  | 2室1厅 | 76.63平米 | 东 | 其他 | 无电梯', '高楼层(共7层)板楼  -  一品天下', '94万', '单价12267元/平米')
('https://image1.ljcdn.com/510100-inspection/75976852-8d6e-493c-89ab-d19cd5b4c7e0.jpg.296x216.jpg', '恒大西锦城 看房提前预约 户型方正 采光通风好。', '恒大西锦城  | 3室2厅 | 124.36平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2012年建塔楼  -  国宾', '238万', '单价19138元/平米')
('https://image1.ljcdn.com/510100-inspection/c2a1f83a-8b62-4065-af25-5d698ddc5a4b.jpg.296x216.jpg', '套三带书房，可改套四，对中庭，安静舒适，可直接入住', '水韵天府  | 3室1厅 | 126.85平米 | 东 | 其他 | 有电梯', '低楼层(共18层)2006年建板楼  -  五块石', '170万', '单价13402元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12c25c03-2c13-46d5-b8ca-dcad5e69df98.png.296x216.jpg', '西二环内 园林式小区电梯房 套三', '欣园  | 3室2厅 | 133.31平米 | 东 | 其他 | 有电梯', '中楼层(共9层)2000年建板楼  -  石人小区', '150万', '单价11252元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload43742a1b-768b-4e09-9c24-190b8180b7eb.jpg.296x216.jpg', '前后不临街，可拎包入住，交通便利楼下公交车', '太阳门  | 2室1厅 | 64.78平米 | 东南 | 其他 | 有电梯', '中楼层(共12层)2005年建板楼  -  九里堤', '76万', '单价11733元/平米')
('https://image1.ljcdn.com/510100-inspection/test-db24ccf2-bf6d-4c6b-8305-853703b56bec.png.296x216.jpg', '富丽碧蔓汀套三，楼层好，采光充足，朝南通风性好，', '富丽碧蔓汀  | 3室2厅 | 80.71平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2009年建板楼  -  金牛万达', '210万', '单价26020元/平米')
