('https://image1.ljcdn.com/370600-inspection/288344a8-efb0-40b8-86ce-0746113bf520.jpg.296x216.jpg', '南北通透，打头房，南厅双南卧，封闭式，带45平花园', '御景观城  | 4室2厅 | 218.91平米 | 南 北 | 毛坯', '低楼层(共22层)2015年建板楼  -  后七夼', '400万', '单价18273元/平米')
('https://image1.ljcdn.com/370600-inspection/b3bdd6e3-1110-46be-a737-e08636683f4f.jpg.296x216.jpg', '沿海小高层  北向客厅 看海看军舰 高楼层采光好', '黄海城市花园  | 3室2厅 | 148.6平米 | 南 北 | 其他', '中楼层(共12层)2003年建板楼  -  黄海', '288万', '单价19381元/平米')
('https://image1.ljcdn.com/370600-inspection/fbb71a65-fd70-45c1-bb29-a37b9fffa7e7.jpg.296x216.jpg', '天籁花园三居室南北通透，采光好', '天籁花园  | 3室2厅 | 141.68平米 | 南 北 | 毛坯', '中楼层(共18层)2008年建板楼  -  山海南路', '186万', '单价13129元/平米')
('https://image1.ljcdn.com/370600-inspection/8ad8f3db-35e0-4378-b3f4-948f7b96102b.jpg.296x216.jpg', '海滨小区中间楼层 双南卧采光好全明方正户型拎包入住', '海滨花园小区梓林街  | 2室1厅 | 60.78平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  后七夼', '120万', '单价19744元/平米')
('https://image1.ljcdn.com/370600-inspection/d6d7e2bf-d22f-4f60-9ab0-5145167573c4.jpg.296x216.jpg', '高楼层   改善大三居南厅双南卧', '保利香榭里公馆  | 3室2厅 | 135.7平米 | 南 北 | 其他', '高楼层(共18层)2013年建板楼  -  山海南路', '195万', '单价14370元/平米')
('https://image1.ljcdn.com/370600-inspection/d38e5a99-067d-4ef1-8190-a6480bf8f14d.jpg.296x216.jpg', '暖山国际 全明 小公摊 毛坯方正小户型 随时看房！', '暖山国际  | 1室1厅 | 52.94平米 | 东 | 其他', '低楼层(共24层)2016年建板塔结合  -  南塂', '35万', '单价6612元/平米')
('https://image1.ljcdn.com/370600-inspection/e713848c-177f-4747-866f-e832ad970cec.jpg.296x216.jpg', '满五唯一南北通透的三居室，户型方正，带两个卫生间', '四季花城  | 3室2厅 | 128平米 | 南 北 | 其他', '中楼层(共11层)2009年建板塔结合  -  迎春大街', '230万', '单价17969元/平米')
('https://image1.ljcdn.com/370600-inspection/d4d89167-6615-4d59-af1d-ba36c010659a.jpg.296x216.jpg', '南北通透户型，南厅南卧 全明户型 打头房 配套完善', '益丰小区  | 3室2厅 | 131.42平米 | 南 北 | 其他', '低楼层(共5层)2001年建板楼  -  迎春大街', '185万', '单价14078元/平米')
('https://image1.ljcdn.com/370600-inspection/27e8f38b-40c0-4da6-b8cd-d9fa47166194.jpg.296x216.jpg', '采光好 视野开阔 南北可看海 三室两厅两卫 耳朵户型', '黄海明珠山庄  | 3室2厅 | 150平米 | 南 北 | 其他', '中楼层(共28层)2014年建板楼  -  迟家', '550万', '单价36667元/平米')
('https://image1.ljcdn.com/370600-inspection/35500014-1a28-4433-b9a5-1ed50e7c6b4b.jpg.296x216.jpg', '清泉文苑 精装修 拎包入住 电梯小高层', '清泉文苑  | 2室1厅 | 86.79平米 | 南 | 其他', '低楼层(共11层)2009年建板楼  -  大学城', '148万', '单价17053元/平米')
('https://image1.ljcdn.com/370600-inspection/bf87b46c-abaf-4a0f-945f-0ce40b4ba07b.jpg.296x216.jpg', '大学城独立一居 可看海 亦可看山 全明户型', '南山世纪华府  | 1室1厅 | 53.6平米 | 西北 | 其他', '中楼层(共33层)2007年建塔楼  -  大学城', '88万', '单价16418元/平米')
('https://image1.ljcdn.com/370600-inspection/3737e579-b448-4d1e-870b-8008fdb1e691.jpg.296x216.jpg', '装修60万   自住保持的很好 经典小三居户型', '四季花城  | 3室2厅 | 115.28平米 | 南 | 精装', '中楼层(共16层)2010年建板塔结合  -  迎春大街', '220万', '单价19084元/平米')
('https://image1.ljcdn.com/370600-inspection/716a9883-5916-4708-99ac-84c56aea3179.jpg.296x216.jpg', '明珠花园别墅带花园6室2厅产证201实际近400闹中取静', '明珠花园   | 联排别墅 | 6室2厅 | 201平米 | 南 北 | 其他', '1层2000年建暂无数据  -  大学城', '680万', '单价33831元/平米')
('', '万象城方正一居室，证件齐全，配套齐全', '万象城  | 1室1厅 | 45平米 | 南 | 其他', '低楼层(共30层)2010年建塔楼  -  大学城', '90万', '单价20000元/平米')
('https://image1.ljcdn.com/370600-inspection/bbb4f12d-8afb-4e8a-b7d2-df91d45aac96.jpg.296x216.jpg', '南北通透  装修干净   可拎包入住', '益丰御祥大厦  | 2室2厅 | 76平米 | 南 北 | 精装', '中楼层(共12层)2015年建板塔结合  -  迎春大街', '123万', '单价16185元/平米')
('https://image1.ljcdn.com/370600-inspection/54e55868-3917-4a1a-ba2e-618aac3f78e4.jpg.296x216.jpg', '天籁花园南向采光好两居室 带50平院子', '天籁花园  | 2室1厅 | 82.13平米 | 南 | 简装', '低楼层(共18层)2008年建板楼  -  山海南路', '132万', '单价16073元/平米')
('https://image1.ljcdn.com/370600-inspection/845b8e6a-ee9b-436d-8d07-446abe6d96f2.jpg.296x216.jpg', '南向 格局方正 中间楼层 生活方便', '绿色家园  | 1室1厅 | 34.63平米 | 南 | 精装', '中楼层(共16层)2006年建板楼  -  迎春大街', '50万', '单价14439元/平米')
('https://image1.ljcdn.com/370600-inspection/648320f7-96fa-4471-abe9-8439835c8afe.jpg.296x216.jpg', '半封闭小区，南北卧，带车位，带小棚，价格可谈，中装', '国防科工委家属楼  | 2室1厅 | 75.2平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  前七夼', '138万', '单价18352元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload371c428e-b2f8-4787-b5b6-07892c2b5ff4.jpg.296x216.jpg', '四季花城 南北通透 三居 精装房', '四季花城  | 3室2厅 | 111.44平米 | 南 北 | 精装', '中楼层(共5层)2011年建板楼  -  迎春大街', '220万', '单价19742元/平米')
('https://image1.ljcdn.com/370600-inspection/933ec5db-ae63-43a3-bdd6-0a5f6c65442c.jpg.296x216.jpg', '绿色家园 精装修两居室 可贷款 送家具家电 生活便利', '绿色家园  | 2室1厅 | 85.64平米 | 西南 | 其他', '中楼层(共16层)2006年建板楼  -  迎春大街', '120万', '单价14013元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload2938d931-1302-447a-add0-b9373dc8ace1.jpg.296x216.jpg', '石沟屯多层二楼东户，公摊小，海景房', '新城北街  | 4室2厅 | 164.69平米 | 南 北 | 其他', '低楼层(共6层)1999年建板楼  -  石沟屯', '245万', '单价14877元/平米')
('https://image1.ljcdn.com/370600-inspection/17a62f5c-780a-4310-8f62-a1f71f9ca04a.jpg.296x216.jpg', '黄海东看海南看山客厅五米挑高顶加阁南厅双南卧', '黄海城市花园  | 3室2厅 | 191.02平米 | 南 北 | 其他', '高楼层(共10层)2003年建板楼  -  黄海', '320万', '单价16753元/平米')
('https://image1.ljcdn.com/370600-inspection/f1160681-cd59-49b7-995d-8c40fdc76dc4.jpg.296x216.jpg', '户型方正的一居室，楼层高，采光好，卧室客厅都朝阳', '南山世纪华庭  | 1室1厅 | 83.76平米 | 西南 | 其他', '中楼层(共39层)2009年建塔楼  -  大学城', '100万', '单价11939元/平米')
('https://image1.ljcdn.com/370600-inspection/4e1830e3-58ec-49bd-9ebe-9072eb0f776b.jpg.296x216.jpg', '局方正一居室 西向 采光好 可出租可自住', '绿色家园  | 1室1厅 | 38.77平米 | 西 | 精装', '高楼层(共27层)2006年建塔楼  -  迎春大街', '54万', '单价13929元/平米')
('https://image1.ljcdn.com/370600-inspection/05706482-e0f1-4b77-bcfe-4271f1c8fa0f.jpg.296x216.jpg', '婚房三居，精装修拎包入住，看房方便', '绿色家园  | 3室2厅 | 93.8平米 | 南 | 其他', '高楼层(共14层)2005年建塔楼  -  迎春大街', '123万', '单价13114元/平米')
('https://image1.ljcdn.com/370600-inspection/217fd6e1-76bd-4dc9-9e14-e72c873c8e64.jpg.296x216.jpg', '封闭小区 海景联排别墅 毛坯房 可随意设计装修', '海昌渔人码头  | 6室4厅 | 447.16平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  前七夼', '1100万', '单价24600元/平米')
('', '揽胜公馆 2室1厅 58万', '揽胜公馆  | 2室1厅 | 79.05平米 | 西北 | 其他', '低楼层(共26层)2016年建塔楼  -  三滩社区', '58万', '单价7338元/平米')
('https://image1.ljcdn.com/370600-inspection/686b4ae0-26d9-43f5-8b7d-12e5206289ce.jpg.296x216.jpg', '一楼带院，精装修，格局房主设计的很好。', '大华上海滩花园  | 2室1厅 | 69平米 | 南 | 其他', '低楼层(共18层)2012年建板楼  -  三滩社区', '106万', '单价15363元/平米')
('https://image1.ljcdn.com/370600-inspection/f430b8a0-193b-4203-babe-0420f6d856d3.jpg.296x216.jpg', '6区南向 精装2居 房主诚意出售', '万象城  | 2室2厅 | 88平米 | 西南 | 其他', '低楼层(共18层)2012年建塔楼  -  大学城', '152万', '单价17273元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload217b8ef0-b208-4b31-b11f-0b9eaa2e5862.jpg.296x216.jpg', '揽胜公馆+精装三居室+纯南向户型+采光充足+交通便利', '揽胜公馆  | 3室2厅 | 106平米 | 南 | 其他', '低楼层(共26层)2016年建塔楼  -  三滩社区', '90万', '单价8491元/平米')
('https://image1.ljcdn.com/370600-inspection/8da89cd8-71b5-4f2b-96f3-0c15d62f900a.JPG.296x216.jpg', '南北通透 双南卧一北卧 半封闭式小区', '安居花园  | 1室1厅 | 95.6平米 | 南 北 | 其他', '高楼层(共4层)2002年建板楼  -  前七夼', '172万', '单价17992元/平米')
('', '天合城  三居室 南北通透 采光充足根据自己风格装修', '祥隆天合城  | 3室2厅 | 122.36平米 | 南 北 | 其他', '中楼层(共11层)2008年建塔楼  -  迎春大街', '180万', '单价14711元/平米')
('https://image1.ljcdn.com/370600-inspection/2496440f-1671-4f20-af18-417e357b8fb7.jpg.296x216.jpg', '四季花城三期电梯洋房，精装，全明户型，采光不错', '四季花城  | 2室2厅 | 89.38平米 | 南 北 | 精装', '中楼层(共5层)2011年建板楼  -  迎春大街', '160万', '单价17902元/平米')
('https://image1.ljcdn.com/370600-inspection/beecf6dd-0356-4777-9ea2-9bdd679d67e9.JPG.296x216.jpg', '南北通透的三居室 使用面积很大', '清泉寨城中区  | 3室2厅 | 128.03平米 | 南 北 | 其他', '中楼层(共7层)2002年建板楼  -  大学城', '196万', '单价15309元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_uploadafb4aff2-bdf2-4fe1-9ffa-b02ec412dfad.jpg.296x216.jpg', '鑫都海景花园沿海封闭小区，多层洋房环境好，交通便利', '鑫都海景花园  | 4室2厅 | 143平米 | 南 北 | 其他', '高楼层(共4层)2002年建板楼  -  前七夼', '360万', '单价25175元/平米')
('https://image1.ljcdn.com/370600-inspection/d134fdb8-8984-463e-9c5c-f492794f3357.jpg.296x216.jpg', '万光小区阁楼证精装修双南卧带家具家电', '万光小区  | 2室2厅 | 43.75平米 | 南 北 | 其他', '高楼层(共8层)1995年建板楼  -  大学城', '62万', '单价14172元/平米')
('https://image1.ljcdn.com/370600-inspection/b99e8ca2-7146-403d-a538-954412e367a6.jpg.296x216.jpg', '上下2层 精装修 拎包入住 楼层高 视野开阔', '绿色家园  | 4室2厅 | 203.28平米 | 南 西 北 | 精装', '高楼层(共22层)2006年建塔楼  -  迎春大街', '238万', '单价11708元/平米')
('https://image1.ljcdn.com/370600-inspection/ab543a37-defd-4a5d-95f4-56d96dc9c6af.jpg.296x216.jpg', '揽胜公馆 1室1厅 46万', '揽胜公馆  | 1室1厅 | 61.72平米 | 西北 | 其他', '低楼层(共26层)2016年建塔楼  -  三滩社区', '46万', '单价7454元/平米')
('', '山之韵 3室2厅 208.5万', '山之韵  | 3室2厅 | 137平米 | 南 北 | 其他', '高楼层(共18层)暂无数据  -  山海南路', '208.5万', '单价15219元/平米')
('https://image1.ljcdn.com/370600-inspection/e26305cf-9692-495f-8ea4-c91c4cecbfee.jpg.296x216.jpg', '南北通透   双南卧   二楼  户型方正', '益丰小区  | 3室2厅 | 84平米 | 南 北 | 其他', '低楼层(共7层)2001年建板楼  -  迎春大街', '126万', '单价15000元/平米')
('https://image1.ljcdn.com/370600-inspection/d6b62e47-ce69-4bd8-b688-8a09577314e2.jpg.296x216.jpg', '上下三层复式顶加阁，精装修，带中央空调，海景房', '清泉康乐宫  | 4室2厅 | 197.5平米 | 南 北 | 其他', '高楼层(共6层)2001年建板楼  -  大学城', '280万', '单价14178元/平米')
('', '精装婚房赠送60多平的小院，采光充足，前面无遮挡', '大华上海滩花园  | 2室2厅 | 102平米 | 南 北 | 其他', '低楼层(共18层)2016年建板楼  -  三滩社区', '168万', '单价16471元/平米')
('https://image1.ljcdn.com/370600-inspection/9224d57f-a0e3-457e-95e4-c0f7829a5e94.jpg.296x216.jpg', '华庭新出130平米、东打头、精装送车位储藏室', '南山世纪华庭  | 3室1厅 | 130.03平米 | 南 北 | 精装', '低楼层(共28层)2009年建板塔结合  -  大学城', '186万', '单价14305元/平米')
('https://image1.ljcdn.com/370600-inspection/079005a0-df39-44ac-bd58-a04980842b17.jpg.296x216.jpg', '精装修，南向户型，全明户型，南厅南卧', '保利香榭里公馆  | 1室1厅 | 75.46平米 | 南 | 其他', '低楼层(共30层)2014年建板楼  -  山海南路', '105万', '单价13915元/平米')
('https://image1.ljcdn.com/370600-inspection/385c7158-311b-4d5f-babe-1b2554b198e3.jpg.296x216.jpg', '海滨花园小区小蓝楼03年框架总价低', '海滨花园小区柳林路  | 2室1厅 | 103平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  后七夼', '110万', '单价10680元/平米')
('https://image1.ljcdn.com/370600-inspection/56785db5-626a-4f4c-b426-3d39624c4dd4.jpg.296x216.jpg', '海滨花园小区小两居南北通透中间楼层', '海滨花园小区彩辉街  | 2室2厅 | 60平米 | 南 西北 | 其他', '中楼层(共6层)1998年建板楼  -  后七夼', '120万', '单价20000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/ee028b4f-b33e-4eff-828c-78eadefc6bb9.png.280x210.jpg', '小为数不多的东南向，南厅南卧，可以看到海景', '南山世纪华府  | 2室2厅 | 110.03平米 | 东南 | 精装', '中楼层(共29层)2007年建塔楼  -  大学城', '185万', '单价16814元/平米')
('https://image1.ljcdn.com/370600-inspection/192fa3d0-56b1-4684-804f-73db037cf2fb.jpg.296x216.jpg', '四季花城三期精装三层复试，叠拼别墅上叠，欢迎品鉴', '四季花城   | 叠拼别墅 | 6室3厅 | 230平米 | 南 | 精装', '上叠(共4层)2013年建暂无数据  -  迎春大街', '770万', '单价33479元/平米')
('https://image1.ljcdn.com/370600-inspection/f5c4a711-4439-4551-b65e-e1c87d9e6a83.jpg.296x216.jpg', '带20平露台南北通透，两梯三户！精装修大两居可改三居', '万光府前花园  | 2室2厅 | 105.54平米 | 南 北 | 其他', '低楼层(共16层)2008年建板楼  -  迎春大街', '150万', '单价14213元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload1c913360-2283-4e88-97a8-d6fbc13d09f7.jpg.296x216.jpg', '高档小区，精装修，带一个地下车位', '桃源一品  | 5室2厅 | 283.62平米 | 东 南 西 北 | 其他', '低楼层(共11层)2010年建板塔结合  -  后七夼', '800万', '单价28207元/平米')
('https://image1.ljcdn.com/370600-inspection/5f3cd4a6-0ead-4f00-95b0-979d137e4546.JPG.296x216.jpg', '桃源一品 封闭好品质社区 一线山景 精装修可直接入住', '桃源一品  | 4室2厅 | 185平米 | 南 北 | 其他', '低楼层(共11层)2010年建板楼  -  后七夼', '468万', '单价25298元/平米')
('https://image1.ljcdn.com/370600-inspection/1b9ef2c5-c301-48d7-b00d-f720c15835e8.jpg.296x216.jpg', '此房楼层好，采光充足，小三居户型看房方便', '万光府前花园  | 3室2厅 | 100.1平米 | 南 | 其他', '低楼层(共21层)2010年建塔楼  -  迎春大街', '138万', '单价13787元/平米')
('https://image1.ljcdn.com/370600-inspection/f4065562-d62c-40aa-9c39-78f5dc12f93b.jpg.296x216.jpg', '绿色家园西向小房，户型方正，拎包入住', '绿色家园  | 1室1厅 | 38.74平米 | 西 | 其他', '高楼层(共27层)2010年建塔楼  -  迎春大街', '50万', '单价12907元/平米')
('', '中盛国际 1室1厅 50万', '中盛国际  | 1室1厅 | 57.82平米 | 南 | 其他', '中楼层(共31层)2017年建塔楼  -  科技大道', '50万', '单价8648元/平米')
('https://image1.ljcdn.com/370600-inspection/6429c5f7-f660-4255-8967-6cee1a59b27a.jpg.296x216.jpg', '上海滩花园 精装小户型 大产权 有证', '大华上海滩花园  | 1室1厅 | 42平米 | 西 | 精装', '中楼层(共30层)2016年建塔楼  -  三滩社区', '59.9万', '单价14262元/平米')
('https://image1.ljcdn.com/370600-inspection/3ced5b13-efc5-48e2-bd16-287c4f410f04.jpg.296x216.jpg', '万光府前花园 送南向花园精装修!种菜！养花！养宠物！', '万光府前花园  | 2室2厅 | 100平米 | 南 | 精装', '低楼层(共27层)2010年建板楼  -  迎春大街', '170万', '单价17000元/平米')
('https://image1.ljcdn.com/370600-inspection/3d451997-7405-46ef-9f31-704885602c8d.jpg.296x216.jpg', '澳柯玛小区，顶层复式，精装修，赠送多', '澳柯玛小区  | 4室2厅 | 151.95平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  南塂', '185万', '单价12176元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/887ca864-0fb6-4af3-a45f-8480a4ebff9c.png.280x210.jpg', '万象城 4室2厅 369万', '万象城  | 4室2厅 | 170.42平米 | 南 北 | 其他', '低楼层(共27层)2012年建塔楼  -  大学城', '369万', '单价21653元/平米')
('https://image1.ljcdn.com/370600-inspection/0925c30c-6de7-45e6-a9e9-437be69ee6fb.JPG.296x216.jpg', '闻涛山庄，框架房，5楼非顶楼，公摊小', '闻涛山庄  | 2室2厅 | 124平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  前七夼', '186万', '单价15000元/平米')
('https://image1.ljcdn.com/370600-inspection/e6ce39ae-0221-435d-a85d-8d834c15deea.jpg.296x216.jpg', '楼层合适的方正南向一居室，公摊低', '清泉寨城北区  | 1室1厅 | 47.9平米 | 南 | 其他', '中楼层(共6层)2002年建板楼  -  大学城', '72万', '单价15032元/平米')
