('https://image1.ljcdn.com/440300-inspection/f5fb9520-a010-4641-819b-0b9bafb940ed.jpg.296x216.jpg', '桃源居三区一栋电梯小户型低总价一房一厅', '桃源居三区  | 1室1厅 | 57.13平米 | 西南 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '248万', '单价43410元/平米')
('https://image1.ljcdn.com/440300-inspection/test-7eb9c4fc-fdef-4859-8d43-7d9a84a0cba4.png.296x216.jpg', '此房满五年唯一住宅红本在手，适合居家入户有大花园', '新安湖花园  | 3室2厅 | 75.91平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)1999年建板塔结合  -  新安', '520万', '单价68503元/平米')
('https://image1.ljcdn.com/440300-inspection/test-16de3dfb-a511-4045-bbd1-f7e8872cafa5.png.296x216.jpg', '西城雅筑 1室1厅 340万', '西城雅筑  | 1室1厅 | 44.33平米 | 东 东南 | 其他 | 有电梯', '低楼层(共31层)2013年建板塔结合  -  宝安中心', '340万', '单价76698元/平米')
('https://image1.ljcdn.com/440300-inspection/test-dd0bb550-6ed4-47d6-a089-23a444765f88.png.296x216.jpg', '西城丰和  高品质小区  精致三房 朝花园 一手业主', '西城丰和  | 3室2厅 | 80.45平米 | 东北 | 精装 | 有电梯', '低楼层(共33层)2007年建板塔结合  -  西乡', '450万', '单价55936元/平米')
('https://image1.ljcdn.com/440300-inspection/a957fa24-e46d-47f0-93c8-058aa5566be8.jpg.296x216.jpg', '领翔华府 2室1厅 465万', '领翔华府  | 2室1厅 | 75.11平米 | 东南 | 其他 | 有电梯', '中楼层(共30层)2015年建板塔结合  -  西乡', '465万', '单价61910元/平米')
('https://image1.ljcdn.com/440300-inspection/30e058b7-5182-430d-987e-2a933154dd9f.jpg.296x216.jpg', '东南向、高楼层是3+1房 满五唯一、户型方正、大阳台', '桃源居十一区  | 3室1厅 | 111.48平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2008年建塔楼  -  桃源居', '620万', '单价55616元/平米')
('https://image1.ljcdn.com/440300-inspection/8968ef1d-fb35-4007-ae2d-91ef2593bb71.jpg.296x216.jpg', '新城花园 3室2厅 430万', '新城花园  | 3室2厅 | 86平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1996年建板塔结合  -  翻身', '430万', '单价50000元/平米')
('https://image1.ljcdn.com/440300-inspection/test-eb801525-5de6-4df0-8f11-92a47b9c3e84.png.296x216.jpg', '满五唯一红本在手！！看房很方便，三面采光', '凤凰雅居  | 3室1厅 | 71.88平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2009年建板塔结合  -  桃源居', '420万', '单价58431元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e435d49d-b220-4d48-a5de-fdee8f4e7c77.png.296x216.jpg', '菁英趣庭 2室1厅 530万', '菁英趣庭  | 2室1厅 | 74.13平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2007年建板塔结合  -  宝安中心', '530万', '单价71497元/平米')
('https://image1.ljcdn.com/440300-inspection/9777daaa-f289-4aac-a806-497b24bbf9de.jpg.296x216.jpg', '满二年 装修好 业主自住 朝南看花园 换房诚心出售', '富瑰园  | 3室2厅 | 102.22平米 | 南 北 | 精装 | 有电梯', '高楼层(共15层)2000年建塔楼  -  西乡', '518万', '单价50676元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload844ce02e-da8c-4bef-95ce-5de56ce32a4f.jpg.296x216.jpg', '财富港大厦 2室2厅 330万', '财富港大厦  | 2室2厅 | 62.43平米 | 东南 | 其他 | 有电梯', '低楼层(共34层)2010年建板楼  -  西乡', '330万', '单价52860元/平米')
('https://image1.ljcdn.com/440300-inspection/2b17207c-f20f-4c9f-b6aa-972b9f90a3aa.jpg.296x216.jpg', '宏发前城 3室2厅 650万', '宏发前城  | 3室2厅 | 88.79平米 | 东南 | 其他', '中楼层(共40层)2017年建板塔结合  -  西乡', '650万', '单价73207元/平米')
('https://image1.ljcdn.com/440300-inspection/test-26dbcc50-c4b8-437d-b652-dc0ae2e61eb4.png.296x216.jpg', '客厅送大阳台！主卧也送阳台！朝正南看花园！', '泰华阳光海小区  | 4室2厅 | 143.45平米 | 南 | 简装 | 有电梯', '低楼层(共25层)2008年建板塔结合  -  碧海', '980万', '单价68317元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0948db77-8c83-4063-8043-799220e7b585.png.296x216.jpg', '新锦安雅园刚需三房 安静看花园 使用面积大 社区好', '新锦安雅园三期  | 3室2厅 | 95.63平米 | 东北 | 其他 | 有电梯', '中楼层(共16层)2005年建板塔结合  -  翻身', '605万', '单价63265元/平米')
('https://image1.ljcdn.com/440300-inspection/738ec885-753e-4658-8af7-88f17055992a.jpg.296x216.jpg', '桃源居六区 4室2厅 730万', '桃源居六区  | 4室2厅 | 143.82平米 | 南 | 其他 | 有电梯', '高楼层(共17层)2012年建板塔结合  -  桃源居', '730万', '单价50758元/平米')
('https://image1.ljcdn.com/440300-inspection/test-761a5565-f342-4b83-94e3-988814ffae07.png.296x216.jpg', '450万、宝安 实验三房、地铁口物业、赠送12 平  露台', '泰华苑  | 3室2厅 | 76.47平米 | 东南 | 其他 | 无电梯', '低楼层(共8层)2000年建板塔结合  -  翻身', '450万', '单价58847元/平米')
('https://image1.ljcdn.com/440300-inspection/test-42e0abee-58e4-4019-bb96-c5fad68b603c.png.296x216.jpg', '2梯5户居住舒适     高楼层朝南    全视野海景', '碧海富通城四期  | 1室1厅 | 35.82平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2009年建板楼  -  碧海', '210万', '单价58627元/平米')
('https://image1.ljcdn.com/440300-inspection/test-38b461cc-e5d6-4247-9daf-fb7df4036112.png.296x216.jpg', '✔高层✔看公园✔看海✔满五年✔红本', '招商果岭花园  | 3室1厅 | 85.63平米 | 西南 | 精装 | 有电梯', '高楼层(共34层)2012年建板塔结合  -  西乡', '525万', '单价61311元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadf4a693dc-083e-4299-aeba-32abb60329c0.jpg.296x216.jpg', '双龙花园精装修大3房2厅 刚需居家它都行', '双龙花园  | 3室2厅 | 100.5平米 | 西北 | 精装', '中楼层(共7层)1993年建板塔结合  -  西乡', '420万', '单价41792元/平米')
('https://image1.ljcdn.com/440300-inspection/test-66453586-9833-4b0d-8d6f-7ad803500809.png.296x216.jpg', '润恒尚园 3室1厅 760万', '润恒尚园  | 3室1厅 | 121.61平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2015年建板塔结合  -  西乡', '760万', '单价62495元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload4134b761-785e-41a0-a2c9-9608fa64b6e0.JPG.296x216.jpg', '桃源居四区 2室2厅 400万', '桃源居四区  | 2室2厅 | 81.68平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2002年建板楼  -  桃源居', '400万', '单价48972元/平米')
('https://image1.ljcdn.com/440300-inspection/test-c9d4006d-069d-42d1-8121-c437d2f90245.png.296x216.jpg', '西城上筑花园 3室2厅 800万', '西城上筑花园  | 3室2厅 | 105.24平米 | 东北 | 其他 | 有电梯', '低楼层(共33层)2005年建塔楼  -  宝安中心', '800万', '单价76017元/平米')
('https://image1.ljcdn.com/440300-inspection/fd797c09-7c0b-45d3-9741-03bfebc68aa6.jpg.296x216.jpg', '满5年 红本 看海景 邻欢乐海岸 正东南向 精装修', '华侨城华寓  | 2室2厅 | 97.98平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  宝安中心', '950万', '单价96959元/平米')
('https://image1.ljcdn.com/440300-inspection/c988e3af-7734-4ee8-9608-df062f4a424a.jpg.296x216.jpg', '桃源居十二区 3室2厅 380万', '桃源居十二区  | 3室2厅 | 86平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)1996年建塔楼  -  桃源居', '380万', '单价44187元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload926e1ba5-9b2e-4dee-832f-ca11a38e325b.jpg.296x216.jpg', '财富港大厦 2室2厅 320万', '财富港大厦  | 2室2厅 | 59.26平米 | 西北 | 其他 | 有电梯', '高楼层(共34层)2010年建板楼  -  西乡', '320万', '单价54000元/平米')
('https://image1.ljcdn.com/440300-inspection/test-42fc5d2c-02c2-4764-be5a-80fddb543976.png.296x216.jpg', '中海九号公馆二期 5室2厅 1650万', '中海九号公馆二期  | 5室2厅 | 184.14平米 | 东南 | 其他 | 有电梯', '高楼层(共31层)2015年建板塔结合  -  曦城', '1650万', '单价89606元/平米')
('https://image1.ljcdn.com/440300-inspection/test-51fc1651-e43b-4d1f-a78f-301110ea07c0.png.296x216.jpg', '送超大入户 超大阳台 精装修三房 正南朝向 满五唯一', '泰华阳光海小区  | 3室2厅 | 80.23平米 | 南 | 精装 | 有电梯', '低楼层(共25层)2009年建板塔结合  -  碧海', '570万', '单价71046元/平米')
('https://image1.ljcdn.com/440300-inspection/test-8db56ede-d025-406d-a9a1-75d6db6a4f32.png.296x216.jpg', '朝南刚需两房，两沃尔玛一天虹 配套完善 大花园小区', '富通蟠龙居  | 2室2厅 | 67.39平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)2002年建塔楼  -  西乡', '360万', '单价53421元/平米')
('https://image1.ljcdn.com/440300-inspection/18674993-0c09-4b2f-b20f-9be9eba0debd.jpg.296x216.jpg', '中商花园 4室2厅 590万', '中商花园  | 4室2厅 | 113.63平米 | 东北 | 其他 | 有电梯', '中楼层(共9层)1998年建板塔结合  -  翻身', '590万', '单价51923元/平米')
('https://image1.ljcdn.com/440300-inspection/test-e7ff0dbb-507a-4395-871f-f03b0e1a0c13.png.296x216.jpg', '满五唯一 红本在手 端头位两房 安静不吵 换房 可小刀', '凤凰雅居  | 2室1厅 | 50.33平米 | 东 西北 | 其他 | 有电梯', '低楼层(共30层)2009年建板塔结合  -  桃源居', '310万', '单价61594元/平米')
('https://image1.ljcdn.com/440300-inspection/test-104cd319-9a25-4131-a85a-1fce2eb3ae24.png.296x216.jpg', '全明格局正规高楼层三房，东南向客厅出大飘窗。', '品尚居  | 3室2厅 | 74.35平米 | 东南 | 其他 | 有电梯', '高楼层(共22层)2011年建塔楼  -  新安', '450万', '单价60525元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3ac0f5b9-0bb8-4338-a999-03c799389371.png.296x216.jpg', '桃源居三区 3室2厅 530万', '桃源居三区  | 3室2厅 | 106.33平米 | 北 | 其他 | 有电梯', '中楼层(共9层)2003年建塔楼  -  桃源居', '530万', '单价49845元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3f734085-bc7b-4cd6-9bb3-0edf61d3ef70.png.296x216.jpg', '宝安中芯区总裁级高 级公寓，近看欢乐海岸远看海景。', '华侨城华寓  | 3室2厅 | 139.63平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  宝安中心', '1260万', '单价90239元/平米')
('https://image1.ljcdn.com/440300-inspection/f67c33f0-5097-4380-b0c6-3a7a4c554434.jpg.296x216.jpg', '富源商贸中心 3室2厅 530万', '富源商贸中心  | 3室2厅 | 113.86平米 | 北 | 其他 | 有电梯', '高楼层(共22层)2002年建板塔结合  -  翻身', '530万', '单价46549元/平米')
('https://image1.ljcdn.com/440300-inspection/test-917a1767-e5cf-45fa-bde0-461af864d4d8.png.296x216.jpg', '大铲湾旁，南向看花园，一手业主诚心出售', '前海铂寓  | 1室1厅 | 67.11平米 | 南 西南 | 毛坯', '低楼层(共15层)2016年建板塔结合  -  碧海', '329万', '单价49024元/平米')
('https://image1.ljcdn.com/440300-inspection/60e34f5c-421d-4708-aa5c-9ebe87d85eec.jpg.296x216.jpg', '宝安 福永 时代景苑 56.16平 两房 满二 诚心出售', '时代景苑  | 2室1厅 | 56.18平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2006年建板塔结合  -  福永', '230万', '单价40940元/平米')
('https://image1.ljcdn.com/440300-inspection/00618d0f-787a-40e3-bf34-c4248191fe20.jpg.296x216.jpg', '弘雅花园第二期 3室2厅 510万', '弘雅花园第二期  | 3室2厅 | 108.6平米 | 东南 | 其他 | 无电梯', '低楼层(共8层)1997年建板塔结合  -  新安', '510万', '单价46962元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadee515b88-f1a8-46f4-8d9a-2bf936becd2e.jpg.296x216.jpg', '新安市场 1室1厅 150万', '新安市场  | 1室1厅 | 35.2平米 | 东南 | 精装 | 无电梯', '中楼层(共7层)1992年建板塔结合  -  西乡', '150万', '单价42614元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0e56f7d7-82e7-45dc-baf1-1be94f9cb516.png.296x216.jpg', '精装大三房 客厅出大阳台 户型方正 视野好', '碧海富通城五期  | 3室2厅 | 85.48平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2009年建板楼  -  碧海', '520万', '单价60833元/平米')
('https://image1.ljcdn.com/440300-inspection/0fb62ad9-424f-42d4-acde-49c751bb0870.jpg.296x216.jpg', '湖景居 9室3厅 1500万', '湖景居  | 9室3厅 | 340.93平米 | 东南 | 其他 | 有电梯', '高楼层(共29层)2000年建板塔结合  -  新安', '1500万', '单价43998元/平米')
('https://image1.ljcdn.com/440300-inspection/b99881d0-cec7-4216-b2eb-e63ac9468098.jpg.296x216.jpg', '壹方城旁330万内的经典复式2+1房端头位赠送30平的露台', '富通好旺角一期  | 1室1厅 | 31.79平米 | 东 | 精装 | 有电梯', '低楼层(共21层)2004年建板塔结合  -  宝安中心', '330万', '单价103807元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadabd1bc60-cb86-476b-8c14-692019433cd2.jpg.296x216.jpg', '华盛盛荟2015年新社区  70年产权  带天然气 带阳台', '华盛盛荟  | 2室2厅 | 59.03平米 | 东北 | 其他 | 有电梯', '低楼层(共32层)2015年建塔楼  -  新安', '265万', '单价44893元/平米')
('https://image1.ljcdn.com/440300-inspection/761fb12d-7b85-42ff-998b-8abc42adcea0.jpg.296x216.jpg', '万象新天 5室2厅 850万', '万象新天  | 5室2厅 | 127.95平米 | 东南 | 其他 | 有电梯', '中楼层(共14层)2013年建塔楼  -  西乡', '850万', '单价66433元/平米')
('https://image1.ljcdn.com/440300-inspection/test-06b569b8-f452-4ce0-b946-4bc76ab8529e.png.296x216.jpg', '旭仕达名苑 2室1厅 315万', '旭仕达名苑  | 2室1厅 | 60.68平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2003年建塔楼  -  新安', '315万', '单价51912元/平米')
('https://image1.ljcdn.com/440300-inspection/test-07f5e03d-6d32-4b90-a157-5d4e37a5b6c5.png.296x216.jpg', '华盛盛荟 3室1厅 360万', '华盛盛荟  | 3室1厅 | 61.98平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2015年建塔楼  -  新安', '360万', '单价58084元/平米')
('https://image1.ljcdn.com/440300-inspection/test-01955d97-d46a-489c-91fa-702a76bdc7ec.png.296x216.jpg', '此房满两年，自住装修好，看房方便，双本证的四房', '中粮鸿云  | 4室2厅 | 155.36平米 | 南 北 | 精装 | 有电梯', '高楼层(共28层)2011年建板塔结合  -  西乡', '760万', '单价48919元/平米')
('https://image1.ljcdn.com/440300-inspection/test-31295387-2bd5-4ed7-8dc1-b94636ad7849.png.296x216.jpg', '桃源居十一区电梯二楼带100多平私家平台花园', '桃源居十一区  | 3室1厅 | 113.74平米 | 西南 | 其他 | 有电梯', '低楼层(共18层)2008年建塔楼  -  桃源居', '730万', '单价64182元/平米')
('https://image1.ljcdn.com/440300-inspection/f85c9761-edb4-4837-b892-9b054806165d.jpg.296x216.jpg', '高楼层单房，一线海景，适合小俩口', '碧海富通城三期  | 1室1厅 | 39.37平米 | 西北 | 精装 | 有电梯', '高楼层(共26层)2008年建塔楼  -  碧海', '215万', '单价54611元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadc57b3c71-bc7c-4fad-a686-95ac4258d4b9.jpg.296x216.jpg', '湾上六座 74平大两房 朝南向大阳台 通透格局 户型方正', '中信湾上六座  | 2室2厅 | 73.49平米 | 东南 | 精装 | 有电梯', '中楼层(共25层)2009年建板塔结合  -  碧海', '475万', '单价64635元/平米')
('https://image1.ljcdn.com/440300-inspection/f3b38e4c-fcb1-4088-92e5-dd54e4bef574.JPG.296x216.jpg', '桃源居十五区 4室2厅 660万', '桃源居十五区  | 4室2厅 | 129.6平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)2007年建板塔结合  -  桃源居', '660万', '单价50926元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ba3a2344-d66e-47b9-8b8e-f9108126dc61.png.296x216.jpg', '2015年新房，全新装修，高楼层，通风采光好', '幸福珺湾  | 2室2厅 | 65.12平米 | 东北 | 其他', '高楼层(共31层)2017年建板塔结合  -  碧海', '408万', '单价62654元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9b6b5529-f21a-4008-a235-3cde13c885fb.png.296x216.jpg', '双地铁口物业1号线、11号线、宏发开发、环境优美', '圣淘沙骏园  | 3室2厅 | 115.85平米 | 东南 | 精装 | 有电梯', '中楼层(共16层)2006年建板塔结合  -  西乡', '850万', '单价73371元/平米')
('https://image1.ljcdn.com/440300-inspection/4536bb2a-2a18-4f9f-aa66-f4d1133caeb4.jpg.296x216.jpg', '招商华侨城曦城五期 7室3厅 9800万', '招商华侨城曦城五期  | 7室3厅 | 600.9平米 | 南 | 其他 | 无电梯', '1层2012年建暂无数据  -  曦城', '9800万', '单价163089元/平米')
('https://image1.ljcdn.com/440300-inspection/e2ef1ff2-9c06-402c-b084-967622049e89.jpg.296x216.jpg', '好房好房好房，三百多万三房新小区了解一下', '中海西岸华府南区  | 3室1厅 | 75.43平米 | 东南 | 其他 | 有电梯', '中楼层(共17层)2008年建塔楼  -  松岗', '360万', '单价47727元/平米')
('https://image1.ljcdn.com/440300-inspection/7dc6faaf-c315-4742-a209-c6c2c6d9f804.jpg.296x216.jpg', '海滨城广场 3室1厅 485万', '海滨城广场  | 3室1厅 | 100.6平米 | 东北 | 简装 | 无电梯', '中楼层(共8层)1997年建板塔结合  -  翻身', '485万', '单价48211元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3a03184c-de28-4a9d-82c3-14673ed85ccc.png.296x216.jpg', '幸福珺湾 2室1厅 545万', '幸福珺湾  | 2室1厅 | 88.44平米 | 东南 | 其他', '高楼层(共31层)2017年建板塔结合  -  碧海', '545万', '单价61624元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload30e583a4-c72a-4dfc-b39c-67bbfb326c9a.JPG.296x216.jpg', '桃源居一区 2室1厅 320万', '桃源居一区  | 2室1厅 | 92.62平米 | 东 | 其他 | 有电梯', '中楼层(共13层)2004年建板塔结合  -  桃源居', '320万', '单价34550元/平米')
('https://image1.ljcdn.com/440300-inspection/test-1561d911-d7fe-4d45-bb87-b0912d63efbf.png.296x216.jpg', '碧海富通城四期 3室2厅 530万', '碧海富通城四期  | 3室2厅 | 88.56平米 | 南 北 | 其他 | 有电梯', '高楼层(共20层)2009年建塔楼  -  碧海', '530万', '单价59847元/平米')
('https://image1.ljcdn.com/440300-inspection/test-853ea69f-7837-4c22-97ad-bf17a37413c2.png.296x216.jpg', '宝安区宏发世纪城二期精装修3房高楼层厅出阳台视野好', '宏发世纪城二期  | 3室1厅 | 88.09平米 | 东南 | 精装', '高楼层(共30层)2016年建板塔结合  -  石岩', '460万', '单价52220元/平米')
