('https://image1.ljcdn.com/120000-inspection/96beb4cd-34f3-4d7e-986b-e5ec08f711ee.jpg.296x216.jpg', '东惠家园 东向两居室 随时签约 诚意出售', '东惠家园  | 2室1厅 | 60.85平米 | 东 | 简装 | 有电梯', '高楼层(共31层)板楼  -  真理道', '135万', '单价22186元/平米')
('https://image1.ljcdn.com/120000-inspection/dbb40988-1efa-42c8-b5e6-2c55260e8199.jpg.296x216.jpg', '滨河新苑楼层比较低，户型通透，业主诚意出售！', '滨河新苑  | 2室1厅 | 82.9平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  富民路', '216万', '单价26056元/平米')
('https://image1.ljcdn.com/120000-inspection/93649f65-5b8e-4e39-a9cc-71f6d959e6e6.jpg.296x216.jpg', '芳水河畔 两室一厅 南北通透 诚心出售', '芳水河畔家园  | 2室1厅 | 82.97平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '198万', '单价23865元/平米')
('https://image1.ljcdn.com/120000-inspection/1d774eaa-70d5-4c64-9217-708e10691ba3.jpg.296x216.jpg', '积善里  2楼三室 南北向通透 挨着天津站', '积善里  | 3室2厅 | 125.45平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)板楼  -  大王庄', '335万', '单价26704元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload469af06e-209f-44d8-8630-5c51f5326c6a.jpg.296x216.jpg', '此房视野开阔 采光充足 户型规整', '秋实园  | 3室1厅 | 127.34平米 | 南 | 其他 | 无电梯', '中楼层(共7层)板楼  -  春华街', '373万', '单价29292元/平米')
('https://image1.ljcdn.com/120000-inspection/84a96aee-3784-46b0-a815-d54663f95de2.jpg.296x216.jpg', '萦东温泉花园 两室一厅 南北通透 采光充足', '萦东温泉花园  | 2室1厅 | 68.02平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  大直沽', '195万', '单价28669元/平米')
('https://image1.ljcdn.com/120000-inspection/ecb5d2f5-8ca8-4e72-be13-9ad45ebd06f9.jpg.296x216.jpg', '程林里 河东公园万达爱琴海 中间楼层 私产过两年', '程林里  | 2室1厅 | 56.29平米 | 西 | 简装 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '115万', '单价20430元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload754df330-c21b-48dd-a5f1-58feb660aa6f.jpg.296x216.jpg', '顺达东里 交通便利 户型规整 视野较好', '顺达东里  | 1室1厅 | 49.39平米 | 北 | 毛坯 | 无电梯', '低楼层(共6层)板楼  -  向阳楼', '92万', '单价18628元/平米')
('https://image1.ljcdn.com/120000-inspection/9383eec5-0b18-4835-b61c-051cbd76ac36.jpg.296x216.jpg', '雅兰园 一梯两户 砖楼小区 H户型 舒适度高 欢迎看房', '雅兰园  | 2室1厅 | 103.47平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '280万', '单价27061元/平米')
('https://image1.ljcdn.com/120000-inspection/b6431c9a-9bcb-44fc-a264-4357a31ed863.jpg.296x216.jpg', '中海城市广场  通透三室  精装修  适合改善已经过两年', '中海城市广场  | 3室2厅 | 140.16平米 | 西南 东北 | 精装 | 有电梯', '低楼层(共56层)板楼  -  大王庄', '768万', '单价54795元/平米')
('https://image1.ljcdn.com/120000-inspection/00faf3e5-971a-45cd-aae4-f8bf43d5ca77.jpg.296x216.jpg', '配套成熟 户型较好 出行方便 看房方便', '丰盈里  | 2室1厅 | 103平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  大王庄', '300万', '单价29127元/平米')
('https://image1.ljcdn.com/120000-inspection/4b5822e0-e191-4934-b045-0c008674d7b4.jpg.296x216.jpg', '晨光楼 1室1厅 105万', '晨光楼  | 1室1厅 | 40.74平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '105万', '单价25774元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload27c55629-302c-400d-bdf6-c6922eee23f6.jpg.296x216.jpg', '此房过五年 双阳通透 采光没有遮挡 精装修 一梯两户', '明家庄园  | 2室1厅 | 70.38平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)板楼  -  二号桥街', '178万', '单价25292元/平米')
('https://image1.ljcdn.com/120000-inspection/f8739973-baa9-48c6-81d9-a5bdedcbf0d7.jpg.296x216.jpg', '巨福新园 4室2厅2卫 户型规整 视野开阔', '巨福新园  | 4室2厅 | 164.18平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '370万', '单价22537元/平米')
('https://image1.ljcdn.com/120000-inspection/0db5569d-8502-4290-ad84-4602c351e310.jpg.296x216.jpg', '东瑞家园 2室1厅 165万', '东瑞家园  | 2室1厅 | 77.01平米 | 西南 | 简装 | 有电梯', '高楼层(共32层)板楼  -  真理道', '165万', '单价21426元/平米')
('https://image1.ljcdn.com/120000-inspection/2653605b-ae5f-4b99-9501-89b73b61cff3.jpg.296x216.jpg', '万东花园 H+1三居 价格合适 业主诚意出售', '万东花园  | 3室2厅 | 133.14平米 | 南 北 | 精装 | 有电梯', '高楼层(共34层)板楼  -  向阳楼', '370万', '单价27791元/平米')
('https://image1.ljcdn.com/120000-inspection/e316c937-f40f-4264-a444-84c8a90ea84d.jpg.296x216.jpg', '国强里 3室1厅 260万', '国强里  | 3室1厅 | 101.78平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)板楼  -  中山门街', '260万', '单价25546元/平米')
('https://image1.ljcdn.com/120000-inspection/8febc1e6-131c-4f72-95b7-f820a2e3dd0e.jpg.296x216.jpg', '环秀东里 1室1厅 103万', '环秀东里  | 1室1厅 | 38.32平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  万新村', '103万', '单价26879元/平米')
('https://image1.ljcdn.com/120000-inspection/1d9c5a4d-c437-44de-8409-346be52ac0893.jpg.296x216.jpg', '建新东里  明厨明卫 通透户型', '建新东里  | 2室1厅 | 60.34平米 | 南 | 精装 | 无电梯', '低楼层(共7层)板楼  -  二号桥街', '155万', '单价25688元/平米')
('https://image1.ljcdn.com/120000-inspection/fcf825c9-fa59-4d9d-80f3-b4327e99234c.jpg.296x216.jpg', '满五唯一，配套齐全，交通便利，楼层适中', '福东里  | 2室1厅 | 60.26平米 | 南 | 其他 | 无电梯', '中楼层(共6层)板楼  -  二号桥街', '140万', '单价23233元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadb04b5444-e996-49ce-9d0b-b0702b2aa8c9.jpg.296x216.jpg', '尚东雅园 3室2厅 415万', '尚东雅园  | 3室2厅 | 136.43平米 | 南 北 | 精装 | 有电梯', '高楼层(共35层)板楼  -  上杭路', '415万', '单价30419元/平米')
('https://image1.ljcdn.com/120000-inspection/336bad3f-f8c5-4947-9708-089f648067ea.jpg.296x216.jpg', '绿萱园 南北通透 高档社区  全明通透 视野好', '太阳城绿萱园  | 4室2厅 | 176.39平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)板楼  -  太阳城', '470万', '单价26646元/平米')
('https://image1.ljcdn.com/120000-inspection/ea37304a-cfbd-4975-ae76-57d500dc1dcb.jpg.296x216.jpg', '低楼层，适合改善，出行方便，居住舒适', '中山门南里  | 2室1厅 | 60.87平米 | 南 | 精装 | 无电梯', '低楼层(共6层)板楼  -  中山门街', '183万', '单价30065元/平米')
('https://image1.ljcdn.com/120000-inspection/a302a5c8-3efb-4d04-a1b7-a7bf47714d31.jpg.296x216.jpg', '晨阳小区 中间楼层 南北通透 双阳台', '晨阳里  | 2室1厅 | 82.41平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '185万', '单价22449元/平米')
('https://image1.ljcdn.com/120000-inspection/61ac36d1-2a4b-45f7-922c-746467fe2cfa.jpg.296x216.jpg', '凤岐东里 阳面两室 过两年 诚意出售', '凤岐东里  | 2室1厅 | 55.09平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  万新村', '122万', '单价22146元/平米')
('https://image1.ljcdn.com/120000-inspection/0fdc5c77-6f68-4e81-82a6-e162e00a7e7c.jpg.296x216.jpg', '东瑞家园 2室1厅 120万', '东瑞家园  | 2室1厅 | 59.59平米 | 西 | 其他 | 有电梯', '中楼层(共32层)板楼  -  真理道', '120万', '单价20138元/平米')
('https://image1.ljcdn.com/120000-inspection/83d4d913-6d8f-4127-9518-98ebf99b60c38.jpg.296x216.jpg', '翠阜新村 翠郁里 二室H户型 南北通透 采光充足', '翠郁里  | 2室1厅 | 102.97平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '255万', '单价24765元/平米')
('https://image1.ljcdn.com/120000-inspection/7bf1bc87-a2a8-4cff-a358-aa7edb62c766.jpg.296x216.jpg', '来安里三期 金湾花园西院 阳面一室 满五年 采光好', '来安里  | 1室1厅 | 58平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '165万', '单价28449元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploada7b89387-d0c8-4687-9ab8-ca9b2333b6c0.jpg.296x216.jpg', '宁月花园 3室2厅 195万', '宁月花园  | 3室2厅 | 121.06平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '195万', '单价16108元/平米')
('https://image1.ljcdn.com/120000-inspection/c6f260aa-4e13-405a-ae68-6938094fe01a.jpg.296x216.jpg', '太阳城片区洋房社区南北通透 配套齐全 诚意出售', '凤溪花园  | 3室2厅 | 126.21平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  常州道', '380万', '单价30109元/平米')
('https://image1.ljcdn.com/120000-inspection/709da179-5a46-4a61-90ad-9c1296661b1e.jpg.296x216.jpg', '裕阳花园  通透两居  采光充足', '裕阳花园  | 2室1厅 | 109.31平米 | 南 北 | 其他 | 有电梯', '低楼层(共19层)板楼  -  春华街', '320万', '单价29275元/平米')
('https://image1.ljcdn.com/120000-inspection/c0be9de9-f5e6-4c91-a8bc-89dc5cd20af11.jpg.296x216.jpg', '金色家园 三室两卫 二楼 南北通透 洋房社区 适合改善', '金色家园  | 3室1厅 | 125.35平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  唐家口', '540万', '单价43080元/平米')
('https://image1.ljcdn.com/120000-inspection/6068eadb-465a-4f05-ad36-7e1e307b19e0.jpg.296x216.jpg', '阳光星期八南苑 H户型 南北通透 采光充足 诚意出售', '阳光星期八昕旺南苑  | 2室2厅 | 92.82平米 | 南 北 | 简装 | 有电梯', '高楼层(共26层)板楼  -  向阳楼', '310万', '单价33398元/平米')
('https://image1.ljcdn.com/120000-inspection/088b2d63-5f05-4f39-8b68-331893b7d16e.JPG.296x216.jpg', '天津雅颂居 交通便利 生活方便 配套成熟 诚心出售', '天津雅颂居  | 3室2厅 | 185.96平米 | 西南 | 精装 | 有电梯', '低楼层(共61层)板楼  -  大王庄', '760万', '单价40870元/平米')
('https://image1.ljcdn.com/120000-inspection/b1de1d48-b278-4782-a8b0-a7332cd470ec.jpg.296x216.jpg', '柏丽花园，精装Loft.环境优美，交通方便。', '柏丽花园  | 2室2厅 | 66.58平米 | 南 北 | 简装 | 有电梯', '低楼层(共19层)板楼  -  常州道', '253万', '单价38000元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadde747f48-ab7d-496f-b330-5f1ae3917b74.jpg.296x216.jpg', '中山门东里 ， 三室一厅，面积大', '中山门东里  | 3室1厅 | 95.88平米 | 南 北 | 其他 | 无电梯', '低楼层(共7层)板楼  -  中山门街', '280万', '单价29204元/平米')
('https://image1.ljcdn.com/120000-inspection/e3dd734d-ce9c-4f27-a833-bffdf8bd4db4.jpg.296x216.jpg', '惠森花园 交通便利 户型方正 配套齐全', '惠森花园  | 2室2厅 | 98.98平米 | 南 北 | 精装 | 有电梯', '中楼层(共10层)板楼  -  春华街', '340万', '单价34351元/平米')
('https://image1.ljcdn.com/120000-inspection/b5b318dc-266f-446f-854c-938123fa5c4f.jpg.296x216.jpg', '秀波园 2室1厅 213万', '秀波园  | 2室1厅 | 90平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  二号桥街', '213万', '单价23667元/平米')
('https://image1.ljcdn.com/120000-inspection/76a44757-83b4-4c08-b1b4-ab5b5de3346c.jpg.296x216.jpg', '东惠家园 两居室  满两年 诚意出售', '东惠家园  | 2室1厅 | 61.14平米 | 西南 北 | 其他 | 有电梯', '低楼层(共32层)板楼  -  真理道', '125万', '单价20445元/平米')
('https://image1.ljcdn.com/120000-inspection/2e578526-9edf-46d4-81cf-4bd0b96c84e5.jpg.296x216.jpg', '紫玉园南北通透 卫浴全明 一室带露台 配套成熟', '紫玉园  | 2室1厅 | 70.26平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  太阳城', '200万', '单价28466元/平米')
('https://image1.ljcdn.com/120000-inspection/1c35497f-5ba9-444b-97ce-0b8be3ba6aa8.jpg.296x216.jpg', '大通时尚花园 叠拼别墅 住宅 满五唯一 带100米院子', '大通时尚花园   | 独栋别墅 | 4室2厅 | 161.11平米 | 南 北 | 简装 | 无电梯', '3层暂无数据  -  向阳楼', '698万', '单价43325元/平米')
('https://image1.ljcdn.com/120000-inspection/cda2d9d0-1830-4f15-b9a9-cd92576571ca.jpg.296x216.jpg', '紫乐名轩 2室1厅 360万', '紫乐名轩  | 2室1厅 | 113.55平米 | 南 | 精装 | 有电梯', '中楼层(共37层)板楼  -  二号桥街', '360万', '单价31705元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload4c03390a-30fe-41ae-a3af-40fb712d27d3.jpg.296x216.jpg', '唐口新村六段 两室 随时可看 诚意出售', '唐口新村六段  | 2室1厅 | 63.4平米 | 南 | 其他 | 无电梯', '高楼层(共8层)板楼  -  唐家口', '135万', '单价21294元/平米')
('https://image1.ljcdn.com/120000-inspection/b8fa8453-8339-4ff4-bbf3-b6bc9b9df582.jpg.296x216.jpg', '太阳城片区洋房社区 交通便利 户型规整 视野较好', '凤溪花园  | 2室2厅 | 98.78平米 | 南 北 | 精装 | 无电梯', '中楼层(共4层)板楼  -  常州道', '330万', '单价33408元/平米')
('https://image1.ljcdn.com/120000-inspection/e95de196-fe10-4881-8979-5b38ed7e48d6.jpg.296x216.jpg', '裕阳双阳户型，中间楼层，电梯洋房', '裕阳花园  | 2室1厅 | 92.87平米 | 南 北 | 其他 | 有电梯', '低楼层(共7层)板楼  -  春华街', '390万', '单价41995元/平米')
('https://image1.ljcdn.com/120000-inspection/28f2f510-d8b2-4c7b-9a9f-1f0b5e497ac1.jpg.296x216.jpg', '此房户型可形成良好的通风，楼层好，采光充足  。', '映日嘉园  | 1室1厅 | 69.18平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  二号桥街', '175万', '单价25297元/平米')
('https://image1.ljcdn.com/120000-inspection/ed88fa0a-fd47-4946-96c5-b566f2470de7.jpg.296x216.jpg', '精装修 南北通透 户型方正 采光充足', '阳新里  | 2室1厅 | 57.1平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  向阳楼', '125万', '单价21892元/平米')
('https://image1.ljcdn.com/120000-inspection/5e1d8a93-fe08-4970-adc4-3eb55b028206.jpg.296x216.jpg', '康馨里 交通便利  户型规整  视野较好', '康馨里  | 1室1厅 | 57.12平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '150万', '单价26261元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload80259a9a-bc91-4bb2-a9f5-040be0d12ca8.jpg.296x216.jpg', '倚虹中里 户型合理 南北通透 采光充足', '倚虹中里  | 2室1厅 | 56.03平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  万新村', '118万', '单价21061元/平米')
('https://image1.ljcdn.com/120000-inspection/3d1cc0bd-0a2b-47ca-8146-b0fbeb1a9590.jpg.296x216.jpg', '友爱东道  两室一厅  交通便利   中间楼层', '友爱东道  | 2室1厅 | 60.35平米 | 东南 西南 | 简装 | 无电梯', '中楼层(共6层)板楼  -  中山门街', '140万', '单价23199元/平米')
('https://image1.ljcdn.com/120000-inspection/bb5de0d7-168d-44d6-871e-c03c08add1f3.jpg.296x216.jpg', '瑞金里小区 交通便利 户型规整 视野较好', '瑞金里  | 2室1厅 | 56.79平米 | 东 | 其他 | 无电梯', '高楼层(共6层)板楼  -  春华街', '118万', '单价20779元/平米')
('https://image1.ljcdn.com/120000-inspection/87442321-0a7d-48f2-beac-825b2f1c9c0f.jpg.296x216.jpg', '卫国道 1室1厅 92万', '卫国道  | 1室1厅 | 39.56平米 | 南 | 其他 | 无电梯', '高楼层(共5层)板楼  -  唐家口', '92万', '单价23256元/平米')
('https://image1.ljcdn.com/120000-inspection/194ab5d2-cd2a-4461-b827-9028a1d0395d.jpg.296x216.jpg', '第博雅园 通透两室 采光充足 诚意出售', '第六大道第博雅园  | 2室1厅 | 82.34平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  上杭路', '248万', '单价30120元/平米')
('https://image1.ljcdn.com/120000-inspection/7d182c79-f2c8-4052-a463-18dfa3561956.jpg.296x216.jpg', '和盛公寓   环境舒适   交通便利  适合居住', '和盛公寓  | 2室1厅 | 104.91平米 | 东 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  中山门街', '241万', '单价22973元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload6e351006-8cda-4a00-aefd-23280b0ba929.jpg.296x216.jpg', '万达爱琴海广场 户型方正 全明户型 楼层合适 独立下水', '晶品轩  | 3室2厅 | 131.06平米 | 南 北 | 精装 | 有电梯', '低楼层(共33层)板楼  -  上杭路', '475万', '单价36243元/平米')
('https://image1.ljcdn.com/120000-inspection/a3a49c20-fefd-4b96-b7b6-c077363dbf93.jpg.296x216.jpg', '昱发园 过五唯一 中楼层两室两厅', '昱发园  | 2室2厅 | 102.37平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)板楼  -  向阳楼', '265万', '单价25887元/平米')
('https://image1.ljcdn.com/120000-inspection/c7269eb4-bbf6-43aa-af13-a8085be2b694.jpg.296x216.jpg', '融科金月湾 2室1厅 195万', '融科金月湾  | 2室1厅 | 59.33平米 | 东 北 | 其他 | 有电梯', '高楼层(共16层)板楼  -  富民路', '195万', '单价32868元/平米')
('https://image1.ljcdn.com/120000-inspection/22d247fc-a586-4405-b296-ff649b8dbfb6.jpg.296x216.jpg', '绿萱园，南北通透，中间楼层，采光好，', '太阳城绿萱园  | 3室1厅 | 127.83平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)板楼  -  太阳城', '345万', '单价26989元/平米')
('https://image1.ljcdn.com/120000-inspection/dfc5525f-a502-4eb6-b02b-a25618c05b78.jpg.296x216.jpg', '三楼、双阳两室、双客厅、不用再装修、南北通透', '芳水河畔家园  | 2室1厅 | 85.2平米 | 南 北 | 其他 | 无电梯', '中楼层(共5层)板楼  -  上杭路', '210万', '单价24648元/平米')
('https://image1.ljcdn.com/120000-inspection/c57d585c-57fa-4bf7-b35e-d027fc6c52e9.jpg.296x216.jpg', '新义信里 一室一厅 交通便利 配套齐全', '新义信里  | 1室1厅 | 50.93平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)板楼  -  大王庄', '120万', '单价23562元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_uploadc338bf6a-112c-4bed-b8eb-64dc96249908.jpg.296x216.jpg', '滨河家园 三室户型 南北朝向 低楼层 采光好', '滨河家园  | 3室1厅 | 122.62平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  富民路', '345万', '单价28136元/平米')
('https://image1.ljcdn.com/120000-inspection/38646267-0d5c-4d88-93ea-b88b9b61e2ea.jpg.296x216.jpg', '蓝山园一梯一户 户型方正 业主诚意出售 户型规整', '太阳城蓝山园  | 3室1厅 | 146.16平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)板楼  -  太阳城', '398万', '单价27231元/平米')
