('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload92662a90-6e06-4386-a6a6-69d133013027.jpg.296x216.jpg', '长白岛 万科城二期 南向 户型规整 两室 中间好楼层', '万科城二期  | 2室2厅 | 102.04平米 | 南 | 精装', '低楼层(共33层)2006年建板塔结合  -  和平区', '175万', '单价17151元/平米')
('https://image1.ljcdn.com/210100-inspection/b190c429-1860-4628-be4f-7f3b8f992836.jpg.296x216.jpg', '长白岛 中海国际社区双南两居 中等楼层 采光充足', '中海国际社区三期明珠  | 2室1厅 | 91.43平米 | 南 | 精装', '中楼层(共25层)2012年建板楼  -  和平区', '170万', '单价18594元/平米')
('https://image1.ljcdn.com/210100-inspection/99c5684b-9d9a-47ed-a652-faf521101eaf.jpg.296x216.jpg', '长白岛新加坡城 小高层 中间楼层', '新加坡城  | 2室2厅 | 88.95平米 | 南 北 | 精装', '中楼层(共18层)2012年建板楼  -  和平区', '145万', '单价16302元/平米')
('https://image1.ljcdn.com/210100-inspection/e4d68405-abcf-4ffe-9387-203174539ca8.jpg.296x216.jpg', '长白万科城 南北通透 全天采光 户型方正 格局合理', '万科城五期  | 3室2厅 | 141.14平米 | 南 北 | 其他', '低楼层(共34层)2009年建板楼  -  和平区', '310万', '单价21965元/平米')
('https://image1.ljcdn.com/210100-inspection/2d9f6c00-6853-4362-8821-020f8677c738.JPG.296x216.jpg', '中海和平之门 2室2厅 120万', '中海和平之门  | 2室2厅 | 68平米 | 东北 | 其他', '低楼层(共33层)2016年建板楼  -  和平区', '120万', '单价17648元/平米')
('https://image1.ljcdn.com/210100-inspection/7f406782-c0bd-4e14-a80d-cfa833b39f56.jpg.296x216.jpg', '和平区 长白岛  外滩叁号  一室小户型 精装修 满五年', '外滩叁号  | 1室1厅 | 42.91平米 | 东北 | 精装', '中楼层(共30层)板楼  -  和平区', '79万', '单价18411元/平米')
('https://image1.ljcdn.com/210100-inspection/d058fb14-ba8e-4c6c-a712-c365583ba156.jpg.296x216.jpg', '长白岛 清水洋房 带花园 带地下 小区环境好', '远洋和平府  | 3室2厅 | 153平米 | 南 北 | 其他', '低楼层(共6层)2011年建板楼  -  和平区', '460万', '单价30066元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload67cbf35d-3544-4738-90f5-ab7286c33b2a.JPG.296x216.jpg', '河景房 带装修 采光好 视野好 南北通透 业主诚意出售', '新世界花园湾景华庭  | 2室2厅 | 128平米 | 南 北 | 毛坯', '高楼层(共20层)2007年建板楼  -  和平区', '220万', '单价17188元/平米')
('https://image1.ljcdn.com/210100-inspection/6c38cbba-2891-4e48-8fa8-4713f6ac3a0c.JPG.296x216.jpg', '卧波苑 南北格局 中间楼层 采光好 中等装修 满5年', '卧波苑  | 4室2厅 | 286平米 | 南 北 | 精装', '低楼层(共31层)板楼  -  和平区', '286万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/6108aa3d-44cf-43b0-b4fc-fd8b198e3719.jpg.296x216.jpg', '中海国际社区两房，南客厅，精装修', '中海国际社区一期  | 2室1厅 | 90.07平米 | 南 | 其他', '中楼层(共33层)2009年建板楼  -  和平区', '152万', '单价16876元/平米')
('https://image1.ljcdn.com/210100-inspection/8cf17f5e-da24-49c7-83d7-8b1a04192ec7.jpg.296x216.jpg', '富海澜湾半岛 2室2厅 139万', '富海澜湾半岛  | 2室2厅 | 98.7平米 | 南 北 | 精装', '低楼层(共34层)2014年建板塔结合  -  和平区', '139万', '单价14084元/平米')
('https://image1.ljcdn.com/210100-inspection/d7ae51d8-cfd6-410a-9dc9-13944247f785.jpg.296x216.jpg', '龙湖唐宁ONE 2室1厅 165万', '龙湖唐宁ONE  | 2室1厅 | 83.19平米 | 南 北 | 其他', '中楼层(共33层)2018年建板楼  -  和平区', '165万', '单价19835元/平米')
('https://image1.ljcdn.com/210100-inspection/ad6bb32f-3890-4532-bfba-73b5bcf8c736.JPG.296x216.jpg', '御景新世界 两室南向 精装修 拎包入住 采光好 视野好', '御景新世界  | 2室1厅 | 97.86平米 | 南 | 其他', '低楼层(共33层)2014年建板楼  -  和平区', '230万', '单价23503元/平米')
('https://image1.ljcdn.com/210100-inspection/66bff602-358c-46f8-b106-f326c7a98ec1.JPG.296x216.jpg', '满二唯一， 精装修，两室改三室，楼层好，视野佳。', '尚景新世界  | 2室2厅 | 102平米 | 南 | 其他', '低楼层(共33层)2017年建板楼  -  和平区', '260万', '单价25491元/平米')
('https://image1.ljcdn.com/210100-inspection/246b70eb-574d-4511-b942-54516a3c2964.jpg.296x216.jpg', '长白岛格林生活坊 精装修 西南三室 不挡光 看房方便', '格林生活坊一期  | 3室2厅 | 114平米 | 西南 | 简装', '高楼层(共29层)2009年建板楼  -  和平区', '200万', '单价17544元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload4755e086-f447-4d1d-ad4b-490278eb69d7.jpg.296x216.jpg', '长白中海和平之门 清水房 南北两室 看房方便', '中海和平之门  | 2室2厅 | 80平米 | 南 北 | 其他', '低楼层(共33层)2016年建板楼  -  和平区', '130万', '单价16250元/平米')
('https://image1.ljcdn.com/210100-inspection/9597a4de-bfb6-4c8e-a146-31abe39a5179.jpg.296x216.jpg', '新世界花园朗怡居 3室2厅 215万', '新世界花园朗怡居  | 3室2厅 | 130平米 | 南 北 | 其他', '中楼层(共5层)2001年建板楼  -  和平区', '215万', '单价16539元/平米')
('https://image1.ljcdn.com/210100-inspection/15e4fb12-8aae-4eca-a0cc-f3a2936f8935.JPG.296x216.jpg', '世新茂五里河 清水南北两室 中高楼层 视野好不挡光 。', '世茂新五里河  | 2室2厅 | 111平米 | 南 北 | 毛坯', '高楼层(共54层)2016年建板楼  -  和平区', '165万', '单价14865元/平米')
('https://image1.ljcdn.com/210100-inspection/193629bc-6692-42d8-83fe-ccf57bfd4970.jpg.296x216.jpg', '长白岛中海国际三期明珠 南北三居 清水 采光好', '中海国际社区三期明珠  | 3室2厅 | 137.24平米 | 南 北 | 毛坯', '低楼层(共33层)2012年建板楼  -  和平区', '255万', '单价18581元/平米')
('https://image1.ljcdn.com/210100-inspection/443af798-56fc-4269-abb4-db2cde82c091.jpg.296x216.jpg', '长白岛万科城洋房 跃层 拎包入住 未住过', '万科城三期  | 4室2厅 | 184.26平米 | 南 北 | 精装', '高楼层(共4层)2006年建板塔结合  -  和平区', '500万', '单价27136元/平米')
('https://image1.ljcdn.com/210100-inspection/d01d4bc9-6acf-485c-a3c6-433812bc1b4f.jpg.296x216.jpg', '万科城 经典小户型 东南朝向 两室精装修 保持干净', '万科城三期  | 2室2厅 | 103平米 | 东南 | 精装', '中楼层(共26层)2006年建板塔结合  -  和平区', '192万', '单价18641元/平米')
('https://image1.ljcdn.com/210100-inspection/9b1b54f2-b3a7-4116-afff-890466a100ab.jpg.296x216.jpg', '长白岛万科城四期 小高层 带车位', '万科城四期  | 3室2厅 | 171.23平米 | 南 北 | 精装', '低楼层(共11层)2009年建板楼  -  和平区', '420万', '单价24529元/平米')
('https://image1.ljcdn.com/210100-inspection/975a2242-6b61-4f43-a858-cbca8989f8be.jpg.296x216.jpg', '格林生活坊二期 3室2厅 190万', '格林生活坊二期  | 3室2厅 | 136.88平米 | 南 北 | 其他', '高楼层(共25层)2008年建板楼  -  和平区', '190万', '单价13881元/平米')
('https://image1.ljcdn.com/210100-inspection/f2a72152-f548-4019-9304-6d7f2c855dfd.jpg.296x216.jpg', '新世界一期洋房，户型方正，两南卧一北卧，不挡光', '新世界花园朗怡居  | 3室2厅 | 129平米 | 南 北 | 精装', '高楼层(共6层)2001年建板楼  -  和平区', '215万', '单价16667元/平米')
('https://image1.ljcdn.com/210100-inspection/6fdb6c91-b8a8-4fdb-a190-927f0f4ab2bc.jpg.296x216.jpg', '新加坡城 2室1厅 120万', '新加坡城  | 2室1厅 | 84.69平米 | 西南 | 精装', '高楼层(共33层)2012年建板楼  -  和平区', '120万', '单价14170元/平米')
('https://image1.ljcdn.com/210100-inspection/178893c6-3438-4678-a41d-45ff54ac71a2.jpg.296x216.jpg', '长白 中海和平之门  南北通透 采光好', '中海和平之门  | 2室2厅 | 83平米 | 南 北 | 其他', '中楼层(共34层)2016年建板楼  -  和平区', '128万', '单价15422元/平米')
('https://image1.ljcdn.com/210100-inspection/5b90051d-f978-46eb-bf7a-603ad9420708.jpg.296x216.jpg', '万科鹿特丹 满两年 南北通透 采光好 园区中间', '万科鹿特丹  | 3室1厅 | 121.68平米 | 南 北 | 其他', '低楼层(共31层)2016年建板楼  -  和平区', '230万', '单价18903元/平米')
('https://image1.ljcdn.com/210100-inspection/b49adbde-100d-43a6-8dee-3ba3b21292b2.jpg.296x216.jpg', '深航翡翠城 3室2厅 240万', '深航翡翠城  | 3室2厅 | 130平米 | 南 北 | 精装', '中楼层(共33层)2010年建板楼  -  和平区', '240万', '单价18462元/平米')
('https://image1.ljcdn.com/210100-inspection/116e9da5-dc5d-4c37-8a9a-3fd7f1fa1f0b.jpg.296x216.jpg', '长白岛 中海和平之门 三室两厅 精装修', '中海和平之门  | 3室2厅 | 110平米 | 南 北 | 其他', '高楼层(共34层)2016年建板楼  -  和平区', '192万', '单价17455元/平米')
('https://image1.ljcdn.com/210100-inspection/f25b1d58-22bb-4b3c-9e15-d44c85ae1097.JPG.296x216.jpg', '三好街 汇景新世界 两室精装 楼层好采光充足 拎包即住', '汇景新世界  | 2室2厅 | 99.5平米 | 西 | 精装', '高楼层(共33层)2012年建板楼  -  和平区', '146万', '单价14674元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload6d1fb893-00a3-4635-8c62-20fe65550fd9.jpg.296x216.jpg', '格林生活坊一期 3室1厅 175万', '格林生活坊一期  | 3室1厅 | 114.68平米 | 南 北 | 其他', '低楼层(共29层)2009年建板楼  -  和平区', '175万', '单价15260元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload75a05f8b-ec63-42f9-ab19-829afce0697f.jpg.296x216.jpg', '长白九洲洋房森林公园式园区万科物业', '九洲湾景汇  | 4室1厅 | 147平米 | 南 北 | 其他', '高楼层(共6层)2014年建板楼  -  和平区', '220万', '单价14966元/平米')
('https://image1.ljcdn.com/210100-inspection/85df4c19-f07e-45a3-893e-d3f0d62c4bd0.jpg.296x216.jpg', '和平区长白岛 万科城3室2卫南北 河景房 采光好', '万科城二期  | 3室2厅 | 127平米 | 南 北 | 精装', '高楼层(共34层)2006年建板塔结合  -  和平区', '188万', '单价14804元/平米')
('https://image1.ljcdn.com/210100-inspection/3b2b1ce8-0fcd-436a-a425-e8538b80b4d5.JPG.296x216.jpg', '尚景新世界 精装修南北通透 三室户型 一天没住 诚售', '尚景新世界  | 3室2厅 | 165平米 | 南 北 | 精装', '中楼层(共33层)2017年建板楼  -  和平区', '400万', '单价24243元/平米')
('https://image1.ljcdn.com/210100-inspection/7a39dadc-2e20-447d-9342-ca6a1bc02049.jpg.296x216.jpg', '长白 中海和平之门 精装修 南北通透 采光好', '中海和平之门  | 2室2厅 | 83.06平米 | 南 北 | 其他', '高楼层(共33层)2016年建板楼  -  和平区', '130万', '单价15652元/平米')
('https://image1.ljcdn.com/210100-inspection/52549299-fe7b-469f-a55d-00f66212364c.jpg.296x216.jpg', '长白岛  远洋和平府  精装修  东北两居', '远洋和平府  | 2室2厅 | 71平米 | 东 北 | 其他', '中楼层(共33层)2011年建板楼  -  和平区', '123万', '单价17324元/平米')
('https://image1.ljcdn.com/210100-inspection/fc85f177-25fb-423e-952e-a56f89b203e3.jpg.296x216.jpg', '长白新城 南北户型 不临街 带装修', '长白新城  | 2室2厅 | 76平米 | 南 北 | 其他', '低楼层(共34层)2006年建板楼  -  和平区', '76万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadcbef097e-55bd-45e4-960f-b7324cbb5058.jpg.296x216.jpg', '中海和平之门 花园物业小区南北通透 采光充足 配套全', '中海和平之门  | 3室1厅 | 94.83平米 | 南 北 | 精装', '高楼层(共18层)2016年建板楼  -  和平区', '155万', '单价16346元/平米')
('https://image1.ljcdn.com/210100-inspection/e646c601-7c21-4047-9577-31b90d98a4d4.jpg.296x216.jpg', '富海澜湾半岛 花园物业小区 高楼层视野好 看房方便', '富海澜湾半岛  | 2室1厅 | 62.1平米 | 西北 | 简装', '高楼层(共34层)2014年建板塔结合  -  和平区', '88万', '单价14171元/平米')
('https://image1.ljcdn.com/210100-inspection/67c4def0-c858-4ca5-b6cb-2078ae6d4713.JPG.296x216.jpg', '御景新世界 精装修 户型好 楼层好 小区安静', '御景新世界  | 2室2厅 | 104平米 | 西南 | 精装', '高楼层(共32层)2014年建板楼  -  和平区', '205万', '单价19712元/平米')
('https://image1.ljcdn.com/210100-inspection/26112865-e930-4eb6-af4d-a6c9573fe5b0.jpg.296x216.jpg', '万锦和平里 2室1厅 85万', '万锦和平里  | 2室1厅 | 57平米 | 西 | 其他', '中楼层(共31层)塔楼  -  和平区', '85万', '单价14913元/平米')
('https://image1.ljcdn.com/210100-inspection/32304ff4-d894-4dfd-8b7a-4f194dd5b17e.jpg.296x216.jpg', '长白岛内中海国际四期 南北户型诚心出售看房方便', '中海国际社区四期  | 2室2厅 | 98平米 | 南 北 | 精装', '高楼层(共33层)2015年建板楼  -  和平区', '190万', '单价19388元/平米')
('https://image1.ljcdn.com/210100-inspection/test-a7bb3ba5-19e0-4dd5-b94a-595e87967394.png.296x216.jpg', '长白岛格林生活坊南向一居室落户小户型精装修', '格林生活坊一期  | 1室1厅 | 54.56平米 | 南 | 精装', '高楼层(共25层)2009年建板楼  -  和平区', '110万', '单价20162元/平米')
('https://image1.ljcdn.com/210100-inspection/aafd2c88-4ef0-45af-866b-c6041d16d69a.JPG.296x216.jpg', '尚景新世界 清水房 低楼层 不挡光 可随意装修', '尚景新世界  | 4室2厅 | 261平米 | 南 北 | 其他', '低楼层(共31层)2017年建板楼  -  和平区', '680万', '单价26054元/平米')
('https://image1.ljcdn.com/210100-inspection/faf157cd-d054-4929-a198-cc359b0b3cc9.jpg.296x216.jpg', '万科城六期 2室2厅 205万', '万科城六期  | 2室2厅 | 98平米 | 南 北 | 其他', '低楼层(共33层)2010年建板楼  -  和平区', '205万', '单价20919元/平米')
('https://image1.ljcdn.com/210100-inspection/600dcfbc-f7b9-4705-aca8-e750ed190ed0.JPG.296x216.jpg', '长白富海澜湾半岛 精装西北小两室 楼层好 品质园区', '富海澜湾半岛  | 2室2厅 | 62.44平米 | 西北 | 精装', '中楼层(共33层)2014年建板塔结合  -  和平区', '87万', '单价13934元/平米')
('https://image1.ljcdn.com/210100-inspection/7ed99084-4dda-44b6-8bd2-4c9cee07a2fe.jpg.296x216.jpg', '长白岛 中海和平之门 精装三室', '中海和平之门  | 3室2厅 | 100.57平米 | 南 北 | 其他', '低楼层(共34层)板楼  -  和平区', '172万', '单价17103元/平米')
('https://image1.ljcdn.com/210100-inspection/784a7208-c0e9-4fb4-8083-d8c784821632.JPG.296x216.jpg', '富海澜湾半岛 2室1厅 92万', '富海澜湾半岛  | 2室1厅 | 63.72平米 | 南 | 其他', '低楼层(共33层)2014年建板塔结合  -  和平区', '92万', '单价14439元/平米')
('https://image1.ljcdn.com/210100-inspection/07441a5a-10ef-44b9-960a-6a3469949032.jpg.296x216.jpg', '长白岛 华润幸福里 精装修 满两年 楼层好 位置好', '华润幸福里  | 3室2厅 | 119平米 | 南 北 | 其他', '低楼层(共33层)2014年建板楼  -  和平区', '270万', '单价22690元/平米')
('https://image1.ljcdn.com/210100-inspection/b25c221f-85f7-4997-962c-da4d6f09669e.jpg.296x216.jpg', '万科鹿特丹 2室2厅 196万', '万科鹿特丹  | 2室2厅 | 97.35平米 | 南 北 | 其他', '高楼层(共31层)2016年建板楼  -  和平区', '196万', '单价20134元/平米')
('https://image1.ljcdn.com/210100-inspection/ae655a3a-0940-4691-ab6f-c7d2198d2933.JPG.296x216.jpg', '和平区省委党校家属楼 南向小户型 看房方便', '省委党校家属院  | 2室1厅 | 54.86平米 | 南 西 北 | 简装', '低楼层(共5层)1999年建板楼  -  和平区', '51万', '单价9297元/平米')
('https://image1.ljcdn.com/210100-inspection/c688c106-c2b1-4074-94ee-b5778ac0e142.jpg.296x216.jpg', '万科城一期 2室2厅 167万', '万科城一期  | 2室2厅 | 90.89平米 | 南 | 其他', '中楼层(共11层)2006年建板楼  -  和平区', '167万', '单价18374元/平米')
('https://image1.ljcdn.com/210100-inspection/97adf77c-1dc7-460e-8fbb-ff62ce7e913b.jpg.296x216.jpg', '天河家园二期 2室1厅 108万', '天河家园二期  | 2室1厅 | 74.14平米 | 南 北 | 简装', '高楼层(共6层)2004年建板楼  -  和平区', '108万', '单价14568元/平米')
('https://image1.ljcdn.com/210100-inspection/e1684961-8a74-44d7-abef-dca41dd36ec1.jpg.296x216.jpg', '长白岛南 精装修三室 南北通透 户型好 格局方正湖景房', '九洲御府  | 3室2厅 | 94.65平米 | 南 北 | 精装', '低楼层(共30层)2016年建板楼  -  和平区', '110万', '单价11622元/平米')
('https://image1.ljcdn.com/210100-inspection/f19342f4-dc38-41fd-9162-c2df2fa5e57b.JPG.296x216.jpg', '此房为清水房 南北通透 中间楼层 交通便利 生活配套齐', '世茂新五里河  | 3室2厅 | 219.99平米 | 南 北 | 毛坯', '高楼层(共56层)2016年建板楼  -  和平区', '308万', '单价14001元/平米')
('https://image1.ljcdn.com/210100-inspection/e7310df3-3733-4340-be07-97e83e887bd5.jpg.296x216.jpg', '中海国际社区二期 2室2厅 168万', '中海国际社区二期  | 2室2厅 | 89.16平米 | 南 | 其他', '中楼层(共33层)2011年建板楼  -  和平区', '168万', '单价18843元/平米')
('https://image1.ljcdn.com/210100-inspection/bdb321ce-b5ce-44e2-916b-3753ffdbec1f.JPG.296x216.jpg', '汇景新世界精装修全南向两居室！中间层，户型好！', '汇景新世界  | 2室2厅 | 99平米 | 南 | 精装', '中楼层(共33层)2012年建板楼  -  和平区', '190万', '单价19192元/平米')
('https://image1.ljcdn.com/210100-inspection/7559e997-fc91-44d8-a8f9-e879511e1762.JPG.296x216.jpg', '世茂新五里河 2室2厅 153万', '世茂新五里河  | 2室2厅 | 108平米 | 南 北 | 其他', '低楼层(共54层)2016年建板楼  -  和平区', '153万', '单价14167元/平米')
('https://image1.ljcdn.com/210100-inspection/5e9e8a62-85a8-4852-a9e7-a3e3edc6ab44.jpg.296x216.jpg', '九洲御府 2室2厅 85万', '九洲御府  | 2室2厅 | 85.71平米 | 南 北 | 其他', '低楼层(共32层)2014年建板楼  -  和平区', '85万', '单价9918元/平米')
('https://image1.ljcdn.com/210100-inspection/7c289d63-3772-46e6-9c52-160df03bb7e6.jpg.296x216.jpg', '中海国际社区二期，精装修三室，采光充足，户型方正', '中海国际社区二期  | 3室2厅 | 145平米 | 南 北 | 精装', '高楼层(共33层)板楼  -  和平区', '270万', '单价18621元/平米')
