('https://image1.ljcdn.com/510100-inspection/test-2895d2af-f5a8-4878-b3ba-329c510a4f6b.png.296x216.jpg', '校园路交大卡布里城标准装修套一', '交大卡布里城  | 1室1厅 | 50.59平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2008年建板塔结合  -  犀浦', '62万', '单价12256元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f29286df-1566-4771-81f9-b8d3ba74486f.png.296x216.jpg', '标准套三，清水，无装修！！！！！', '交大万嘉樟菊园  | 3室2厅 | 104.58平米 | 西北 | 毛坯 | 有电梯', '高楼层(共26层)2014年建塔楼  -  犀浦', '116万', '单价11092元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a2300ff4-b621-49ba-a26b-72a621c47955.png.296x216.jpg', '西城鸥鹭湾     套三单卫   居家装修', '西城鸥鹭湾  | 3室1厅 | 88.72平米 | 东南 | 其他', '中楼层(共26层)板楼  -  郫县城区', '88万', '单价9919元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3c45bd92-5e8a-4807-a5db-06f01b319924.png.296x216.jpg', '国安尚郡 装修套二 对中庭 满两年', '国安尚郡  | 2室2厅 | 85.8平米 | 东北 | 其他 | 有电梯', '中楼层(共16层)2007年建板楼  -  郫县城区', '75万', '单价8742元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c3232f26-a593-419a-98ce-d4a9591140e5.png.296x216.jpg', '标准套三双卫，业主自住，保养好，带家具家电拎包入住', '成外雅庭  | 3室2厅 | 119.68平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2008年建板塔结合  -  成外', '156万', '单价13035元/平米')
('https://image1.ljcdn.com/510100-inspection/9e7a3723-45f4-4c45-a307-ec3b7895dfdc.jpg.296x216.jpg', '端头位置清水套二，中间楼层，对中庭，安静采光好。', '金枫名苑  | 2室1厅 | 70.39平米 | 东南 | 其他', '中楼层(共18层)2013年建板楼  -  成外', '91万', '单价12928元/平米')
('https://image1.ljcdn.com/510100-inspection/test-eea9f269-0f7c-4e91-ba5f-53f9e0049530.png.296x216.jpg', '龙城国际套三单卫，楼层适中视野好。', '龙城国际  | 3室2厅 | 78.8平米 | 东南 | 其他 | 有电梯', '中楼层(共33层)2013年建板塔结合  -  橡树湾', '125万', '单价15863元/平米')
('https://image1.ljcdn.com/510100-inspection/test-84403f78-3a71-4280-ba4e-1cf1596b4d41.png.296x216.jpg', '三四八厂装修两室一厅一厨一卫出售', '348厂家属院  | 1室1厅 | 57.3平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  郫县万达', '54万', '单价9425元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadb99f2d8d-cb0d-4baa-b1fa-9d5b1ac65328.jpg.296x216.jpg', '中冶ZY公园套三单卫，客厅带飘窗，中间楼层', '中冶中央公园  | 3室1厅 | 78.52平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2017年建板楼  -  郫县城区', '91万', '单价11590元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1254ae86-99a9-48d3-82a9-732fb15cc2a2.png.296x216.jpg', '华润橡树湾B区套三双卫带装修有家具家电', '华润橡树湾B区  | 3室2厅 | 81.74平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '135万', '单价16516元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2f33918d-3b9f-49e0-974e-2538c8338bf5.jpg.296x216.jpg', '利阳阿里山  套二单卫 装修房 户型好', '利阳阿里山  | 2室2厅 | 82.97平米 | 东南 | 其他', '低楼层(共11层)2008年建塔楼  -  郫县城区', '85万', '单价10245元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bacb2bad-0224-4dc9-bea7-b41a3c82842c.png.296x216.jpg', '华润橡树湾+装修套三+带家具家电+套三双卫', '华润橡树湾A区  | 3室1厅 | 78.59平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2013年建板塔结合  -  橡树湾', '150万', '单价19087元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6e023857-f004-48a3-86c8-8db7c67633d6.png.296x216.jpg', '山木居  户型方正  采光充足 有装修', '山木居  | 3室2厅 | 117平米 | 东南 南 | 其他', '中楼层(共18层)板楼  -  红光', '110万', '单价9402元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3bd7de23-c45b-452e-bb8e-ceea2804b227.png.296x216.jpg', '华宇天府花城，二栋，套一满两年', '华宇天府花城  | 1室1厅 | 45平米 | 西南 | 其他 | 有电梯', '高楼层(共31层)2014年建板塔结合  -  郫县万达', '52万', '单价11556元/平米')
('https://image1.ljcdn.com/510100-inspection/test-804ca93a-d86a-48d0-8485-7df01e768034.png.296x216.jpg', '兴秀丽景清水房套三双卫，中间楼层，位置前后中庭。', '兴秀丽景  | 3室2厅 | 116平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  郫县城区', '95万', '单价8190元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d3143e71-b2b4-4569-aecd-b0952b0087c2.png.296x216.jpg', '中冶清水套三双卫，户型方正，楼层适中', '中冶中央公园  | 3室2厅 | 88.69平米 | 东南 | 其他', '中楼层(共32层)2019年建板塔结合  -  郫县城区', '84万', '单价9472元/平米')
('https://image1.ljcdn.com/510100-inspection/test-be7cde55-3323-4b01-ac72-77c59e30320a.png.296x216.jpg', '傲城87㎡清水套三，前后通透，对小区中庭', '傲城  | 3室2厅 | 87.69平米 | 西北 | 毛坯 | 有电梯', '中楼层(共31层)2015年建板楼  -  犀浦', '137万', '单价15624元/平米')
('https://image1.ljcdn.com/510100-inspection/7c8828aa-7430-4c9e-a70c-6833bbcb7d45.jpg.296x216.jpg', '溪地湾的公寓，有钥匙随时可以看房', '溪地湾  | 2室1厅 | 52平米 | 东 | 其他 | 有电梯', '高楼层(共31层)2015年建板塔结合  -  犀浦', '65万', '单价12500元/平米')
('https://image1.ljcdn.com/510100-inspection/94b50be0-03ff-4b68-9110-d188face751a.jpg.296x216.jpg', '蓝光幸福满庭 2室1厅 78万', '蓝光幸福满庭  | 2室1厅 | 46平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2015年建板塔结合  -  犀浦', '78万', '单价16957元/平米')
('https://image1.ljcdn.com/510100-inspection/cf7d0927-33b0-40a2-82f6-2ced5a944edd.jpg.296x216.jpg', '绿地缤纷城A栋+公寓+装修+菜市场', '绿地缤纷城A栋  | 1室1厅 | 58.92平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2013年建板塔结合  -  郫县城区', '71万', '单价12051元/平米')
('https://image1.ljcdn.com/510100-inspection/b37d26a5-cbe9-4e91-abda-a633fd15c68e.jpg.296x216.jpg', '龙城国际+套四双卫+产权122+实得168+带家具家电', '龙城国际  | 4室2厅 | 126平米 | 东 | 其他 | 有电梯', '低楼层(共33层)2013年建板塔结合  -  橡树湾', '180万', '单价14286元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5bffe085-5a06-4bfc-8972-5b3793cde594.png.296x216.jpg', '橡树湾高品质三居室 两梯四户 采光好 前后对中庭', '华润橡树湾B区  | 3室2厅 | 125.74平米 | 东北 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '170万', '单价13520元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9b71505f-5f83-405e-af44-f42d40f39fab.png.296x216.jpg', '精装套三双卫，带入户花园，保养好，视野好，采光好', '成外雅庭  | 3室2厅 | 134.57平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2008年建板楼  -  成外', '160万', '单价11890元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3963729a-7575-418b-9c93-12d7caf5a36e.png.296x216.jpg', '一里阳光 装修套二 高楼层 东南朝向', '一里阳光  | 2室2厅 | 65平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2013年建板塔结合  -  郫县万达', '75万', '单价11539元/平米')
('https://image1.ljcdn.com/510100-inspection/test-94b80f17-fbdf-4e44-bb26-d30528b4d06b.png.296x216.jpg', '公园榕郡装修套三，客厅带阳台！', '公园榕郡  | 3室2厅 | 93平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2011年建板塔结合  -  犀浦', '120万', '单价12904元/平米')
('https://image1.ljcdn.com/510100-inspection/86e7fda2-b7b7-4bcb-8fcc-6fdc450114a7.jpg.296x216.jpg', '海骏达二期 套三双卫，客厅带阳台 东南朝向 满2年', '海骏达蜀都1号凯悦二期  | 3室2厅 | 109平米 | 东南 | 其他 | 有电梯', '低楼层(共30层)2013年建板楼  -  郫县城区', '140万', '单价12845元/平米')
('https://image1.ljcdn.com/510100-inspection/eeaf6b28-fbac-4b98-bb13-732a609bd418.jpg.296x216.jpg', '西郡兰庭124.72平 标准套三双卫 带转角阳台 户型方正', '西郡兰庭  | 3室2厅 | 124.72平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2010年建板楼  -  犀浦', '140万', '单价11226元/平米')
('https://image1.ljcdn.com/510100-inspection/test-445204cd-1e63-4601-8b4e-a87d785a4371.png.296x216.jpg', '对中庭，通透户型，客厅正带阳台，基装保养好', '派克公馆  | 3室2厅 | 130平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2011年建板塔结合  -  成外', '198万', '单价15231元/平米')
('https://image1.ljcdn.com/510100-inspection/36494066-9aa5-455e-aa99-27d9ac857793.jpg.296x216.jpg', '中铁塔米亚 2室1厅 112万', '中铁塔米亚  | 2室1厅 | 78.13平米 | 东南 | 其他 | 有电梯', '低楼层(共18层)2011年建板塔结合  -  成外', '112万', '单价14336元/平米')
('https://image1.ljcdn.com/510100-inspection/f100e317-8635-4814-8373-57d90044162a.jpg.296x216.jpg', '绿地缤纷城A栋+已做好钢架隔层', '绿地缤纷城A栋  | 1室1厅 | 92.74平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)2013年建板塔结合  -  郫县城区', '111万', '单价11969元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload18b112a5-a257-4c8c-8cf3-e62a596f3a6f.jpg.296x216.jpg', '书香套三+全新装修+安静对中庭+采光好', '书香府邸  | 3室2厅 | 139.56平米 | 南 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  成外', '202万', '单价14475元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d7835949-9b19-4af8-b888-a0cccf444e1f.png.296x216.jpg', '新上，西区花园紧凑小套三户型，视野好', '西区花园水云涧  | 3室1厅 | 109.64平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  犀浦', '115万', '单价10489元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1b564e99-a0e4-44f1-aeb4-f7ca93280a98.png.296x216.jpg', '成都后花园三期   装修房  套三双卫', '成都后花园三期  | 3室2厅 | 100.56平米 | 东南 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  成外', '165万', '单价16409元/平米')
('https://image1.ljcdn.com/510100-inspection/test-30cfdb03-9fde-4282-bb14-aa632614f077.png.296x216.jpg', '尚林家园   装修房   客厅朝西南', '尚林家园  | 2室1厅 | 88.34平米 | 西南 | 其他 | 有电梯', '中楼层(共26层)板楼  -  犀浦', '95万', '单价10754元/平米')
('https://image1.ljcdn.com/510100-inspection/test-490af67c-a838-41b8-bce8-520206e916b8.png.296x216.jpg', '总高6层，电梯洋房，自住装修，看房方便！', '中铁瑞景茗城二期  | 3室2厅 | 109.6平米 | 东 | 其他 | 有电梯', '中楼层(共6层)暂无数据  -  郫县城区', '133万', '单价12136元/平米')
('https://image1.ljcdn.com/510100-inspection/test-85857c6f-bdaa-4cad-a7fe-4bc2f1020a63.png.296x216.jpg', '海骏达蜀都一号北区标准套二满两年', '海骏达蜀都1号一期北区  | 2室2厅 | 70.59平米 | 东北 | 其他 | 有电梯', '低楼层(共30层)2013年建塔楼  -  郫县城区', '89.8万', '单价12722元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7c2653d5-1dda-4531-9bbe-e78c7e1d4dec.png.296x216.jpg', '华润橡树湾，装修套三，三室俩厅一厨一卫。高楼层', '华润橡树湾B区  | 3室2厅 | 62.4平米 | 西北 | 其他 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '115万', '单价18430元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8a8660ca-f646-4ccc-a4f3-50776bae4550.png.296x216.jpg', '国安尚郡 套一  客厅和卧室都带阳台', '国安尚郡  | 1室1厅 | 56.34平米 | 西南 | 其他 | 有电梯', '中楼层(共16层)2007年建板楼  -  郫县城区', '52万', '单价9230元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload2626027b-b812-4a4f-a859-5f54fcf252b7.jpg.296x216.jpg', '郫县东门地段，未来城精装套二，东南朝向对小区中庭。', '中信未来城南区  | 2室1厅 | 79.15平米 | 西南 | 简装 | 有电梯', '中楼层(共33层)2013年建塔楼  -  郫县城区', '92万', '单价11624元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9f7c7259-2f19-4658-a3c2-8787d14e253b.png.296x216.jpg', '正对小区中庭，户型方正，视野很好', '傲城  | 3室2厅 | 100.22平米 | 西 | 其他 | 有电梯', '低楼层(共31层)2015年建板楼  -  犀浦', '166万', '单价16564元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload1d49e12e-f170-49b4-a12c-52a924c7c4eb.jpg.296x216.jpg', '城西阳光+标准套二+电梯+诚心出售', '城西阳光  | 2室2厅 | 85.33平米 | 西南 | 简装 | 有电梯', '中楼层(共15层)2010年建塔楼  -  犀浦', '110万', '单价12892元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1be37bfd-2950-415b-b342-7f828e3de808.png.296x216.jpg', '华润橡树湾A区，精装套三出售。', '华润橡树湾A区  | 3室2厅 | 54平米 | 东南 | 其他 | 有电梯', '高楼层(共34层)2013年建板塔结合  -  橡树湾', '125万', '单价23149元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a8d83c06-1e87-46ee-b506-764479e73940.png.296x216.jpg', '正成名城左岸 套二 有装修 客厅对小区游泳池', '正成名城左岸  | 2室1厅 | 77.5平米 | 东南 | 其他 | 有电梯', '低楼层(共27层)2008年建塔楼  -  红光', '81万', '单价10452元/平米')
('https://image1.ljcdn.com/510100-inspection/test-39119155-33ed-4e0f-98c9-61367b468c2b.png.296x216.jpg', '装修套二，房屋满两年，中间楼层。', '华润橡树湾B区  | 2室1厅 | 51.34平米 | 西北 | 其他 | 有电梯', '中楼层(共34层)2013年建板塔结合  -  橡树湾', '96万', '单价18699元/平米')
('https://image1.ljcdn.com/510100-inspection/a6f78a8f-a508-4a66-8a84-7d7fb90ca4d1.JPG.296x216.jpg', '犀浦电梯洋房 带装修 带花园 可以入住', '中铁伊萨贝拉  | 5室3厅 | 206平米 | 东南 | 精装 | 有电梯', '高楼层(共8层)2010年建板楼  -  犀浦', '320万', '单价15534元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload066d07f0-a9be-4fdc-ae21-7c9e0956ed53.jpg.296x216.jpg', '西城雅居+新上+简装套三单卫+满2年', '西城雅居  | 3室1厅 | 88.94平米 | 西南 | 其他 | 有电梯', '中楼层(共17层)2009年建板楼  -  红光', '82万', '单价9220元/平米')
('https://image1.ljcdn.com/510100-inspection/test-91a68686-2341-4941-b9e8-cfd415cb547a.png.296x216.jpg', '万基金蓝湾 简装修 满两年 正对中庭 中间楼层', '万基金蓝湾  | 1室1厅 | 34.38平米 | 东南 | 简装 | 有电梯', '中楼层(共18层)2009年建板塔结合  -  红光', '29万', '单价8436元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f03e0680-3cf4-4e74-9071-72d62bdd208b.png.296x216.jpg', '标准套三 东南朝向对小区中庭 采光好 诚心出售', '华润橡树湾B区  | 3室2厅 | 62.5平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2013年建板塔结合  -  橡树湾', '118万', '单价18880元/平米')
('https://image1.ljcdn.com/510100-inspection/b31878a3-a235-4d2c-bcf1-3d65fcfff850.JPG.296x216.jpg', '百草路 装修两房 带租约 正对小区中庭', '书香府邸二期英伦  | 2室1厅 | 95.27平米 | 东北 | 其他 | 有电梯', '中楼层(共16层)2011年建板楼  -  成外', '158万', '单价16585元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e5f3dd00-c145-49c7-893b-66874b66efb0.png.296x216.jpg', '伊萨贝拉精装套一改套二                    。', '中铁伊萨贝拉  | 1室1厅 | 68.45平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2010年建板楼  -  犀浦', '76万', '单价11103元/平米')
('https://image1.ljcdn.com/510100-inspection/eeb8af6a-6a17-46e6-aef8-58475e689c46.jpg.296x216.jpg', '精装大套四，  满 两年免增值税', '精城名典  | 3室2厅 | 144平米 | 东 | 毛坯 | 无电梯', '高楼层(共6层)2006年建板楼  -  郫县城区', '155万', '单价10764元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload17270722-1f36-433e-8764-f36933830ea2.JPG.296x216.jpg', '蓝光装修套三双卫，保养好，对空地', '蓝光幸福满庭  | 3室1厅 | 81.3平米 | 西北 | 其他 | 有电梯', '中楼层(共26层)2015年建板塔结合  -  犀浦', '139万', '单价17098元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7256618d-9b67-4e07-b0b5-dd34e1630e91.png.296x216.jpg', '环境舒适的精装套二，凤凰国际城经典户型。', '华侨凤凰国际城  | 2室2厅 | 86.9平米 | 西南 | 其他 | 有电梯', '低楼层(共25层)2016年建板楼  -  郫县城区', '108万', '单价12429元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c50050e6-cd4b-4810-8634-6f949112cf69.png.296x216.jpg', '成都后花园三期 4室1厅 200万', '成都后花园三期  | 4室1厅 | 112.85平米 | 南 | 其他 | 有电梯', '高楼层(共25层)2012年建塔楼  -  成外', '200万', '单价17723元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4cb9dbe0-e400-4503-a867-42620ca1b02e.png.296x216.jpg', '龙城国际+套二精装修+视野开阔', '龙城国际  | 2室2厅 | 78.99平米 | 东北 | 其他 | 有电梯', '高楼层(共33层)2013年建板塔结合  -  橡树湾', '130万', '单价16458元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8910aefa-bd56-4bcd-81c2-1f75563190c8.png.296x216.jpg', '合能四季城一期+简装+满两年+带家具家电', '合能四季城一期  | 3室2厅 | 79.82平米 | 西南 | 其他 | 有电梯', '高楼层(共28层)2013年建板塔结合  -  犀浦', '120万', '单价15034元/平米')
('https://image1.ljcdn.com/510100-inspection/4aa04007-583f-4a96-9ebc-cd21f32c5103.jpg.296x216.jpg', '楼层好，中间楼层，视野好，采光好，装修保养极好。', '龙湖弗莱明戈二期  | 2室1厅 | 72平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2012年建板塔结合  -  郫县城区', '95万', '单价13195元/平米')
('https://image1.ljcdn.com/510100-inspection/89f862d0-7230-49c6-a731-6edd42ac0e81.jpg.296x216.jpg', '龙湖弗莱明戈 通透户型 中间楼层 开发商统一精装', '龙湖弗莱明戈一期  | 3室2厅 | 91.73平米 | 东南 | 其他 | 有电梯', '中楼层(共34层)2012年建板楼  -  郫县城区', '145万', '单价15808元/平米')
