('https://image1.ljcdn.com/340100-inspection/140b7668-86a7-4d29-bd92-5990a7ee96e1.JPG.296x216.jpg', '琥珀名城沁园 3室1厅 130万', '琥珀名城沁园  | 3室1厅 | 95.84平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  龙岗', '130万', '单价13565元/平米')
('https://image1.ljcdn.com/340100-inspection/34639741-cba9-4275-9446-12ec791fec5f.jpg.296x216.jpg', '红旗村长淮地铁口  精装修  交通便利', '红旗村  | 3室2厅 | 125.72平米 | 南 | 精装', '中楼层(共6层)2000年建板楼  -  胜利路', '141万', '单价11216元/平米')
('https://image1.ljcdn.com/340100-inspection/3c6d1a7b-b4e6-4dda-b571-a50399df307c.JPG.296x216.jpg', '临泉路 安徽大市场 瑶海万达旁香格里拉花园 毛坯三房', '香格里拉花园  | 3室2厅 | 93平米 | 南 北 | 其他', '低楼层(共6层)2008年建板楼  -  方庙', '120万', '单价12904元/平米')
('https://image1.ljcdn.com/340100-inspection/d9066bff-d333-4dd1-93d0-c8e66a39fe56.jpg.296x216.jpg', '交通便利  采光无遮挡  小区环境优美 随时看房', '华源国际城  | 2室2厅 | 98平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  和平路', '155万', '单价15817元/平米')
('https://image1.ljcdn.com/340100-inspection/340d34e7-1ebe-4741-adcb-daa221609209.JPG.296x216.jpg', '琥珀名城沁园 2室2厅 120万', '琥珀名城沁园  | 2室2厅 | 86.57平米 | 南 | 其他', '中楼层(共16层)2009年建塔楼  -  龙岗', '120万', '单价13862元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload62358b8a-41a3-418f-89a7-0f939bac0252.JPG.296x216.jpg', '满五年 电梯中间楼层 南北通透 采光充足 业主诚售', '隆庭佳苑  | 3室2厅 | 124.91平米 | 南 北 | 其他', '高楼层(共11层)2004年建板楼  -  城东', '185万', '单价14811元/平米')
('https://image1.ljcdn.com/340100-inspection/6a9bbb7c-80f8-4de8-96c1-a20dd32b3c6c.JPG.296x216.jpg', '纺织二村 2室1厅 65万', '纺织二村  | 2室1厅 | 50.93平米 | 南 | 其他', '高楼层(共6层)2000年建板楼  -  和平路', '65万', '单价12763元/平米')
('https://image1.ljcdn.com/340100-inspection/3a4b6f64-9103-4c27-982c-5b85ea66c741.jpg.296x216.jpg', '锦绣嘉苑   适合单身或情侣居住', '锦绣嘉苑  | 1室1厅 | 59.39平米 | 南 | 其他', '中楼层(共34层)塔楼  -  三里街', '65万', '单价10945元/平米')
('https://image1.ljcdn.com/340100-inspection/91d81855-b9c1-4d78-abb5-d94289434548.jpg.296x216.jpg', '满两年 高层视野好 业主诚心出售看房方便', '金色地带  | 1室0厅 | 37.57平米 | 西 | 简装', '高楼层(共27层)2013年建板楼  -  三里街', '43万', '单价11446元/平米')
('https://image1.ljcdn.com/340100-inspection/efce3b5c-56b8-4e39-91bd-cebe90df9298.jpg.296x216.jpg', '金色地带 两房 交通出行方便 物业管理好 位置佳', '金色地带  | 2室2厅 | 82平米 | 南 | 其他', '高楼层(共27层)2013年建板楼  -  三里街', '103万', '单价12561元/平米')
('https://image1.ljcdn.com/340100-inspection/d13865c5-a89f-432e-be6d-0ea69f0e3244.jpg.296x216.jpg', '宝文国际大厦 *写字楼 电梯房 精装修 业主诚售', '宝文国际大厦  | 1室1厅 | 60.43平米 | 西南 | 精装', '低楼层(共30层)塔楼  -  长淮', '53万', '单价8771元/平米')
('https://image1.ljcdn.com/340100-inspection/83ac9d37-c8e5-4bb7-a21a-c7de96cf5919.JPG.296x216.jpg', '福海新居 4室2厅 105万', '福海新居  | 4室2厅 | 105平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  七里站', '105万', '单价10000元/平米')
('https://image1.ljcdn.com/340100-inspection/c2af7d26-c291-4846-b3a6-4c126209aad4.JPG.296x216.jpg', '精装修两房，出门就是2号线，小区环境优美，配套完善', '琥珀名城和园  | 2室2厅 | 85平米 | 南 | 其他', '低楼层(共23层)2012年建塔楼  -  龙岗', '105万', '单价12353元/平米')
('https://image1.ljcdn.com/340100-inspection/b0a3a909-faef-46ae-9ce2-73e85b05cbe1.JPG.296x216.jpg', '皇马花园 2室1厅 78万', '皇马花园  | 2室1厅 | 63.44平米 | 南 | 其他', '低楼层(共11层)塔楼  -  龙岗', '78万', '单价12296元/平米')
('https://image1.ljcdn.com/340100-inspection/1738bf2b-ec95-4d64-8917-c31341f405c6.JPG.296x216.jpg', '优质小区  满五唯一  可拎包入住  使用面积大', '江晨园  | 2室2厅 | 110.13平米 | 南 | 其他', '低楼层(共18层)2006年建塔楼  -  铜陵路', '138万', '单价12531元/平米')
('https://image1.ljcdn.com/340100-inspection/3d00c2af-4f58-41fe-b90a-e697923ef0ea.JPG.296x216.jpg', '华业苑 2室1厅 115万', '华业苑  | 2室1厅 | 80.32平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  和平路', '115万', '单价14318元/平米')
('https://image1.ljcdn.com/340100-inspection/d5fdc4d9-ea1c-4d32-b4e3-5a0dd480561f.JPG.296x216.jpg', '琥珀名城沁园 2室2厅 123万', '琥珀名城沁园  | 2室2厅 | 89.25平米 | 南 | 其他', '低楼层(共15层)2009年建塔楼  -  龙岗', '123万', '单价13782元/平米')
('https://image1.ljcdn.com/340100-inspection/a24468d3-2de9-4096-88c2-2f16bea10bf4.JPG.296x216.jpg', '东景苑 2室1厅 70万', '东景苑  | 2室1厅 | 58.02平米 | 西 | 其他', '中楼层(共25层)塔楼  -  龙岗', '70万', '单价12065元/平米')
('https://image1.ljcdn.com/340100-inspection/fb44b791-398f-4c5c-9688-7d422475056d.jpg.296x216.jpg', '信地藏龙阁，精装修三房，采光无遮挡', '信地藏龙阁  | 3室2厅 | 94.07平米 | 南 | 其他', '高楼层(共27层)2016年建塔楼  -  三里街', '165万', '单价17541元/平米')
('https://image1.ljcdn.com/340100-inspection/29cb15ee-2225-4a1c-96f4-e9cf51f89838.jpg.296x216.jpg', '小区 绿化高 光照好交通方便 刚翻新', '红星村  | 2室1厅 | 49.6平米 | 南 | 其他', '高楼层(共6层)1988年建板楼  -  长淮', '53万', '单价10686元/平米')
('https://image1.ljcdn.com/340100-inspection/b2e4ae29-8660-4a8c-ac4b-992ee7aaa77a.jpg.296x216.jpg', '满五年且唯一 南北通透 无个税 采光好', '宝业城市绿苑北区  | 4室2厅 | 108.51平米 | 南 北 | 其他', '高楼层(共6层)2008年建板楼  -  和平路', '140万', '单价12903元/平米')
('https://image1.ljcdn.com/340100-inspection/1e661316-741d-4095-be1e-688978a2934f.jpg.296x216.jpg', '电梯小两房 简单装修，户型好   采光足', '新海家园A区  | 2室1厅 | 63.6平米 | 南 北 | 其他', '低楼层(共11层)2010年建塔楼  -  红光', '75万', '单价11793元/平米')
('https://image1.ljcdn.com/340100-inspection/1ca03fe9-6118-4f8c-ac1b-35c61fcbe63a.jpg.296x216.jpg', '园林都市 3室2厅 95万', '园林都市  | 3室2厅 | 84.64平米 | 南 | 其他', '高楼层(共18层)2008年建板楼  -  铜陵路', '95万', '单价11225元/平米')
('https://image1.ljcdn.com/340100-inspection/02a08f7c-b93e-40e5-ae5e-24d86c35cf7e.jpg.296x216.jpg', '临淮路 交通便利 房间配套齐全 拎包入住 随时看房', '铭座大厦  | 1室0厅 | 73.25平米 | 西 | 其他', '高楼层(共29层)2007年建塔楼  -  三里街', '80万', '单价10922元/平米')
('https://image1.ljcdn.com/340100-inspection/7baa103d-963e-48ca-b4ea-dcd7d213d734.jpg.296x216.jpg', '森海豪庭，精装三室，家电家具齐全，看房方便', '森海豪庭  | 3室2厅 | 130.38平米 | 南 | 其他', '低楼层(共11层)2004年建板楼  -  方庙', '160万', '单价12272元/平米')
('https://image1.ljcdn.com/340100-inspection/e2979a86-9c34-4740-bfda-594f7be77254.jpg.296x216.jpg', '鼎元府邸 3室1厅 185万', '鼎元府邸  | 3室1厅 | 92.92平米 | 南 | 其他', '高楼层(共33层)2011年建塔楼  -  和平路', '185万', '单价19910元/平米')
('https://image1.ljcdn.com/340100-inspection/a05362cd-0753-4181-a16b-1cfe4dbca74c.jpg.296x216.jpg', '御景湾 2室2厅 2室  精装修 满5年 拎包入住', '御景湾  | 2室2厅 | 90.87平米 | 南 | 其他', '高楼层(共33层)2009年建板塔结合  -  明光路', '175万', '单价19259元/平米')
('https://image1.ljcdn.com/340100-inspection/14309659-6541-4c95-a522-a464f91eecfc.jpg.296x216.jpg', '御景湾经典三房 位置好 采光佳 业主诚意出售 看房方便', '御景湾  | 3室2厅 | 104.48平米 | 南 | 其他', '中楼层(共31层)2009年建塔楼  -  明光路', '205万', '单价19621元/平米')
('https://image1.ljcdn.com/340100-inspection/353c025b-b699-493d-b687-cfce2fe11145.JPG.296x216.jpg', '满五唯一 采光无遮挡，户型方正，配套齐全', '花溪新村  | 3室1厅 | 71.99平米 | 南 北 | 其他', '中楼层(共6层)2000年建板楼  -  铜陵路', '91万', '单价12641元/平米')
('https://image1.ljcdn.com/340100-inspection/2cc14e3e-2a10-4395-9e1e-df295f7b0d05.jpg.296x216.jpg', '宝业东城广场 3室2厅 165万', '宝业东城广场  | 3室2厅 | 96.74平米 | 南 北 | 其他', '中楼层(共33层)2014年建塔楼  -  铜陵路', '165万', '单价17057元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload2304e14f-5845-4482-b42d-51388d649ca4.JPG.296x216.jpg', '北一环 蓝光时代红街 精装两房 采光充足 看房方便', '蓝光时代红街  | 2室1厅 | 57.06平米 | 西北 | 其他', '低楼层(共34层)暂无数据  -  嘉山路', '87万', '单价15248元/平米')
('https://image1.ljcdn.com/340100-inspection/3a4ac62f-8a99-4a17-83a0-af4e9e41d9bc.JPG.296x216.jpg', '鸿兴苑 3室2厅 151万', '鸿兴苑  | 3室2厅 | 120.4平米 | 南 | 其他', '低楼层(共11层)塔楼  -  嘉山路', '151万', '单价12542元/平米')
('https://image1.ljcdn.com/340100-inspection/92696c06-be3c-474b-97c9-4364df46a0af.JPG.296x216.jpg', '宝业东城广场商圈电梯房新苑小区一居室有燃气带阳台', '新苑小区  | 1室1厅 | 48.28平米 | 东 | 其他', '高楼层(共24层)暂无数据  -  铜陵路', '60万', '单价12428元/平米')
('https://image1.ljcdn.com/340100-inspection/5e7f67c1-5aa1-4722-b8f2-2653259cf9d2.JPG.296x216.jpg', '新海家园A区 三房 楼层佳采光好 单价低 配套齐全', '新海家园A区  | 3室2厅 | 115.12平米 | 南 | 其他', '中楼层(共11层)2010年建塔楼  -  红光', '118万', '单价10251元/平米')
('https://image1.ljcdn.com/340100-inspection/b889e2c8-0659-4f5d-a8f9-9d5ea52d1ddb.jpg.296x216.jpg', '御景湾 公寓房 万达广场 单价低 业主诚售', '御景湾  | 1室1厅 | 46.91平米 | 北 | 其他', '高楼层(共24层)2009年建塔楼  -  明光路', '36.6万', '单价7803元/平米')
('https://image1.ljcdn.com/340100-inspection/8a953f53-8569-4ea4-bc82-56f1bffd008c.JPG.296x216.jpg', '恒大品质，适合追求生活品质的客户，周边配套设施齐全', '恒大城  | 3室2厅 | 137.41平米 | 南 | 其他', '低楼层(共32层)2013年建板楼  -  龙岗', '145万', '单价10553元/平米')
('https://image1.ljcdn.com/340100-inspection/ffb867c4-4bcd-4c0d-819e-5d0346ad3b46.JPG.296x216.jpg', '中间楼层，采光，位置佳，楼栋位置安静', '华都城市花园  | 3室2厅 | 132.67平米 | 南 | 其他', '中楼层(共6层)板楼  -  龙岗', '146万', '单价11005元/平米')
('https://image1.ljcdn.com/340100-inspection/7d129d42-5c8d-4cbc-b573-34e8c3623ab8.JPG.296x216.jpg', '精装修三房    楼层佳   满五少税  业主诚售 随时看房', '斯瑞新景苑  | 3室2厅 | 113平米 | 南 北 | 其他', '高楼层(共6层)板楼  -  龙岗', '125万', '单价11062元/平米')
('https://image1.ljcdn.com/340100-inspection/adcf6404-8095-4295-8a59-8b2126f5bad8.JPG.296x216.jpg', '汪塘南区 2室1厅 78万', '汪塘南区  | 2室1厅 | 62平米 | 南 | 其他', '低楼层(共6层)板楼  -  铜陵路', '78万', '单价12581元/平米')
('https://image1.ljcdn.com/340100-inspection/bbb88080-3c61-40d9-9342-b1ed01663a38.JPG.296x216.jpg', '静安新城南区 4室2厅 100万', '静安新城南区  | 4室2厅 | 91.29平米 | 南 北 | 其他', '高楼层(共7层)塔楼  -  大兴镇', '100万', '单价10955元/平米')
('https://image1.ljcdn.com/340100-inspection/5bef5856-8191-469b-a2f2-2500de99bbfd.jpg.296x216.jpg', '采光好，高楼层，交通便利，看房方便', '万福家园  | 2室1厅 | 74.81平米 | 南 | 其他', '中楼层(共11层)塔楼  -  七里站', '96万', '单价12833元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf076d8b8-dcbd-4119-961d-f2b87b3711c1.JPG.296x216.jpg', '一环边  蓝光时代红街  楼层好  交通便利 配套齐全', '蓝光时代红街  | 2室2厅 | 57.62平米 | 西北 | 其他', '高楼层(共34层)暂无数据  -  嘉山路', '82万', '单价14232元/平米')
('https://image1.ljcdn.com/340100-inspection/f256fea4-0488-415a-8a64-19f66195840a.jpg.296x216.jpg', '教师新村A区经典三房，楼层好，采光佳，房型合理', '教师新村  | 3室2厅 | 99.76平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  明光路', '159万', '单价15939元/平米')
('https://image1.ljcdn.com/340100-inspection/462e1fc4-4c9e-42e5-99e0-3430d78a6b2e.JPG.296x216.jpg', '花溪新村 3室1厅 87万', '花溪新村  | 3室1厅 | 71.99平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  铜陵路', '87万', '单价12086元/平米')
('https://image1.ljcdn.com/340100-inspection/5b3f1abc-59d3-4b12-a97e-c1a5b389f80f.JPG.296x216.jpg', '裕丰花市 西子银马公寓 精装 家电齐全 拎包入住', '西子银马公寓  | 2室1厅 | 67平米 | 南 | 其他', '高楼层(共17层)2011年建板塔结合  -  城东', '116万', '单价17314元/平米')
('https://image1.ljcdn.com/340100-inspection/5d870276-2955-4e2a-a72b-6b64bad68dd4.jpg.296x216.jpg', '信地城市广场，楼层好，视野广阔，阳光充足，地段繁华', '信地城市广场  | 1室1厅 | 45.39平米 | 东南 | 其他', '低楼层(共32层)2011年建塔楼  -  长淮', '68万', '单价14982元/平米')
('https://image1.ljcdn.com/340100-inspection/bf48f873-5cc1-4232-8659-e972e7648e32.jpg.296x216.jpg', '挑高复式 总价低 户型好 带阳台 信地城市广场', '信地城市广场  | 3室1厅 | 66.83平米 | 西南 | 其他', '中楼层(共20层)2011年建塔楼  -  长淮', '125万', '单价18705元/平米')
('https://image1.ljcdn.com/340100-inspection/3447d713-3f1d-4907-b92f-64c3e43b5b7f.jpg.296x216.jpg', '信地藏龙阁 小区环境好 南北通透 中间层带电梯', '信地藏龙阁  | 3室2厅 | 124.7平米 | 南 北 | 毛坯', '低楼层(共32层)2016年建塔楼  -  三里街', '210万', '单价16841元/平米')
('https://image1.ljcdn.com/340100-inspection/472910a8-4ffb-41c2-8f4b-d3636a76c3dc.JPG.296x216.jpg', '静安瑞泰 2室1厅 115万', '静安瑞泰  | 2室1厅 | 92平米 | 南 | 其他', '高楼层(共6层)板楼  -  龙岗', '115万', '单价12500元/平米')
('https://image1.ljcdn.com/340100-inspection/aef230a5-b72c-4bd7-a1b3-234d6c17a0b3.JPG.296x216.jpg', '琥珀名城茗园 2室2厅 115万', '琥珀名城茗园  | 2室2厅 | 88.06平米 | 南 北 | 其他', '低楼层(共24层)塔楼  -  龙岗', '115万', '单价13060元/平米')
('https://image1.ljcdn.com/340100-inspection/6fe6694b-4319-458b-ba61-e7213c03153c.jpg.296x216.jpg', '新蚌埠路 未来家园 三室 采光好，地理位置优越 公摊小', '未来家园  | 3室1厅 | 120.7平米 | 南 | 其他', '中楼层(共27层)2012年建塔楼  -  长淮', '160万', '单价13257元/平米')
('https://image1.ljcdn.com/340100-inspection/cfcd698e-a688-42ed-abcc-b1d7adcc315d.JPG.296x216.jpg', '上林雅苑 多层三房 精装修 房型漂亮 采光好', '上林雅苑  | 3室2厅 | 89.8平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  龙岗', '100万', '单价11136元/平米')
('https://image1.ljcdn.com/340100-inspection/e6e5cf00-1f1f-489e-b0ed-14cda94e310a.JPG.296x216.jpg', '地理位置优越，楼层采光佳，配套设施齐全，拎包入住', '中翔新东城  | 3室2厅 | 85.86平米 | 南 | 其他', '中楼层(共31层)2011年建塔楼  -  铜陵路', '100万', '单价11647元/平米')
('https://image1.ljcdn.com/340100-inspection/ee3b5ab5-7bfb-42b0-b2e0-d24335478aad.JPG.296x216.jpg', '满五年 南北通透 采光充足 位置好 瑶海万达', '璟泰赢家广场  | 4室2厅 | 244.56平米 | 南 北 | 其他', '高楼层(共11层)塔楼  -  七里站', '235万', '单价9610元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload619406d4-0be2-46c0-a2c0-8e6845d944b9.jpg.296x216.jpg', '安拖生活小区 2室1厅 64万', '安拖生活小区  | 2室1厅 | 63.87平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  和平路', '64万', '单价10021元/平米')
('https://image1.ljcdn.com/340100-inspection/38fcb15c-7269-4218-b9f8-8b1661fd8bb0.JPG.296x216.jpg', '瑶海万达 静安瑞泰 钻石楼层 户型方正 配套成熟', '静安瑞泰  | 2室2厅 | 80平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  龙岗', '90万', '单价11250元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload3cde55b1-950e-4fbb-9f9c-f595793049c4.jpg.296x216.jpg', '凤翔家园 一室一厅一厨一卫 楼层好，采光充足', '凤翔家园  | 1室1厅 | 64.29平米 | 南 | 其他', '高楼层(共18层)塔楼  -  三里街', '90万', '单价14000元/平米')
('https://image1.ljcdn.com/340100-inspection/f5d3854c-c01a-4c0c-84b6-c755e939387a.jpg.296x216.jpg', '大通小区 精装3居室 装修新 带院子 拎包入住', '大通小区  | 3室1厅 | 80平米 | 南 | 其他', '低楼层(共7层)1995年建板楼  -  明光路', '130万', '单价16250元/平米')
('https://image1.ljcdn.com/340100-inspection/e9f81aa6-2144-4c7a-ba68-cba285eebe4a.JPG.296x216.jpg', '满两年，二号线地铁口，新小区。', '柏莊春暖花开  | 4室2厅 | 137.68平米 | 南 | 其他', '低楼层(共33层)2015年建塔楼  -  七里站', '195万', '单价14164元/平米')
('https://image1.ljcdn.com/340100-inspection/7efd81b4-1a09-4e0e-9f51-6c616c1487f7.jpg.296x216.jpg', '楼层好，采光佳，无公摊，房型正，满五年，价格可谈', '群力新村  | 2室1厅 | 66.15平米 | 南 | 其他', '低楼层(共7层)2000年建板楼  -  明光路', '85万', '单价12850元/平米')
('https://image1.ljcdn.com/340100-inspection/12ed6b16-60c9-4258-9ab4-650d22a1710a.jpg.296x216.jpg', '铜陵路 宝业城市绿苑北区 电梯房两室朝南 采光好', '宝业城市绿苑北区  | 2室1厅 | 63.05平米 | 南 | 其他', '低楼层(共18层)2008年建板楼  -  和平路', '94万', '单价14909元/平米')
('https://image1.ljcdn.com/340100-inspection/1118c7b0-4cc8-4cf7-9cef-6636195ca954.JPG.296x216.jpg', '出行方便，低楼层，环境幽静，配套成熟', '屯溪路59号  | 2室1厅 | 66.04平米 | 南 北 | 其他', '低楼层(共6层)暂无数据  -  城东', '100万', '单价15143元/平米')
('https://image1.ljcdn.com/340100-inspection/4d494c16-cac6-4dae-8b8c-a79d496afe18.jpg.296x216.jpg', '华府嘉园  大两室  精装修  交通便利', '华府嘉园  | 2室2厅 | 114.47平米 | 南 | 简装', '低楼层(共6层)2005年建板楼  -  长淮', '150万', '单价13104元/平米')
