('https://image1.ljcdn.com/shfdfs-image/20171130/86c1bddc-d736-4555-9e2e-6148af580ff6.jpg.296x216.jpg', '2016年次新小区，市中牛B住宅，8/10号地铁全南户型', '复兴珑御  | 2室2厅 | 140平米 | 南 | 精装', '中楼层(共32层)板楼  -  老西门', '1730万', '单价123572元/平米')
('https://image1.ljcdn.com/310000-inspection/test-da0a0ce7-ac10-47aa-8dd7-f3af1d96786c.png.296x216.jpg', '近四号线，楼层佳，交通便利，配套齐全', '海南西弄  | 2室1厅 | 52.34平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1985年建板楼  -  蓬莱公园', '470万', '单价89798元/平米')
('https://image1.ljcdn.com/310000-inspection/c68485e6-40bd-4f33-bdc0-db8de594a78f.jpg.296x216.jpg', '丽园路574弄 2室0厅 370万', '丽园路574弄  | 2室0厅 | 48.21平米 | 西南 | 其他 | 无电梯', '中楼层(共7层)1987年建板楼  -  五里桥', '370万', '单价76748元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e2550626-b285-4026-9192-746bd67da33c.png.296x216.jpg', '（思南公馆）（法租品质）（JING致装修）（复兴中路）', '思南公馆  | 3室2厅 | 212平米 | 南 | 精装 | 有电梯', '中楼层(共8层)2010年建板楼  -  淮海中路', '3500万', '单价165095元/平米')
('https://image1.ljcdn.com/310000-inspection/1e584407-8af3-4b8f-8b6e-9cf1e296d4c8.jpg.296x216.jpg', '建德坊 2室2厅 850万', '建德坊  | 2室2厅 | 67.37平米 | 南 | 精装 | 无电梯', '低楼层(共6层)2002年建板楼  -  新天地', '850万', '单价126169元/平米')
('https://image1.ljcdn.com/310000-inspection/test-54e2027f-0d3f-4dd0-ba3d-ca6bbbebf84d.png.296x216.jpg', '明日星城 3室2厅 1080万', '明日星城  | 3室2厅 | 121.38平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2002年建板楼  -  董家渡', '1080万', '单价88977元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170309/44dbe0ea-97c7-4bec-bde4-dcbb433a1783.jpg.296x216.jpg', '景观房，带大露台，顶楼复式！稀/缺！看房方便。', '太阳都市花园  | 4室2厅 | 278平米 | 南 | 精装 | 有电梯', '高楼层(共33层)1999年建塔楼  -  豫园', '2500万', '单价89929元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fd9b879a-f8f2-4d40-a41d-20612597073d.png.280x210.jpg', '满五年好房推荐：低总价2房，全明格局，业主诚意出售', '斜土路486弄  | 2室1厅 | 50.26平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1984年建板楼  -  五里桥', '380万', '单价75607元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5980c4bb-c675-4755-9f93-c7a71af107f0.png.296x216.jpg', '惠达大厦 1室2厅 680万', '惠达大厦  | 1室2厅 | 84.19平米 | 东 | 精装 | 有电梯', '高楼层(共15层)2003年建塔楼  -  老西门', '680万', '单价80770元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160320/a34a7211-884c-41b4-96b9-f171cd106368.jpg.296x216.jpg', '南北通大四房＋满五少税＋带车位＋看房随时', '黄浦新苑(公寓)  | 4室2厅 | 169.2平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2001年建板楼  -  蓬莱公园', '1550万', '单价91608元/平米')
('https://image1.ljcdn.com/310000-inspection/test-004098bb-5aee-440a-a871-4fb013cbd84e.png.296x216.jpg', '10年次新房 高区南北通透 看房方便 带车位', '浦江公馆  | 3室2厅 | 194.11平米 | 南 | 精装 | 有电梯', '高楼层(共26层)2010年建板楼  -  黄浦滨江', '2300万', '单价118490元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadb01f1607-029b-4ab2-be49-9927fa03a42a.jpg.296x216.jpg', '全新装修+板式小高层+南北通户型+双轨交通+金融街', '明日星城  | 3室2厅 | 117.44平米 | 南 | 精装 | 有电梯', '中楼层(共7层)2001年建板楼  -  董家渡', '1045万', '单价88982元/平米')
('', '高区视野开阔可看江景，满五唯一，诚意出售！！', '豫欣公寓  | 3室2厅 | 144.14平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2002年建塔楼  -  蓬莱公园', '1160万', '单价80478元/平米')
('https://image1.ljcdn.com/shfdfs-image/03/080811150853E5DE959B4356A711EDB5/20120705115209437MN277RGRF8E94LE/201303091001136964990.jpg.296x216.jpg', '打浦桥商圈，板式楼全南一房，户型正可改两房，物业好', '大同花园北区  | 1室2厅 | 73.62平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2003年建板楼  -  打浦桥', '699万', '单价94948元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161105/5b9357b0-1b52-4b9c-b8a1-08d7e86958d1.jpg.296x216.jpg', '婚房装修+高区景观+江景房+业主诚意+看房方便+满五年', '新华南园大厦  | 1室2厅 | 75.42平米 | 东南 | 精装 | 有电梯', '中楼层(共28层)2004年建塔楼  -  世博滨江', '540万', '单价71600元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160921/c258dd4d-69b7-4495-b150-76527824702a.jpg.296x216.jpg', '黄浦江畔 高区景观大平层 边间三面采光  仅此一套', '融创滨江壹号院  | 3室2厅 | 218.91平米 | 西南 | 精装 | 有电梯', '高楼层(共38层)2012年建板楼  -  世博滨江', '2250万', '单价102782元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload51edcae7-24d8-48c8-838e-997e7171662f.jpg.296x216.jpg', '太阳都市花园 3室2厅 1390万', '太阳都市花园  | 3室2厅 | 156.61平米 | 西南 | 精装 | 有电梯', '中楼层(共33层)1999年建塔楼  -  豫园', '1390万', '单价88756元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/29d0e4cb-1637-446f-9ffe-8c4159fc6f07.png.280x210.jpg', '3楼，朝南，满五唯一，看房方便', '西凌新邨  | 1室1厅 | 47.03平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  蓬莱公园', '410万', '单价87179元/平米')
('https://image1.ljcdn.com/310000-inspection/test-b87a8efe-02e9-4439-ac6a-45ee685dc9e5.png.296x216.jpg', '咫尺外滩+百年南京路+2条metro+半年前新装修+采光好', '山北小区  | 1室1厅 | 43.3平米 | 南 | 精装 | 有电梯', '高楼层(共7层)1987年建板楼  -  南京东路', '390万', '单价90070元/平米')
('https://image1.ljcdn.com/310000-inspection/b36237d2-a921-40df-a4ff-fae52ad02088.jpg.296x216.jpg', '1999年房龄 内环小户型 精装修 业主诚意！满五年！', '瞿西新村  | 1室0厅 | 32.58平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  打浦桥', '265万', '单价81339元/平米')
('https://image1.ljcdn.com/310000-inspection/ffbe881e-8679-4aec-bbcf-d53cf0a53a10.jpg.296x216.jpg', '内环内  低总价复式小户型   70年住宅产权  近地铁', '中福花苑  | 1室1厅 | 42.46平米 | 北 | 简装 | 有电梯', '高楼层(共15层)2003年建板楼  -  蓬莱公园', '370万', '单价87141元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171211/0892449d-5cb9-4003-bdcd-7187f9459ab4.jpg.296x216.jpg', '双南卧室   全明户型 高区景观 业主诚意出售', '阳光翠竹苑  | 2室2厅 | 93平米 | 西南 | 精装 | 有电梯', '高楼层(共34层)2004年建塔楼  -  董家渡', '880万', '单价94624元/平米')
('https://image1.ljcdn.com/310000-inspection/d17e61c1-08f4-47b6-b618-d10951fac165.jpg.296x216.jpg', '合肥路366弄 2室0厅 480万', '合肥路366弄  | 2室0厅 | 46.71平米 | 东 北 | 简装', '低楼层(共1层)暂无数据  -  新天地', '480万', '单价102762元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20160905/8dcef0f6-a284-4b59-acf7-fe904a2a0d49.jpg.280x210.jpg', '480万南北通三房+满五年唯一+出门地铁+单价低', '打浦路339弄  | 3室0厅 | 72.72平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1982年建板楼  -  打浦桥', '480万', '单价66007元/平米')
('', '一楼带10平天井，厨卫全明，朝南一室半！看房方便！', '西凌新邨  | 1室1厅 | 38.9平米 | 南 | 简装 | 有电梯', '低楼层(共7层)1992年建板楼  -  蓬莱公园', '320万', '单价82263元/平米')
('https://image1.ljcdn.com/310000-inspection/test-57a00a82-8f6a-4bd0-b642-e5bbb10392ce.png.296x216.jpg', '低于市场50万+小区配套完善+满五唯一+地铁8，10号线', '人民大楼  | 2室0厅 | 66.75平米 | 南 | 精装 | 有电梯', '中楼层(共17层)1987年建塔楼  -  豫园', '750万', '单价112360元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170426/f73606ae-a41d-43d9-a267-8340da0a8574.jpg.296x216.jpg', '打浦桥最安静板楼大三房 欧式装修 信任委托 正看花园', '东泰花苑  | 3室2厅 | 143.65平米 | 南 | 精装 | 有电梯', '低楼层(共8层)2002年建板楼  -  打浦桥', '1350万', '单价93979元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d0d848cd-c1e5-4641-9810-7b41fffa4a12.png.296x216.jpg', '外滩板块、高区全南2房，前排无遮挡、精装自住，', '滨江名人苑  | 2室2厅 | 102.5平米 | 南 | 精装 | 有电梯', '高楼层(共31层)板楼  -  黄浦滨江', '980万', '单价95610元/平米')
('https://image1.ljcdn.com/310000-inspection/test-0e6bcfb1-f4c3-4856-963d-d0c48bdb5c80.png.296x216.jpg', '大同一号楼 笋盘 安静不吵 高区视野棒 适宜婚房 急售', '大同花园南区  | 2室2厅 | 93.55平米 | 西南 | 简装 | 有电梯', '高楼层(共37层)1999年建板楼  -  打浦桥', '840万', '单价89792元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e7f5316a-2f3a-49b9-9afb-b188529ec4bb.png.296x216.jpg', '业主置换定好新房诚意出售+价格可谈+有钥匙看房方便', '沧海苑  | 3室2厅 | 144.77平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2000年建板楼  -  老西门', '999万', '单价69007元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160825/33694b7a-39a5-45b0-8826-0bfc8714a74f.jpg.296x216.jpg', '精装、正气户型！沐浴阳光、南面一览太平湖！可谈可看', '锦麟天地雅苑  | 4室2厅 | 260.44平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)2005年建板楼  -  新天地', '5000万', '单价191983元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170504/f5092a46-67ba-4c8c-9885-8c79901cf533.jpg.296x216.jpg', '近9号线打浦桥站，南北通大三房，诚意出售，无遮挡', '大同花园南区  | 3室2厅 | 154.89平米 | 南 | 精装 | 有电梯', '低楼层(共35层)2001年建板楼  -  打浦桥', '1220万', '单价78766元/平米')
('https://image1.ljcdn.com/310000-inspection/d59b07c8-784f-4698-97ad-d5f393596a88.jpg.296x216.jpg', '满五唯一随时可看，采光好，近地铁', '陕西南路271弄  | 2室0厅 | 46.5平米 | 东 | 精装 | 无电梯', '中楼层(共5层)1991年建板楼  -  淮海中路', '465万', '单价100000元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4a595564-3246-42cc-bf2d-cb899c25b2fd.png.280x210.jpg', '高区南北通两房，全明户型，看房方便。', '海南西弄  | 2室1厅 | 51.15平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  蓬莱公园', '400万', '单价78202元/平米')
('https://image1.ljcdn.com/310000-inspection/test-d2287909-9ef2-4b0e-bec7-123ebeeb2bd8.png.296x216.jpg', '陕西南路271弄，  建国西路双南户型  价格实惠两房', '陕西南路271弄23支弄  | 2室1厅 | 50.2平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1979年建板楼  -  淮海中路', '530万', '单价105578元/平米')
('https://image1.ljcdn.com/310000-inspection/4a019657-f17d-4280-a626-260a5b4272ce.jpg.296x216.jpg', '复兴小区很有价值的一套朝南户型，采光通风好中楼层', '复兴小区  | 1室1厅 | 35.51平米 | 南 | 简装 | 无电梯', '中楼层(共6层)1980年建板楼  -  豫园', '290万', '单价81668元/平米')
('https://image1.ljcdn.com/310000-inspection/test-c7b021ad-1bbc-49dc-95e8-5082ed237bb2.png.296x216.jpg', '年底满五唯一，4-8-13号线地铁+B2车位+婚房装修！', '融创滨江壹号院  | 3室2厅 | 217.91平米 | 西南 | 精装 | 有电梯', '低楼层(共38层)2012年建板楼  -  世博滨江', '2250万', '单价103254元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180104/9e5624f2-a4d0-4a7f-8712-395aa40716de.jpg.296x216.jpg', '东业大厦 高区2房 总价低 外滩板块 业主诚售 电梯房', '东业大厦  | 3室2厅 | 99.79平米 | 南 | 简装 | 有电梯', '高楼层(共16层)2001年建板楼  -  豫园', '880万', '单价88186元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3446b3c3-7b6c-4f1d-88a1-c5519e082d6d.png.280x210.jpg', '淮海路段，新天地淮海路双商圈，交通便利。看房方便', '淮海大厦  | 2室1厅 | 77.42平米 | 东北 | 简装 | 有电梯', '中楼层(共30层)1992年建板楼  -  新天地', '700万', '单价90416元/平米')
('https://image1.ljcdn.com/shfdfs-image/20151115/06097206-d18c-450a-8997-f4cd6c88df5b.jpg.296x216.jpg', '精装小三房，总价低，三房朝南，业主诚意出售', '陆兴小区  | 3室2厅 | 74.55平米 | 暂无数据 | 简装 | 无电梯', '高楼层(共6层)1964年建板楼  -  老西门', '600万', '单价80483元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4890cfa0-76d1-48b5-9009-71b84116c9b4.png.296x216.jpg', '小区中间位置高层三房，采光全天，总价低', '黄浦新苑(公寓)  | 3室2厅 | 127.11平米 | 南 | 简装 | 有电梯', '高楼层(共31层)2001年建板楼  -  蓬莱公园', '1125万', '单价88507元/平米')
('https://image1.ljcdn.com/x-se/shfdfs-image/20141201/4709e50a-0c9f-4063-8a3d-ca68d78b6d7b.jpg.280x210.jpg', '07年小区+总价蕞低3房+对口蓬二+南北通带花园+有车位', '士林华苑  | 3室2厅 | 145.18平米 | 南 | 精装 | 有电梯', '低楼层(共23层)2007年建板楼  -  豫园', '1250万', '单价86101元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170424/2e5ebb5d-b55d-4d98-9abb-106569a8fd45.jpg.296x216.jpg', '双南双天井 房东置换 看房方便的', '瑞雪大楼  | 2室1厅 | 57.8平米 | 南 | 简装 | 有电梯', '低楼层(共22层)1991年建塔楼  -  淮海中路', '560万', '单价96886元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5c544f3f-bb2f-4cb9-b8a2-0969b09a3cef.png.296x216.jpg', '品质小区，满五唯一产权清晰，无户口，无抵押，采光好', '明德坊  | 3室2厅 | 125.29平米 | 南 | 精装 | 有电梯', '低楼层(共24层)1999年建板楼  -  打浦桥', '998万', '单价79656元/平米')
('https://image1.ljcdn.com/310000-inspection/test-96f87ef6-9900-46bf-b08b-e4ad56d02ed3.png.296x216.jpg', '思南路上明星楼盘+满五唯一+板式南北通+得房率高', '思南新苑  | 3室2厅 | 177.53平米 | 南 北 | 精装 | 有电梯', '高楼层(共32层)2003年建板楼  -  打浦桥', '1800万', '单价101392元/平米')
('https://image1.ljcdn.com/310000-inspection/75e01c8c-5d37-48fc-9047-867a4dd66dd6.jpg.296x216.jpg', '中山南一路实惠一房、品质小区、交通便宜', '中山南一路1043弄  | 1室1厅 | 35.8平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1984年建板楼  -  打浦桥', '285万', '单价79609元/平米')
('https://image1.ljcdn.com/310000-inspection/c87ff7c2-869a-4c5a-bc17-7a233cef2256.jpg.296x216.jpg', '南北通透，小区环境优雅，房型正气，全天采光~', '紫荆新苑  | 2室2厅 | 90.05平米 | 南 北 | 精装 | 有电梯', '高楼层(共7层)1998年建板楼  -  世博滨江', '800万', '单价88840元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170401/ca679fb8-7473-476b-920d-0afe1d09426c.jpg.296x216.jpg', '电梯朝南的一房，高区看房方便，提前约看。', '西凌新邨  | 1室1厅 | 42.7平米 | 南 | 精装 | 有电梯', '中楼层(共32层)1994年建塔楼  -  蓬莱公园', '375万', '单价87823元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161103/cc403aa2-46e5-4924-8265-db45965b9163.jpg.296x216.jpg', '能在市区，为什么要去中外环！能买独栋就不买平层！', '陆家浜路490弄3号  | 6室4厅 | 400平米 | 南 | 精装', '低楼层(共1层)板楼  -  蓬莱公园', '6500万', '单价162500元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/d936f8ce-095b-437e-9a32-2571e286598a.png.280x210.jpg', '小户型，低总价，满五年，户型好', '北蒙三小区  | 2室1厅 | 42.6平米 | 西南 | 精装 | 有电梯', '高楼层(共7层)1989年建板楼  -  五里桥', '385万', '单价90376元/平米')
('https://image1.ljcdn.com/310000-inspection/test-e4825c44-e07f-4dcd-beb4-60972e2ad504.png.296x216.jpg', '全装修两房、满五年、诚意出售、全明户型、看房随时', '申江新苑,  | 2室1厅 | 91.59平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2006年建板楼  -  黄浦滨江', '895万', '单价97719元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160922/452c00ac-052f-4ec7-a5fa-6c1781406122.jpg.296x216.jpg', '此房满五年唯一，面积大，总价低。房龄新！容易贷款！', '丽园路574弄  | 2室1厅 | 51.9平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1988年建板楼  -  五里桥', '430万', '单价82852元/平米')
('https://image1.ljcdn.com/shfdfs-image/20150123/f7aee524-06d3-4cd3-8d4e-5eb29a1977d2.jpg.296x216.jpg', '人气社区 高区两房 框架结构 接受置换 婚房优选', '大同花园南区  | 2室2厅 | 100.98平米 | 西北 | 其他 | 有电梯', '中楼层(共37层)1999年建板楼  -  打浦桥', '850万', '单价84176元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170205/7e2587da-5078-4389-aa3e-2243132ad48a.jpg.296x216.jpg', '人民广场板块，南北通，苏州河景观房，业主急', '水景苑  | 4室2厅 | 178.93平米 | 南 | 简装 | 有电梯', '低楼层(共32层)2002年建板楼  -  人民广场', '1500万', '单价83832元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/5f3cfe5e-4c4b-4a38-b541-88d17b73c1ef.png.280x210.jpg', '满五唯一随时可看，采光好，近地铁', '瑞金二路198弄  | 3室1厅 | 62.96平米 | 东南 | 简装 | 无电梯', '中楼层(共5层)板楼  -  淮海中路', '598万', '单价94981元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/12b1b263-8cf2-4fd2-a445-584f364ea932.png.280x210.jpg', '近卢湾一中.心、凯德龙之梦旁、全南2房、9/10/13号线', '健乐小区  | 2室0厅 | 57.65平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1984年建板楼  -  新天地', '620万', '单价107546元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload0d791cff-bcc7-4973-9a07-952aa5eb46a7.jpg.296x216.jpg', '（采光无遮挡）（东边套南北通）（售后公房随时看房）', '斜土路262弄  | 2室1厅 | 43.12平米 | 南 | 毛坯 | 无电梯', '高楼层(共6层)1985年建板楼  -  五里桥', '380万', '单价88127元/平米')
