('https://image1.ljcdn.com/210200-inspection/test-17f96236-17af-40cd-aa32-b43cc0d2e7a8.png.296x216.jpg', '大华精装修三室,拎包即住,随时看房.', '大华锦绣华城一期  | 3室2厅 | 91.35平米 | 南 北 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  庙岭', '235万', '单价25726元/平米')
('https://image1.ljcdn.com/210200-inspection/a858ad7e-23b2-4be0-8631-eba8620028a8.JPG.296x216.jpg', '新新园一期 4室2厅 190万', '新新园一期  | 4室2厅 | 160.74平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  庙岭', '190万', '单价11821元/平米')
('https://image1.ljcdn.com/210200-inspection/685cc63e-9f51-4e5c-8b4e-4d06533ce62e.jpg.296x216.jpg', '数码广场软件园一室一厅装修保持好房子', '软景E居  | 1室1厅 | 47.41平米 | 东北 | 其他 | 有电梯', '低楼层(共31层)2011年建板楼  -  软件园', '141万', '单价29741元/平米')
('https://image1.ljcdn.com/210200-inspection/test-05c3a39b-d925-4202-aeea-309e80fb22e5.png.296x216.jpg', '大有恬园中间楼层，品字户型三室，装修保持好！', '大有恬园  | 3室2厅 | 126.24平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2005年建板楼  -  凌水', '240万', '单价19012元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload561af40b-ba39-419b-8311-a10b97c8d8c5.JPG.296x216.jpg', '软景E居精装修拎包入住看房方便', '软景E居  | 1室0厅 | 47平米 | 东北 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '145万', '单价30852元/平米')
('https://image1.ljcdn.com/210200-inspection/eccd174b-700c-41fa-a8b7-51c873b9facc.jpg.296x216.jpg', '芝麻街 1室0厅 83万', '芝麻街  | 1室0厅 | 50平米 | 南 | 简装 | 有电梯', '中楼层(共28层)2010年建塔楼  -  万达', '83万', '单价16600元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e0a0a6a8-6bed-4206-8b2d-430e07ad75a3.png.296x216.jpg', '小平岛邻海园 3室2厅 260万', '小平岛邻海园  | 3室2厅 | 149.36平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2007年建板楼  -  小平岛', '260万', '单价17408元/平米')
('https://image1.ljcdn.com/210200-inspection/test-561a4011-8e73-41c8-9876-14cc4a2664ac.png.296x216.jpg', '软件园好位置 三室两卫 固定装修30万 保持好 视野好', '斯坦福院落  | 3室2厅 | 111.79平米 | 南 北 | 精装 | 有电梯', '低楼层(共12层)2008年建板楼  -  软件园', '265万', '单价23706元/平米')
('https://image1.ljcdn.com/210200-inspection/test-88284917-b4c3-4a83-a20e-ad588ce4f841.png.296x216.jpg', '亿达悦龙居 3室2厅 215万', '亿达悦龙居  | 3室2厅 | 126平米 | 南 北 | 精装', '中楼层(共24层)2015年建板楼  -  黄泥川', '215万', '单价17064元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8ce75447-a9e0-4c4a-aeab-6dfdb384f65d.png.296x216.jpg', 'MINI印象 1室0厅 87万', 'MINI印象  | 1室0厅 | 51.45平米 | 西南 | 其他 | 有电梯', '低楼层(共32层)2012年建塔楼  -  万达', '87万', '单价16910元/平米')
('https://image1.ljcdn.com/210200-inspection/7b746a9e-948e-4254-8229-3683028e1c20.JPG.296x216.jpg', '小平岛邻海园 4室2厅 400万', '小平岛邻海园  | 4室2厅 | 184平米 | 南 北 | 其他 | 有电梯', '中楼层(共9层)2007年建板楼  -  小平岛', '400万', '单价21740元/平米')
('https://image1.ljcdn.com/210200-inspection/test-99467df8-7cc9-4ce5-9831-05bb418bcc2e.png.296x216.jpg', 'E东组团，两室，楼层好，视野好，精装修', '小平岛E东组团  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2007年建板楼  -  小平岛', '185万', '单价21023元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5d690f9e-c297-499c-9f4c-094589477497.png.296x216.jpg', '由家村 2室1厅 67万', '由家村  | 2室1厅 | 59.48平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1990年建板楼  -  软件园', '67万', '单价11265元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e7dd76bc-02ce-4847-abf1-ce73d3df6325.png.296x216.jpg', '房主不在大连  大连多处房产 处理闲置', '小平岛E东组团  | 2室2厅 | 88平米 | 南 | 精装 | 有电梯', '高楼层(共15层)2007年建板楼  -  小平岛', '190万', '单价21591元/平米')
('https://image1.ljcdn.com/210200-inspection/813e48ad-e426-4e16-bd61-cbf492721452.JPG.296x216.jpg', '万奕学院派 1室0厅 120万', '万奕学院派  | 1室0厅 | 42.78平米 | 南 | 简装 | 有电梯', '高楼层(共13层)2010年建板楼  -  软件园', '120万', '单价28051元/平米')
('https://image1.ljcdn.com/210200-inspection/test-f6c641c1-e535-4471-bd10-005ccca4e18b.png.296x216.jpg', '小平岛海悦山 3室2厅 225万', '小平岛海悦山  | 3室2厅 | 108平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2011年建板楼  -  小平岛', '225万', '单价20834元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3fea5c6d-2301-4925-b0c9-0bb650a54e90.png.296x216.jpg', '高新园区未名山一期精装两室高楼层，房主自住保持很好', '未名山  | 2室1厅 | 98.44平米 | 南 北 | 精装 | 有电梯', '中楼层(共32层)2015年建板楼  -  万达', '260万', '单价26413元/平米')
('https://image1.ljcdn.com/210200-inspection/dc554a0c-349a-45fd-8859-513ff6f76dc2.jpg.296x216.jpg', '软景E居 1室1厅 145万', '软景E居  | 1室1厅 | 51.32平米 | 东北 | 精装 | 有电梯', '中楼层(共31层)2011年建板楼  -  软件园', '145万', '单价28255元/平米')
('https://image1.ljcdn.com/210200-inspection/9327c270-3f40-4ac0-8798-bfcad88cd607.jpg.296x216.jpg', '软景E居 1室1厅 145万', '软景E居  | 1室1厅 | 47平米 | 西南 | 精装 | 有电梯', '高楼层(共31层)2011年建板楼  -  软件园', '145万', '单价30852元/平米')
('https://image1.ljcdn.com/210200-inspection/test-a0c4e8b7-0b57-48af-b26d-9e5700d3e847.png.296x216.jpg', '小平岛海角七号 2室2厅 168万', '小平岛海角七号  | 2室2厅 | 87平米 | 西南 | 精装 | 有电梯', '低楼层(共34层)2011年建板楼  -  小平岛', '168万', '单价19311元/平米')
('https://image1.ljcdn.com/210200-inspection/test-3067e472-a526-4ffe-a486-bf668cc7c8cd.png.296x216.jpg', '四室户型，赠送露台，诚心出售。', '东方圣克拉一期  | 3室1厅 | 160.5平米 | 南 北 | 精装 | 有电梯', '低楼层(共23层)2010年建板楼  -  庙岭', '399万', '单价24860元/平米')
('https://image1.ljcdn.com/210200-inspection/45d17081-3af1-48fb-adda-754d92a054f2.jpg.296x216.jpg', '小平岛海悦山 精装修 保持好楼层好', '小平岛海悦山  | 1室0厅 | 28.52平米 | 东北 | 其他 | 有电梯', '中楼层(共31层)2011年建板楼  -  小平岛', '59万', '单价20688元/平米')
('https://image1.ljcdn.com/210200-inspection/test-92f97e46-3d3e-4b65-8312-af0dc15e499d.png.296x216.jpg', '高新腾飞区 聚贤路 现房拎包入住 一室两室随意切换', '谷歌里  | 1室1厅 | 63.75平米 | 南 | 简装 | 有电梯', '低楼层(共11层)2009年建板楼  -  七贤岭', '93万', '单价14589元/平米')
('https://image1.ljcdn.com/210200-inspection/162792ae-d505-48aa-b045-153665d5a0ce.JPG.296x216.jpg', '亿达普罗旺斯 3室2厅 406万', '亿达普罗旺斯  | 3室2厅 | 156平米 | 南 北 | 其他 | 有电梯', '中楼层(共5层)2014年建板楼  -  小平岛', '406万', '单价26026元/平米')
('https://image1.ljcdn.com/210200-inspection/test-ba32a468-813a-4f29-b6a2-5e701f397019.png.296x216.jpg', '亿达悦龙居 3室2厅 258万', '亿达悦龙居  | 3室2厅 | 167平米 | 南 北 | 其他', '中楼层(共17层)2015年建板楼  -  黄泥川', '258万', '单价15450元/平米')
('https://image1.ljcdn.com/210200-inspection/test-fe0535ba-3761-485e-94c4-a84e0ece1c7f.png.296x216.jpg', '小平岛亲海园 4室2厅 256万', '小平岛亲海园  | 4室2厅 | 118平米 | 南 北 | 其他 | 有电梯', '地下室(共24层)板楼  -  小平岛', '256万', '单价21695元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e3645f70-825d-45a6-b296-4ba020f4a357.png.296x216.jpg', '菁英汇 1室0厅 41万', '菁英汇  | 1室0厅 | 41.23平米 | 北 | 其他 | 有电梯', '中楼层(共19层)2007年建板楼  -  万达', '41万', '单价9945元/平米')
('https://image1.ljcdn.com/210200-inspection/test-43ff83f2-0281-4232-ae9f-b6a29487a902.png.296x216.jpg', '壹品漫谷 3室2厅 249万', '壹品漫谷  | 3室2厅 | 133平米 | 南 北 | 精装 | 有电梯', '中楼层(共11层)2008年建板楼  -  凌水', '249万', '单价18722元/平米')
('https://image1.ljcdn.com/210200-inspection/64e49365-7a04-4287-b235-216b5e0add77.jpg.296x216.jpg', '大有文园公寓 1室1厅 41.5万', '大有文园公寓  | 1室1厅 | 35.37平米 | 北 | 其他 | 有电梯', '中楼层(共6层)2010年建板楼  -  凌水', '41.5万', '单价11734元/平米')
('https://image1.ljcdn.com/210200-inspection/test-cbeed44b-1e29-41c6-976e-2f86b285235d.png.296x216.jpg', '弘基一期 2室1厅 202万', '弘基一期  | 2室1厅 | 88.79平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  学府', '202万', '单价22751元/平米')
('https://image1.ljcdn.com/210200-inspection/test-95ce1e4c-6e14-49d6-96c9-cd42c2648d11.png.296x216.jpg', '大有文园 2室2厅 175万', '大有文园  | 2室2厅 | 86.8平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2012年建板楼  -  凌水', '175万', '单价20162元/平米')
('https://image1.ljcdn.com/210200-inspection/9a094460-75ea-42eb-ab47-528d0e833f93.jpg.296x216.jpg', '诚心出售，一日未住，价格合理。', '东方圣克拉一期  | 2室1厅 | 65.09平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2010年建板楼  -  庙岭', '193万', '单价29652元/平米')
('https://image1.ljcdn.com/210200-inspection/789ff89e-9fee-411c-b4ab-22fdcc3e3838.jpg.296x216.jpg', '一室户型,配套完整，近地铁，临万达，写字楼居多', '东盛启城  | 1室0厅 | 37.42平米 | 东北 | 精装 | 有电梯', '高楼层(共27层)2012年建塔楼  -  万达', '63.5万', '单价16970元/平米')
('https://image1.ljcdn.com/210200-inspection/d7c37230-13c1-4372-82ed-2a47e7ef01dc.JPG.296x216.jpg', '橡树庄园独栋清水别墅，奢华品质', '橡树庄园  | 4室2厅 | 284平米 | 南 北 | 毛坯', '低楼层(共2层)暂无数据  -  黄泥川', '960万', '单价33803元/平米')
('https://image1.ljcdn.com/210200-inspection/test-be6f7d9f-045b-488e-85a9-a0336f96f84a.png.296x216.jpg', '海洋环保所 3室2厅 185万', '海洋环保所  | 3室2厅 | 100.04平米 | 南 北 | 简装 | 无电梯', '中楼层(共5层)2006年建板楼  -  学府', '185万', '单价18493元/平米')
('https://image1.ljcdn.com/210200-inspection/45022adf-b119-4a68-b35c-c84b4ab521cd.JPG.296x216.jpg', '精品小户型，拎包即住。亿达品质！', '东方圣克拉公寓  | 1室0厅 | 39平米 | 西 | 精装 | 有电梯', '低楼层(共23层)2015年建板楼  -  庙岭', '90万', '单价23077元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d6ef626a-35a9-47cc-8c90-22f93cf0bb08.png.296x216.jpg', '招商兰溪谷 3室2厅 265万', '招商兰溪谷  | 3室2厅 | 132平米 | 南 北 | 其他 | 有电梯', '中楼层(共25层)2015年建板楼  -  万达', '265万', '单价20076元/平米')
('https://image1.ljcdn.com/210200-inspection/f854c14c-2ca0-4882-9634-a678c95349c7.jpg.296x216.jpg', '福荣园 2室1厅 200万', '福荣园  | 2室1厅 | 88.9平米 | 南 | 其他 | 有电梯', '高楼层(共30层)2015年建板楼  -  万达', '200万', '单价22498元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d5d6cccc-e89d-4f3b-97cf-bbcf89673444.png.296x216.jpg', '泊岸观邸 3室2厅 400万', '泊岸观邸  | 3室2厅 | 158平米 | 南 北 | 其他', '高楼层(共18层)暂无数据  -  小平岛', '400万', '单价25317元/平米')
('https://image1.ljcdn.com/210200-inspection/test-49d48887-d22f-49bf-b188-8099a50f348c.png.296x216.jpg', '未名山 3室2厅 365万', '未名山  | 3室2厅 | 135.06平米 | 南 北 | 其他 | 有电梯', '低楼层(共31层)2015年建板楼  -  万达', '365万', '单价27026元/平米')
('https://image1.ljcdn.com/210200-inspection/test-2cf3cadb-7474-48a3-8aac-6e07e75e7687.png.296x216.jpg', '哈佛映像 2室2厅 170万', '哈佛映像  | 2室2厅 | 81平米 | 南 北 | 其他 | 有电梯', '高楼层(共9层)2009年建板楼  -  凌水', '170万', '单价20988元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5bca6eb0-ecde-453a-95c2-fe98379082a7.png.296x216.jpg', '亿达品质新双语精装修 西南 适合过渡交通便利', '亿达康派  | 1室1厅 | 32平米 | 西北 | 精装 | 有电梯', '高楼层(共18层)2006年建板楼  -  软件园', '73万', '单价22813元/平米')
('https://image1.ljcdn.com/210200-inspection/a2422492-ce9b-42b1-82fe-980388ce292d.jpg.296x216.jpg', '凌秀小区 2室1厅 86万', '凌秀小区  | 2室1厅 | 63平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1993年建板楼  -  凌水', '86万', '单价13651元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c574d8ca-4a73-4967-94bd-8b276989e44b.png.296x216.jpg', '精装修小户型拎包入住房主诚心出售', '百合IT家园  | 2室1厅 | 63平米 | 东北 | 精装 | 有电梯', '高楼层(共11层)2008年建板楼  -  凌水', '78万', '单价12381元/平米')
('https://image1.ljcdn.com/210200-inspection/test-461699f5-9f71-4afc-9665-8f7ffc7da7f4.png.296x216.jpg', '昊宇山海湾 3室2厅 350万', '昊宇山海湾  | 3室2厅 | 145平米 | 南 北 | 精装', '高楼层(共32层)2015年建板楼  -  万达', '350万', '单价24138元/平米')
('https://image1.ljcdn.com/210200-inspection/a3feb2d4-d328-4bce-a096-431538d9058d.jpg.296x216.jpg', '精装一室 数码广场 软件园 出行方便 地铁房', 'city one  | 1室0厅 | 39.91平米 | 西 | 精装 | 有电梯', '低楼层(共11层)2006年建板楼  -  软件园', '73万', '单价18292元/平米')
('https://image1.ljcdn.com/210200-inspection/test-31ec0a2e-63ae-4158-bcd7-28c234543458.png.296x216.jpg', '大华锦绣华城一期小区属于法式园林设计', '大华锦绣华城一期  | 2室1厅 | 68.5平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2010年建板楼  -  庙岭', '154万', '单价22482元/平米')
('https://image1.ljcdn.com/210200-inspection/test-6ce1ca0d-1b6e-4514-85a9-49c7a1471b3b.png.296x216.jpg', '新科花园 3室2厅 215万', '新科花园  | 3室2厅 | 117平米 | 东 南 北 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  万达', '215万', '单价18377元/平米')
('https://image1.ljcdn.com/210200-inspection/test-c4d61ea9-08ab-441e-9793-6c180e69ff00.png.296x216.jpg', '亿达悦龙居 3室1厅 215万', '亿达悦龙居  | 3室1厅 | 126.1平米 | 南 北 | 精装', '低楼层(共24层)2015年建板楼  -  黄泥川', '215万', '单价17050元/平米')
('https://image1.ljcdn.com/210200-inspection/bd923e7b-a0a3-4347-8b39-2bb8e8a38377.jpg.296x216.jpg', '高新园区 万达广场 精装 南向 采光好', 'MINI印象  | 1室0厅 | 50.8平米 | 西南 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '86万', '单价16930元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8e6480fb-ee0e-493a-b25f-89e9f88122c1.png.296x216.jpg', '柏悦国际公寓 1室0厅 74万', '柏悦国际公寓  | 1室0厅 | 37平米 | 西北 | 其他 | 有电梯', '高楼层(共31层)2012年建板楼  -  万达', '74万', '单价20000元/平米')
('https://image1.ljcdn.com/210200-inspection/787c521c-4ab4-45e9-ac91-f10a337913cc.JPG.296x216.jpg', '东方圣克拉三期 3室2厅 298万', '东方圣克拉三期  | 3室2厅 | 117.13平米 | 南 北 | 其他 | 有电梯', '高楼层(共32层)2015年建板楼  -  庙岭', '298万', '单价25442元/平米')
('https://image1.ljcdn.com/210200-inspection/test-bf1c303e-16e6-4ab7-898a-6f8ce8c6d4ff.png.296x216.jpg', '翰林观海 3室2厅 288万', '翰林观海  | 3室2厅 | 120.87平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2003年建板楼  -  学府', '288万', '单价23828元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4c41e25e-87cd-47a4-9966-952ddce83633.png.296x216.jpg', '数码广场由家村 精装两室 可作三室 中间楼层位置好', '由家村  | 2室2厅 | 75平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)1990年建板楼  -  软件园', '120万', '单价16000元/平米')
('https://image1.ljcdn.com/210200-inspection/264da3fe-8d67-46d6-81f7-03b4ba905513.JPG.296x216.jpg', '硅谷假日 3室2厅 230万', '硅谷假日  | 3室2厅 | 107.2平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  万达', '230万', '单价21456元/平米')
('https://image1.ljcdn.com/210200-inspection/test-565daac6-d559-4e1c-8bfc-9f0a6d2422e8.png.296x216.jpg', '万达锦辉海事大学旁两室视野开阔采光充足近软件园', '恒瑞坦城  | 2室1厅 | 87.52平米 | 西南 | 毛坯 | 有电梯', '中楼层(共30层)2015年建板楼  -  凌水', '153万', '单价17482元/平米')
('https://image1.ljcdn.com/210200-inspection/test-4908c6a0-9791-4bc1-bc9d-ae0cfa1b9a89.png.296x216.jpg', '高新万达一室南向小户型，精装修价位低房主诚意出售', 'MINI印象  | 1室1厅 | 50.8平米 | 南 | 精装 | 有电梯', '中楼层(共32层)2012年建塔楼  -  万达', '85万', '单价16733元/平米')
('https://image1.ljcdn.com/210200-inspection/test-47ae29e8-2431-47df-a3d4-3fb14572c3d8.png.296x216.jpg', '自家精装 两室一卫 保持干净 躺在卧室就能看海 位置好', '小平岛揽海名寓  | 2室1厅 | 71.76平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2010年建板楼  -  小平岛', '144万', '单价20067元/平米')
('https://image1.ljcdn.com/210200-inspection/test-d8094736-ddd0-491c-b87b-8c05c2623453.png.296x216.jpg', '大华锦绣华城一期 2室1厅 210万', '大华锦绣华城一期  | 2室1厅 | 92.32平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2010年建板楼  -  庙岭', '210万', '单价22747元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploada32209e0-9b97-40aa-a653-8971d00a9dad.jpg.296x216.jpg', '高新园区万达海景公寓精装房子诚心出售随时能看', '万达海景公寓  | 1室0厅 | 50.36平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2013年建板楼  -  万达', '66万', '单价13106元/平米')
('https://image1.ljcdn.com/210200-inspection/76f8ecd6-3900-4ed6-840b-1007f08ef472.JPG.296x216.jpg', '悦丽海湾 1室1厅 165万', '悦丽海湾  | 1室1厅 | 73.74平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2014年建板楼  -  小平岛', '165万', '单价22376元/平米')
('https://image1.ljcdn.com/210200-inspection/test-03d51847-0839-4d5c-aae6-d67e115d825e.png.296x216.jpg', '高新园区2012年封闭小区环境好，水景观带精装入可住', '大有文园  | 3室1厅 | 79.46平米 | 南 北 | 精装 | 有电梯', '中楼层(共24层)2012年建板楼  -  凌水', '155万', '单价19507元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload90f03642-8552-41d5-b651-9107731ae924.jpg.296x216.jpg', '清馨园公建住宅 上下跃 南北一层门头 二层住宅', '柏林水郡  | 车位 | 88.25平米 | 南 北', '板楼  -  凌水', '200万', '单价22663元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadaab782ef-e631-4c87-a06c-b848a4eefce5.JPG.296x216.jpg', '翰林观海公寓 1室1厅 83万', '翰林观海公寓  | 1室1厅 | 38.66平米 | 西北 | 精装 | 无电梯', '中楼层(共5层)2003年建板楼  -  学府', '83万', '单价21470元/平米')
