('https://image1.ljcdn.com/510100-inspection/test-bb5bc628-e1c2-4253-86b3-fef603380145.png.296x216.jpg', '此房满两年，低楼层， 小区刷卡进入', '交大庭院  | 3室2厅 | 105.43平米 | 南 | 精装 | 无电梯', '低楼层(共7层)1999年建板楼  -  五大花园', '135万', '单价12805元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5c05b176-1b22-4fc2-9e95-250249855b0a.png.296x216.jpg', '中海格林威治城 套二 看房有钥匙，有阳台', '中海格林威治城  | 2室2厅 | 86.18平米 | 西北 | 其他 | 有电梯', '低楼层(共31层)2006年建板塔结合  -  川大', '235万', '单价27269元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload7a6cbb1a-64d8-4520-9827-f33da484efaa.jpg.296x216.jpg', '精装套二双卫，采光户型好，进口定制家具家电', '中粮祥云二期  | 2室2厅 | 105.95平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2014年建板楼  -  武侯立交', '280万', '单价26428元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fbb678d1-94c7-4604-930d-acddc5bef30a.png.296x216.jpg', '樱花假日 小户型标间            有装修', '樱花假日  | 1室0厅 | 37.86平米 | 东 | 其他 | 有电梯', '中楼层(共12层)2002年建塔楼  -  川大', '65万', '单价17169元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4b4dba7c-3b01-4e02-bf9f-0a65a342d85b.png.296x216.jpg', '二环边 标准套二 朝南 对中庭', '双楠所有阳光  | 2室2厅 | 86平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2003年建板楼  -  外双楠', '148万', '单价17210元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6a7588c6-c9b0-4564-bab3-d6ae5e208aa3.png.296x216.jpg', '金楠缤纷  小套三  次新房 户型方正', '金楠缤纷  | 3室1厅 | 69.61平米 | 东 | 其他', '中楼层(共16层)2015年建板塔结合  -  武侯立交', '140万', '单价20113元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bfb6a7b6-edc3-48e0-ba41-fbb0c9777872.png.296x216.jpg', '美丽天城新上套二 有阳台有装修，看房预约', '美丽天城  | 2室1厅 | 83.33平米 | 东北 | 其他 | 有电梯', '中楼层(共16层)2008年建板楼  -  丽都', '157万', '单价18841元/平米')
('https://image1.ljcdn.com/510100-inspection/test-34be7acf-9111-4a78-9f53-2e67e0af161e.png.296x216.jpg', '双楠 电梯一梯两户 商品房 有装修', '森桦苑  | 3室2厅 | 127.63平米 | 南 | 其他 | 有电梯', '低楼层(共17层)2003年建板楼  -  双楠', '210万', '单价16454元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f4fb2ca0-cc33-45ae-9b8a-319b0212b528.png.296x216.jpg', '人民南路四段51号标准套三，南北通透', '人民南路四段51号  | 3室2厅 | 94.09平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  航空路', '135万', '单价14348元/平米')
('https://image1.ljcdn.com/510100-inspection/ce97a83f-2b2d-462c-bb9c-874ee42b2022.jpg.296x216.jpg', '有装修 跃层带花园  对中庭 安静不吵', '天际首府  | 3室1厅 | 89.75平米 | 西北 | 其他 | 有电梯', '高楼层(共13层)2012年建塔楼  -  草金立交', '153万', '单价17048元/平米')
('https://image1.ljcdn.com/510100-inspection/99b93d5b-25fd-4074-b00f-3603745d589f.jpg.296x216.jpg', '2000年的小区，刷卡进入，大门口就是公园，', '园中园西苑  | 2室1厅 | 92.14平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  五大花园', '106万', '单价11505元/平米')
('https://image1.ljcdn.com/510100-inspection/test-15172d44-3bb8-40a0-9aaa-19408ca7be1b.png.296x216.jpg', '泰逸家园 中间楼层套二 简单装修', '泰逸家园  | 2室1厅 | 91.58平米 | 东南 | 其他 | 有电梯', '中楼层(共11层)2000年建板楼  -  五大花园', '150万', '单价16380元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d92126a9-9938-45f9-a381-c030a88c4d1d.png.296x216.jpg', '正成金楠尚府标准小套二带装修出售', '正成金楠尚府  | 2室1厅 | 59.36平米 | 东南 | 其他 | 有电梯', '中楼层(共18层)塔楼  -  武侯立交', '97万', '单价16341元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bc170dc9-0572-4ec6-a5cf-00f80f73159a.png.296x216.jpg', '首航欣程+标间+带装修带平台+看房提前约都可看', '首航欣程  | 1室0厅 | 48.58平米 | 西南 | 其他 | 有电梯', '低楼层(共28层)2014年建塔楼  -  棕北', '140万', '单价28819元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f0bd07ef-6af8-402a-92f0-0a3729b77a81.png.296x216.jpg', '棕竹街5号 套二 简单装修 有阳台', '棕竹街5号  | 2室1厅 | 66.46平米 | 东 | 其他 | 无电梯', '高楼层(共6层)1995年建板楼  -  棕北', '115万', '单价17304元/平米')
('https://image1.ljcdn.com/510100-inspection/73e23738-3ff2-47a5-b576-003b92616224.JPG.296x216.jpg', '中庭套四双卫      精装跃层带花园', '风华庭  | 4室2厅 | 163平米 | 北 | 其他 | 有电梯', '高楼层(共11层)2004年建板塔结合  -  广福桥', '295万', '单价18099元/平米')
('https://image1.ljcdn.com/510100-inspection/test-3f45b455-6fbf-4182-a04d-5015a5a21fb3.png.296x216.jpg', '过马路是家乐福，标准套一、不临街、门口就是地铁口', '泰基南棠  | 1室1厅 | 54.7平米 | 西北 | 其他 | 有电梯', '中楼层(共16层)2011年建板塔结合  -  红牌楼', '105万', '单价19196元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ddb76de2-4eff-4f58-ad90-4702af032efa.png.296x216.jpg', '棕东小区 套四 有装修 有家具家电', '棕东小区  | 4室2厅 | 151.93平米 | 南 | 其他 | 有电梯', '高楼层(共15层)2000年建板楼  -  川大', '510万', '单价33569元/平米')
('https://image1.ljcdn.com/510100-inspection/test-37ffc7e1-11d1-48a5-b94a-91362d382a38.png.296x216.jpg', '锦翠南苑     标准套二    对中庭     大悦城旁', '锦翠花园南苑  | 2室1厅 | 72平米 | 南 | 毛坯 | 无电梯', '中楼层(共6层)2000年建板楼  -  武侯立交', '96万', '单价13334元/平米')
('https://image1.ljcdn.com/510100-inspection/test-09beeadc-9d7e-4bc2-8ab4-3a95a68972bf.png.296x216.jpg', '武侯区玉林中间楼层套三南北朝向不临街', '玉通巷5号  | 3室2厅 | 88.81平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1997年建板楼  -  玉林', '150万', '单价16890元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cbea5f0c-59dd-49c2-a1c9-f0b16ce2ade2.png.296x216.jpg', '新北村，全朝南，不临街，采光好，适合年轻人', '川大新北村  | 2室2厅 | 63平米 | 南 | 其他', '高楼层(共7层)暂无数据  -  川大', '130万', '单价20635元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_uploadf1b6d0e0-d917-4543-9eba-e6ebf01b4e10.JPG.296x216.jpg', '君悦尚都，居家自住新装修，优质精选房源。', '君悦尚都  | 1室1厅 | 58.17平米 | 西 | 精装 | 有电梯', '中楼层(共11层)2005年建板塔结合  -  航空路', '90万', '单价15472元/平米')
('https://image1.ljcdn.com/510100-inspection/3744795c-2093-40e5-a99f-d6bb00affcc1.jpg.296x216.jpg', '簇桥标准三房双卫 户型方正采光好 中间楼层', '簇锦南路139号  | 3室2厅 | 121.23平米 | 东南 | 其他', '中楼层(共5层)暂无数据  -  簇桥', '118万', '单价9734元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a5ba1f88-aeaa-49dc-8755-65cb8abbf743.png.296x216.jpg', '06年多层住宅 户型方正 居家装修 中间楼层不临街', '晋阳银座  | 2室2厅 | 65.84平米 | 西南 | 其他 | 无电梯', '中楼层(共6层)2006年建板楼  -  五大花园', '88万', '单价13366元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5ef8f616-4cfe-4a67-95c7-a470c90463ba.png.296x216.jpg', '一椽坊 套三双卫 朝南 有装修 有花园', '一椽坊  | 3室2厅 | 125.22平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2003年建板楼  -  外双楠', '146万', '单价11660元/平米')
('https://image1.ljcdn.com/510100-inspection/test-436f9077-ec24-449b-9288-a3f55551dd68.png.296x216.jpg', '居家装修标准大套一，可改个小次卧业主诚心出售！', '红运花园馨苑  | 1室1厅 | 63平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)1998年建板楼  -  五大花园', '69万', '单价10953元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7b8f9152-bdb6-4d61-90fd-1b64f90a85c1.png.296x216.jpg', '套三双卫，距7号线武侯大道站10米（来源于百度地图）', '城楠映象  | 3室2厅 | 135.13平米 | 南 | 精装 | 有电梯', '低楼层(共10层)2006年建塔楼  -  五大花园', '235万', '单价17391元/平米')
('https://image1.ljcdn.com/510100-inspection/test-39441b46-a0d3-4b42-b57b-8906c8c90144.png.296x216.jpg', '丽都世家A区一居室  房屋有装修 看房预约', '丽都世家A区  | 1室2厅 | 69.7平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)2014年建板楼  -  丽都', '152万', '单价21808元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a82aa08c-f91a-43e6-8a94-742ac24aa9d6.png.296x216.jpg', '外双楠 爱丁堡 电梯标间 通透户型', '爱丁堡  | 1室0厅 | 56.84平米 | 东 南 | 简装 | 有电梯', '中楼层(共7层)2004年建板楼  -  外双楠', '75万', '单价13195元/平米')
('https://image1.ljcdn.com/510100-inspection/19022742-5182-4fc1-8fb3-f529cd04d52d.jpg.296x216.jpg', '武侯区玉林玉洁东街中间楼层套二', '玉洁东街1号  | 2室1厅 | 63.78平米 | 东南 | 简装 | 无电梯', '中楼层(共7层)板楼  -  玉林', '86万', '单价13484元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa7de57f-eb99-4429-989b-1ac52da6ac5f.png.296x216.jpg', '牡丹名邸、3室2厅、交通便利，适合居住', '牡丹名邸  | 3室2厅 | 149.48平米 | 南 | 简装 | 有电梯', '低楼层(共9层)2001年建塔楼  -  桐梓林', '265万', '单价17729元/平米')
('https://image1.ljcdn.com/510100-inspection/da53d5d5-ee42-4bc7-8341-63652e9964b5.jpg.296x216.jpg', '一环路旁九眼桥边学府花园套三办公带租约', '学府花园  | 4室1厅 | 143.1平米 | 南 | 其他 | 有电梯', '中楼层(共22层)2001年建塔楼  -  川大', '195万', '单价13627元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f114558d-2c22-4eb7-8a89-dd43ffbd656b.png.296x216.jpg', '长居花园 中楼层 套三 一梯两户', '长居花园  | 3室2厅 | 122.16平米 | 东北 | 其他 | 无电梯', '中楼层(共6层)2003年建板楼  -  外双楠', '169万', '单价13835元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload3e93d093-1ab9-4fa0-8773-247abcb1da89.jpg.296x216.jpg', '二环边、3号线地铁300米、顶楼标准套二', '宏景园  | 2室1厅 | 73.31平米 | 东南 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  红牌楼', '126万', '单价17188元/平米')
('https://image1.ljcdn.com/510100-inspection/c0875eae-4ef1-4433-92ca-a84d785aee8c.JPG.296x216.jpg', '新潮小区跃层套一，有装修，可邻包入住', '新巢小区二期  | 1室1厅 | 61.06平米 | 南 | 简装 | 有电梯', '中楼层(共7层)2005年建板楼  -  广福桥', '90万', '单价14740元/平米')
('https://image1.ljcdn.com/510100-inspection/eb408cf5-af30-404e-afa7-8a622c56b1b3.jpg.296x216.jpg', '幸福时光套二+居家装修+中高楼层', '幸福时光  | 2室1厅 | 73.4平米 | 西南 | 其他 | 有电梯', '高楼层(共12层)2003年建塔楼  -  丽都', '98万', '单价13352元/平米')
('https://image1.ljcdn.com/510100-inspection/c20937cb-f296-4d80-9930-c21b0fe252ce.jpg.296x216.jpg', '欧城套二全朝南户型  装修好 有阳台', '桐梓林欧城  | 2室2厅 | 87.76平米 | 南 | 其他 | 有电梯', '高楼层(共21层)2009年建塔楼  -  桐梓林', '255万', '单价29057元/平米')
('https://image1.ljcdn.com/510100-inspection/test-db45e4cc-d1fa-4b11-bc57-24d80767d5e2.png.296x216.jpg', '首信汇小区套三出售，居家装修。', '首信汇  | 3室1厅 | 82.86平米 | 南 | 精装 | 有电梯', '中楼层(共14层)2014年建板楼  -  簇桥', '140万', '单价16896元/平米')
('https://image1.ljcdn.com/510100-inspection/test-620e4f05-396a-44e9-8992-9fffdb3b5e88.png.296x216.jpg', '加怡名城 套一 有阳台 朝南 采光好', '加怡名城  | 1室1厅 | 52.05平米 | 南 | 精装 | 有电梯', '高楼层(共17层)2009年建板塔结合  -  龙湾', '90万', '单价17292元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b5bc48de-a4e8-4a0d-a551-ee32a118d119.png.296x216.jpg', '鹭岛国际套二，有装修，朝南，不临街，', '鹭岛国际三期  | 2室2厅 | 95.88平米 | 东南 | 其他 | 有电梯', '高楼层(共16层)2010年建板楼  -  外双楠', '220万', '单价22946元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0944ac73-313e-4a56-baf2-02c6303082bf.png.296x216.jpg', '交大花园北苑低层套二 清水房 有花园', '交大花园北苑  | 2室2厅 | 74.6平米 | 北 | 其他 | 无电梯', '低楼层(共7层)1997年建板楼  -  五大花园', '88万', '单价11797元/平米')
('https://image1.ljcdn.com/510100-inspection/test-441541fa-9578-454f-b170-3f80eb270759.png.296x216.jpg', '置信楼盘   花间兰庭  电梯套一  有装修 通透户型', '花间兰庭  | 1室1厅 | 58.71平米 | 东南 | 其他 | 有电梯', '中楼层(共14层)2009年建板楼  -  外双楠', '120万', '单价20440元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fd448c0b-fdd5-4d63-848a-85adf857f224.png.296x216.jpg', '丰德国际水电气三通标间，客厅带落地窗，采光好。', '丰德国际广场  | 1室0厅 | 46.5平米 | 南 | 精装 | 有电梯', '中楼层(共16层)2005年建板楼  -  航空路', '71万', '单价15269元/平米')
('https://image1.ljcdn.com/510100-inspection/dee52b38-36b1-4989-b9c7-8e72e441fcd3.JPG.296x216.jpg', '菊乐路180号  套二  有装修  客厅带阳台', '菊乐路180号  | 2室2厅 | 70.75平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1999年建板楼  -  双楠', '85万', '单价12015元/平米')
('https://image1.ljcdn.com/510100-inspection/test-7bfdd92c-19fd-47e7-9a95-341485502456.png.296x216.jpg', '巴黎阳光 套三双卫 一梯两户 有钥匙看房方便', '巴黎阳光  | 3室2厅 | 122.97平米 | 北 | 简装 | 无电梯', '高楼层(共7层)2003年建板楼  -  双楠', '172万', '单价13988元/平米')
('https://image1.ljcdn.com/510100-inspection/test-593e8e1f-4f2e-4376-9d68-ed376c337c0e.png.296x216.jpg', '红牌楼 电梯套三 两梯四户 有装修 有阳台', '红馆  | 3室2厅 | 121.27平米 | 东北 | 其他 | 有电梯', '高楼层(共11层)2006年建板楼  -  红牌楼', '190万', '单价15668元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e59e2452-b356-4816-86fb-9bc6624e5bff.png.296x216.jpg', '好望角，标间，有装修..............', '好望角  | 1室0厅 | 32.68平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2014年建板楼  -  川大', '40万', '单价12240元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9e9d3907-4361-4211-b680-59f69d43a33a.png.296x216.jpg', '致民东路19号 多层 套三 户型方正', '致民东路19号  | 3室2厅 | 131.22平米 | 东南 | 简装 | 无电梯', '高楼层(共7层)2000年建板楼  -  川音', '172万', '单价13108元/平米')
('https://image1.ljcdn.com/510100-inspection/test-410567ae-c587-466e-9d8c-8716e865056d.png.296x216.jpg', '外双楠新上低楼层套三，中庭朝南主卧带阳台，价格可议', '嘉瑞苑一期  | 3室2厅 | 118.91平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2004年建板楼  -  外双楠', '218万', '单价18334元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8735897f-1a74-4727-bb40-dd0e5477e423.png.296x216.jpg', '曼哈顿自然派 桐梓林 航空路 精装修带花园标准套一', '曼哈顿自然派  | 1室1厅 | 79.11平米 | 南 | 精装 | 有电梯', '低楼层(共19层)2005年建板楼  -  航空路', '140万', '单价17697元/平米')
('https://image1.ljcdn.com/510100-inspection/test-666f3797-7d8a-43d7-9ec4-1db5062a961e.png.296x216.jpg', '火车南站 城南驿站 多层1楼 套三户型', '城南驿站  | 3室2厅 | 86.72平米 | 西南 | 其他 | 无电梯', '低楼层(共6层)2004年建板楼  -  火车南站', '170万', '单价19604元/平米')
('https://image1.ljcdn.com/510100-inspection/test-bff80892-0a7c-4f19-b122-5564b8cd405c.png.296x216.jpg', '武侯区 大悦城 置信巴厘岛套三 有装修 客厅带阳台', '置信巴厘岛A区  | 3室2厅 | 87.55平米 | 西南 | 简装 | 有电梯', '中楼层(共13层)2008年建板楼  -  武侯立交', '169万', '单价19304元/平米')
('https://image1.ljcdn.com/510100-inspection/test-48d0614f-e0b5-4190-a538-cb00006d8fd2.png.296x216.jpg', '绿地圣路易名邸   有装修  保养好', '绿地圣路易名邸二期  | 3室2厅 | 104.8平米 | 东 西 | 其他 | 有电梯', '低楼层(共12层)2013年建板塔结合  -  簇桥', '230万', '单价21947元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c6d1c4e1-20a4-4802-8c52-25fe78397cbf.png.296x216.jpg', '一梯两户，方正户型。采光好，户型通透！！', '园中园西苑  | 3室2厅 | 134.76平米 | 南 | 其他 | 无电梯', '高楼层(共7层)板楼  -  五大花园', '135万', '单价10018元/平米')
('https://image1.ljcdn.com/510100-inspection/test-aa064667-0166-48d2-978b-cb7cc6977038.png.296x216.jpg', '玉洁巷12号标准套二，户型方正。', '玉洁巷12号  | 2室2厅 | 79平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1995年建板楼  -  玉林', '120万', '单价15190元/平米')
('https://image1.ljcdn.com/510100-inspection/359a7293-12ed-4191-b6db-ac012a2858f9.JPG.296x216.jpg', '电梯套二，有装修，低楼层，采光好。', '新巢小区一期  | 2室1厅 | 61.72平米 | 东 | 其他 | 有电梯', '低楼层(共10层)2005年建板楼  -  广福桥', '98万', '单价15879元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload9a503030-e3e8-4321-99df-c4636d57ba06.jpg.296x216.jpg', '布鲁汀方大套二，简单装修，户型方正', '布鲁汀  | 2室2厅 | 97.13平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2006年建板楼  -  草金立交', '140万', '单价14414元/平米')
('https://image1.ljcdn.com/510100-inspection/test-fe7d330c-1cb0-4f35-9396-c5ab74e0742d.png.296x216.jpg', '标准套四，户型方正，客厅带转角大阳台，对小区中庭', '丽都帝景  | 4室2厅 | 176.38平米 | 西南 | 精装 | 有电梯', '中楼层(共11层)2007年建板楼  -  丽都', '280万', '单价15875元/平米')
