('https://image1.ljcdn.com/440100-inspection/e74c660e-183a-4352-a7f9-531a9954f25b.jpg.296x216.jpg', '科城山庄精装五房 南北通透 近地铁', '科城山庄  | 6室2厅 | 239平米 | 南 北 | 其他 | 有电梯', '高楼层(共12层)2012年建塔楼  -  科学城', '850万', '单价35565元/平米')
('https://image1.ljcdn.com/440100-inspection/65b98b19-39ba-42e3-9100-55b64d63f77d.jpg.296x216.jpg', '东城国际大厦 2室1厅 130万', '东城国际大厦  | 2室1厅 | 64平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2008年建塔楼  -  区府', '130万', '单价20313元/平米')
('https://image1.ljcdn.com/440100-inspection/667fc95c-8ec4-4ad5-9ff7-dd41445770d5.jpg.296x216.jpg', '金逸雅居 格局方正 精致三房  地铁口物业', '金逸雅居  | 3室2厅 | 108.39平米 | 东北 | 其他 | 有电梯', '中楼层(共17层)2006年建塔楼  -  区府', '455万', '单价41979元/平米')
('https://image1.ljcdn.com/440100-inspection/5cad7955-a6ce-4d95-9105-4a69bf7066ae.jpg.296x216.jpg', '悦时代花园 精装电梯大三房 地铁五号线', '悦时代花园心悦湾  | 3室1厅 | 121.44平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2013年建塔楼  -  区府', '450万', '单价37056元/平米')
('https://image1.ljcdn.com/440100-inspection/4b94fb0d-1c5c-4f6d-9229-e36ac4932891.jpg.296x216.jpg', '祥辉苑星座 楼龄新 配套成熟', '祥辉苑  | 1室1厅 | 62平米 | 西北 | 其他 | 有电梯', '高楼层(共19层)塔楼  -  区府', '217万', '单价35000元/平米')
('https://image1.ljcdn.com/440100-inspection/605684c9-2296-4a4c-a44a-714685dd324d.jpg.296x216.jpg', '文船生活区东区 2室2厅 160万', '文船生活区东区  | 2室2厅 | 60平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1999年建塔楼  -  区府', '160万', '单价26667元/平米')
('https://image1.ljcdn.com/440100-inspection/ae6fe7b7-a402-4c61-95fe-c08d441e9a3b.jpg.296x216.jpg', '中海誉城北苑 2室2厅 235万', '中海誉城北苑  | 2室2厅 | 79.8平米 | 北 | 其他 | 有电梯', '高楼层(共21层)塔楼  -  科学城', '235万', '单价29449元/平米')
('https://image1.ljcdn.com/440100-inspection/3c6d9359-7535-4814-b6cf-ce7292ea3812.jpg.296x216.jpg', '盛景大厦 南北对流双阳台 老黄埔配套成熟', '盛景大厦  | 3室2厅 | 78.19平米 | 南 北 | 简装 | 无电梯', '中楼层(共9层)2000年建塔楼  -  区府', '226万', '单价28904元/平米')
('https://image1.ljcdn.com/440100-inspection/6bc856c7-abf9-4779-a3a4-3bdf6513ed14.jpg.296x216.jpg', '万科城市花园 3室2厅 460万', '万科城市花园  | 3室2厅 | 111.42平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2003年建塔楼  -  区府', '460万', '单价41286元/平米')
('https://image1.ljcdn.com/440100-inspection/6b6691e8-a88b-45ca-b2cf-daea7bd626b2.jpg.296x216.jpg', '港湾路 电梯两房 南向通透 干净明亮', '港湾路  | 2室2厅 | 75.16平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1995年建塔楼  -  区府', '260万', '单价34593元/平米')
('https://image1.ljcdn.com/440100-inspection/2763e688-1968-4045-8898-009150c2b9fc.jpg.296x216.jpg', '乙烯大院 3室2厅 245万', '乙烯大院  | 3室2厅 | 79.13平米 | 东南 | 精装 | 无电梯', '高楼层(共8层)1998年建塔楼  -  区府', '245万', '单价30962元/平米')
('', '天伦东时区 精装四房两厅 厅出阳 望江景', '金港花园  | 4室2厅 | 123平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2009年建塔楼  -  区府', '615万', '单价50000元/平米')
('https://image1.ljcdn.com/440100-inspection/1baf0350-3347-4d62-add9-dba272cac05b.jpg.296x216.jpg', '宏康花园五期宏康东筑 3室2厅 215万', '宏康花园五期宏康东筑  | 3室2厅 | 100平米 | 东南 | 精装', '中楼层(共22层)2009年建塔楼  -  开发东区', '215万', '单价21500元/平米')
('https://image1.ljcdn.com/440100-inspection/f1ed201a-a16e-46b2-ac72-46bdf1f4c333.jpg.296x216.jpg', '东城国际大厦 1室1厅 90万', '东城国际大厦  | 1室1厅 | 43.29平米 | 北 | 其他 | 有电梯', '高楼层(共30层)2008年建塔楼  -  区府', '90万', '单价20791元/平米')
('https://image1.ljcdn.com/440100-inspection/d42822e9-5e5a-46aa-b66e-e127c799fc95.jpg.296x216.jpg', '万科城市花园 南北对流 地铁口物业', '万科城市花园  | 3室2厅 | 106.46平米 | 南 北 | 其他 | 有电梯', '高楼层(共11层)2003年建塔楼  -  区府', '420万', '单价39452元/平米')
('https://image1.ljcdn.com/440100-inspection/03cf9d20-cca9-4428-8a40-62cfae9782a8.jpg.296x216.jpg', '悦涛雅苑 保养好 户型方正', '悦涛雅苑  | 3室2厅 | 125平米 | 南 | 其他 | 有电梯', '中楼层(共13层)2000年建塔楼  -  区府', '398万', '单价31840元/平米')
('https://image1.ljcdn.com/440100-inspection/e1cb750d-26d4-420b-bedb-d791fe4c1526.jpg.296x216.jpg', '文船生活区东区 2室2厅 176万', '文船生活区东区  | 2室2厅 | 67.69平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1999年建塔楼  -  区府', '176万', '单价26001元/平米')
('https://image1.ljcdn.com/440100-inspection/4e175b2a-af43-47a0-9206-83d55840ae88.jpg.296x216.jpg', '万科城市花园 3室2厅 445万', '万科城市花园  | 3室2厅 | 114.56平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2003年建塔楼  -  区府', '445万', '单价38845元/平米')
('https://image1.ljcdn.com/440100-inspection/60e8b221-7337-4ae4-9e43-3f6216db7d42.jpg.296x216.jpg', '万科东荟城 3室1厅 295万', '万科东荟城  | 3室1厅 | 86.77平米 | 西北 | 其他 | 有电梯', '中楼层(共23层)塔楼  -  科学城', '295万', '单价33998元/平米')
('https://image1.ljcdn.com/440100-inspection/22d5cf3a-1771-4bf6-a896-4dc71f2e7fc4.jpg.296x216.jpg', '文船生活区东区 2室1厅 153万', '文船生活区东区  | 2室1厅 | 52.84平米 | 南 | 精装 | 无电梯', '中楼层(共5层)1999年建塔楼  -  区府', '153万', '单价28956元/平米')
('https://image1.ljcdn.com/440100-inspection/42302024-cd77-4880-8244-7470eb71e9b8.jpg.296x216.jpg', '墩美小区 2房2厅 150万元', '墩美小区  | 2室2厅 | 68.28平米 | 西南 | 简装 | 无电梯', '低楼层(共9层)1997年建塔楼  -  开发区', '150万', '单价21969元/平米')
('https://image1.ljcdn.com/440100-inspection/91308953-1f30-419a-b6e6-1e4bc3247350.jpg.296x216.jpg', '金丽园精装两房 温馨两房 格局方正', '金丽园  | 2室2厅 | 81平米 | 南 北 | 精装 | 无电梯', '高楼层(共9层)1997年建塔楼  -  区府', '250万', '单价30865元/平米')
('https://image1.ljcdn.com/440100-inspection/fa32536e-e288-44c0-910e-edfa91f8c0b4.jpg.296x216.jpg', '万科城市花园 两房两厅两阳台 西南高层', '万科城市花园  | 2室2厅 | 74.55平米 | 西南 | 精装 | 有电梯', '高楼层(共18层)2003年建塔楼  -  区府', '290万', '单价38901元/平米')
('', '中海誉城 精装修三房', '中海誉城北苑  | 3室2厅 | 124.8平米 | 南 | 其他 | 有电梯', '高楼层(共33层)塔楼  -  科学城', '380万', '单价30449元/平米')
('https://image1.ljcdn.com/440100-inspection/95231a18-ca5c-4377-9b3c-492956c55bf5.jpg.296x216.jpg', '泰景花园 3室2厅 305万', '泰景花园  | 3室2厅 | 89平米 | 西南 | 简装 | 有电梯', '低楼层(共9层)2006年建塔楼  -  区府', '305万', '单价34270元/平米')
('https://image1.ljcdn.com/440100-inspection/1231dd56-972e-4d13-b8a0-3522cf3aa1ad.jpg.296x216.jpg', '黄埔花园 1室2厅 255万', '黄埔花园  | 1室2厅 | 61.45平米 | 东北 | 精装 | 有电梯', '高楼层(共24层)2011年建塔楼  -  区府', '255万', '单价41498元/平米')
('https://image1.ljcdn.com/440100-inspection/0a71d22f-b2f5-4781-ab18-15e9fcc2619b.jpg.296x216.jpg', '金逸雅居 4房2厅 500万元', '金逸雅居  | 4室2厅 | 120平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2006年建塔楼  -  区府', '500万', '单价41667元/平米')
('https://image1.ljcdn.com/440100-inspection/1aba5c52-87ff-4acc-b4ba-6fd40c116af4.jpg.296x216.jpg', '林语山庄 舒适两房 安静望花园', '保利林语山庄6区  | 2室2厅 | 88平米 | 西 | 其他 | 有电梯', '高楼层(共28层)塔楼  -  科学城', '305万', '单价34660元/平米')
('https://image1.ljcdn.com/440100-inspection/c92cc4a7-d88d-4087-aab9-a338fdfad2a3.jpg.296x216.jpg', '万科金色悦府 3室2厅 325万', '万科金色悦府  | 3室2厅 | 82.79平米 | 北 | 精装 | 有电梯', '高楼层(共31层)2014年建塔楼  -  区府', '325万', '单价39256元/平米')
('https://image1.ljcdn.com/440100-inspection/dad0edce-622a-4f09-b93a-4000b9d390be.jpg.296x216.jpg', '港湾路  安静的两房  采光好', '港湾路  | 2室1厅 | 52.05平米 | 南 | 简装 | 无电梯', '高楼层(共5层)板楼  -  区府', '150万', '单价28819元/平米')
('https://image1.ljcdn.com/440100-inspection/807cc6dc-a53c-402c-8d55-a5b976e36520.jpg.296x216.jpg', '东荟城满两年 中高楼层 南向三房', '万科东荟城  | 3室2厅 | 101平米 | 南 | 其他 | 有电梯', '中楼层(共28层)2016年建塔楼  -  科学城', '385万', '单价38119元/平米')
('', '保税广场 3室1厅 215万', '保税广场  | 3室1厅 | 84.06平米 | 南 北 | 其他', '低楼层(共2层)塔楼  -  开发区', '215万', '单价25577元/平米')
('https://image1.ljcdn.com/440100-inspection/0a4c65ba-3d5d-49a0-b33b-4e4e5d90a268.jpg.296x216.jpg', '宏康花园宏康和园 3室1厅 207万', '宏康花园宏康和园  | 3室1厅 | 93.86平米 | 西南 | 精装 | 有电梯', '高楼层(共15层)塔楼  -  开发东区', '207万', '单价22055元/平米')
('https://image1.ljcdn.com/440100-inspection/d438cd29-8fb6-4e26-a65b-735a1bb0db3d.jpg.296x216.jpg', '黄埔花园精装修4房 中高楼层 格局方正', '黄埔花园  | 4室2厅 | 135平米 | 东南 | 精装 | 有电梯', '中楼层(共30层)2011年建塔楼  -  区府', '680万', '单价50371元/平米')
('https://image1.ljcdn.com/440100-inspection/99dce98d-cbae-48a4-ae4a-e29c8e650101.jpg.296x216.jpg', '石化生活区 2室1厅 175万', '石化生活区  | 2室1厅 | 64平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1976年建板楼  -  区府', '175万', '单价27344元/平米')
('', '龙光峰景华庭 南向三房 格局方正 精装修', '龙光峰景华庭  | 3室2厅 | 93.03平米 | 南 | 精装 | 有电梯', '中楼层(共18层)塔楼  -  科学城', '280万', '单价30098元/平米')
('https://image1.ljcdn.com/440100-inspection/e84ed6e0-ecc2-4b7f-ae58-6b3b3f7fd1a1.jpg.296x216.jpg', '丰逸尚居 车位 22.5万', '丰逸尚居  | 车位 | 12.5平米 | 东', '1996年建暂无数据  -  区府', '22.5万', '单价18000元/平米')
('https://image1.ljcdn.com/440100-inspection/eaa73ac5-980e-4756-b1b7-8d8cefc0bd11.jpg.296x216.jpg', '荔园小区 3室2厅 280万', '荔园小区  | 3室2厅 | 87.8平米 | 东北 | 其他 | 无电梯', '低楼层(共9层)1995年建塔楼  -  区府', '280万', '单价31891元/平米')
('https://image1.ljcdn.com/440100-inspection/bf890d5f-7003-499c-8961-e0ca0dfc26a3.jpg.296x216.jpg', '中海誉城 高层两房 户型好 采光好 通风好', '中海誉城南苑  | 2室1厅 | 79.89平米 | 南 北 | 精装 | 有电梯', '高楼层(共33层)2015年建塔楼  -  科学城', '215万', '单价26913元/平米')
('https://image1.ljcdn.com/440100-inspection/f492dc41-3d0b-4366-bfc3-78cb736ffcd2.jpg.296x216.jpg', '中海誉城南苑 实用两房', '中海誉城南苑  | 2室1厅 | 70.58平米 | 北 | 简装 | 有电梯', '中楼层(共33层)2015年建塔楼  -  科学城', '197万', '单价27912元/平米')
('https://image1.ljcdn.com/440100-inspection/69e3dfde-f9d2-48fc-9805-94d15028be37.jpg.296x216.jpg', '龙光峰景华庭 房屋敞亮 户型方正', '龙光峰景华庭  | 2室2厅 | 85.08平米 | 东北 | 精装 | 有电梯', '高楼层(共18层)塔楼  -  科学城', '243万', '单价28562元/平米')
('https://image1.ljcdn.com/440100-inspection/ed812e01-3886-415e-8011-6c4e74b787be.jpg.296x216.jpg', '金碧世纪花园，实用三房，格局方正', '金碧世纪花园  | 3室2厅 | 90.89平米 | 东北 | 精装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  区府', '360万', '单价39609元/平米')
('', '普晖村 2室2厅 126万', '普晖村  | 2室2厅 | 63平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1996年建塔楼  -  开发区', '126万', '单价20000元/平米')
('', '龙光香悦山 4室2厅 992万', '龙光香悦山   | 联排别墅 | 4室2厅 | 320.44平米 | 西南 | 其他', '3层2007年建暂无数据  -  科学城', '992万', '单价30958元/平米')
('https://image1.ljcdn.com/440100-inspection/254126b9-9dd1-4d0c-b071-dcd3d4dc9256.jpg.296x216.jpg', '金碧领秀小区 管理完善 交通', '金碧领秀国际  | 3室2厅 | 132.24平米 | 南 | 精装 | 有电梯', '高楼层(共33层)2007年建塔楼  -  区府', '565万', '单价42726元/平米')
('', '东港花园 高层南向望江景 地铁口80米', '东港花园  | 3室2厅 | 93平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2013年建塔楼  -  区府', '380万', '单价40861元/平米')
('https://image1.ljcdn.com/440100-inspection/31519bd8-fefc-484e-86d2-a5c511540947.jpg.296x216.jpg', '省电力一局 装修保养好 安静舒适', '省电力一局  | 3室2厅 | 78平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)1990年建塔楼  -  开发区', '150万', '单价19231元/平米')
('https://image1.ljcdn.com/440100-inspection/7c29bb4d-e5ca-4ee6-80a1-61bc4a351ef1.jpg.296x216.jpg', '精致两房  安静小区 电梯洋房', '泰景花园文轩阁  | 2室2厅 | 73.56平米 | 北 | 精装 | 有电梯', '中楼层(共11层)2006年建塔楼  -  区府', '285万', '单价38744元/平米')
('', '东城国际 两用可注册办公 地铁口', '东城国际大厦  | 1室1厅 | 43平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2008年建塔楼  -  区府', '80万', '单价18605元/平米')
('https://image1.ljcdn.com/440100-inspection/cf761f6e-b929-45e9-8a6d-60d2ff51e8c4.jpg.296x216.jpg', '海员路 南北对流 中高楼层 可读荔园', '外运宿舍  | 2室1厅 | 60.13平米 | 东南 南 | 简装 | 无电梯', '高楼层(共6层)板楼  -  区府', '168万', '单价27940元/平米')
('https://image1.ljcdn.com/440100-inspection/d265e6c0-13bb-4965-ba3a-bb56a62abe4f.jpg.296x216.jpg', '富域尚品居 3室1厅 275万', '富域尚品居  | 3室1厅 | 92.36平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2009年建塔楼  -  开发区', '275万', '单价29775元/平米')
('https://image1.ljcdn.com/440100-inspection/cd60abf8-d5be-4935-a118-7f8d647e5031.jpg.296x216.jpg', '东南向三房 ，精装修保养好，户型方正望泳池', '金碧世纪花园  | 3室2厅 | 105平米 | 南 | 精装 | 有电梯', '高楼层(共32层)2004年建塔楼  -  区府', '415万', '单价39524元/平米')
('https://image1.ljcdn.com/440100-inspection/78a34cd6-870b-4dbd-bf7a-5e18cee3938e.jpg.296x216.jpg', '红山派出所宿舍 中层实用两房 格局方正', '海安小区  | 2室2厅 | 84平米 | 南 北 | 精装 | 无电梯', '中楼层(共9层)1998年建塔楼  -  区府', '232万', '单价27620元/平米')
('https://image1.ljcdn.com/440100-inspection/55a3886e-3553-4201-a448-569f84c8edec.jpg.296x216.jpg', '林语山庄 复式单位 户型实用 南向采光好', '保利林语山庄  | 4室2厅 | 114.43平米 | 东南 | 精装', '高楼层(共7层)塔楼  -  科学城', '500万', '单价43695元/平米')
('https://image1.ljcdn.com/440100-inspection/4a5b5d8b-15d8-48dc-9f4a-1cd94eaa24f0.jpg.296x216.jpg', '君合雅居 2室2厅 204万', '君合雅居  | 2室2厅 | 84.89平米 | 南 | 精装 | 有电梯', '中楼层(共15层)2010年建塔楼  -  开发区', '204万', '单价24032元/平米')
('', '怡园小区 3室1厅 310万', '怡园小区  | 3室1厅 | 87.79平米 | 东南 | 简装 | 无电梯', '高楼层(共8层)1992年建塔楼  -  区府', '310万', '单价35312元/平米')
('', '万科金色悦府 车位 30万', '万科金色悦府  | 车位 | 11.5平米 | 南', '2011年建暂无数据  -  区府', '30万', '单价26087元/平米')
('https://image1.ljcdn.com/440100-inspection/d1a3d3c4-6c5e-4ae7-be9d-8c5348fff2bd.jpg.296x216.jpg', '怡港花园 四方园中园 家私家电齐', '怡港花园  | 2室2厅 | 81平米 | 西北 | 简装 | 有电梯', '中楼层(共11层)1999年建塔楼  -  区府', '315万', '单价38889元/平米')
('', '雍翠雅园 西南向大三房', '雍翠雅园  | 3室2厅 | 123.65平米 | 西南 | 精装 | 有电梯', '高楼层(共22层)塔楼  -  开发区', '330万', '单价26689元/平米')
('https://image1.ljcdn.com/440100-inspection/f83aaac6-4ea1-4aa2-ac1d-f46bdf19e2c1.jpg.296x216.jpg', '普晖村 户型实用 格局方正 小区环境', '普晖村  | 2室2厅 | 73.56平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1996年建塔楼  -  开发区', '145万', '单价19712元/平米')
('https://image1.ljcdn.com/440100-inspection/6d7e21ce-08ef-4e70-bad1-7b6d828c3fb8.jpg.296x216.jpg', '海关大院 3室2厅 308万', '海关大院  | 3室2厅 | 93平米 | 东 | 简装 | 有电梯', '中楼层(共30层)1998年建塔楼  -  区府', '308万', '单价33119元/平米')
('', '泰景花园 1房1厅 120万元', '泰景花园东城华庭  | 1室1厅 | 56平米 | 东南 | 精装 | 无电梯', '高楼层(共8层)2006年建塔楼  -  区府', '120万', '单价21429元/平米')
('https://image1.ljcdn.com/440100-inspection/3d33314d-bbd7-480a-b2dc-894a8784e70b.jpg.296x216.jpg', '荔香花园 2室2厅 240万', '荔香花园  | 2室2厅 | 88.46平米 | 南 | 精装 | 无电梯', '高楼层(共9层)1996年建塔楼  -  区府', '240万', '单价27131元/平米')
('https://image1.ljcdn.com/440100-inspection/4c265569-6e13-4108-9df6-5da3d8cd7a87.jpg.296x216.jpg', '黄埔花园 2室2厅 375万', '黄埔花园  | 2室2厅 | 89.44平米 | 南 | 精装 | 有电梯', '低楼层(共16层)2011年建塔楼  -  区府', '375万', '单价41928元/平米')
('', '怡园小区 4室2厅 438万', '怡园小区  | 4室2厅 | 128.13平米 | 南 | 其他 | 无电梯', '中楼层(共8层)1992年建塔楼  -  区府', '438万', '单价34185元/平米')
('https://image1.ljcdn.com/440100-inspection/1181ac5d-fc67-474d-b21b-8966550b953d.jpg.296x216.jpg', '红山派出所 户型方正 中楼层', '海安小区  | 3室2厅 | 83.8平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1998年建塔楼  -  区府', '215万', '单价25657元/平米')
('https://image1.ljcdn.com/440100-inspection/test-d2ca99b6-3c65-4dc9-ba23-582a723b9285.png.296x216.jpg', '金碧领秀国际 中层方正单位  精致小户型', '金碧领秀国际  | 1室0厅 | 33.34平米 | 北 | 简装 | 有电梯', '中楼层(共33层)2007年建塔楼  -  区府', '148万', '单价44392元/平米')
('https://image1.ljcdn.com/440100-inspection/957f85cf-3230-4fb6-b139-d3edad44f0af.jpg.296x216.jpg', '丰逸尚居 2室1厅 192万', '丰逸尚居  | 2室1厅 | 48.42平米 | 南 | 简装 | 有电梯', '中楼层(共29层)2012年建塔楼  -  区府', '192万', '单价39654元/平米')
