('https://image1.ljcdn.com/340100-inspection/d314142f-f3da-4dd7-ac64-9a151bec095b.JPG.296x216.jpg', '恒盛招牌敞亮大三房 南北双阳台 无遮挡采光', '恒盛皇家花园  | 3室2厅 | 132.96平米 | 南 北 | 其他', '低楼层(共24层)2013年建板楼  -  林店', '170万', '单价12786元/平米')
('https://image1.ljcdn.com/340100-inspection/3515ff37-8ea3-4445-b787-d82f094c5ef3.jpg.296x216.jpg', '精装大两房，通风性很好，不闷热。诚心出售。', '海棠别院北区  | 2室2厅 | 91.73平米 | 南 | 其他', '高楼层(共18层)2009年建板楼  -  海棠', '128万', '单价13954元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload8d4456e7-f7f3-49e5-9200-dfd9aa5f66d1.JPG.296x216.jpg', '为你而选为你为家，楼层好，采光好，北苑小区', '北苑小区  | 3室1厅 | 84.74平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  亳州', '122万', '单价14397元/平米')
('https://image1.ljcdn.com/340100-inspection/0d010173-9502-47d6-88d3-c16c0d332760.jpg.296x216.jpg', '四湾巷 面积小 总价低 低楼层', '四湾巷  | 2室1厅 | 55.22平米 | 南 北 | 其他', '低楼层(共6层)板楼  -  逍遥津', '113万', '单价20464元/平米')
('https://image1.ljcdn.com/340100-inspection/6154a383-fc51-4228-921e-9b9f8cbc612a.jpg.296x216.jpg', '高楼层采光好，视野无遮挡，业主诚售', '中铁国际城德园  | 3室2厅 | 85.57平米 | 南 | 其他', '高楼层(共34层)2010年建塔楼  -  四里河', '145万', '单价16946元/平米')
('https://image1.ljcdn.com/340100-inspection/85fb49bf-3de3-4b6c-b9e0-5b6c375d3a4a.jpg.296x216.jpg', '正规单位房 质量好 环境好 适合居住 交通方便', '长江中路401号  | 2室1厅 | 49.89平米 | 南 | 其他', '中楼层(共5层)暂无数据  -  三孝口', '140万', '单价28062元/平米')
('https://image1.ljcdn.com/340100-inspection/d447a53f-a574-4267-a9ba-b7969e349e28.jpg.296x216.jpg', '元一滨水城 位置好 配套齐全 交通便利', '元一滨水城  | 3室2厅 | 106.59平米 | 南 | 其他', '低楼层(共18层)2005年建板楼  -  亳州', '192万', '单价18013元/平米')
('https://image1.ljcdn.com/340100-inspection/55d7adfb-4822-413c-9049-9a9367904b5c.jpg.296x216.jpg', '省委大院正规大院 三房朝南 一房朝北 市政供暖', '省委大院  | 4室1厅 | 101.52平米 | 南 北 | 其他', '高楼层(共6层)2003年建板楼  -  逍遥津', '276万', '单价27187元/平米')
('https://image1.ljcdn.com/340100-inspection/3732cbd7-c4b9-4f59-a619-653c245bf72e.jpg.296x216.jpg', '为你而选为你而家，精装两房，业主诚心出售。', '上城国际罗兰苑  | 2室2厅 | 84.5平米 | 南 北 | 其他', '低楼层(共6层)2014年建板楼  -  杏林', '123万', '单价14557元/平米')
('https://image1.ljcdn.com/340100-inspection/81348b60-48da-4979-bfb9-b5fa7183e901.JPG.296x216.jpg', '为你而选为你为家 金域蓝湾旁边荣事达大院 两房朝南', '荣事达宿舍  | 2室1厅 | 63.54平米 | 南 | 其他', '高楼层(共6层)板楼  -  亳州', '78万', '单价12276元/平米')
('https://image1.ljcdn.com/340100-inspection/635d0e2d-8378-4610-8464-31bff46d96ba.jpg.296x216.jpg', '边户采光好 每个功能间都有窗户 南北通透 看房提前约', '宿州路293号  | 1室1厅 | 31.8平米 | 南 西 北 | 其他', '高楼层(共6层)板塔结合  -  逍遥津', '52万', '单价16353元/平米')
('https://image1.ljcdn.com/340100-inspection/89b05122-17a7-4dfd-9397-df6e4eb6d06e.jpg.296x216.jpg', '幸福人家 2室2厅 138万', '幸福人家  | 2室2厅 | 82.12平米 | 南 | 其他', '低楼层(共6层)2001年建板楼  -  亳州', '138万', '单价16805元/平米')
('https://image1.ljcdn.com/340100-inspection/3fba062d-44fc-4503-95c0-e8b44d2b2bd5.jpg.296x216.jpg', '文一名门湖畔 4室2厅 195万', '文一名门湖畔  | 4室2厅 | 112.03平米 | 南 | 其他', '高楼层(共8层)2015年建塔楼  -  四里河', '195万', '单价17407元/平米')
('https://image1.ljcdn.com/340100-inspection/b7ab313e-3052-4eaa-923a-434cb6cea569.JPG.296x216.jpg', '柏景湾 3室2厅 185万', '柏景湾  | 3室2厅 | 102.75平米 | 南 | 其他', '中楼层(共6层)2009年建塔楼  -  亳州', '185万', '单价18005元/平米')
('https://image1.ljcdn.com/340100-inspection/68f7ea28-9b94-4fbe-9fc5-4536b564b718.jpg.296x216.jpg', '亳州城 1室1厅 55万', '亳州城  | 1室1厅 | 46平米 | 南 | 其他', '中楼层(共7层)2002年建板楼  -  亳州', '55万', '单价11957元/平米')
('https://image1.ljcdn.com/340100-inspection/70fd3f50-e884-46e8-97b1-e13d46781ddc.jpg.296x216.jpg', '六安路与阜南路交口西南角 精装修 户型方正 西边户', '六安路219号  | 2室2厅 | 68.62平米 | 南 | 其他', '高楼层(共6层)1988年建板楼  -  三孝口', '120万', '单价17488元/平米')
('https://image1.ljcdn.com/340100-inspection/6bfa3734-2632-45c9-8707-06b9c8bfd23a.jpg.296x216.jpg', '明发广场 精装三居室 楼层视野棒 价格好', '明发商业广场  | 3室2厅 | 140.31平米 | 南 | 精装', '高楼层(共25层)2008年建塔楼  -  四里河', '160万', '单价11404元/平米')
('https://image1.ljcdn.com/340100-inspection/3622767d-1a75-4a26-ab48-af6dd1a6642e.jpg.296x216.jpg', '领域花园 2室1厅 87万', '领域花园  | 2室1厅 | 49.5平米 | 南 | 其他', '中楼层(共24层)2008年建塔楼  -  海棠', '87万', '单价17576元/平米')
('https://image1.ljcdn.com/340100-inspection/351ca973-02c6-48da-8f09-026986be5d68.jpg.296x216.jpg', '盛世花园小区交通便利小区环境干净舒适', '盛世花园  | 2室2厅 | 99.63平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  亳州', '155万', '单价15558元/平米')
('https://image1.ljcdn.com/340100-inspection/cb7ef127-4c07-40b2-b6e3-5b10c1e18035.jpg.296x216.jpg', '四联大厦 2室1厅 130万', '四联大厦  | 2室1厅 | 59.11平米 | 南 北 | 其他', '中楼层(共16层)暂无数据  -  三孝口', '130万', '单价21993元/平米')
('https://image1.ljcdn.com/340100-inspection/d41f266b-cb6a-43a3-b408-e43436edd46e.JPG.296x216.jpg', '和煦园 3室2厅 248万', '和煦园  | 3室2厅 | 148.18平米 | 南 | 其他', '高楼层(共18层)2004年建塔楼  -  亳州', '248万', '单价16737元/平米')
('https://image1.ljcdn.com/340100-inspection/293a7eff-f134-4a6f-9f7c-a66a25a18556.JPG.296x216.jpg', '满五唯一、南北通透两房朝南、配套齐全、拎包入住', '香樟小区  | 2室1厅 | 72.11平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  杏林', '98万', '单价13591元/平米')
('https://image1.ljcdn.com/340100-inspection/3c11487f-d2fe-402e-bae8-ac3288652867.jpg.296x216.jpg', '世纪家园 4室2厅 290万', '世纪家园  | 4室2厅 | 155平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  亳州', '290万', '单价18710元/平米')
('https://image1.ljcdn.com/340100-inspection/29c0d827-9043-4fe7-b55e-03a5a70a675e.JPG.296x216.jpg', '金都华庭五期 小高层 满两年 无增值税', '金都华庭五期  | 3室2厅 | 109.41平米 | 南 北 | 其他', '中楼层(共11层)2010年建塔楼  -  杏林', '155万', '单价14167元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6f7d1bb4-3e5e-4417-a932-1b0e94c891fe.jpg.296x216.jpg', '万科+精装修大三房+品质小区+随时看+带车位', '万科森林公园御庭  | 3室2厅 | 106.31平米 | 南 | 其他', '低楼层(共34层)2015年建塔楼  -  森林公园', '265万', '单价24928元/平米')
('https://image1.ljcdn.com/340100-inspection/bb64a079-d5b1-4c14-a4d4-c0f6186b1a7b.jpg.296x216.jpg', '品质房源  一次未住  诚心出售', '万科森林公园御庭  | 3室2厅 | 88平米 | 南 | 其他', '低楼层(共30层)2015年建塔楼  -  森林公园', '192万', '单价21819元/平米')
('https://image1.ljcdn.com/340100-inspection/fa8536e2-8de2-409b-b449-80c463782af0.jpg.296x216.jpg', '玉翠园 2室2厅 145万', '玉翠园  | 2室2厅 | 85平米 | 南 | 其他', '高楼层(共18层)2010年建板楼  -  海棠', '145万', '单价17059元/平米')
('https://image1.ljcdn.com/340100-inspection/b9ccf991-4e26-46ed-9724-8fe7ac89b436.jpg.296x216.jpg', '逍遥净西门   交通便利  临近公园', '省政协恢复楼  | 1室1厅 | 39.05平米 | 西 | 其他', '高楼层(共6层)板楼  -  逍遥津', '58万', '单价14853元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadcd774f2e-5324-4367-a354-a4afd63389e1.jpg.296x216.jpg', '馨园小高层，中的高层，全览庐州公园，', '万科森林公园馨园  | 4室2厅 | 143平米 | 南 北 | 毛坯', '高楼层(共11层)暂无数据  -  森林公园', '400万', '单价27973元/平米')
('https://image1.ljcdn.com/340100-inspection/e34cc24b-a511-4380-a334-07bfe6f3ef15.jpg.296x216.jpg', '金荷苑 2室2厅 150万', '金荷苑  | 2室2厅 | 97.19平米 | 东 | 其他', '低楼层(共18层)2005年建塔楼  -  海棠', '150万', '单价15434元/平米')
('https://image1.ljcdn.com/340100-inspection/10bfb691-fb29-424f-bb65-d28b779a2a6b.jpg.296x216.jpg', '柏景湾二室二厅户型方正采光充足', '柏景湾  | 2室2厅 | 94.48平米 | 西南 | 其他', '高楼层(共29层)2009年建塔楼  -  亳州', '210万', '单价22227元/平米')
('https://image1.ljcdn.com/340100-inspection/9227de9d-a81a-432f-8fbd-15b9d11b10f3.jpg.296x216.jpg', '金都华庭三期 5室2厅 170万', '金都华庭三期  | 5室2厅 | 127.23平米 | 南 北 | 其他', '高楼层(共18层)2010年建塔楼  -  杏林', '170万', '单价13362元/平米')
('https://image1.ljcdn.com/340100-inspection/078770dc-2365-4b96-85d7-d046ed67cb9f.JPG.296x216.jpg', '为你而选为你为家 可苑新村三室采光好 业主诚心出售', '可苑新村  | 3室1厅 | 84平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  亳州', '109万', '单价12977元/平米')
('https://image1.ljcdn.com/340100-inspection/ab3e2c4e-6e71-4ac8-a529-efa96f49d144.jpg.296x216.jpg', '海棠花园 多层5楼 公摊面积小，大两房，有钥匙随时看', '海棠花园  | 2室2厅 | 84.97平米 | 南 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '152万', '单价17889元/平米')
('https://image1.ljcdn.com/340100-inspection/0c639aac-8509-4461-b108-e282a56ed887.jpg.296x216.jpg', '海棠花园 6室3厅 330万', '海棠花园  | 6室3厅 | 247.27平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  海棠', '330万', '单价13346元/平米')
('https://image1.ljcdn.com/340100-inspection/509917c3-0035-4a0f-875b-16d83d6870dd.jpg.296x216.jpg', '位置好 房型好 交通便捷 生活方便  楼层好', '光明新村  | 3室1厅 | 92.29平米 | 南 | 其他', '中楼层(共7层)1988年建板楼  -  三孝口', '185万', '单价20046元/平米')
('https://image1.ljcdn.com/340100-inspection/264e2fcc-0d6e-4b4c-a9c5-babc2750e929.JPG.296x216.jpg', '北一环 精装修 价格美丽 上元公寓，3室，拎包入住', '上元公寓  | 3室2厅 | 85.97平米 | 南 | 其他', '高楼层(共33层)2012年建塔楼  -  亳州', '142万', '单价16518元/平米')
('https://image1.ljcdn.com/340100-inspection/b69c2005-e177-4222-a702-9be7b8528ccb.jpg.296x216.jpg', '逍遥津公园旁 精装修中间楼层 南北通透 房龄新', '拱辰街73号  | 2室2厅 | 85.6平米 | 南 北 | 其他', '中楼层(共7层)1985年建板楼  -  逍遥津', '130万', '单价15187元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadf0852acd-ad05-4eb4-b0fe-3a2bd9c44b10.jpg.296x216.jpg', '小高层，中的高层，全览庐州公园，采光充足改善必选', '万科森林公园馨园  | 4室2厅 | 142.49平米 | 南 北 | 毛坯', '低楼层(共11层)暂无数据  -  森林公园', '380万', '单价26669元/平米')
('https://image1.ljcdn.com/340100-inspection/89292338-a160-4441-acf8-7f51bde2ba9c.JPG.296x216.jpg', '空间布局有致，和谐有序，清新空气自由穿行', '绿都新村小区  | 2室1厅 | 58平米 | 南 北 | 其他', '中楼层(共6层)板楼  -  杏林', '68万', '单价11725元/平米')
('https://image1.ljcdn.com/340100-inspection/cc0766c2-41d3-4564-b069-630170ca560d.jpg.296x216.jpg', '海棠别院南区 2室2厅 150万', '海棠别院南区  | 2室2厅 | 89平米 | 南 | 其他', '低楼层(共18层)2009年建塔楼  -  海棠', '150万', '单价16854元/平米')
('https://image1.ljcdn.com/340100-inspection/a7290237-ea63-4d0a-a4e6-050e5c887e53.jpg.296x216.jpg', '中铁品园 总价低 看房方便 业主诚心出售 毛坯一居室', '中铁国际城品园  | 1室1厅 | 42.17平米 | 南 北 | 其他', '中楼层(共34层)2016年建塔楼  -  四里河', '61万', '单价14466元/平米')
('https://image1.ljcdn.com/340100-inspection/2006a81b-7a20-4635-9592-44bee0a413d9.jpg.296x216.jpg', '为你而选为你为家 采光充足 视野开阔', '陈小巷社区  | 1室1厅 | 29.93平米 | 南 北 | 其他', '高楼层(共7层)1985年建板楼  -  逍遥津', '48万', '单价16038元/平米')
('https://image1.ljcdn.com/340100-inspection/d0991af4-10d8-4078-bf3a-f6589b9a4219.jpg.296x216.jpg', '富世广场 2室1厅 110万', '富世广场  | 2室1厅 | 88.56平米 | 南 | 其他', '中楼层(共29层)2012年建塔楼  -  逍遥津', '110万', '单价12421元/平米')
('https://image1.ljcdn.com/340100-inspection/3ccdd97f-f292-49ce-bb95-41bdeb80b8e2.JPG.296x216.jpg', '为你而选 为你为家  采光好  无遮挡', '可苑新村  | 2室1厅 | 68.3平米 | 南 | 其他', '中楼层(共6层)2000年建板楼  -  亳州', '96万', '单价14056元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload49cb6fa4-ea96-4cf8-b276-1063604f1234.jpg.296x216.jpg', '淮三小四十五本部 环境舒适 出行方便 正规小区', '民政厅大院  | 2室1厅 | 71.58平米 | 南 北 | 其他', '中楼层(共4层)板楼  -  三孝口', '136万', '单价19000元/平米')
('https://image1.ljcdn.com/340100-inspection/6e97fc42-a598-40e1-9465-3acd7797cf17.jpg.296x216.jpg', '北一环  亳州新村  低总价  配套齐全', '亳州新村  | 2室1厅 | 50.42平米 | 南 | 其他', '高楼层(共6层)2002年建板楼  -  亳州', '65万', '单价12892元/平米')
('https://image1.ljcdn.com/340100-inspection/20580d6b-d8f9-4330-b988-59ddaccd4b56.jpg.296x216.jpg', '为你而选为你为家南国花园干净舒适适合居住', '南国花园  | 3室2厅 | 148.52平米 | 南 北 | 其他', '高楼层(共6层)2002年建板楼  -  亳州', '230万', '单价15487元/平米')
('https://image1.ljcdn.com/340100-inspection/9da2108d-315c-44c2-b82f-f0c4ee8c25fe.jpg.296x216.jpg', '朗庭满两年大三房+带暖气+楼层好+居家装修+看房方便', '万科森林公园朗庭  | 3室2厅 | 110.43平米 | 南 | 其他', '高楼层(共34层)2013年建塔楼  -  森林公园', '268万', '单价24269元/平米')
('https://image1.ljcdn.com/340100-inspection/2ba5ce0e-3946-4b73-8150-b2535aa208e6.JPG.296x216.jpg', '和煦园精装三房交通便利采光充足绿化好', '和煦园  | 3室2厅 | 127.71平米 | 南 北 | 其他', '低楼层(共6层)2003年建板楼  -  亳州', '210万', '单价16444元/平米')
('https://image1.ljcdn.com/340100-inspection/cdc39185-f9c9-4e1f-b5f9-479421512626.jpg.296x216.jpg', '水晶苑 内复式 采光无遮挡  适宜居住', '水晶苑  | 3室2厅 | 87.96平米 | 南 | 其他', '低楼层(共13层)2011年建塔楼  -  亳州', '165万', '单价18759元/平米')
('https://image1.ljcdn.com/340100-inspection/99309bc5-b243-419c-89b7-b1e85229371e.jpg.296x216.jpg', '中铁国际城德园 3室1厅 170万', '中铁国际城德园  | 3室1厅 | 85.87平米 | 南 北 | 其他', '高楼层(共28层)2010年建塔楼  -  四里河', '170万', '单价19798元/平米')
('https://image1.ljcdn.com/340100-inspection/70c7127d-2d14-463a-99a6-a17e3018db3f.jpg.296x216.jpg', '金宏豪庭 3室2厅 140万', '金宏豪庭  | 3室2厅 | 87平米 | 南 | 其他', '低楼层(共32层)2013年建板楼  -  海棠', '140万', '单价16092元/平米')
('https://image1.ljcdn.com/340100-inspection/45bd53ff-acb2-4274-8e06-9b59b5e2a241.jpg.296x216.jpg', '永红路47号 1室1厅 85万', '永红路47号  | 1室1厅 | 32.97平米 | 南 | 其他', '中楼层(共7层)暂无数据  -  三孝口', '85万', '单价25782元/平米')
('https://image1.ljcdn.com/340100-inspection/5beb5b5d-e431-4708-9a3d-d9947823b5b7.JPG.296x216.jpg', '上城国际新界 2室1厅 128万', '上城国际新界  | 2室1厅 | 72平米 | 南 | 其他', '高楼层(共18层)2012年建塔楼  -  杏林', '128万', '单价17778元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload4684de54-bb1d-4c24-9125-4031b6117dc5.jpg.296x216.jpg', '中铁国际城品园，毛坯房，随意装修，随时看房', '中铁国际城品园  | 1室1厅 | 42.22平米 | 西南 | 其他', '中楼层(共34层)2016年建塔楼  -  四里河', '58万', '单价13738元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload34790794-018e-4ee1-a5ed-b8c96806a13d.jpg.296x216.jpg', '此房满二年 小区新 自住装修 三居室 视野棒', '海亮兰郡花园  | 3室2厅 | 119.09平米 | 南 北 | 其他', '高楼层(共27层)2012年建塔楼  -  森林公园', '175万', '单价14695元/平米')
('https://image1.ljcdn.com/340100-inspection/586d00f5-d107-4c0b-ba6d-7d61d758b06d.jpg.296x216.jpg', '中铁国际城和畅园 3室1厅 145万', '中铁国际城和畅园  | 3室1厅 | 86.33平米 | 南 | 其他', '中楼层(共30层)2012年建塔楼  -  四里河', '145万', '单价16797元/平米')
('https://image1.ljcdn.com/340100-inspection/a165a40f-6061-4b19-8e7a-11e5d92ab873.jpg.296x216.jpg', '为你而选 为你为家 采光好  业主诚心出售', '可苑新村  | 3室1厅 | 79.03平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  亳州', '112万', '单价14172元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload6c8de80b-e593-4e30-8428-682e53e72b09.jpg.296x216.jpg', '为你而选为你为家   ， 配套成熟 拎包即住', '拱辰街39号  | 1室1厅 | 44.28平米 | 南 | 其他', '中楼层(共6层)板楼  -  逍遥津', '76万', '单价17164元/平米')
('https://image1.ljcdn.com/340100-inspection/a9d293b6-f0fa-431a-8a50-b83faa722518.jpg.296x216.jpg', '钢苑新村 2室2厅 135万', '钢苑新村  | 2室2厅 | 87.05平米 | 南 | 其他', '中楼层(共11层)2003年建板楼  -  亳州', '135万', '单价15509元/平米')
('https://image1.ljcdn.com/340100-inspection/b3905471-3391-4d21-acf4-74f547d15cda.JPG.296x216.jpg', '城改美景人家 2室1厅 70万', '城改美景人家  | 2室1厅 | 62.9平米 | 西 | 其他', '高楼层(共17层)2013年建塔楼  -  杏林', '70万', '单价11129元/平米')
('https://image1.ljcdn.com/340100-inspection/b5d31da7-9122-41ff-9751-7422e1d68234.jpg.296x216.jpg', '为你而选为你为家 龙源丽景精装复式 视野好 采光足', '龙源丽景  | 4室2厅 | 90.57平米 | 南 | 其他', '高楼层(共6层)2012年建板楼  -  海棠', '245万', '单价27051元/平米')
('https://image1.ljcdn.com/340100-inspection/3b9e3ab8-1ba4-48a0-ab30-76112d6227d4.jpg.296x216.jpg', '荷塘月色 2室1厅 135万', '荷塘月色  | 2室1厅 | 79.28平米 | 南 | 其他', '中楼层(共18层)2006年建板楼  -  海棠', '135万', '单价17029元/平米')
