('https://image1.ljcdn.com/510100-inspection/test-96e02ce2-04f0-4862-bc65-c720c9250cfb.png.296x216.jpg', '套三双卫 主卧带阳台  此房满五年且唯一免个税', '东苑D区  | 3室2厅 | 135平米 | 西南 | 简装 | 有电梯', '低楼层(共26层)2009年建板楼  -  东苑', '248万', '单价18371元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1a81fd9a-4283-458f-bb89-86280884637d.png.296x216.jpg', '军安卫士套三双卫 客厅有阳台 次卧有飘窗', '军安卫士花园  | 3室2厅 | 124平米 | 南 | 其他 | 有电梯', '高楼层(共26层)2013年建板楼  -  中和', '230万', '单价18549元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8095ed52-a6a0-4714-82e6-001fb19ec267.png.296x216.jpg', '自住装修对中庭套二双卫，朝东视野好', '中海九号公馆  | 2室1厅 | 89.75平米 | 东 | 其他 | 有电梯', '中楼层(共26层)2015年建板塔结合  -  金融城', '400万', '单价44569元/平米')
('https://image1.ljcdn.com/510100-inspection/dffd39b2-cadf-49f4-9a5d-479b9eb252ee.jpg.296x216.jpg', '御廷上郡套三双卫..............................', '御廷上郡  | 3室2厅 | 108平米 | 西南 | 其他 | 有电梯', '中楼层(共26层)2012年建板塔结合  -  中和', '198万', '单价18334元/平米')
('https://image1.ljcdn.com/510100-inspection/test-164d1dd9-7c03-4314-8ac6-5546f76c1f8d.png.296x216.jpg', '蜀都 清水 套三双卫 楼层好 视野好', '蜀都中心一期  | 3室1厅 | 115.94平米 | 北 | 其他 | 有电梯', '高楼层(共39层)2014年建板楼  -  新会展', '255万', '单价21995元/平米')
('https://image1.ljcdn.com/510100-inspection/31d6c492-f24d-4878-ba7f-132a3b805009.jpg.296x216.jpg', '普通装修，不临街，位置安静，高楼层', '东苑F区  | 2室2厅 | 90.54平米 | 东 | 其他 | 有电梯', '高楼层(共27层)2013年建塔楼  -  东苑', '230万', '单价25404元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ee0691f4-0fc9-4aa3-9004-e781bed0a4a2.png.296x216.jpg', '天府二街 套一住宅  通气  精装有阳台', '天鹅湖北苑  | 1室1厅 | 46.06平米 | 东 | 其他 | 有电梯', '高楼层(共31层)2007年建板塔结合  -  新会展', '79万', '单价17152元/平米')
('https://image1.ljcdn.com/510100-inspection/test-626e1c46-a136-43d2-953c-796b0c047402.png.296x216.jpg', '高新区 世纪城 套二单卫 户型方正 采光好', '蜀都中心一期  | 2室2厅 | 88.28平米 | 东 | 其他 | 有电梯', '中楼层(共39层)2014年建板楼  -  新会展', '206万', '单价23335元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9942eafb-dbf9-4251-8311-89bbafa42858.png.296x216.jpg', '中海一室一厅户型，户型方正.有阳台。通水电气', '中海翠屏湾  | 1室1厅 | 53.41平米 | 西南 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  城南宜家', '88万', '单价16477元/平米')
('https://image1.ljcdn.com/510100-inspection/test-661d9d59-674e-48cf-a98f-45cfbd78e2a7.png.296x216.jpg', '中海城南一号中庭位置精装空房满2年', '中海城南一号一期  | 5室2厅 | 246.4平米 | 南 北 | 其他 | 有电梯', '高楼层(共23层)2012年建板塔结合  -  金融城', '870万', '单价35309元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a15d9de7-f10b-49de-985a-e4cbd46a5301.png.296x216.jpg', '西派国际精装套二出售带家具家电，视野好，可看锦城湖', '西派国际  | 2室2厅 | 89.68平米 | 西北 | 其他 | 有电梯', '高楼层(共30层)2016年建板楼  -  金融城', '355万', '单价39586元/平米')
('https://image1.ljcdn.com/510100-inspection/test-389626a9-54cf-46e6-a73b-229771148602.png.296x216.jpg', '空间利用合理，跃层户型，私密性好。', '城南晶座  | 3室2厅 | 96.11平米 | 南 | 其他 | 有电梯', '中楼层(共25层)2011年建板楼  -  广都', '193万', '单价20082元/平米')
('https://image1.ljcdn.com/510100-inspection/644dec84-1ec4-464d-bb77-f1031d069313.jpg.296x216.jpg', '中海翠屏湾  套一  有阳台  朝西北', '中海翠屏湾  | 1室1厅 | 48.03平米 | 东北 | 其他 | 有电梯', '中楼层(共18层)2009年建板楼  -  城南宜家', '65万', '单价13534元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9f4fe1ef-5591-4b38-990a-56490391468a.png.296x216.jpg', '高新区紫华苑中间位置套四，看房需要预约', '紫华苑  | 4室2厅 | 160.6平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2000年建板塔结合  -  紫荆', '225万', '单价14010元/平米')
('https://image1.ljcdn.com/510100-inspection/2a48ac03-c82d-4792-bbfd-d6edb3f9fd6a.jpg.296x216.jpg', '南桥春天，套三带阳台，朝南，简装', '南桥春天  | 3室1厅 | 98.47平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2010年建板塔结合  -  中和', '170万', '单价17265元/平米')
('https://image1.ljcdn.com/510100-inspection/e8f79e3d-bbbe-4931-ad79-f99c31320ddd.jpg.296x216.jpg', '高新区新光路62号电梯套四户型，有装修', '新绿季节  | 4室2厅 | 202.62平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2004年建板塔结合  -  紫荆', '330万', '单价16287元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ddd27c7f-efb2-40b0-91d7-d2d142ebd9ce.png.296x216.jpg', '海洋中 心套三双卫 有装修 有空调 有地暖', '海洋中心  | 3室2厅 | 173平米 | 西 | 其他 | 有电梯', '高楼层(共37层)2012年建板塔结合  -  新会展', '295万', '单价17053元/平米')
('https://image1.ljcdn.com/510100-inspection/6e1b0d05-e78e-4f6e-b38d-4ff269844807.jpg.296x216.jpg', '建发鹭洲 套三双卫 交通便利 带车为', '建发中央鹭洲  | 3室2厅 | 94.33平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2014年建板塔结合  -  大源', '298万', '单价31592元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a8f67b8a-b1f1-40fa-9b61-3bd12931118e.png.296x216.jpg', '蜀都 清水 套三双卫 楼层好 视野好', '蜀都中心一期  | 3室1厅 | 115.94平米 | 北 | 其他 | 有电梯', '高楼层(共39层)2014年建板楼  -  新会展', '210万', '单价18113元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0ea10c7b-1f75-4e6c-a81c-cabe62c506ff.png.296x216.jpg', '户型方正，卧室带阳台，位置安静，明厨明卫', '大城际  | 3室1厅 | 125.93平米 | 东南 | 其他 | 有电梯', '中楼层(共23层)2009年建板塔结合  -  广都', '230万', '单价18265元/平米')
('https://image1.ljcdn.com/510100-inspection/test-27c0c202-8048-4729-adb2-fb052bc01863.png.296x216.jpg', '优质标准套一，位置安静，采光好', '蒂梵尼TOWN  | 1室1厅 | 50.27平米 | 西 | 其他 | 有电梯', '中楼层(共33层)2017年建板塔结合  -  广都', '112万', '单价22280元/平米')
('https://image1.ljcdn.com/510100-inspection/test-15f7bfc9-49b9-4c87-a235-602550046029.png.296x216.jpg', '中航国际精装套一送车位，可以拎包入住。', '中航国际交流中心  | 1室1厅 | 57.24平米 | 南 | 其他', '中楼层(共31层)2014年建塔楼  -  金融城', '163万', '单价28477元/平米')
('https://image1.ljcdn.com/510100-inspection/test-ec804741-3ec9-472a-ab0d-5ef080bfa483.png.296x216.jpg', '复城国际，精装套一，户型方正，采光好', '复城国际  | 1室1厅 | 58.72平米 | 西 | 其他 | 有电梯', '低楼层(共29层)2011年建板塔结合  -  大源', '95万', '单价16179元/平米')
('https://image1.ljcdn.com/510100-inspection/test-cb78bfbe-e04c-4379-90a1-b05bef8c6935.png.296x216.jpg', '中海兰庭 自住装修平层套四 对中庭安静', '中海兰庭  | 4室2厅 | 147平米 | 西 西北 | 其他 | 有电梯', '中楼层(共31层)2008年建板塔结合  -  大源', '385万', '单价26191元/平米')
('https://image1.ljcdn.com/510100-inspection/f07be823-eec4-4098-95cc-e92ba372acd7.jpg.296x216.jpg', '看公园东西通透套五三卫 实得面积230平 有钥匙随时看', '建发鹭洲国际  | 5室2厅 | 151.83平米 | 东 西 | 其他 | 有电梯', '高楼层(共31层)2016年建板塔结合  -  大源', '450万', '单价29639元/平米')
('https://image1.ljcdn.com/510100-inspection/2878798a-1ad0-4f2f-98a9-280467c2fb2e.jpg.296x216.jpg', '建发鹭洲国际套四户型，正朝南。', '建发鹭洲国际  | 4室1厅 | 129平米 | 北 | 其他 | 有电梯', '低楼层(共32层)2016年建板塔结合  -  大源', '380万', '单价29458元/平米')
('https://image1.ljcdn.com/510100-inspection/test-f42898c3-71a7-4185-bb45-5a833ab80e24.png.296x216.jpg', '南城都汇五期 套三双卫 装修自住不到一年', '南城都汇汇晴园五期  | 3室1厅 | 89.8平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2014年建板塔结合  -  市一医院', '175万', '单价19488元/平米')
('https://image1.ljcdn.com/510100-inspection/test-710a6d44-f807-4ef5-ada9-3a43ccba2132.png.296x216.jpg', '天府名居套三单卫，带入户花园。', '天府名居  | 3室2厅 | 113.45平米 | 东南 | 简装 | 有电梯', '低楼层(共24层)2006年建塔楼  -  天府长城', '192万', '单价16924元/平米')
('https://image1.ljcdn.com/510100-inspection/test-d51f6d3f-c702-4dd3-a76e-4b93f6e08620.png.296x216.jpg', '天府大道北段 首座MAX 纯净水房', '首座MAX  | 3室2厅 | 211.11平米 | 南 | 其他 | 有电梯', '中楼层(共27层)塔楼  -  金融城', '480万', '单价22737元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5423def9-c13e-4949-93e3-99ae0e88987b.png.296x216.jpg', '南城都汇汇尚园  精装套二 眼镜户型朝南', '南城都汇汇尚园  | 2室2厅 | 86.78平米 | 南 | 精装 | 有电梯', '中楼层(共22层)2014年建塔楼  -  市一医院', '199万', '单价22932元/平米')
('https://image1.ljcdn.com/510100-inspection/test-65ea153f-3061-417b-8ee3-b4e23f5b6d6d.png.296x216.jpg', '棕榈泉优质套二 精装修 视野好', '成都棕榈泉国际中心  | 2室1厅 | 88.84平米 | 西 | 其他 | 有电梯', '高楼层(共36层)2015年建板塔结合  -  新会展', '230万', '单价25890元/平米')
('https://image1.ljcdn.com/510100-inspection/test-8ef0ee9d-7943-4348-93d1-db4d1dd9c250.png.296x216.jpg', '天府大道北段 首座MAX 纯净水房', '首座MAX  | 3室2厅 | 210.33平米 | 南 | 其他 | 有电梯', '中楼层(共27层)塔楼  -  金融城', '465万', '单价22109元/平米')
('https://image1.ljcdn.com/510100-inspection/test-81331693-1137-4b43-8dac-cdfc78c4f4dd.png.296x216.jpg', '南三环 套二带书房 端头三面采光', '润和原筑  | 2室1厅 | 94.25平米 | 南 | 简装 | 有电梯', '高楼层(共19层)2007年建板楼  -  东苑', '125万', '单价13263元/平米')
('https://image1.ljcdn.com/510100-inspection/test-44837128-f8ad-466d-b00e-a722868686b7.png.296x216.jpg', '奥克斯房东自住套二，空调带地暖,家具家电全齐。', '奥克斯广场  | 2室2厅 | 93.21平米 | 南 | 精装 | 有电梯', '中楼层(共30层)2013年建板塔结合  -  金融城', '280万', '单价30040元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload5a7596c0-3e9b-4d97-9f94-70bd5ca5826d.jpg.296x216.jpg', '高新南 01年商品房 中间楼层 可看', '玉馨苑  | 4室2厅 | 174平米 | 东南 | 其他 | 无电梯', '中楼层(共7层)2000年建板楼  -  芳草', '180万', '单价10345元/平米')
('https://image1.ljcdn.com/510100-inspection/5e10cb99-6d77-4153-990a-0d165efde7cb.jpg.296x216.jpg', '高新南区肖家河多层套二+户型方正+有装修可以拎包入住', '尚义居  | 2室2厅 | 68.05平米 | 西南 | 简装 | 无电梯', '高楼层(共6层)暂无数据  -  衣冠庙', '96万', '单价14108元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9a67cbd6-caae-4d9b-a13f-3dd8b9b806a5.png.296x216.jpg', '清水户型，可自由装修，所在楼层适合老年人小孩子居住', '中德英伦联邦B区  | 4室1厅 | 112平米 | 北 | 毛坯 | 有电梯', '低楼层(共33层)2015年建板楼  -  中德', '260万', '单价23215元/平米')
('https://image1.ljcdn.com/510100-inspection/test-547dcdcb-81d7-4c6b-8468-8c71979a5de5.png.296x216.jpg', '香榭国际 标准套二户型 朝南清水房', '香榭国际  | 2室2厅 | 63.01平米 | 南 | 毛坯 | 有电梯', '高楼层(共21层)2012年建板塔结合  -  中和', '76万', '单价12062元/平米')
('https://image1.ljcdn.com/510100-inspection/test-e4ceed8d-22bf-4e80-b06e-e9fe572bd046.png.296x216.jpg', '枫丹国际+套一+有阳台+清水房', '枫丹国际  | 1室1厅 | 66.46平米 | 北 | 其他 | 有电梯', '中楼层(共31层)2015年建板塔结合  -  金融城', '135万', '单价20313元/平米')
('https://image1.ljcdn.com/510100-inspection/test-beb7840e-7efa-42c3-abd0-921d58ccbaa7.png.296x216.jpg', '顶跃带花园，对小区中庭，安静朝南', '南城都汇汇雅园二期  | 6室2厅 | 328.47平米 | 南 | 毛坯 | 有电梯', '高楼层(共18层)2011年建塔楼  -  市一医院', '760万', '单价23138元/平米')
('https://image1.ljcdn.com/510100-inspection/32fe76e8-371e-4a6d-a286-c027e17dd630.jpg.296x216.jpg', '天鹅湖花园装修+套五 +有花园', '天鹅湖花园  | 5室2厅 | 475.69平米 | 东 | 其他 | 有电梯', '低楼层(共31层)2008年建塔楼  -  新会展', '860万', '单价18080元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a46aea85-ad0f-448f-812a-fc224713eb9f.png.296x216.jpg', '高新区，地铁口，套四带屋顶花园', '怡丰新城  | 4室2厅 | 162.67平米 | 西 | 其他 | 无电梯', '高楼层(共6层)2006年建板楼  -  中德', '256万', '单价15738元/平米')
('https://image1.ljcdn.com/510100-inspection/test-c39c574b-5f5a-4c5a-a2b5-666ee2ec5e3d.png.296x216.jpg', '维多利亚套二低楼层 不临街  看房有钥匙，随时可以看', '新里维多利亚公寓  | 2室2厅 | 111.14平米 | 南 | 其他 | 有电梯', '低楼层(共13层)2005年建板楼  -  神仙树', '220万', '单价19795元/平米')
('https://image1.ljcdn.com/510100-inspection/test-646ff6be-0cfb-444e-a379-cdc3cb0c98ee.png.296x216.jpg', '金房大榕湾， 套三双卫 ，采光视野好', '金房大榕湾人家  | 3室2厅 | 95.05平米 | 南 | 其他', '高楼层(共22层)2017年建板塔结合  -  金融城', '230万', '单价24198元/平米')
('https://image1.ljcdn.com/510100-inspection/0a3c7258-9be6-49ec-a5ba-3db7ee4c5090.jpg.296x216.jpg', '上海花园里面不临街的四居室、出售、', '上海花园  | 4室2厅 | 160.72平米 | 南 | 其他 | 有电梯', '高楼层(共13层)2006年建板楼  -  神仙树', '480万', '单价29866元/平米')
('https://image1.ljcdn.com/510100-inspection/test-87490745-2e26-40ca-bf76-50d8482a6aa7.png.296x216.jpg', '奥克斯广场精装套三，拎包入住。', '奥克斯广场  | 3室2厅 | 125.58平米 | 南 | 其他 | 有电梯', '低楼层(共30层)2013年建板塔结合  -  金融城', '335万', '单价26677元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4f28b4f9-9561-4842-a84a-b9eed67a696c.png.296x216.jpg', '凯德世纪名邸 套三单卫 客厅带阳台 安静', '凯德世纪名邸  | 3室2厅 | 92平米 | 西 | 毛坯', '中楼层(共21层)2016年建板塔结合  -  大源', '255万', '单价27718元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1c00bb4e-8191-48df-8fe1-99b5a7169942.png.296x216.jpg', '高新区 天府三街 峰汇 户型方正', '峰汇中心  | 2室1厅 | 77.56平米 | 南 | 其他 | 有电梯', '高楼层(共27层)2013年建板楼  -  新会展', '165万', '单价21274元/平米')
('https://image1.ljcdn.com/510100-inspection/test-75156ba4-a2c2-4baf-a714-e4f847a1ab8f.png.296x216.jpg', '誉峰 245户型  大阳台  东南朝向 满两年', '誉峰一期  | 5室1厅 | 245平米 | 东南 | 其他 | 有电梯', '高楼层(共30层)2010年建板楼  -  金融城', '1100万', '单价44898元/平米')
('https://image1.ljcdn.com/510100-inspection/test-6a98ae0a-edb6-4d0a-85b9-f51c9b9e3ca5.png.296x216.jpg', '复城国际、水电气三通套二、有装修', '复城国际  | 2室2厅 | 76.93平米 | 西 | 其他 | 有电梯', '中楼层(共29层)2011年建板塔结合  -  大源', '135万', '单价17549元/平米')
('https://image1.ljcdn.com/510100-inspection/test-2ccb75cd-899f-4356-a671-cea97ece243d.png.296x216.jpg', '首座MAX位于天府大道北段，临银泰ing，纯净水，视野好', '首座MAX  | 1室1厅 | 167.69平米 | 南 北 | 其他 | 有电梯', '中楼层(共27层)塔楼  -  金融城', '385万', '单价22960元/平米')
('https://image1.ljcdn.com/510100-inspection/3281dd3e-9dff-45b1-9cdc-6e34595b250e.jpg.296x216.jpg', '满两年 业主改造装修 有空调地暖可拎包入住', '公馆1881  | 3室2厅 | 155.84平米 | 西 | 精装 | 有电梯', '高楼层(共18层)2013年建板楼  -  城南宜家', '450万', '单价28876元/平米')
('https://image1.ljcdn.com/510100-inspection/rsp_pic_upload098c0d3f-439b-4099-873c-03ada0807914.jpg.296x216.jpg', '这个户型是套二单卫，户型方正，明厨明卫，客厅朝南。', '汇锦城  | 2室2厅 | 87.28平米 | 南 | 其他 | 有电梯', '低楼层(共36层)2014年建塔楼  -  大源', '210万', '单价24061元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12b0bb7c-513d-4bcf-ad6e-f1cef6330f1c.png.296x216.jpg', '首座MAX 套三双卫 纯清水 看房方便', '首座MAX  | 3室1厅 | 210.33平米 | 南 | 毛坯 | 有电梯', '低楼层(共27层)塔楼  -  金融城', '390万', '单价18543元/平米')
('https://image1.ljcdn.com/510100-inspection/test-5d56bf3a-9309-4188-b865-3e3703237cfe.png.296x216.jpg', '高新区  南三路五段  美洲花园顶楼带花园 有装修', '美洲花园二期  | 4室2厅 | 146.58平米 | 东南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  新北', '212万', '单价14464元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1b87d1d6-5371-4dcf-abf4-85ddaba595c8.png.296x216.jpg', '居家婚房，套三双卫朝南，视野开阔', '军安卫士花园  | 3室2厅 | 124.46平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2013年建板楼  -  中和', '220万', '单价17677元/平米')
('https://image1.ljcdn.com/510100-inspection/test-670a769e-ee71-43ec-83ea-75a70f98fcae.png.296x216.jpg', '远大都市风景一期简装套三，屋顶带花园，小区安静。', '远大都市风景一期  | 3室2厅 | 125.86平米 | 南 | 简装 | 无电梯', '高楼层(共6层)2009年建板楼  -  远大', '218万', '单价17321元/平米')
