('https://image1.ljcdn.com/440300-inspection/test-27ca7970-81d4-4663-8f34-54cfdb4292a5.png.296x216.jpg', '视野好，满2年，可改小3房业主自住装修保养好', '朗庭豪园  | 2室2厅 | 71.68平米 | 东北 | 精装 | 有电梯', '中楼层(共18层)2000年建塔楼  -  福田保税区', '470万', '单价65570元/平米')
('https://image1.ljcdn.com/440300-inspection/05f85ee0-8f7f-4e0c-b58e-fe0a66db2ad3.JPG.296x216.jpg', '嘉洲华苑，厅出阳台，采光好，实用高。', '嘉洲华苑  | 3室2厅 | 84.48平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2002年建板塔结合  -  车公庙', '510万', '单价60370元/平米')
('https://image1.ljcdn.com/440300-inspection/2d90c02d-7c97-49f4-9dd2-d0dd4e47ecd9.jpg.296x216.jpg', '花好园 2室1厅 420万', '花好园  | 2室1厅 | 56.11平米 | 西南 | 其他 | 有电梯', '中楼层(共29层)2005年建板塔结合  -  上下沙', '420万', '单价74853元/平米')
('https://image1.ljcdn.com/440300-inspection/9fc9c299-157c-4b87-a03f-8ef0e0dd6e91.jpg.296x216.jpg', '中银花园西北向的二房，业主诚心出售 看房有钥匙', '中银花园  | 2室1厅 | 84.79平米 | 西北 | 简装 | 有电梯', '低楼层(共31层)1997年建塔楼  -  莲花', '450万', '单价53073元/平米')
('https://image1.ljcdn.com/440300-inspection/test-4460bda0-62e9-4464-ac81-a9c5ed2c2860.png.296x216.jpg', '莲花一村电梯一房一厅位置安静采光好', '莲花一村  | 1室1厅 | 42.12平米 | 北 | 其他 | 有电梯', '低楼层(共21层)1995年建板塔结合  -  莲花', '300万', '单价71226元/平米')
('https://image1.ljcdn.com/440300-inspection/37b26f2a-05c1-4821-a1a6-4eece8f0c890.jpg.296x216.jpg', '荔园南没有占用  居家两房   满两年   业主诚心出售', '航苑大厦  | 2室2厅 | 68.71平米 | 西北 | 其他 | 有电梯', '低楼层(共28层)1995年建板塔结合  -  华强北', '480万', '单价69859元/平米')
('https://image1.ljcdn.com/440300-inspection/test-cfffd1f7-4d7a-4093-b0c2-c6f905f82dcc.png.296x216.jpg', '南向三房通风采光景观好视野开阔，红本唯一税费少', '益田村  | 3室1厅 | 87.33平米 | 南 | 其他 | 有电梯', '高楼层(共32层)2002年建板塔结合  -  石厦', '620万', '单价70996元/平米')
('https://image1.ljcdn.com/440300-inspection/8f065d41-a887-48a7-8730-f7ee06449677.jpg.296x216.jpg', '东南向，满两年，业主诚心出售。', '城市主场  | 1室0厅 | 44.71平米 | 东南 | 其他 | 有电梯', '低楼层(共33层)2005年建板塔结合  -  八卦岭', '275万', '单价61508元/平米')
('https://image1.ljcdn.com/440300-inspection/aba21d20-453e-4956-8bc5-a5853e806c8d.JPG.296x216.jpg', '南北朝向，位置安静，采光通风好，户型方正', '益田村  | 3室2厅 | 85.91平米 | 南 北 | 其他 | 无电梯', '高楼层(共8层)1995年建板塔结合  -  石厦', '570万', '单价66349元/平米')
('https://image1.ljcdn.com/440300-inspection/test-17bc76f4-6c13-4d43-831d-4d2d5e910243.png.296x216.jpg', '端头位，通风采光效果好，房型使用率高。', '鹏益花园  | 1室0厅 | 37.49平米 | 西 北 | 其他 | 有电梯', '中楼层(共24层)1994年建塔楼  -  八卦岭', '200万', '单价53348元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3c4c5a77-4a3e-4026-aad9-c19b8647bbf0.png.296x216.jpg', '金燕园 2室2厅 405万', '金燕园  | 2室2厅 | 68.37平米 | 西 | 其他 | 有电梯', '中楼层(共12层)1998年建板塔结合  -  梅林', '405万', '单价59237元/平米')
('https://image1.ljcdn.com/440300-inspection/test-9de80d38-a2fb-499b-b181-a4819d661937.png.296x216.jpg', '满两年 红本在手 税费低 过户快', '现代之窗  | 1室1厅 | 49.88平米 | 北 | 其他 | 有电梯', '中楼层(共32层)2001年建板塔结合  -  华强北', '320万', '单价64154元/平米')
('https://image1.ljcdn.com/440300-inspection/7c3fa990-f085-44f8-9f0e-9de7cc4809ec.jpg.296x216.jpg', '福田景田安通花园南向安静装修保养好大两房诚售', '安通花园  | 2室1厅 | 74.39平米 | 东南 | 其他 | 无电梯', '高楼层(共8层)1997年建板塔结合  -  景田', '480万', '单价64525元/平米')
('https://image1.ljcdn.com/440300-inspection/64851218-d8ca-459e-ba6a-c9f04be59443.JPG.296x216.jpg', '高楼层东南向3+1 采光充足 居家安静舒适 生活便利', '雅云轩  | 3室2厅 | 130.51平米 | 东南 南 | 其他 | 有电梯', '中楼层(共29层)2001年建板塔结合  -  石厦', '900万', '单价68961元/平米')
('https://image1.ljcdn.com/440300-inspection/7ca5818f-2d74-4059-a696-436aff1d51e2.JPG.296x216.jpg', '福田区，双地铁口物业，城中雅苑看花园方正三房！', '城中雅苑  | 3室2厅 | 138.23平米 | 南 北 | 精装 | 有电梯', '低楼层(共28层)2004年建塔楼  -  福田中心', '1250万', '单价90429元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadc2591932-9a3a-423b-b9b1-ced4af07e81d.jpg.296x216.jpg', '桐林公寓  精装朝南一房一厅 满两年 诚心卖', '桐林公寓  | 1室1厅 | 31.87平米 | 东南 | 精装 | 有电梯', '中楼层(共29层)2012年建板塔结合  -  华强南', '220万', '单价69031元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploada29285ae-4b16-460f-8e96-7483e006dae3.jpg.296x216.jpg', '景西大厦 3室2厅 750万', '景西大厦  | 3室2厅 | 115.46平米 | 西南 | 精装 | 有电梯', '低楼层(共30层)2002年建板塔结合  -  景田', '750万', '单价64958元/平米')
('https://image1.ljcdn.com/440300-inspection/57109597-f2a3-48e2-93cc-497392250695.jpg.296x216.jpg', '下梅林 地铁边 润华苑 带装修三房 方正东向双阳台', '润华苑  | 3室2厅 | 85.63平米 | 东 | 简装 | 有电梯', '低楼层(共16层)2003年建板塔结合  -  梅林', '450万', '单价52552元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload805a2c19-8b74-4f30-8bab-3a07233fc9b8.JPG.296x216.jpg', '红树绿洲 2室1厅 445万', '红树绿洲  | 2室1厅 | 58.39平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2010年建板塔结合  -  福田保税区', '445万', '单价76212元/平米')
('https://image1.ljcdn.com/440300-inspection/6cc2cc95-6f81-4896-ab04-88682d7b6a94.jpg.296x216.jpg', '深圳高尔夫景精装两房 通风采光好，业主诚心出售！', '华富大厦  | 2室1厅 | 69.86平米 | 西南 | 简装 | 有电梯', '高楼层(共33层)2001年建板塔结合  -  景田', '395万', '单价56542元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ebb7e0a6-a70f-4ce1-9e55-d02302a32c8b.png.296x216.jpg', '泰安轩 1室0厅 400万', '泰安轩  | 1室0厅 | 40.25平米 | 南 | 其他 | 有电梯', '高楼层(共16层)1999年建板塔结合  -  车公庙', '400万', '单价99379元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload3cb88b33-46f4-4649-993c-271d9460d6a6.JPG.296x216.jpg', '岗厦地铁星河世纪 带外阳台 方正两房 满五唯一 南向', '星河世纪  | 2室1厅 | 65.42平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2006年建板塔结合  -  福田中心', '510万', '单价77958元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadf9161981-d7c5-4dcd-baa1-e40a66aeaa59.jpg.296x216.jpg', '泰康轩 2室1厅 528万', '泰康轩  | 2室1厅 | 61.85平米 | 南 | 其他 | 有电梯', '中楼层(共31层)2002年建塔楼  -  车公庙', '528万', '单价85368元/平米')
('https://image1.ljcdn.com/440300-inspection/39fe4588-cde4-4f83-909d-01028b976d61.jpg.296x216.jpg', '高层海景房，景观好，户型方正红本在手。', '金海湾花园  | 2室1厅 | 86.16平米 | 西南 | 其他 | 有电梯', '高楼层(共30层)2001年建板塔结合  -  上下沙', '630万', '单价73120元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload08c3c9c1-63fc-4540-a22b-9c7f8a549ad0.jpg.296x216.jpg', '高楼层，东南向，采光通风好，小复式结构，全景落地窗', '华盛领寓  | 3室2厅 | 67.7平米 | 东南 | 简装 | 有电梯', '中楼层(共28层)2008年建板塔结合  -  景田', '750万', '单价110783元/平米')
('https://image1.ljcdn.com/440300-inspection/test-df370d31-154e-4b2f-b20e-eeb6d67d1855.png.296x216.jpg', '香景大厦满五唯一，红本在手，业主诚心卖，看房方便', '香景大厦  | 3室2厅 | 91.9平米 | 东北 | 其他 | 有电梯', '低楼层(共24层)1996年建塔楼  -  景田', '595万', '单价64745元/平米')
('https://image1.ljcdn.com/440300-inspection/test-08a5c0f4-79fa-45b1-9047-0d83c398798a.png.296x216.jpg', '满五年  高层 视野开阔  优越的地理位置', '皇都广场  | 3室2厅 | 107.86平米 | 西北 | 其他 | 有电梯', '高楼层(共36层)2003年建板塔结合  -  石厦', '485万', '单价44966元/平米')
('https://image1.ljcdn.com/440300-inspection/test-91e48418-4bf9-4e5c-8301-1b464e26b971.png.296x216.jpg', '梅兴苑 3室1厅 435万', '梅兴苑  | 3室1厅 | 81.77平米 | 北 | 其他 | 无电梯', '中楼层(共8层)1995年建板楼  -  梅林', '435万', '单价53198元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploade845e3a8-ab9f-4128-8d4d-452cb52db30d.jpg.296x216.jpg', '长城盛世家园二期 3室2厅 700万', '长城盛世家园二期  | 3室2厅 | 92.3平米 | 北 | 其他 | 有电梯', '高楼层(共34层)2004年建塔楼  -  莲花', '700万', '单价75840元/平米')
('https://image1.ljcdn.com/440300-inspection/ba508641-e3d9-45fc-a9eb-1e9b8f3f0d4e.jpg.296x216.jpg', '东海花园二期福禄居 4室2厅 3800万', '东海花园二期福禄居  | 4室2厅 | 253.59平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2000年建板塔结合  -  香蜜湖', '3800万', '单价149849元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d42af0b3-64bf-43bb-9008-a7d308bff4f9.png.296x216.jpg', '旭飞花园 原始一房一厅 朝南向', '旭飞花园  | 1室1厅 | 39.41平米 | 南 | 其他 | 有电梯', '高楼层(共28层)2000年建板塔结合  -  八卦岭', '195万', '单价49480元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload8916ccce-e779-4fb7-9f10-6275e83364d7.jpg.296x216.jpg', '碧海红树园高档社区 看园景安静 户型好 社区大 满五年', '碧海红树园  | 3室2厅 | 140.73平米 | 南 | 其他 | 有电梯', '中楼层(共32层)2004年建板塔结合  -  上下沙', '900万', '单价63953元/平米')
('https://image1.ljcdn.com/440300-inspection/547f30c2-a792-4eda-a545-840b35cba8d2.JPG.296x216.jpg', '户型好，环境不错，地铁口物业小区', '京基滨河时代  | 2室1厅 | 68平米 | 西南 | 其他 | 有电梯', '低楼层(共30层)2014年建板塔结合  -  上下沙', '508万', '单价74706元/平米')
('https://image1.ljcdn.com/440300-inspection/020df183-e228-48fa-b26b-8beab9ac5f33.jpg.296x216.jpg', '嘉福花园 3室2厅 600万', '嘉福花园  | 3室2厅 | 113.16平米 | 东北 | 其他 | 有电梯', '低楼层(共15层)2001年建板塔结合  -  皇岗', '600万', '单价53023元/平米')
('https://image1.ljcdn.com/440300-inspection/567dfedf-9df3-495b-ae40-bb37823509c0.jpg.296x216.jpg', '皇岗公园 共和世家温馨两房业主诚心出售', '共和世家  | 2室1厅 | 82.72平米 | 东北 | 其他 | 有电梯', '中楼层(共29层)2001年建板塔结合  -  皇岗', '520万', '单价62863元/平米')
('https://image1.ljcdn.com/440300-inspection/test-798bebb0-0298-4615-bdeb-38b95050ab4a.png.296x216.jpg', '祥云天都世纪 精装修一房 地铁口物业 费用少', '祥云天都世纪大厦  | 1室1厅 | 50.07平米 | 西北 | 其他 | 有电梯', '中楼层(共32层)2007年建塔楼  -  新洲', '275万', '单价54924元/平米')
('https://image1.ljcdn.com/440300-inspection/3aadf716-cd80-4669-9aac-6d7e4b2b4f63.jpg.296x216.jpg', '竹盛花园一期大三房带电梯房，满五年唯一红本在手', '竹盛花园  | 3室2厅 | 92.07平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2000年建板楼  -  竹子林', '630万', '单价68427元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0abd0bf1-e5f2-4e44-8226-2fd1a0869ad0.png.296x216.jpg', '嘉葆润复式公寓 红本在手 业主诚意出售 看房方便', '嘉葆润金座  | 2室1厅 | 34.32平米 | 西 | 其他 | 有电梯', '低楼层(共20层)2013年建板塔结合  -  新洲', '290万', '单价84499元/平米')
('https://image1.ljcdn.com/440300-inspection/03a0e897-d37c-48f4-80db-4fc665c76223.jpg.296x216.jpg', '绿景新美域，高层看海景，满2年精装修，地铁7号线D', '绿景花园二期  | 1室1厅 | 46.5平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2005年建板塔结合  -  新洲', '338万', '单价72689元/平米')
('https://image1.ljcdn.com/440300-inspection/test-02618f31-d7bd-4c48-88ee-191feaccfe40.png.296x216.jpg', '艺丰花园B区 2室2厅 405万', '艺丰花园B区  | 2室2厅 | 84.76平米 | 北 | 其他 | 无电梯', '中楼层(共7层)1997年建板塔结合  -  梅林', '405万', '单价47782元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a973f2e8-fcb6-4200-94a4-0fb06b6c7547.png.296x216.jpg', '绿洲丰和 1室1厅 400万', '绿洲丰和  | 1室1厅 | 43.39平米 | 北 | 其他 | 有电梯', '中楼层(共30层)2005年建板塔结合  -  石厦', '400万', '单价92188元/平米')
('https://image1.ljcdn.com/440300-inspection/test-3a4b5c3f-0329-4213-acb2-b3c3acaf6fbe.png.296x216.jpg', '香诗美林一期大四房，带花园，少有放卖', '金海花园  | 4室2厅 | 120.35平米 | 南 | 其他 | 有电梯', '低楼层(共11层)2003年建板塔结合  -  竹子林', '860万', '单价71459元/平米')
('https://image1.ljcdn.com/440300-inspection/1af13e23-aa13-4102-9ed8-53440015c5b3.jpg.296x216.jpg', '佳兆业中心 2室1厅 283万', '佳兆业中心  | 2室1厅 | 75.59平米 | 东北 | 其他 | 有电梯', '高楼层(共29层)2006年建板塔结合  -  上步', '283万', '单价37439元/平米')
('https://image1.ljcdn.com/440300-inspection/1e5bcdd5-b28a-496f-8e31-c6f366d4bf4b.jpg.296x216.jpg', '深业花园 4室2厅 2000万', '深业花园  | 4室2厅 | 172.38平米 | 南 | 其他 | 有电梯', '中楼层(共26层)2001年建塔楼  -  莲花', '2000万', '单价116023元/平米')
('https://image1.ljcdn.com/440300-inspection/test-ee9ab48b-1424-4860-95dc-9a5ae6d3097b.png.296x216.jpg', '合正园 温馨大三房精装修 小高层诚意出售 近地铁', '合正园  | 3室2厅 | 115.24平米 | 南 | 其他 | 有电梯', '中楼层(共11层)1999年建板塔结合  -  梅林', '630万', '单价54669元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_uploadbab6feca-7ac0-4977-b8eb-8cf580e67621.jpg.296x216.jpg', '皇御苑二期  居家三房  满两年  业主诚售  看房有钥匙', '皇御苑二期  | 3室2厅 | 86.17平米 | 北 | 简装 | 有电梯', '低楼层(共32层)2003年建板塔结合  -  皇岗', '555万', '单价64408元/平米')
('https://image1.ljcdn.com/440300-inspection/9f712b22-5a43-414e-b5dd-8281bfe03281.JPG.296x216.jpg', '一手业主红本在手，一梯两户，小高层带电梯', '绿景新苑  | 2室2厅 | 85.88平米 | 南 北 | 其他 | 有电梯', '低楼层(共11层)2002年建板楼  -  新洲', '516万', '单价60084元/平米')
('https://image1.ljcdn.com/440300-inspection/test-93a05c32-fe0a-49e5-9732-db6288db4bf9.png.296x216.jpg', '天健阳光华苑 3室1厅 800万', '天健阳光华苑  | 3室1厅 | 110.47平米 | 西北 | 其他 | 有电梯', '低楼层(共31层)2001年建塔楼  -  石厦', '800万', '单价72418元/平米')
('https://image1.ljcdn.com/440300-inspection/ab12c35c-d8f2-4184-96fb-8e1ff39d14c7.jpg.296x216.jpg', '13年次新楼盘 复式大四房 格局正 宽阔空间 超大阳台', '嘉葆润金座  | 4室2厅 | 86.87平米 | 东 | 精装 | 有电梯', '低楼层(共32层)2012年建板塔结合  -  新洲', '800万', '单价92092元/平米')
('https://image1.ljcdn.com/440300-inspection/test-a29584de-f27b-4f21-9dd9-3652f1ddf281.png.296x216.jpg', '华茂苑 2室2厅 480万', '华茂苑  | 2室2厅 | 76.05平米 | 西南 | 其他 | 有电梯', '高楼层(共17层)1999年建塔楼  -  梅林', '480万', '单价63117元/平米')
('https://image1.ljcdn.com/440300-inspection/rsp_pic_upload22222d09-4b22-4a8b-a314-4d3d197c05e9.jpg.296x216.jpg', '标准大三房 9号线地铁口 小区适合居家', '艺丰花园C区  | 5室2厅 | 100.07平米 | 北 | 简装 | 无电梯', '低楼层(共7层)2000年建板塔结合  -  梅林', '490万', '单价48966元/平米')
('https://image1.ljcdn.com/440300-inspection/b7c500d0-6ee8-4706-acf8-a38a5afe83f3.jpg.296x216.jpg', '京基御景华城 3室1厅 520万', '京基御景华城  | 3室1厅 | 83.98平米 | 南 | 其他 | 有电梯', '低楼层(共34层)2005年建板塔结合  -  赤尾', '520万', '单价61920元/平米')
('https://image1.ljcdn.com/440300-inspection/d4f4c506-fd3d-436e-a903-bb7e4eb75584.jpg.296x216.jpg', '精装四房，朝南看花园，配套成熟，近红树林公园', '金海丽名居  | 3室1厅 | 136.34平米 | 南 | 精装 | 有电梯', '低楼层(共20层)2001年建板塔结合  -  沙尾', '750万', '单价55010元/平米')
('https://image1.ljcdn.com/440300-inspection/test-0a1a5099-22e3-4dd6-8476-39429feed9ee.png.296x216.jpg', '锦林新居 2室2厅 430万', '锦林新居  | 2室2厅 | 78.59平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板塔结合  -  梅林', '430万', '单价54715元/平米')
('https://image1.ljcdn.com/440300-inspection/test-d15dd12d-c518-42d5-a926-3038e026b71d.png.296x216.jpg', '阳光四季可改三房户型，地铁口300米', '阳光四季  | 3室1厅 | 80.83平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2000年建板塔结合  -  石厦', '599万', '单价74107元/平米')
('https://image1.ljcdn.com/440300-inspection/test-de82c052-b28e-44d2-a2fe-87b35457a482.png.296x216.jpg', '景尚雅苑 1房1厅 小户型 可上学', '景尚雅苑  | 1室1厅 | 45平米 | 北 | 其他 | 有电梯', '高楼层(共27层)2002年建板塔结合  -  景田', '465万', '单价103334元/平米')
('https://image1.ljcdn.com/440300-inspection/c97a67ac-e73c-4935-a701-86bf3e3f1579.jpg.296x216.jpg', '皇庭世纪 2室1厅 480万', '皇庭世纪  | 2室1厅 | 58.04平米 | 东南 | 其他 | 有电梯', '低楼层(共29层)2004年建塔楼  -  石厦', '480万', '单价82702元/平米')
('https://image1.ljcdn.com/440300-inspection/ee318901-0890-4b81-ab03-db71c69a28d5.jpg.296x216.jpg', '黄埔雅苑复式 看花园 小高层 景观好', '黄埔雅苑一期  | 4室2厅 | 197.13平米 | 西北 | 其他 | 无电梯', '低楼层(共8层)2001年建塔楼  -  莲花', '1800万', '单价91311元/平米')
