('https://image1.ljcdn.com/320100-inspection/test-b5172b44-0260-41aa-a27f-eb6d338862b7.png.296x216.jpg', '满五唯一      拎包住  看房方便', '花雨南庭  | 3室1厅 | 79.36平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '310万', '单价39063元/平米')
('https://image1.ljcdn.com/320100-inspection/34f2c306-de13-43f7-b664-f3763c8b0d33.jpg.296x216.jpg', '奥南金地 三房 位置好 采光视野不错 三开间朝南', '金地自在城第八街区  | 3室2厅 | 87.52平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  雨花台其它', '233万', '单价26623元/平米')
('https://image1.ljcdn.com/320100-inspection/test-f4e4199d-e308-4da1-ab69-64a55488e330.png.296x216.jpg', '琥珀森林 开发商精装修 拎包入住', '琥珀森林一期  | 2室1厅 | 94平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2017年建板塔结合  -  铁心桥', '310万', '单价32979元/平米')
('https://image1.ljcdn.com/320100-inspection/fd1f1370-7a6e-4646-a443-edce49ffc83a.jpg.296x216.jpg', '软件大道 双卧朝南 景明佳园映景苑', '景明佳园映景苑  | 2室2厅 | 73.63平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2003年建板楼  -  宁南', '188万', '单价25534元/平米')
('https://image1.ljcdn.com/320100-inspection/15519b25-a767-48d7-9dc7-517368f2d1d5.jpg.296x216.jpg', '玻纤院 2室2厅 215万', '玻纤院  | 2室2厅 | 80.03平米 | 南 | 简装', '低楼层(共7层)2010年建板塔结合  -  能仁里', '215万', '单价26865元/平米')
('https://image1.ljcdn.com/320100-inspection/a8cd1f08-0739-4ec1-b7e7-e07db68c16d0.jpg.296x216.jpg', '软件大道 铁心桥商圈 春江新城沁顺坊 3室', '春江新城沁顺坊  | 3室2厅 | 86平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2005年建板楼  -  铁心桥', '216万', '单价25117元/平米')
('https://image1.ljcdn.com/320100-inspection/bf2d23ff-42cf-4994-b5bb-a28c5c73efa7.jpg.296x216.jpg', '基础设施完善 交通便利 采光好', '君悦城市花园  | 3室2厅 | 129.92平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2008年建板楼  -  能仁里', '446万', '单价34329元/平米')
('https://image1.ljcdn.com/320100-inspection/31c61bf5-27bd-476b-8dd9-67115df1fd63.jpg.296x216.jpg', '配套成熟  采光充足 视野开阔  雨花新村三村', '雨花新村三村  | 2室1厅 | 51.41平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)1985年建板楼  -  雨花新村', '138万', '单价26844元/平米')
('', '保养很好 万科品牌 精装复式两房 封闭式管理 人车分流', '万科金色里程  | 2室2厅 | 72.26平米 | 南 | 其他 | 有电梯', '中楼层(共8层)2010年建板塔结合  -  铁心桥', '230万', '单价31830元/平米')
('https://image1.ljcdn.com/320100-inspection/142a9d60-b8c7-4e01-9229-5ed2bc559eb3.jpg.296x216.jpg', '雨花客厅 1室1厅 109万', '雨花客厅  | 1室1厅 | 41.99平米 | 南 | 其他', '中楼层(共17层)2016年建板塔结合  -  雨花新村', '109万', '单价25959元/平米')
('https://image1.ljcdn.com/320100-inspection/f71860e6-e8d2-49de-bec3-861197ac8958.jpg.296x216.jpg', '升景坊，为你而选，为你而家，精装三房', '春江新城升景坊  | 3室1厅 | 97.75平米 | 南 | 其他 | 无电梯', '中楼层(共6层)2005年建板楼  -  铁心桥', '255万', '单价26087元/平米')
('https://image1.ljcdn.com/320100-inspection/ff414bea-62a2-4adf-9248-c0d4e366ca15.jpg.296x216.jpg', '奥南宋都国际 毛坯3房 生活方便 环境好', '宋都南郡国际南区  | 3室2厅 | 87.46平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2016年建塔楼  -  雨花台其它', '205万', '单价23440元/平米')
('https://image1.ljcdn.com/320100-inspection/8a213537-170a-4413-8cc5-e0dc594503a6.jpg.296x216.jpg', '雨花新村一村 配套完善 采光充足 交通便利', '雨花新村一村  | 2室1厅 | 58.02平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1983年建板楼  -  雨花新村', '162万', '单价27922元/平米')
('https://image1.ljcdn.com/320100-inspection/test-b0efdfb9-4307-43bb-85db-d9d0491c78fd.png.296x216.jpg', '名城一期两房  精装修  不靠铁路  小行地铁站', '名城世家花园  | 2室2厅 | 78.74平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2010年建板楼  -  小行', '295万', '单价37466元/平米')
('https://image1.ljcdn.com/320100-inspection/d7a0f683-dc5b-4427-b639-1f8fee218b3c.jpg.296x216.jpg', '万科金色里程 4室2厅 410万', '万科金色里程  | 4室2厅 | 110.71平米 | 南 北 | 其他 | 有电梯', '低楼层(共8层)2010年建板塔结合  -  铁心桥', '410万', '单价37034元/平米')
('https://image1.ljcdn.com/320100-inspection/2953e8c1-c72c-48b6-942b-b2f7a9fd55f0.jpg.296x216.jpg', '春江新城 大面积两房 满五唯一 采光充足', '春江新城天隆坊  | 2室1厅 | 100.16平米 | 南 | 其他 | 有电梯', '高楼层(共16层)2005年建板楼  -  铁心桥', '230万', '单价22964元/平米')
('https://image1.ljcdn.com/320100-inspection/c2feb209-f1ff-4632-b28a-2bc0ca34b9b4.jpg.296x216.jpg', '奥南实用两房，采光无遮挡，可以满二', '宋都南郡国际南区  | 2室1厅 | 69平米 | 南 | 其他 | 有电梯', '中楼层(共18层)2016年建塔楼  -  雨花台其它', '175万', '单价25363元/平米')
('https://image1.ljcdn.com/320100-inspection/12009ad5-21b8-4be0-be09-bd50ec21d53d.jpg.296x216.jpg', '南北通透，交通便利，安德门地铁，配套完善成熟。', '德安花园  | 3室1厅 | 78.66平米 | 南 北 | 其他 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  安德门', '260万', '单价33054元/平米')
('https://image1.ljcdn.com/320100-inspection/0facbb3c-b561-4644-8cfd-fdbd3c9eaa10.jpg.296x216.jpg', '金地自在城第二街区 此房保养好 楼栋位置好  出行便利', '金地自在城第二街区  | 2室2厅 | 63.89平米 | 南 北 | 其他 | 有电梯', '低楼层(共33层)2012年建板塔结合  -  雨花台其它', '156万', '单价24417元/平米')
('https://image1.ljcdn.com/320100-inspection/test-52c37a6a-2d5c-4bcd-9b61-2e5d89507bc5.png.296x216.jpg', '金地自在城第六街区 满2年 自住装修', '金地自在城第六街区  | 3室2厅 | 84.31平米 | 南 | 其他 | 有电梯', '低楼层(共20层)2013年建塔楼  -  雨花台其它', '215万', '单价25502元/平米')
('https://image1.ljcdn.com/120000-inspection/515b6c27-7abe-4478-b078-1eb977c60a0d.jpg.296x216.jpg', '此房农民拆迁 交通便利 小区配套完善 采光无遮挡', '春江新城牛首坊  | 2室1厅 | 57.91平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2005年建板楼  -  铁心桥', '160万', '单价27630元/平米')
('https://image1.ljcdn.com/320100-inspection/0744b551-6d5a-42b1-8b25-b9282ebb8172.jpg.296x216.jpg', '邓府山村 采光好 诚心出售  欢迎看房', '邓府山村  | 2室1厅 | 70.4平米 | 南 | 其他 | 无电梯', '高楼层(共7层)1998年建板楼  -  雨花新村', '179万', '单价25427元/平米')
('https://image1.ljcdn.com/320100-inspection/876a745a-020a-4cd9-bc4b-e45c3b521b74.jpg.296x216.jpg', '金地自在城第八街区 精装 采光无影响', '金地自在城第八街区  | 3室2厅 | 114平米 | 南 北 | 其他 | 有电梯', '低楼层(共32层)2014年建板楼  -  雨花台其它', '268万', '单价23509元/平米')
('https://image1.ljcdn.com/320100-inspection/8cffeacf-5acc-4c30-af29-f8f423d63aa1.JPG.296x216.jpg', '雨花台 宜家 卡子门 09年房龄 有电梯 满五年 拎包入住', '花雨南庭  | 2室2厅 | 88.15平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '360万', '单价40840元/平米')
('https://image1.ljcdn.com/320100-inspection/test-bfe8741f-4754-49c4-b252-e8f074f1dee1.png.296x216.jpg', '金地自在城第七街区 精装修南北通透 生活配套齐全', '金地自在城第七街区  | 3室2厅 | 100.27平米 | 南 北 | 其他 | 有电梯', '高楼层(共33层)2015年建板楼  -  雨花台其它', '250万', '单价24933元/平米')
('https://image1.ljcdn.com/320100-inspection/9f0821af-1183-48fb-89a8-9b96d7666092.jpg.296x216.jpg', '景明佳园谐景苑 2室1厅 186万', '景明佳园谐景苑  | 2室1厅 | 70.29平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)1999年建板塔结合  -  宁南', '186万', '单价26462元/平米')
('https://image1.ljcdn.com/320100-inspection/d6f8c23e-a044-4283-9267-12ef901e841b.jpg.296x216.jpg', '邓府山村  环境好 楼层好 诚心出售  看房方便', '邓府山村  | 2室1厅 | 70.88平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1999年建板楼  -  雨花新村', '215万', '单价30333元/平米')
('https://image1.ljcdn.com/320100-inspection/5528b537-25e1-4713-8b88-eea9b2776a42.jpg.296x216.jpg', '金地自在城第二街区 开发商精装 采光无影响', '金地自在城第二街区  | 2室1厅 | 63平米 | 南 | 其他 | 有电梯', '中楼层(共33层)2011年建板楼  -  雨花台其它', '155万', '单价24604元/平米')
('https://image1.ljcdn.com/320100-inspection/d2626783-8963-49bf-96ad-5193e1f4fc4d.jpg.296x216.jpg', '虹悦城 中间楼层 采光好 业主诚心出售 看房方便', '长虹新寓  | 3室1厅 | 83.84平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)2000年建板楼  -  能仁里', '290万', '单价34590元/平米')
('https://image1.ljcdn.com/320100-inspection/ea06f4ec-a742-4e73-a055-0601a3ec9189.jpg.296x216.jpg', '凤凰和美 3室2厅 500万', '凤凰和美  | 3室2厅 | 122.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共24层)2011年建板塔结合  -  能仁里', '500万', '单价40817元/平米')
('https://image1.ljcdn.com/320100-inspection/815b627c-a862-4649-8615-88a5d8c53c90.JPG.296x216.jpg', '四季阳光顶跃 业主自住 方便看房 配套实施健全', '四季阳光花园  | 4室2厅 | 146.18平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板塔结合  -  雨花新村', '445万', '单价30442元/平米')
('https://image1.ljcdn.com/320100-inspection/test-eedf24a1-718f-419e-8439-e4f4a5b32c44.png.296x216.jpg', '莱蒙水榭阳光 南北通透 采光充足 业主诚心出售', '莱蒙水榭阳光  | 2室1厅 | 73.19平米 | 南 北 | 精装', '高楼层(共27层)2016年建板塔结合  -  铁心桥', '228万', '单价31152元/平米')
('https://image1.ljcdn.com/320100-inspection/21c7fc3f-39d8-4ea1-829f-15b224650965.jpg.296x216.jpg', '春江新城 软件大道 三室朝南 视野开阔', '春江新城天隆坊  | 3室2厅 | 113.38平米 | 南 | 其他 | 有电梯', '中楼层(共15层)2005年建板楼  -  铁心桥', '247万', '单价21786元/平米')
('https://image1.ljcdn.com/320100-inspection/test-c559c477-61ea-4d29-905f-ff9aa2d2a48a.png.296x216.jpg', '近河西 安德门商圈 精装修 拎包住', '名城世家花园  | 3室2厅 | 123.52平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2010年建板楼  -  小行', '450万', '单价36432元/平米')
('https://image1.ljcdn.com/320100-inspection/53559d4c-4910-4eff-b97c-4f7c50b4fe35.jpg.296x216.jpg', '时光澔韵 有装修 满两年 南北通透 采光充足 视野开阔', '时光澔韵  | 3室2厅 | 117.5平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2010年建板楼  -  小行', '415万', '单价35320元/平米')
('https://image1.ljcdn.com/320100-inspection/2fe859d2-31b3-49ea-a9ca-05419059f641.jpg.296x216.jpg', '满两年 地中海式精装修 大复式三室两卫', '蓝岸尚城  | 3室1厅 | 113.01平米 | 南 | 其他 | 无电梯', '高楼层(共7层)2007年建板塔结合  -  铁心桥', '320万', '单价28317元/平米')
('https://image1.ljcdn.com/320100-inspection/7b586ef9-cd70-4500-8d0d-56b3bc1012eb.JPG.296x216.jpg', '此房满五年，南北通透，采光好，交通便利，拎包入住', '花雨南庭  | 3室2厅 | 87.48平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2009年建板楼  -  洪家园', '345万', '单价39438元/平米')
('https://image1.ljcdn.com/320100-inspection/afbd8b96-5c72-4209-a9ed-305262cdd323.jpg.296x216.jpg', '满五年，视野无遮挡 采光好 交通便利，带产权地下室', '广厦嘉苑  | 2室2厅 | 87.46平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2003年建板楼  -  雨花新村', '320万', '单价36589元/平米')
('https://image1.ljcdn.com/320100-inspection/35ba1ced-3e51-4f3a-9cd6-7f1dafe2c2ed.jpg.296x216.jpg', '此房农民拆迁 交通便利 小区配套完善', '春江新城牛首坊  | 3室1厅 | 96.56平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2005年建板楼  -  铁心桥', '240万', '单价24856元/平米')
('https://image1.ljcdn.com/320100-inspection/1f7814f9-b454-43b8-806d-83bd836880e9.jpg.296x216.jpg', '中华门虹悦城德盈国际，交通便利，配套成熟', '德盈国际  | 1室1厅 | 36.96平米 | 西 | 其他 | 有电梯', '高楼层(共29层)2012年建板楼  -  能仁里', '130万', '单价35174元/平米')
('https://image1.ljcdn.com/120000-inspection/cc46a31e-bdea-497f-a8f4-8e77a0406caf.jpg.296x216.jpg', '花园洋房 顶跃 视野好 户型南北通透', '金地自在城第五街区  | 3室2厅 | 107.79平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)2013年建板楼  -  雨花台其它', '365万', '单价33863元/平米')
('https://image1.ljcdn.com/320100-inspection/41815a70-ff1d-4056-814d-d1dfc1c4c7dd.jpg.296x216.jpg', '春江新城新河苑二期 3室1厅 215万', '春江新城新河苑二期  | 3室1厅 | 91.25平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2008年建板楼  -  铁心桥', '215万', '单价23562元/平米')
('https://image1.ljcdn.com/320100-inspection/test-90e02d43-2076-4625-8f2f-0b38cfd4d1e3.png.296x216.jpg', '此房满五年 采光好 业主诚心出售 看房方便', '长虹新寓  | 2室2厅 | 71.21平米 | 南 北 | 其他 | 有电梯', '中楼层(共7层)2000年建板楼  -  能仁里', '225万', '单价31597元/平米')
('https://image1.ljcdn.com/320100-inspection/f62e4952-8a21-4bb6-bab9-417a2877c167.jpg.296x216.jpg', '交通便利 楼层好 采光充足 配套设施齐全 业主诚心出售', '景明佳园春景苑  | 2室1厅 | 85.87平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2004年建板塔结合  -  宁南', '210万', '单价24456元/平米')
('https://image1.ljcdn.com/320100-inspection/e8dc09bd-fdaa-4b11-ac22-74949491486a.jpg.296x216.jpg', '中间楼层，精装三房，采光充足，业主诚售', '春江新城新河苑二期  | 3室1厅 | 91.25平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2008年建板楼  -  铁心桥', '218万', '单价23891元/平米')
('https://image1.ljcdn.com/320100-inspection/866f9d0f-7f22-4966-837f-f840d78e4abd.JPG.296x216.jpg', '南部新城  雨花台风景区  低楼层 南北通透', '花雨南庭  | 3室2厅 | 79.34平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)2009年建板楼  -  洪家园', '330万', '单价41594元/平米')
('https://image1.ljcdn.com/320100-inspection/38885505-da5a-4fd4-abb6-7fd741d15664.jpg.296x216.jpg', '紫荆国际公寓 2室1厅 174万', '紫荆国际公寓  | 2室1厅 | 53.34平米 | 西 | 其他 | 有电梯', '高楼层(共9层)2015年建塔楼  -  宁南', '174万', '单价32621元/平米')
('https://image1.ljcdn.com/320100-inspection/92f96ac1-b0ff-4e2e-afca-ff93e0d4c853.jpg.296x216.jpg', '双南通透 带地下室 精致装修 边户', '邓府山村  | 2室1厅 | 68.37平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)1998年建板楼  -  雨花新村', '180万', '单价26328元/平米')
('https://image1.ljcdn.com/320100-inspection/69321cdf-8ac7-4319-91c7-52ac5a6c116a.jpg.296x216.jpg', '应天大街虹悦城满五年省税低楼层', '应天花园  | 2室1厅 | 77.07平米 | 南 北 | 简装 | 无电梯', '低楼层(共7层)1999年建板楼  -  能仁里', '230万', '单价29843元/平米')
('https://image1.ljcdn.com/320100-inspection/ff86caa0-7644-4e59-856a-f3dc5f4da289.jpg.296x216.jpg', '5.2米挑高 精装两房 电梯中高楼层 拎包入住', '七彩星城  | 2室2厅 | 42.37平米 | 西 北 | 其他 | 有电梯', '高楼层(共21层)板楼  -  铁心桥', '145万', '单价34223元/平米')
('https://image1.ljcdn.com/320100-inspection/test-c757d245-066b-46c0-8ef8-397134e05efc.png.296x216.jpg', '基础设施完善 交通便利 采光好', '君悦城市花园  | 3室2厅 | 133.26平米 | 南 北 | 其他 | 有电梯', '中楼层(共18层)2008年建板楼  -  能仁里', '450万', '单价33769元/平米')
('https://image1.ljcdn.com/320100-inspection/16bf0e69-8ce8-44a5-b726-29016ba48638.jpg.296x216.jpg', '药械厂宿舍 有电梯 南北通透  配套成熟', '小行路35号  | 2室2厅 | 83.03平米 | 南 北 | 其他 | 无电梯', '高楼层(共7层)2000年建板楼  -  小行', '230万', '单价27701元/平米')
('https://image1.ljcdn.com/320100-inspection/585dd5f6-e236-4bc4-a065-96509669154b.jpg.296x216.jpg', '基础设施完善 交通便利 采光好', '枫情国度尚园  | 3室2厅 | 110.41平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2004年建板楼  -  安德门', '365万', '单价33059元/平米')
('https://image1.ljcdn.com/320100-inspection/90cc5ee6-620d-43fd-a9c5-4a587306dfd3.jpg.296x216.jpg', '时光澔韵 三房两卫 南北通透 有装修 配套好 拎包住', '时光澔韵  | 3室2厅 | 117.5平米 | 南 北 | 其他 | 有电梯', '低楼层(共18层)2010年建板楼  -  小行', '405万', '单价34469元/平米')
('https://image1.ljcdn.com/320100-inspection/2ba69fc9-39ac-4e4e-946c-360917809a83.jpg.296x216.jpg', '金地自在城第一街区 3室2厅 230万', '金地自在城第一街区  | 3室2厅 | 87.5平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2011年建塔楼  -  雨花台其它', '230万', '单价26286元/平米')
('https://image1.ljcdn.com/320100-inspection/8e7cde8c-d98d-4749-89c0-c7cffa1778b3.jpg.296x216.jpg', '低总价 开发商精装修朝南 出租公寓', '雨花客厅  | 1室0厅 | 31.64平米 | 南 | 精装', '高楼层(共18层)2016年建塔楼  -  雨花新村', '83万', '单价26233元/平米')
('https://image1.ljcdn.com/320100-inspection/rsp_pic_uploadf3f47f2e-417b-4e95-b9c1-7f8cd1e5e3fb.JPG.296x216.jpg', '精装三房 三开间朝南 南北通透 拎包入住', '名城世家花园  | 3室2厅 | 111.9平米 | 南 北 | 其他 | 有电梯', '高楼层(共18层)2011年建板楼  -  小行', '412万', '单价36819元/平米')
('https://image1.ljcdn.com/320100-inspection/6cc2c839-8886-4d9e-9964-657585bf069d.jpg.296x216.jpg', '时光二期 南北通透 户型方正 采光佳', '时光澔韵  | 3室2厅 | 99.61平米 | 南 北 | 精装 | 有电梯', '低楼层(共11层)2007年建板楼  -  小行', '360万', '单价36141元/平米')
