('https://image1.ljcdn.com/210100-inspection/91925fd1-4c5c-4156-aa19-5bfdf4ebed4f.JPG.296x216.jpg', '金域蓝湾，小高层精装修，双南双北四室两厅', '万科金域蓝湾  | 4室2厅 | 176.47平米 | 南 北 | 精装', '中楼层(共11层)2009年建板楼  -  浑南新区', '290万', '单价16434元/平米')
('https://image1.ljcdn.com/210100-inspection/ce456377-b749-4230-ade5-0f4f86dcbe1c.JPG.296x216.jpg', '浑南奥体精装修拎包入住！南北大五室！不临街采光好！', '金地国际花园  | 5室2厅 | 194平米 | 南 北 | 精装', '中楼层(共5层)2007年建板楼  -  浑南新区', '365万', '单价18815元/平米')
('https://image1.ljcdn.com/210100-inspection/dc4ec3f1-3d1b-4873-9065-f6db12819f87.JPG.296x216.jpg', '浑南新区 奥体商圈 慧缘馨村 南北两居室 楼层好', '慧缘馨村  | 2室2厅 | 99平米 | 南 北 | 其他', '高楼层(共6层)2007年建板楼  -  浑南新区', '95万', '单价9596元/平米')
('https://image1.ljcdn.com/210100-inspection/16b4b950-4308-467e-b11a-581d40067973.jpg.296x216.jpg', '金地锦城西区 2室1厅 125万', '金地锦城西区  | 2室1厅 | 80.25平米 | 南 北 | 其他', '高楼层(共28层)2015年建板楼  -  浑南新区', '125万', '单价15577元/平米')
('https://image1.ljcdn.com/210100-inspection/c9160468-8df8-4d4e-acc6-6271c76f8965.JPG.296x216.jpg', '白塔堡 品质户型 南北通透 精装', '碧桂园公园里  | 3室2厅 | 91.67平米 | 南 北 | 精装', '高楼层(共6层)2016年建板楼  -  浑南新区', '99万', '单价10800元/平米')
('https://image1.ljcdn.com/210100-inspection/test-334f641a-dc05-451a-a2d6-d94011567029.png.296x216.jpg', '浑南 世纪大厦 万科明天广场 精装修 两室一楼带花园', '万科明天广场  | 2室1厅 | 57.25平米 | 南 北 | 其他', '低楼层(共27层)板楼  -  浑南新区', '85万', '单价14848元/平米')
('https://image1.ljcdn.com/210100-inspection/ac8f9610-1d2e-486e-83c7-be3707c7a189.jpg.296x216.jpg', '浑南新区 首创国际城 三室精装 中间楼层 不挡光', '首创国际城  | 3室2厅 | 165平米 | 南 北 | 其他', '低楼层(共34层)2010年建板楼  -  浑南新区', '180万', '单价10910元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload8de1887f-f5b2-4db6-934d-746395baa012.JPG.296x216.jpg', '浑南新区 首创国际城新上南向房源  精装修', '首创国际城  | 2室2厅 | 94.93平米 | 南 | 精装', '高楼层(共34层)2010年建板楼  -  浑南新区', '110万', '单价11588元/平米')
('https://image1.ljcdn.com/210100-inspection/b46d5f72-5de3-4b17-a788-d2e032ca6d30.jpg.296x216.jpg', '名流印象四期 南向两室 交通便利 看房方便', '名流印象四期  | 2室1厅 | 62.73平米 | 南 | 其他', '低楼层(共33层)2012年建板楼  -  浑南新区', '65万', '单价10362元/平米')
('https://image1.ljcdn.com/210100-inspection/664af47e-79ab-4eb5-840b-616b7589113e.jpg.296x216.jpg', '金地国际花园精装修标准户型一楼带花园', '金地国际花园  | 4室2厅 | 172.6平米 | 南 北 | 精装', '低楼层(共12层)2007年建板楼  -  浑南新区', '280万', '单价16223元/平米')
('https://image1.ljcdn.com/210100-inspection/372cd323-d316-4a5d-8d14-38d4a13dee7d.JPG.296x216.jpg', '万科新里程 2室2厅 120万', '万科新里程  | 2室2厅 | 104平米 | 东 南 北 | 简装', '低楼层(共18层)2009年建板楼  -  浑南新区', '120万', '单价11539元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload51208d60-2feb-427f-b359-efb9ff66f36d.JPG.296x216.jpg', '奥体 建大 金地滨河国际 交通便利', '金地滨河国际  | 2室2厅 | 91.23平米 | 南 北 | 简装', '低楼层(共31层)板楼  -  浑南新区', '100万', '单价10962元/平米')
('https://image1.ljcdn.com/210100-inspection/499ddb03-3511-4596-8739-6e917a529e60.jpg.296x216.jpg', '中华园 9室3厅 358万', '中华园  | 9室3厅 | 156.08平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  浑南新区', '358万', '单价22937元/平米')
('https://image1.ljcdn.com/210100-inspection/5290e35f-6622-4df3-86d1-703a002b3e33.JPG.296x216.jpg', '浑南奥体 音乐学院 装修良好 户型标准', '万科新里程  | 2室2厅 | 129.73平米 | 南 北 | 其他', '低楼层(共22层)2009年建板楼  -  浑南新区', '131万', '单价10098元/平米')
('https://image1.ljcdn.com/210100-inspection/6e4b8f04-7a4d-41aa-b288-1512bcdc55f9.jpg.296x216.jpg', '泰莱枫尚 2室2厅 84万', '泰莱枫尚  | 2室2厅 | 93.13平米 | 南 | 其他', '高楼层(共33层)2014年建板楼  -  浑南新区', '84万', '单价9020元/平米')
('https://image1.ljcdn.com/210100-inspection/35ac8933-3d62-4221-8d39-699f33e00a85.jpg.296x216.jpg', '唯美品格 2室2厅 96万', '唯美品格  | 2室2厅 | 101.51平米 | 南 北 | 其他', '高楼层(共23层)板楼  -  浑南新区', '96万', '单价9458元/平米')
('https://image1.ljcdn.com/210100-inspection/cdce4e91-f4dd-48a3-8953-9c94178e7a0b.JPG.296x216.jpg', '浑南 东亚国际城 精装修三室 采光好楼层好', '东亚国际城  | 3室2厅 | 147.22平米 | 南 北 | 简装', '高楼层(共18层)2010年建板塔结合  -  浑南新区', '140万', '单价9510元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload7d70b7cf-6045-499d-a015-aa20b122651b.JPG.296x216.jpg', '金地长青湾丹陛三期高层 两梯两户 中间楼层', '金地长青湾·丹陛  | 3室2厅 | 143平米 | 南 北 | 其他', '中楼层(共26层)2011年建板楼  -  浑南新区', '210万', '单价14686元/平米')
('https://image1.ljcdn.com/210100-inspection/87321897-25cf-4da0-98dc-021c8e765dfc.JPG.296x216.jpg', '万科品质，品质优秀，楼体结实。', '万科金域蓝湾  | 2室1厅 | 94平米 | 南 北 | 精装', '中楼层(共29层)2009年建板楼  -  浑南新区', '149万', '单价15852元/平米')
('https://image1.ljcdn.com/210100-inspection/c594fdd3-49ec-4e60-a8f5-69d1da8a2136.jpg.296x216.jpg', '浑南 奥体商圈 沿海赛洛城 一室北向 一室简单装修', '沿海赛洛城  | 1室1厅 | 43.1平米 | 北 | 其他', '低楼层(共33层)2012年建板塔结合  -  浑南新区', '39万', '单价9049元/平米')
('https://image1.ljcdn.com/210100-inspection/2b242b1e-9e2f-4df3-9015-187cb29afea3.JPG.296x216.jpg', '坤泰新界 清水房 三室两厅两卫 装修风格自选 南北通透', '坤泰新界  | 3室2厅 | 136.9平米 | 南 北 | 毛坯', '低楼层(共28层)2009年建板楼  -  浑南新区', '125万', '单价9131元/平米')
('https://image1.ljcdn.com/210100-inspection/7980df03-5114-4e00-ba0a-6c487d2096fb.jpg.296x216.jpg', '华发首府 3室2厅 170万', '华发首府  | 3室2厅 | 114平米 | 南 北 | 其他', '高楼层(共32层)2015年建板塔结合  -  浑南新区', '170万', '单价14913元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload58e7d294-905f-41e4-b35b-1b5e6392c817.jpg.296x216.jpg', '浑南新区 首创国际城 三室精装 中间楼层 不挡光', '首创国际城  | 3室2厅 | 165平米 | 南 北 | 其他', '低楼层(共34层)2010年建板楼  -  浑南新区', '180万', '单价10910元/平米')
('https://image1.ljcdn.com/210100-inspection/2f4373c0-16f6-40d5-aa8a-3d61604ede4a.jpg.296x216.jpg', '中华园 4室3厅 358万', '中华园  | 4室3厅 | 160.62平米 | 南 北 | 其他', '低楼层(共3层)板楼  -  浑南新区', '358万', '单价22289元/平米')
('https://image1.ljcdn.com/210100-inspection/16170c85-94f3-48c8-a5d2-acaa7df8e292.JPG.296x216.jpg', '浑南奥体营盘街，万达华发南北通透精装修', '华发首府  | 3室2厅 | 172平米 | 南 北 | 其他', '高楼层(共33层)2015年建板楼  -  浑南新区', '285万', '单价16570元/平米')
('https://image1.ljcdn.com/210100-inspection/e0c320e6-b161-4161-859e-4ceda6ece17b.jpg.296x216.jpg', '浑南 白塔堡 2楼 精装修 拎包入住 阳光新嘉园', '阳光新嘉园  | 2室1厅 | 87.97平米 | 南 | 其他', '低楼层(共6层)2003年建板楼  -  浑南新区', '68万', '单价7730元/平米')
('https://image1.ljcdn.com/210100-inspection/57c091eb-af58-4544-985b-f155a6eea392.JPG.296x216.jpg', '金地长青湾丹陛 电梯洋房 精装三室 楼层好 浑南区奥体', '金地长青湾·丹陛  | 3室2厅 | 137平米 | 南 北 | 精装', '中楼层(共8层)2011年建板楼  -  浑南新区', '238万', '单价17373元/平米')
('https://image1.ljcdn.com/210100-inspection/236630b6-bfc6-4428-ba31-7db290224027.jpg.296x216.jpg', '汇水湾 小两居 舒适度高 出行方便', '汇水湾  | 2室1厅 | 68.82平米 | 南 | 其他', '中楼层(共18层)暂无数据  -  浑南新区', '60万', '单价8719元/平米')
('https://image1.ljcdn.com/210100-inspection/3f5bf25f-5a93-4720-8241-3723e516f7de.jpg.296x216.jpg', '急售 绿色家园 南北复式两层 有30平阁楼和露台', '绿色家园  | 2室2厅 | 67.15平米 | 南 北 | 精装', '高楼层(共6层)2012年建板楼  -  浑南新区', '62万', '单价9234元/平米')
('https://image1.ljcdn.com/210100-inspection/e86c0abd-390a-4606-99d6-71ab2e91615c.JPG.296x216.jpg', '在水一方西园 房主急售 精装修 2居室', '在水一方西园  | 2室2厅 | 125平米 | 南 北 | 简装', '高楼层(共28层)2006年建板楼  -  浑南新区', '100万', '单价8000元/平米')
('https://image1.ljcdn.com/210100-inspection/42cab50b-0000-46e7-9947-dae6f749c194.jpg.296x216.jpg', '华茂中心 1室1厅 60万', '华茂中心  | 1室1厅 | 55.18平米 | 南 | 其他', '中楼层(共31层)板楼  -  浑南新区', '60万', '单价10874元/平米')
('https://image1.ljcdn.com/210100-inspection/4afc2dd9-bc76-45b1-9c52-2383439fc52e.jpg.296x216.jpg', '奥体  金水花城   精装房  一居室  视野好', '金水花城一期  | 1室1厅 | 64.41平米 | 西北 | 精装', '低楼层(共33层)2016年建塔楼  -  浑南新区', '67万', '单价10403元/平米')
('https://image1.ljcdn.com/210100-inspection/f3fe0e79-2b9b-4920-aeff-713e3e70feec.jpg.296x216.jpg', '华茂中心 2室2厅 79万', '华茂中心  | 2室2厅 | 71.97平米 | 东南 | 其他', '中楼层(共31层)板楼  -  浑南新区', '79万', '单价10977元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload44846d94-db12-4108-96cb-67ff878dd34d.JPG.296x216.jpg', '浑南奥体 万科金域蓝湾 精装修三居室', '万科金域蓝湾  | 3室2厅 | 166平米 | 南 北 | 精装', '低楼层(共24层)2009年建板楼  -  浑南新区', '290万', '单价17470元/平米')
('https://image1.ljcdn.com/210100-inspection/0b993340-1d72-4ab7-b1bc-2f996dbd2907.jpg.296x216.jpg', '浑南奥体 中房金河花园 好楼层 采光好', '中房金河花园  | 2室2厅 | 102平米 | 南 北 | 其他', '高楼层(共7层)2007年建板楼  -  浑南新区', '105万', '单价10295元/平米')
('https://image1.ljcdn.com/210100-inspection/ec034b95-e232-4788-a8e0-62c5c5bbc9c7.jpg.296x216.jpg', '名流印象二期 2室1厅 106万', '名流印象二期  | 2室1厅 | 94平米 | 南 | 其他', '高楼层(共32层)2012年建板楼  -  浑南新区', '106万', '单价11277元/平米')
('https://image1.ljcdn.com/210100-inspection/6aaa85e3-f6ac-4476-934f-499369cb0631.JPG.296x216.jpg', '浑南奥体 瑞宝国际花苑 清水房 随意装修', '瑞宝国际花苑  | 3室2厅 | 157.36平米 | 南 北 | 毛坯', '低楼层(共30层)2011年建板楼  -  浑南新区', '129万', '单价8198元/平米')
('https://image1.ljcdn.com/210100-inspection/f4008c16-cdb2-4f6f-a1a4-1966f7f68fff.JPG.296x216.jpg', '金水花城一期 2室2厅 120万', '金水花城一期  | 2室2厅 | 132平米 | 西北 | 其他', '低楼层(共32层)2005年建塔楼  -  浑南新区', '120万', '单价9091元/平米')
('https://image1.ljcdn.com/320100-inspection/9a84e99e-5924-4f6d-9d7a-53f0e2a247ba.JPG.296x216.jpg', '华茂央府 带露台 南北通透 三居室', '华茂中心  | 3室1厅 | 92平米 | 南 北 | 毛坯', '高楼层(共32层)板楼  -  浑南新区', '80万', '单价8696元/平米')
('https://image1.ljcdn.com/210100-inspection/bcb7acc6-a037-4371-8fce-d9c17403aa72.jpg.296x216.jpg', '佳园新村 3室2厅 152万', '佳园新村  | 3室2厅 | 164.96平米 | 南 北 | 其他', '高楼层(共12层)暂无数据  -  浑南新区', '152万', '单价9215元/平米')
('https://image1.ljcdn.com/210100-inspection/8527616e-5884-48cc-8a72-549bcb812f35.JPG.296x216.jpg', '浑南建筑大学音乐学院在水一方小区不把山不临街临公园', '在水一方西园  | 3室2厅 | 115平米 | 南 北 | 其他', '高楼层(共6层)2006年建板楼  -  浑南新区', '100万', '单价8696元/平米')
('https://image1.ljcdn.com/210100-inspection/d9ce63b2-f894-4056-87da-cff6cc1782de.jpg.296x216.jpg', '南北户型 三室两厅一卫 中间楼层 前排别墅  无遮挡', '旭辉御府  | 3室2厅 | 75.64平米 | 南 西 北 | 精装', '中楼层(共33层)板楼  -  浑南新区', '96万', '单价12692元/平米')
('https://image1.ljcdn.com/210100-inspection/0ea20cdb-2969-4a4c-9ca3-0487f980e2d0.JPG.296x216.jpg', '此房满五年 南北通透 楼层好 采光无遮挡', '东亚国际城  | 2室2厅 | 107.89平米 | 南 北 | 精装', '中楼层(共28层)2010年建板塔结合  -  浑南新区', '93万', '单价8620元/平米')
('https://image1.ljcdn.com/210100-inspection/16660f2a-1d5b-4c96-a7fc-66b1447b6288.jpg.296x216.jpg', '浑河国际城 2室1厅 52万', '浑河国际城  | 2室1厅 | 62.36平米 | 南 北 | 精装', '中楼层(共4层)2012年建板楼  -  浑南新区', '52万', '单价8339元/平米')
('https://image1.ljcdn.com/210100-inspection/f06e23fd-442d-4748-9e62-93b8e02292f1.jpg.296x216.jpg', '名流印象二期 2室2厅 130万', '名流印象二期  | 2室2厅 | 115平米 | 南 北 | 其他', '低楼层(共32层)2012年建板楼  -  浑南新区', '130万', '单价11305元/平米')
('https://image1.ljcdn.com/210100-inspection/21c6999e-ee0d-43fb-a3ad-e3cd088d9e34.jpg.296x216.jpg', '中房金河花园两室 采光好 园区绿化好 交通便利', '中房金河花园  | 2室1厅 | 71平米 | 南 北 | 其他', '高楼层(共7层)2007年建板楼  -  浑南新区', '50万', '单价7043元/平米')
('https://image1.ljcdn.com/210100-inspection/0fb85997-aae4-4c2f-99e6-f417de493c57.JPG.296x216.jpg', '奥体 万科品质园区  精装修三室', '万科金域蓝湾  | 3室2厅 | 156.73平米 | 南 北 | 其他', '中楼层(共29层)2009年建板楼  -  浑南新区', '240万', '单价15313元/平米')
('https://image1.ljcdn.com/210100-inspection/ebc948c6-c36c-4a9e-805d-1a5c6853527a.jpg.296x216.jpg', '浑南 奥体 金地檀郡 洋房一楼 精装修', '金地檀郡  | 3室2厅 | 159平米 | 南 北 | 精装', '低楼层(共5层)2011年建板楼  -  浑南新区', '495万', '单价31133元/平米')
('https://image1.ljcdn.com/210100-inspection/adfa13b1-3471-4cc6-80f7-bb9eaa9ca95e.jpg.296x216.jpg', '浑南 阳光新嘉园 6楼 双阳两室 精装修 满五年', '阳光新嘉园  | 2室2厅 | 83.76平米 | 南 北 | 其他', '高楼层(共7层)2003年建板楼  -  浑南新区', '53万', '单价6328元/平米')
('https://image1.ljcdn.com/210100-inspection/7601e7bb-1a1f-4817-affa-31a552f2ce0e.JPG.296x216.jpg', '浑南新区 首创国际城 2室精装修中间户 不把山不临街！', '首创国际城  | 2室2厅 | 98平米 | 南 | 精装', '高楼层(共34层)2010年建板楼  -  浑南新区', '112万', '单价11429元/平米')
('https://image1.ljcdn.com/210100-inspection/0a7b8125-7f7c-46f9-8c40-f8df3b422533.JPG.296x216.jpg', '金地棕榈岛 2室2厅 130万', '金地棕榈岛  | 2室2厅 | 96平米 | 南 北 | 其他', '中楼层(共39层)塔楼  -  浑南新区', '130万', '单价13542元/平米')
('https://image1.ljcdn.com/210100-inspection/991f1f61-a310-4d3a-aa12-2680b2f37764.jpg.296x216.jpg', '浑南 奥体 保利达江湾城 1楼 清水3室 南北户型', '保利达江湾城三期  | 3室2厅 | 112.09平米 | 南 北 | 毛坯', '低楼层(共32层)2015年建板楼  -  浑南新区', '147万', '单价13115元/平米')
('https://image1.ljcdn.com/210100-inspection/f2e5c307-f475-426f-8191-a890c3af3d3c.jpg.296x216.jpg', '艾格尔e会展 2室1厅 75万', '艾格尔e会展  | 2室1厅 | 71.99平米 | 南 北 | 其他', '高楼层(共6层)2018年建板楼  -  浑南新区', '75万', '单价10419元/平米')
('https://image1.ljcdn.com/210100-inspection/5f714f9f-67c0-4671-9e4f-5c87dfa85eb3.JPG.296x216.jpg', '浑南 奥体 金地棕榈岛 精装 标准两室南北通透', '金地棕榈岛  | 2室2厅 | 91平米 | 南 北 | 其他', '低楼层(共39层)塔楼  -  浑南新区', '115万', '单价12638元/平米')
('https://image1.ljcdn.com/210100-inspection/49173c2b-c01b-4f7f-9275-d9da514e58e5.JPG.296x216.jpg', '浑南区长安桥华润长安里旁精装婚房家具家电全部赠送', '荣盛紫提东郡  | 2室2厅 | 89.79平米 | 南 北 | 精装', '高楼层(共27层)2018年建板楼  -  浑南新区', '80万', '单价8910元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload01fe5f2c-eb2a-4c37-918e-4d0003eba071.JPG.296x216.jpg', '坤泰高挑空房源 诚意出售 带车位 中式风格装修', '坤泰新界  | 3室2厅 | 109.35平米 | 南 北 | 精装', '高楼层(共26层)板楼  -  浑南新区', '105万', '单价9603元/平米')
('https://image1.ljcdn.com/210100-inspection/44433519-1f8b-419b-a5a9-b72b5aa3bfa7.JPG.296x216.jpg', '奥体商圈 万科金域蓝湾 精装3室中间楼层', '万科金域蓝湾  | 3室2厅 | 146平米 | 南 北 | 精装', '高楼层(共24层)2009年建板楼  -  浑南新区', '260万', '单价17809元/平米')
('https://image1.ljcdn.com/210100-inspection/65b27725-6e98-49e7-969a-7b245489c391.jpg.296x216.jpg', '佳园新村 2室1厅 46.5万', '佳园新村  | 2室1厅 | 53.2平米 | 南 北 | 其他', '中楼层(共7层)2004年建暂无数据  -  浑南新区', '46.5万', '单价8741元/平米')
('https://image1.ljcdn.com/210100-inspection/1481a8a1-e4c9-4710-bb2d-bad010271363.jpg.296x216.jpg', '君海朗郡 两室 94平 100万 一楼带花园', '君海朗郡  | 2室2厅 | 94.26平米 | 南 北 | 其他', '低楼层(共6层)2017年建板楼  -  浑南新区', '86万', '单价9124元/平米')
('https://image1.ljcdn.com/210100-inspection/1155176d-18b0-4362-b80b-26e25dc545a6.jpg.296x216.jpg', '金地锦城西区 2室2厅 93万', '金地锦城西区  | 2室2厅 | 80.25平米 | 西南 | 其他', '低楼层(共27层)2015年建板楼  -  浑南新区', '93万', '单价11589元/平米')
('https://image1.ljcdn.com/210100-inspection/d5c29203-302b-4dc1-a4a4-181dac5b32f4.jpg.296x216.jpg', '博信双E港 2室2厅 56万', '博信双E港  | 2室2厅 | 75.88平米 | 南 | 其他', '中楼层(共6层)暂无数据  -  浑南新区', '56万', '单价7381元/平米')
('https://image1.ljcdn.com/210100-inspection/ed6b8620-feac-439c-b08c-825208d0c32d.JPG.296x216.jpg', '奥体 华润奉天九里 精装三居室 楼层好 诚心出售', '华润奉天九里  | 3室2厅 | 179平米 | 南 北 | 精装', '高楼层(共24层)2017年建板楼  -  浑南新区', '380万', '单价21230元/平米')
