('https://image1.ljcdn.com/210100-inspection/63801fa1-218a-4288-aaf2-7fbd0644fe5d.JPG.296x216.jpg', '南风雅苑 3室2厅 102万', '南风雅苑  | 3室2厅 | 119.72平米 | 东 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  铁西区', '102万', '单价8520元/平米')
('https://image1.ljcdn.com/320100-inspection/2d50d1a1-35c4-4322-9b9e-fbc6887d2776.JPG.296x216.jpg', '天和人家 兴顺街北四路 两室一厅', '天和人家  | 2室1厅 | 74.5平米 | 东南 | 简装', '高楼层(共17层)2010年建暂无数据  -  铁西区', '62万', '单价8323元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload2f1c039f-70b7-498b-a8be-5d90a4052fee.JPG.296x216.jpg', '此房装修很好，保持的干净整洁，业主诚心出售', '第一城C组团  | 2室2厅 | 96平米 | 西南 | 其他', '高楼层(共26层)2008年建板塔结合  -  铁西区', '115万', '单价11980元/平米')
('https://image1.ljcdn.com/210100-inspection/af975ce1-d44f-4d69-8455-9387be2dafe4.jpg.296x216.jpg', '第壹城南北通透两室小高层不把山不临街采光好', '第一城C组团  | 2室2厅 | 104平米 | 南 北 | 其他', '中楼层(共11层)2008年建板塔结合  -  铁西区', '128万', '单价12308元/平米')
('https://image1.ljcdn.com/210100-inspection/3758506a-4737-4fa7-9760-46bd25dcc351.jpg.296x216.jpg', '富云新都东区 2室1厅 72万', '富云新都东区  | 2室1厅 | 97平米 | 南 北 | 简装', '高楼层(共7层)2005年建板楼  -  铁西区', '72万', '单价7423元/平米')
('https://image1.ljcdn.com/210100-inspection/2b954425-506f-4e74-bf83-65322ccd6ae7.JPG.296x216.jpg', '巴塞罗那皇家特区 2室1厅 79万', '巴塞罗那皇家特区  | 2室1厅 | 58平米 | 南 | 其他', '高楼层(共30层)2010年建板塔结合  -  铁西区', '79万', '单价13621元/平米')
('https://image1.ljcdn.com/210100-inspection/6206676f-63f9-4bce-9966-fb95604b3feb.JPG.296x216.jpg', '富雅豪临两室一厅采光好装修保持干净', '富雅豪临  | 2室1厅 | 91平米 | 东南 | 其他', '高楼层(共27层)2006年建塔楼  -  铁西区', '108万', '单价11869元/平米')
('https://image1.ljcdn.com/210100-inspection/c4170341-e487-45d5-93d1-1cd3aac0917d.jpg.296x216.jpg', '四季嘉园二期南北通透不临街精装修拎包即住', '四季嘉园二期  | 2室1厅 | 87.2平米 | 南 北 | 其他', '高楼层(共16层)板楼  -  铁西区', '80万', '单价9175元/平米')
('https://image1.ljcdn.com/210100-inspection/4e97c87a-de11-4bbe-8b0f-590b93468702.JPG.296x216.jpg', '北二路 浅草绿阁七期 南北通透 小高层 湖景房', '浅草绿阁七期廊桥溪语  | 2室1厅 | 70平米 | 南 北 | 其他', '高楼层(共15层)2009年建板楼  -  铁西区', '67万', '单价9572元/平米')
('https://image1.ljcdn.com/210100-inspection/e9c3ecbc-c2f1-4973-876a-1a4ee3373c42.JPG.296x216.jpg', '东环国际花园 4室2厅 170万', '东环国际花园  | 4室2厅 | 156.31平米 | 南 北 | 其他', '中楼层(共18层)2008年建板楼  -  铁西区', '170万', '单价10876元/平米')
('https://image1.ljcdn.com/210100-inspection/8a6dfa8d-806e-4296-9134-441ffc527a1d.jpg.296x216.jpg', '假日蓝湾 北三中路 两居室 南北通透 不把山 不临街', '假日蓝湾  | 2室2厅 | 71.95平米 | 南 北 | 其他', '高楼层(共6层)2009年建板楼  -  铁西区', '73.5万', '单价10216元/平米')
('https://image1.ljcdn.com/210100-inspection/f046a571-6ecf-46cf-9b3a-d6833c171610.jpg.296x216.jpg', '万达广场D组团 ，交通便利，采光好', '万达广场D组团  | 3室2厅 | 135.17平米 | 西南 北 | 简装', '高楼层(共33层)2011年建板楼  -  铁西区', '120万', '单价8878元/平米')
('https://image1.ljcdn.com/210100-inspection/563b3641-bff3-4937-835e-3e0fd51df9fd.jpg.296x216.jpg', '龙湖花千树 3室1厅 215万', '龙湖花千树  | 3室1厅 | 143平米 | 南 北 | 其他', '中楼层(共6层)2015年建板塔结合  -  铁西区', '215万', '单价15035元/平米')
('https://image1.ljcdn.com/210100-inspection/c9a1fd55-925c-4258-a330-4dff51a88678.jpg.296x216.jpg', '鑫丰雍景豪城 精美装修不临街不把山顶楼带阁楼', '鑫丰雍景豪城  | 2室1厅 | 111.21平米 | 南 北 | 其他', '高楼层(共6层)2013年建板楼  -  铁西区', '210万', '单价18884元/平米')
('https://image1.ljcdn.com/210100-inspection/ab4e8a46-26ff-4541-b5ed-33aa94bbd080.jpg.296x216.jpg', '新湖明珠城 1室1厅 59万', '新湖明珠城  | 1室1厅 | 50平米 | 东 | 其他', '中楼层(共30层)2010年建板楼  -  铁西区', '59万', '单价11800元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload8bc1d4db-abad-4865-be52-05fc891618e5.jpg.296x216.jpg', '第壹城精装修南北通透不把山不临街拎包入住', '第一城B组团  | 2室2厅 | 94.5平米 | 南 北 | 其他', '高楼层(共30层)2008年建板塔结合  -  铁西区', '120万', '单价12699元/平米')
('https://image1.ljcdn.com/210100-inspection/1a05bd4c-c7d3-462b-a8dd-2b9e5217d653.jpg.296x216.jpg', '第一城A组团 2室2厅 105万', '第一城A组团  | 2室2厅 | 87平米 | 南 | 其他', '低楼层(共24层)2008年建板塔结合  -  铁西区', '105万', '单价12069元/平米')
('https://image1.ljcdn.com/210100-inspection/616ab41f-0b24-491d-9656-707e7afd420c.JPG.296x216.jpg', '沈辽路万达广场 南北通透 大户型', '万达广场B组团  | 3室2厅 | 145平米 | 南 北 | 其他', '低楼层(共33层)2011年建板楼  -  铁西区', '150万', '单价10345元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload0bea0017-40e4-4746-94af-00b2ea1bd072.jpg.296x216.jpg', '铁西广场万象汇 华润置地公馆 精装两室 品质物业', '华润置地公馆  | 2室2厅 | 98平米 | 西南 | 精装', '低楼层(共28层)2015年建板楼  -  铁西区', '145万', '单价14796元/平米')
('https://image1.ljcdn.com/210100-inspection/c97acc34-2c44-4155-96f4-91cc9be5f539.JPG.296x216.jpg', '巴塞罗那 精装修南北通透三室两卫 不把山 不临街', '巴塞罗那一期  | 3室2厅 | 92.33平米 | 南 北 | 其他', '高楼层(共11层)2008年建板楼  -  铁西区', '167万', '单价18088元/平米')
('https://image1.ljcdn.com/210100-inspection/b898b2e0-269d-4202-a0c3-2c10d08236b4.jpg.296x216.jpg', '滑翔路城建花园多层 双南卧三室户型 南北通透', '城建花园  | 3室2厅 | 146.91平米 | 南 北 | 其他', '高楼层(共6层)1999年建板楼  -  铁西区', '123万', '单价8373元/平米')
('https://image1.ljcdn.com/210100-inspection/96b03013-fa55-460b-82b1-17342fcc2ce6.jpg.296x216.jpg', '正大世纪家园 3室2厅 120万', '正大世纪家园  | 3室2厅 | 130.07平米 | 南 北 | 简装', '中楼层(共24层)2007年建板楼  -  铁西区', '120万', '单价9226元/平米')
('https://image1.ljcdn.com/210100-inspection/6544a3b9-da07-4a07-90a2-d30c744a36f0.jpg.296x216.jpg', '近地铁 惠和公寓 南北标户 简单装修', '惠和公寓  | 3室2厅 | 122.6平米 | 南 北 | 其他', '低楼层(共18层)板楼  -  铁西区', '98万', '单价7994元/平米')
('https://image1.ljcdn.com/210100-inspection/f4ff7e6e-0ea1-4f3d-b27f-d061714bd9b3.jpg.296x216.jpg', '沈辽路万达旁，罗曼春天，交通便利，配套成熟。', '罗曼春天  | 1室1厅 | 45.57平米 | 东 | 其他', '高楼层(共24层)2007年建板塔结合  -  铁西区', '80万', '单价17556元/平米')
('https://image1.ljcdn.com/210100-inspection/e64679f0-ce2e-405c-aa4d-79d7cbd426d2.jpg.296x216.jpg', '保工街富海铭尊两室两厅 精装修看房方便', '富海铭尊  | 2室2厅 | 110平米 | 南 北 | 精装', '低楼层(共16层)2005年建板楼  -  铁西区', '102万', '单价9273元/平米')
('https://image1.ljcdn.com/210100-inspection/3edd3231-d6b9-4345-a412-de494b65744d.JPG.296x216.jpg', '一环内 铁西区 鑫丰俪城 南北两室 采光佳 视野好', '鑫丰俪城  | 2室2厅 | 75.88平米 | 东 南 北 | 其他', '高楼层(共26层)2008年建板楼  -  铁西区', '82万', '单价10807元/平米')
('https://image1.ljcdn.com/210100-inspection/65c43319-8887-4caa-8227-d7ce312fbcbb.jpg.296x216.jpg', '博润文仕花园 3室2厅 103万', '博润文仕花园  | 3室2厅 | 84.71平米 | 东 南 北 | 精装', '高楼层(共6层)板楼  -  铁西区', '103万', '单价12160元/平米')
('https://image1.ljcdn.com/210100-inspection/356b623f-d79e-476e-8e09-64bf16557c40.JPG.296x216.jpg', '春城雅苑 2室2厅 150万', '春城雅苑  | 2室2厅 | 102平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  铁西区', '150万', '单价14706元/平米')
('https://image1.ljcdn.com/210100-inspection/85804790-4d16-4b6e-b3e4-e151ac85644a.jpg.296x216.jpg', '龙城公馆 三室三厅两卫 南北通透 采光充足  带阁楼', '龙城公馆  | 3室3厅 | 85平米 | 南 北 | 简装', '高楼层(共4层)2010年建板楼  -  铁西区', '98万', '单价11530元/平米')
('https://image1.ljcdn.com/210100-inspection/0e2ea274-685a-4c08-b895-e19c766ff2c6.jpg.296x216.jpg', '南风雅苑 4室2厅 200万', '南风雅苑  | 4室2厅 | 186.9平米 | 南 北 | 其他', '低楼层(共6层)2000年建板楼  -  铁西区', '200万', '单价10701元/平米')
('https://image1.ljcdn.com/210100-inspection/5ffe48b9-051a-4292-a774-41e69439477f.JPG.296x216.jpg', '都城MOMA 1室1厅 43.5万', '都城MOMA  | 1室1厅 | 44.3平米 | 东 | 精装', '高楼层(共31层)2008年建板楼  -  铁西区', '43.5万', '单价9820元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload6e39a51b-a554-4feb-be6d-8de71dfba7bc.jpg.296x216.jpg', '欧尚一品多层 采光充足  精装修', '欧尚一品  | 2室2厅 | 96.6平米 | 南 北 | 精装', '中楼层(共6层)2007年建板楼  -  铁西区', '155万', '单价16046元/平米')
('https://image1.ljcdn.com/210100-inspection/c3f5db66-c136-402e-92a0-ce426a09c416.jpg.296x216.jpg', '晶座南北标户 精装两室 拎包入住 封闭园区', '晶座  | 2室1厅 | 89平米 | 南 北 | 其他', '高楼层(共32层)2012年建板楼  -  铁西区', '143万', '单价16068元/平米')
('https://image1.ljcdn.com/210100-inspection/66ac2db7-13c4-4d0a-983f-94d4e5fd9af8.jpg.296x216.jpg', '富云新都西区 2室1厅 61万', '富云新都西区  | 2室1厅 | 71.08平米 | 南 北 | 其他', '高楼层(共7层)2005年建板楼  -  铁西区', '61万', '单价8582元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadc0632c43-6618-457d-9b47-30014cad02dc.jpg.296x216.jpg', '楼层适中 采光充足 装修室精装修的房子', '凯旋门  | 2室2厅 | 89.06平米 | 东 | 精装', '低楼层(共33层)2011年建板楼  -  铁西区', '93万', '单价10443元/平米')
('https://image1.ljcdn.com/210100-inspection/2848997a-6135-4263-a5c7-3dbb276815bb.jpg.296x216.jpg', '新湖御和园  南北标户  价格  价格', '新湖御和园  | 2室2厅 | 96.59平米 | 南 北 | 精装', '低楼层(共31层)2011年建板楼  -  铁西区', '120万', '单价12424元/平米')
('https://image1.ljcdn.com/210100-inspection/09c047ab-817a-4548-86a3-5671d4b29ad9.jpg.296x216.jpg', '沈辽路万达广场 两居室 精装修', '万达广场A组团  | 2室2厅 | 86.6平米 | 西南 | 其他', '中楼层(共33层)2011年建板楼  -  铁西区', '82万', '单价9469元/平米')
('https://image1.ljcdn.com/210100-inspection/c15313b7-4144-4809-aefa-1b817ac6c58f.jpg.296x216.jpg', '第一城D组团 2室1厅 98万', '第一城D组团  | 2室1厅 | 87.88平米 | 西南 | 其他', '高楼层(共30层)2008年建板塔结合  -  铁西区', '98万', '单价11152元/平米')
('https://image1.ljcdn.com/210100-inspection/465e895e-790d-4d3d-bb6f-67a944c812e0.jpg.296x216.jpg', '保工街北三路富云新都南北两室一卫', '富云新都西区  | 2室1厅 | 71.2平米 | 南 北 | 其他', '高楼层(共7层)2005年建板楼  -  铁西区', '60万', '单价8427元/平米')
('https://image1.ljcdn.com/210100-inspection/6bf540f8-b1d4-4230-beb8-4cf0ad949a21.jpg.296x216.jpg', '第一城A组团 2室2厅 97万', '第一城A组团  | 2室2厅 | 97.97平米 | 南 北 | 其他', '中楼层(共24层)2008年建板塔结合  -  铁西区', '97万', '单价9901元/平米')
('https://image1.ljcdn.com/210100-inspection/f3db7be1-53ea-4d73-adc8-960283558f3d.jpg.296x216.jpg', '南北多层三室 不临街 采光好 交通便利', '富云新都东区  | 3室2厅 | 93.66平米 | 南 北 | 其他', '高楼层(共7层)板楼  -  铁西区', '83万', '单价8862元/平米')
('https://image1.ljcdn.com/210100-inspection/06dbf5d8-071a-478c-89c2-def6b3a6486e.jpg.296x216.jpg', '富海铭尊 2室2厅 92万', '富海铭尊  | 2室2厅 | 92平米 | 南 北 | 其他', '中楼层(共6层)2005年建板楼  -  铁西区', '92万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/847d6c52-d104-48af-9b17-2b6826ab10db.JPG.296x216.jpg', '南风雅园一期 2室1厅 86万', '南风雅园一期  | 2室1厅 | 89.9平米 | 南 北 | 其他', '高楼层(共7层)2004年建板楼  -  铁西区', '86万', '单价9567元/平米')
('https://image1.ljcdn.com/210100-inspection/a8418d38-1359-4d0d-af86-feeb445c1483.JPG.296x216.jpg', '汇景阁 2室1厅 94万', '汇景阁  | 2室1厅 | 106平米 | 南 北 | 其他', '中楼层(共12层)暂无数据  -  铁西区', '94万', '单价8868元/平米')
('https://image1.ljcdn.com/210100-inspection/81b103cc-d8c4-4015-a2e5-693bc0a046da.jpg.296x216.jpg', '欧尚一品 2室2厅 143万', '欧尚一品  | 2室2厅 | 96.6平米 | 南 北 | 其他', '低楼层(共6层)2007年建板楼  -  铁西区', '143万', '单价14804元/平米')
('https://image1.ljcdn.com/210100-inspection/24e84cbf-2a44-4b03-9f48-cc17afe4d00d.jpg.296x216.jpg', '第一城D组团 2室1厅 72万', '第一城D组团  | 2室1厅 | 70.68平米 | 西北 | 其他', '高楼层(共26层)2008年建板塔结合  -  铁西区', '72万', '单价10187元/平米')
('https://image1.ljcdn.com/210100-inspection/2c181c6f-cf06-4bb6-a6ff-229888254b49.jpg.296x216.jpg', '宏发国际名城 南北标准户型 采光好 多层增送阁楼', '宏发国际名城  | 4室2厅 | 125平米 | 南 北 | 精装', '高楼层(共6层)2006年建板塔结合  -  铁西区', '108万', '单价8640元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_uploadd82274b1-a19e-4ea5-8b15-68d69fc6e88e.jpg.296x216.jpg', '铁西建设大路 保工街 宏伟金都 多层两室', '宏伟金都  | 2室1厅 | 81.76平米 | 南 北 | 其他', '高楼层(共6层)2007年建板塔结合  -  铁西区', '70万', '单价8562元/平米')
('https://image1.ljcdn.com/210100-inspection/761a43eb-9b90-4207-b379-1e75d5c0a322.jpg.296x216.jpg', '旭辉锦堂 3室2厅 340万', '旭辉锦堂  | 3室2厅 | 122平米 | 南 北 | 其他', '低楼层(共32层)板楼  -  铁西区', '340万', '单价27869元/平米')
('https://image1.ljcdn.com/210100-inspection/66337ced-6853-4051-9396-15af0865ffc9.JPG.296x216.jpg', '万科金域国际 2室1厅 142万', '万科金域国际  | 2室1厅 | 94.42平米 | 南 北 | 其他', '高楼层(共25层)2010年建板楼  -  铁西区', '142万', '单价15040元/平米')
('https://image1.ljcdn.com/210100-inspection/cc7a2449-de67-4fe6-a1cf-9aae53d1816d.jpg.296x216.jpg', '宏发国际名城 标准南北三室精装修 中间层拎包住沈辽路', '宏发国际名城  | 3室2厅 | 135平米 | 南 北 | 精装', '高楼层(共11层)2006年建板塔结合  -  铁西区', '170万', '单价12593元/平米')
('https://image1.ljcdn.com/210100-inspection/74d49c19-d6e2-49de-ba2e-cf703a664598.jpg.296x216.jpg', '新湖明珠城 精装修 小两室 保持好 采光足 无遮挡', '新湖明珠城  | 2室1厅 | 66平米 | 西 | 精装', '高楼层(共30层)2010年建板楼  -  铁西区', '66万', '单价10000元/平米')
('https://image1.ljcdn.com/210100-inspection/55815f1d-503a-4310-a154-a7664218fe2f.jpg.296x216.jpg', '罗曼春天 精装修 中间楼层 俩居室 采光好', '罗曼春天  | 2室1厅 | 90.38平米 | 西南 | 其他', '低楼层(共24层)2007年建板塔结合  -  铁西区', '105万', '单价11618元/平米')
('https://image1.ljcdn.com/210100-inspection/bbfe13b6-b4f6-4923-bd6e-d60377203291.jpg.296x216.jpg', '新湖御和园 南北通透 精装修洋房 3室2卫', '新湖御和园  | 3室2厅 | 145平米 | 南 北 | 其他', '低楼层(共12层)2011年建板楼  -  铁西区', '278万', '单价19173元/平米')
('https://image1.ljcdn.com/210100-inspection/7126b308-85f4-4526-817b-c6ada75e917f.JPG.296x216.jpg', '第壹城西南两室简单装修看房方便低楼层', '第一城D组团  | 2室1厅 | 90平米 | 西南 | 其他', '低楼层(共30层)2008年建板塔结合  -  铁西区', '98万', '单价10889元/平米')
('https://image1.ljcdn.com/210100-inspection/f2c06b39-b679-4a26-a654-83b28e940c5e.jpg.296x216.jpg', '龙城公馆四室三厅 精装修 南北标户 采光好 无遮挡', '龙城公馆  | 4室3厅 | 117.66平米 | 南 北 | 精装', '高楼层(共4层)板楼  -  铁西区', '155万', '单价13174元/平米')
('https://image1.ljcdn.com/210100-inspection/7520f59b-bac0-4616-bf3a-3b5e4073d4c6.jpg.296x216.jpg', '急售启工街第壹城精装修高层南北两室采光充足', '第一城C组团  | 2室1厅 | 101.2平米 | 南 北 | 其他', '中楼层(共30层)2008年建板塔结合  -  铁西区', '103万', '单价10178元/平米')
('https://image1.ljcdn.com/210100-inspection/098c2c9b-a971-4874-9a03-1241c130bba7.JPG.296x216.jpg', '本房源满五年 采光好 封闭园区 交通便利 配套齐全', '欧尚一品  | 1室1厅 | 52.1平米 | 南 | 其他', '高楼层(共6层)2007年建板楼  -  铁西区', '65万', '单价12477元/平米')
('https://image1.ljcdn.com/210100-inspection/4bda0e4d-1a6d-40c6-9a57-5a12c6d939b4.jpg.296x216.jpg', '沈辽路宏发国际名城多层 南北通透两室户型', '宏发国际名城  | 2室2厅 | 110平米 | 南 北 | 其他', '高楼层(共6层)板塔结合  -  铁西区', '130万', '单价11819元/平米')
('https://image1.ljcdn.com/210100-inspection/6b051a39-5b22-4fa7-9389-fd8b083f211d.jpg.296x216.jpg', '假日蓝湾 2室2厅 140万', '假日蓝湾  | 2室2厅 | 114平米 | 南 北 | 其他', '中楼层(共5层)2009年建板楼  -  铁西区', '140万', '单价12281元/平米')
('https://image1.ljcdn.com/210100-inspection/82d0ac90-2d39-4262-adfb-1a3f71e5b0fe.jpg.296x216.jpg', '南风雅苑 2室2厅 102万', '南风雅苑  | 2室2厅 | 112.56平米 | 南 北 | 其他', '中楼层(共7层)2000年建板楼  -  铁西区', '102万', '单价9062元/平米')
('https://image1.ljcdn.com/210100-inspection/b092dcda-4706-4d08-8d02-9c5adbc7abe0.jpg.296x216.jpg', '巴塞罗那一期 2室2厅 138万', '巴塞罗那一期  | 2室2厅 | 91.28平米 | 南 北 | 其他', '高楼层(共9层)2008年建板楼  -  铁西区', '138万', '单价15119元/平米')
('https://image1.ljcdn.com/210100-inspection/rsp_pic_upload0c88d34f-4750-4682-8733-26af02a48c3e.jpg.296x216.jpg', '新湖北国之春 多层顶层带阁楼南北通透不把山不临街', '新湖北国之春  | 2室2厅 | 95.44平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  铁西区', '110万', '单价11526元/平米')
