('https://image1.ljcdn.com/330100-inspection/2ba2f57e-745b-44b1-a42a-8263d7b9573f.jpg.296x216.jpg', '金成经典4跃5好户型，中间楼层，全明格局。', '金成花园  | 3室2厅 | 132.77平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1998年建板楼  -  文一西路', '480万', '单价36153元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadd32f28ae-e7d5-4205-9b87-889e91b2b247.jpg.296x216.jpg', '开发商统一空调 地暖和新风系统 装修品质好 拎包入住', '西溪蝶园二期  | 1室1厅 | 53.52平米 | 南 | 精装 | 有电梯', '低楼层(共8层)2012年建板楼  -  西溪', '260万', '单价48580元/平米')
('https://image1.ljcdn.com/330100-inspection/ac78b2a2-5bab-4f9b-9420-5d4de111bd04.jpg.296x216.jpg', '刚需过渡，总价低，不走破，不沿街，两房朝南', '古荡新村西区  | 2室1厅 | 48.37平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  古荡', '206万', '单价42589元/平米')
('https://image1.ljcdn.com/330100-inspection/9f19636d-6a6a-4283-bfbf-c4a6d05520a0.jpg.296x216.jpg', '20万精装修 中间楼层 房东急卖 文三街 15中', '康乐新村  | 2室2厅 | 65.28平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1995年建板楼  -  文三西路', '280万', '单价42893元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload6acf4e61-82ee-49e6-bc5c-7a1fa1d2c190.jpg.296x216.jpg', '嘉绿苑标准小三房 西边套 小区位置好', '嘉绿北苑  | 3室1厅 | 89.11平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  嘉绿', '450万', '单价50500元/平米')
('https://image1.ljcdn.com/330100-inspection/d7c7cbd6-bf87-4667-97d6-f2e0f8ea23e3.jpg.296x216.jpg', '自住精装修，大师设计17万装修，诚心卖随时可签约', '枫华府第  | 1室1厅 | 48.3平米 | 南 | 精装 | 有电梯', '高楼层(共25层)2008年建板楼  -  翠苑', '260万', '单价53831元/平米')
('https://image1.ljcdn.com/330100-inspection/c456ee77-ff13-43bf-a61e-b0f068c00467.JPG.296x216.jpg', '金地仅有一套89方3房2阳台，赠送15万家具家电。可看房', '金地自在城  | 3室2厅 | 89.79平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2012年建板楼  -  三墩', '410万', '单价45663元/平米')
('https://image1.ljcdn.com/330100-inspection/4721d1f9-4b98-45e7-8a0b-4bb18d04ce5e.jpg.296x216.jpg', '瑷骊山满二税少 一楼赠负一楼带花园   精装200万', '融创瑷骊山  | 4室3厅 | 192.5平米 | 南 | 精装 | 有电梯', '低楼层(共6层)2014年建板楼  -  转塘', '900万', '单价46754元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadb8d67b01-a27c-46c7-b64a-7c44c247a084.jpg.296x216.jpg', '低单价好房   看房随时  诚意出售', '翠苑一区  | 2室1厅 | 53.55平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  翠苑', '241万', '单价45005元/平米')
('https://image1.ljcdn.com/330100-inspection/1a3b94c2-b47b-49fc-92cb-6908ffb8856c.jpg.296x216.jpg', '众安白马山庄 精装修满二年 小区景区环境很棒', '众安白马山庄  | 2室2厅 | 86.98平米 | 南 | 简装 | 有电梯', '中楼层(共31层)2015年建板楼  -  小和山', '261万', '单价30007元/平米')
('https://image1.ljcdn.com/330100-inspection/test-6ce1becf-b364-4f7c-b12b-6e5c88a72750.png.296x216.jpg', '自住精装修，可拎包入住，满五唯一免双税！', '都市阳光和苑  | 2室1厅 | 62.2平米 | 南 | 精装', '高楼层(共28层)暂无数据  -  良渚', '195万', '单价31351元/平米')
('https://image1.ljcdn.com/330100-inspection/test-83b04df5-e01b-472f-beaf-7947ba64ec35.png.296x216.jpg', '紫金文苑 浙大旁 不沿马路的电梯房，边套户型', '紫金文苑  | 3室2厅 | 163平米 | 南 北 | 精装 | 有电梯', '高楼层(共19层)2003年建板楼  -  申花', '720万', '单价44172元/平米')
('https://image1.ljcdn.com/330100-inspection/a4f03eb7-645e-4bd9-bd0e-6cf09a1e2a39.jpg.296x216.jpg', '好小区，南北通透，采光充足，精装修', '金都城市芯宇  | 3室1厅 | 102.2平米 | 南 | 简装 | 有电梯', '高楼层(共30层)2010年建板楼  -  文教', '650万', '单价63601元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada57a43d2-837b-4128-bad8-ec48506914f0.jpg.296x216.jpg', '耀江文欣苑大三房 两厅 两卫 适合祖孙三代居住', '耀江文欣苑  | 3室2厅 | 133.97平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2002年建板楼  -  文教', '844万', '单价63000元/平米')
('https://image1.ljcdn.com/330100-inspection/8b751f73-0cae-4025-b959-a7a947fe7269.jpg.296x216.jpg', '清爽壹房满两年 清爽装修 业主诚心出售 看房方便', '翠苑三区  | 1室1厅 | 41.09平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1989年建板楼  -  翠苑', '178万', '单价43320元/平米')
('https://image1.ljcdn.com/330100-inspection/884b1188-997a-434f-b212-b6d1ea11fb70.JPG.296x216.jpg', '金地自在城  西湖区 次新房  3房两卫  格局方正', '金地自在城  | 3室2厅 | 89.5平米 | 南 | 精装 | 有电梯', '中楼层(共26层)2012年建板楼  -  三墩', '400万', '单价44693元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload918742a5-269f-4383-b907-679e2d03e04a.jpg.296x216.jpg', '房子改成了小三房，房东诚心出售，中间楼层。', '香樟公寓  | 3室2厅 | 88.86平米 | 南 | 简装 | 无电梯', '高楼层(共7层)2000年建塔楼  -  文三西路', '425万', '单价47829元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1050999a-fce2-4ee5-aa17-06cfc913ba2d.jpg.296x216.jpg', '中海定山府 2室1厅 358万', '中海定山府  | 2室1厅 | 88.69平米 | 南 | 精装 | 有电梯', '中楼层(共17层)2010年建板楼  -  转塘', '358万', '单价40366元/平米')
('https://image1.ljcdn.com/330100-inspection/6bbefb79-3296-425c-afae-86907ac52b59.jpg.296x216.jpg', '品质开发商，精装，户型方正，南北通透.', '亚洲城花园  | 2室2厅 | 91.43平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2000年建塔楼  -  古荡', '372万', '单价40687元/平米')
('https://image1.ljcdn.com/330100-inspection/test-77e35dad-6f18-4022-a6ef-e104288723b6.png.296x216.jpg', '翠苑一区 2室1厅 255万', '翠苑一区  | 2室1厅 | 48.81平米 | 南 | 其他 | 无电梯', '中楼层(共7层)1988年建板楼  -  翠苑', '255万', '单价52244元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload1cf48a27-ef8b-487c-8335-8e77e06acdc5.jpg.296x216.jpg', '满两年有个税，配套设施完善，可拎包入住，采光无遮挡', '西溪路403号  | 2室1厅 | 55.06平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  黄龙', '330万', '单价59935元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a6fcb294-b534-45f3-9dbb-c02e0d09a93f.png.296x216.jpg', '求是竞舟，标准正三室，南北通透。随时方便看房。', '金成花园  | 3室1厅 | 81.1平米 | 南 | 简装 | 无电梯', '低楼层(共7层)1998年建板楼  -  文一西路', '380万', '单价46856元/平米')
('https://image1.ljcdn.com/330100-inspection/b735855c-08d8-41a3-8a01-bf54dddeb35e.jpg.296x216.jpg', '浙大宿舍，大三房，精装修，马上装电梯了', '文三新村  | 3室1厅 | 91平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2003年建板楼  -  文三', '650万', '单价71429元/平米')
('https://image1.ljcdn.com/330100-inspection/5c052973-2374-48cd-b2e5-653ecfa01c6a.jpg.296x216.jpg', '古荡低总价经典两居室 南北通低楼层小区中间位置', '古荡新村西区  | 2室1厅 | 53.58平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1990年建板楼  -  古荡', '205万', '单价38261元/平米')
('https://image1.ljcdn.com/330100-inspection/test-37e3d0d8-0336-4cec-9b2f-65d1ad16d2de.png.296x216.jpg', '环境优美 适宜居住  自住装修 拎包入住', '佳兆业玖珑山  | 4室2厅 | 89平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)2014年建板楼  -  转塘', '380万', '单价42697元/平米')
('https://image1.ljcdn.com/330100-inspection/7f21595e-405f-410f-a48b-bfa392c7f9eb.jpg.296x216.jpg', '政新简装小三房，层楼佳，采光足！', '政新花园  | 3室1厅 | 81.8平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2000年建板楼  -  文一西路', '470万', '单价57458元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2be388e9-af12-4f9a-b885-261d00e15d21.jpg.296x216.jpg', '石灰桥新村新上好房文一街十三中有院子', '石灰桥新村  | 2室1厅 | 62.21平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)1983年建板楼  -  文教', '450万', '单价72336元/平米')
('https://image1.ljcdn.com/330100-inspection/72a539eb-0cab-4a8a-8bde-3c19c76f9611.jpg.296x216.jpg', '全明户型，可做小四房，14年新装修，储藏室赠送', '金都花园  | 3室1厅 | 95.06平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1995年建板楼  -  文三西路', '375万', '单价39449元/平米')
('https://image1.ljcdn.com/330100-inspection/9bab268d-e433-4781-8f6f-f21da3893916.jpg.296x216.jpg', '九莲新村 大院子 看房方便 两房南一房北', '九莲新村  | 3室1厅 | 76.3平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)1987年建板楼  -  九莲', '320万', '单价41940元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload3f136243-bb07-4368-9955-d1d51dee0114.jpg.296x216.jpg', '春晓新上四房改善户型，房东自住，中间楼层，满五有个', '学苑春晓  | 4室2厅 | 136平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2003年建板楼  -  翠苑', '630万', '单价46324元/平米')
('https://image1.ljcdn.com/330100-inspection/e06f66e9-4848-4112-89da-31f9d702d682.jpg.296x216.jpg', '08年人车分流小区 环境优质 配套齐全 总价低', '西鉴枫景  | 1室1厅 | 50平米 | 北 | 精装 | 有电梯', '中楼层(共10层)2007年建板楼  -  文三西路', '230万', '单价46000元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload258b49d4-44fa-4d81-ad90-657ce8e92730.JPG.296x216.jpg', '都市阳光嘉苑小两房，满2年简装修，高楼层采光视野好', '都市阳光嘉苑  | 2室1厅 | 62平米 | 南 | 简装 | 有电梯', '高楼层(共18层)2010年建板楼  -  良渚', '202万', '单价32581元/平米')
('https://image1.ljcdn.com/330100-inspection/ddcf377b-c7c0-40a8-a47d-a58b56f5874a.jpg.296x216.jpg', '80万欧式装修 东边套 全明户型 小高层带电梯', '山水人家清水湾  | 4室2厅 | 169.16平米 | 南 | 其他 | 有电梯', '中楼层(共11层)2004年建板楼  -  文三西路', '800万', '单价47293元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload7f12beaa-f07c-4658-8933-86103f5dd238.jpg.296x216.jpg', '金都城市芯宇 10年交付次新房 管家式物业', '金都城市芯宇  | 2室2厅 | 97.59平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2010年建板楼  -  文教', '685万', '单价70192元/平米')
('https://image1.ljcdn.com/330100-inspection/6eab2c74-3642-46ed-aa0e-71fb83479346.jpg.296x216.jpg', '物华小区 房东自住 中楼层 看房方便', '物华小区  | 3室1厅 | 96.21平米 | 南 | 精装 | 无电梯', '中楼层(共6层)1998年建板楼  -  嘉绿', '440万', '单价45734元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload45bbfff0-3fa1-47f2-9c20-6a2bb9ebb49f.jpg.296x216.jpg', '小区地理位置好 配套完善 生活便利', '翠苑三区  | 3室1厅 | 66.41平米 | 东 南 北 | 精装 | 无电梯', '中楼层(共6层)1989年建板楼  -  翠苑', '255万', '单价38398元/平米')
('https://image1.ljcdn.com/330100-inspection/3245841e-d865-4172-8253-9b9fb810d209.jpg.296x216.jpg', '坤和西溪里  精装大三房 边套户型 高楼层 采光好', '坤和西溪里  | 3室2厅 | 121.94平米 | 南 | 精装 | 有电梯', '高楼层(共14层)2011年建板楼  -  西溪', '628万', '单价51501元/平米')
('https://image1.ljcdn.com/330100-inspection/test-f312d3c4-8a05-4544-aee3-0c87c2095177.png.296x216.jpg', '西湖边，居住环境舒适，闹中取静，拎包入住，诚心出售', '宝石山下5弄20号  | 3室1厅 | 74.05平米 | 南 | 精装', '中楼层(共4层)2000年建暂无数据  -  黄龙', '500万', '单价67522元/平米')
('https://image1.ljcdn.com/330100-inspection/c11d643b-1283-42c3-918b-03b52316d219.JPG.296x216.jpg', '西湖区  不沿马路 中间楼层  户型方正', '新世纪花苑  | 2室2厅 | 103平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  三墩', '310万', '单价30098元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploada97fb5a0-54d8-4d58-8a56-2a3d6ad38d2a.jpg.296x216.jpg', '莲花新村精装三房，婚房装修，看房方便', '莲花新村东区  | 3室2厅 | 93.56平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1999年建板楼  -  文三西路', '420万', '单价44891元/平米')
('https://image1.ljcdn.com/330100-inspection/45f9d506-c267-4f0e-b4c3-8cefebb0afca.JPG.296x216.jpg', '信鸿花园北区 2室1厅 240万', '信鸿花园北区  | 2室1厅 | 66.34平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1998年建板楼  -  三墩', '240万', '单价36178元/平米')
('https://image1.ljcdn.com/330100-inspection/2f77b5bb-9ec3-4273-9dab-b3d524d71203.jpg.296x216.jpg', '坤和和家园  两房朝南户型 自住精装 视野宽阔可观茶园', '坤和和家园  | 2室2厅 | 88平米 | 南 北 | 精装 | 有电梯', '中楼层(共12层)2011年建板楼  -  西溪', '410万', '单价46591元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload2e9a28d5-0100-4199-a5a4-39cc5762df40.jpg.296x216.jpg', '留和家苑2房，中等楼层，采光充足', '留和家苑  | 2室2厅 | 62.95平米 | 南 北 | 简装', '高楼层(共6层)2000年建板楼  -  西溪', '250万', '单价39715元/平米')
('https://image1.ljcdn.com/330100-inspection/6b527e80-5ffc-4a5c-bc35-1dd90cb2e23b.jpg.296x216.jpg', '圣苑小区自住精装修东边套，户型正气，满五年且唯一', '圣苑小区  | 3室2厅 | 133平米 | 南 | 精装 | 有电梯', '中楼层(共18层)2008年建板塔结合  -  申花', '860万', '单价64662元/平米')
('https://image1.ljcdn.com/330100-inspection/423ced4e-5289-4552-8ccc-6922cb7b8b1b.jpg.296x216.jpg', '小高层 精装修 可做三房 诚心出售', '耀江文鼎苑  | 2室2厅 | 105平米 | 南 | 精装 | 有电梯', '中楼层(共11层)2008年建板塔结合  -  申花', '820万', '单价78096元/平米')
('https://image1.ljcdn.com/330100-inspection/bc03032e-ac3a-4fc1-b6d7-d464e3467627.jpg.296x216.jpg', '金祝新村 3室2厅 395万', '金祝新村  | 3室2厅 | 64.85平米 | 南 | 精装 | 无电梯', '低楼层(共5层)1982年建板楼  -  黄龙', '395万', '单价60910元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload105578a0-5a95-42cf-99c5-a04efba04275.jpg.296x216.jpg', '二期房龄新 户型方正 南北通透 东边套', '城北商贸园  | 2室2厅 | 87.98平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1997年建板楼  -  申花', '283万', '单价32167元/平米')
('https://image1.ljcdn.com/330100-inspection/c370b476-bb25-4a4a-8e71-875a8bb9fefc.jpg.296x216.jpg', '文教高品质小区  百米楼间距 视野开阔 精装修拎包入住', '银马公寓  | 3室2厅 | 168平米 | 南 北 | 精装 | 有电梯', '中楼层(共30层)2006年建板楼  -  文教', '1150万', '单价68453元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload8945d647-592a-4340-b9ea-e711e655445c.jpg.296x216.jpg', '兰庭国际 房龄新电梯房  楼下就是地铁口 下宁桥站', '兰庭国际  | 3室2厅 | 139.18平米 | 南 北 | 精装 | 有电梯', '中楼层(共17层)2008年建板楼  -  文教', '880万', '单价63228元/平米')
('https://image1.ljcdn.com/330100-inspection/132b1781-faa8-418e-9baf-7455ec6278a8.jpg.296x216.jpg', '小区经典两房 南北通透 采光好 中间楼层 诚心出售', '紫金庭园  | 2室1厅 | 115.45平米 | 南 | 简装 | 有电梯', '中楼层(共8层)2005年建板楼  -  文三西路', '505万', '单价43742元/平米')
('https://image1.ljcdn.com/330100-inspection/test-421ba49b-0bab-4cf7-9c5e-621ac57866d2.png.296x216.jpg', '万科西庐刚需精装三房，满两年税费少，东边套明厨明卫', '万科西庐  | 3室2厅 | 88.36平米 | 南 北 | 精装 | 有电梯', '中楼层(共14层)2016年建板楼  -  西溪', '460万', '单价52060元/平米')
('https://image1.ljcdn.com/330100-inspection/40e466dd-9bae-4b26-8249-603a9a90c836.jpg.296x216.jpg', '朗郡庭园刚需小两房 南北通 采光好 万科物业', '朗郡庭园  | 2室1厅 | 80.42平米 | 南 | 精装 | 有电梯', '低楼层(共27层)2011年建板楼  -  转塘', '405万', '单价50361元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload28b5476a-956d-4236-b2f3-ae54a95f2c0b.jpg.296x216.jpg', '香港城二期房源，房龄是2000年的，楼层好。', '康乐香港城  | 2室2厅 | 85平米 | 南 | 简装 | 无电梯', '低楼层(共7层)2000年建板楼  -  文三西路', '310万', '单价36471元/平米')
('https://image1.ljcdn.com/330100-inspection/eb6a74b4-159f-4acd-b5e8-72921ea3734f.jpg.296x216.jpg', '不沿马路 精装修 有钥匙  客厅30方朝南带阳台', '康乐新村  | 3室1厅 | 91平米 | 南 | 精装 | 无电梯', '高楼层(共7层)1996年建板楼  -  文三西路', '370万', '单价40660元/平米')
('https://image1.ljcdn.com/330100-inspection/6ccdd813-86f0-45f5-b4df-84e6f2d5b256.jpg.296x216.jpg', '保小 精装修两房南一房北，有一个朝北大客厅采光好', '武林花园  | 3室2厅 | 100.36平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  文三', '580万', '单价57792元/平米')
('https://image1.ljcdn.com/330100-inspection/892d389a-3781-4391-b3cf-1ac5950c23c2.jpg.296x216.jpg', '中海紫藤苑精装两房楼层好业主诚心卖', '中海紫藤苑  | 2室2厅 | 88.28平米 | 南 | 精装 | 有电梯', '中楼层(共21层)2011年建板楼  -  三墩', '340万', '单价38514元/平米')
('https://image1.ljcdn.com/330100-inspection/233a0ad6-5054-48df-9e1b-3e41cda04795.jpg.296x216.jpg', '赞成岭上精装修大三房~南北通透~目前价格带车位', '赞成岭上花苑  | 3室2厅 | 125.66平米 | 南 | 精装 | 有电梯', '低楼层(共14层)板楼  -  转塘', '400万', '单价31832元/平米')
('https://image1.ljcdn.com/330100-inspection/110231c0-5308-4b5f-96af-7579c7fad26c.JPG.296x216.jpg', '此房是满两年的，没有增值税，房子采光好没有遮挡。', '润达花园  | 2室1厅 | 68.57平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  三墩', '270万', '单价39376元/平米')
('https://image1.ljcdn.com/330100-inspection/test-a2ffd05c-b92b-4e06-b348-b326e9c3a046.png.296x216.jpg', '视野采光棒棒的。业主诚心出售 产权清晰。清爽装修', '嘉绿景苑东园  | 2室1厅 | 64.42平米 | 南 | 简装 | 有电梯', '高楼层(共15层)2007年建板楼  -  文三西路', '295万', '单价45794元/平米')
