('https://image1.ljcdn.com/330100-inspection/df63673a-b304-46da-a708-6c0f9c85ab3a.jpg.296x216.jpg', '降低身价，只为遇见你，急降40万诚心卖', '钱塘景苑  | 4室2厅 | 171.5平米 | 南 北 | 简装 | 有电梯', '中楼层(共12层)2000年建板楼  -  彩虹城', '630万', '单价36735元/平米')
('https://image1.ljcdn.com/330100-inspection/758550b3-d08c-4feb-b3cb-b9e7b10bc601.JPG.296x216.jpg', '风雅钱塘 3室2厅 710万', '风雅钱塘  | 3室2厅 | 153.64平米 | 南 北 | 精装 | 有电梯', '低楼层(共26层)2006年建板楼  -  滨江区政府', '710万', '单价46212元/平米')
('https://image1.ljcdn.com/330100-inspection/75b3e7e5-b4e9-4204-9922-4da7b8a42c5f.jpg.296x216.jpg', '兴耀鑫都汇 2室2厅 190万', '兴耀鑫都汇  | 2室2厅 | 52.15平米 | 西 | 其他', '低楼层(共20层)2016年建板楼  -  西兴', '190万', '单价36434元/平米')
('https://image1.ljcdn.com/330100-inspection/c11dc51e-6d88-4c75-8e00-181286599d52.JPG.296x216.jpg', '中赢康康谷 1室1厅 160万', '中赢康康谷  | 1室1厅 | 45.62平米 | 北 | 其他', '高楼层(共18层)2017年建板楼  -  滨江区政府', '160万', '单价35073元/平米')
('https://image1.ljcdn.com/330100-inspection/0c090012-ec9f-4e3a-983f-c451d02ffbb8.JPG.296x216.jpg', '奥体江景房绿地旭辉城 开发商精装地暖 户型通透采光好', '绿地旭辉城  | 3室2厅 | 138平米 | 南 | 精装 | 有电梯', '中楼层(共49层)2017年建板楼  -  奥体', '900万', '单价65218元/平米')
('https://image1.ljcdn.com/330100-inspection/c2099cfd-1bba-4345-8e0e-308851716f29.jpg.296x216.jpg', '现代印象广场 1室1厅 82万', '现代印象广场  | 1室1厅 | 38平米 | 西北 | 精装 | 有电梯', '中楼层(共30层)2007年建塔楼  -  彩虹城', '82万', '单价21579元/平米')
('https://image1.ljcdn.com/330100-inspection/783645cf-f419-48e6-bb8e-8dedb831b68d.jpg.296x216.jpg', '银爵世纪，自住精装，边套南北通透，满五年', '银爵世纪公寓  | 2室2厅 | 89.07平米 | 南 北 | 精装 | 有电梯', '低楼层(共32层)2008年建板楼  -  浦沿', '368万', '单价41316元/平米')
('https://image1.ljcdn.com/330100-inspection/99b7cdec-e181-4ca5-bd6f-bcad61ab8068.jpg.296x216.jpg', '滨江自带地铁和钱塘江景的小三房诚售！', '星汇荣邸  | 3室1厅 | 89.38平米 | 南 | 精装 | 有电梯', '低楼层(共30层)2011年建板楼  -  浦沿', '365万', '单价40837元/平米')
('https://image1.ljcdn.com/330100-inspection/5580d636-1b52-4c73-a96a-23a9f3d2f9c8.JPG.296x216.jpg', '瑞立中央花城 3室2厅 750万', '瑞立中央花城  | 3室2厅 | 134平米 | 南 | 毛坯 | 有电梯', '高楼层(共30层)2009年建板楼  -  滨江区政府', '750万', '单价55971元/平米')
('https://image1.ljcdn.com/330100-inspection/ae432194-87bf-4418-ba70-0cfc2e93eed6.jpg.296x216.jpg', '彩虹城多层花园洋房，低总价四房，业主诚心出售', '临江花园  | 4室1厅 | 137.65平米 | 南 北 | 精装 | 无电梯', '低楼层(共5层)2005年建板楼  -  彩虹城', '478万', '单价34726元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_uploadcbabecf9-a37c-486f-b129-9c382e5234cd.JPG.296x216.jpg', '温馨人家 户型方正 免综合税 五房朝南  诚心出售', '温馨人家  | 6室2厅 | 270.72平米 | 南 | 精装 | 有电梯', '高楼层(共11层)2004年建板楼  -  滨江区政府', '1060万', '单价39155元/平米')
('https://image1.ljcdn.com/330100-inspection/2d6639ac-c68f-4278-ac19-f20681be7ec6.JPG.296x216.jpg', '寰宇热门小区户型全朝南 大两房 正对小区景观包含车位', '寰宇天下  | 2室1厅 | 89.27平米 | 南 | 简装 | 有电梯', '低楼层(共34层)2014年建板楼  -  滨江区政府', '530万', '单价59371元/平米')
('https://image1.ljcdn.com/330100-inspection/cba4dcd6-8ecb-4fda-a299-1965d9eb00a0.jpg.296x216.jpg', '白马湖壹号 三房两卫 毛坯次新房', '中南白马湖壹号  | 3室2厅 | 89.08平米 | 南 北 | 毛坯', '高楼层(共18层)2017年建板楼  -  白马湖', '295万', '单价33117元/平米')
('https://image1.ljcdn.com/330100-inspection/80cabb30-5585-490d-812f-8f97640b3af7.jpg.296x216.jpg', '浪琴轩一线江景300万装修顶楼跃两层', '彩虹城  | 2室3厅 | 265.28平米 | 西南 北 | 精装 | 有电梯', '高楼层(共32层)2007年建板楼  -  彩虹城', '1500万', '单价56545元/平米')
('', '彩虹城 3室2厅 1080万', '彩虹城  | 3室2厅 | 157.34平米 | 西南 | 精装 | 有电梯', '高楼层(共30层)2007年建板楼  -  彩虹城', '1080万', '单价68642元/平米')
('https://image1.ljcdn.com/330100-inspection/fe4d8c2f-c5d3-4f1f-b371-0c9dc5077616.JPG.296x216.jpg', '金铂湾一线江景公寓，诚心出售看房随时可以看有钥匙！', '金铂湾  | 1室1厅 | 51.8平米 | 南 | 其他', '中楼层(共24层)2016年建板楼  -  滨江区政府', '220万', '单价42472元/平米')
('https://image1.ljcdn.com/330100-inspection/7356c5fb-d697-4afa-9a7e-63a7d76d5831.jpg.296x216.jpg', '此房楼层好，视野开阔，精装修保养好，拎包入住', '银爵世纪公寓  | 3室2厅 | 133平米 | 东 南 北 | 精装 | 有电梯', '高楼层(共32层)2008年建板楼  -  浦沿', '505万', '单价37970元/平米')
('https://image1.ljcdn.com/330100-inspection/63d28bc4-1194-4275-92cd-cd586a184f3b.JPG.296x216.jpg', '酒店公寓自住4.78米loft配套完善交通便利拎包入住阳台', '君尚金座  | 3室2厅 | 70.2平米 | 北 | 毛坯 | 有电梯', '高楼层(共27层)2012年建板楼  -  滨江区政府', '290万', '单价41311元/平米')
('https://image1.ljcdn.com/330100-inspection/980bb64d-60e2-4432-afa2-8b5d3072ee10.jpg.296x216.jpg', '经典三房南北通透出门宝龙华润万家', '滨文苑  | 4室2厅 | 158平米 | 南 北 | 简装 | 有电梯', '中楼层(共18层)2006年建板楼  -  浦沿', '520万', '单价32912元/平米')
('https://image1.ljcdn.com/330100-inspection/81e4e9cc-e6fc-4444-b2dc-de8ddc5dd84e.JPG.296x216.jpg', '海威钱塘之星-精装LOFT-可拎包入住', '海威钱塘之星  | 2室1厅 | 42.94平米 | 南 北 | 精装', '中楼层(共18层)2016年建板楼  -  滨江区政府', '250万', '单价58221元/平米')
('https://image1.ljcdn.com/330100-inspection/202e95eb-0bbf-4555-ba89-be0bba20d0d8.JPG.296x216.jpg', '20米龙湖天街的小区，户型方正南北通透大三居', '风雅钱塘  | 3室1厅 | 162平米 | 南 北 | 简装 | 有电梯', '低楼层(共33层)2006年建板楼  -  滨江区政府', '745万', '单价45988元/平米')
('https://image1.ljcdn.com/330100-inspection/a07107e7-a8b5-423d-ae3a-f62274e14f0a.jpg.296x216.jpg', '白马湖高层小三房，低总价，楼层好采光佳，绿城物业', '中南白马湖壹号  | 3室2厅 | 81平米 | 南 | 简装', '中楼层(共18层)2017年建板楼  -  白马湖', '288万', '单价35556元/平米')
('https://image1.ljcdn.com/330100-inspection/1be53149-e29d-45f8-a5d3-18fcc2bc790a.jpg.296x216.jpg', '绿地旭辉城 3室2厅 530万', '绿地旭辉城  | 3室2厅 | 87.56平米 | 南 | 其他 | 有电梯', '低楼层(共47层)2017年建板楼  -  奥体', '530万', '单价60530元/平米')
('https://image1.ljcdn.com/330100-inspection/6076ea4f-6928-4366-a65e-cb3b8b5954bb.jpg.296x216.jpg', '金盛曼城 大面积总价低 诚心出售', '金盛曼城  | 3室2厅 | 135.41平米 | 南 西 北 | 简装 | 有电梯', '低楼层(共18层)2010年建板楼  -  浦沿', '475万', '单价35079元/平米')
('https://image1.ljcdn.com/330100-inspection/57314f25-73ac-4f39-bca1-c35ffc57e4cd.jpg.296x216.jpg', '业主婚自住装修，干净清爽 实木家具', '寰宇天下  | 2室2厅 | 89.29平米 | 南 | 精装 | 有电梯', '高楼层(共34层)2014年建板楼  -  滨江区政府', '530万', '单价59358元/平米')
('https://image1.ljcdn.com/330100-inspection/81811c92-4303-47f2-add0-d1a71e34c425.jpg.296x216.jpg', '国信嘉园 经典户型 户型好 精装修', '国信嘉园  | 7室2厅 | 250.6平米 | 南 | 精装 | 有电梯', '高楼层(共16层)2006年建板楼  -  彩虹城', '1300万', '单价51876元/平米')
('https://image1.ljcdn.com/330100-inspection/57b7e30d-c0fb-44af-bb2c-2f3a39733ff0.JPG.296x216.jpg', '270度一线江景房，业主急售，可拎包入住', '金铂湾  | 1室1厅 | 51平米 | 东北 | 精装', '高楼层(共24层)2016年建板楼  -  滨江区政府', '275万', '单价53922元/平米')
('https://image1.ljcdn.com/330100-inspection/a2c46b48-708d-4a12-b24d-09d65c3c104d.JPG.296x216.jpg', '满五唯一，税费低，总价低两房！', '六眼井  | 2室1厅 | 54.5平米 | 东 | 其他 | 无电梯', '低楼层(共6层)1989年建板楼  -  西兴', '210万', '单价38533元/平米')
('https://image1.ljcdn.com/330100-inspection/rsp_pic_upload5e9f8412-7b4a-40a7-9667-3344c27d6b37.JPG.296x216.jpg', '滨江西兴古镇 地铁一号线西兴站 大面积三房 自住精装', '云厦连园  | 3室1厅 | 140.11平米 | 南 | 其他 | 有电梯', '低楼层(共13层)2010年建板楼  -  西兴', '530万', '单价37828元/平米')
('https://image1.ljcdn.com/330100-inspection/4b18060a-dcdc-45ca-8b25-0e9549ba365d.jpg.296x216.jpg', '朗庭公馆 五十年产权 户型方正 低总价 好入手', '朗庭公馆  | 1室1厅 | 40.83平米 | 南 | 简装 | 有电梯', '高楼层(共12层)2010年建板楼  -  白马湖', '75万', '单价18369元/平米')
('https://image1.ljcdn.com/330100-inspection/test-b629c464-6a78-4083-98ff-27c0ad14ab50.png.296x216.jpg', '瑞立中.央花城  小户型  麻雀虽小  五脏俱全  低总价', '瑞立中央花城  | 1室1厅 | 44.09平米 | 北 | 简装 | 有电梯', '低楼层(共31层)2009年建板楼  -  滨江区政府', '295万', '单价66909元/平米')
('https://image1.ljcdn.com/330100-inspection/b8f475d3-99d8-4453-ba9b-7e405a0699ad.JPG.296x216.jpg', '春波小区，南北通透，全明飞机户型', '春波小区  | 3室1厅 | 103平米 | 南 北 | 精装 | 无电梯', '中楼层(共6层)2001年建板楼  -  长河', '377万', '单价36602元/平米')
('https://image1.ljcdn.com/330100-inspection/7ee49e99-e9c8-41bf-b12c-4d43099fea9b.jpg.296x216.jpg', '超级星期天全明大三房 东边套 南北通 免双税 单价2万5', '超级星期天  | 3室3厅 | 123.42平米 | 南 北 | 简装 | 有电梯', '低楼层(共13层)2008年建板楼  -  浦沿', '308万', '单价24956元/平米')
('https://image1.ljcdn.com/330100-inspection/d085ed54-36c9-4809-a9f1-cd43873ebbda.jpg.296x216.jpg', '简装拎包入住，滨文校区，刚需两房', '钱塘大观  | 3室1厅 | 88.96平米 | 南 北 | 简装', '低楼层(共33层)2017年建板楼  -  浦沿', '366万', '单价41143元/平米')
('https://image1.ljcdn.com/330100-inspection/test-e4718d99-ab4b-499f-9ffe-44ba161ce3c8.png.296x216.jpg', '瑞立东方花城 采光好  高品质小区 次新房', '瑞立东方花城  | 2室2厅 | 88.22平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共24层)2015年建板楼  -  西兴', '390万', '单价44208元/平米')
('https://image1.ljcdn.com/330100-inspection/7fda6ca2-51f6-4b1a-8c38-b9112b67e10e.JPG.296x216.jpg', '银泰海威江景房，户型方正，大三房，诚心出售', '银泰海威国际  | 3室2厅 | 127.47平米 | 南 北 | 精装 | 有电梯', '高楼层(共32层)2009年建板楼  -  长河', '698万', '单价54758元/平米')
('https://image1.ljcdn.com/330100-inspection/7322e6b4-a4a8-4271-969f-bee9623df14a.JPG.296x216.jpg', '江滨澜庭  精装交付，绿城物业，高楼层，拎包入住', '江滨澜廷  | 1室1厅 | 52.52平米 | 南 | 其他', '24层2014年建板楼  -  滨江区政府', '190万', '单价36177元/平米')
('https://image1.ljcdn.com/330100-inspection/07dd78b3-dfad-4bb2-b08d-25c99968c4ba.jpg.296x216.jpg', '瑞立东方花城 4室2厅 708万', '瑞立东方花城  | 4室2厅 | 135平米 | 南 | 其他 | 有电梯', '中楼层(共24层)2015年建板楼  -  西兴', '708万', '单价52445元/平米')
('https://image1.ljcdn.com/330100-inspection/7f1d72eb-f879-466c-bd00-808bd9e3a2ed.jpg.296x216.jpg', '高楼层可以看江 采光充足 户型方正 大面积南北双阳台', '钱江湾花园  | 4室2厅 | 170.07平米 | 南 北 | 精装 | 有电梯', '中楼层(共16层)2003年建板楼  -  浦沿', '720万', '单价42336元/平米')
('https://image1.ljcdn.com/330100-inspection/69d2132d-7964-40e5-b1f3-74e2bf045cf5.jpg.296x216.jpg', '浦沿版块三开间朝南户型，地铁口，拎包入住', '银爵世纪公寓  | 2室2厅 | 89.2平米 | 南 | 简装 | 有电梯', '中楼层(共31层)2009年建板楼  -  浦沿', '360万', '单价40359元/平米')
('https://image1.ljcdn.com/330100-inspection/1269ca7e-90e8-4f99-9c7d-4719c0be5566.JPG.296x216.jpg', '兴耀鑫都汇 2室2厅 220万', '兴耀鑫都汇  | 2室2厅 | 49.14平米 | 南 | 精装', '中楼层(共20层)2016年建板楼  -  西兴', '220万', '单价44771元/平米')
('https://image1.ljcdn.com/330100-inspection/7b6af6bd-c37a-4b43-80ef-bf077f7ab0ad.jpg.296x216.jpg', '彩虹城板块多层花园洋房，双露台，满五年诚售', '碧水豪园  | 4室2厅 | 156平米 | 南 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  彩虹城', '610万', '单价39103元/平米')
('https://image1.ljcdn.com/330100-inspection/test-ce35f8a3-8868-45bc-ad11-faebad7924fd.png.296x216.jpg', '中兴花园 中间楼层 精装修 拎包入住', '中兴花园  | 3室2厅 | 130.25平米 | 南 | 精装 | 无电梯', '中楼层(共6层)2000年建板楼  -  滨江区政府', '600万', '单价46066元/平米')
('https://image1.ljcdn.com/330100-inspection/229724da-f8f7-49ac-b201-b6cc0c441217.JPG.296x216.jpg', '华为旁居装自住大三房，全明飞机户型，诚心出售！', '滨康小区  | 3室2厅 | 120平米 | 南 | 简装 | 无电梯', '低楼层(共6层)2000年建板楼  -  长河', '437万', '单价36417元/平米')
('https://image1.ljcdn.com/330100-inspection/60357cec-f9ce-4e0c-9456-5588185093e5.jpg.296x216.jpg', '新浦苑 底下有架空 装修好 诚心出售', '新浦苑  | 3室2厅 | 124.14平米 | 南 北 | 精装', '低楼层(共6层)2000年建板楼  -  浦沿', '380万', '单价30611元/平米')
('https://image1.ljcdn.com/330100-inspection/75efdc29-b7dc-4a9b-988f-d5562438a7f5.JPG.296x216.jpg', '铂金时代 精装修 东边套 满五唯一', '铂金时代公寓  | 3室2厅 | 131.7平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  滨江区政府', '590万', '单价44799元/平米')
('https://image1.ljcdn.com/330100-inspection/d68d024b-5319-4cb1-b1a2-286b3509803e.JPG.296x216.jpg', '温兴风情苑带花园底跃大房采光好', '温兴风情苑  | 3室2厅 | 104.01平米 | 南 | 其他 | 无电梯', '低楼层(共6层)2007年建板楼  -  西兴', '430万', '单价41343元/平米')
('https://image1.ljcdn.com/330100-inspection/867bfad7-6531-4275-ae15-e0af9ffbf373.jpg.296x216.jpg', '四号线杨家墩站！直线距离500米小两房！', '新浦路  | 2室1厅 | 58.92平米 | 南 北 | 简装', '高楼层(共6层)暂无数据  -  浦沿', '215万', '单价36491元/平米')
('https://image1.ljcdn.com/330100-inspection/2016f2e9-a146-4182-9042-f5ad72642673.JPG.296x216.jpg', '星光国际公馆，政府CBD，朝南中间楼层', '星光国际公馆  | 1室1厅 | 52.06平米 | 南 | 其他 | 有电梯', '低楼层(共26层)2012年建板楼  -  滨江区政府', '140万', '单价26893元/平米')
('https://image1.ljcdn.com/330100-inspection/050942eb-49a8-45f8-8415-11ad71691119.jpg.296x216.jpg', 'D铁口 三房两厅  满二年 带装修 南北双阳台 随时看房', '云厦连园  | 3室2厅 | 88.41平米 | 南 | 简装 | 有电梯', '高楼层(共12层)2010年建板楼  -  西兴', '405万', '单价45810元/平米')
('https://image1.ljcdn.com/330100-inspection/test-c7125df7-34e8-445d-9c36-0b11de4a0e26.png.296x216.jpg', '新上大四房 带花园 南北通透  户型方正 采光充足', '临江花园  | 4室2厅 | 149.14平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)2005年建板楼  -  彩虹城', '529万', '单价35471元/平米')
('https://image1.ljcdn.com/330100-inspection/69965c9d-e49a-4cd1-bdab-eb446c33cb19.JPG.296x216.jpg', '融创杭州印 2室1厅 352万', '融创杭州印  | 2室1厅 | 88平米 | 西 | 其他', '低楼层(共39层)2017年建板楼  -  滨江区政府', '352万', '单价40000元/平米')
('https://image1.ljcdn.com/330100-inspection/d2022e4e-0ce0-4645-a677-35614f7e0480.jpg.296x216.jpg', '精装修+拎包入住+看房方便+保养好', '东和云第  | 3室2厅 | 86.47平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2014年建板楼  -  浦沿', '395万', '单价45681元/平米')
('https://image1.ljcdn.com/330100-inspection/2b865556-8054-466f-a9ed-45cdde2c6e59.jpg.296x216.jpg', '地铁边上 顶跃复试 赠送面积约80方品质好房子', '彩虹城  | 3室2厅 | 128.68平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2007年建板楼  -  彩虹城', '610万', '单价47405元/平米')
('https://image1.ljcdn.com/330100-inspection/dd2d5105-781c-4fe2-9aa4-ae884dae30eb.JPG.296x216.jpg', '金龙大厦 钱塘江南岸 一线江景无遮挡 视野开阔', '金龙大厦  | 1室1厅 | 43.41平米 | 北 | 精装 | 有电梯', '高楼层(共28层)2011年建塔楼  -  滨江区政府', '121万', '单价27874元/平米')
('https://image1.ljcdn.com/330100-inspection/9f96e617-728f-4bbd-8c98-878225d97234.JPG.296x216.jpg', '东边套中间楼层精装修两房朝南看小区花园', '欣盛东方郡东区  | 2室1厅 | 89.77平米 | 南 | 精装 | 有电梯', '中楼层(共27层)2009年建板楼  -  滨江区政府', '605万', '单价67395元/平米')
('https://image1.ljcdn.com/330100-inspection/029fc8a2-8dfd-4054-a943-b1f8c58a9a28.JPG.296x216.jpg', '欣盛东方郡东区 2室2厅 550万', '欣盛东方郡东区  | 2室2厅 | 88.97平米 | 南 | 精装 | 有电梯', '高楼层(共30层)2009年建板楼  -  滨江区政府', '550万', '单价61819元/平米')
('https://image1.ljcdn.com/330100-inspection/08de10e0-49f7-4f14-abc2-1adebfcb5ee8.jpg.296x216.jpg', '金盛曼城 2室2厅 360万', '金盛曼城  | 2室2厅 | 87平米 | 西南 | 其他 | 有电梯', '低楼层(共26层)2010年建板楼  -  浦沿', '360万', '单价41380元/平米')
('https://image1.ljcdn.com/330100-inspection/0fdfe65b-dff3-4458-95c4-5985c1966c41.jpg.296x216.jpg', '万科璞悦湾 4室2厅 580万', '万科璞悦湾  | 4室2厅 | 82.3平米 | 南 | 精装 | 有电梯', '高楼层(共8层)2016年建板楼  -  浦沿', '580万', '单价70474元/平米')
('https://image1.ljcdn.com/330100-inspection/894084fa-6f29-43c5-bad1-019800ec8ed3.jpg.296x216.jpg', '中海钱塘山水底跃 200万精装带地暖 送大露台 带大花园', '中海钱塘山水  | 4室3厅 | 87.51平米 | 南 | 精装 | 有电梯', '低楼层(共34层)2009年建板楼  -  浦沿', '780万', '单价89133元/平米')
