('https://image1.ljcdn.com/210200-inspection/77c04763-38bb-4103-afb3-4104b70b0036.jpg.296x216.jpg', '金润三室 前后带院 门头已开好 位置好 适宜居住', '金润小区B区  | 3室1厅 | 102.18平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共7层)2010年建板楼  -  金润', '90万', '单价8808元/平米')
('https://image1.ljcdn.com/210200-inspection/e857812f-bf8f-4ba0-a733-856db9a54b34.jpg.296x216.jpg', '南棉小区 一室一厅 近南山市场', '南棉小区  | 1室1厅 | 45平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1990年建板楼  -  南棉', '30万', '单价6667元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb4b80d0a-3e1c-422d-9b58-68aec50374bd.jpg.296x216.jpg', '鸿玮澜山后排 楼层好 光线好 价格美丽', '鸿玮澜山一期  | 3室2厅 | 98.3平米 | 南 北 | 简装 | 有电梯', '低楼层(共11层)2009年建板楼  -  桃园', '138万', '单价14039元/平米')
('https://image1.ljcdn.com/210200-inspection/test-eff515ab-4cc4-46cf-9375-5d517c2fba1c.png.296x216.jpg', '金海国际花园 1室1厅 36.5万', '金海国际花园  | 1室1厅 | 47.51平米 | 南 | 其他 | 有电梯', '高楼层(共19层)2016年建板楼  -  金华', '36.5万', '单价7683元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload5c113088-92d9-4e19-94b9-bdaa3ecb3af0.jpg.296x216.jpg', '和嘉佳园 1室 精装修 框架 赠送10平大阳台', '和嘉佳园  | 1室1厅 | 42平米 | 东南 | 精装 | 有电梯', '低楼层(共18层)2009年建板楼  -  站前', '35万', '单价8334元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload7072f964-cc8b-47e6-a30b-ff9f3804fc5c.jpg.296x216.jpg', '碧海尚城 南向的标准一室一厅 精装修', '碧海尚城  | 2室1厅 | 61.28平米 | 南 | 精装 | 有电梯', '高楼层(共29层)2007年建板楼  -  碧海', '62万', '单价10118元/平米')
('https://image1.ljcdn.com/210200-inspection/d456ad54-7839-46c2-be86-8aa9730b123e.jpg.296x216.jpg', '阳光家园金州站前盛滨花园五明户型精装修', '阳光家园  | 2室1厅 | 66.6平米 | 南 | 其他 | 有电梯', '高楼层(共24层)2009年建板楼  -  站前', '48万', '单价7208元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8498a556-808a-4808-8cac-6e5260ee999c.png.296x216.jpg', '桃园小区 2室2厅 52万', '桃园小区  | 2室2厅 | 64.09平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1992年建板楼  -  桃园', '52万', '单价8114元/平米')
('https://image1.ljcdn.com/210200-inspection/3d791385-c374-4213-86d6-f0973796db03.jpg.296x216.jpg', '封闭小区 南北卧室 通风好 采光充足 视野开阔', '糖果小区  | 2室2厅 | 70.31平米 | 南 北 | 毛坯 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '43万', '单价6116元/平米')
('https://image1.ljcdn.com/210200-inspection/98a3f85d-7334-4160-b72c-1592b1661ed9.jpg.296x216.jpg', '环保小区 2室1厅 47万', '环保小区  | 2室1厅 | 67平米 | 南 北 | 简装', '低楼层(共6层)板楼  -  南棉', '47万', '单价7015元/平米')
('https://image1.ljcdn.com/210200-inspection/32eb632d-ba8b-49f2-9962-7ad4377e8980.jpg.296x216.jpg', '阳光家园 2室1厅 39万', '阳光家园  | 2室1厅 | 52.2平米 | 南 | 精装 | 有电梯', '高楼层(共24层)2009年建板楼  -  站前', '39万', '单价7472元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload402ee53a-191b-4bc1-b1d3-0871b4b63afe.jpg.296x216.jpg', '世茂御龙海湾 精装修三室两厅 大户型', '世茂御龙海湾  | 3室2厅 | 86.73平米 | 南 北 | 精装', '中楼层(共10层)2015年建板楼  -  金州其他', '69.5万', '单价8014元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload56005aa8-188d-4544-a3ec-9d44527998bf.jpg.296x216.jpg', '金州光明胜利小区 光明市场 沃尔玛超市 实验幼儿园', '胜利小区  | 2室1厅 | 62平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  光明', '39万', '单价6291元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload8a558787-0335-4135-9b8a-36cc280350a9.jpg.296x216.jpg', '永乐铭庭二室一厅南北通透小区环境优美房子急售', '永乐铭庭  | 2室1厅 | 95.13平米 | 南 北 | 简装 | 有电梯', '中楼层(共13层)2010年建板楼  -  连大', '87万', '单价9146元/平米')
('https://image1.ljcdn.com/210200-inspection/03b05ea3-08dc-4592-bc1c-8bf8878672e9.jpg.296x216.jpg', '糖果小区多层顶楼，实用面积大，采光充足。', '糖果小区  | 3室1厅 | 76.29平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)2011年建板楼  -  金润', '50万', '单价6554元/平米')
('https://image1.ljcdn.com/210200-inspection/9d90f7db-6491-447b-b417-f2770d8d0984.jpg.296x216.jpg', '金色阳光 1室1厅 28万', '金色阳光  | 1室1厅 | 38.05平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)2005年建板楼  -  金纺', '28万', '单价7359元/平米')
('https://image1.ljcdn.com/210200-inspection/d7a8575c-3370-4abb-afa6-c26a50aecd92.jpg.296x216.jpg', '金元小区 采光充足 视野开阔 保持干净', '金元小区  | 2室1厅 | 41平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  金润', '26万', '单价6342元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload2db70dcd-e34e-4d04-bc85-229a3e3401be.jpg.296x216.jpg', '永安小区多层中间楼层  简单装修 拎包就住 使用面积大', '永安小区  | 2室1厅 | 76平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  古城汇金', '60万', '单价7895元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e91ed107-2413-4e5f-9f4f-7bf15e3e8bcc.png.296x216.jpg', '远洋假日养生庄园 1室1厅 65万', '远洋假日养生庄园  | 1室1厅 | 55.91平米 | 南 | 其他', '低楼层(共7层)暂无数据  -  金石滩', '65万', '单价11626元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadcb090d4f-a50e-4f16-9ba3-5d5d933a293e.jpg.296x216.jpg', '体育场小区  两室一厅  老式装修', '体育场小区  | 1室1厅 | 52平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  碧海', '38万', '单价7308元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload98892585-f95d-40eb-a83d-dbdb7ff776a0.jpg.296x216.jpg', '金元小区 1室1厅 32万', '金元小区  | 1室1厅 | 42平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1993年建板楼  -  金润', '32万', '单价7620元/平米')
('https://image1.ljcdn.com/210200-inspection/8276741e-5a62-425d-8a8b-8145e1d5b98b.jpg.296x216.jpg', '桂林小区.购物方便。出行便利。商圈房', '桂林小区  | 2室1厅 | 64平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2006年建板楼  -  古城汇金', '47万', '单价7344元/平米')
('https://image1.ljcdn.com/210200-inspection/6348e85b-66a9-476d-bfec-c89ea35cc53b.jpg.296x216.jpg', '金润金纺  三室两厅  南北户型', '金润小区B区  | 3室2厅 | 88.56平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2010年建板楼  -  金润', '75万', '单价8469元/平米')
('https://image1.ljcdn.com/210200-inspection/a56a6377-bffa-4bf8-a811-3e0ecec9e7ac.jpg.296x216.jpg', '金润金纺 实际面积大 小两室 采光好', '金润小区B区  | 2室1厅 | 48.69平米 | 南 | 精装 | 无电梯', '高楼层(共7层)2010年建板楼  -  金润', '38.5万', '单价7908元/平米')
('https://image1.ljcdn.com/210200-inspection/test-824362da-4bc2-401b-bd70-3aa21225f899.png.296x216.jpg', '金元小区，南北通透，二室一厅，中等装修，拎包入住', '金元小区  | 2室1厅 | 52.21平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1999年建板楼  -  金润', '28.5万', '单价5459元/平米')
('https://image1.ljcdn.com/210200-inspection/a8fb3947-91ab-4996-9ee9-95013eac0a8c.jpg.296x216.jpg', '三里公安家属楼 2室1厅 40万', '三里公安家属楼  | 2室1厅 | 61平米 | 南 北 | 简装', '高楼层(共6层)1996年建板楼  -  古城汇金', '40万', '单价6558元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadcef6e168-7a17-4302-a191-8c55834395ad.jpg.296x216.jpg', '金纺小区，南北通透，中间楼层。', '金纺小区  | 2室1厅 | 56.54平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1988年建板楼  -  金纺', '40万', '单价7075元/平米')
('https://image1.ljcdn.com/210200-inspection/2a87981e-1bbf-4f67-8c6a-6a415e6737b6.jpg.296x216.jpg', '金地新里程 精装双南户型 低楼层适合老人居住。', '金地新里程  | 2室1厅 | 76.45平米 | 南 西 | 精装 | 有电梯', '低楼层(共24层)2012年建板楼  -  城润', '60万', '单价7849元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploade295cf1e-d32c-4888-9e9f-a48021a08a95.jpg.296x216.jpg', '糖果金润商圈封闭小区多层中间楼层清水房南北两室一厅', '糖果小区  | 2室1厅 | 62.05平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共6层)2011年建板楼  -  金润', '60万', '单价9670元/平米')
('https://image1.ljcdn.com/210200-inspection/742094ad-9958-4131-8210-66ed118f310c.jpg.296x216.jpg', '精装修三室南北通厅通透全明户型楼层好 采光棒', '德泰岭秀逸城B区  | 3室2厅 | 137.5平米 | 南 北 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  桃园', '158万', '单价11491元/平米')
('https://image1.ljcdn.com/210200-inspection/b40c0932-ace8-4ef6-a1f2-bd9ed33d4bca.jpg.296x216.jpg', '金纺小区 交通银行楼上 多层三楼 采光好', '金纺小区  | 2室1厅 | 74.84平米 | 西 | 简装 | 无电梯', '中楼层(共7层)板楼  -  金纺', '49万', '单价6548元/平米')
('https://image1.ljcdn.com/210200-inspection/e1f0c63b-4d92-4cff-97c5-5c4d16b3da95.jpg.296x216.jpg', '金元小区 采光充足 视野开阔 保持干净', '金元小区  | 2室1厅 | 65.8平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1999年建板楼  -  金润', '42万', '单价6383元/平米')
('https://image1.ljcdn.com/210200-inspection/558ef57d-4dc8-4e34-b7ba-4799478d85d3.jpg.296x216.jpg', '达赫山庄 精装修 高楼层 采光充足 视野开阔,', '达赫山庄  | 2室2厅 | 98平米 | 南 北 | 精装 | 无电梯', '中楼层(共5层)2009年建板楼  -  桃园', '135万', '单价13776元/平米')
('https://image1.ljcdn.com/210200-inspection/test-5fdbfd45-f040-4f21-ae31-601a636eb391.png.296x216.jpg', '金色华庭 2室1厅 63万', '金色华庭  | 2室1厅 | 77.82平米 | 南 | 其他 | 有电梯', '中楼层(共30层)2008年建板楼  -  南棉', '63万', '单价8096元/平米')
('https://image1.ljcdn.com/210200-inspection/cddfca07-8ff9-4778-925d-f3a2c61235c1.jpg.296x216.jpg', '简单装修，拎包即住，中间楼层，单价美丽', '古城丁区  | 2室1厅 | 67.5平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  古城汇金', '53万', '单价7852元/平米')
('https://image1.ljcdn.com/210200-inspection/test-e2c2c388-ad2f-40dd-a701-bc1025db44a6.png.296x216.jpg', '德泰岭秀逸城C区 小高层 清水房 三室两厅两卫', '德泰岭秀逸城  | 3室2厅 | 134.99平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共11层)2013年建板楼  -  桃园', '145万', '单价10742元/平米')
('https://image1.ljcdn.com/210200-inspection/18aee05d-1d27-47db-b878-49bed690c23b.jpg.296x216.jpg', '房主诚心售房 看房随时可看 楼层好 采光充足', '尚海华庭  | 2室1厅 | 58.07平米 | 南 | 其他', '高楼层(共32层)板楼  -  金湾新城', '51万', '单价8783元/平米')
('https://image1.ljcdn.com/210200-inspection/e0dd2c70-19f5-4a90-a55d-16f7d8e54b60.jpg.296x216.jpg', '此房双阳户型 采光好 精装修 近市场 生活出行便利', '南棉小区  | 2室2厅 | 95平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1990年建板楼  -  南棉', '56万', '单价5895元/平米')
('https://image1.ljcdn.com/210200-inspection/0e5ba285-d903-4647-b41a-508e66d7f93c.jpg.296x216.jpg', '百畅园小区 两室一厅 南北朝向', '百畅园  | 2室1厅 | 82.39平米 | 南 北 | 毛坯 | 无电梯', '低楼层(共5层)2010年建板楼  -  碧海', '50万', '单价6069元/平米')
('https://image1.ljcdn.com/210200-inspection/2c6fbc9c-38c6-49d6-a0ff-2816c1640bbc.jpg.296x216.jpg', '聚鑫小区一期 2室1厅 62万', '聚鑫小区一期  | 2室1厅 | 80.43平米 | 南 北 | 简装 | 无电梯', '中楼层(共7层)2000年建板楼  -  金纺', '62万', '单价7709元/平米')
('https://image1.ljcdn.com/210200-inspection/ae4ecf1e-c844-44ab-bc57-edf4c636f14c.jpg.296x216.jpg', '滨海丰园 两室两厅 通厅通透 清水房', '滨海丰园  | 2室2厅 | 105.7平米 | 南 北 | 毛坯', '中楼层(共25层)2011年建板楼  -  金湾新城', '75万', '单价7096元/平米')
('https://image1.ljcdn.com/210200-inspection/cbf32304-4aaa-4a2c-8275-e98abd99be42.jpg.296x216.jpg', '精装修三室 楼层好 户型好 很温馨 适合婚房', '德泰岭秀逸城  | 3室1厅 | 129.55平米 | 南 北 | 简装 | 有电梯', '低楼层(共33层)2013年建板楼  -  桃园', '145万', '单价11193元/平米')
('https://image1.ljcdn.com/210200-inspection/ff00e186-d737-480b-b7ce-2dd6abaceed9.jpg.296x216.jpg', '此房满五年 唯一  送外仓房一处 房主急售 价格可议', '南山路（金州）  | 1室1厅 | 45平米 | 南 | 其他', '高楼层(共5层)1995年建板楼  -  南棉', '26万', '单价5778元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploada3fa235a-0650-4bfe-91fd-cea107ff0248.jpg.296x216.jpg', '封闭小区，安全性高，环境好而且安静', '瀛海金洲  | 1室1厅 | 56.81平米 | 南 | 毛坯', '低楼层(共34层)2011年建板楼  -  南棉', '44万', '单价7746元/平米')
('https://image1.ljcdn.com/210200-inspection/32317f18-345f-424b-90a5-50a8892760b2.jpg.296x216.jpg', '金润B区 顶楼使用面积大 近商城', '金润小区B区  | 3室1厅 | 53.98平米 | 东南 北 | 简装 | 无电梯', '高楼层(共7层)2010年建板楼  -  金润', '37万', '单价6855元/平米')
('https://image1.ljcdn.com/210200-inspection/e5602b18-9f60-492a-abf4-f1d5f2fb0918.jpg.296x216.jpg', '采光充足                        交通便利', '聚鑫小区二期  | 1室0厅 | 39.48平米 | 南 | 简装 | 无电梯', '中楼层(共5层)2008年建板楼  -  金纺', '27.8万', '单价7042元/平米')
('https://image1.ljcdn.com/210200-inspection/ad5e2338-f7f8-4a4c-bef0-3dfed8e95b2f.jpg.296x216.jpg', '和嘉佳园 小两室 总房款低 简单装修 可拎包入住', '和嘉佳园  | 2室0厅 | 49.25平米 | 东南 | 简装 | 有电梯', '低楼层(共18层)2009年建板楼  -  站前', '31万', '单价6295元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadb90f5140-4472-4ee6-813d-6f53f6f73aaf.jpg.296x216.jpg', '金润小区 160㎡精装修 价格超低 拎包入住', '金润小区B区  | 3室2厅 | 95.9平米 | 南 北 | 精装 | 无电梯', '高楼层(共7层)2010年建板楼  -  金润', '71万', '单价7404元/平米')
('https://image1.ljcdn.com/210200-inspection/test-8eb14f39-98f4-4340-8efb-ae9f0b9af30d.png.296x216.jpg', '永乐金庭 两室两厅  拎包入住', '永乐金庭  | 2室1厅 | 73平米 | 南 北 | 简装 | 有电梯', '低楼层(共12层)2006年建板楼  -  连大', '80万', '单价10959元/平米')
('https://image1.ljcdn.com/210200-inspection/c18b7ed5-b14e-41a2-b3f1-0ab2d3196643.jpg.296x216.jpg', '桃园小区 1室1厅 30万', '桃园小区  | 1室1厅 | 53.18平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1992年建板楼  -  桃园', '30万', '单价5642元/平米')
('https://image1.ljcdn.com/210200-inspection/c90078c0-17db-4b80-9c0c-4e420573e71c.jpg.296x216.jpg', '金山小区 2室1厅 52万', '金山小区  | 2室1厅 | 71.5平米 | 南 | 其他 | 无电梯', '中楼层(共7层)2009年建板楼  -  南棉', '52万', '单价7273元/平米')
('https://image1.ljcdn.com/210200-inspection/16bf5fef-8bda-4519-9687-c2062dd62ef4.JPG.296x216.jpg', '宁海小区便宜4室两厅房，交通便利', '宁海小区  | 4室2厅 | 148.18平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)2004年建板楼  -  金华', '78万', '单价5264元/平米')
('https://image1.ljcdn.com/210200-inspection/a4945db7-6660-4397-be21-d8af245998de.jpg.296x216.jpg', '精装修 位置好满五不唯一有个税', '金纺小区  | 2室1厅 | 67.9平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1999年建板楼  -  金纺', '47万', '单价6922元/平米')
('https://image1.ljcdn.com/210200-inspection/8fc42554-ba18-4eb5-b608-62ee35594493.jpg.296x216.jpg', '德泰岭秀逸城 1室1厅 78万', '德泰岭秀逸城  | 1室1厅 | 61.44平米 | 南 | 精装 | 有电梯', '低楼层(共18层)2013年建板楼  -  桃园', '78万', '单价12696元/平米')
('https://image1.ljcdn.com/210200-inspection/3d63b6d2-86d0-4042-8a48-8538bdaabda5.jpg.296x216.jpg', '民馨小区 2室1厅 62万', '民馨小区  | 2室1厅 | 77.93平米 | 东南 北 | 精装', '中楼层(共7层)暂无数据  -  金润', '62万', '单价7956元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload3c677e93-3f6c-485c-a02c-6d94848d1c62.jpg.296x216.jpg', '金纺小区 框架楼 全天采光 精装修保持干净 送仓房', '金纺小区  | 2室1厅 | 52.56平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  金纺', '36万', '单价6850元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_uploadebb5fbe8-7eb9-4bd9-874b-6e6bdccbf415.jpg.296x216.jpg', '金润金纺两室一厅精装修采光充足', '金润小区A区  | 2室1厅 | 56.87平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)2008年建板楼  -  金润', '52万', '单价9144元/平米')
('https://image1.ljcdn.com/210200-inspection/abbad25a-6eac-47ad-9d90-c3b20509f1961.jpg.296x216.jpg', '采光充足，出行便利   。。。。。。。。。。。', '聚鑫小区一期  | 2室1厅 | 50.1平米 | 南 | 简装 | 无电梯', '高楼层(共8层)1996年建板楼  -  金纺', '27万', '单价5390元/平米')
('https://image1.ljcdn.com/210200-inspection/e0ea769d-28e6-4e8c-8781-e6dbaff9218c.jpg.296x216.jpg', '金星公寓，婚房装修，中间楼层，采光充足', '金星公寓  | 2室1厅 | 128平米 | 南 北 | 精装 | 无电梯', '中楼层(共7层)2000年建板楼  -  金纺', '80万', '单价6250元/平米')
('https://image1.ljcdn.com/210200-inspection/rsp_pic_upload35d91652-91b4-4fe0-81a1-438b8c337913.jpg.296x216.jpg', '能形成自然通风.客厅的空间也很大', '悦泰山里  | 2室2厅 | 87.97平米 | 南 北 | 毛坯 | 有电梯', '中楼层(共10层)2009年建板楼  -  古城汇金', '68万', '单价7730元/平米')
('https://image1.ljcdn.com/210200-inspection/0f9474b5-e46f-457d-89b1-dee5a4fd3eb2.JPG.296x216.jpg', '职高小区，顶楼 小面积，简单装修', '职高小区  | 2室1厅 | 43.8平米 | 南 | 简装 | 无电梯', '高楼层(共8层)2006年建板楼  -  光明', '27万', '单价6165元/平米')
