('https://image1.ljcdn.com/370600-inspection/2268727c-fdd4-49e0-88b2-b373cd71b3dc.JPG.296x216.jpg', '翡翠小区+南通路+大三居+南北通透+年代新框架房', '通世里  | 3室2厅 | 111.44平米 | 南 北 | 精装', '中楼层(共5层)1999年建板楼  -  南通路', '208万', '单价18665元/平米')
('https://image1.ljcdn.com/370600-inspection/9f76ac8e-9f1f-4bc6-ad68-be3fab303f6d.jpg.296x216.jpg', '南迎祥路一楼带院，南北通透，生活便利', '南迎祥路  | 2室1厅 | 73.97平米 | 南 北 | 其他', '低楼层(共5层)1988年建板楼  -  上夼', '190万', '单价25687元/平米')
('https://image1.ljcdn.com/370600-inspection/3edac8a5-8e9e-4c02-ad85-b7a3db9283aa.jpg.296x216.jpg', '佳苑街两室户型，南北通透，双阳南卧', '佳苑街  | 2室2厅 | 67.35平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  幸福', '85万', '单价12621元/平米')
('https://image1.ljcdn.com/370600-inspection/b0303b51-3f6a-4183-b83b-c6e4ba95aa9d.jpg.296x216.jpg', '一中 一楼带院 院已改造 实用面积大 南北通透', '南迎祥路  | 3室1厅 | 49.15平米 | 南 北 | 其他', '低楼层(共5层)1988年建板楼  -  上夼', '125万', '单价25433元/平米')
('https://image1.ljcdn.com/370600-inspection/5ac4729b-e4a0-490c-a7cb-c2c697d35e91.jpg.296x216.jpg', '塔山明珠 精装修 电梯房 直接入住 停车位充足', '塔山明珠  | 2室1厅 | 58.81平米 | 西北 | 其他', '中楼层(共18层)2010年建板楼  -  上夼', '85万', '单价14454元/平米')
('https://image1.ljcdn.com/370600-inspection/6548a3a7-7654-4a61-a0b9-b46bea62c5ff.jpg.296x216.jpg', '塔山东路+2楼南北通透+三室两厅格局+天然氧吧+环境好', '塔山东路  | 3室2厅 | 90.95平米 | 南 北 | 其他', '低楼层(共7层)2000年建板楼  -  上夼', '137万', '单价15064元/平米')
('https://image1.ljcdn.com/370600-inspection/54605739-7c3d-4c43-84a0-bb4183483de3.jpg.296x216.jpg', '体校旁边-南大街北-南北通透-一梯两户-采光好', '向善街  | 2室1厅 | 56.37平米 | 南 北 | 其他', '高楼层(共6层)1989年建板楼  -  厚安', '75万', '单价13305元/平米')
('https://image1.ljcdn.com/370600-inspection/423ace9f-ae56-4d75-bad7-32bd228ddab2.jpg.296x216.jpg', '一中电梯房+环境好+年代新+通透+双南卧室', '魁星苑  | 2室2厅 | 80.79平米 | 南 北 | 精装', '中楼层(共12层)2009年建板楼  -  二马路', '178万', '单价22033元/平米')
('https://image1.ljcdn.com/370600-inspection/4cc95395-a28c-41c3-9295-81f08885484f.jpg.296x216.jpg', '新世界花园 3室2厅 105.8万', '新世界花园  | 3室2厅 | 82.49平米 | 南 北 | 其他', '高楼层(共13层)2005年建板楼  -  幸福', '105.8万', '单价12826元/平米')
('https://image1.ljcdn.com/370600-inspection/e10773bd-9a9d-475e-9fa8-2f7f6f45a708.jpg.296x216.jpg', '文化路市场+南北通透+单价低+不临街靠道+价格可谈', '文化路  | 2室1厅 | 54.63平米 | 南 北 | 其他', '高楼层(共6层)1997年建板楼  -  文化路', '50万', '单价9153元/平米')
('https://image1.ljcdn.com/370600-inspection/9f113c9c-63c9-46a9-962a-4b0a49eabb51.jpg.296x216.jpg', '云龙里 小户型 南向 一室一厅 好楼层 采光好', '云龙里  | 1室1厅 | 36.59平米 | 南 | 其他', '高楼层(共6层)1989年建板楼  -  厚安', '83万', '单价22684元/平米')
('https://image1.ljcdn.com/370600-inspection/1aa02210-def0-4a56-846b-370ca5e2daf9.JPG.296x216.jpg', '双南卧室，采光好,下楼50米左右就有商城，生活很方便', '银都财富中心  | 2室1厅 | 110.11平米 | 南 | 其他', '中楼层(共52层)2008年建塔楼  -  毓璜顶', '220万', '单价19981元/平米')
('https://image1.ljcdn.com/370600-inspection/e1a6cab7-b9f7-45cb-8c14-a448487db805.JPG.296x216.jpg', '阳光富景花园 3室2厅 175万', '阳光富景花园  | 3室2厅 | 136平米 | 南 北 | 其他', '中楼层(共7层)2005年建板楼  -  凤凰台', '175万', '单价12868元/平米')
('https://image1.ljcdn.com/370600-inspection/d7ae0cfe-3226-46a4-bcd4-f42bdac24014.jpg.296x216.jpg', '楼层好, 通风好，视野宽阔，配套设施', '三水佳苑  | 3室1厅 | 91.32平米 | 南 西 北 | 其他', '高楼层(共6层)暂无数据  -  三站', '110万', '单价12046元/平米')
('https://image1.ljcdn.com/370600-inspection/7e2ba5b7-ad88-4ef9-bbc9-9634e44538f0.jpg.296x216.jpg', '桦林新区 106.00m²  3室2厅', '桦林新区  | 3室2厅 | 106.61平米 | 南 西 北 | 简装', '高楼层(共6层)2006年建板楼  -  魁玉路', '110万', '单价10318元/平米')
('https://image1.ljcdn.com/370600-inspection/17b5eab5-e994-4780-8d1d-0e97c9af4cce.jpg.296x216.jpg', '此房满五唯一+南北通透+采光好+配套齐全+交通便利', '进德路  | 2室1厅 | 58.63平米 | 南 北 | 其他', '高楼层(共5层)1985年建板楼  -  二马路', '155万', '单价26437元/平米')
('https://image1.ljcdn.com/370600-inspection/f9eb026d-939f-414d-b8c6-464937b8c5b0.JPG.296x216.jpg', '惠安小区顶加阁，外走楼梯，双南卧，带小棚', '惠安小区一期  | 2室1厅 | 64平米 | 南 北 | 其他', '中楼层(共7层)1999年建板楼  -  惠安', '89万', '单价13907元/平米')
('https://image1.ljcdn.com/370600-inspection/d28a1d0c-161c-43fa-b2c5-f7b5a45b04f3.jpg.296x216.jpg', '市长大厦中高楼层，视野宽阔，采光充足 海景好', '市长大厦  | 1室1厅 | 84.54平米 | 北 | 其他', '高楼层(共31层)板楼  -  三水', '110万', '单价13012元/平米')
('https://image1.ljcdn.com/370600-inspection/7e9bb347-6f01-4ee1-8802-c8615910c3c3.jpg.296x216.jpg', '大兴街 2室1厅 128万', '大兴街  | 2室1厅 | 40.89平米 | 东 北 | 其他', '低楼层(共7层)1989年建板楼  -  解放路', '128万', '单价31304元/平米')
('https://image1.ljcdn.com/370600-inspection/ea72388e-012d-4dbf-be84-47e51bb246ef.jpg.296x216.jpg', '四眼桥2楼  2楼 南北通透 采光好 离市场近 生活近便', '四眼桥  | 2室1厅 | 52.42平米 | 南 西 北 | 其他', '低楼层(共6层)1990年建板楼  -  上夼', '69万', '单价13163元/平米')
('https://image1.ljcdn.com/370600-inspection/dd53e738-5796-4558-869c-265c94df4531.jpg.296x216.jpg', '南山丽景花园《东打头通透三居！》全明户型+中间楼层', '南山丽景花园  | 3室2厅 | 112.5平米 | 南 北 | 简装', '中楼层(共28层)2011年建板楼  -  山海南路', '140万', '单价12445元/平米')
('https://image1.ljcdn.com/370600-inspection/ff5fa981-ae0b-4a55-be84-641bc5481011.jpg.296x216.jpg', '幸福中街 2室1厅 60万', '幸福中街  | 2室1厅 | 56.5平米 | 南 | 其他', '高楼层(共6层)暂无数据  -  幸福', '60万', '单价10620元/平米')
('https://image1.ljcdn.com/370600-inspection/435d73a0-8d92-4f94-b032-7f3c31243a66.JPG.296x216.jpg', '锦绣二期多层房 精装修 拎包入住', '锦绣新城二期  | 3室2厅 | 150.7平米 | 南 北 | 其他', '高楼层(共5层)2004年建板楼  -  凤凰台', '150万', '单价9954元/平米')
('https://image1.ljcdn.com/370600-inspection/628cbeab-9f8f-4ea5-85bc-e70ce7a5db97.jpg.296x216.jpg', '楼层好 视野宽阔 周边配套齐全', '平安街  | 2室1厅 | 48.73平米 | 南 北 | 其他', '低楼层(共6层)1989年建板楼  -  厚安', '100万', '单价20522元/平米')
('https://image1.ljcdn.com/370600-inspection/7583c0e7-ff9b-46d4-a939-a125c077d555.jpg.296x216.jpg', '生活 便利+南北通透+一梯 三户', '五福胡同  | 3室1厅 | 69.9平米 | 南 北 | 其他', '高楼层(共7层)暂无数据  -  三水', '75万', '单价10730元/平米')
('https://image1.ljcdn.com/370600-inspection/7f186cc7-36d5-4b00-aae9-353a70396087.jpg.296x216.jpg', '新世界花园 三室 户型好 南北通透 采光好 拎包入住', '新世界花园  | 3室1厅 | 115.05平米 | 南 北 | 其他', '高楼层(共19层)2005年建板楼  -  幸福', '135万', '单价11735元/平米')
('https://image1.ljcdn.com/370600-inspection/27acc717-bb64-4e27-ba7b-2f088d4cab9d.JPG.296x216.jpg', '乐山里小区 楼层好 南北通透，两室，采光无遮挡', '乐山里小区  | 3室2厅 | 67.89平米 | 南 北 | 其他', '高楼层(共6层)1986年建板楼  -  毓璜顶', '130万', '单价19149元/平米')
('https://image1.ljcdn.com/370600-inspection/f18075f0-93dd-4cc3-8a77-db789dfc8e28.jpg.296x216.jpg', '黎明山庄   南北通透  视野开阔', '黎明山庄  | 3室1厅 | 53.86平米 | 南 北 | 其他', '高楼层(共6层)1993年建板楼  -  三站', '39万', '单价7241元/平米')
('https://image1.ljcdn.com/370600-inspection/10f401b4-a955-473c-ad7a-cc0189387f67.jpg.296x216.jpg', '民生小区，好楼层，采光充足，户型好', '民生街  | 2室1厅 | 59.93平米 | 西南 | 其他', '中楼层(共7层)1989年建板楼  -  解放路', '130万', '单价21692元/平米')
('https://image1.ljcdn.com/370600-inspection/a55a7974-3417-47f4-8ecf-3a2527b47a0f.jpg.296x216.jpg', '上夼西路 西打头 客厅大 采光好 通风好 湖景房', '上夼西路  | 2室1厅 | 72.09平米 | 南 北 | 其他', '高楼层(共7层)1996年建板楼  -  上夼', '80万', '单价11098元/平米')
('https://image1.ljcdn.com/370600-inspection/448cf9ce-0841-4eb5-9134-00aca0756b57.JPG.296x216.jpg', '一中+南山路+5楼+顶加阁+4室朝阳+采光好+有露台', '南沟街  | 4室2厅 | 92.69平米 | 南 北 | 简装', '高楼层(共6层)1996年建板楼  -  二马路', '310万', '单价33445元/平米')
('https://image1.ljcdn.com/370600-inspection/700b66b3-7e14-42bd-8bc7-1226c1df66e5.JPG.296x216.jpg', '万达东进门大客厅双南卧家里实用面积56平', '西南关南街  | 2室1厅 | 58.23平米 | 南 | 简装', '高楼层(共6层)1990年建板楼  -  厚安', '60万', '单价10304元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload50f80753-145d-4dbe-9717-3fc2eada625c.jpg.296x216.jpg', '新世界花园公寓 配套设施齐全，采光好，交通便利', '新世界花园  | 1室1厅 | 50.21平米 | 北 | 其他', '中楼层(共19层)2005年建板楼  -  幸福', '38万', '单价7569元/平米')
('https://image1.ljcdn.com/370600-inspection/84a0ec26-f1ab-4083-ba50-f6b6d7e16002.JPG.296x216.jpg', '通世里，一楼采光好，环境安静楼间距大', '通世里  | 3室2厅 | 93.98平米 | 南 北 | 简装', '低楼层(共5层)1996年建板楼  -  南通路', '188万', '单价20005元/平米')
('https://image1.ljcdn.com/370600-inspection/57f08c93-f6e6-470e-924a-e7b8fdc67fe8.jpg.296x216.jpg', '奇山西街 一楼带院  去年精装修直接住 地脚好 采光好', '奇山西街  | 2室1厅 | 58平米 | 南 | 其他', '低楼层(共5层)1990年建板楼  -  上夼', '96万', '单价16552元/平米')
('https://image1.ljcdn.com/370600-inspection/a2e84566-623e-44f7-bd03-6747ae49ffaa.JPG.296x216.jpg', '二马路，5楼东户，南北通透，采光好', '二马路  | 2室1厅 | 65.3平米 | 南 北 | 简装', '高楼层(共5层)1989年建板楼  -  二马路', '166万', '单价25422元/平米')
('https://image1.ljcdn.com/370600-inspection/cfea3d65-e2bd-4fd8-b4b3-a367b83232fb.JPG.296x216.jpg', '金苹果市土双证，小户型，70年产权看房方便', '金苹果公寓  | 1室1厅 | 30.26平米 | 南 | 其他', '高楼层(共8层)板楼  -  黄务', '31万', '单价10245元/平米')
('https://image1.ljcdn.com/370600-inspection/63270ec3-f9b2-40b2-8a98-7bf86920af01.JPG.296x216.jpg', '青翠里 楼层低 南向采光好 格局方正 环境好', '青翠里  | 3室2厅 | 77.26平米 | 南 | 其他', '中楼层(共4层)1985年建板楼  -  南通路', '182万', '单价23557元/平米')
('https://image1.ljcdn.com/370600-inspection/9f0f3568-8c6f-414d-adb9-e1689bb54328.jpg.296x216.jpg', '双阳卧室，南北通透，视野开阔，采光充足，', '华信家园  | 2室1厅 | 54.66平米 | 南 北 | 其他', '高楼层(共6层)2005年建板楼  -  幸福', '50万', '单价9148元/平米')
('https://image1.ljcdn.com/370600-inspection/7b5dd72f-1053-487a-bee8-20ad3c1004a8.jpg.296x216.jpg', '北大街 十中养正 简单装修 带小棚', '北大街  | 2室2厅 | 60.57平米 | 南 北 | 其他', '中楼层(共7层)暂无数据  -  厚安', '117万', '单价19317元/平米')
('https://image1.ljcdn.com/370600-inspection/969f6f82-ad50-4a46-ad92-7cc6d540c3bf.jpg.296x216.jpg', '小户型房子，位置好，楼层好····', '奇山中街  | 1室1厅 | 40.38平米 | 南 | 其他', '高楼层(共7层)1990年建板楼  -  上夼', '48万', '单价11888元/平米')
('https://image1.ljcdn.com/370600-inspection/f62f6675-82f0-4851-af04-e11e41f76d35.jpg.296x216.jpg', '楼层好 前方无遮挡 采光好 南北通透 出行方便', '南迎祥路  | 2室1厅 | 46.81平米 | 南 | 其他', '中楼层(共5层)1988年建板楼  -  上夼', '125万', '单价26704元/平米')
('https://image1.ljcdn.com/370600-inspection/2fbaf873-a6ce-4731-977a-678ba0348c46.jpg.296x216.jpg', '奇山西街，标准三室户型，视野开阔，可抬阁楼，位置好', '奇山西街  | 3室2厅 | 75.17平米 | 南 北 | 其他', '高楼层(共6层)1990年建板楼  -  上夼', '85万', '单价11308元/平米')
('https://image1.ljcdn.com/370600-inspection/8e97fee9-49e1-46b4-b149-becbe93ccc61.JPG.296x216.jpg', '惠安小区，俩居室，看房便利，户口可迁', '惠安小区D区  | 2室1厅 | 63.1平米 | 南 北 | 简装', '高楼层(共7层)2002年建板楼  -  惠安', '83万', '单价13154元/平米')
('https://image1.ljcdn.com/370600-inspection/d3f42d48-41b4-4798-aaf9-bf892d408d8a.jpg.296x216.jpg', '万光幸福家园优质房源，南北卧室，户型方正。', '万光幸福家园  | 2室2厅 | 101.18平米 | 南 西 北 | 其他', '高楼层(共11层)2009年建塔楼  -  幸福', '135万', '单价13343元/平米')
('https://image1.ljcdn.com/370600-inspection/3e039be3-9760-4306-8006-f12e4400e907.jpg.296x216.jpg', '大兴街 2室1厅 120万', '大兴街  | 2室1厅 | 54.67平米 | 南 | 其他', '高楼层(共6层)1989年建板楼  -  解放路', '120万', '单价21950元/平米')
('https://image1.ljcdn.com/370600-inspection/2eaa0f30-188b-4092-a715-57173349877a.JPG.296x216.jpg', '楼层低，视野宽阔，南北楼层格局，生活配套齐全，', '凤凰台三街小区  | 2室1厅 | 55平米 | 南 北 | 简装', '中楼层(共5层)1998年建板楼  -  凤凰台', '50万', '单价9091元/平米')
('https://image1.ljcdn.com/370600-inspection/4e8fe41e-4535-4ff2-a0e5-f7cde0c073fb.JPG.296x216.jpg', '黄山南街 马赛克 南北通透 打头房 客厅带窗 配套完善', '黄山南街  | 2室1厅 | 83.47平米 | 南 北 | 其他', '高楼层(共6层)1985年建板楼  -  文化路', '67万', '单价8027元/平米')
('https://image1.ljcdn.com/370600-inspection/1abcc6cd-9df2-40c8-9339-d3eb04f4568c.jpg.296x216.jpg', '迎山路  一梯两户  南北通透 2楼 每个房间都有窗户', '迎山路  | 3室1厅 | 74.76平米 | 南 西 北 | 其他', '中楼层(共4层)1990年建板楼  -  二马路', '132万', '单价17657元/平米')
('https://image1.ljcdn.com/370600-inspection/8550c59a-f352-4957-86b7-9123f5d2ff2c.jpg.296x216.jpg', '此房属于精装修，小面积总价低，采光通风好.', '二马路  | 1室1厅 | 37.98平米 | 南 | 其他', '中楼层(共7层)板楼  -  二马路', '93.8万', '单价24698元/平米')
('https://image1.ljcdn.com/370600-inspection/6d2ea485-ea1b-4c1b-9f40-94da22f2c314.jpg.296x216.jpg', '奇山路+看房随时+做三室+凯迪幼儿园附近+可开阁楼', '奇山路  | 3室1厅 | 67.16平米 | 南 西 | 其他', '高楼层(共5层)1990年建板楼  -  上夼', '73万', '单价10870元/平米')
('https://image1.ljcdn.com/370600-inspection/b17d1573-a45d-4b86-a157-f35bdbdcd412.jpg.296x216.jpg', '西山路西山汇源 中等楼层 精装两居室 采光好，视野好', '西山汇源小区  | 2室1厅 | 69.66平米 | 东 西 | 其他', '中楼层(共8层)2005年建板楼  -  三站', '89万', '单价12777元/平米')
('https://image1.ljcdn.com/370600-inspection/195f0afd-d892-43dc-bbae-91957cd12387.jpg.296x216.jpg', '离一中50米，年代新框架房，精装修，西打头，离海近', '二马路  | 3室2厅 | 103.76平米 | 南 北 | 其他', '中楼层(共6层)1999年建板楼  -  二马路', '296万', '单价28528元/平米')
('https://image1.ljcdn.com/370600-inspection/4ee0ae41-8921-43a2-9154-547b1de834aa.JPG.296x216.jpg', '一中+南山路+四楼+使用面积大', '南沟街  | 3室1厅 | 71.5平米 | 南 北 | 其他', '中楼层(共6层)1980年建板楼  -  二马路', '180万', '单价25175元/平米')
('https://image1.ljcdn.com/370600-inspection/a3ef67f8-0a51-449d-8d57-f9605365d75f.JPG.296x216.jpg', '青翠里 小区环境优雅 三室户型  视野采光好', '青翠里  | 3室1厅 | 82.61平米 | 南 | 其他', '高楼层(共4层)1985年建板楼  -  南通路', '182万', '单价22032元/平米')
('https://image1.ljcdn.com/370600-inspection/b0253a33-e6bc-4489-a0b8-e88e0902263b.JPG.296x216.jpg', '此房是南北通透的，一南卧一北卧 采光好，位置好', '青翠里  | 2室1厅 | 66.98平米 | 东 南 北 | 其他', '高楼层(共4层)1993年建板楼  -  南通路', '151万', '单价22545元/平米')
('https://image1.ljcdn.com/370600-inspection/87bf0daf-ce0f-4ee1-8bbf-02aa3ddca56b.jpg.296x216.jpg', '奇山西街，两室小户型，装修直接住，可抬阁楼', '奇山西街  | 2室1厅 | 47.57平米 | 南 | 其他', '高楼层(共6层)1990年建板楼  -  上夼', '45万', '单价9460元/平米')
('https://image1.ljcdn.com/370600-inspection/2d353eae-47af-4365-8f7b-9030219bd551.jpg.296x216.jpg', '顶楼加阁楼  带观海大露台 可做阳光房一线海景视野好', '三水合一花园  | 4室1厅 | 201.63平米 | 南 | 其他', '高楼层(共21层)2011年建板楼  -  幸福', '210万', '单价10416元/平米')
('https://image1.ljcdn.com/370600-inspection/e66fc295-c49a-4b7e-8167-085656b4b875.jpg.296x216.jpg', '此房.采光充足，中间楼层，生活方便。', '白春街  | 2室1厅 | 45.94平米 | 东 | 其他', '中楼层(共6层)1986年建板楼  -  白石', '41万', '单价8925元/平米')
('https://image1.ljcdn.com/370600-inspection/rsp_pic_upload91cea38b-6e0b-4d74-9100-410f6162b37e.jpg.296x216.jpg', '南迎祥路+顶加阁+采光足+视野开阔+出行便利', '南迎祥路  | 3室1厅 | 68.45平米 | 南 北 | 其他', '高楼层(共6层)1988年建板楼  -  上夼', '90万', '单价13149元/平米')
('https://image1.ljcdn.com/370600-inspection/e790a8c8-d783-4602-b001-ad5c2770567c.jpg.296x216.jpg', '低楼层+看房方便+生活方便+两室', '西山路  | 2室1厅 | 46.22平米 | 东 西 | 其他', '中楼层(共4层)1990年建板楼  -  三站', '42万', '单价9087元/平米')
