('https://image1.ljcdn.com/310000-inspection/2f9fa6ab-9f0c-4960-a978-dceb7fe2ca2a.jpg.296x216.jpg', '住宅产权，看房方便，满五年，高区视野无遮挡', '庐迅大厦  | 2室2厅 | 95.79平米 | 东 | 其他 | 有电梯', '高楼层(共23层)塔楼  -  鲁迅公园', '490万', '单价51154元/平米')
('https://image1.ljcdn.com/310000-inspection/test-788c01df-579b-4fb1-a5f2-f42598f0be4f.png.296x216.jpg', '双南一北板式户型 南北通风 小区已经翻新 满五年唯一', '景瑞花园  | 3室1厅 | 98.69平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1996年建板楼  -  江湾镇', '525万', '单价53197元/平米')
('', '虹口足球场3/8号线、龙之梦商场、低总价一室户', '何家宅小区  | 1室0厅 | 29.02平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1988年建板楼  -  鲁迅公园', '180万', '单价62027元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploaded7b77f4-b9df-45ee-b5c8-2e4ff2fde54e.jpg.296x216.jpg', '2007年高档社区 全南户型 满五唯一  看房 停车方便', '丰景湾名邸  | 2室2厅 | 80平米 | 南 | 精装 | 有电梯', '中楼层(共13层)2007年建板楼  -  江湾镇', '558万', '单价69750元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadeb8db3f7-facd-46c0-a3c4-33a91969e4e5.jpg.296x216.jpg', '东四小区新出双南精装两房，满五唯一售后公房，税费少', '东四小区  | 2室1厅 | 78.81平米 | 南 | 其他 | 有电梯', '低楼层(共13层)1986年建塔楼  -  曲阳', '620万', '单价78671元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/cdfc50d4-6359-439d-8053-bc63139d5f70.png.280x210.jpg', '地段好，满五唯一，诚意出售，价格可谈！刚降价！！！', '凉城三村  | 2室1厅 | 52.84平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1987年建板楼  -  凉城', '268万', '单价50720元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload59d78ad9-919e-4776-b760-773f3d5c6ac9.jpg.296x216.jpg', '纪念小区+对口红旗+南北两房+满五诚心出售+全明户型', '纪念小区  | 2室2厅 | 69.33平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1994年建板楼  -  江湾镇', '390万', '单价56253元/平米')
('https://image1.ljcdn.com/310000-inspection/test-76d3f5b4-d093-45b5-bb9d-01551c941e6d.png.296x216.jpg', '急售！中间楼层+全明户型+房型正气+看房随时', '星苑小区  | 2室1厅 | 61.45平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '325万', '单价52889元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171230/77b3abaa-844e-4705-a38f-f2de930ed42e.jpg.296x216.jpg', '出门即是鲁迅公园，精装一房，业主置换，诚意卖房', '四达路220弄  | 1室0厅 | 31.66平米 | 北 | 精装 | 无电梯', '中楼层(共5层)1958年建板楼  -  鲁迅公园', '160万', '单价50537元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171203/22cf4450-012d-4ded-a3bd-403ea6bab993.jpg.296x216.jpg', '满五年唯一+采光充足+户型全明+Zhoubian 设施配套齐全', '曲阳名邸  | 2室1厅 | 87.22平米 | 西南 | 精装 | 有电梯', '中楼层(共24层)2005年建板楼  -  凉城', '680万', '单价77964元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170106/8f99fb5d-bfad-4697-b2f7-1c619ef83a34.jpg.296x216.jpg', '双南两房，看房方便 地铁4号线 临平站，急售！', '申工公寓  | 2室1厅 | 68.35平米 | 南 | 简装 | 无电梯', '高楼层(共7层)1994年建板楼  -  临平路', '408万', '单价59693元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadbf56cf36-df15-4e4c-acaa-b36df13f4d27.jpg.296x216.jpg', '一楼带天井，户型方正，小区环境很好，房东急卖', '欧四小区  | 1室1厅 | 47.28平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1974年建板楼  -  鲁迅公园', '290万', '单价61337元/平米')
('https://image1.ljcdn.com/310000-inspection/4fa8340e-9e6c-4d05-8413-f1eb64c80636.jpg.296x216.jpg', '虹口嘉苑04年竣工+附带产权车位+南北板式两房+随时看', '虹口嘉苑  | 2室2厅 | 95.57平米 | 南 | 精装 | 有电梯', '低楼层(共15层)2004年建板楼  -  江湾镇', '700万', '单价73245元/平米')
('', '锦苑小区一梯两户 南北通 满五唯一随时看随时签约', '锦苑小区(虹口)  | 1室1厅 | 47.82平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '245万', '单价51234元/平米')
('https://image1.ljcdn.com/310000-inspection/5caa1484-72a7-4d1c-a462-2833ab046679.jpg.296x216.jpg', '虹口足球场中环旁 精装高层电梯房 视野开阔', '吉联大厦  | 3室2厅 | 139.05平米 | 南 | 精装 | 有电梯', '中楼层(共28层)2006年建板楼  -  鲁迅公园', '850万', '单价61130元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/3bc8110a-7ad9-40a6-bf8d-570cacb68808.png.280x210.jpg', '新上好房 诚意出售 看房方便 到价签字', '锦苑小区(虹口)  | 1室1厅 | 42.82平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '218万', '单价50911元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/b7efcfb2-ba26-4aad-85fd-88028ddd27fc.png.280x210.jpg', '钥匙房 地铁口 总价低 精装一房拎包住 房东诚意出售', '大二小区  | 1室1厅 | 37.57平米 | 南 | 其他 | 无电梯', '中楼层(共5层)1957年建板楼  -  曲阳', '170万', '单价45249元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadfdb36b9c-8711-4edb-b99c-9eb4a5e44673.jpg.296x216.jpg', '户型方正、交通便利，看房随时，近地铁', '欧九小区  | 1室1厅 | 33.1平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1985年建板楼  -  鲁迅公园', '190万', '单价57402元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160726/02d50bab-e0e6-4f40-8e15-55b56fae242e.jpg.296x216.jpg', '电梯两房一厅，朝南户型，阳光、采光很好，全明户型！', '平和大楼  | 2室1厅 | 59.33平米 | 南 | 简装 | 有电梯', '高楼层(共16层)1991年建塔楼  -  临平路', '400万', '单价67420元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7b386a61-6c81-45d6-af4c-db160ee5d3f2.png.296x216.jpg', '锦苑小区两室一厅南北通看房方便近大柏树地站诚售', '锦苑小区(虹口)  | 2室1厅 | 57.19平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1992年建板楼  -  凉城', '328万', '单价57353元/平米')
('https://image1.ljcdn.com/shfdfs-image/20180112/7a3cd370-e330-4c88-8a4f-2b4e7a11732b.jpg.296x216.jpg', '复式loft，景观好，抢手房源，采光好，朝向很好。', '恒升半岛  | 1室1厅 | 41.25平米 | 暂无数据 | 精装 | 有电梯', '中楼层(共26层)2001年建塔楼  -  北外滩', '380万', '单价92122元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171129/4cf225ef-0dd5-4639-a982-c2f2427989cb.jpg.296x216.jpg', '赤峰小区电梯复式，低总价，满五看房方便！', '赤峰小区  | 2室1厅 | 73.9平米 | 南 | 精装 | 有电梯', '低楼层(共19层)1989年建板楼  -  曲阳', '455万', '单价61570元/平米')
('https://image1.ljcdn.com/shfdfs-image/20161003/c32bc064-731f-4017-9ad2-4d2e4fdb52d4.jpg.296x216.jpg', '房东置换，诚心出售，欢迎看房，随时恭候您的到来。', '商洛小区  | 2室1厅 | 72.09平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1960年建板楼  -  凉城', '390万', '单价54100元/平米')
('https://image1.ljcdn.com/310000-inspection/c12be390-f974-4b30-a7ea-845b0fdcaf20.jpg.296x216.jpg', '南北通户型，业主诚心卖，位置好，带固定车位', '万峰嘉苑  | 2室2厅 | 78.62平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1999年建板楼  -  江湾镇', '540万', '单价68685元/平米')
('https://image1.ljcdn.com/310000-inspection/test-fcb476ef-a07d-4f08-9cd5-1a0c9fe9360c.png.296x216.jpg', '售后公房+一梯两户+南北全明+有钥匙随时看房', '东方公寓(虹口)  | 2室1厅 | 59.65平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  江湾镇', '355万', '单价59514元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/fd45bac1-70ba-49fd-9642-43b73d6833cc.png.280x210.jpg', '一梯两户《精装修+价格可谈》格局设计经典！！！', '万康家园  | 1室1厅 | 41平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  江湾镇', '195万', '单价47561元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploadc0fa92c7-71df-4bd5-afa6-a99b24846a26.jpg.296x216.jpg', '庐迅大厦 3室2厅 630万', '庐迅大厦  | 3室2厅 | 130.39平米 | 南 | 其他 | 有电梯', '低楼层(共23层)塔楼  -  鲁迅公园', '630万', '单价48317元/平米')
('https://image1.ljcdn.com/310000-inspection/test-45e48a36-4d8b-4ade-866e-237ebe4d26cb.png.296x216.jpg', '邮电二村 1室1厅 385万', '邮电二村  | 1室1厅 | 42.87平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1986年建板楼  -  曲阳', '385万', '单价89807元/平米')
('', '北外滩明星楼盘+次新房+业主自住+开发商统一装修', '融创外滩188  | 3室2厅 | 184.18平米 | 南 | 精装', '低楼层(共26层)板楼  -  北外滩', '1350万', '单价73298元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploade13d32a4-14bf-400e-92c3-321b0f4d9c74.jpg.296x216.jpg', '镇北小区 2室1厅 320万', '镇北小区  | 2室1厅 | 56.9平米 | 南 | 精装 | 无电梯', '低楼层(共6层)1992年建板楼  -  江湾镇', '320万', '单价56240元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/4e278fe6-b171-48fe-a261-c0eabda41250.png.280x210.jpg', '建设新村 2室1厅 500万', '建设新村  | 2室1厅 | 78.64平米 | 暂无数据 | 简装 | 无电梯', '中楼层(共5层)1973年建板楼  -  鲁迅公园', '500万', '单价63581元/平米')
('https://image1.ljcdn.com/310000-inspection/test-55a6f377-238b-48c6-a3a1-2ec8c38950da.png.296x216.jpg', '新上房源，中间楼层，满五唯一，送装修，近地铁可签！', '凉城三村  | 1室1厅 | 37.93平米 | 南 | 其他 | 无电梯', '中楼层(共6层)1988年建板楼  -  凉城', '205万', '单价54047元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2218a24b-ccf0-43af-a1e9-3973744cddf0.jpg.296x216.jpg', '中环明珠+双南两房+拎包入住+条件都好谈+户型方正', '中环明珠  | 2室2厅 | 92平米 | 南 | 精装 | 有电梯', '中楼层(共20层)2005年建板楼  -  凉城', '780万', '单价84783元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171204/ea0ba2b9-eee3-451b-8848-d0bc14997118.jpg.296x216.jpg', '全明结构的敞亮好房，电梯房！满五年唯一，交通便利！', '云舫小区  | 2室1厅 | 74.25平米 | 东 | 精装 | 有电梯', '中楼层(共18层)1988年建塔楼  -  北外滩', '500万', '单价67341元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170801/336fd8bf-87ba-4cf7-9706-8c4915e97150.jpg.296x216.jpg', '松花小区，金三银四好楼层！全明户型，拎包入住！', '松花小区  | 2室1厅 | 71平米 | 南 | 简装 | 无电梯', '中楼层(共7层)1991年建板楼  -  曲阳', '465万', '单价65493元/平米')
('https://image1.ljcdn.com/shfdfs-image/20160918/22b5b4f8-2acb-42bd-9e06-a8e64b4ec83d.jpg.296x216.jpg', '双南板式2房，近4/10号线、满五免个税，实惠', '晨林花苑  | 2室2厅 | 92.76平米 | 南 | 简装 | 无电梯', '低楼层(共6层)1998年建板楼  -  临平路', '650万', '单价70074元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload2aecfe9c-9bb5-4cee-9e62-9f32861c57e2.jpg.296x216.jpg', '附带20平大阳台可打羽毛球，标准3房2厅电梯房，精装修', '亚馨苑  | 3室2厅 | 123平米 | 南 | 精装 | 有电梯', '低楼层(共8层)2006年建板楼  -  凉城', '770万', '单价62602元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170321/2b04eb2f-f42e-422d-8efe-f69cfbd0b07d.jpg.296x216.jpg', '海尚逸苑 07年次新房 小高层带电梯 满五唯一', '海尚逸苑  | 2室2厅 | 77.48平米 | 东南 | 精装 | 有电梯', '低楼层(共14层)2007年建板楼  -  江湾镇', '485万', '单价62597元/平米')
('https://image1.ljcdn.com/310000-inspection/a346c54b-1402-4a04-bbd5-aa439dfd333d.jpg.296x216.jpg', '大连西路29号 1室1厅 173万', '大连西路29号  | 1室1厅 | 30平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1967年建板楼  -  曲阳', '173万', '单价57667元/平米')
('https://image1.ljcdn.com/310000-inspection/test-13cba029-b215-419f-96a0-a9d1ea1cb553.png.296x216.jpg', '3楼、一梯两户，着急出售，双地铁房', '东体小区  | 2室1厅 | 52.83平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)1983年建板楼  -  曲阳', '340万', '单价64358元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload7d728db2-6e6b-4eff-aafb-1f07ae46abe2.jpg.296x216.jpg', '奎照路791弄 3室2厅 524.59万', '奎照路791弄  | 3室2厅 | 95.38平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1997年建板楼  -  凉城', '524.6万', '单价55000元/平米')
('https://image1.ljcdn.com/310000-inspection/test-18af7ee3-9b52-405c-95fb-1c3756565a70.png.296x216.jpg', '简装两室，业主诚心出售，小区设施配套齐全', '密二小区  | 2室1厅 | 52平米 | 东南 | 简装 | 无电梯', '高楼层(共6层)1982年建板楼  -  曲阳', '320万', '单价61539元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload3e3d8964-48d3-48e0-88b4-910cbd392e3f.jpg.296x216.jpg', '江湾地铁口，看房方便，楼层，急售此房', '忠烈小区  | 2室1厅 | 61.89平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  江湾镇', '340万', '单价54937元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9877c04f-aae3-423e-bd7f-88c7b4d95ab0.png.280x210.jpg', '新市南路1148弄！房东诚心出售，随时可看！', '新市南路1148弄  | 2室1厅 | 62平米 | 南 | 精装 | 无电梯', '中楼层(共7层)1995年建板楼  -  江湾镇', '360万', '单价58065元/平米')
('https://image1.ljcdn.com/310000-inspection/test-7110f991-ad32-42b5-b136-178824964aab.png.296x216.jpg', '水电路1344弄 1室1厅 235万', '水电路1344弄  | 1室1厅 | 42.74平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '235万', '单价54984元/平米')
('https://image1.ljcdn.com/310000-inspection/test-bfa2450d-2801-40e7-aa3f-d836df090b65.png.296x216.jpg', '满五唯一，94年房龄一梯两户，10号线邮电新村地铁口，', '四平路421弄  | 2室1厅 | 76.45平米 | 南 | 简装 | 无电梯', '高楼层(共6层)1995年建板楼  -  鲁迅公园', '435万', '单价56900元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171225/93598a2f-22ad-4e28-9756-d39650900d54.jpg.296x216.jpg', '降价！降价！降价！电梯三房 精装 满五唯一 中间楼层', '意和家园  | 3室2厅 | 112.95平米 | 南 | 精装 | 有电梯', '低楼层(共28层)1999年建塔楼  -  凉城', '620万', '单价54892元/平米')
('https://image1.ljcdn.com/shfdfs-image/20171224/7f162aa4-a38a-4ae2-a908-1c309bae7262.jpg.296x216.jpg', '4号线地铁口、单价八万的南向两房、层高12楼小区后排', '东方都市景苑  | 2室2厅 | 102.63平米 | 南 | 精装 | 有电梯', '中楼层(共19层)2002年建板楼  -  临平路', '830万', '单价80874元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload8fafe2cc-5629-42c1-ad63-d88ee4c00a1b.jpg.296x216.jpg', '鲁迅公园内环内近四川北路商圈3号线东宝兴路站旁边', '金机大厦(公寓)  | 2室2厅 | 113.6平米 | 东南 | 简装 | 有电梯', '高楼层(共24层)1997年建塔楼  -  四川北路', '670万', '单价58979元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_uploada30fdd3c-2973-4352-809e-a8e4472f9746.jpg.296x216.jpg', '景明花园+精装住宅+地铁沿线+配套成熟+人车分流小区', '中环明珠  | 2室2厅 | 97.75平米 | 南 | 精装 | 有电梯', '低楼层(共17层)2005年建板楼  -  凉城', '720万', '单价73658元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170925/225108bb-f108-47b5-905f-7dddfebce400.jpg.296x216.jpg', '江杨家园 1室2厅 430万', '江杨家园  | 1室2厅 | 67.79平米 | 南 | 简装 | 有电梯', '高楼层(共17层)2006年建板楼  -  江湾镇', '430万', '单价63432元/平米')
('https://image1.ljcdn.com/310000-inspection/test-36f0d9a9-bc8f-4217-b3c0-7cc12fd24cc0.png.296x216.jpg', '广中路460号 2室0厅 240万', '广中路460号  | 2室0厅 | 44.7平米 | 南 | 简装', '低楼层(共16层)1984年建塔楼  -  凉城', '240万', '单价53692元/平米')
('https://image1.ljcdn.com/310000-inspection/e14bbc91-00ac-4f56-af88-69e30b2b3c82.jpg.296x216.jpg', '正规复式房，3房2厅2卫，三房朝南，厅朝南带阳台', '文苑小区(虹口)  | 3室2厅 | 115.78平米 | 南 | 精装 | 无电梯', '高楼层(共6层)1995年建板楼  -  凉城', '535万', '单价46209元/平米')
('https://image1.ljcdn.com/310000-inspection/test-3552e17b-1e0f-4d50-80d0-e74ea1c0bb00.png.296x216.jpg', '九联小区 1室1厅 340万', '九联小区  | 1室1厅 | 51.92平米 | 南 | 精装 | 有电梯', '低楼层(共15层)1994年建塔楼  -  北外滩', '340万', '单价65486元/平米')
('https://image1.ljcdn.com/310000-inspection/rsp_pic_upload70d3b9e4-9b7f-4cf0-91ad-8675faf4cc2d.jpg.296x216.jpg', '精装修一年，即买即住，满五年唯一，不靠马路', '绿苑小区(虹口)  | 1室1厅 | 38.08平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1991年建板楼  -  凉城', '179万', '单价47007元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/9789766b-aaf8-4e36-963c-183b689d43e5.png.280x210.jpg', '新中新村 1室0厅 170万', '新中新村  | 1室0厅 | 35.54平米 | 南 | 简装 | 无电梯', '中楼层(共5层)1957年建板楼  -  凉城', '170万', '单价47834元/平米')
('https://image1.ljcdn.com/310000-inspection/test-5ff80baf-03b0-4f94-b586-80b807a70d8a.png.296x216.jpg', '南北两房+满五唯一+采光通风好+诚意出售', '秀苑小区  | 2室1厅 | 77.62平米 | 南 | 其他 | 无电梯', '高楼层(共6层)1996年建板楼  -  凉城', '450万', '单价57975元/平米')
('https://image1.ljcdn.com/shfdfs-image/20170412/8a63071a-8812-42e8-8155-b8e2156287cb.jpg.296x216.jpg', '精装房通风采光良让你足不出户即可享受阳光温暖', '中皇广场  | 2室1厅 | 88.56平米 | 东南 | 精装 | 有电梯', '低楼层(共33层)2000年建塔楼  -  临平路', '710万', '单价80172元/平米')
('https://image1.ljcdn.com/310000-inspection/test-4beb1d3c-0fc5-41b9-afa5-802306cc1e80.png.296x216.jpg', '新装修精装朝南一室，买下即可拎包入住，业主置换', '欧五小区  | 1室1厅 | 26.7平米 | 南 | 其他 | 无电梯', '低楼层(共5层)1979年建板楼  -  鲁迅公园', '180万', '单价67416元/平米')
