('https://image1.ljcdn.com/340100-inspection/b38fdbfa-b5e1-4192-959b-33a6be533b07.jpg.296x216.jpg', '绿怡居东区 2室1厅 94万', '绿怡居东区  | 2室1厅 | 51.8平米 | 南 北 | 其他', '低楼层(共6层)2004年建板楼  -  荷叶地', '94万', '单价18147元/平米')
('https://image1.ljcdn.com/340100-inspection/23d1227e-0434-4d76-a1b6-89883438c10a.jpg.296x216.jpg', '浅水湾 大四房 采光好 三房朝南 业主诚心卖', '浅水湾  | 4室3厅 | 202.48平米 | 南 北 | 其他', '低楼层(共9层)2004年建塔楼  -  荷叶地', '350万', '单价17286元/平米')
('https://image1.ljcdn.com/340100-inspection/2a71ebe0-1504-4ba1-9030-f709f2ae99e6.JPG.296x216.jpg', '此套房屋采光好，视野开阔，生活方便。', '翠庭园  | 4室2厅 | 128平米 | 南 北 | 其他', '高楼层(共6层)2000年建板楼  -  笔架山', '199.8万', '单价15610元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_uploadd4b23833-fccf-48c1-87c5-05a88118a0c6.jpg.296x216.jpg', '好楼层，采光无遮挡，精装修，视野开阔。', '绿怡居东区  | 3室2厅 | 127平米 | 南 北 | 其他', '中楼层(共6层)2004年建板楼  -  荷叶地', '200万', '单价15749元/平米')
('https://image1.ljcdn.com/340100-inspection/2041a3c7-117c-409d-b7a3-f2896483f8d3.JPG.296x216.jpg', '发能太阳海岸诚售南北通透三居室', '发能太阳海岸  | 3室2厅 | 120平米 | 南 北 | 其他', '高楼层(共30层)2010年建塔楼  -  笔架山', '260万', '单价21667元/平米')
('https://image1.ljcdn.com/340100-inspection/40461d89-bae5-4747-920c-f62fd3207e86.jpg.296x216.jpg', '保利香槟国际  精装三房 采光无遮挡', '保利香槟国际  | 3室2厅 | 99.8平米 | 南 | 其他', '低楼层(共41层)2016年建塔楼  -  兴园', '242万', '单价24249元/平米')
('https://image1.ljcdn.com/340100-inspection/c3386cf3-0b82-4e6f-9577-0f15372659bf.jpg.296x216.jpg', '政务区国建香榭水都简装三房，满五唯一。', '国建香榭水都  | 3室2厅 | 92.54平米 | 南 | 其他', '高楼层(共18层)2008年建塔楼  -  笔架山', '250万', '单价27016元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload7883b059-233b-46ca-8a51-9d91b37cd394.jpg.296x216.jpg', '政务区常青花园顶楼复式，采光好，视野好', '常青花园  | 4室3厅 | 86平米 | 东南 | 其他', '高楼层(共6层)2003年建板楼  -  荷叶地', '185万', '单价21512元/平米')
('https://image1.ljcdn.com/340100-inspection/86a3c085-1c0e-4faf-afc2-b769c9f3b1f1.jpg.296x216.jpg', '自住精装，家具家电全送，实用住宅，诚心卖', '绿怡居西区  | 4室2厅 | 76.18平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '160万', '单价21003元/平米')
('https://image1.ljcdn.com/340100-inspection/1ce09ab6-3c5b-4b8b-bd76-9b3d70e89145.jpg.296x216.jpg', '颐园世家新上好房，包车位和2个大露台，稀 有房源。', '颐园世家  | 5室2厅 | 229.04平米 | 南 北 | 精装', '高楼层(共11层)2005年建板楼  -  笔架山', '493万', '单价21525元/平米')
('https://image1.ljcdn.com/340100-inspection/test-72c7c8f7-99e4-4d99-b301-2ef1e5433e4e.png.296x216.jpg', '户型朝南，采光很好，视野开阔，诚意出售！', '凯旋门  | 1室0厅 | 53.68平米 | 南 | 其他', '高楼层(共47层)2012年建塔楼  -  荷叶地', '133万', '单价24777元/平米')
('https://image1.ljcdn.com/340100-inspection/ac77b311-7352-40cb-87ba-eb4d9999e8b8.jpg.296x216.jpg', '此房满二年，无增值税，小区配套成熟，楼层采光充足', '绿怡居东区  | 3室2厅 | 132.39平米 | 南 | 其他', '中楼层(共6层)2004年建板楼  -  荷叶地', '205万', '单价15485元/平米')
('https://image1.ljcdn.com/340100-inspection/263c1fbf-712c-42ef-a7a3-0f56bb6c6857.jpg.296x216.jpg', '满五年 楼层好 楼中楼内复试 使用面积大 公摊小', '浅水湾  | 5室2厅 | 191.28平米 | 南 | 其他', '中楼层(共9层)2004年建塔楼  -  荷叶地', '297万', '单价15527元/平米')
('https://image1.ljcdn.com/340100-inspection/8631c6e3-1066-406c-b19e-805288db7c16.JPG.296x216.jpg', '满两年，毛坯房可塑型强，两梯一户，业主诚心卖', '栢悦公馆  | 4室2厅 | 238.61平米 | 南 | 其他', '低楼层(共40层)2012年建塔楼  -  荷叶地', '750万', '单价31433元/平米')
('https://image1.ljcdn.com/340100-inspection/06a1c438-e92c-48b7-b8ac-f47634d10d18.jpg.296x216.jpg', '银泰旁配套齐全，20万装修没住过，赠送面积大。', '华邦世贸城  | 3室2厅 | 84平米 | 南 | 其他', '高楼层(共34层)2013年建板楼  -  荷叶地', '200万', '单价23810元/平米')
('https://image1.ljcdn.com/340100-inspection/ad8f1856-21c2-4d3f-8f57-c43959554efa.JPG.296x216.jpg', '汇林阁 自住小两房 楼层好 位置佳', '汇林阁西区  | 2室1厅 | 52平米 | 南 北 | 其他', '中楼层(共6层)2006年建板楼  -  笔架山', '128万', '单价24616元/平米')
('', '楼层好，视野开阔，购物方便，业主诚意出售！', '凯旋门  | 3室2厅 | 108平米 | 南 | 其他', '中楼层(共41层)2012年建塔楼  -  荷叶地', '290万', '单价26852元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload90f16a92-5120-4d91-bce3-581c37adfd22.jpg.296x216.jpg', '观湖房，楼栋位置好，高楼层。采光充足，', '天鹅湖畔  | 3室2厅 | 130.85平米 | 南 北 | 其他', '高楼层(共18层)2008年建塔楼  -  笔架山', '430万', '单价32863元/平米')
('https://image1.ljcdn.com/340100-inspection/af4f7155-3cf4-4aad-b276-edbe8207edd6.jpg.296x216.jpg', '房满两年，税费少，适合刚需人群', '发能太阳海岸  | 1室1厅 | 58.42平米 | 东北 | 其他', '低楼层(共30层)2010年建塔楼  -  笔架山', '134万', '单价22938元/平米')
('https://image1.ljcdn.com/340100-inspection/ffb97028-3ab3-4b94-9c7c-d5a5da1d83e6.png.296x216.jpg', '[为你而选 为你为家]国际花都郁金苑 复式大四房。', '国际花都郁金苑  | 4室2厅 | 146平米 | 南 | 其他', '高楼层(共6层)2003年建塔楼  -  荷叶地', '255万', '单价17466元/平米')
('https://image1.ljcdn.com/340100-inspection/59589173-f6ec-4296-af02-c07f023638f8.jpg.296x216.jpg', '为你而选为你为家 五环城和雅阁 顶楼复式精装修', '琥珀五环城和雅阁  | 3室2厅 | 219.24平米 | 南 | 其他', '高楼层(共30层)2011年建塔楼  -  荷叶地', '540万', '单价24631元/平米')
('https://image1.ljcdn.com/340100-inspection/995330de-f2f4-44a5-a542-cf48a573492f.jpg.296x216.jpg', '旭辉花园大户型，顶楼带4个露台，空中别墅，满两年。', '旭辉花园  | 6室4厅 | 402平米 | 南 北 | 其他', '高楼层(共32层)2012年建板楼  -  荷叶地', '1088万', '单价27065元/平米')
('https://image1.ljcdn.com/340100-inspection/55ba6666-90c8-400d-bf08-08db73d165af.jpg.296x216.jpg', '顶楼复式 实用面积大 户型正气 南北通', '绿怡居东区  | 3室2厅 | 73平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '125万', '单价17124元/平米')
('https://image1.ljcdn.com/340100-inspection/081960db-379a-4101-b0cc-7690ca433e73.jpg.296x216.jpg', '四方新村三室一厅满五年，业主诚心出售。', '四方新村  | 3室1厅 | 79.69平米 | 南 | 其他', '高楼层(共6层)1990年建板楼  -  荷叶地', '128万', '单价16063元/平米')
('https://image1.ljcdn.com/340100-inspection/34549df9-6056-44c2-aabb-18bda89d807f.JPG.296x216.jpg', '此房楼层好、位置好、视野好，业主诚心出售', '栢悦公馆   | 独栋别墅 | 7室3厅 | 510.4平米 | 南 北 | 其他', '3层2012年建暂无数据  -  荷叶地', '1850万', '单价36247元/平米')
('https://image1.ljcdn.com/340100-inspection/7668af61-50ff-405f-910a-8bc365a03b98.jpg.296x216.jpg', '小高层 南北通透 自住装修 满两年 户型正气', '国际花都郁金苑  | 3室2厅 | 120平米 | 南 北 | 其他', '中楼层(共10层)2003年建板楼  -  荷叶地', '262万', '单价21834元/平米')
('https://image1.ljcdn.com/340100-inspection/0f895d73-a812-4f52-b462-01ab784ff394.jpg.296x216.jpg', '国际花都天香苑中间楼层采光好！', '天香苑  | 2室2厅 | 91.3平米 | 南 | 其他', '中楼层(共11层)2005年建塔楼  -  荷叶地', '200万', '单价21906元/平米')
('', '环境优美，诚意出售，安静，出行方便 ，配套齐全', '凯旋门  | 3室2厅 | 133.37平米 | 南 | 其他', '低楼层(共41层)2012年建塔楼  -  荷叶地', '338万', '单价25344元/平米')
('https://image1.ljcdn.com/340100-inspection/6e3eaa3d-6ae5-4269-b49f-f1185fe76c16.jpg.296x216.jpg', '精装大三居 带大露台 业主诚售 看房方便', '天鹅湖一号  | 3室2厅 | 140.29平米 | 南 北 | 其他', '低楼层(共34层)2011年建塔楼  -  荷叶地', '360万', '单价25662元/平米')
('https://image1.ljcdn.com/340100-inspection/9478e424-e022-4558-9251-417f1a1c248a.jpg.296x216.jpg', '为你而选为你为家 政务区祥源汇博名座', '祥源汇博名座  | 1室1厅 | 60.95平米 | 西 | 其他', '低楼层(共26层)2010年建塔楼  -  荷叶地', '95万', '单价15587元/平米')
('', '大户型4房，楼层好，全天采光无遮挡。', '绿怡居西小高层  | 4室2厅 | 143.7平米 | 南 | 其他', '中楼层(共11层)2004年建板楼  -  荷叶地', '232万', '单价16145元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload9749a27d-6c08-4509-acb3-164745a44889.jpg.296x216.jpg', '政务区 繁华路段 绿怡居高层住宅', '绿怡居东区  | 3室2厅 | 120平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '160万', '单价13334元/平米')
('https://image1.ljcdn.com/340100-inspection/762f182b-327f-4e92-9f5e-5b1335dfc9a6.jpg.296x216.jpg', '森林海       四室两厅一厨二卫', '森林海  | 4室2厅 | 164.1平米 | 南 北 | 其他', '中楼层(共17层)2010年建塔楼  -  笔架山', '388万', '单价23645元/平米')
('https://image1.ljcdn.com/340100-inspection/3dae4987-2548-4593-b90a-0ea1dc2df3e3.JPG.296x216.jpg', '空中花园 双车位 位置安静 视野佳', '内森庄园  | 4室1厅 | 404.96平米 | 南 | 其他', '高楼层(共28层)2014年建塔楼  -  笔架山', '950万', '单价23460元/平米')
('https://image1.ljcdn.com/340100-inspection/69d23004-7415-40c2-8037-19982fb274eb.png.296x216.jpg', '小区中间位置，满五年，采光好，精装修、居家必备之选', '天香苑  | 3室2厅 | 120平米 | 南 | 其他', '低楼层(共11层)2005年建塔楼  -  荷叶地', '270万', '单价22500元/平米')
('https://image1.ljcdn.com/x-se/hdic-frame/29a3c390-7f69-4bc5-a9a8-f7e9542365d1.png.280x210.jpg', '此房纯毛坯，楼层好，视野好，位置好，采光无影响', '凯旋门  | 3室1厅 | 146平米 | 南 | 其他', '中楼层(共51层)2012年建塔楼  -  荷叶地', '385万', '单价26370元/平米')
('https://image1.ljcdn.com/340100-inspection/dff40788-95e8-4bd1-8a37-5edc0731a2b7.jpg.296x216.jpg', '为你而选为你为家 浅水湾 五房 简装 采光好  诚心卖', '浅水湾  | 5室3厅 | 242.86平米 | 南 北 | 其他', '低楼层(共3层)2004年建塔楼  -  荷叶地', '388万', '单价15977元/平米')
('https://image1.ljcdn.com/340100-inspection/31f2318f-b059-42b6-9452-29a82105543e.jpg.296x216.jpg', '九重锦南北通透大三房，拎包入住，诚心卖，小区环境好', '融科九重锦  | 3室2厅 | 133.1平米 | 南 北 | 其他', '中楼层(共33层)2010年建塔楼  -  笔架山', '310万', '单价23291元/平米')
('https://image1.ljcdn.com/340100-inspection/c8ffba88-e9fc-45ab-80d9-493a918d2677.jpg.296x216.jpg', '为你而选为你为家  两室两厅 居家自住  业主诚心出售', '茗香苑  | 2室2厅 | 91.23平米 | 南 | 其他', '低楼层(共18层)2012年建塔楼  -  荷叶地', '165万', '单价18087元/平米')
('https://image1.ljcdn.com/340100-inspection/d1ee00e1-7cf8-4f69-96d8-711bab69e96f.JPG.296x216.jpg', '此房恒润花园三居室，居家中等装修，户型南北通透', '合肥恒润花园  | 3室2厅 | 140.55平米 | 南 北 | 其他', '中楼层(共16层)2006年建板楼  -  笔架山', '330万', '单价23480元/平米')
('https://image1.ljcdn.com/340100-inspection/8fcb14d6-1d5e-4f36-bbc8-806c6a7dabd8.jpg.296x216.jpg', '国建香榭水都 4室2厅 680万', '国建香榭水都   | 叠拼别墅 | 4室2厅 | 226.05平米 | 南 | 其他', '上叠(共4层)2008年建板塔结合  -  笔架山', '680万', '单价30082元/平米')
('https://image1.ljcdn.com/340100-inspection/9980efe3-6ab7-4bc6-9624-c478872fe47d.jpg.296x216.jpg', '为你而选为你为家 嘉和苑实用三房 顶层带阁楼 东边户', '嘉和苑小区  | 3室1厅 | 86.25平米 | 南 | 其他', '高楼层(共6层)2008年建板楼  -  荷叶地', '140万', '单价16232元/平米')
('https://image1.ljcdn.com/340100-inspection/50586ebb-c15e-4ed5-8620-529b62268a01.jpg.296x216.jpg', '为你而选为你为家 保利精装南北通透小三房', '保利香槟国际  | 3室2厅 | 103.56平米 | 南 北 | 其他', '中楼层(共41层)2015年建塔楼  -  兴园', '290万', '单价28004元/平米')
('', '岸上玫瑰 南北通透三居室 隔壁就是五十中 诚售', '岸上玫瑰  | 3室2厅 | 134.78平米 | 南 北 | 其他', '低楼层(共11层)2009年建板楼  -  笔架山', '330万', '单价24485元/平米')
('https://image1.ljcdn.com/340100-inspection/rsp_pic_upload922d54cb-2ecb-4fda-a34b-19cad07c03b5.jpg.296x216.jpg', '皖西厂单位房 满五唯一 通透小三居 50中 省立医院', '皖西新村  | 3室1厅 | 76.38平米 | 南 北 | 其他', '中楼层(共6层)1990年建板楼  -  荷叶地', '123万', '单价16104元/平米')
('https://image1.ljcdn.com/340100-inspection/9d539a3c-ac04-4723-bdc2-02302630f80f.jpg.296x216.jpg', '旭辉花园超大户型，视野开阔，精致装修，拎包即住！', '旭辉花园  | 7室2厅 | 244.53平米 | 南 北 | 其他', '高楼层(共32层)2012年建板楼  -  荷叶地', '620万', '单价25355元/平米')
('https://image1.ljcdn.com/340100-inspection/test-eadc060d-0272-4b07-af8f-9e4d71c07008.png.296x216.jpg', '凯旋门二期 纯毛坯 满两年 实用三房 看房方便', '凯旋门  | 3室2厅 | 107.64平米 | 南 | 其他', '低楼层(共41层)2012年建塔楼  -  荷叶地', '270万', '单价25084元/平米')
('https://image1.ljcdn.com/340100-inspection/272024e3-21e0-42ee-b311-331500e898f6.png.296x216.jpg', '高楼层采光无遮挡，配套成熟交通便利', '国际花都丹若苑  | 3室2厅 | 127.9平米 | 南 北 | 其他', '高楼层(共11层)2008年建板楼  -  荷叶地', '290万', '单价22674元/平米')
('https://image1.ljcdn.com/340100-inspection/8ab33bd6-0df6-496e-b27c-3bc7f0890291.jpg.296x216.jpg', '户型朝南，采光很好，视野开阔，诚意出售！', '凯旋门  | 1室1厅 | 46.69平米 | 南 | 其他', '中楼层(共47层)2012年建塔楼  -  荷叶地', '130万', '单价27844元/平米')
('https://image1.ljcdn.com/340100-inspection/d640fd72-a1ca-48f4-9960-426209ec720d.jpg.296x216.jpg', '周围配套设施齐全，交通便利，居家型', '绿怡居东区  | 4室2厅 | 106.93平米 | 南 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '148万', '单价13841元/平米')
('https://image1.ljcdn.com/340100-inspection/e031767f-b8b5-4dfe-a502-280d85f218a3.jpg.296x216.jpg', '精装房 配套成熟 交通方便 采光充足', '颐园世家  | 5室2厅 | 211.73平米 | 南 北 | 其他', '低楼层(共9层)2005年建板楼  -  笔架山', '480万', '单价22671元/平米')
('https://image1.ljcdn.com/340100-inspection/0591f83f-17fd-445e-b855-f3ce4832ceff.jpg.296x216.jpg', '为你而选为你为家 政务文一 南北通透高层采光好', '文一名门首府  | 4室2厅 | 106平米 | 南 北 | 其他', '高楼层(共32层)2017年建塔楼  -  兴园', '235万', '单价22170元/平米')
('https://image1.ljcdn.com/340100-inspection/5b57f6b3-ede2-4276-9663-882ea7f7e420.jpg.296x216.jpg', '配套齐全 ，生活方便， 顶楼复式 ，采光好', '绿怡居东区  | 2室1厅 | 53平米 | 南 北 | 其他', '高楼层(共6层)2004年建板楼  -  荷叶地', '90万', '单价16982元/平米')
('https://image1.ljcdn.com/340100-inspection/56078de8-6c50-4b61-b937-3b6047cce172.jpg.296x216.jpg', '为你而选为你为家政务文一精装南北通透 户型方正', '文一名门首府  | 4室2厅 | 105平米 | 南 北 | 其他', '中楼层(共34层)2017年建塔楼  -  兴园', '270万', '单价25715元/平米')
('https://image1.ljcdn.com/340100-inspection/8a137c18-3214-4dee-b981-b751f60039b0.jpg.296x216.jpg', '位置好，密度低，业主诚意出售，看房方便', '天鹅湖一号  | 3室2厅 | 101平米 | 南 | 其他', '低楼层(共33层)2011年建塔楼  -  荷叶地', '240万', '单价23763元/平米')
('https://image1.ljcdn.com/340100-inspection/f76a285d-cc24-4be6-a5d1-657e3b43b518.jpg.296x216.jpg', '颐园世家  南北通透  满五唯一  采光全天 视野宽阔', '颐园世家  | 3室2厅 | 134.72平米 | 南 北 | 其他', '中楼层(共16层)2005年建板楼  -  笔架山', '338万', '单价25090元/平米')
('https://image1.ljcdn.com/340100-inspection/ebaa6e98-ae82-4ec4-aa20-f065257f88bc.jpg.296x216.jpg', '为你而选为你为家 湖畔徽映阁大户型 楼层好！', '湖畔徽映阁  | 4室2厅 | 196平米 | 南 北 | 其他', '低楼层(共31层)2012年建塔楼  -  荷叶地', '530万', '单价27041元/平米')
('https://image1.ljcdn.com/340100-inspection/3b4aaa6f-5d80-4b33-9fac-dd6496671bca.jpg.296x216.jpg', '为你而选为你为家 浅水湾大户型 诚心出售！', '浅水湾  | 4室2厅 | 138平米 | 南 | 其他', '中楼层(共9层)2004年建塔楼  -  荷叶地', '248万', '单价17972元/平米')
('https://image1.ljcdn.com/340100-inspection/a25f4cfb-ac1d-49cc-8bd4-fd33ad975979.jpg.296x216.jpg', '中央空调 冷暖双供 复式带阁楼 2个大露台', '国际花都郁金苑  | 5室2厅 | 175.39平米 | 南 北 | 其他', '高楼层(共10层)2003年建板楼  -  荷叶地', '386万', '单价22009元/平米')
('https://image1.ljcdn.com/340100-inspection/088c90b0-0603-490f-89d7-0b282136b29f.jpg.296x216.jpg', '满五唯一，精装拎包入住，改善户型', '乐富强御龙湾  | 5室2厅 | 143.84平米 | 南 北 | 其他', '中楼层(共30层)2011年建塔楼  -  笔架山', '418万', '单价29061元/平米')
